item,status
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-03.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-04.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-04.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-05.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-05.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-06.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-06.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/errors_failures_repairs_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/errors_failures_repairs_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/evidence_tier_redesign_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/evidence_tier_redesign_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/full_project_workflow_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/full_project_workflow_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/human_ai_roles_expanded_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/human_ai_roles_expanded_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-analytical-framing.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-analytical-framing.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-comparability.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-comparability.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-discovery-search.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-discovery-search.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-document-readiness.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-document-readiness.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-extraction-overproduction.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-extraction-overproduction.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-mathematical-design.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-mathematical-design.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-operations-infrastructure.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-operations-infrastructure.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-rating-review.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-rating-review.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-reporting-visuals.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-reporting-visuals.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-research-design-scope.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-research-design-scope.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-side-imbalance.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-side-imbalance.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-verification-retention.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-verification-retention.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/relay_system_evolution_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/relay_system_evolution_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/repaired_claim_evidence_matrix.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/repaired_claim_evidence_matrix.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_claim_overview.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_claim_overview.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_counterexample_overview.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_counterexample_overview.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_mechanism_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_mechanism_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_overall_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_overall_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/scaling_over_time_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/scaling_over_time_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/staggered_lane_system_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/staggered_lane_system_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/strict_bounded_sensitivity_revised.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/strict_bounded_sensitivity_revised.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/tools_by_stage_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/tools_by_stage_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/what_worked_what_failed_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/what_worked_what_failed_visual.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-across-the-board-raise.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-across-the-board-raise.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-bargaining-leverage.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-bargaining-leverage.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-base-wage-change.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-base-wage-change.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-benefit-cost-change.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-benefit-cost-change.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-appropriation.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-appropriation.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-pay-plan-process.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-pay-plan-process.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-band-change.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-band-change.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-civil-service.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-civil-service.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-cola-cpi-adjustment.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-cola-cpi-adjustment.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-collective-bargaining.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-collective-bargaining.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-comparability-parity.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-comparability-parity.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-contract-ratification.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-contract-ratification.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-fiscal-constraint.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-fiscal-constraint.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-holiday-pay.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-holiday-pay.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-inflation-indexing.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-inflation-indexing.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-interest-arbitration.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-interest-arbitration.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-longevity.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-longevity.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-lump-sum.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-lump-sum.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-market-recruitment-retention.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-market-recruitment-retention.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-no-direct-compensation-outcome.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-no-direct-compensation-outcome.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-non-base-compensation-other.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-non-base-compensation-other.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-none-identified.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-none-identified.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-one-time.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-one-time.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-ordinance-adoption.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-ordinance-adoption.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-ordinance-council-adoption.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-ordinance-council-adoption.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-overtime.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-overtime.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-payroll-effective-date.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-payroll-effective-date.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-recurring.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-recurring.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-reimbursement.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-reimbursement.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-retroactive-pay.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-retroactive-pay.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-retroactive.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-retroactive.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-salary-range-change.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-salary-range-change.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-settlement-or-mou.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-settlement-or-mou.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-step-progression.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-step-progression.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-stipend-or-premium.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-stipend-or-premium.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-unclear.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-unclear.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-uniform-or-equipment-allowance.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-uniform-or-equipment-allowance.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-vacancy-pressure.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-vacancy-pressure.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-budgets-pay-plans.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-budgets-pay-plans.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-classification-structure.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-classification-structure.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-formal-bargaining.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-formal-bargaining.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-non-base-compensation.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-non-base-compensation.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-ordinance-adoption.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-ordinance-adoption.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-retroactivity-payroll.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-retroactivity-payroll.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-scheduled-base-growth.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-scheduled-base-growth.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-staffing-market-pressure.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-staffing-market-pressure.svg,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/Codex_execution_evolution_visual.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-claim-a.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-claim-b.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-claim-c.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-claim-d.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-claim-e.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-claim-f.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-claim-g.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-claim-h.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-unsup-01.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-unsup-02.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-unsup-03.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-unsup-04.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-unsup-05.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/claim-card-unsup-06.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-across-the-board-raise.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-bargaining-leverage.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-base-wage-change.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-benefit-cost-change.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-budget-appropriation.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-budget-pay-plan-process.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-classification-band-change.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-classification-civil-service.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-cola-cpi-adjustment.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-collective-bargaining.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-comparability-parity.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-contract-ratification.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-fiscal-constraint.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-holiday-pay.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-inflation-indexing.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-interest-arbitration.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-longevity.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-lump-sum.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-market-recruitment-retention.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-no-direct-compensation-outcome.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-non-base-compensation-other.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-none-identified.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-one-time.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-ordinance-adoption.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-ordinance-council-adoption.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-overtime.png,pass
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/thumbnails/corrected-category-map-payroll-effective-date.png,pass
