path,bytes,sha256
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-interest-arbitration.csv,259,293d4fedf907ce49e2c3397ceb9fd69a42885cd5c2b5fafb647336169c449175
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-longevity.csv,3649,dc63b8252bfed1511499055fd9567e5a59364fbbe8bd25fa7bd8cc467555e60f
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-lump-sum.csv,1558,9c7b18ce5c21e9513fe95dd27efdcbee845011d37c192236cdbc1aaaa325ca09
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-market-recruitment-retention.csv,4363,1ccb0999fca826e00345f56610d1d8cdbd47d006e5ef815fd8f27141dcaf85da
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-no-direct-compensation-outcome.csv,37724,0abaab5e2c137fd54e21f01f36cf448273622b8c9470d88250d5de2305590587
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-non-base-compensation-other.csv,20474,34f35c54729754838b9cb1f2b077e26215e8f4d8bf59a3131582429d7171cd5a
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-none-identified.csv,70252,91bf634e3c8f5860e2a58a726b670ae1c1116aabca1cbae42cc59646b0a8e26c
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-one-time.csv,18161,c3cef997e69d1ce0c9712926aa1dd55f0b06ac4871e0f47fccef0217f4ec1ca3
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-ordinance-adoption.csv,19115,49510ce434dbcca30a1f898676b0e4975ab05eaeade28288addf6b811ece2b77
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-ordinance-council-adoption.csv,24338,5b2df1267b59bb8132a0a3839a498591ca7b603a56435d1771e604c387c53921
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-overtime.csv,3442,ea6c11d8be5045321ee73cab7399968069f9f1ba9442c7ccfb4aec2e3350f0d7
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-payroll-effective-date.csv,82384,8c9b6d7378889269bc94801c5a02001fd6e70f2d44fd3e82238cc4c3c78b249e
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-recurring.csv,37313,77baf51b5f88c9dc6a8cb15fe19ee95f90e8b9a959a16875afb483d5b3f8bd96
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-reimbursement.csv,873,384ce503b54282c49df963327db41ddcf21f8ae7ad13f5887f4b592680665201
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-retroactive-pay.csv,59127,a1b97352e7dc1c48bd90e9b0ad894cfd6042b62c8ea03b8f8c04264aa5884e42
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-retroactive.csv,56847,8490ba32910f8d78cda9f8276305d68727e357c8ff88f04936d2936996beed84
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-salary-range-change.csv,1364,1dbb2f2cd50a68c66bce61cf4c5377208a6fcb30dc1bac5e2166059b3037aaf8
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-settlement-or-mou.csv,5493,833013d11c75c3f1bcbe5a4b6bfaf26fbe63b5355ed417f251b8f2db72b4f97d
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-step-progression.csv,7615,e0f4715bea4c87375370850c89bc5a59512c9982e9facdcbd6046956df3e7ba0
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-stipend-or-premium.csv,5369,4e7ccc5fede09a1ea0bea56fcb93d78814eb358ed474da6d08a5ddea4585b5ee
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-unclear.csv,12121,a476b2a37d5b5f02008b1448e3fd1b974caf70e63fdbb90d971a6c70a4759fdb
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-uniform-or-equipment-allowance.csv,6616,32b5cd6dc6ec942d39505baaf1a1b2c85b75feb739d55127d9d0177d67d6d869
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-vacancy-pressure.csv,980,7b19181d0b39915e2945a35099de8c569be3eb7660cfca82ba80a256f14837a4
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-profile-map-budgets-pay-plans.csv,36061,bef222c960e23fe94f7e052f773ccbceda749b14e7144cd9fe7e46421e052ce0
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-profile-map-classification-structure.csv,5901,1e16775a3530dbb0dc10cb773c802f482a1b9748de4c325152cebe187cccf117
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-profile-map-formal-bargaining.csv,8029,a247526b55d3cd124408f1e3b8ffa13a2811cd23d879251dbd53d096529cd0a8
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-profile-map-non-base-compensation.csv,64957,1de0f88d8d0c997de466ff8a56d931b781901e35a6a4f64c4a0611456f7352a4
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-profile-map-ordinance-adoption.csv,30240,99a555ec8718a13cc4b750afe0ab1983602ff2c270f27a8a0adc6cda82531603
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-profile-map-retroactivity-payroll.csv,102888,b604ed18b59ffc5e208be6e78ee43138ef84046147aec4885152c92d7a5e4153
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-profile-map-scheduled-base-growth.csv,46762,916211c89ce23b8e7ea5688a984063d8dc682e36383eddb0f3a9e6f0666ec485
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-profile-map-staffing-market-pressure.csv,5621,c8202de55ca51ac0fca341f9f85189e790e5fcb88ae4cf404fcd975ff583bc7c
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected_hex_event_table.csv,684134,ef786832b0256c61f18793b7cd8dbff2ea00ad5191d4998d498f8bb02d1ce246
