asset,extension,bytes,sha256
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-discovery-search.png,.png,86127,d096bd4f1a4ac9cec42167c49e5f01ab0cce3aa667198bd47732643f9d99ec07
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-discovery-search.svg,.svg,62513,38b3e0a3e4d3b23ee071d8eb3d70a0a3ff63224a5a69a5ea14134df6a19f5bcc
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-document-readiness.png,.png,83024,5cab4fe19250a56502b90eacc6023dfe06cbf9ee54817b154b5f65377909e482
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-document-readiness.svg,.svg,60271,f3e32b20a417a9c8d6befeee2d89c1329839b1429acf7efc9128be6d85f9df16
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-extraction-overproduction.png,.png,75231,6832b39218e07cfdda5f5f332a5b10f7250fd38181ed32c0a263c7be4f01f479
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-extraction-overproduction.svg,.svg,59197,469f5cccb0fc5512ab51d7a5e84147f20e449aa10d479c24752821d321552808
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-mathematical-design.png,.png,73733,1adea9f6c1b14ebca49a4752bfe035a28e6e6bd8563afe4f0ee4b9c4d1e08d10
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-mathematical-design.svg,.svg,54789,cbe2c6183fe326ec11c6c30974c5b47800446b649e59cfd806ea91e8e5ddddd2
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-operations-infrastructure.png,.png,84677,a52c419e42623611d8a325bb2bf69a2a5d544d0124f619e9f40b247a1357f4c1
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-operations-infrastructure.svg,.svg,63838,2b676441975556a1ccb1869ed51e389a3431d26bd73129b987c6c3862887104b
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-rating-review.png,.png,84887,692bd16486bc2e634e92b6e49ea49b003313d413ea081ab097945644caee1523
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-rating-review.svg,.svg,63125,266d7e08682972a34d5c9a9fe52a88f264744b8e58e2654bc5ee6803da7c8973
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-reporting-visuals.png,.png,76594,ad6549a082e8ff3c7792ebfa399e37488600eb82fac7e55c966813c9ed6d961e
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-reporting-visuals.svg,.svg,56229,506ce135e15ed844d042a12d079c293eb67680ff0989acbbc79569cb1b8d7c83
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-research-design-scope.png,.png,77856,c0ac390db60f7500ffa3bb74e740395bf1a26a2563e88a2b090fc7754389c6a0
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-research-design-scope.svg,.svg,60316,445a67754646ee3cf2c1ef1f38e59135ea0f616ef333af3e66f03da985c8f797
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-side-imbalance.png,.png,81193,f5af1e0b08bab8dcc5e95d1b41ecff4a24cc2092b3031b2b7d7f4a388bc69b72
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-side-imbalance.svg,.svg,56348,ce3958296b195b7208b68b64b90b5ea57d6ab739c14542214d368f4d1805fbb8
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-verification-retention.png,.png,88594,cd9117515734aa6199a6bd5eedb09803cd5479d52b1527113e92434d808f47ea
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-verification-retention.svg,.svg,63166,095cad3ec5b303518d0aa5d83ee95188d0ffa961a4b56d25a7bfc7eaddd7cf8b
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/relay_system_evolution_visual.png,.png,96061,2876080393ac5c942cb0c486b990a279f7c0d339d35397baeda23e1b784c56ff
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/relay_system_evolution_visual.svg,.svg,71614,7cb2f9adf50d6829fb3f60256d452dc88d1736ab681a14a7a0de5db2624667a2
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/repaired_claim_evidence_matrix.png,.png,222154,c1703a3332f5cda1c51c5622b3b31560dd5cf3304763aa21026b0e21de357fd3
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/repaired_claim_evidence_matrix.svg,.svg,137200,38855941cd663c28bcfbbf96edb1dde4d4f7803de9aa152fb4ac77f7379e4959
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_claim_overview.png,.png,56704,e549b7c5126627612f6046093ccd164a2e7cc3bb0feb8ac6fa37065f7e289555
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_claim_overview.svg,.svg,48215,0e2ba2889934c104698984d229fc10a9060a60a8cf77622d8d159aac45c10c5f
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_counterexample_overview.png,.png,95616,76bbdd2530f4679a100c682a38f453b5de7c7ebedebdf7c07a83bffbcdde57df
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_counterexample_overview.svg,.svg,73339,1dcb14b7fee7d9ab7f689ae3f648ea66a374014c84b586a4eeb0097ff9721e27
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_mechanism_visual.png,.png,200411,4c580b3fec0f172e78e72e561383bada6a860ae637e0974245b4b3e14ac8ad91
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_mechanism_visual.svg,.svg,138597,af31850949cedd363800945b1eb5c267006b13d7ff0f6c058456812e15df67f1
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_overall_visual.png,.png,93329,affebc25b0e8321f541537975a389aa6a8b5a5d5dbb93dc44bcda54fd8d7268f
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_overall_visual.svg,.svg,78528,832f6dbcb4edb557b657f6a472d0cf218f0a059871e6d61b5c179ac54228997b
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/scaling_over_time_visual.png,.png,118896,e83e36158ee5c18b6799261962092c1b98b1934802daa452b46a583cdb52cd43
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/scaling_over_time_visual.svg,.svg,90729,c3ea58c06c9589a16bdd6447eb48a92a0e4f14d8da0e1dec5f26f9f249467b7a
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/staggered_lane_system_visual.png,.png,97851,f66a0e3af7dae20752f7d2f1c3192c0aa4979f1d7049dd1d2b975a7f2c912c6b
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/staggered_lane_system_visual.svg,.svg,78152,95ba9abfb70deca7f9bbda428d89406c486541156f3b77186ba2d943c9719134
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/strict_bounded_sensitivity_revised.png,.png,51649,8c36113c8464460099d86599efea14632e6631b1c4472f56338a9cae56a554ca
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/strict_bounded_sensitivity_revised.svg,.svg,44543,ef51915bd21d0dea319d83be2076140dd13bbf2965c697f659fe4f0a4d3db2c8
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/tools_by_stage_visual.png,.png,138248,711518013d2700a77a641b9b083eef550ea2b232c76f95288b59f9e3eecc209e
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/tools_by_stage_visual.svg,.svg,102232,843b0d0a7e3e70c20c01a67bd265170c8748bc061e0c8246d3403b6d90200fc4
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/what_worked_what_failed_visual.png,.png,101614,4c9ce0d68e8d9b015567da3265301722f72a837d020a42a48ae6d54bd13d0d1d
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/what_worked_what_failed_visual.svg,.svg,74252,5963cd57b90e7934ad764a8803daf6c7656ba1bb6ad68db414bf60141bc07fc2
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-across-the-board-raise.png,.png,216313,8a850820379a12bdb60a612fe25e7ce23aecff87e05d94ce3a6e31095dc4c6dd
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-across-the-board-raise.svg,.svg,262949,7418a721a3b14e8c7909ae6c7b4b9acc73edd5a31703d90ec127fc7c55032127
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-bargaining-leverage.png,.png,183996,92bce6afe0c3ae4599d5e00fd3e4f62ad03204c349c624ac3fe1758eb973cb0a
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-bargaining-leverage.svg,.svg,231774,4f48b61c8cc80f98d71e43c83864cf5f0e8510d6b2643f5f569f6a04e05c4c2e
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-base-wage-change.png,.png,201491,78b6cc7e3edc07a68c393077b769b3b345ab16b04746ac4146a18da7416bb0cb
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-base-wage-change.svg,.svg,244900,a37dd9822c78e4530ee4e368ff3514ddd72013c333634ea6c8f26a770f3275ec
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-benefit-cost-change.png,.png,194766,e4e84fd911a31f27224c20c717c6b8bdda40e45fec2a51707c1322cbc071a37b
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-benefit-cost-change.svg,.svg,239397,c4283c4c4a39f622654084df2e7995df90814c1408bdde8e24657b52a98bde19
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-appropriation.png,.png,201763,9b79c91c951ef1077c7389c0a0aab5feddf26d8adf29ac40317590f11ca50a39
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-appropriation.svg,.svg,241722,be4f526eb23f98cfd4b6ff845950709250e2cd4be58b17540303719446fc3729
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-pay-plan-process.png,.png,225732,6e5049073dad60592f0f004d2203fd1fc87294f69b1f9c8091161bb40332175c
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-pay-plan-process.svg,.svg,269944,ba2ca9eaacbe9004e45a320bd3ebf8972093fd56ca65ff55d337167be5e09a73
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-band-change.png,.png,194396,83bf491271ab54eb2b267b99b81bc7a01d35ec6d4c6b697c3aa3ecbd75f1bad8
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-band-change.svg,.svg,238504,217b66ad4494f82dabd13b0515a09dc5d937219f731da6535d583c6e0da7984f
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-civil-service.png,.png,185633,398b59ade20b15321e699a39d4d25deae21e57918d7944d8148c004054ac14e5
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-civil-service.svg,.svg,231197,087cb97d15db4f45d82ddb5bab8cd099721981ab36dedafadf056adea85792f1
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-cola-cpi-adjustment.png,.png,200434,d99b37bcff31505758317d0a8b740d937359410b4b9a29165ea2a9ad1397f069
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-cola-cpi-adjustment.svg,.svg,243205,05f9d91081806ec9acbaead5fb91437ad72776683ca0ed7b24e31392e3100b28
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-collective-bargaining.png,.png,186253,ea660b08765d132803d9d37b72bb2a24df7d5dd77b1d76ebca6dc429a8758b4f
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-collective-bargaining.svg,.svg,232229,c0f9ac591df575a90208d91e19600b532aa81e1812522b93207fa91fc4f13b0b
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-comparability-parity.png,.png,183838,3707cf30339eeb45693758edf589528299fdf3c278bbb086749b9c57b74d1372
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-comparability-parity.svg,.svg,233460,064d8dc51528e1b58d839b821f4f0216f2e0f0e5cdd9530b982dc717ead50f53
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-contract-ratification.png,.png,181348,51dc91610706ce9c11bf40dc8c37bf792febf5ae7ea210fc3772be8418e98de5
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-contract-ratification.svg,.svg,230951,f62c1008ff86b6f688629d14376565c4c5831570e39304d099cb3abecad3aff4
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-fiscal-constraint.png,.png,220387,73178d38674767282dbc8dabc392a69177e949b2d5e8a6bdbb4274d46a5e4b70
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-fiscal-constraint.svg,.svg,268737,ed11ffe06b9155b85f22ebaf1753da085d8fa8e11381d53a6abcc9520afc45fa
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-holiday-pay.png,.png,184272,bc2eac5b9afe44f118174903c28694b5527042e37ad0138f39f0791e97a20a1a
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-holiday-pay.svg,.svg,231343,b431c5f129780fdae046158dcb68b3099d3cb044511309e9ddab8c2447ef030f
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-inflation-indexing.png,.png,187954,0e4599f19230623e89b079049e6da5b90c92a772260446233edd593339305aad
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-inflation-indexing.svg,.svg,234110,db26de04dd8f9216d6a08e325cef535376c837d4ff588fabf847543f3aeb19e8
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-interest-arbitration.png,.png,182881,66162052441655b7913b3d147faca11889673231975c2e8e652e96a91f776e67
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-interest-arbitration.svg,.svg,230856,63953ff751b6deb2609d0a99110c402375bfe8b9929f1c3c2c0f5a3a97ee6688
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-longevity.png,.png,188470,076ce9ed7a398f6d0320a8f0ce5f4be330c9c02d8f17c4368b2b01be768ac962
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-longevity.svg,.svg,234560,ad3757ade392d161182445394d19e7fce28a9b319d373c9b631a3133fc6efa6c
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-lump-sum.png,.png,181333,7784dbeff2659851ff41721e09e93401a668dcaee7ac1217ca0cb99d38d4eb2d
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-lump-sum.svg,.svg,229781,57b7cf94f57da595cc1e9bc23065cac02126975a7c6aca39d799124883e8d07d
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-market-recruitment-retention.png,.png,192408,75e192903ca93e2837618c46c645a34451a2c86054adc61e692cada22c45be2b
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-market-recruitment-retention.svg,.svg,237600,b19811616fa8cdcceafe5804843ac7b381abfbfc3439305bfaeb19be6751338f
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-no-direct-compensation-outcome.png,.png,228593,d9ed2cb32779018ad2bca63e83ffe37fe8bbc870b8fcad9131a4086d98e74b4c
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-no-direct-compensation-outcome.svg,.svg,271127,240ddc5faa953fa41a352b242be0b47dc33cd92dc2fc55b7a240ef6cf2d0547b
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-non-base-compensation-other.png,.png,212249,3b362ca8e0aeb6282e1f135e2f8153f617ef41c677535beee6c116baed96e074
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-non-base-compensation-other.svg,.svg,254202,ba73e0f3cf4114cd941e16503a9f4c2634ec1ed4bab7f7cb613f7d2fcd52913f
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-none-identified.png,.png,252682,d2e3b2f4d1e78269d108349a0a00a3bdb69150e8bb51275677de279a3ee830eb
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-none-identified.svg,.svg,303896,43ec1b0693f6d6c9b26a1f288ddfce7f67dd0b273f87026902d23f6fa6c0c563
