rating_id,span_id,source_id,retained_source_id,extraction_id,candidate_id,scout_target_id,verification_row_id,readiness_id,source_review_download_id,span_queue_id,span_lane_id,span_lane_sequence,municipality,state,source_family,evidence_category,rating_lane_id,rating_lane_sequence,rating_validity_status,quarantine_reason,failure_stage,attempt_count,last_status,error_type,error_code,raw_prompt_saved,raw_response_saved,claim_boundary
B4X2500-RATING-20260730-21bfb942a942db8afcbdd66f,B4X2500SPAN-20260730-1bd657053fbf58e6a5c2e31b,B4X2500LIVE-20260729-001860,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500TXT-20260730-4131e9b37a45011beb2c,B4X2500LIVE-20260729-001860,B4X2500-20260729-01751,B4X2500V-20260730-00137,B4X2500RDY-20260730-a3ae65555b5d6f341d01,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500SPQ-20260730-06e69d5858e4d8a5c013,span_extraction_lane_001,381,Tyrone,GA,budget_or_pay_plan,mixed_quantitative_qualitative,rating_lane_001,664,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-ecfcc04628ba4b5cd499faa3,B4X2500SPAN-20260730-7950a917c694cbf7f6e9ada7,B4X2500LIVE-20260729-001860,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500TXT-20260730-4131e9b37a45011beb2c,B4X2500LIVE-20260729-001860,B4X2500-20260729-01751,B4X2500V-20260730-00137,B4X2500RDY-20260730-a3ae65555b5d6f341d01,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500SPQ-20260730-06e69d5858e4d8a5c013,span_extraction_lane_001,381,Tyrone,GA,budget_or_pay_plan,non_base_compensation,rating_lane_004,911,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-7e526fb479c7237d1c7a6421,B4X2500SPAN-20260730-18c5faeb1a80bceaa737dafe,B4X2500LIVE-20260729-001860,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500TXT-20260730-4131e9b37a45011beb2c,B4X2500LIVE-20260729-001860,B4X2500-20260729-01751,B4X2500V-20260730-00137,B4X2500RDY-20260730-a3ae65555b5d6f341d01,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500SPQ-20260730-06e69d5858e4d8a5c013,span_extraction_lane_001,381,Tyrone,GA,budget_or_pay_plan,qualitative_mechanism,rating_lane_002,2005,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-297b240d9cedd1e5ed7f2c42,B4X2500SPAN-20260730-322d4e5bcb853464faea1b15,B4X2500LIVE-20260729-006406,B4X2500SRD-20260730-7ef9a5a6768a6d15c733,B4X2500TXT-20260730-c64d899bd73ebb405082,B4X2500LIVE-20260729-006406,B4X2500-20260729-06276,B4X2500V-20260730-03850,B4X2500RDY-20260730-8be56aa11e013e90d085,B4X2500SRD-20260730-7ef9a5a6768a6d15c733,B4X2500SPQ-20260730-53fc17982bda3007ec66,span_extraction_lane_001,389,Colonie,NY,arbitration_award,fiscal_or_budget_context,rating_lane_001,383,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-08ed0b1c3a7e222b343bce5f,B4X2500SPAN-20260730-bb68fdd6e779539547ac5608,B4X2500LIVE-20260729-005754,B4X2500SRD-20260730-8ce212fe5dd42d8dc204,B4X2500TXT-20260730-3b24866e7ad4b2c0901a,B4X2500LIVE-20260729-005754,B4X2500-20260729-05776,B4X2500V-20260730-03964,B4X2500RDY-20260730-67520ecb4dab7cecde3b,B4X2500SRD-20260730-8ce212fe5dd42d8dc204,B4X2500SPQ-20260730-2b18b2083e10f32da65d,span_extraction_lane_001,433,Fairfield,OH,cba,qualitative_mechanism,rating_lane_002,2339,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,weak_family_strong_evidence_invalid,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-a7f470ccfc5fcf9cbfa00dc2,B4X2500SPAN-20260730-28d22919357e279f481bbf5b,B4X2500LIVE-20260729-004821,B4X2500SRD-20260730-85768ae2f4274b33d6e1,B4X2500TXT-20260730-a87673aa4d6843319b08,B4X2500LIVE-20260729-004821,B4X2500-20260729-04866,B4X2500V-20260730-04377,B4X2500RDY-20260730-81101a2516a7d5c12ef5,B4X2500SRD-20260730-85768ae2f4274b33d6e1,B4X2500SPQ-20260730-45a229f539f016666de8,span_extraction_lane_001,641,Wheatland,CA,mou_or_memorandum,qualitative_mechanism,rating_lane_001,2602,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,weak_family_strong_evidence_invalid,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-844fb8f61200709466bf6ccf,B4X2500SPAN-20260730-5f2317797f08bd87950e2594,B4X2500LIVE-20260729-006691,B4X2500SRD-20260730-8ed73a085b3537845ae4,B4X2500TXT-20260730-14f4e092ece78900c103,B4X2500LIVE-20260729-006691,B4X2500-20260729-06505,B4X2500V-20260730-00018,B4X2500RDY-20260730-b0244cb98fe8233de91a,B4X2500SRD-20260730-8ed73a085b3537845ae4,B4X2500SPQ-20260730-6a6ec7469f13cae95230,span_extraction_lane_001,689,Graysville,AL,wage_schedule,quantitative_compensation,rating_lane_004,4566,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-32ea13e0c4f3aea09e268a7a,B4X2500SPAN-20260730-b23a6239dd19f150c0e4cce7,B4X2500LIVE-20260729-004005,B4X2500SRD-20260730-ecd516df4a338154051a,B4X2500TXT-20260730-f92add67d1cbbd640a71,B4X2500LIVE-20260729-004005,B4X2500-20260729-03823,B4X2500V-20260730-05337,B4X2500RDY-20260730-c91cb0fd67d183cb51e4,B4X2500SRD-20260730-ecd516df4a338154051a,B4X2500SPQ-20260730-4c318f153695effb97d4,span_extraction_lane_002,28,Saugerties,NY,cba,qualitative_mechanism,rating_lane_001,2461,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-3191ba177c00811276109e4d,B4X2500SPAN-20260730-66215cf33c38c1c64638de38,B4X2500LIVE-20260729-002318,B4X2500SRD-20260730-aba49efbf58a31bd8f3d,B4X2500TXT-20260730-9cc1f8234fe668255277,B4X2500LIVE-20260729-002318,B4X2500-20260729-02350,B4X2500V-20260730-01500,B4X2500RDY-20260730-a5e408326aedb6965df7,B4X2500SRD-20260730-aba49efbf58a31bd8f3d,B4X2500SPQ-20260730-3a8a6f5355a91d9d7d3d,span_extraction_lane_002,37,Big Bear Lake,CA,wage_schedule,quantitative_compensation,rating_lane_002,4612,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,lineage_id_changed,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-93ea2e1e346489cd11eba66d,B4X2500SPAN-20260730-9959316d55046f8e20fd8595,B4X2500LIVE-20260729-003967,B4X2500SRD-20260730-6ea70ddb2408184419ce,B4X2500TXT-20260730-fcaf1548a4bb422a0e6e,B4X2500LIVE-20260729-003967,B4X2500-20260729-03800,B4X2500V-20260730-01002,B4X2500RDY-20260730-93b6be8a4f57f1edd40e,B4X2500SRD-20260730-6ea70ddb2408184419ce,B4X2500SPQ-20260730-5b352beb82ee148ba2d1,span_extraction_lane_002,82,Liverpool,NY,cba,qualitative_mechanism,rating_lane_003,2453,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-f9690fbb1cebf254192061a0,B4X2500SPAN-20260730-7acaf97d1edbf131deb870fe,B4X2500LIVE-20260729-008296,B4X2500SRD-20260730-8661916e771b663e466f,B4X2500TXT-20260730-30a0a78a0df95f17503d,B4X2500LIVE-20260729-008296,B4X2500-20260729-08291,B4X2500V-20260730-05416,B4X2500RDY-20260730-28d0189337792797d7fb,B4X2500SRD-20260730-8661916e771b663e466f,B4X2500SPQ-20260730-551913ee9cd8433392d9,span_extraction_lane_002,99,Madison,OH,cba,qualitative_mechanism,rating_lane_002,2303,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-5d5b151657ec215d138c7ad8,B4X2500SPAN-20260730-c77451b6612ff161b96c397a,B4X2500LIVE-20260729-005352,B4X2500SRD-20260730-bd69227d2e333798ed9c,B4X2500TXT-20260730-215f7fe4367c56280100,B4X2500LIVE-20260729-005352,B4X2500-20260729-05340,B4X2500V-20260730-01975,B4X2500RDY-20260730-9306c29e4c27c2b22bad,B4X2500SRD-20260730-bd69227d2e333798ed9c,B4X2500SPQ-20260730-4e7cc0f3111dd1d882e0,span_extraction_lane_002,234,Berrien Springs,MI,agenda_packet_or_minutes,quantitative_compensation,rating_lane_001,2989,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-24c205a908ff59aace5c4ecd,B4X2500SPAN-20260730-ec85e9411915a15551cd26da,B4X2500LIVE-20260729-004799,B4X2500SRD-20260730-20f5e7f155703af2a58c,B4X2500TXT-20260730-904beb38ed8d57001775,B4X2500LIVE-20260729-004799,B4X2500-20260729-04855,B4X2500V-20260730-04391,B4X2500RDY-20260730-ba7b6915359f92214ceb,B4X2500SRD-20260730-20f5e7f155703af2a58c,B4X2500SPQ-20260730-3bc80d1a63761f8ec3a6,span_extraction_lane_002,247,Holtville,CA,wage_schedule,qualitative_mechanism,rating_lane_003,2950,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,claim_relevance_support_mismatch,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-f929b5a2d78ba503ffffdb9c,B4X2500SPAN-20260730-a59dc374ad91fef5a66de6c0,B4X2500LIVE-20260729-004324,B4X2500SRD-20260730-e861cc14079246055ea4,B4X2500TXT-20260730-69ba2b23ec29d4566427,B4X2500LIVE-20260729-004324,B4X2500-20260729-04211,B4X2500V-20260730-04454,B4X2500RDY-20260730-7e4c637e7c3afa88fad9,B4X2500SRD-20260730-e861cc14079246055ea4,B4X2500SPQ-20260730-9826635746f4af758b91,span_extraction_lane_002,367,Euharlee,GA,budget_or_pay_plan,quantitative_compensation,rating_lane_003,3389,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-1e883db8c378d9923cf49dc0,B4X2500SPAN-20260730-93caf0511683e4b4b4cc1aa1,B4X2500LIVE-20260729-003890,B4X2500SRD-20260730-b6b3fb782719bf7873be,B4X2500TXT-20260730-641617bdad30312d3afc,B4X2500LIVE-20260729-003890,B4X2500-20260729-03761,B4X2500V-20260730-02321,B4X2500RDY-20260730-4a0c49100de860b2e902,B4X2500SRD-20260730-b6b3fb782719bf7873be,B4X2500SPQ-20260730-d3d5106c48213addec1f,span_extraction_lane_002,440,Westampton,NJ,other_local_government_pay_policy,bargaining_or_arbitration_context,rating_lane_004,306,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-00b0affbe414c84f2890619a,B4X2500SPAN-20260730-79ac6bbde9dbd63abd0d7d1d,B4X2500LIVE-20260729-006305,B4X2500SRD-20260730-6dd27d981469f1963007,B4X2500TXT-20260730-7a090722324611fc6210,B4X2500LIVE-20260729-006305,B4X2500-20260729-06229,B4X2500V-20260730-03708,B4X2500RDY-20260730-99e1980f4c0095ebc407,B4X2500SRD-20260730-6dd27d981469f1963007,B4X2500SPQ-20260730-7a29cde5f84a6eb1c0f8,span_extraction_lane_002,444,North Brunswick,NJ,cba,qualitative_mechanism,rating_lane_004,2411,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,lineage_id_changed,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-e150b7417a2b9f014fe74597,B4X2500SPAN-20260730-8bfc681a1cb50cdef720d5d5,B4X2500LIVE-20260729-008803,B4X2500SRD-20260730-3d1304fe5f56c41607f7,B4X2500TXT-20260730-db5bce1eadc547704934,B4X2500LIVE-20260729-008803,B4X2500-20260729-08725,B4X2500V-20260730-05143,B4X2500RDY-20260730-683b16032dbe5d2d9b74,B4X2500SRD-20260730-3d1304fe5f56c41607f7,B4X2500SPQ-20260730-f836dc0f34f1eee77885,span_extraction_lane_002,490,Margate City,NJ,cba,qualitative_mechanism,rating_lane_002,2413,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-271a1a58bfaf0b9d4a7d22ca,B4X2500SPAN-20260730-5aed92fc80c201fa4d8abcb4,B4X2500LIVE-20260729-001557,B4X2500SRD-20260730-53ac499374f3a2ec781a,B4X2500TXT-20260730-c915a03dad5dae7f9281,B4X2500LIVE-20260729-001557,B4X2500-20260729-01355,B4X2500V-20260730-05413,B4X2500RDY-20260730-fad360152fea45e3b1a0,B4X2500SRD-20260730-53ac499374f3a2ec781a,B4X2500SPQ-20260730-ea9f47f67cf203346888,span_extraction_lane_002,504,Derry,PA,agenda_packet_or_minutes,non_base_compensation,rating_lane_002,799,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,claim_relevance_support_mismatch,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-3d445d1b3634a1f253616a5c,B4X2500SPAN-20260730-4d1dc50d615f9e23e59d0abc,B4X2500LIVE-20260729-003930,B4X2500SRD-20260730-46c8fe78bb6b804e2c07,B4X2500TXT-20260730-5f533e1804b0ab498f25,B4X2500LIVE-20260729-003930,B4X2500-20260729-03783,B4X2500V-20260730-05325,B4X2500RDY-20260730-1ed611fddb2660d2fe40,B4X2500SRD-20260730-46c8fe78bb6b804e2c07,B4X2500SPQ-20260730-be1d7ce2064372d410ca,span_extraction_lane_002,551,East Greenbush,NY,cba,quantitative_compensation,rating_lane_003,3924,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-5bb78a31a6724729a7874d80,B4X2500SPAN-20260730-3a59bb6aa6a48a5c5a97fd36,B4X2500LIVE-20260729-007387,B4X2500SRD-20260730-2370558fdffbb63c5fdf,B4X2500TXT-20260730-e7a174a6bca0ef0bac65,B4X2500LIVE-20260729-007387,B4X2500-20260729-07417,B4X2500V-20260730-04510,B4X2500RDY-20260730-3330cedad5caed7bbdb9,B4X2500SRD-20260730-2370558fdffbb63c5fdf,B4X2500SPQ-20260730-ade7864fe25d66b797c4,span_extraction_lane_002,568,Mackay,ID,wage_schedule,qualitative_mechanism,rating_lane_004,2953,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-2c9729532585771293101a43,B4X2500SPAN-20260730-f7be7eb0fa8f40fc656890e8,B4X2500LIVE-20260729-005805,B4X2500SRD-20260730-6b7396eb13db6ee29b6b,B4X2500TXT-20260730-115c3b4d40f59cd09a19,B4X2500LIVE-20260729-005805,B4X2500-20260729-05820,B4X2500V-20260730-03985,B4X2500RDY-20260730-8de0fa8837fdb4e764c1,B4X2500SRD-20260730-6b7396eb13db6ee29b6b,B4X2500SPQ-20260730-c0bb97fb9288a50600bf,span_extraction_lane_002,581,Shawnee,OH,cba,qualitative_mechanism,rating_lane_002,2378,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
