span_id,source_id,extraction_id,retained_source_id,candidate_id,scout_target_id,verification_row_id,readiness_id,source_review_download_id,span_queue_id,span_lane_id,span_lane_sequence,municipality,state,region,source_family,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_type,source_title,original_locator,final_locator,extracted_text_artifact_path,extracted_text_artifact_hash,evidence_category,mechanism_attributes,quant_span_types,qualitative_mechanism_span_types,exact_span_text,short_paraphrase,page_number,section_heading,character_start_offset,character_end_offset,line_offset,paragraph_offset,location_metadata_status,confidence_quality_flag,source_level_span_status,extraction_timestamp,reason_code,rule_ids,span_sha256,rating_id,rating_lane_id,rating_lane_sequence,rating_input_sha256
B4X2500SPAN-20260730-5a6a45852aabf23bbe444556,B4X2500LIVE-20260729-006242,B4X2500TXT-20260730-e879b17bf8f4f153987e,B4X2500SRD-20260730-98a14c6d36b580684a24,B4X2500LIVE-20260729-006242,B4X2500-20260729-06202,B4X2500V-20260730-00845,B4X2500RDY-20260730-df837427d376f0cb874b,B4X2500SRD-20260730-98a14c6d36b580684a24,B4X2500SPQ-20260730-daa3a982cbd8f1c433e9,span_extraction_lane_001,448,Guttenberg,NJ,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Memorandum of Agreement to amend the parties’ Collective Bargaining Agreement — P.B.A. Local 88 (Local 88 NJ State Policemen’s Benevolent Association, Inc.)",https://www.guttenbergnj.org/_Content/pdf/minutes/2023-07-24-Council-Minutes.pdf,https://guttenbergnj.org/_Content/pdf/minutes/2023-07-24-Council-Minutes.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-e879b17bf8f4f153987e.txt,9a1bbc75175149ee645350df9b63106666eb2ef51ad44ec9ff9c0654569d0515,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,,"meetings in a calendar year, sergeants shall receive overtime
",The passage references a non-base compensation component for later review.,,,10582,10644,222,52,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:25Z,bounded_deterministic_rule_match_N005,N005,f59e32c5d5fd00c7c34446fd12db9da18f3361ceb3552aa4b6024b5b852e08a1,B4X2500-RATING-20260730-683923a61600d2652e93613e,rating_lane_004,1460,9756905abee7979e7b5d41bb92bca66caa4484a3b0acee8766f00bd38fbb0b73
B4X2500SPAN-20260730-87a7e8abf0cc9e1c19225f76,B4X2500LIVE-20260729-006267,B4X2500TXT-20260730-f06311713cec634f43d0,B4X2500SRD-20260730-c1884ec8de4752e4225c,B4X2500LIVE-20260729-006267,B4X2500-20260729-06213,B4X2500V-20260730-03729,B4X2500RDY-20260730-98204573bdeb9f5085df,B4X2500SRD-20260730-c1884ec8de4752e4225c,B4X2500SPQ-20260730-a7905f6a172e6c1a222a,span_extraction_lane_002,539,Lambertville,NJ,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,Lt. Brown Contract 2024 (Robert Brown) — Agreement for employment in title/position of Police Lieutenant / Officer in Charge of the Lambertville Police Department,https://www.lambertvillenj.org/forms-documents/forms/labor-agreements/1851-lt-brown-contract-2024/file,https://lambertvillenj.org/forms-documents/forms/labor-agreements/1851-lt-brown-contract-2024/file,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-f06311713cec634f43d0.txt,0b295d1862b21f1053f0b2b84a716dc0c7bbde69e0f40c324a0fca3b94402cda,non_base_compensation,non_base_compensation_signal,certification_or_education_pay,,"EDUCATIONAL INCENTIVE
",The passage references a non-base compensation component for later review.,,ARTICLE XV,10748,10770,324,161,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:32:26Z,bounded_deterministic_rule_match_N004,N004,d526e51b70689720316c5755226369bf1501c012ba4e728b86648e229ee886e2,B4X2500-RATING-20260730-d5011ef4755f1192804869ea,rating_lane_004,1461,56344f932b8ad527fa5f9aff0ff98addc39fc40533d47af616954ebd4485e0a5
B4X2500SPAN-20260730-93f58a7b1181a19b5ef9e7e7,B4X2500LIVE-20260729-008888,B4X2500TXT-20260730-9cb714ec5f833fc7c5d1,B4X2500SRD-20260730-782abecc62f36c44d52d,B4X2500LIVE-20260729-008888,B4X2500-20260729-08761,B4X2500V-20260730-05181,B4X2500RDY-20260730-25ac0e0a5318d488da15,B4X2500SRD-20260730-782abecc62f36c44d52d,B4X2500SPQ-20260730-6e2dafeca195802e46f7,span_extraction_lane_003,257,Woodcliff Lake,NJ,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"RESOLUTION NO. 26-139 (JUNE 15, 2026): Resolution Approving the Contract with P.B.A. Local No. 206 and Authorizing Mayor to Execute Agreement; term Jan 1, 2026 through Dec 31, 2030",https://wclnj.com/agenda-library/mayor-council-meeting/2026-mayor-council-meeting-documents/2026-agendas-mayor-council/1235-06-15-2026-mayor-council-meeting-agenda/file,https://wclnj.com/agenda-library/mayor-council-meeting/2026-mayor-council-meeting-documents/2026-agendas-mayor-council/1235-06-15-2026-mayor-council-meeting-agenda/file,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-9cb714ec5f833fc7c5d1.txt,190db9297c5ffbeb84b70a470a6bdcb57bcddb55cae2dc4faef23b4dadb6b128,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,,"WILSON, MEGAN PAYROLL STIPEND $ 8,400.00
",The passage references a non-base compensation component for later review.,,"WILSON, MEGAN FINANCE/BENEFITS/DEPUTY TAX C. $ 76,915.25",65657,65698,1611,460,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:40:20Z,bounded_deterministic_rule_match_N006,N006,925233ba1b560afb6ea629e0e1c95e75eee96e3d88066672e164c17486c2cf1c,B4X2500-RATING-20260730-2ed7b68b68cd582b8e0ccca4,rating_lane_004,1462,096490b1d454096b62fae48bee93eb8d4ef856f2673ddb226f7919869a64d943
B4X2500SPAN-20260730-b6bfbd1d3f8fa36d27f4637d,B4X2500LIVE-20260729-006303,B4X2500TXT-20260730-73b059878dfba92c51e2,B4X2500SRD-20260730-8f2db874a1407376e954,B4X2500LIVE-20260729-006303,B4X2500-20260729-06229,B4X2500V-20260730-00849,B4X2500RDY-20260730-8cda1db1f16168366e36,B4X2500SRD-20260730-8f2db874a1407376e954,B4X2500SPQ-20260730-ce975903f08391ff242d,span_extraction_lane_002,313,North Brunswick,NJ,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,COLLECTIVE BARGAINING AGREEMENT WITH THE SOA (MEMORANDUM OF AGREEMENT / SUCCESSOR TERMS),https://northbrunswicknj.gov/wp-content/uploads/2022/01/COLLECTIVE_BARGAINING_AGREEMENT_WITH_THE_SOA_2022.pdf,https://northbrunswicknj.gov/wp-content/uploads/2022/01/COLLECTIVE_BARGAINING_AGREEMENT_WITH_THE_SOA_2022.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-73b059878dfba92c51e2.txt,afc1e224a1e7b925fefc8016ac3e8689a5fb660587118c9b11ad4ec2808a4fad,non_base_compensation,non_base_compensation_signal,certification_or_education_pay,,"base salary shall then be adjusted to include: Longevity* + Educational incentive “$20/Credit” +
",The passage references a non-base compensation component for later review.,,ARTICLE XIX COMPENSATION,9090,9187,166,33,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:32:19Z,bounded_deterministic_rule_match_N004,N004,c9585e0e6e459af500fb8eb0d5262b0a5ade62a0bf03fdaa3b9f2e81ef475ce8,B4X2500-RATING-20260730-8f398ef2e77f3948317c9227,rating_lane_004,1463,ef0a8d93dd556bc2b42299b5fe6da91a47417a859d424899786a7cdca9b305c4
B4X2500SPAN-20260730-c2d39dfb7ec1e4ce6e79fd28,B4X2500LIVE-20260729-008888,B4X2500TXT-20260730-9cb714ec5f833fc7c5d1,B4X2500SRD-20260730-782abecc62f36c44d52d,B4X2500LIVE-20260729-008888,B4X2500-20260729-08761,B4X2500V-20260730-05181,B4X2500RDY-20260730-25ac0e0a5318d488da15,B4X2500SRD-20260730-782abecc62f36c44d52d,B4X2500SPQ-20260730-6e2dafeca195802e46f7,span_extraction_lane_003,257,Woodcliff Lake,NJ,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"RESOLUTION NO. 26-139 (JUNE 15, 2026): Resolution Approving the Contract with P.B.A. Local No. 206 and Authorizing Mayor to Execute Agreement; term Jan 1, 2026 through Dec 31, 2030",https://wclnj.com/agenda-library/mayor-council-meeting/2026-mayor-council-meeting-documents/2026-agendas-mayor-council/1235-06-15-2026-mayor-council-meeting-agenda/file,https://wclnj.com/agenda-library/mayor-council-meeting/2026-mayor-council-meeting-documents/2026-agendas-mayor-council/1235-06-15-2026-mayor-council-meeting-agenda/file,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-9cb714ec5f833fc7c5d1.txt,190db9297c5ffbeb84b70a470a6bdcb57bcddb55cae2dc4faef23b4dadb6b128,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,,"O'BRIEN, DIANE FIRE PREVENTION STIPEND $ 2,000.00
",The passage references a non-base compensation component for later review.,,"O'BRIEN, DIANE ADMINISTRATIVE ASSISTANT/UCC $ 54,328.68",65472,65522,1606,459,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:40:20Z,bounded_deterministic_rule_match_N006,N006,517439f476ee408eceaab4ec86cd0c958bfad8a5fdb4cdb0fb7b62970bc46040,B4X2500-RATING-20260730-d7de3b613a1f82401453b029,rating_lane_004,1464,ca228f923dee9605a5a517ee945197adad7dcb9c6613dc7142774bd77809c508
B4X2500SPAN-20260730-e278160f615cd61b30b4ebe5,B4X2500LIVE-20260729-006267,B4X2500TXT-20260730-f06311713cec634f43d0,B4X2500SRD-20260730-c1884ec8de4752e4225c,B4X2500LIVE-20260729-006267,B4X2500-20260729-06213,B4X2500V-20260730-03729,B4X2500RDY-20260730-98204573bdeb9f5085df,B4X2500SRD-20260730-c1884ec8de4752e4225c,B4X2500SPQ-20260730-a7905f6a172e6c1a222a,span_extraction_lane_002,539,Lambertville,NJ,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,Lt. Brown Contract 2024 (Robert Brown) — Agreement for employment in title/position of Police Lieutenant / Officer in Charge of the Lambertville Police Department,https://www.lambertvillenj.org/forms-documents/forms/labor-agreements/1851-lt-brown-contract-2024/file,https://lambertvillenj.org/forms-documents/forms/labor-agreements/1851-lt-brown-contract-2024/file,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-f06311713cec634f43d0.txt,0b295d1862b21f1053f0b2b84a716dc0c7bbde69e0f40c324a0fca3b94402cda,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,," Brown will be disqualified from receiving the opt-out health insurance stipend
",The passage references a non-base compensation component for later review.,,,7063,7143,216,107,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:32:26Z,bounded_deterministic_rule_match_N006,N006,404caedf65203ce86bd450ea468d57629e50a4f8d830f51b637c0fe66bd88a30,B4X2500-RATING-20260730-244ad04fb7352439ebcd37ff,rating_lane_004,1465,ebfe41b7a811aaeaa9a20650b49eb10f72df132cbbd532509afca4a23baeff10
B4X2500SPAN-20260730-134af28e6af50ff730397663,B4X2500LIVE-20260729-008908,B4X2500TXT-20260730-b26f00787d7732e8f011,B4X2500SRD-20260730-f4273f61966607602e83,B4X2500LIVE-20260729-008908,B4X2500-20260729-08772,B4X2500V-20260730-03915,B4X2500RDY-20260730-cda1f64f5d0b5e77f5df,B4X2500SRD-20260730-f4273f61966607602e83,B4X2500SPQ-20260730-f8b2db76abbfc5407737,span_extraction_lane_002,335,Camillus,NY,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Town Board minutes/resolution document referencing ratification of Camillus Police Benevolent Association agreement covering Jan 1, 2025 through Dec 31, 2027",https://townofcamillus.gov/documents/5209.pdf,https://townofcamillus.gov/documents/5209.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-b26f00787d7732e8f011.txt,99b189878117092f35606a78d8ba935274f04667793ff3ea2c8fc96b0d4e6a4e,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,,"received overtime pay for working on Memorial Day and thank them.
",The passage references a non-base compensation component for later review.,,COUNCILOR COMMENTS,99518,99584,2301,538,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:32:20Z,bounded_deterministic_rule_match_N005,N005,fc76962ba6ff200c30d3d99b9ac07f0f69e1b5b7ed7e92b817f0ed1f4da49bec,B4X2500-RATING-20260730-9a34abcbf6d75c03c01bcfc8,rating_lane_004,1466,e59b560a7e449d66da5a2f289e6ae25514795fc94775c2d9dfc678085e35233a
B4X2500SPAN-20260730-4033d1b45df927b83c065704,B4X2500LIVE-20260729-006387,B4X2500TXT-20260730-af0ad61e398e16120e99,B4X2500SRD-20260730-00847d2d25d8e1840e4c,B4X2500LIVE-20260729-006387,B4X2500-20260729-06267,B4X2500V-20260730-02473,B4X2500RDY-20260730-64a9c02cea14f8232cbc,B4X2500SRD-20260730-00847d2d25d8e1840e4c,B4X2500SPQ-20260730-964c002137a6f2553155,span_extraction_lane_001,78,Ballston,NY,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,Archived Minutes (Resolution 24-45): Memorandum of Understanding with Teamsters Local 294 (hourly compensation rate increase beginning 1/1/2024),https://www.townofballstonny.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01092024-2196,https://townofballstonny.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01092024-2196,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-af0ad61e398e16120e99.txt,c183e6998250e028459dd3096665d315215d3fb6480e0efc4667b53ea4d9e4dd,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,,"any overtime within 24 hours.
",The passage references a non-base compensation component for later review.,,,19615,19645,311,40,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:12Z,bounded_deterministic_rule_match_N005,N005,74ecf839f7b51d18e994fb979fb8f81046e3fda05e3b92a885a4f62786a671c0,B4X2500-RATING-20260730-d6443b0ee6e821fc3f3dac42,rating_lane_004,1467,6ae9724b763301b821efb52c928aa1af7b2e4cba4196a03470b68afc7db9dac4
B4X2500SPAN-20260730-562bad07668b7bc919d9c34d,B4X2500LIVE-20260729-001511,B4X2500TXT-20260730-783c25805b1d5b9c97da,B4X2500SRD-20260730-6e92414c0738db34d37b,B4X2500LIVE-20260729-001511,B4X2500-20260729-01319,B4X2500V-20260730-03913,B4X2500RDY-20260730-a501a7c2aa8dc8d47bb8,B4X2500SRD-20260730-6e92414c0738db34d37b,B4X2500SPQ-20260730-fbb5e57371301ca75e3c,span_extraction_lane_002,675,Old Brookville,NY,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Agreement between the Village of Old Brookville and the Old Brookville Policeman's Benevolent Association, Inc. — amended work schedule/twelve-hour tours (expires Dec. 31, 1997)",https://perb.ny.gov/village-old-brookville-and-old-brookville-police-benevolent-association,https://perb.ny.gov/system/files/documents/2024/03/ia96-005-award-3-24-97.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-783c25805b1d5b9c97da.txt,2ef85c72cd4b64b7244d66f6225cea3ee5d28e99f582cf58019587f9d50f2ae3,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,,"R) Increasp in detective paid overtime
",The passage references a non-base compensation component for later review.,,,8345,8384,245,104,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:32:30Z,bounded_deterministic_rule_match_N005,N005,248472f7edb454a0ae040ba8d786f1f566377a0bb9f97920bebc53f10a01ed94,B4X2500-RATING-20260730-42647e6e141d6173591880aa,rating_lane_004,1468,555e533b30c20d4a10239ac6875d10c3f43f9c988d80e863497151e0335d4c66
B4X2500SPAN-20260730-7159af590f07b9a2e308ab0f,B4X2500LIVE-20260729-003947,B4X2500TXT-20260730-80bf0d7f8002cf78b1de,B4X2500SRD-20260730-d89345aea153dff7fcf7,B4X2500LIVE-20260729-003947,B4X2500-20260729-03792,B4X2500V-20260730-02475,B4X2500RDY-20260730-5b6b5cb14879efb9e752,B4X2500SRD-20260730-d89345aea153dff7fcf7,B4X2500SPQ-20260730-0b19b8393b1c0e46d4cf,span_extraction_lane_001,92,Hamburg,NY,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,Memorandum of Agreement (temporary amendment to 2025 shift bid) — IAFF Local 2478,https://www.townofhamburgny.gov/AgendaCenter/ViewFile/Agenda/_02242025-331,https://townofhamburgny.gov/AgendaCenter/ViewFile/Agenda/_02242025-331,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-80bf0d7f8002cf78b1de.txt,ec839fe89728a7d78ee0aed671fa47d939f403392e5425d61cb16d024ef5b6d9,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,,"PSDs with more than five years of seniority, both of which will create overtime, and potentially forced
",The passage references a non-base compensation component for later review.,,INTENT,20987,21091,534,140,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:13Z,bounded_deterministic_rule_match_N005,N005,b237afab21b3062eba6d0801f887d7fcc2a0464f2065abaee303a8e0af41e540,B4X2500-RATING-20260730-0f9510406142b1e4e794a581,rating_lane_004,1469,56b69d05b7f91103527f0765dd936817c12cb8dfb0d61ffe7ac1fe59a8eaff1a
B4X2500SPAN-20260730-8e88fe600ad2d4803e1f5ab3,B4X2500LIVE-20260729-008927,B4X2500TXT-20260730-6ab051a47c408f8c6878,B4X2500SRD-20260730-77fb5a35d757c5d2d347,B4X2500LIVE-20260729-008927,B4X2500-20260729-08785,B4X2500V-20260730-02477,B4X2500RDY-20260730-9dfd25301694b51efe9d,B4X2500SRD-20260730-77fb5a35d757c5d2d347,B4X2500SPQ-20260730-c0775d8dd123e4073cd5,span_extraction_lane_001,136,Florida,NY,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,"AGENDA, JANUARY 3, 2024 REGULAR MEETING OF THE BOARD OF TRUSTEES (General Meeting Minutes PDF) — “DPW Laborers” entry",https://www.villageoffloridany.org/wdpr/wp-content/uploads/January-2024-General-Meeting-Minutes.pdf,https://villageoffloridany.gov/wdpr/wp-content/uploads/January-2024-General-Meeting-Minutes.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-6ab051a47c408f8c6878.txt,0c10efd5bddb283ca6ec3d7d4152bdef509a1bf9d56e1195c5a2bf044a4d6a6d,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,," Mileage Allowance
",The passage references a non-base compensation component for later review.,,VIII. NEW BUSINESS,7964,7983,179,30,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:14Z,bounded_deterministic_rule_match_N006,N006,4c20e6c5f3453ccc1851076809b36b6103ec6466e426a29dd1e82b0cec9cdc6e,B4X2500-RATING-20260730-c2813d4ffb9c59ac67b0aae2,rating_lane_004,1470,163895d6acc457d908731ee978cabb7c6357954c55bbb4f760124de742520534
B4X2500SPAN-20260730-a1ada83a706118e0db63b768,B4X2500LIVE-20260729-008908,B4X2500TXT-20260730-b26f00787d7732e8f011,B4X2500SRD-20260730-f4273f61966607602e83,B4X2500LIVE-20260729-008908,B4X2500-20260729-08772,B4X2500V-20260730-03915,B4X2500RDY-20260730-cda1f64f5d0b5e77f5df,B4X2500SRD-20260730-f4273f61966607602e83,B4X2500SPQ-20260730-f8b2db76abbfc5407737,span_extraction_lane_002,335,Camillus,NY,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Town Board minutes/resolution document referencing ratification of Camillus Police Benevolent Association agreement covering Jan 1, 2025 through Dec 31, 2027",https://townofcamillus.gov/documents/5209.pdf,https://townofcamillus.gov/documents/5209.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-b26f00787d7732e8f011.txt,99b189878117092f35606a78d8ba935274f04667793ff3ea2c8fc96b0d4e6a4e,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,,"Councilor Cesta moved to approve allowance of three Small Cell Wireless Nodes in the Town
",The passage references a non-base compensation component for later review.,,"JUNE 10, 2025 REGULAR MEETING",108218,108308,2513,593,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:32:20Z,bounded_deterministic_rule_match_N006,N006,2e6857facee3b30fc6818ea975056b15a5b11eb9da3e19687862e2fda6937987,B4X2500-RATING-20260730-6507ec9f57f946e0b9dc3530,rating_lane_004,1471,e364622143e1af5db087011e0d0216c571743a4e3210642d14302b095b455d71
B4X2500SPAN-20260730-afe42a9cbd787ab55e868b8b,B4X2500LIVE-20260729-006425,B4X2500TXT-20260730-311beaeb738c1a20fd62,B4X2500SRD-20260730-2ea921eb6db706fee628,B4X2500LIVE-20260729-006425,B4X2500-20260729-06290,B4X2500V-20260730-05352,B4X2500RDY-20260730-b162ac61c0100274e278,B4X2500SRD-20260730-2ea921eb6db706fee628,B4X2500SPQ-20260730-bacec2d5e996e1eb76a4,span_extraction_lane_002,561,Grand Island,NY,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,Town of Grand Island – Regular Meeting # 6 (Minutes) — Memorandum of Understanding (MOU) with CSEA (stipend for expansion of duties),https://www.grandislandny.gov/AgendaCenter/ViewFile/Minutes/_04212025-661,https://grandislandny.gov/AgendaCenter/ViewFile/Minutes/_04212025-661,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-311beaeb738c1a20fd62.txt,d1e691088bb260aa9872bb2c6771f1409ded5de00dbcc6242c154d1982875e98,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,,"throughout many town departments and subject to a stipend in the amount of the
",The passage references a non-base compensation component for later review.,,,5829,5908,134,19,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:32:27Z,bounded_deterministic_rule_match_N006,N006,7da712fc9670ac62f81a841cbc3a1f4e67e09bc788f8ef49696e5e1b10443c1e,B4X2500-RATING-20260730-f1514d5ee9a4b20018d3d2d3,rating_lane_004,1472,59309d6d9078bcaf04075a5a7938ea7b3dee05c6b63e7018e07ee36920f580eb
B4X2500SPAN-20260730-c729ed414a94bc222bec8d44,B4X2500LIVE-20260729-003932,B4X2500TXT-20260730-7dcd5ca4591f704d5f96,B4X2500SRD-20260730-59e37b7ccd94f43892aa,B4X2500LIVE-20260729-003932,B4X2500-20260729-03783,B4X2500V-20260730-02464,B4X2500RDY-20260730-540e5a3d4d5a3b1fbab7,B4X2500SRD-20260730-59e37b7ccd94f43892aa,B4X2500SPQ-20260730-390340bd3344a82a668d,span_extraction_lane_003,199,East Greenbush,NY,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,pdf,Town Board Special Meeting Minutes (executed Memorandum of Agreement—police residency policy modification) — 2016-10-24,https://cms2.revize.com/revize/eastgreenbushny/Documents/Agendas%20%26%20Minutes/Town%20Board/2016/Minutes/2016-10-24_-_Town_Board_Special_Meeting_Mins.pdf,https://cms2.revize.com/revize/eastgreenbushny/Documents/Agendas%20%26%20Minutes/Town%20Board/2016/Minutes/2016-10-24_-_Town_Board_Special_Meeting_Mins.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-7dcd5ca4591f704d5f96.txt,4f9b8d09a84dff228fce1c7d795fe72990c23eb35576d33b7cba82590c0e40af,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,,"overtime.
",The passage references a non-base compensation component for later review.,,,7880,7890,160,32,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:40:19Z,bounded_deterministic_rule_match_N005,N005,5edaf039434da5c16e78027033cff11283d44f1b14e9afcb45f56fec9b29dcd2,B4X2500-RATING-20260730-56dbddd4a14700009805feba,rating_lane_004,1473,680c7e9c2118d59711dacca70365f70709965497ec98bc64fa4fb80bd614e83c
B4X2500SPAN-20260730-e4842e7e0541e55d0b54f2b4,B4X2500LIVE-20260729-008992,B4X2500TXT-20260730-f9495256087106ed348b,B4X2500SRD-20260730-d0ce18f40b027d7e844c,B4X2500LIVE-20260729-008992,B4X2500-20260729-08827,B4X2500V-20260730-01036,B4X2500RDY-20260730-da31d1781fa98273aaca,B4X2500SRD-20260730-d0ce18f40b027d7e844c,B4X2500SPQ-20260730-838e06cffeff78d23aef,span_extraction_lane_001,334,Quogue,NY,Northeast,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,"Minutes for the Regular Meeting held by the Board of Trustees on Friday, April 21, 2023 (approval of MOA with CSEA Local 1000 AFSCME for Village of Quogue unit)",https://villageofquogueny.gov/wp-content/uploads/2023/05/2023-4-21-minutes-1.pdf,https://villageofquogueny.gov/wp-content/uploads/2023/05/2023-4-21-minutes-1.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-f9495256087106ed348b.txt,484bcdebecb3e5fb6304d12b7edc2f7fed892cb28b2249d4a18a4aece7cb636b,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,,"From A5110150 Highway Overtime to A5110425 Highway/Gasoline $3,000
",The passage references a non-base compensation component for later review.,,,6453,6520,107,27,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:21Z,bounded_deterministic_rule_match_N005,N005,8c6c306c480f41ef11b47e1a7723b471afb6e9f2caddd7081b1685b66920c6f5,B4X2500-RATING-20260730-ae41a88d131de137af02eec3,rating_lane_004,1474,eae836ba9cf1bb4feb09e949997b190b300ceb04284c279be1b636827eb0c42d
