absolute_difference,aggressive_tier,caveat,claim_links,corroboration_status,direction,duplicate_representations,formula,magnitude,municipality,non_safety_value,pay_basis,percentage_difference,period,ratio,raw_values,relaxation_rule,result_id,safety_value,semantic_outcome,source_basis,source_coordinates,source_count,source_ids,source_record_id,state,strict_eligibility,unit_type
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""3,500.00""]",BASIS-X,AGGRES-5efe13c897556041b131dd5a,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""38239"", ""character_start"": ""38231"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""183"", ""table_id"": """"}",1,EXTSOURCE-25da71308997cca2d53dfb11,EXTRECON-180b5d0eeefd530934c0d7c4,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$55,000""]",BASIS-X,AGGRES-c98ae4e38d06210fb3ac147b,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""134194"", ""character_start"": ""134187"", ""column"": """", ""page"": ""64"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-829462b094e954037d6a42ec,EXTRECON-b1685260de250804b35050dd,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$                    84,546""]",BASIS-X,AGGRES-00b47d3edb21762236afd3f3,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""344091"", ""character_start"": ""344064"", ""column"": """", ""page"": ""178"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-288695a0634913a33697b0d0,EXTRECON-ece7f6412d38217fea819757,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$6,793""]",BASIS-X,AGGRES-7396d0b0cf0b3a7b2dbbcf98,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""56124"", ""character_start"": ""56118"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""388"", ""table_id"": """"}",1,EXTSOURCE-50369878ada7b2faffa2ea40,EXTRECON-e685f2a3f537d638d3504070,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$98,978.93""]",BASIS-X,AGGRES-1b54bc00413faae7a9c3d544,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""150246"", ""character_start"": ""150236"", ""column"": """", ""page"": ""65"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-521d5929f8cdf8f350dc9e44,EXTRECON-5b78da2326f3434d57100b6a,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""26""]",BASIS-X,AGGRES-e3ce85ad32206fd3cbd5bec3,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""150563"", ""character_start"": ""150561"", ""column"": """", ""page"": ""65"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-521d5929f8cdf8f350dc9e44,EXTRECON-7a162cf22ddf423480c76ab4,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$3,825""]",BASIS-X,AGGRES-ce085cd50e3631fa0b2c3e8f,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""287616"", ""character_start"": ""287610"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""1505"", ""table_id"": """"}",1,EXTSOURCE-9d68b6297be3091d2927cf03,EXTRECON-a9397d1121d241a14bc8e2bf,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""$200""]",BASIS-X,AGGRES-4f4c55a56428457db06a8379,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""129944"", ""character_start"": ""129940"", ""column"": """", ""page"": ""63"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-c0a7f04f9c33523ba71b576e,EXTRECON-8eac20d5eb5bf8427aae6dd1,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""33.1%""]",BASIS-X,AGGRES-a7ec53cf9e5a04da2c9d2a86,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""1327"", ""character_start"": ""1322"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""16"", ""table_id"": """"}",1,EXTSOURCE-c1d4abf626fd4fa2aa095708,EXTRECON-8ac64192834016628582bb58,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$110.30""]",BASIS-X,AGGRES-fb5dd7c28396830e072c9e50,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""320094"", ""character_start"": ""320087"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""1679"", ""table_id"": """"}",1,EXTSOURCE-2e959c9cab2852edce3ec19b,EXTRECON-fd1ec7afebbc2457f6f9e243,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,MECH-03,not_corroborated,not_calculated,,,,,,,,,,"[""3.5""]",BASIS-X,AGGRES-76554f71062aa0ab2ff501e3,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""15122"", ""character_start"": ""15119"", ""column"": """", ""page"": """", ""row"": """", ""section"": ""62"", ""table_id"": """"}",1,EXTSOURCE-ef8f9a834220fb6bb25e6082,EXTRECON-da49560b319d8b632bdde347,,no_compatible_match,local_comparison
,tier_4_context_only,not promoted: no compatible opposite-side role/value group after source-local review,,not_corroborated,not_calculated,,,,,,,,,,"[""$ 94,180""]",BASIS-X,AGGRES-24d5a732ed29f540542ecc4c,,downgrade_to_tier_4,canonical external candidate retained without compatible comparison,"{""character_end"": ""131301"", ""character_start"": ""131293"", ""column"": """", ""page"": ""37"", ""row"": """", ""section"": """", ""table_id"": """"}",1,EXTSOURCE-5b68ce2dfe4d8307ab0a77a0,EXTRECON-26d96d215a5619ff9086d29b,,no_compatible_match,local_comparison
