span_extraction_id,source_candidate_id,rating_lane_id,failure_stage,attempt_count,last_status,error_type,error_code,quarantine_reason,raw_prompt_saved,raw_response_saved,global_analysis_readiness
CBSPAN-20260728-c4b9441774379c48982bfa2e,B4XPAR-20260727-002102,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-242c7672207af24727773075,B4XPAR-20260727-005657,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-4abc20a18363f2fd072070b2,TS4L-acbdcd28006b442e48cd,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-ad5d36fa8a41d7231cc16248,TS4L-811e35a9b90e4bdb0bf9,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-e01dc145756b920810711c8d,B4XPAR-20260727-005668,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-febed631489ff161c15157aa,B4XPAR-20260727-005668,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-f15e12f4489eb8ef45858c24,BSSC-20260727-00899,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-94f469eebcf970e2fb4d97c4,B4XPAR-20260727-005670,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-e3deee3069ff48119e3836a9,B4XPAR-20260727-004739,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8595a56543c2d54df19b29a9,B4XPAR-20260727-006498,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-3b9bcfa6330b6f02febfde4d,B4XPAR-20260727-001574,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-ce85e4bc4358986e6fc782b2,B4XPAR-20260727-001575,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-c6a9e9d0f32be0b200e48a44,B4XPAR-20260727-003386,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-a159cd1bd528684fc56bb949,B4XPAR-20260727-004365,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-6917fc63147bc560bd587558,B4XPAR-20260727-000833,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-b0c80428b08a73dc5f537263,B4XPAR-20260727-006509,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-805edf9fc153cca11e1e2306,B4XPAR-20260727-004772,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-926639a6353ce910f889e8a1,B4XPAR-20260727-006514,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-d45c3c88dd41076339483127,B4XPAR-20260727-003954,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-9c473498db0e899af8d4e04e,B4XPAR-20260727-005680,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-5b11aeeda16a0c7c18d336db,B4XPAR-20260727-001261,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8bfca166ccd0afb4717f6a9a,BSSC-20260727-01100,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-777c4c63f90c23f1c3afd52b,BSSC-20260727-01100,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-3b8868bad9b1a0de6c398bff,B4XPAR-20260727-005172,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-4cd6e8f22f805d57ae391ba1,B4XPAR-20260727-003430,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-15b088b367bde21ca5cb816a,B4XPAR-20260727-003430,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-9d6523cfabc802c28065c7b0,B4XPAR-20260727-001312,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-24f712a170babc87fd6d1eaa,B4XPAR-20260727-006597,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-5933b4af67d53d238f624988,BSSC-20260727-01137,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-1c2eb9e2a5e1dcefea5aa9f1,B4XPAR-20260727-001335,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-6ebf3ec6817f973512b3bbfe,B4XPAR-20260727-001334,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8e02453f067a5464c3201b3b,B4XPAR-20260727-002610,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-03666cf51866bdc0230b7fcf,BSSC-20260727-01180,rating_lane_002,live,2,success,,lineage_id_changed,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-17143271c7438a545d7f5a4b,B4XPAR-20260727-006949,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-eb17d7f76da86630ce54857c,B4XPAR-20260727-005205,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-14a80480a8f2d538231b033a,TS4L-2e55c8c47659465af3c5,rating_lane_002,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-c07382ea2bdfd07aa2840260,TS4L-923d2ee08a1529580dcd,rating_lane_002,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-3a1bddfed246facc9a4bdb0c,B4XPAR-20260727-001651,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-efdfd30be00f7803a0ebaf7d,B4XPAR-20260727-005226,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-fbf341ac00e4b9a57e9206f8,B4XPAR-20260727-005226,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-bca5c68929946fc173b963fc,B4XPAR-20260727-006976,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-01b78d3bae3ec5a377af95a0,B4XPAR-20260727-006977,rating_lane_002,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
