auto_adjudication_id,adjudication_case_id,calibration_id,source_review_id,pdf_readiness_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,pdf_page_count,content_artifact_path,candidate_pages_evaluated,nearby_pages_evaluated,navigation_pages_evaluated,local_text_signal_summary,local_layout_signal_summary,rendered_page_available,rendered_page_count_used,table_structure_feature_score,wage_language_feature_score,pay_numeric_feature_score,navigation_feature_score,non_wage_false_positive_feature_score,compact_compensation_sheet_feature_score,gate_mode,gate2_diagnostic_reason_codes,gate2_candidate_discovery_summary,gate2_printed_page_offsets,gabriel_request_id,gabriel_backend,gabriel_model,gabriel_status,gabriel_schema_valid,gabriel_wage_schedule_present,gabriel_candidate_page_relationship,gabriel_visual_table_type,gabriel_non_wage_family,gabriel_navigation_needed,gabriel_navigation_target_found,gabriel_extraction_complexity,gabriel_extraction_recommendation,gabriel_confidence,gabriel_reason_codes,gabriel_short_rationale,gabriel_input_page_count,gabriel_input_text_chars,gabriel_elapsed_seconds,auto_gate_label,auto_gate_confidence,auto_gate_reason_codes,auto_gate_rationale,auto_gate_passes_500_doc_criteria_candidate
auto_adj_7797f23df46b105017c5,adj_bcbc455a409776864d48,cal_5c6cd6ae0674c01ae035b5a2,sr_2a3285bcb1a040b65a2946a0,pr_4e98a98fc715f44f0b424b4d,NSCQ-ID-20260720-0004,ID,Meridian,CITY OF MERIDIAN,non_safety,ordinance_or_policy,43,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0487_sr_2a3285bcb1a040b65a2946a0.pdf,"1,20,42",2,"3,4","{""benefit_terms"":2,""budget_terms"":3,""index_pages"":0,""numeric_tokens"":26,""role_terms"":20,""wage_terms"":46}","{""column_lines"":1,""geometry_columns"":7,""geometry_rows"":2,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":2}",true,5,0.314400,1.000000,1.000000,0.000000,0.600000,0.200000,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|candidate_is_prose_only|non_wage_numeric_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":0,""candidate_pages"":3,""compact_role_pay_lines"":0,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":0,""unresolved_navigation_targets"":0}",,resp_0ec783308682ecdd006a650b2990248193ab135faf0d0580ee,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,other,unknown,unknown,not_extractable,exclude_for_now,high,NO_STRUCTURED_PAY_TABLE|ONLY_COMPENSATION_PROSE|NO_ROLE_CLASSIFICATION_PAY_BANDS,"Packet contains policy/procedural prose about pay practices, overtime, and compensation program, with no visible wage schedule table (no role/classification-to-pay bands or rates).",6,5440,84.435618,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_6bdd1c038e37531e2978,adj_1f106e32b84c94b3469d,cal_5cbb457423d786b7a3866f7f,sr_d61a1be137037d16283da24c,pr_c476e1a78f80203182460646,NSCQ-NM-20260720-0014,NM,Roswell,CITY OF ROSWELL,police,cba,31,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0027_sr_d61a1be137037d16283da24c.pdf,"8,14,16",7,"1,2","{""benefit_terms"":13,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":151,""role_terms"":62,""wage_terms"":9}","{""column_lines"":52,""geometry_columns"":12,""geometry_rows"":0,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":5}",true,5,0.800000,1.000000,1.000000,0.000000,1.000000,0.683333,auto_gabriel_gate2_navigation_table_refine,benefits_table|true_wage_table_evidence,"{""aligned_numeric_columns"":7,""candidate_pages"":3,""compact_role_pay_lines"":2,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":13,""unresolved_navigation_targets"":0}",,resp_086cbf2ddc8cc5d7006a650b2c9eb481948c87cb809291c553,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,memorandum_without_table,no,not_applicable,not_extractable,exclude_for_now,high,NO_PAY_BANDED_LINES|NO_ROLE_CLASSIFICATION_PAY_TABLE|PROSE_LEAVE_AND_WORK_RULES_ONLY|NO_MONEY_VALUES_OR_SALARY_RATES,"Packet pages contain contract prose on leave/meal/investigation rules and navigation/contents, with no structured role/classification-to-pay bands or salary/rate tables.",6,3605,86.378059,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_93f410d7727406f86a73,adj_f7f7972fce0c890bd370,cal_5d23586e36bbf45e21e5e2ee,sr_c6a6b74f39aabb4edc4c2a43,pr_d36dff0ce658b19e4d17765d,NSCQ-MI-20260720-0048,MI,Novi,CITY OF NOVI,police,cba,76,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0048_sr_c6a6b74f39aabb4edc4c2a43.pdf,1,2,"3,4,75,76","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":43,""role_terms"":0,""wage_terms"":2}","{""column_lines"":1,""geometry_columns"":13,""geometry_rows"":9,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":8}",true,6,0.420000,0.240000,1.000000,0.000000,0.180000,0.250000,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|insufficient_role_pay_columns,"{""aligned_numeric_columns"":4,""candidate_pages"":1,""compact_role_pay_lines"":1,""navigation_pages"":4,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":0,""unresolved_navigation_targets"":0}",,resp_08c7466af256180c006a650b2e9894819492b5975c58bf8724,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,front_matter,no,not_applicable,not_extractable,exclude_for_now,high,NO_STRUCTURED_PAY_TABLE_EVIDENCE|PROSE_ONLY_CBA_SUMMARY|NO_ROLE_CLASSIFICATION_TO_PAY_LINES|NO_NUMERIC_PAY_BANDS_OR_RATES,Packet contains labor agreement council memo/background prose and non-table contract text; no structured role/classification-to-pay schedule or pay bands/rates table target.,6,2617,88.966052,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_77adb8cf9fbcf80f3c0b,adj_2dd6bdd47d9ec226f161,cal_5d3205e6297dfd63bbbe2dc9,sr_d560b97c3cb03145d803d389,pr_4148b1fee6584055675c209f,NSCQ-WA-20260720-0214,WA,Burlington,CITY OF BURLINGTON,fire,wage_schedule_or_compensation_plan,52,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0478_sr_d560b97c3cb03145d803d389.pdf,52,51,"1,2,3,4","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":111,""role_terms"":7,""wage_terms"":27}","{""column_lines"":25,""geometry_columns"":5,""geometry_rows"":1,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":28}",true,6,0.955000,1.000000,1.000000,0.000000,0.000000,1.000000,auto_gabriel_gate2_navigation_table_refine,compact_compensation_candidate|true_wage_table_evidence,"{""aligned_numeric_columns"":8,""candidate_pages"":1,""compact_role_pay_lines"":17,""navigation_pages"":4,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":7,""unresolved_navigation_targets"":0}",,resp_07bc20fa6c24fbb1006a650b3125588197a940b88a74cc7842,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,step_grade,not_applicable,no,not_applicable,moderate,extraction_ready,high,TABLE_WITH_STEPS_AND_ROLES|HOURLY_AND_ANNUAL_COLUMNS_PRESENT|CLEAR_PERIOD_MONTHLY_ANNUAL_MAPPING,Packet contains a structured step-based wage schedule for multiple fire/EMS ranks/roles with hourly/period/monthly/annual figures and step/grade progressions.,6,1388,91.406703,extraction_ready_high_confidence,high,GABRIEL_LOCAL_AGREE|ROW_COLUMN_EVIDENCE|PAGE_RELATIONSHIP_RESOLVED|GATE2_DIRECT_STRUCTURE_CONFIRMED,Schema-valid GABRIEL and strong local rendered/text geometry agree on a bounded wage-schedule page with resolved page identity.,true
auto_adj_fceb6a0378df2e7ecbcc,adj_2892af9efa8d48f30b66,cal_6a61805f02ce043d6073a567,sr_67ccc174fd4302aa47b65768,pr_f13691c99a2bdb70396bff0a,NSCQ-MD-20260720-0041,MD,Cambridge,CITY OF CAMBRIDGE,non_safety,wage_schedule_or_compensation_plan,162,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf,"19,82,162",18,"1,2","{""benefit_terms"":4,""budget_terms"":9,""index_pages"":0,""numeric_tokens"":155,""role_terms"":1,""wage_terms"":5}","{""column_lines"":57,""geometry_columns"":27,""geometry_rows"":66,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":56}",true,5,0.660000,0.640000,1.000000,0.000000,1.000000,0.483333,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|candidate_is_prose_only|possible_printed_page_offset|non_wage_numeric_table|benefits_table|budget_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":12,""candidate_pages"":3,""compact_role_pay_lines"":4,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":0,""unresolved_navigation_targets"":0}","7,10,11",resp_06202bfd13b81f42006a650b339838819684d82ccbf67d7c0a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,exact_table_page,classification_without_pay,classification_without_pay,no,yes,not_extractable,exclude_for_now,medium,INSUFFICIENT_PAY_COLUMNS|NO_MONEY_TOKENS|STAFFING_AUTHORIZED_NOT_WAGE_RATES,"Packet’s main table lists positions/grades with “authorized” figures but lacks wage/rate/salary evidence (no clear money tokens); appears classification/staffing without pay, not a wage schedule.",6,3203,94.682162,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_c50eee0e795e8f54dc23,adj_07143250899a46910945,cal_70ad13fa6c42e3580eff39b6,sr_9a67476f19d7dc221003edee,pr_2433c2cf9ceb1657021918e3,NSCQ-ME-20260720-0027,ME,Waterville,CITY OF WATERVILLE,police,cba,45,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0068_sr_9a67476f19d7dc221003edee.pdf,"11,23,44",10,"1,2","{""benefit_terms"":33,""budget_terms"":0,""index_pages"":1,""numeric_tokens"":164,""role_terms"":34,""wage_terms"":16}","{""column_lines"":3,""geometry_columns"":40,""geometry_rows"":77,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":58}",true,5,0.595000,1.000000,1.000000,0.200000,1.000000,0.791667,auto_gabriel_gate2_navigation_table_refine,possible_printed_page_offset|compact_compensation_candidate|benefits_table|true_wage_table_evidence,"{""aligned_numeric_columns"":11,""candidate_pages"":3,""compact_role_pay_lines"":6,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":7,""unresolved_navigation_targets"":0}",6,resp_056baaecbad97406006a650b36da5481938124235ce9a2d5dc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,classification_pay_table,not_applicable,no,yes,moderate,extraction_ready_with_schema_update,medium,HAS_WAGES_APPENDIX_TABLE_EVIDENCE|ROLE_CLASSIFICATION_LABELS_PRESENT|TABLE_LIKE_NUMERIC_ROWS_PRESENT,"Packet includes an explicit “APPENDIX D - WAGES” section with wage-start entries for PATROL and DETECTIVES over date ranges, indicating a structured role-to-pay schedule.",6,5738,97.734022,extraction_ready_with_schema_update,medium,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE|GATE2_DIRECT_STRUCTURE_SUPPORTED,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_2a665a4d2da910d8f6da,adj_4a5a2481d189008324b4,cal_7193aa32c234257db832b86b,sr_79cd3c70d61e169b5d483f5a,pr_1be205fac910e3dcbe374848,NSCQ-NV-20260720-0013,NV,Sparks,CITY OF SPARKS,police,cba,48,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0060_sr_79cd3c70d61e169b5d483f5a.pdf,"11,25,27",10,1,"{""benefit_terms"":71,""budget_terms"":2,""index_pages"":1,""numeric_tokens"":120,""role_terms"":85,""wage_terms"":124}","{""column_lines"":73,""geometry_columns"":15,""geometry_rows"":54,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":27}",true,5,1.000000,1.000000,1.000000,0.200000,1.000000,0.866667,auto_gabriel_gate2_navigation_table_refine,compact_compensation_candidate|benefits_table|true_wage_table_evidence,"{""aligned_numeric_columns"":12,""candidate_pages"":3,""compact_role_pay_lines"":7,""navigation_pages"":1,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":31,""unresolved_navigation_targets"":0}",,resp_0de70955b5b65078006a650b39ea688193ae1018f033bafdc9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,not_applicable,unknown,no,not_extractable,exclude_for_now,medium,NO_PAY_TABLE_EVIDENCE|PROSE_ONLY_PAY_LANGUAGE|NO_STRUCTURED_ROLE_GRADE_STEP_TABLE,"Packet contains pay/procedure prose (COLA/base pay increase, pay steps) but no visible structured pay-rate/salary table (e.g., Appendix A) mapping steps/classifications to amounts.",5,6000,100.263272,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_1de846f7f8944acf98ca,adj_e6b10df87a4384c5b725,cal_757f44a538f5d916eb1c143b,sr_d318dfe76382102bb1f2300e,pr_0f918a3436e220d98e8eef87,NSCQ-NV-20260720-0024,NV,Mesquite,CITY OF MESQUITE,police,cba,67,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0017_sr_d318dfe76382102bb1f2300e.pdf,"2,23,34",1,"4,21","{""benefit_terms"":31,""budget_terms"":0,""index_pages"":1,""numeric_tokens"":240,""role_terms"":12,""wage_terms"":61}","{""column_lines"":14,""geometry_columns"":6,""geometry_rows"":0,""navigation_targets_evaluated"":1,""rendered_pages"":5,""row_like_lines"":19}",true,5,0.915000,1.000000,1.000000,1.000000,1.000000,1.000000,auto_gabriel_gate2_navigation_table_refine,candidate_is_index_or_contents|compact_compensation_candidate|benefits_table|true_wage_table_evidence,"{""aligned_numeric_columns"":6,""candidate_pages"":3,""compact_role_pay_lines"":5,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":1,""role_pay_rows"":8,""unresolved_navigation_targets"":0}",,resp_076d651c6baf311c006a650b3c795c819090fd341d87ed033c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,step_grade,not_applicable,no,not_applicable,moderate,extraction_ready,medium,STRUCTURED_ROLE_STEP_COMP_SCHEDULE|COMPENSATION_SCHEDULE_HEADING|TABLE_LIKE_LAYOUT_WITH_STEPS,"Packet includes a compensation schedule with role names (e.g., Corrections Officer/Sergeant, Patrol Officer, Police Sergeant) and step progression with pay-rate entries.",6,6000,102.785251,extraction_ready_with_schema_update,medium,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE|GATE2_DIRECT_STRUCTURE_SUPPORTED,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_d1336034deea7d804155,adj_b616cd8d7d986e0d128f,cal_7845f67d41be5d195219e6b6,sr_0f570b70da1f58b65d1a404a,pr_5f88244831bcf836d76c06ec,NSCQ-OH-20260720-0208,OH,Solon,CITY OF SOLON,police,cba,38,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0119_sr_0f570b70da1f58b65d1a404a.pdf,"2,13,20",1,"4,5","{""benefit_terms"":20,""budget_terms"":1,""index_pages"":1,""numeric_tokens"":147,""role_terms"":39,""wage_terms"":21}","{""column_lines"":104,""geometry_columns"":63,""geometry_rows"":134,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":14}",true,5,0.915000,1.000000,1.000000,0.200000,1.000000,0.733333,auto_gabriel_gate2_navigation_table_refine,candidate_is_index_or_contents|benefits_table|true_wage_table_evidence,"{""aligned_numeric_columns"":14,""candidate_pages"":3,""compact_role_pay_lines"":1,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":17,""unresolved_navigation_targets"":0}",,resp_04a56b61e83f64fb006a650b3ef5e48197a7fe7d3778c4c06f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,other,no,no,moderate,exclude_for_now,medium,NO_STRUCTURED_PAY_TABLE|PAY_IS_PROSE_MULTIPLIERS_ONLY|NO_ROLE_CLASSIFICATION_PAY_BANDS_EVIDED|NO_DEDUCED_TABLE_TARGET,"Packet contains only table-of-contents and wage-related prose (e.g., overtime/holiday multipliers, vacation entitlement), without a structured role/classification pay schedule or pay-rate/salary table.",6,6000,106.175605,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_dbce3053ca0d93bbda19,adj_d84ff3b261602413fc25,cal_7db0e44dde1faec77d813e1b,sr_5f0368a2840df9c86be0eb1f,pr_dc288b2f7069a9624aba2e17,NSCQ-MA-20260720-0044,MA,New Bedford,CITY OF NEW BEDFORD,fire,memorandum_or_settlement,8,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,4,"3,5","1,2","{""benefit_terms"":37,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":92,""role_terms"":17,""wage_terms"":17}","{""column_lines"":1,""geometry_columns"":52,""geometry_rows"":149,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":15}",true,5,0.710000,1.000000,1.000000,0.000000,1.000000,0.323750,auto_gabriel_gate2_navigation_table_refine,non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":9,""candidate_pages"":1,""compact_role_pay_lines"":11,""navigation_pages"":2,""nearby_pages"":2,""resolved_navigation_targets"":0,""role_pay_rows"":7,""unresolved_navigation_targets"":0}",,resp_03402b70ded883d9006a650b425c108195b75dabea76a9b1b7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,non_wage_appendix,no,no,not_extractable,exclude_for_now,high,NO_STRUCTURED_PAY_TABLE|WAGE_PROSE_ONLY|NO_ROLE_TO_PAY_BANDS|NO_PAY_RATES_SALARY_LINES_VISIBLE,"Packet contains collective-bargaining amendment prose (wages effective dates, stipends) but no structured pay table with role/classification-to-pay bands or repeated pay lines.",5,6000,109.158808,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_9dc52d9d45a68ce7b05a,adj_7214e2f70428f4cae649,cal_81d9a782eed3ef59e8cf53c8,sr_acb5ecbffecbf0b6b5bb75dd,pr_050dce9e3c13f33b1286c93d,NSCQ-AK-20260720-0014,AK,Sitka,CITY AND BOROUGH OF SITKA,police,cba,38,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf,"2,17,37",1,"4,5","{""benefit_terms"":19,""budget_terms"":3,""index_pages"":1,""numeric_tokens"":156,""role_terms"":19,""wage_terms"":12}","{""column_lines"":37,""geometry_columns"":13,""geometry_rows"":10,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":14}",true,5,0.707500,1.000000,1.000000,0.200000,1.000000,0.700000,auto_gabriel_gate2_navigation_table_refine,candidate_is_index_or_contents|compact_compensation_candidate|non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":10,""candidate_pages"":3,""compact_role_pay_lines"":3,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":3,""unresolved_navigation_targets"":0}",,resp_06bdbcb474947006006a650b455c748195abd0ed5a2108c908,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,no_table,other,no,not_applicable,not_extractable,exclude_for_now,medium,NO_TABLE_WAGE_SCHEDULE|PROSE_OR_NON_WAGE_NUMERIC_ONLY|INDEX_OR_CONTENTS_ONLY|INSUFFICIENT_ROLE_PAY_COLUMNS,"Packet shows index/contents, benefit and leave accrual prose/tables, and union/admin text; no structured role/classification-to-pay schedule or pay bands/rates table is present.",6,6000,112.186395,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_68edecb45c7a7ce9f87e,adj_ce04ac35d44f63cd165d,cal_832e6ddab7670a3ef19d679e,sr_5d59ea80e3cb7e6a7692ac7f,pr_b2382e31ade75663568b04cd,NSCQ-MN-20260720-0130,MN,Hopkins,CITY OF HOPKINS,non_safety,cba,20,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf,"5,11,20",4,"1,2","{""benefit_terms"":7,""budget_terms"":0,""index_pages"":1,""numeric_tokens"":209,""role_terms"":14,""wage_terms"":31}","{""column_lines"":92,""geometry_columns"":18,""geometry_rows"":8,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":47}",true,5,1.000000,1.000000,1.000000,0.200000,1.000000,0.733333,auto_gabriel_gate2_navigation_table_refine,true_wage_table_evidence,"{""aligned_numeric_columns"":17,""candidate_pages"":3,""compact_role_pay_lines"":4,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":5,""unresolved_navigation_targets"":0}",,resp_0af56fd73984ae98006a650b486cd08194bd6b51369579d52b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,hourly_schedule,not_applicable,no,not_applicable,moderate,extraction_ready,medium,HOURLY_WAGE_RANGES_WITH_ROLE_LABELS|ROLE_TO_PAY_RANGE_EVIDENCE_PRESENT|NO_ONLY_PROSE_NO_BANDS_GIVEN,"Packet includes an hourly wage-range table snippet (e.g., casual employee roles like “Building Attendants” with “per hour” range). Not a prose-only section.",6,6000,115.436095,extraction_ready_with_schema_update,medium,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE|GATE2_DIRECT_STRUCTURE_SUPPORTED,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_a06f2534c58c9d575043,adj_a8acf879998506d5e546,cal_8341f144d0dbe9b4f6f2dcda,sr_767d500d00d33a4b8112ae8b,pr_f6b4c25b6756389c56ccef2f,NSCQ-NJ-20260720-0047,NJ,Harrison,TOWN OF HARRISON,fire,ordinance_or_policy,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0478_sr_767d500d00d33a4b8112ae8b.pdf,1,2,"3,4,5","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":130,""role_terms"":3,""wage_terms"":6}","{""column_lines"":20,""geometry_columns"":5,""geometry_rows"":9,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":29}",true,5,0.915000,0.840000,1.000000,0.000000,0.000000,1.000000,auto_gabriel_gate2_navigation_table_refine,compact_compensation_candidate|true_wage_table_evidence,"{""aligned_numeric_columns"":14,""candidate_pages"":1,""compact_role_pay_lines"":5,""navigation_pages"":3,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":3,""unresolved_navigation_targets"":0}",,resp_071497ffd519577d006a650b4b9b688195b6ad2b6a47594c06,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,step_grade,not_applicable,no,not_applicable,moderate,extraction_ready,high,WAGE_TABLE_STEPS_AND_AMOUNTS|ROLE_BASED_SCHEDULE|ORDINANCE_SALARY_SCHEDULE_STRUCTURE,Page 1 contains a structured fire department salary schedule with roles and step/year tiers alongside aligned pay amounts (salary increases effective date). No candidate wage table needed elsewhere.,5,2165,118.124940,extraction_ready_high_confidence,high,GABRIEL_LOCAL_AGREE|ROW_COLUMN_EVIDENCE|PAGE_RELATIONSHIP_RESOLVED|GATE2_DIRECT_STRUCTURE_CONFIRMED,Schema-valid GABRIEL and strong local rendered/text geometry agree on a bounded wage-schedule page with resolved page identity.,true
auto_adj_15b5d3f983fc3b407255,adj_cc5f2780f157339aabd6,cal_87047e8ea3c1d1bc56da2b90,sr_70f70cdfc1b3a3d0bdbc9cf2,pr_04f52406bbfc1cf100abe1a1,NSCQ-MT-20260720-0051,MT,Dillon,CITY OF DILLON,non_safety,cba,15,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0048_sr_70f70cdfc1b3a3d0bdbc9cf2.pdf,"2,4,15",1,"10,11","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":170,""role_terms"":0,""wage_terms"":39}","{""column_lines"":22,""geometry_columns"":10,""geometry_rows"":9,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":2}",true,5,0.580000,1.000000,1.000000,0.000000,0.000000,0.483333,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|insufficient_role_pay_columns,"{""aligned_numeric_columns"":9,""candidate_pages"":3,""compact_role_pay_lines"":1,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":0,""unresolved_navigation_targets"":0}",,resp_0ed3df463b3e0dcc006a650b4e4fa48195bc9b0048154d8db0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,step_grade,not_applicable,no,not_applicable,hard,second_review_required,medium,STRUCTURED_GRADE_STEP_GRID|TABLE_LIKE_LAYOUT_WITH_MONEY_COLUMNS|ADENDUM_EFFECTIVE_DATE_AND_STEP_INCREASE,"Packet contains an Addendum A Grade/Step grid with grade and multiple step columns and monetary entries, indicating a structured wage schedule rather than prose-only.",6,1500,120.784684,second_review_required,medium,EVIDENCE_NOT_STRONG_ENOUGH,"The bounded GABRIEL/local evidence is ambiguous, weak, conflicting, or navigation-dependent and cannot support an extraction-ready label.",false
