span_extraction_id,rating_queue_id,rating_lane_id,rating_input_sha256,rating_input_char_count,span_status,dry_preparation_status,model_api_calls
CBSPAN-20260728-9f809be1c76ae0a2d8183956,CBRATQ-20260728-95f66a98e528ece7ae18cfc2,rating_lane_001,245632b5f371c2f7748902eda611c150f4f96d0c2f93424fe96cd3ddba2f7573,1358,span_extracted,prepared_no_call,0
CBSPAN-20260728-01e059eba51a665c896594ff,CBRATQ-20260728-ea20a1de41eb304ef693d41e,rating_lane_001,2e3a519abcb715e1c31d242f2c9efe6feaca8e2a7698bee5aba6134758858690,1331,span_extracted,prepared_no_call,0
CBSPAN-20260728-fac72a9ec1d680dacbcdaa5d,CBRATQ-20260728-6d6ab09b00a18f6df9bcc23e,rating_lane_001,5fd01871f6ab1b13fd78411e4c12cd216fd3615c304eaa457f948c66b5d2d7fb,1314,span_extracted,prepared_no_call,0
CBSPAN-20260728-95b373c4a92ba882ed9be82e,CBRATQ-20260728-5849f01e5943499909ac07de,rating_lane_001,b6c1d022695adcaa0f4b4ac8917088bef2df80b2548c1c76f0e21c88d9cf7141,1335,span_extracted,prepared_no_call,0
CBSPAN-20260728-a16fcd79395210e0d1156369,CBRATQ-20260728-09576ff0675973d207cdfe8a,rating_lane_001,5cb7d92bdf9ec57c4e42433eae54b717687e154e7b3d1665cc6b1bdedb187b16,1321,span_extracted,prepared_no_call,0
CBSPAN-20260728-062895d988373444cd642a42,CBRATQ-20260728-773d5954c9f363510f61d87a,rating_lane_001,dcee224fc7946fa01cad531f23361758dd4e3388a5c22568838ae38f8f267941,1328,span_extracted,prepared_no_call,0
CBSPAN-20260728-6e24e7fea9a652d1355712d6,CBRATQ-20260728-6f6ffdf34f78824cf55d3e70,rating_lane_001,5f93ef1b3ea00280b2343081a32041ccb3f3f6d2b48482d4ac884f3da343a482,1326,span_extracted,prepared_no_call,0
CBSPAN-20260728-9c8d82ca5ffd2d8ac9690ee0,CBRATQ-20260728-17df27de5659e0ba54abd9df,rating_lane_001,ba3926f0b7dbbad82ee06454e3ec3b6a6c96949ff9aeb7c3296b10b16962146d,1332,span_extracted,prepared_no_call,0
CBSPAN-20260728-24bf7be3100d214c02e14ea7,CBRATQ-20260728-ba6a0cdc0a73493d68f95317,rating_lane_001,e9b1b51fc3c975f8b290d93e2fc377c59163e69c693b8ecce55325e691ba294d,1279,span_extracted,prepared_no_call,0
CBSPAN-20260728-37f9277a1a48fedb4daa6375,CBRATQ-20260728-b3ea3384573a44e05d181713,rating_lane_001,62eedd1a7665c83c75ee4a1d7c2dddcbdf54b7d1a61c243f6ff3896fdca70c27,1329,span_extracted,prepared_no_call,0
CBSPAN-20260728-41085764b55c9c47be087c40,CBRATQ-20260728-16130e86d24c1c4aefd7dd14,rating_lane_001,e8d4ddd1af5b92903e0decdbd8fd5bd8facd7bf0a52179934fd816465f0ef6e7,1325,span_extracted,prepared_no_call,0
CBSPAN-20260728-25082c23a8dd18c3b268e975,CBRATQ-20260728-313c8c045361a1c4254a44a6,rating_lane_001,3b7f2d7c55558526172578746b1b226bf535edbd734b986ed041471a483e29ea,1315,span_extracted,prepared_no_call,0
CBSPAN-20260728-7e787296a2a8fa3510214d08,CBRATQ-20260728-60ba942b2ccaa29bc60983c4,rating_lane_001,7fdbf60e9dc27f008045f68998472d479c1d286c930e8ba130242818522f2053,1315,span_extracted,prepared_no_call,0
CBSPAN-20260728-6293c7f06126ef0bdadb0922,CBRATQ-20260728-b2a91d5386580fa73526cb2c,rating_lane_001,f0845db2a6a91f15fdecf80c7406d96a267c4d9f6ed28c264d1ebf63dab43fc4,1331,span_extracted,prepared_no_call,0
CBSPAN-20260728-4ef20405c2c5a68749ebac2b,CBRATQ-20260728-efb0361d1c49dbcb78339d05,rating_lane_001,d57f487e09a64c526139b6c765a2be7a85eaa737f26db30cb31abdb6f6403ba5,1325,span_extracted,prepared_no_call,0
CBSPAN-20260728-6566808891ef413ae5dcdd75,CBRATQ-20260728-350d410b217035112a1adb35,rating_lane_001,b211ae5fbbddb43bd05e672e2e2ade7d5d06605953aa07281e88fd549a19a4d4,1320,span_extracted,prepared_no_call,0
CBSPAN-20260728-25a343c86baaf0fc44a2231e,CBRATQ-20260728-c6555961746907c8cb4c373e,rating_lane_001,7b98744c8eb549509d0caa7b1d3cda2fcf5cb481bb03e98fe3bf91951c6c09fd,1318,span_extracted,prepared_no_call,0
CBSPAN-20260728-3fc69254fa1ae96277fd0640,CBRATQ-20260728-f52b357ead4a5ded9d5a21a4,rating_lane_001,69a54cdc42b5a8d37f7bb66edd1d9b3717ac7c63c3fa854c6e213fc5162faa69,1314,span_extracted,prepared_no_call,0
CBSPAN-20260728-22eaed7cddc65805a476e58a,CBRATQ-20260728-d13d44e01e051d3fa90067c6,rating_lane_001,5aef0ed8fce3b954c2e28e08f8208b268daff94500f1374c8deb8b7792c3cd3f,1358,span_extracted,prepared_no_call,0
CBSPAN-20260728-2d84ccbf61dbc0decdc8a1c2,CBRATQ-20260728-49e69a952955540d2f451ef0,rating_lane_001,a9f79bd492594257b741eb2efff4fb947870dc711a64a1b7f72dce95798ad3f7,1322,span_extracted,prepared_no_call,0
CBSPAN-20260728-62bd98f67daa68ed6001cad3,CBRATQ-20260728-21238cd1b95c16ff8dadc941,rating_lane_001,d46e8482775d18fa4fed75fa6b7fc4c659e412446416d42f3c05c72453089e72,1338,span_extracted,prepared_no_call,0
CBSPAN-20260728-7644d5866db1a264c82fbd1b,CBRATQ-20260728-a8f4cac9a8c7a3f6597e3c15,rating_lane_001,89b295cbe30f0e27ded1af978d1d1f6f061dafa773824ad151732ee82fcf5647,1293,span_extracted,prepared_no_call,0
CBSPAN-20260728-56fa8ea7a22deeb973f402de,CBRATQ-20260728-c45338944891127bd01c558a,rating_lane_001,08b8832cf500024fbf1ad1afa58a57c1a141b3d61f0daf19c1f0d9f0e8420b9a,1396,span_extracted,prepared_no_call,0
CBSPAN-20260728-6a646b50800c19c6b45bd97f,CBRATQ-20260728-6a5ed777e53849b65a1be9a4,rating_lane_001,c01450d7f857d47fa88221ca2b26d7235c165b109b825ffb003a43fa292d1959,1413,span_extracted,prepared_no_call,0
CBSPAN-20260728-1b142964dab37155579dee84,CBRATQ-20260728-8cb0e465ac06d5c12420435a,rating_lane_001,29aeb91110ca200f8105a696707bc589b0abb2903ca85db772ceedf05668980a,1436,span_extracted,prepared_no_call,0
CBSPAN-20260728-375af5f1df81456dc830accb,CBRATQ-20260728-194fba83fd4e4ef86b20b2fe,rating_lane_001,1517049535fbc5a30e757ded2dc277d0393018d8b2bf852d4335b85c8acc5e02,1403,span_extracted,prepared_no_call,0
CBSPAN-20260728-487820d90cf3bb83c7ef42ca,CBRATQ-20260728-f9d05356cf6090af57ffc6df,rating_lane_001,6fa97b86e2293f2fca01c4f7a216322b70a2893eede291ebb9c4c56c7ffa7900,1351,span_extracted,prepared_no_call,0
CBSPAN-20260728-e6e605e85ecd8a4121beffe9,CBRATQ-20260728-32fad1ef2ca505213c553891,rating_lane_001,8f3450be480b81d6397ab567a7c623453a50a22dd7dd0652d5b9a299af348241,1398,span_extracted,prepared_no_call,0
CBSPAN-20260728-93effead285c605db35006c7,CBRATQ-20260728-7f502c50a0d5e1e6ed828e16,rating_lane_001,20842f233819b6118188734dd77add9881481b3ed2068b87b37b197c5c6e423a,1399,span_extracted,prepared_no_call,0
CBSPAN-20260728-e6ed9f6255ea67fbdb0abba3,CBRATQ-20260728-6afb9104e93399ac54026d2e,rating_lane_001,694f5f96c2ad23feb92971c92f3dd3837d435e97e0a602d3d1c5d3ab1bb26786,1418,span_extracted,prepared_no_call,0
CBSPAN-20260728-7d8e074b409e74efb0b644b1,CBRATQ-20260728-ce2a3bc3a37e83a71eb32054,rating_lane_001,81e164965451b535e7d538815f490ccaf33e49b6f73ed2e56fe3bd067f2266f2,1413,span_extracted,prepared_no_call,0
CBSPAN-20260728-3007e7913af7645d220ad058,CBRATQ-20260728-e2a1f4896b9d14f331a9bbb9,rating_lane_001,34be13d2bed184922591b4cf535fc54174cd1a8f9ac1b535f93d5eaf92a82f2b,1358,span_extracted,prepared_no_call,0
CBSPAN-20260728-dc0292ec2ff8cc0f67e6973b,CBRATQ-20260728-a09f6193917f65ecd3916a88,rating_lane_001,73a847edf5d3052b5fadbb061589d644d3c33a381b485d52f00b0b46e60533e8,1436,span_extracted,prepared_no_call,0
CBSPAN-20260728-a42cff33032be876dc9c110e,CBRATQ-20260728-3be6c5fdf99b4064fbcd6827,rating_lane_001,4f1cb9469badd76e70f9a9a7a8ff3b48fbc430daeb8de8b836e82d1b2c6e6a79,1391,span_extracted,prepared_no_call,0
CBSPAN-20260728-0d37c4126ca23b3827f02c60,CBRATQ-20260728-ede46fd46b8fcd16cb8641a3,rating_lane_001,3d1dbb07d2a15fac7b654195fca730900420eb91ca1cf5c11a394194ff7ce6b9,1314,span_extracted,prepared_no_call,0
CBSPAN-20260728-c16b24e933c6d7271484802c,CBRATQ-20260728-d4a463009e15fa43ef60d1e9,rating_lane_001,5759394f7748f6f4cdf7a18aca5c8627420a4a004b29e6dc3f7030e0438f048e,1310,span_extracted,prepared_no_call,0
CBSPAN-20260728-36c6c29abb9d1fb3d5f2b133,CBRATQ-20260728-737e76787fbd2d43792fad80,rating_lane_001,f429bebd2940643002bc66394089a3e70c8a3f92cafaa9431e066d796577daa0,1263,span_extracted,prepared_no_call,0
CBSPAN-20260728-c9897d81fe2b205a42f14e20,CBRATQ-20260728-29e64be32ee9424fd74fbafe,rating_lane_001,fe7e1d9a92085eb75c90b8ebc0e2f31f5354c74699c7eeb4b59eef9ff1d1a6b3,1259,span_extracted,prepared_no_call,0
CBSPAN-20260728-89e28822e72fba0b633e21eb,CBRATQ-20260728-696740a99267b67b03192d23,rating_lane_001,c722b667ebaba3814bbce1dd5d7955e1ba80bfb475d62797b84bc44b32f0a1bf,1376,span_extracted,prepared_no_call,0
CBSPAN-20260728-b7f21bc83370759987fa97f1,CBRATQ-20260728-54fbf945ee72a1edf1490879,rating_lane_001,2261632e48d230baf46239692c2eaaaa29faa38c4f6b205d0bcd114932149b4c,1323,span_extracted,prepared_no_call,0
CBSPAN-20260728-583ed7b03c79b3e40903ea51,CBRATQ-20260728-cc5c5781a404169247f01350,rating_lane_001,98d80fdecb1eb5415063e9912da393cf0786295a58441e2711b26ed3feeba063,1334,span_extracted,prepared_no_call,0
CBSPAN-20260728-b44e859dc2c164c674433539,CBRATQ-20260728-5066eda414327b512a41e557,rating_lane_001,f26f4811fc6dff6f9e4843ab9f5f965c2159472d93f168a7fd63665a2ea336f7,1380,span_extracted,prepared_no_call,0
CBSPAN-20260728-82bb44bda490d50254fe7a33,CBRATQ-20260728-e30aa2eee341a9baad4454c2,rating_lane_001,a8f4e03cd0d20f8f5f03d1832198966794d8d6c8e01fabd8129c178e8455a8bc,1357,span_extracted,prepared_no_call,0
CBSPAN-20260728-e9f0593b832f898cb7bfb755,CBRATQ-20260728-aee72783411b6cef44854e71,rating_lane_001,4fdcb25329d669055e026e703043da1ff5c0d222afe0a3d44d47f6365ca521b1,1374,span_extracted,prepared_no_call,0
CBSPAN-20260728-d71152778240009be713e4d7,CBRATQ-20260728-bc34c70d36ec95e178528653,rating_lane_001,52a375121bafc97f3cf127009f70e30fa7bb9175d61291268cc9f97a36f5ec09,1344,span_extracted,prepared_no_call,0
CBSPAN-20260728-c486497af697ec18a64b46b9,CBRATQ-20260728-2dc6393533c34ac7922130e4,rating_lane_001,c10a57b512951c139a0c3592ff95327fc4689b52e8e94e6254e2c377be00ec3c,1345,span_extracted,prepared_no_call,0
CBSPAN-20260728-8ea2205a1439525c5b7b524d,CBRATQ-20260728-9f7e12202eb64db9d74a29d5,rating_lane_001,c7bca8853372a3db276d86821f9ecb24f3306c8bf5bbefe0482c4664b32998eb,1345,span_extracted,prepared_no_call,0
CBSPAN-20260728-6c4b0413326a70680d640433,CBRATQ-20260728-aaf2f3e5d4451d9c49c01498,rating_lane_001,16f0875d2158faeff9e128006a2ce5ddc4fda172e111036bcd344c9293a608a5,1276,span_extracted,prepared_no_call,0
CBSPAN-20260728-4d444af1d8d1b22247a47c68,CBRATQ-20260728-dea3066d6c5d33e7fe9eadd3,rating_lane_001,caf647814030d7866dd672ac395a5dcc9654d019fe826e34ebd842997b94c898,1322,span_extracted,prepared_no_call,0
CBSPAN-20260728-9f503aaf7218fd87b9b90c1b,CBRATQ-20260728-cd4c8f5df47a5f11513b9bb4,rating_lane_001,41ad03f38e19393c8542e0e661439b78f77f468405a2553706c8096d454eb9ba,1315,span_extracted,prepared_no_call,0
CBSPAN-20260728-b69ee76c19884ef7a48c3718,CBRATQ-20260728-41d0fafc4743c12031dbb88f,rating_lane_001,0326d26caeb6b51acf6158d7e2ba867827e93e96cb895d28836248a74bb7b255,1348,span_extracted,prepared_no_call,0
CBSPAN-20260728-401fbb457f655ac3a5f79249,CBRATQ-20260728-3d6df51f6ac4cc070fab9055,rating_lane_001,300feb2bd07a4bb6ee9377196fd54c7c124483f955a4df68e1e1b57509cdd611,1419,span_extracted,prepared_no_call,0
CBSPAN-20260728-23b877fa76535113fd993d96,CBRATQ-20260728-863a48295ec68f0941e8c54a,rating_lane_001,2ed88ee95b15df061f8ca093eb38c232d7f6bc9c78c9587e30c63074154a5e56,1360,span_extracted,prepared_no_call,0
CBSPAN-20260728-9007ccef14686fe8315477c6,CBRATQ-20260728-ecaa6732ef2fa4b7e0ff2628,rating_lane_001,e6f24c08dc0190e0e8d11c11124d71b1427ce9ccd9262e4b09aa7a2842b1a225,1336,span_extracted,prepared_no_call,0
CBSPAN-20260728-523b59273d565bf98b8ad5a9,CBRATQ-20260728-1a3a645abf5420f2fa70b3f1,rating_lane_001,dcbc0e74aee7c2333221fd9b9f4fb45c8d47ef4b7ffab8dae623dc68e5a9dd17,1349,span_extracted,prepared_no_call,0
CBSPAN-20260728-945322d599b7aa60a5304e50,CBRATQ-20260728-66dfa9079d56954d14cae7ef,rating_lane_001,a0ac19ebb56f603fbca19e276609ab746161e808f1b8dc440f3ab7a1e3270dd8,1304,span_extracted,prepared_no_call,0
CBSPAN-20260728-05151468177d4acb20a2977b,CBRATQ-20260728-139eae6bad837476b25c70aa,rating_lane_001,b3bae9b29761f2e93075f2f9339f26d2969133b831f5be3b1443166edbd5af35,1344,span_extracted,prepared_no_call,0
CBSPAN-20260728-5719d9075beec0c381e89743,CBRATQ-20260728-14beaa5ff70495415e7a5f39,rating_lane_001,09959a29e93e8b65208f595dceaa78439b5873a39c4a03449f5614a1ac769750,1358,span_extracted,prepared_no_call,0
CBSPAN-20260728-4ff948cfeec046a60abdfed8,CBRATQ-20260728-4ac7b7c928999dace7b51034,rating_lane_001,120f733560aed8c81cf9ea4950a5cbf2c603916d95e2aa59af6e58e3e339c02f,1304,span_extracted,prepared_no_call,0
CBSPAN-20260728-561bd1a3495c8b143e129f69,CBRATQ-20260728-4ab199eaef0a3cd1795df2fd,rating_lane_001,d930764204713f4a42f01cb265fea5adafade38f6ecc062a3443e61e19f3f742,1329,span_extracted,prepared_no_call,0
CBSPAN-20260728-e009a3beb4d90ce912c9fc7e,CBRATQ-20260728-0be25d7431b76edd6da9c672,rating_lane_001,3da2c8787ca43afecc7a3336cb6ad10440ef2b778a161b078af289d628d4180d,1120,span_extracted,prepared_no_call,0
CBSPAN-20260728-425991fa7aac2238ba8cc9ef,CBRATQ-20260728-26b513575e2bb726d23fe26d,rating_lane_001,3d5054e441c0c74753b4eb71c39ba8a85bf209af12a5ab160f04069fd742e2ca,1368,span_extracted,prepared_no_call,0
CBSPAN-20260728-a323aff8db87113112d3eef1,CBRATQ-20260728-1c191a6b0d2398940e3450c4,rating_lane_001,0d2c2835402481f09dbe26fb03d4895e36359a13cb6e7aa5f498bb830432bb5f,1348,span_extracted,prepared_no_call,0
CBSPAN-20260728-ce45ce1ab5dc57923b2457cf,CBRATQ-20260728-30c012eb08fce597f681b2fd,rating_lane_001,9d5f88fdbd48c1b93a81ad304cccdedb5ca158297bb5f3d860ff4fb3f8336fe2,1363,span_extracted,prepared_no_call,0
CBSPAN-20260728-386f9b68fe4632fdb9cb44d0,CBRATQ-20260728-89ae348c16323f1407a4e9f3,rating_lane_001,e4b2a94737eecb793c7ad9b4f9f8cc0b26fce43414e8a8f167d4641743dcf7ab,1342,span_extracted,prepared_no_call,0
CBSPAN-20260728-1643173740e964a44402e62b,CBRATQ-20260728-5ef4de6c727d062d5b4816ab,rating_lane_001,34aa39620b8ef630aa29fe63bd8a1b3a52441df9bc7859e4bcd0fa9389490a81,1377,span_extracted,prepared_no_call,0
CBSPAN-20260728-333eab11d0b28f2fcade54a4,CBRATQ-20260728-7d2f193204840df7efc66098,rating_lane_001,6b05fb6082008794aa370667b43e9363ef2c726f33658342191c4357bb073dc9,1369,span_extracted,prepared_no_call,0
CBSPAN-20260728-f2416423aa663a310cfbfbf4,CBRATQ-20260728-f5d87408b1e6efa8cb8eae9f,rating_lane_001,91a2522aa9ecb9524a674e5d3934645312e5d014c618b64d809da34cc985da60,1396,span_extracted,prepared_no_call,0
CBSPAN-20260728-3c3947c1c9b864d4e5452e41,CBRATQ-20260728-0ed0b4b724f22a3e3ad8e00b,rating_lane_001,4a732772d56d9636529c05bd389242bd229744b219fdde88a9d403defd8a63d3,1366,span_extracted,prepared_no_call,0
CBSPAN-20260728-5c42f49104eafb8c43950a65,CBRATQ-20260728-ebafa19650078399c5aee8e0,rating_lane_001,fb8054664281155fe6066eb7f2c856a3b956c8d0ab3de055a853691d6fc04caa,1377,span_extracted,prepared_no_call,0
CBSPAN-20260728-0330c9ed17e70d7d77bcdd33,CBRATQ-20260728-562cdf5e8907ba909aaedf5c,rating_lane_001,0eb7027f168ac7e5ddd3f51d4d697c7cab3982867e171bd9d2c218ea7af1c00e,1346,span_extracted,prepared_no_call,0
CBSPAN-20260728-c5ee29d36ac4edd2a00a3124,CBRATQ-20260728-aa0980bee458395c73c2d1cc,rating_lane_001,e591d028bda317675811cf3ab7d5508b38f10c5e7381c342ef0978d6cda1c632,1345,span_extracted,prepared_no_call,0
CBSPAN-20260728-d02f1f8280d79dff64e856fe,CBRATQ-20260728-2845fa79a0df560ce6bc84e6,rating_lane_001,8c283b75023b53fc4a5f0e81426c2780a687edf01155449ef130360edf297f9c,1049,span_extracted,prepared_no_call,0
CBSPAN-20260728-11065a37a512f8d509d3704d,CBRATQ-20260728-52450c1aa4402cf4e8b2fda9,rating_lane_001,9c72700989948d292872100b5b32a4b5b584bd599a265b89a92f1352dd6e9c68,1364,span_extracted,prepared_no_call,0
CBSPAN-20260728-dd7468ae87478a13265d64e0,CBRATQ-20260728-dba83a178a7189fb67f10563,rating_lane_001,2f5875e533e895e98e3ec392507dad0a226e4b4c898ac5ae2aa107853dbfba13,1369,span_extracted,prepared_no_call,0
CBSPAN-20260728-c22f85c50da58626923c476e,CBRATQ-20260728-a22b5528af7b6e89e16612e1,rating_lane_001,04a1a2928e4a377651ca1f7c21c70dbadfa2dd9cb749c06bdcee72eadd670b11,1373,span_extracted,prepared_no_call,0
CBSPAN-20260728-3f3f3b28d906e58c8c9909a9,CBRATQ-20260728-1a4cf7600dbd14635f57c571,rating_lane_001,bb758239ef77767a119e38161199b494ce083407dfc746257dfac827d4638957,1348,span_extracted,prepared_no_call,0
CBSPAN-20260728-998b66d4e3412d5a40b17228,CBRATQ-20260728-e0049a0a5611220c417cc086,rating_lane_001,a69d5a607c10c7892bab89aa56df305eec07d0adf7426b8d3c349dc26f0daf97,1380,span_extracted,prepared_no_call,0
CBSPAN-20260728-66b4b3357ac1db704f67b9b2,CBRATQ-20260728-6c6679e792ed7e1d583d9cd0,rating_lane_001,21bdd421efead0850ee6513144922291b3c905305350cca48c860badef586553,1421,span_extracted,prepared_no_call,0
CBSPAN-20260728-5f662303cb0fc9743788a234,CBRATQ-20260728-7b2d0941f9fa3a8e99b45fbb,rating_lane_001,963ec1fb905d5b862261dc28a4a6a356f5afaaf02618cb1a4f4de018ceb56fe9,1376,span_extracted,prepared_no_call,0
CBSPAN-20260728-d0fbb017c44d94e3265841db,CBRATQ-20260728-9ebd52cac381fcc8d3ac9667,rating_lane_001,27d5c1443d34b6ada1c005a0805cf777df6f6fde65c4d63325b194beabd2957a,1403,span_extracted,prepared_no_call,0
CBSPAN-20260728-7bad67b752c5ec24c8e51cfa,CBRATQ-20260728-e63348620917397f1a3dc59b,rating_lane_001,fb73ce39eeb3baf0df0ba1945b8d716c863cd962d7788209f554b2baab7fc9f9,1372,span_extracted,prepared_no_call,0
CBSPAN-20260728-e2fb48b37a715547d512d76a,CBRATQ-20260728-7e5a2a9ff0e39db2d81ec33d,rating_lane_001,d88d9e8143ad8262d2173f9ae5aec8b9b7a51b7bd76b7c4c9acc0bd5d7008ea5,1384,span_extracted,prepared_no_call,0
CBSPAN-20260728-e69fb95d78924b9f28f26e43,CBRATQ-20260728-987cbbd82e0f31344a894b93,rating_lane_001,5a3522bcac8aa9d2035aabcd14b521f0ff74667e3ce62d7a430c83b40da6d3b9,1358,span_extracted,prepared_no_call,0
CBSPAN-20260728-46f0e4d42dfdf62175feb69c,CBRATQ-20260728-be11e740c1d344c17da40583,rating_lane_001,c55e83f8e53489f1fae835ecd9f5a87eba1e1733b94131cab5b79f0ddde45a6e,1352,span_extracted,prepared_no_call,0
CBSPAN-20260728-2e34e23711068d000f5a847a,CBRATQ-20260728-dc78085e92fad3f4bd5fdebe,rating_lane_001,76fc3a8f49633b80e5689043afa0c9deddb1123a536806a24a708667aefa83a6,1359,span_extracted,prepared_no_call,0
CBSPAN-20260728-a3de4a03f4c4f1301ef18e52,CBRATQ-20260728-e83eae1ea650dc6c34d6a986,rating_lane_001,6fcae02c5db8c11d99a948c9e261c7ea074d9d2747d5b50f5c343d2eea92dc2a,1266,span_extracted,prepared_no_call,0
CBSPAN-20260728-06ad3533cbc9f38c53e33a26,CBRATQ-20260728-96c22e1bc42952ff7659438d,rating_lane_001,fad27b75abfaeaf63e5c31e54c708eb4e80d95649c903134fb99f5132f20664d,1333,span_extracted,prepared_no_call,0
CBSPAN-20260728-97a1db52b2f7aa13f3395067,CBRATQ-20260728-146c7e3b45e5e24be3b7c7ae,rating_lane_001,e0f8329e2c0166daf2bf10e5e30fc896308277e84fec4abe391043b352867dbb,1326,span_extracted,prepared_no_call,0
CBSPAN-20260728-e11a8fbe0aff4d392723aa0e,CBRATQ-20260728-c003cc93ceaf45caa19b2e7d,rating_lane_001,335e92dd709daf30691ddf0576e4f01254f9cbfb628296ea7bad66ac8d799ea3,1293,span_extracted,prepared_no_call,0
CBSPAN-20260728-18a3587a3622ccc22410de12,CBRATQ-20260728-cef0905568551ab2bfc98450,rating_lane_001,fbfbf72fc7e8a65d548046a3f1e08528aca745e5c9fdfb08cb60bda56fd0b1cb,1422,span_extracted,prepared_no_call,0
CBSPAN-20260728-72eaa776622e2b8d12f4ecaf,CBRATQ-20260728-8afa3ca3b7a85b0eae192791,rating_lane_001,f7423488a79216dbbe9758824f9305b5548148fe14b7bed603d57d2ff3258c6c,1406,span_extracted,prepared_no_call,0
CBSPAN-20260728-1a4f09ab4719bcf189021763,CBRATQ-20260728-b5cd25af12e0c1c46fcf5d7e,rating_lane_001,d62760e6368c2a7ee0968d25d77c3e6950543d165107743c1e930e9832b4f4c1,1391,span_extracted,prepared_no_call,0
CBSPAN-20260728-7f1af10e941ebeeca4777207,CBRATQ-20260728-4e7ca051068bb6b263d44824,rating_lane_001,c084649b11862741dc54768ad848749e530655360bfbf247205a1d4f782b2629,1442,span_extracted,prepared_no_call,0
CBSPAN-20260728-2d85b3ee9cbda256806c01c1,CBRATQ-20260728-c10e6461c648b74110ade823,rating_lane_001,8de8b2b9671eeb4f461ac1aa97fc427b6b74628e9b348e08ce4c22a51574ec4c,1333,span_extracted,prepared_no_call,0
CBSPAN-20260728-5a341403383da6585a351635,CBRATQ-20260728-1462b97b228b761949ac84cd,rating_lane_001,477f4491b5f82cc115ca1eb4ede6a3f105447a12484674f547ca3b913431a9c8,1393,span_extracted,prepared_no_call,0
