span_extraction_id,rating_lane_id,stage,attempt,started_at,elapsed_seconds,status
CBSPAN-20260728-62bd98f67daa68ed6001cad3,rating_lane_001,live,1,2026-07-29T01:51:27.143728+00:00,3.289844,success
CBSPAN-20260728-7644d5866db1a264c82fbd1b,rating_lane_001,live,1,2026-07-29T01:51:27.143739+00:00,2.329751,success
CBSPAN-20260728-56fa8ea7a22deeb973f402de,rating_lane_001,live,1,2026-07-29T01:51:27.143750+00:00,2.795228,success
CBSPAN-20260728-6a646b50800c19c6b45bd97f,rating_lane_001,live,1,2026-07-29T01:51:27.143760+00:00,2.329769,success
CBSPAN-20260728-1b142964dab37155579dee84,rating_lane_001,live,1,2026-07-29T01:51:27.143861+00:00,2.338484,success
CBSPAN-20260728-375af5f1df81456dc830accb,rating_lane_001,live,1,2026-07-29T01:51:27.143872+00:00,3.394019,success
CBSPAN-20260728-487820d90cf3bb83c7ef42ca,rating_lane_001,live,1,2026-07-29T01:51:27.143881+00:00,5.711588,success
CBSPAN-20260728-e6e605e85ecd8a4121beffe9,rating_lane_001,live,1,2026-07-29T01:51:27.143887+00:00,5.285161,success
CBSPAN-20260728-93effead285c605db35006c7,rating_lane_001,live,1,2026-07-29T01:51:27.143890+00:00,4.899891,success
CBSPAN-20260728-e6ed9f6255ea67fbdb0abba3,rating_lane_001,live,1,2026-07-29T01:51:27.143892+00:00,5.296073,success
CBSPAN-20260728-7d8e074b409e74efb0b644b1,rating_lane_001,live,1,2026-07-29T01:51:27.143895+00:00,5.704131,success
CBSPAN-20260728-3007e7913af7645d220ad058,rating_lane_001,live,1,2026-07-29T01:51:27.143898+00:00,5.041250,success
CBSPAN-20260728-dc0292ec2ff8cc0f67e6973b,rating_lane_001,live,1,2026-07-29T01:51:27.143900+00:00,5.806766,success
CBSPAN-20260728-a42cff33032be876dc9c110e,rating_lane_001,live,1,2026-07-29T01:51:27.143903+00:00,5.704342,success
CBSPAN-20260728-0d37c4126ca23b3827f02c60,rating_lane_001,live,1,2026-07-29T01:51:27.143905+00:00,7.071764,success
CBSPAN-20260728-c16b24e933c6d7271484802c,rating_lane_001,live,1,2026-07-29T01:51:27.143908+00:00,7.534006,success
CBSPAN-20260728-36c6c29abb9d1fb3d5f2b133,rating_lane_001,live,1,2026-07-29T01:51:27.143910+00:00,11.237935,success
CBSPAN-20260728-c9897d81fe2b205a42f14e20,rating_lane_001,live,1,2026-07-29T01:51:27.143913+00:00,7.624769,success
CBSPAN-20260728-89e28822e72fba0b633e21eb,rating_lane_001,live,1,2026-07-29T01:51:27.143915+00:00,8.482865,success
CBSPAN-20260728-b7f21bc83370759987fa97f1,rating_lane_001,live,1,2026-07-29T01:51:27.143917+00:00,8.260828,success
CBSPAN-20260728-583ed7b03c79b3e40903ea51,rating_lane_001,live,1,2026-07-29T01:51:27.143919+00:00,8.468540,success
CBSPAN-20260728-b44e859dc2c164c674433539,rating_lane_001,live,1,2026-07-29T01:51:27.143922+00:00,8.623093,success
CBSPAN-20260728-82bb44bda490d50254fe7a33,rating_lane_001,live,1,2026-07-29T01:51:27.143924+00:00,10.515068,success
CBSPAN-20260728-e9f0593b832f898cb7bfb755,rating_lane_001,live,1,2026-07-29T01:51:27.143926+00:00,11.504820,success
CBSPAN-20260728-d71152778240009be713e4d7,rating_lane_001,live,1,2026-07-29T01:51:27.143929+00:00,10.107472,success
CBSPAN-20260728-c486497af697ec18a64b46b9,rating_lane_001,live,1,2026-07-29T01:51:27.143931+00:00,11.248939,success
CBSPAN-20260728-8ea2205a1439525c5b7b524d,rating_lane_001,live,1,2026-07-29T01:51:27.143934+00:00,11.237952,success
CBSPAN-20260728-6c4b0413326a70680d640433,rating_lane_001,live,1,2026-07-29T01:51:27.143936+00:00,11.237011,success
CBSPAN-20260728-4d444af1d8d1b22247a47c68,rating_lane_001,live,1,2026-07-29T01:51:27.143938+00:00,11.238100,success
CBSPAN-20260728-9f503aaf7218fd87b9b90c1b,rating_lane_001,live,1,2026-07-29T01:51:27.143941+00:00,12.255448,success
CBSPAN-20260728-e6ed9f6255ea67fbdb0abba3,rating_lane_001,live,2,2026-07-29T01:51:39.420761+00:00,3.007347,success
CBSPAN-20260728-b69ee76c19884ef7a48c3718,rating_lane_001,live,1,2026-07-29T01:51:42.453449+00:00,3.201446,success
CBSPAN-20260728-401fbb457f655ac3a5f79249,rating_lane_001,live,1,2026-07-29T01:51:42.453526+00:00,2.271312,success
CBSPAN-20260728-23b877fa76535113fd993d96,rating_lane_001,live,1,2026-07-29T01:51:42.453544+00:00,2.451928,success
CBSPAN-20260728-9007ccef14686fe8315477c6,rating_lane_001,live,1,2026-07-29T01:51:42.453675+00:00,2.755203,success
CBSPAN-20260728-523b59273d565bf98b8ad5a9,rating_lane_001,live,1,2026-07-29T01:51:42.453689+00:00,5.100802,success
CBSPAN-20260728-945322d599b7aa60a5304e50,rating_lane_001,live,1,2026-07-29T01:51:42.453712+00:00,2.388691,success
CBSPAN-20260728-05151468177d4acb20a2977b,rating_lane_001,live,1,2026-07-29T01:51:42.453726+00:00,2.393815,success
CBSPAN-20260728-5719d9075beec0c381e89743,rating_lane_001,live,1,2026-07-29T01:51:42.453738+00:00,2.987568,success
CBSPAN-20260728-4ff948cfeec046a60abdfed8,rating_lane_001,live,1,2026-07-29T01:51:42.453749+00:00,4.328163,success
CBSPAN-20260728-561bd1a3495c8b143e129f69,rating_lane_001,live,1,2026-07-29T01:51:42.453757+00:00,5.168809,success
CBSPAN-20260728-e009a3beb4d90ce912c9fc7e,rating_lane_001,live,1,2026-07-29T01:51:42.453760+00:00,4.305550,success
CBSPAN-20260728-425991fa7aac2238ba8cc9ef,rating_lane_001,live,1,2026-07-29T01:51:42.453763+00:00,5.048062,success
CBSPAN-20260728-a323aff8db87113112d3eef1,rating_lane_001,live,1,2026-07-29T01:51:42.453767+00:00,5.652745,success
CBSPAN-20260728-ce45ce1ab5dc57923b2457cf,rating_lane_001,live,1,2026-07-29T01:51:42.453770+00:00,5.494532,success
CBSPAN-20260728-386f9b68fe4632fdb9cb44d0,rating_lane_001,live,1,2026-07-29T01:51:42.453774+00:00,5.652599,success
CBSPAN-20260728-1643173740e964a44402e62b,rating_lane_001,live,1,2026-07-29T01:51:42.453776+00:00,6.468735,success
CBSPAN-20260728-333eab11d0b28f2fcade54a4,rating_lane_001,live,1,2026-07-29T01:51:42.453780+00:00,6.670258,success
CBSPAN-20260728-f2416423aa663a310cfbfbf4,rating_lane_001,live,1,2026-07-29T01:51:42.453782+00:00,7.187058,success
CBSPAN-20260728-3c3947c1c9b864d4e5452e41,rating_lane_001,live,1,2026-07-29T01:51:42.453785+00:00,7.426906,success
CBSPAN-20260728-5c42f49104eafb8c43950a65,rating_lane_001,live,1,2026-07-29T01:51:42.453788+00:00,7.294738,success
CBSPAN-20260728-0330c9ed17e70d7d77bcdd33,rating_lane_001,live,1,2026-07-29T01:51:42.453792+00:00,7.698152,success
CBSPAN-20260728-c5ee29d36ac4edd2a00a3124,rating_lane_001,live,1,2026-07-29T01:51:42.453795+00:00,7.701359,success
CBSPAN-20260728-d02f1f8280d79dff64e856fe,rating_lane_001,live,1,2026-07-29T01:51:42.453797+00:00,7.701321,success
CBSPAN-20260728-11065a37a512f8d509d3704d,rating_lane_001,live,1,2026-07-29T01:51:42.453800+00:00,8.942987,success
CBSPAN-20260728-dd7468ae87478a13265d64e0,rating_lane_001,live,1,2026-07-29T01:51:42.453803+00:00,8.667216,success
CBSPAN-20260728-c22f85c50da58626923c476e,rating_lane_001,live,1,2026-07-29T01:51:42.453806+00:00,9.809711,success
CBSPAN-20260728-3f3f3b28d906e58c8c9909a9,rating_lane_001,live,1,2026-07-29T01:51:42.453809+00:00,9.666104,success
CBSPAN-20260728-998b66d4e3412d5a40b17228,rating_lane_001,live,1,2026-07-29T01:51:42.453812+00:00,9.755244,success
CBSPAN-20260728-66b4b3357ac1db704f67b9b2,rating_lane_001,live,1,2026-07-29T01:51:42.453815+00:00,9.752966,success
CBSPAN-20260728-5f662303cb0fc9743788a234,rating_lane_001,live,1,2026-07-29T01:51:42.453818+00:00,10.842487,success
CBSPAN-20260728-d0fbb017c44d94e3265841db,rating_lane_001,live,1,2026-07-29T01:51:42.453821+00:00,9.656393,success
CBSPAN-20260728-7bad67b752c5ec24c8e51cfa,rating_lane_001,live,1,2026-07-29T01:51:42.453823+00:00,10.709615,success
CBSPAN-20260728-e2fb48b37a715547d512d76a,rating_lane_001,live,1,2026-07-29T01:51:53.322597+00:00,2.258728,success
CBSPAN-20260728-e69fb95d78924b9f28f26e43,rating_lane_001,live,1,2026-07-29T01:51:53.322672+00:00,2.579838,success
CBSPAN-20260728-46f0e4d42dfdf62175feb69c,rating_lane_001,live,1,2026-07-29T01:51:53.322691+00:00,2.923548,success
CBSPAN-20260728-2e34e23711068d000f5a847a,rating_lane_001,live,1,2026-07-29T01:51:53.322705+00:00,2.565357,success
CBSPAN-20260728-a3de4a03f4c4f1301ef18e52,rating_lane_001,live,1,2026-07-29T01:51:53.322720+00:00,2.613136,success
CBSPAN-20260728-06ad3533cbc9f38c53e33a26,rating_lane_001,live,1,2026-07-29T01:51:53.322733+00:00,2.565472,success
CBSPAN-20260728-97a1db52b2f7aa13f3395067,rating_lane_001,live,1,2026-07-29T01:51:53.322746+00:00,2.777263,success
CBSPAN-20260728-e11a8fbe0aff4d392723aa0e,rating_lane_001,live,1,2026-07-29T01:51:53.322861+00:00,2.360180,success
CBSPAN-20260728-18a3587a3622ccc22410de12,rating_lane_001,live,1,2026-07-29T01:51:53.322875+00:00,4.651102,success
CBSPAN-20260728-72eaa776622e2b8d12f4ecaf,rating_lane_001,live,1,2026-07-29T01:51:53.322883+00:00,4.229061,success
CBSPAN-20260728-1a4f09ab4719bcf189021763,rating_lane_001,live,1,2026-07-29T01:51:53.322886+00:00,5.837599,success
CBSPAN-20260728-7f1af10e941ebeeca4777207,rating_lane_001,live,1,2026-07-29T01:51:53.322889+00:00,4.547949,success
CBSPAN-20260728-2d85b3ee9cbda256806c01c1,rating_lane_001,live,1,2026-07-29T01:51:53.322892+00:00,5.429645,success
CBSPAN-20260728-5a341403383da6585a351635,rating_lane_001,live,1,2026-07-29T01:51:53.322895+00:00,5.953526,success
CBSPAN-20260728-80ca7ff41608df4ac5c91285,rating_lane_001,live,1,2026-07-29T01:51:53.322898+00:00,6.549025,success
CBSPAN-20260728-21df73e6c49297edf345b984,rating_lane_001,live,1,2026-07-29T01:51:53.322900+00:00,5.017722,success
CBSPAN-20260728-30304713d1654efa54df653a,rating_lane_001,live,1,2026-07-29T01:51:53.322903+00:00,6.332838,success
CBSPAN-20260728-e76d8526e36ff7bd41b3f88e,rating_lane_001,live,1,2026-07-29T01:51:53.322906+00:00,6.797486,success
CBSPAN-20260728-7a11f204a077e66879c69c79,rating_lane_001,live,1,2026-07-29T01:51:53.322908+00:00,6.761266,success
CBSPAN-20260728-308a89cb8a59adb4fc8c94be,rating_lane_001,live,1,2026-07-29T01:51:53.322911+00:00,9.303933,success
CBSPAN-20260728-a1774fa895315bad5927bd9d,rating_lane_001,live,1,2026-07-29T01:51:53.322914+00:00,7.886295,success
CBSPAN-20260728-466f961407e86f07eed66e75,rating_lane_001,live,1,2026-07-29T01:51:53.322917+00:00,8.568541,success
CBSPAN-20260728-146d421d0e69f975bdb6c482,rating_lane_001,live,1,2026-07-29T01:51:53.322919+00:00,8.745380,success
CBSPAN-20260728-0321d9278bfc0d907fb91ccb,rating_lane_001,live,1,2026-07-29T01:51:53.322922+00:00,8.611533,success
CBSPAN-20260728-fff359b92e86af9c352350b9,rating_lane_001,live,1,2026-07-29T01:51:53.322925+00:00,9.452452,success
CBSPAN-20260728-3a9c5dc721df7a05366495ad,rating_lane_001,live,1,2026-07-29T01:51:53.322927+00:00,10.060748,success
CBSPAN-20260728-b772698938c5829133ab47fb,rating_lane_001,live,1,2026-07-29T01:51:53.322930+00:00,8.969851,success
CBSPAN-20260728-32f44d02680b6f5cf36d56d6,rating_lane_001,live,1,2026-07-29T01:51:53.322932+00:00,10.947087,success
CBSPAN-20260728-ba197319dc1d570d14048444,rating_lane_001,live,1,2026-07-29T01:51:53.322935+00:00,10.854633,success
CBSPAN-20260728-7862fbadeedeea455238039c,rating_lane_001,live,1,2026-07-29T01:51:53.322937+00:00,10.803759,success
CBSPAN-20260728-9e73f3fef592fac596215b26,rating_lane_001,live,1,2026-07-29T01:51:53.322940+00:00,11.293845,success
CBSPAN-20260728-85f326859898a98ee01d2be6,rating_lane_001,live,1,2026-07-29T01:51:53.322943+00:00,11.780698,success
CBSPAN-20260728-13c0f16961aa0e3bd036751d,rating_lane_001,live,1,2026-07-29T01:52:05.131626+00:00,2.353384,success
CBSPAN-20260728-030119d845bb0f37513375f4,rating_lane_001,live,1,2026-07-29T01:52:05.131699+00:00,2.422092,success
CBSPAN-20260728-dc361b98d5ec58eae28c5842,rating_lane_001,live,1,2026-07-29T01:52:05.131717+00:00,2.514640,success
CBSPAN-20260728-ecf7d4fcd6babb88f11944c9,rating_lane_001,live,1,2026-07-29T01:52:05.131730+00:00,2.882718,success
CBSPAN-20260728-c69cab7bfce74f0231d0d6ec,rating_lane_001,live,1,2026-07-29T01:52:05.131743+00:00,2.552494,success
CBSPAN-20260728-855f3b1e9f887689a7b5d6d0,rating_lane_001,live,1,2026-07-29T01:52:05.131755+00:00,3.309239,success
CBSPAN-20260728-9e2ad8144b71e82750b2531a,rating_lane_001,live,1,2026-07-29T01:52:05.131766+00:00,2.426402,success
CBSPAN-20260728-4b3423c5ac29c4b5b1c7ff2a,rating_lane_001,live,1,2026-07-29T01:52:05.131872+00:00,2.159184,success
CBSPAN-20260728-1658b91bf53f9fc15ab77ced,rating_lane_001,live,1,2026-07-29T01:52:05.131885+00:00,4.419506,success
CBSPAN-20260728-27d43329f47e4e3a1a067da3,rating_lane_001,live,1,2026-07-29T01:52:05.131893+00:00,4.702022,success
CBSPAN-20260728-51666f8dfebbcbfba988f154,rating_lane_001,live,1,2026-07-29T01:52:05.131897+00:00,4.862520,success
CBSPAN-20260728-a6a62a1cb2e617540e68fbbd,rating_lane_001,live,1,2026-07-29T01:52:05.131901+00:00,5.239160,success
CBSPAN-20260728-e68c11af85edc601957ceeba,rating_lane_001,live,1,2026-07-29T01:52:05.131903+00:00,5.549858,success
CBSPAN-20260728-525637bc1d89eebe86bcd11d,rating_lane_001,live,1,2026-07-29T01:52:05.131906+00:00,5.070016,success
CBSPAN-20260728-5f3beb1aa66613c46c1f9260,rating_lane_001,live,1,2026-07-29T01:52:05.131910+00:00,4.924418,success
CBSPAN-20260728-82700937dd604418387cdb49,rating_lane_001,live,1,2026-07-29T01:52:05.131913+00:00,5.388780,success
CBSPAN-20260728-7cb4454789e5f9d2e47ff8a3,rating_lane_001,live,1,2026-07-29T01:52:05.131916+00:00,7.187248,success
CBSPAN-20260728-982754d35a679ae2b6f454ae,rating_lane_001,live,1,2026-07-29T01:52:05.131919+00:00,7.993957,success
CBSPAN-20260728-c4849397f9b97718abaca1ce,rating_lane_001,live,1,2026-07-29T01:52:05.131921+00:00,8.128705,success
CBSPAN-20260728-fdcc27ec6352172fc0248f41,rating_lane_001,live,1,2026-07-29T01:52:05.131924+00:00,7.500553,success
CBSPAN-20260728-64b77bd216f24007a4d3316b,rating_lane_001,live,1,2026-07-29T01:52:05.131926+00:00,7.286875,success
CBSPAN-20260728-5f85b1f0f9d6acd64215c886,rating_lane_001,live,1,2026-07-29T01:52:05.131929+00:00,7.172310,success
CBSPAN-20260728-e7ce1ae6ed980b510303828d,rating_lane_001,live,1,2026-07-29T01:52:05.131932+00:00,7.933564,success
CBSPAN-20260728-fc30320a0d57e99cfe95a4f5,rating_lane_001,live,1,2026-07-29T01:52:05.131935+00:00,8.468162,success
CBSPAN-20260728-2adf091784809cf10b8f0d3d,rating_lane_001,live,1,2026-07-29T01:52:05.131938+00:00,9.723635,success
CBSPAN-20260728-321c093a75127c62400e0b7d,rating_lane_001,live,1,2026-07-29T01:52:05.131941+00:00,9.065383,success
CBSPAN-20260728-8caf9b8fa3ee5e096893d2da,rating_lane_001,live,1,2026-07-29T01:52:05.131943+00:00,10.819223,success
CBSPAN-20260728-7fe6e1e8d858f218bbf9844a,rating_lane_001,live,1,2026-07-29T01:52:05.131946+00:00,9.627658,success
CBSPAN-20260728-9986ebc726f2c33e46f62e4b,rating_lane_001,live,1,2026-07-29T01:52:05.131949+00:00,10.207705,success
CBSPAN-20260728-2b07c6a0612d9b194a102ca3,rating_lane_001,live,1,2026-07-29T01:52:05.131952+00:00,10.333179,success
CBSPAN-20260728-8fa70fa6d52716dbdd2e1c6e,rating_lane_001,live,1,2026-07-29T01:52:05.131954+00:00,10.434797,success
CBSPAN-20260728-9904365cc175e8e13fa6b160,rating_lane_001,live,1,2026-07-29T01:52:05.131957+00:00,11.132093,success
CBSPAN-20260728-45a6ef3db2dbba5914b00579,rating_lane_001,live,1,2026-07-29T01:52:16.295455+00:00,3.207848,success
CBSPAN-20260728-4e720ee8e7f5f29d8d5c191b,rating_lane_001,live,1,2026-07-29T01:52:16.295539+00:00,2.705415,success
CBSPAN-20260728-8d37170b865356bb7c104a19,rating_lane_001,live,1,2026-07-29T01:52:16.295638+00:00,2.434689,success
CBSPAN-20260728-23d943d903d0e52c4b5becd8,rating_lane_001,live,1,2026-07-29T01:52:16.295667+00:00,3.159593,success
CBSPAN-20260728-c5028e7c79107c0dc67aa75e,rating_lane_001,live,1,2026-07-29T01:52:16.295682+00:00,2.410959,success
CBSPAN-20260728-06b06ff602ed1f25e86727fd,rating_lane_001,live,1,2026-07-29T01:52:16.295695+00:00,2.795252,success
CBSPAN-20260728-5e4bf21d7785907b2c42be9c,rating_lane_001,live,1,2026-07-29T01:52:16.295709+00:00,2.328169,success
CBSPAN-20260728-b9bcf28477885aa46481f320,rating_lane_001,live,1,2026-07-29T01:52:16.295834+00:00,3.146149,success
CBSPAN-20260728-9ff3491414ac9bd9f54fa143,rating_lane_001,live,1,2026-07-29T01:52:16.295846+00:00,4.634749,success
CBSPAN-20260728-1c7edbde688cef7b999c69b8,rating_lane_001,live,1,2026-07-29T01:52:16.295855+00:00,5.434869,success
CBSPAN-20260728-9eeb3aaf65da3a967004cb6b,rating_lane_001,live,1,2026-07-29T01:52:16.295858+00:00,5.629287,success
CBSPAN-20260728-e00d27b531a9d3c661c4c32d,rating_lane_001,live,1,2026-07-29T01:52:16.295861+00:00,5.564861,success
CBSPAN-20260728-17ed1b6e66db93978267b7b7,rating_lane_001,live,1,2026-07-29T01:52:16.295863+00:00,5.617658,success
CBSPAN-20260728-f76714ed87102b07eb305e80,rating_lane_001,live,1,2026-07-29T01:52:16.295866+00:00,5.515009,success
CBSPAN-20260728-e0f63ecb6b8ca924b817945d,rating_lane_001,live,1,2026-07-29T01:52:16.295869+00:00,5.410987,success
CBSPAN-20260728-940469fe74f8242b7e81ce23,rating_lane_001,live,1,2026-07-29T01:52:16.295872+00:00,6.213341,success
CBSPAN-20260728-d87f1866f14cfb0bd6ac5f32,rating_lane_001,live,1,2026-07-29T01:52:16.295875+00:00,6.595598,success
CBSPAN-20260728-9d9db513b2f9fe91eab1e82d,rating_lane_001,live,1,2026-07-29T01:52:16.295877+00:00,11.361210,success
CBSPAN-20260728-1fa670561199478e734cc819,rating_lane_001,live,1,2026-07-29T01:52:16.295880+00:00,8.051144,success
CBSPAN-20260728-25cc556021571a211aa5e8b4,rating_lane_001,live,1,2026-07-29T01:52:16.295883+00:00,8.260845,success
CBSPAN-20260728-da38a04f811bcc26150e2132,rating_lane_001,live,1,2026-07-29T01:52:16.295885+00:00,8.005687,success
CBSPAN-20260728-c13e01b79fa657b88765a4d1,rating_lane_001,live,1,2026-07-29T01:52:16.295888+00:00,8.368619,success
CBSPAN-20260728-b7ab1d41ef8ab403bb02c1e2,rating_lane_001,live,1,2026-07-29T01:52:16.295890+00:00,8.638265,success
CBSPAN-20260728-e890c0dbf5a6414684e969df,rating_lane_001,live,1,2026-07-29T01:52:16.295893+00:00,8.448426,success
CBSPAN-20260728-bd6ca3517808da438bcbcd79,rating_lane_001,live,1,2026-07-29T01:52:16.295896+00:00,9.836995,success
CBSPAN-20260728-08e35d2256ae9f392c36580b,rating_lane_001,live,1,2026-07-29T01:52:16.295899+00:00,10.220789,success
CBSPAN-20260728-5c06357503ed08fcf57ea3ce,rating_lane_001,live,1,2026-07-29T01:52:16.295901+00:00,10.259780,success
CBSPAN-20260728-51b0b809e6c06e0746bc749f,rating_lane_001,live,1,2026-07-29T01:52:16.295903+00:00,11.468237,success
CBSPAN-20260728-6e52457e276becd695c374e1,rating_lane_001,live,1,2026-07-29T01:52:16.295906+00:00,10.276586,success
CBSPAN-20260728-398930ea2169a95902cb0236,rating_lane_001,live,1,2026-07-29T01:52:16.295908+00:00,10.481564,success
CBSPAN-20260728-0a3de6e7cbecdf0913126709,rating_lane_001,live,1,2026-07-29T01:52:16.295911+00:00,11.173403,success
CBSPAN-20260728-c8b69302497d943d172379db,rating_lane_001,live,1,2026-07-29T01:52:16.295913+00:00,12.889211,success
CBSPAN-20260728-93435a49bdd27256b56b0611,rating_lane_001,live,1,2026-07-29T01:52:29.199532+00:00,3.521508,success
CBSPAN-20260728-ce5b35551beb9d5114b42ae0,rating_lane_001,live,1,2026-07-29T01:52:29.199562+00:00,3.299705,success
CBSPAN-20260728-03a9f9bc7f28d96e38bc0eae,rating_lane_001,live,1,2026-07-29T01:52:29.199573+00:00,1.989133,success
CBSPAN-20260728-e3a7ebfd786728161ae76fd4,rating_lane_001,live,1,2026-07-29T01:52:29.199581+00:00,2.282423,success
CBSPAN-20260728-27cca31f1eb62a934c6dbf55,rating_lane_001,live,1,2026-07-29T01:52:29.199588+00:00,2.010684,success
CBSPAN-20260728-fbdd0923213fae4a73002bb2,rating_lane_001,live,1,2026-07-29T01:52:29.199594+00:00,2.717376,success
CBSPAN-20260728-1e377e34347a48b15f12e6e2,rating_lane_001,live,1,2026-07-29T01:52:29.199601+00:00,2.699162,success
CBSPAN-20260728-c099eab63c18d38bbb51202f,rating_lane_001,live,1,2026-07-29T01:52:29.199666+00:00,2.064372,success
CBSPAN-20260728-6766b6c75ea7f5b277547b0f,rating_lane_001,live,1,2026-07-29T01:52:29.199673+00:00,4.570521,success
CBSPAN-20260728-90fc598fd8ade7427b7ea60f,rating_lane_001,live,1,2026-07-29T01:52:29.199677+00:00,4.617640,success
CBSPAN-20260728-d45978597eae48220eb61d01,rating_lane_001,live,1,2026-07-29T01:52:29.199678+00:00,4.376145,success
CBSPAN-20260728-40f71c737c0d95b479c273c8,rating_lane_001,live,1,2026-07-29T01:52:29.199680+00:00,5.550656,success
CBSPAN-20260728-4211e7cf1f144a673d3e98e3,rating_lane_001,live,1,2026-07-29T01:52:29.199682+00:00,4.479850,success
CBSPAN-20260728-716092cd3e07ff6bbdf3489f,rating_lane_001,live,1,2026-07-29T01:52:29.199684+00:00,5.050518,success
CBSPAN-20260728-d309536d85ad28b28fb67b95,rating_lane_001,live,1,2026-07-29T01:52:29.199685+00:00,7.548031,success
