verification_row_id,verification_lane_id,verification_lane_sequence,candidate_id,scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,canonical_review_locator,canonical_locator_before_verification,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,sanitized_snippet,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,candidate_quality_tier,discovery_run_id,lane_completed_at,review_score,review_score_reasons,primary_bucket,priority_bucket,prior_duplicate_source,cba_non_cba_hint,review_method,verification_status,http_status_code,final_url_or_locator,final_canonical_locator,redirect_count,content_type,content_length_header,verification_method,verification_attempt_count,verification_started_at,verification_completed_at,error_class,error_message_redacted,pre_duplicate_verification_status,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,review_candidate_id,target_id,municipality_id,original_locator_or_url,source_family_query_family,mechanism_source_family_hints,review_rationale,review_confidence,duplicate_suppression_status,candidate_review_lane_id,live_scout_lane_id,lineage,duplicate_of_verification_id
RMV-20260801-03231,verification_lane_005,107,BRM5C-BRM5-20260731-18523-02,BRM5C-BRM5-20260731-18523-02,BRM5-20260731-18523,scout_lane_005,,,NC,South,Creswell,Washington County (37187; primary),unclear,unclear,,unclear (minutes archive; wage/plans operative text not confirmed),The Town of Creswell Minutes (Commissioners Meeting Minutes Archive; landing page),https://townofcreswell.com/minutes,townofcreswell.com,https://townofcreswell.com/minutes,https://townofcreswell.com/minutes,https://townofcreswell.com/minutes,agenda_packet_or_minutes,agenda_cover_sheet,high,,Agenda/minutes packets are a common place where pay-related ordinances or approvals are reflected (context pathway to qualifying wage-setting documents).,agenda_minutes_packet,,,,medium_candidate,,,3.0,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-18523-02,BRM5-20260731-18523,cog_2025_171309,https://townofcreswell.com/minutes,agenda_minutes_packet,,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_005,scout_lane_005,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-18523,
RMV-20260801-03232,verification_lane_005,108,BRM5C-BRM5-20260731-17941-01,BRM5C-BRM5-20260731-17941-01,BRM5-20260731-17941,scout_lane_005,,,NY,Northeast,Greig,Lewis County (36049; primary),non_safety,non_safety,Teamsters Union,"3-year contract starting January 1, 2025 (end year not stated in visible evidence)","Town Board Regular Meeting minutes (Union negotiations; Teamster 3-year contract starting Jan 1, 2025)",https://townofgreig.gov/application/files/9117/4050/8328/2024-12_Regular_Meeting_2.pdf,townofgreig.gov,https://townofgreig.gov/application/files/9117/4050/8328/2024-12_Regular_Meeting_2.pdf,https://townofgreig.gov/application/files/9117/4050/8328/2024-12_Regular_Meeting_2.pdf,https://townofgreig.gov/application/files/9117/4050/8328/2024-12_Regular_Meeting_2.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,"Indicates an executed/approved town employment labor agreement (non-safety: highway/equipment operators) with a start date and wage increase, potentially containing COLA/wage grid terms in the underlying agreement.",wage_salary_schedule,,,,medium_candidate,,,4.0,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-17941-01,BRM5-20260731-17941,cog_2025_170862,https://townofgreig.gov/application/files/9117/4050/8328/2024-12_Regular_Meeting_2.pdf,wage_salary_schedule,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_004,scout_lane_005,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-17941,
RMV-20260801-03233,verification_lane_005,109,BRM5C-BRM5-20260731-14217-01,BRM5C-BRM5-20260731-14217-01,BRM5-20260731-14217,scout_lane_004,,,NY,Northeast,LaFayette,Onondaga County (36067; primary),non_safety,non_safety,,2025 (references 2025 Town Budget; includes hourly rates listed for named town positions),"January 14th, 2025 LaFayette Town Board Organizational Meeting Minutes (R-4-25: Resolution fixing salaries and payment schedules...)",https://www.townoflafayette.com/uploads/2/5/1/4/25140650/1_jan_14_organ._mtg_min_final..pdf,townoflafayette.com,https://townoflafayette.com/uploads/2/5/1/4/25140650/1_jan_14_organ._mtg_min_final..pdf,https://townoflafayette.com/uploads/2/5/1/4/25140650/1_jan_14_organ._mtg_min_final..pdf,https://townoflafayette.com/uploads/2/5/1/4/25140650/1_jan_14_organ._mtg_min_final..pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,"Provides municipally set compensation/pay rates for ordinary town positions (non-sworn safety/general municipal), which can support a non_safety wage-cycle anchor if confirmed against the executed wage-setting instrument.",salary_pay_ordinance,,,,medium_candidate,,,3.54,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-14217-01,BRM5-20260731-14217,cog_2025_170915,https://www.townoflafayette.com/uploads/2/5/1/4/25140650/1_jan_14_organ._mtg_min_final..pdf,salary_pay_ordinance,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_002,scout_lane_004,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-14217,
RMV-20260801-03234,verification_lane_005,110,BRM5C-BRM5-20260731-09560-01,BRM5C-BRM5-20260731-09560-01,BRM5-20260731-09560,scout_lane_003,,,ND,Midwest,Turtle Lake,McLean County (38055; primary),unknown,unknown,,unclear,Agendas (City of Turtle Lake City Commission),https://turtlelakend.org/agendas,turtlelakend.org,https://turtlelakend.org/agendas,https://turtlelakend.org/agendas,https://turtlelakend.org/agendas,agenda_packet_or_minutes,agenda_cover_sheet,high,,Provides official access to meeting agendas where salary/wage resolutions or compensation items may be listed.,civil_service_hr,,,,medium_candidate,,,2.92,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-09560-01,BRM5-20260731-09560,cog_2025_171898,https://turtlelakend.org/agendas,civil_service_hr,,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_004,scout_lane_003,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-09560,
RMV-20260801-03235,verification_lane_005,111,BRM5C-BRM5-20260731-10520-02,BRM5C-BRM5-20260731-10520-02,BRM5-20260731-10520,scout_lane_003,,,NY,Northeast,Otsego,Otsego County (36077; primary),non_safety,non_safety,CSEA (referenced as “CSEA contract”),unclear,"Microsoft Word - MIN-.MAR.12.14.doc (Minutes, March 12, 2014)",https://townofotsegony.gov/Minutes/031214.pdf,townofotsegony.gov,https://townofotsegony.gov/Minutes/031214.pdf,https://townofotsegony.gov/Minutes/031214.pdf,https://townofotsegony.gov/Minutes/031214.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,"Provides historical evidence that the Town Board negotiated/discussed a CSEA contract, potentially relevant to identifying the Town’s authoritative civilian wage setting or attachments.",civil_service_hr,,,,low_candidate,,,3.54,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-10520-02,BRM5-20260731-10520,cog_2025_170954,https://townofotsegony.gov/Minutes/031214.pdf,civil_service_hr,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_003,scout_lane_003,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-10520,
RMV-20260801-03236,verification_lane_005,112,BRM5C-BRM5-20260731-06686-01,BRM5C-BRM5-20260731-06686-01,BRM5-20260731-06686,scout_lane_002,,,NY,Northeast,Chaumont,Jefferson County (36045; primary),non_safety,non_safety,,unclear,Minutes of the Monthly Meeting of the Board of Trustees (includes Resolution No. 29: increase DPW laborer hourly rate),https://www.villageofchaumont.gov/uploads/8/7/5/2/87520606/board_meeting_minutes_november_21_2023.pdf,villageofchaumont.gov,https://villageofchaumont.gov/uploads/8/7/5/2/87520606/board_meeting_minutes_november_21_2023.pdf,https://villageofchaumont.gov/uploads/8/7/5/2/87520606/board_meeting_minutes_november_21_2023.pdf,https://villageofchaumont.gov/uploads/8/7/5/2/87520606/board_meeting_minutes_november_21_2023.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,Provides a municipal wage-rate adjustment for a DPW laborer (non-safety/ordinary municipal labor).,civil_service_hr,,,,medium_candidate,,,3.62,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-06686-01,BRM5-20260731-06686,cog_2025_109513,https://www.villageofchaumont.gov/uploads/8/7/5/2/87520606/board_meeting_minutes_november_21_2023.pdf,civil_service_hr,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_005,scout_lane_002,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-06686,
RMV-20260801-03237,verification_lane_005,113,BRM5C-BRM5-20260731-02128-02,BRM5C-BRM5-20260731-02128-02,BRM5-20260731-02128,scout_lane_001,,,NE,Midwest,Grant,Gage County (31067; primary),unclear,unclear,,"October 1, 2025 through September 30, 2026 (operative period stated; wage tables not shown in minutes)","Council Minutes — August 12, 2025 (First Reading of Ordinance No. 25-08-01: Compensation of All Officers and Employees; FY Oct 1, 2025–Sep 30, 2026)",https://grantnebraska.socs.net/vnews/display.v/ART/68b1c0eeca693,grantnebraska.socs.net,https://grantnebraska.socs.net/vnews/display.v/ART/68b1c0eeca693,https://grantnebraska.socs.net/vnews/display.v/ART/68b1c0eeca693,https://grantnebraska.socs.net/vnews/display.v/ART/68b1c0eeca693,agenda_packet_or_minutes,meeting_minutes,high,fiscal_constraint_signal,Provides additional municipal-labor-source discovery context for Ordinance No. 25-08-01 that governs officer/employee compensation for the target fiscal-year window.,salary_pay_ordinance,,,,medium_candidate,,,3.12,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-02128-02,BRM5-20260731-02128,cog_2025_186438,https://grantnebraska.socs.net/vnews/display.v/ART/68b1c0eeca693,salary_pay_ordinance,fiscal_constraint_signal,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_005,scout_lane_001,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-02128,
RMV-20260801-03238,verification_lane_005,114,BRM5C-BRM5-20260731-10517-01,BRM5C-BRM5-20260731-10517-01,BRM5-20260731-10517,scout_lane_003,,,NY,Northeast,Odessa,Schuyler County (36097; primary),non_safety,non_safety,,unclear,2025 Meeting Minutes (PDF; includes Village Board resolutions such as “SALARY INCREASE FOR CLERK-TREASURER”),https://www.schuylercountyny.gov/DocumentCenter/View/14650/2025-Meeting-Minutes,schuylercountyny.gov,https://schuylercountyny.gov/DocumentCenter/View/14650/2025-Meeting-Minutes,https://schuylercountyny.gov/DocumentCenter/View/14650/2025-Meeting-Minutes,https://schuylercountyny.gov/DocumentCenter/View/14650/2025-Meeting-Minutes,agenda_packet_or_minutes,meeting_minutes,high,strike_or_no_strike_constraint;non_safety_constraint_signal,"Municipal board action appears to set/increase compensation for a non-safety municipal official/employee role (potential wage-setting comparator, but not established as a bargaining settlement/CBA).",budget_pay_plan,,,,low_candidate,,,3.81,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-10517-01,BRM5-20260731-10517,cog_2025_208852,https://www.schuylercountyny.gov/DocumentCenter/View/14650/2025-Meeting-Minutes,budget_pay_plan,strike_or_no_strike_constraint;non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_003,scout_lane_003,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-10517,
RMV-20260801-03239,verification_lane_005,115,BRM5C-BRM5-20260731-06636-01,BRM5C-BRM5-20260731-06636-01,BRM5-20260731-06636,scout_lane_002,,,NJ,Northeast,Bass River,Burlington County (34005; primary),non_safety,non_safety,,"2021 calendar year (effective March 1, 2021 for at least one listed position)",Minutes (incl. Resolution 2021-22) — A Resolution Setting the Annual Salary and Hourly Pay Rates for the 2021 Calendar Year for Certain Officers and Employees of the Township of Bass River,https://bassriver-nj.org/site_files/Commission/Agenda_Minutes/2021/february_1_2021_minutes.pdf,bassriver-nj.org,https://bassriver-nj.org/site_files/Commission/Agenda_Minutes/2021/february_1_2021_minutes.pdf,https://bassriver-nj.org/site_files/Commission/Agenda_Minutes/2021/february_1_2021_minutes.pdf,https://bassriver-nj.org/site_files/Commission/Agenda_Minutes/2021/february_1_2021_minutes.pdf,agenda_packet_or_minutes,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,Provides an official municipal pay-rate setting instrument (annual salary/hourly pay rates) for non-safety/ordinary municipal personnel.,compensation_classification_plan,,,,medium_candidate,,,3.08,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-06636-01,BRM5-20260731-06636,cog_2025_170259,https://bassriver-nj.org/site_files/Commission/Agenda_Minutes/2021/february_1_2021_minutes.pdf,compensation_classification_plan,non_safety_constraint_signal,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_001,scout_lane_002,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-06636,
RMV-20260801-03240,verification_lane_005,116,BRM5C-BRM5-20260731-05956-02,BRM5C-BRM5-20260731-05956-02,BRM5-20260731-05956,scout_lane_002,,,OH,Midwest,Burbank,Wayne County (39169; primary),police,police,,unclear,"Village of Burbank Organizational & Regular Meeting Minutes — January 4, 2024 (Creston Police contract billing rates; patrol coverage discussion)",https://villageofburbankohio.com/wp-content/uploads/2024/06/Meeting-Minutes-01-04-2024.pdf,villageofburbankohio.com,https://villageofburbankohio.com/wp-content/uploads/2024/06/Meeting-Minutes-01-04-2024.pdf,https://villageofburbankohio.com/wp-content/uploads/2024/06/Meeting-Minutes-01-04-2024.pdf,https://villageofburbankohio.com/wp-content/uploads/2024/06/Meeting-Minutes-01-04-2024.pdf,agenda_packet_or_minutes,meeting_minutes,high,strike_or_no_strike_constraint,"May identify the counterpart (e.g., Creston Police) and/or the existence of a separate police contract document with operative compensation terms.",arbitration_factfinding_labor_relations,,,,medium_candidate,,,3.77,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,cba_arbitration_factfinding_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-05956-02,BRM5-20260731-05956,cog_2025_172664,https://villageofburbankohio.com/wp-content/uploads/2024/06/Meeting-Minutes-01-04-2024.pdf,arbitration_factfinding_labor_relations,strike_or_no_strike_constraint,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_002,scout_lane_002,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-05956,
RMV-20260801-03241,verification_lane_005,117,BRM5C-BRM5-20260731-13464-01,BRM5C-BRM5-20260731-13464-01,BRM5-20260731-13464,scout_lane_004,,,OH,Midwest,Cuyahoga Heights,Cuyahoga County (39035; primary),police,police,"Fraternal Order of Police (FOP), Lodge 67","January 1, 2026 through December 31, 2028","Resolution No. 2025-57 (authorizing collective bargaining agreement with Fraternal Order of Police, Lodge 67)",https://www.cuyahogaheights.gov/wp-content/uploads/2025/10/September-10-2025-Council-Meeting-Minutes.pdf,cuyahogaheights.gov,https://cuyahogaheights.gov/wp-content/uploads/2025/10/September-10-2025-Council-Meeting-Minutes.pdf,https://cuyahogaheights.gov/wp-content/uploads/2025/10/September-10-2025-Council-Meeting-Minutes.pdf,https://cuyahogaheights.gov/wp-content/uploads/2025/10/September-10-2025-Council-Meeting-Minutes.pdf,agenda_packet_or_minutes,agenda_cover_sheet,high,,Indicates the binding police bargaining period for the City/Village’s safety personnel wage/compensation setting cycle (2026–2028).,personnel_policy,,,,medium_candidate,,,3.54,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-13464-01,BRM5-20260731-13464,cog_2025_211416,https://www.cuyahogaheights.gov/wp-content/uploads/2025/10/September-10-2025-Council-Meeting-Minutes.pdf,personnel_policy,,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_003,scout_lane_004,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-13464,
RMV-20260801-03242,verification_lane_005,118,BRM5C-BRM5-20260731-14307-01,BRM5C-BRM5-20260731-14307-01,BRM5-20260731-14307,scout_lane_004,,,NY,Northeast,Varick,Seneca County (36099; primary),non_safety,non_safety,,unclear,"Town Board October 3, 2023 (includes note: “3% cost of living pay increase for employees”)",https://varickny.gov/2023/11/02/town-board-october-3-2023/,varickny.gov,https://varickny.gov/2023/11/02/town-board-october-3-2023,https://varickny.gov/2023/11/02/town-board-october-3-2023,https://varickny.gov/2023/11/02/town-board-october-3-2023,agenda_packet_or_minutes,agenda_cover_sheet,high,strike_or_no_strike_constraint,Provides a town-level COLA/CPI-like wage increase signal for municipal employees; useful only as mechanism context.,arbitration_factfinding_labor_relations,,,,low_candidate,,,3.46,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,cba_arbitration_factfinding_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-14307-01,BRM5-20260731-14307,cog_2025_109703,https://varickny.gov/2023/11/02/town-board-october-3-2023/,arbitration_factfinding_labor_relations,strike_or_no_strike_constraint,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_003,scout_lane_004,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-14307,
RMV-20260801-03243,verification_lane_005,119,BRM5C-BRM5-20260731-02373-01,BRM5C-BRM5-20260731-02373-01,BRM5-20260731-02373,scout_lane_001,,,OH,Midwest,Perry,Morrow County (39117; primary),unclear,unclear,,unclear,Council Minutes – Village of Perry Ohio,https://perryvillageohio.com/council-minutes/,perryvillageohio.com,https://perryvillageohio.com/council-minutes,https://perryvillageohio.com/council-minutes,https://perryvillageohio.com/council-minutes,agenda_packet_or_minutes,meeting_minutes,high,,Municipal council minutes can include wage/compensation approvals that sometimes reference retroactive implementation.,agenda_minutes_packet,,,,medium_candidate,,,3.42,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-02373-01,BRM5-20260731-02373,cog_2025_173099,https://perryvillageohio.com/council-minutes/,agenda_minutes_packet,,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_002,scout_lane_001,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-02373,
RMV-20260801-03244,verification_lane_005,120,BRM5C-BRM5-20260731-09787-04,BRM5C-BRM5-20260731-09787-04,BRM5-20260731-09787,scout_lane_003,,,OH,Midwest,Lake,Ashland County (39005; primary),unclear,unclear,,unclear,MINUTES OF THE REGULAR MEETING (includes ordinance approving wage increases and references retroactive pay),https://www.avonlake.org/files/agenda-minutes/2023/11/11-27-23.pdf,avonlake.org,https://avonlake.org/files/agenda-minutes/2023/11/11-27-23.pdf,https://avonlake.org/files/agenda-minutes/2023/11/11-27-23.pdf,https://avonlake.org/files/agenda-minutes/2023/11/11-27-23.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,May document retroactive wage implementation effective dates for non-police/non-fire municipal civilian employees via council action.,personnel_policy,,,,low_candidate,,,3.54,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-09787-04,BRM5-20260731-09787,cog_2025_132553,https://www.avonlake.org/files/agenda-minutes/2023/11/11-27-23.pdf,personnel_policy,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_005,scout_lane_003,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-09787,
RMV-20260801-03245,verification_lane_005,121,BRM5C-BRM5-20260731-02963-01,BRM5C-BRM5-20260731-02963-01,BRM5-20260731-02963,scout_lane_001,,,NY,Northeast,DeRuyter,Madison County (36053; primary),unclear,unclear,,unclear,"Village of DeRuyter minutes (Regular Meeting) — April 10, 2024",https://deruyter.gov/wp-content/uploads/2025/06/Minutes-April-10-2024-1.pdf,deruyter.gov,https://deruyter.gov/wp-content/uploads/2025/06/Minutes-April-10-2024-1.pdf,https://deruyter.gov/wp-content/uploads/2025/06/Minutes-April-10-2024-1.pdf,https://deruyter.gov/wp-content/uploads/2025/06/Minutes-April-10-2024-1.pdf,agenda_packet_or_minutes,context_only,high,,"Identifies that a labor contract and a fire protection contract exist/are up for renewal, suggesting where binding wage terms might be located.",local_pay_policy_payroll,,,,medium_candidate,,,2.85,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-02963-01,BRM5-20260731-02963,cog_2025_131380,https://deruyter.gov/wp-content/uploads/2025/06/Minutes-April-10-2024-1.pdf,local_pay_policy_payroll,,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_001,scout_lane_001,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-02963,
RMV-20260801-03246,verification_lane_005,122,BRM5C-BRM5-20260731-17263-02,BRM5C-BRM5-20260731-17263-02,BRM5-20260731-17263,scout_lane_005,,,OH,Midwest,Jefferson,Clinton County (39027; primary),non_safety,non_safety,,unclear,"Village of Jefferson Council Meeting packet (October 20, 2025)",https://jeffersonohio.gov/wp-content/uploads/2025/11/Council-Meeting-October-20-2025.pdf,jeffersonohio.gov,https://jeffersonohio.gov/wp-content/uploads/2025/11/Council-Meeting-October-20-2025.pdf,https://jeffersonohio.gov/wp-content/uploads/2025/11/Council-Meeting-October-20-2025.pdf,https://jeffersonohio.gov/wp-content/uploads/2025/11/Council-Meeting-October-20-2025.pdf,agenda_packet_or_minutes,agenda_cover_sheet,high,non_safety_constraint_signal,Shows municipal council packet materials that may point to wage ordinance language affecting civilian/non-safety compensation.,agenda_minutes_packet,,,,low_candidate,,,3.54,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,verification_not_run,,,,,,,HEAD,0,,,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-17263-02,BRM5-20260731-17263,cog_2025_193898,https://jeffersonohio.gov/wp-content/uploads/2025/11/Council-Meeting-October-20-2025.pdf,agenda_minutes_packet,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_001,scout_lane_005,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-17263,
