growth_record_id,evidence_route,normalized_record_id,codified_record_id,rating_id,span_id,municipality,state,region,source_family,unit_or_group,unit_type,occupation_or_classification,effective_period,effective_year,source_reported_growth_value,growth_value_type,pay_basis,base_or_non_base,primary_growth_mechanism,secondary_growth_mechanisms,mechanism_cluster,mechanism_confidence,confidence_score,municipality_cycle_key,unit_cycle_key,raw_value_text,raw_span_text,raw_values_preserved,growth_rate_eligible,dashboard_default_eligible,exclusion_or_caveat,final_locator
B4X2500GROWTHSRC-2d92605fecc00b9379a6,source_reported_growth_rate,B4X2500NORM-d7926404002af8b6dcb0527a,B4X2500COD-20260730-b4fe589b5c59a5551df91f69,B4X2500-RATING-20260730-ecdd6c213b025e74700d9719,B4X2500SPAN-20260730-ee44a8f3910295c2330f5ada,Madison,OH,Midwest,cba,fire,fire,fire,2015,2015,15.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""implementation_retroactivity""]",timing_implementation,high,0.45,OH|madison|2015,OH|madison|2015|fire|fire,15%,"Effective January 1, 2015, employees will be responsible to pay 15% of their",True,False,False,percentage_or_amount_is_not_recurring_wage_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-01-0055.pdf
B4X2500GROWTHSRC-d2c74533e127d8577357,source_reported_growth_rate,B4X2500NORM-03f22c784ecdfb3a35aa3162,B4X2500COD-20260730-df9431ca88e774e08a31b371,B4X2500-RATING-20260730-655e44c50b3bbff0ce7748e1,B4X2500SPAN-20260730-d079c0043a4800b97456fc89,Condon,OR,West,wage_schedule,unresolved_unit,unclear,unknown,2015,2015,2.0,COLA_CPI,percentage,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.45,OR|condon|2015,OR|condon|2015|unresolved_unit|unknown,2%,Councilor Jamieson asked if the CPI was higher than 2%,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://cityofcondon.com/wp-content/uploads/2015/10/2015-10-07-Minutes.pdf
B4X2500GROWTHSRC-28189182dc61bb11fcbe,source_reported_growth_rate,B4X2500NORM-5c576c6b6780cc8f29014d03,B4X2500COD-20260730-63b03678a581a021fee0c08d,B4X2500-RATING-20260730-2d63d1d4cbbcc3eff2d2fe79,B4X2500SPAN-20260730-596d95de81ba0f5895077016,Mountain Village,CO,West,other_local_government_pay_policy,police,police,police,2016,2016,6.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,CO|mountain_village|2016,CO|mountain_village|2016|police|police,19%; 6%,deductibles and maximum out of pocket for employees but reduced our premiums from a 19% increase to a 6% increase.,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://townofmountainvillage.com/site/assets/files/26197/february-11-2016-town-council-meeting-packet.pdf
B4X2500GROWTHSRC-566f8933c8633c86a533,source_reported_growth_rate,B4X2500NORM-31cbd97fb634dd341e5ca051,B4X2500COD-20260730-83c96356f69682598955d78b,B4X2500-RATING-20260730-5b8de2e362322ad51f4ac80f,B4X2500SPAN-20260730-e3d7398ebcd20f62c5b1fd95,Mountain Village,CO,West,other_local_government_pay_policy,police,police,police,2016,2016,6.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,CO|mountain_village|2016,CO|mountain_village|2016|police|police,19%; 6%,deductibles and maximum out of pocket for employees but reduced our premiums from a 19% increase to a 6%,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://townofmountainvillage.com/site/assets/files/26197/february-11-2016-town-council-meeting-packet.pdf
B4X2500GROWTHSRC-a79efc2fe2e552ec0beb,source_reported_growth_rate,B4X2500NORM-25b280794ac47bb12e782f22,B4X2500COD-20260730-6b8e02260489a110897cedec,B4X2500-RATING-20260730-4125eba12bb2b463353cb3f1,B4X2500SPAN-20260730-960ec306cad1d7a998541dc8,Mountain Village,CO,West,budget_or_pay_plan,unresolved_unit,unclear,unknown,2016,2016,4.5,COLA_CPI,percentage,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.72,CO|mountain_village|2016,CO|mountain_village|2016|unresolved_unit|unknown,4.5%,Frisco: 4.5% No COLA,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://townofmountainvillage.com/site/assets/files/26152/august-20-2015-town-council-packet.pdf
B4X2500GROWTHSRC-acdee73cb77be31b3cab,source_reported_growth_rate,B4X2500NORM-5bc2568ecf182a68b147b4c6,B4X2500COD-20260730-4243f9fdcafa2f32eddd8fd6,B4X2500-RATING-20260730-c561fca46be078e75b59a55b,B4X2500SPAN-20260730-807057da78df8b4c84279905,Boiling Springs,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2016,2016,3.0,percentage_raise,percentage,base,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.72,NC|boiling_springs|2016,NC|boiling_springs|2016|unresolved_unit|unknown,3%,up to 3% increases in base salary.,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://boilingspringsnc.gov/ArchiveCenter/ViewFile/Item/49
B4X2500GROWTHSRC-a6d0bf13cc12879c12b6,source_reported_growth_rate,B4X2500NORM-17f0f990f4ccfdfabb5458bb,B4X2500COD-20260730-6aa6188c6456f85d40aa4c8d,B4X2500-RATING-20260730-3d4f7a9410a0c211487ad6df,B4X2500SPAN-20260730-f1d0c6cf36249e0ec6db66be,Nimishillen,OH,Midwest,cba,public_works,non_safety,public_works,2016,2016,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,OH|nimishillen|2016,OH|nimishillen|2016|public_works|public_works,2%,"1, 2016: The Road Department employees will receive 2% increase.",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-06-0631.pdf
B4X2500GROWTHSRC-3757bd753c974750d344,source_reported_growth_rate,B4X2500NORM-c05a8ee60d490e13f28c5cd4,B4X2500COD-20260730-95ec921be4483cb5ad2f0403,B4X2500-RATING-20260730-bf8e0183f421ecb62adc8c8b,B4X2500SPAN-20260730-bb397e7ccb0b2a4b38ecbc72,Olmsted,OH,Midwest,factfinding_report,fire,fire,fire,2016,2016,3.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,OH|olmsted|2016,OH|olmsted|2016|fire|fire,3%; 3%; 2%,"The Township proposes a 3% wage increase effective January 1, 2016, a 3% wage increase effective January 1, 2017, and a 2% wage increase effective January 1, 2018.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2015/15-MED-07-0641.pdf
B4X2500GROWTHSRC-ce43e04ef804ac1ab563,source_reported_growth_rate,B4X2500NORM-b58cf7c61c2b23081f62de72,B4X2500COD-20260730-e94b79c37bb7f4eae577c58c,B4X2500-RATING-20260730-abcfeb874cb0924cff3273e2,B4X2500SPAN-20260730-0ceb12648676bcb28860212a,Olmsted,OH,Midwest,factfinding_report,fire,fire,fire,2016,2016,3.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,OH|olmsted|2016,OH|olmsted|2016|fire|fire,3%; 3%,"The Township proposes a 3% wage increase effective January 1, 2016, a 3% wage",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2015/15-MED-07-0641.pdf
B4X2500GROWTHSRC-7a8b09644291879d2dfb,source_reported_growth_rate,B4X2500NORM-5db5ecf370bc83ebcd10a698,B4X2500COD-20260730-13c26ccce2bca3e5ef4edede,B4X2500-RATING-20260730-224d32da8143f83152d39352,B4X2500SPAN-20260730-e66ac2fc47b9e57d0cf1eb11,East Dundee,IL,Midwest,wage_schedule,police,police,police,2017,2017,2.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.9,IL|east_dundee|2017,IL|east_dundee|2017|police|police,2.5%,wage rates across-the-board shall increase by 2.5%.,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://cms9files.revize.com/eastdundeeil/res1018.pdf
B4X2500GROWTHSRC-c528637567a3c5e18877,source_reported_growth_rate,B4X2500NORM-87f8cae10217643fb37c8a59,B4X2500COD-20260730-e63a662d71d094508eb9aaf5,B4X2500-RATING-20260730-21b76551cfb5fbdde7cbf9f1,B4X2500SPAN-20260730-05b5a96d05d7af6f34429230,East Dundee,IL,Midwest,wage_schedule,police,police,police,2017,2017,2.25,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise"", ""implementation_retroactivity""]",timing_implementation,high,0.9,IL|east_dundee|2017,IL|east_dundee|2017|police|police,2.25%,"Effective May 1, 2017, wage rates across-the-board shall increase by 2.25%.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://cms9files.revize.com/eastdundeeil/res1018.pdf
B4X2500GROWTHSRC-da27430bf1b72ccff0f2,source_reported_growth_rate,B4X2500NORM-498d59ba3bd045aa3e81ea1f,B4X2500COD-20260730-8772231ea346a38836493377,B4X2500-RATING-20260730-cab99dcab4bf17ae1c0e3dc3,B4X2500SPAN-20260730-af9ecf505e5e3f5f306bed16,East Dundee,IL,Midwest,wage_schedule,police,police,police,2017,2017,2.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,IL|east_dundee|2017,IL|east_dundee|2017|police|police,2.5%,the-board shall increase by 2.5%.,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://cms9files.revize.com/eastdundeeil/res1018.pdf
B4X2500GROWTHSRC-ea408fdf5d43fc13e191,source_reported_growth_rate,B4X2500NORM-8db16480f443b5f5a3a75770,B4X2500COD-20260730-90fc2e78d120461eea63f207,B4X2500-RATING-20260730-7ec83788bf02894cb069f603,B4X2500SPAN-20260730-b8fa3ab66c08013412ee130e,Tolono,IL,Midwest,agenda_packet_or_minutes,police,police,police,2017-2019,2017,5.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,IL|tolono|2017,IL|tolono|2017|police|police,5%,"After some analysis was done, it is not going to be an increase of 5% like he",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://tolonoil.us/wp-content/uploads/2017/08/2017.08.01-minutes.pdf
B4X2500GROWTHSRC-0f4c71d7fba5f16c2973,source_reported_growth_rate,B4X2500NORM-b2eb6307a3749e5d6bcb14ef,B4X2500COD-20260730-19c5f53d886a3812e09f4bb5,B4X2500-RATING-20260730-5b43dd4b05497d1f3106a930,B4X2500SPAN-20260730-1324d6a345b246084af6918b,Cassopolis,MI,Midwest,mou_or_memorandum,police,police,police,2017,2017,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,MI|cassopolis|2017,MI|cassopolis|2017|police|police,2%,"2% increase for 4 years, 2017, 2018;",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://poam.net/signed-and-sealed/signed-and-sealed-2017
B4X2500GROWTHSRC-18a1486988e3105aa62f,source_reported_growth_rate,B4X2500NORM-26cea2a765bd438c747cc8b4,B4X2500COD-20260730-df24aab9dada9294e3244998,B4X2500-RATING-20260730-c38a4b49a691d590b8c55706,B4X2500SPAN-20260730-9d2257ddff9d4d5fe1b742b6,Wadesboro,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2017,2017,0.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|wadesboro|2017,NC|wadesboro|2017|unresolved_unit|unknown,"$14,548.00; 0.5%","Budgeted expenditures for FY 2017-18 are proposed to increase by 0.5% ($14,548) in comparison to the FY",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf
B4X2500GROWTHSRC-7db6ffdf7b84da7e31c0,source_reported_growth_rate,B4X2500NORM-f33b12ef72cb16e989f5d73c,B4X2500COD-20260730-f67106b07496636bed459cb8,B4X2500-RATING-20260730-c7017afa20e12366739a31c4,B4X2500SPAN-20260730-e8218643fd3a1eb41521c452,Wadesboro,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2017,2017,3.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|wadesboro|2017,NC|wadesboro|2017|unresolved_unit|unknown,3%,This proposal includes a 3% increase to employees making more than,True,False,False,proposal_or_bargaining_context_not_confirmed_implemented_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf
B4X2500GROWTHSRC-85d7c305206af1b85076,source_reported_growth_rate,B4X2500NORM-0473c61d714d710effbef2bf,B4X2500COD-20260730-1eb9267726d4b6553a26f822,B4X2500-RATING-20260730-5fc5420ec2ba41b552dedbfc,B4X2500SPAN-20260730-ccdab2de0d8bdc5b38674ae0,Wadesboro,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2017,2017,0.4,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|wadesboro|2017,NC|wadesboro|2017|unresolved_unit|unknown,0.4%,"FY 2017-18, a 0.4% increase from the previous year.",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf
B4X2500GROWTHSRC-af19d6bad59ed32a13a4,source_reported_growth_rate,B4X2500NORM-0fa8e4727338a7fcfd68cbe7,B4X2500COD-20260730-c327b109418b1dbe5f1aa178,B4X2500-RATING-20260730-3a4063f7223a3006ee990f68,B4X2500SPAN-20260730-56982d283f99892d85b9b67a,Wadesboro,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2017,2017,2.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|wadesboro|2017,NC|wadesboro|2017|unresolved_unit|unknown,2.5%,The League projects the statewide annual distribution will increase by 2.5% in FY,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf
B4X2500GROWTHSRC-b96b93068ff0812dd46c,source_reported_growth_rate,B4X2500NORM-ea4f9da4d511380cebea081c,B4X2500COD-20260730-187df67f1924af0ff12d3c1d,B4X2500-RATING-20260730-7d130a4fba9b95ff22d3d195,B4X2500SPAN-20260730-09f051f476ae66d7a5d9ab7b,Wadesboro,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2017,2017,0.5,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|wadesboro|2017,NC|wadesboro|2017|unresolved_unit|unknown,"$14,548.00; 0.5%","Budgeted expenditures for FY 2017-18 are proposed to increase by 0.5% ($14,548) in comparison to the FY",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf
B4X2500GROWTHSRC-bfcdd12ebb681ea23181,source_reported_growth_rate,B4X2500NORM-5751430f8aba953101132c0d,B4X2500COD-20260730-ca01048010940d309a5a6121,B4X2500-RATING-20260730-2e3a95ab99086e2c5e008821,B4X2500SPAN-20260730-38e8562a3c12a7c36aa15264,Wadesboro,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2017,2017,3.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|wadesboro|2017,NC|wadesboro|2017|unresolved_unit|unknown,3%,average - 3% increase.,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf
B4X2500GROWTHSRC-b7b6a7136488eda6343e,source_reported_growth_rate,B4X2500NORM-021e12aed81c0607c8da1d26,B4X2500COD-20260730-b36c6dd1a57e56334c8083a4,B4X2500-RATING-20260730-9f38e7951648ca9110dbc3ea,B4X2500SPAN-20260730-333d258f4a4164cd82168ad7,Kenesaw,NE,Midwest,wage_schedule,clerical_admin,non_safety,clerical_admin,2017,2017,1.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NE|kenesaw|2017,NE|kenesaw|2017|clerical_admin|clerical_admin,1%,to approve the proposed additional 1% increase.,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://kenesaw.org/wp-content/uploads/September-2017.pdf
B4X2500GROWTHSRC-5361cca5dd9072fdc64a,source_reported_growth_rate,B4X2500NORM-844b4828853910c8e2da799c,B4X2500COD-20260730-5b8d72d6f6a2c596222b027d,B4X2500-RATING-20260730-a663c9124d44d25615a55255,B4X2500SPAN-20260730-96697a632fd0a43f27ca1bd8,Union,NE,Midwest,agenda_packet_or_minutes,unresolved_unit,unclear,unknown,2017,2017,1.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NE|union|2017,NE|union|2017|unresolved_unit|unknown,1%; 3.5%,Vidlak motioned to pass allowable growth increase of 1% for a total of 3.5%.,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://unionnebraska.com/index.php/village-office/minutes/413-village-of-union-meeting-minutes-2017-fy
B4X2500GROWTHSRC-0843948687e4cb03a13a,source_reported_growth_rate,B4X2500NORM-952e57ed4ba3bda2fca95ab4,B4X2500COD-20260730-6dca0b435518eb3701646a1e,B4X2500-RATING-20260730-c3786fb3ff269a938c0886f0,B4X2500SPAN-20260730-c7e483c96ad361c66fca888d,Warner,NH,Northeast,budget_or_pay_plan,unresolved_unit,unclear,unknown,2017,2017,1.0,COLA_CPI,percentage,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.72,NH|warner|2017,NH|warner|2017|unresolved_unit|unknown,1%,2014 Scale adjustment - 1% COLA Updated 02.03.2014,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://warnernh.gov/tow/HR/WS2017_MasterSpreadsheet.pdf
B4X2500GROWTHSRC-437e61d7759c33568d51,source_reported_growth_rate,B4X2500NORM-9b7b425bcd50a622887e1efc,B4X2500COD-20260730-2473406c5e0597ebacad948e,B4X2500-RATING-20260730-92398f07b1ce0645c3d53b6e,B4X2500SPAN-20260730-63652c37e3b23f4a2ec1de95,Warner,NH,Northeast,budget_or_pay_plan,unresolved_unit,unclear,unknown,2017,2017,6.0,COLA_CPI,unknown,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.72,NH|warner|2017,NH|warner|2017|unresolved_unit|unknown,,2013 Scale adjustment - .6% COLA,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://warnernh.gov/tow/HR/WS2017_MasterSpreadsheet.pdf
