annualization_assumption,annualized_growth_rate,base_or_non_base,caveats,codified_record_id,confidence_score,cycle_gap_years,dashboard_default_eligible,effective_period,effective_year,evidence_route,exclusion_or_caveat,final_locator,grade,growth_percent_for_averaging,growth_rate_eligible,growth_record_id,growth_value_type,later_cycle,later_normalized_record_id,later_span_id,later_value,match_tier,match_tier_label,mechanism_cluster,mechanism_confidence,municipality,municipality_cycle_key,normalized_record_id,occupation_or_classification,pay_basis,payband,percent_growth,position_schedule_label,primary_growth_mechanism,prior_cycle,prior_normalized_record_id,prior_span_id,prior_value,rank,rating_id,raw_later_span_text,raw_later_value_text,raw_prior_span_text,raw_prior_value_text,raw_span_text,raw_value_text,raw_values_preserved,region,secondary_growth_mechanisms,small_n_scope_warning,source_family,source_record_count,source_reported_growth_value,span_id,state,step,unit_cycle_key,unit_or_group,unit_type,value_difference
,,unclear,,B4X2500COD-20260730-b4fe589b5c59a5551df91f69,0.45,,False,2015,2015,source_reported_growth_rate,percentage_or_amount_is_not_recurring_wage_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-01-0055.pdf,,,False,B4X2500GROWTHSRC-2d92605fecc00b9379a6,percentage_raise,,,,,,,timing_implementation,high,Madison,OH|madison|2015,B4X2500NORM-d7926404002af8b6dcb0527a,fire,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-ecdd6c213b025e74700d9719,,,,,"Effective January 1, 2015, employees will be responsible to pay 15% of their",15%,True,Midwest,"[""implementation_retroactivity""]",,cba,,15.0,B4X2500SPAN-20260730-ee44a8f3910295c2330f5ada,OH,,OH|madison|2015|fire|fire,fire,fire,
,,unclear,,B4X2500COD-20260730-df9431ca88e774e08a31b371,0.45,,False,2015,2015,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://cityofcondon.com/wp-content/uploads/2015/10/2015-10-07-Minutes.pdf,,,False,B4X2500GROWTHSRC-d2c74533e127d8577357,COLA_CPI,,,,,,,automatic_wage_growth,high,Condon,OR|condon|2015,B4X2500NORM-03f22c784ecdfb3a35aa3162,unknown,percentage,,,,COLA_CPI,,,,,,B4X2500-RATING-20260730-655e44c50b3bbff0ce7748e1,,,,,Councilor Jamieson asked if the CPI was higher than 2%,2%,True,West,"[""automatic_raise""]",,wage_schedule,,2.0,B4X2500SPAN-20260730-d079c0043a4800b97456fc89,OR,,OR|condon|2015|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-63b03678a581a021fee0c08d,0.45,,False,2016,2016,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://townofmountainvillage.com/site/assets/files/26197/february-11-2016-town-council-meeting-packet.pdf,,,False,B4X2500GROWTHSRC-28189182dc61bb11fcbe,percentage_raise,,,,,,,automatic_wage_growth,high,Mountain Village,CO|mountain_village|2016,B4X2500NORM-5c576c6b6780cc8f29014d03,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-2d63d1d4cbbcc3eff2d2fe79,,,,,deductibles and maximum out of pocket for employees but reduced our premiums from a 19% increase to a 6% increase.,19%; 6%,True,West,"[""automatic_raise""]",,other_local_government_pay_policy,,6.0,B4X2500SPAN-20260730-596d95de81ba0f5895077016,CO,,CO|mountain_village|2016|police|police,police,police,
,,unclear,,B4X2500COD-20260730-83c96356f69682598955d78b,0.45,,False,2016,2016,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://townofmountainvillage.com/site/assets/files/26197/february-11-2016-town-council-meeting-packet.pdf,,,False,B4X2500GROWTHSRC-566f8933c8633c86a533,percentage_raise,,,,,,,automatic_wage_growth,high,Mountain Village,CO|mountain_village|2016,B4X2500NORM-31cbd97fb634dd341e5ca051,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-5b8de2e362322ad51f4ac80f,,,,,deductibles and maximum out of pocket for employees but reduced our premiums from a 19% increase to a 6%,19%; 6%,True,West,"[""automatic_raise""]",,other_local_government_pay_policy,,6.0,B4X2500SPAN-20260730-e3d7398ebcd20f62c5b1fd95,CO,,CO|mountain_village|2016|police|police,police,police,
,,unclear,,B4X2500COD-20260730-6b8e02260489a110897cedec,0.72,,True,2016,2016,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://townofmountainvillage.com/site/assets/files/26152/august-20-2015-town-council-packet.pdf,,,True,B4X2500GROWTHSRC-a79efc2fe2e552ec0beb,COLA_CPI,,,,,,,automatic_wage_growth,high,Mountain Village,CO|mountain_village|2016,B4X2500NORM-25b280794ac47bb12e782f22,unknown,percentage,,,,COLA_CPI,,,,,,B4X2500-RATING-20260730-4125eba12bb2b463353cb3f1,,,,,Frisco: 4.5% No COLA,4.5%,True,West,"[""automatic_raise""]",,budget_or_pay_plan,,4.5,B4X2500SPAN-20260730-960ec306cad1d7a998541dc8,CO,,CO|mountain_village|2016|unresolved_unit|unknown,unresolved_unit,unclear,
,,base,,B4X2500COD-20260730-4243f9fdcafa2f32eddd8fd6,0.72,,True,2016,2016,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://boilingspringsnc.gov/ArchiveCenter/ViewFile/Item/49,,,True,B4X2500GROWTHSRC-acdee73cb77be31b3cab,percentage_raise,,,,,,,automatic_wage_growth,high,Boiling Springs,NC|boiling_springs|2016,B4X2500NORM-5bc2568ecf182a68b147b4c6,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-c561fca46be078e75b59a55b,,,,,up to 3% increases in base salary.,3%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,3.0,B4X2500SPAN-20260730-807057da78df8b4c84279905,NC,,NC|boiling_springs|2016|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-6aa6188c6456f85d40aa4c8d,0.45,,False,2016,2016,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-06-0631.pdf,,,False,B4X2500GROWTHSRC-a6d0bf13cc12879c12b6,percentage_raise,,,,,,,automatic_wage_growth,high,Nimishillen,OH|nimishillen|2016,B4X2500NORM-17f0f990f4ccfdfabb5458bb,public_works,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-3d4f7a9410a0c211487ad6df,,,,,"1, 2016: The Road Department employees will receive 2% increase.",2%,True,Midwest,"[""automatic_raise""]",,cba,,2.0,B4X2500SPAN-20260730-f1d0c6cf36249e0ec6db66be,OH,,OH|nimishillen|2016|public_works|public_works,public_works,non_safety,
,,unclear,,B4X2500COD-20260730-95ec921be4483cb5ad2f0403,0.9,,True,2016,2016,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2015/15-MED-07-0641.pdf,,,True,B4X2500GROWTHSRC-3757bd753c974750d344,percentage_raise,,,,,,,automatic_wage_growth,high,Olmsted,OH|olmsted|2016,B4X2500NORM-c05a8ee60d490e13f28c5cd4,fire,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-bf8e0183f421ecb62adc8c8b,,,,,"The Township proposes a 3% wage increase effective January 1, 2016, a 3% wage increase effective January 1, 2017, and a 2% wage increase effective January 1, 2018.",3%; 3%; 2%,True,Midwest,"[""automatic_raise""]",,factfinding_report,,3.0,B4X2500SPAN-20260730-bb397e7ccb0b2a4b38ecbc72,OH,,OH|olmsted|2016|fire|fire,fire,fire,
,,unclear,,B4X2500COD-20260730-e94b79c37bb7f4eae577c58c,0.9,,True,2016,2016,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2015/15-MED-07-0641.pdf,,,True,B4X2500GROWTHSRC-ce43e04ef804ac1ab563,percentage_raise,,,,,,,automatic_wage_growth,high,Olmsted,OH|olmsted|2016,B4X2500NORM-b58cf7c61c2b23081f62de72,fire,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-abcfeb874cb0924cff3273e2,,,,,"The Township proposes a 3% wage increase effective January 1, 2016, a 3% wage",3%; 3%,True,Midwest,"[""automatic_raise""]",,factfinding_report,,3.0,B4X2500SPAN-20260730-0ceb12648676bcb28860212a,OH,,OH|olmsted|2016|fire|fire,fire,fire,
,,unclear,,B4X2500COD-20260730-13c26ccce2bca3e5ef4edede,0.9,,True,2017,2017,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://cms9files.revize.com/eastdundeeil/res1018.pdf,,,True,B4X2500GROWTHSRC-7a8b09644291879d2dfb,percentage_raise,,,,,,,automatic_wage_growth,high,East Dundee,IL|east_dundee|2017,B4X2500NORM-5db5ecf370bc83ebcd10a698,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-224d32da8143f83152d39352,,,,,wage rates across-the-board shall increase by 2.5%.,2.5%,True,Midwest,"[""automatic_raise""]",,wage_schedule,,2.5,B4X2500SPAN-20260730-e66ac2fc47b9e57d0cf1eb11,IL,,IL|east_dundee|2017|police|police,police,police,
,,unclear,,B4X2500COD-20260730-e63a662d71d094508eb9aaf5,0.9,,True,2017,2017,source_reported_growth_rate,source_explicit_recurring_wage_or_schedule_growth,https://cms9files.revize.com/eastdundeeil/res1018.pdf,,,True,B4X2500GROWTHSRC-c528637567a3c5e18877,percentage_raise,,,,,,,timing_implementation,high,East Dundee,IL|east_dundee|2017,B4X2500NORM-87f8cae10217643fb37c8a59,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-21b76551cfb5fbdde7cbf9f1,,,,,"Effective May 1, 2017, wage rates across-the-board shall increase by 2.25%.",2.25%,True,Midwest,"[""automatic_raise"", ""implementation_retroactivity""]",,wage_schedule,,2.25,B4X2500SPAN-20260730-05b5a96d05d7af6f34429230,IL,,IL|east_dundee|2017|police|police,police,police,
,,unclear,,B4X2500COD-20260730-8772231ea346a38836493377,0.45,,False,2017,2017,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://cms9files.revize.com/eastdundeeil/res1018.pdf,,,False,B4X2500GROWTHSRC-da27430bf1b72ccff0f2,percentage_raise,,,,,,,automatic_wage_growth,high,East Dundee,IL|east_dundee|2017,B4X2500NORM-498d59ba3bd045aa3e81ea1f,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-cab99dcab4bf17ae1c0e3dc3,,,,,the-board shall increase by 2.5%.,2.5%,True,Midwest,"[""automatic_raise""]",,wage_schedule,,2.5,B4X2500SPAN-20260730-af9ecf505e5e3f5f306bed16,IL,,IL|east_dundee|2017|police|police,police,police,
,,unclear,,B4X2500COD-20260730-90fc2e78d120461eea63f207,0.45,,False,2017-2019,2017,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://tolonoil.us/wp-content/uploads/2017/08/2017.08.01-minutes.pdf,,,False,B4X2500GROWTHSRC-ea408fdf5d43fc13e191,percentage_raise,,,,,,,automatic_wage_growth,high,Tolono,IL|tolono|2017,B4X2500NORM-8db16480f443b5f5a3a75770,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-7ec83788bf02894cb069f603,,,,,"After some analysis was done, it is not going to be an increase of 5% like he",5%,True,Midwest,"[""automatic_raise""]",,agenda_packet_or_minutes,,5.0,B4X2500SPAN-20260730-b8fa3ab66c08013412ee130e,IL,,IL|tolono|2017|police|police,police,police,
,,unclear,,B4X2500COD-20260730-19c5f53d886a3812e09f4bb5,0.45,,False,2017,2017,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://poam.net/signed-and-sealed/signed-and-sealed-2017,,,False,B4X2500GROWTHSRC-0f4c71d7fba5f16c2973,percentage_raise,,,,,,,automatic_wage_growth,high,Cassopolis,MI|cassopolis|2017,B4X2500NORM-b2eb6307a3749e5d6bcb14ef,police,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-5b43dd4b05497d1f3106a930,,,,,"2% increase for 4 years, 2017, 2018;",2%,True,Midwest,"[""automatic_raise""]",,mou_or_memorandum,,2.0,B4X2500SPAN-20260730-1324d6a345b246084af6918b,MI,,MI|cassopolis|2017|police|police,police,police,
,,unclear,,B4X2500COD-20260730-df24aab9dada9294e3244998,0.45,,False,2017,2017,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf,,,False,B4X2500GROWTHSRC-18a1486988e3105aa62f,percentage_raise,,,,,,,automatic_wage_growth,high,Wadesboro,NC|wadesboro|2017,B4X2500NORM-26cea2a765bd438c747cc8b4,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-c38a4b49a691d590b8c55706,,,,,"Budgeted expenditures for FY 2017-18 are proposed to increase by 0.5% ($14,548) in comparison to the FY","$14,548.00; 0.5%",True,South,"[""automatic_raise""]",,budget_or_pay_plan,,0.5,B4X2500SPAN-20260730-9d2257ddff9d4d5fe1b742b6,NC,,NC|wadesboro|2017|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-f67106b07496636bed459cb8,0.45,,False,2017,2017,source_reported_growth_rate,proposal_or_bargaining_context_not_confirmed_implemented_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf,,,False,B4X2500GROWTHSRC-7db6ffdf7b84da7e31c0,percentage_raise,,,,,,,automatic_wage_growth,high,Wadesboro,NC|wadesboro|2017,B4X2500NORM-f33b12ef72cb16e989f5d73c,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-c7017afa20e12366739a31c4,,,,,This proposal includes a 3% increase to employees making more than,3%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,3.0,B4X2500SPAN-20260730-e8218643fd3a1eb41521c452,NC,,NC|wadesboro|2017|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-1eb9267726d4b6553a26f822,0.45,,False,2017,2017,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf,,,False,B4X2500GROWTHSRC-85d7c305206af1b85076,percentage_raise,,,,,,,automatic_wage_growth,high,Wadesboro,NC|wadesboro|2017,B4X2500NORM-0473c61d714d710effbef2bf,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-5fc5420ec2ba41b552dedbfc,,,,,"FY 2017-18, a 0.4% increase from the previous year.",0.4%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,0.4,B4X2500SPAN-20260730-ccdab2de0d8bdc5b38674ae0,NC,,NC|wadesboro|2017|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-c327b109418b1dbe5f1aa178,0.45,,False,2017,2017,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf,,,False,B4X2500GROWTHSRC-af19d6bad59ed32a13a4,percentage_raise,,,,,,,automatic_wage_growth,high,Wadesboro,NC|wadesboro|2017,B4X2500NORM-0fa8e4727338a7fcfd68cbe7,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-3a4063f7223a3006ee990f68,,,,,The League projects the statewide annual distribution will increase by 2.5% in FY,2.5%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,2.5,B4X2500SPAN-20260730-56982d283f99892d85b9b67a,NC,,NC|wadesboro|2017|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-187df67f1924af0ff12d3c1d,0.45,,False,2017,2017,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf,,,False,B4X2500GROWTHSRC-b96b93068ff0812dd46c,percentage_raise,,,,,,,automatic_wage_growth,high,Wadesboro,NC|wadesboro|2017,B4X2500NORM-ea4f9da4d511380cebea081c,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-7d130a4fba9b95ff22d3d195,,,,,"Budgeted expenditures for FY 2017-18 are proposed to increase by 0.5% ($14,548) in comparison to the FY","$14,548.00; 0.5%",True,South,"[""automatic_raise""]",,budget_or_pay_plan,,0.5,B4X2500SPAN-20260730-09f051f476ae66d7a5d9ab7b,NC,,NC|wadesboro|2017|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-ca01048010940d309a5a6121,0.45,,False,2017,2017,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf,,,False,B4X2500GROWTHSRC-bfcdd12ebb681ea23181,percentage_raise,,,,,,,automatic_wage_growth,high,Wadesboro,NC|wadesboro|2017,B4X2500NORM-5751430f8aba953101132c0d,unknown,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-2e3a95ab99086e2c5e008821,,,,,average - 3% increase.,3%,True,South,"[""automatic_raise""]",,budget_or_pay_plan,,3.0,B4X2500SPAN-20260730-38e8562a3c12a7c36aa15264,NC,,NC|wadesboro|2017|unresolved_unit|unknown,unresolved_unit,unclear,
,,unclear,,B4X2500COD-20260730-b36c6dd1a57e56334c8083a4,0.45,,False,2017,2017,source_reported_growth_rate,insufficient_context_to_confirm_recurring_wage_growth,https://kenesaw.org/wp-content/uploads/September-2017.pdf,,,False,B4X2500GROWTHSRC-b7b6a7136488eda6343e,percentage_raise,,,,,,,automatic_wage_growth,high,Kenesaw,NE|kenesaw|2017,B4X2500NORM-021e12aed81c0607c8da1d26,clerical_admin,percentage,,,,across_the_board_percentage_raise,,,,,,B4X2500-RATING-20260730-9f38e7951648ca9110dbc3ea,,,,,to approve the proposed additional 1% increase.,1%,True,Midwest,"[""automatic_raise""]",,wage_schedule,,1.0,B4X2500SPAN-20260730-333d258f4a4164cd82168ad7,NE,,NE|kenesaw|2017|clerical_admin|clerical_admin,clerical_admin,non_safety,
