extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,disposition,page_relationship,bounded_evidence_pointer,confidence,reason_codes,short_rationale,qa_status
cexrem_d13545e59462fe78f5f1fefb,doc_7f576386075f89a6067aafd7,ttd_0ff9cbb123a4d29157de93cf,sr_dbf38d6cbd82acb6472d02f5,NSCQ-IL-20260720-0134,IL,Danville,CITY OF DANVILLE,non_safety,cba,exclude,no_candidate_page,,unknown,NO_COMPENSATION_EVIDENCE_VISIBLE_IN_PROV|EMPTY_PAGE_PACKET_CONTENT,The provided bounded page packet contains no visible compensation text or mechanisms to extract for base wage or non-base wage.,excluded_provisional
cexrem_61a5a987d593a2cfe49f24aa,doc_8376b1cf2695007d425c67a2,ttd_69f1aff5299fbeaafd43f89b,sr_a2f5755f37df1e6bb0b47027,NSCQ-IL-20260720-0057,IL,Des Plaines,CITY OF DES PLAINES,non_safety,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0216_sr_a2f5755f37df1e6bb0b47027.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0216_sr_a2f5755f37df1e6bb0b47027.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0216_sr_a2f5755f37df1e6bb0b47027.pdf#page=17,unknown,BOUNDED_PACKET_CONTAINS_INDEX_OR_TABLES_|NO_BASE_WAGE_VALUES_VISIBLE_ON_SUPPLIEDP|NO_COMPENSATION_MECHANISM_LOGIC_VISIBLE|NO_NON_BASE_WAGE_VALUE_TEXT_VISIBLE,"Supplied pages show section headings/TOC items and grievance procedure/duration text only; no base wage amounts or compensation calculation/adjustment mechanisms are visible, and no non-base wage value text (benefit/leave/overtime amounts or rules) is present.",excluded_provisional
cexrem_b08eff77046340f0f5878e9c,doc_b0d1f53c14f7352b740556c5,ttd_fb44ca5b42c968132dfb06e4,sr_aee3d9207a08a15e26852790,NSCQ-IL-20260720-0096,IL,Hoffman Estates,VILLAGE OF HOFFMAN ESTATES,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0444_sr_aee3d9207a08a15e26852790.pdf#page=8|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0444_sr_aee3d9207a08a15e26852790.pdf#page=16,unknown,NO_EXTRACTABLE_BASE_OR_NON_BASE_COMPENSN,"The provided pages discuss recognition, non-discrimination, and grievance/arbitration procedure, but contain no visible compensation amounts, rates, grades, effective-date pay rules, or non-base wage benefit terms to extract.",excluded_provisional
cexrem_776c8ed6831b7a8d1f6cefc7,doc_ec4519746461ab35bf6c936a,ttd_69d47d28b3ff961d7124553f,sr_38811c8693c9cc27a6409ebe,NSCQ-IL-20260720-0193,IL,Jacksonville,CITY OF JACKSONVILLE,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0179_sr_38811c8693c9cc27a6409ebe.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0179_sr_38811c8693c9cc27a6409ebe.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0179_sr_38811c8693c9cc27a6409ebe.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0179_sr_38811c8693c9cc27a6409ebe.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0179_sr_38811c8693c9cc27a6409ebe.pdf#page=23,unknown,NO_VISIBLE_BASE_WAGE_COMPENSATION_TERMS|NO_VISIBLE_WAGE_SETTING_MECHANISM_FOR_SA|ONLY_ADMINISTRATIVE_PROVISIONS_DEDUCTION|ONLY_DISCIPLINARY_SUSPENSION_PAY_LOSS_MO|NO_COMPENSATION_RATE_AMOUNT_PRESENT,"The provided pages contain administrative dues check-off language and disciplinary procedure/pay-loss wording but no visible base wage amounts or wage-setting mechanisms (e.g., salary/rate/step/grade/pay increases).",excluded_provisional
cexrem_69b924e560a6a84744c731d7,doc_b4e7306bf1c113e45115b0c1,ttd_2fa9ad90ecef853efbd2d997,sr_42b953de709da8fa753132e7,NSCQ-IL-20260720-0027,IL,Peoria,CITY OF PEORIA,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0191_sr_42b953de709da8fa753132e7.pdf#page=31|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0191_sr_42b953de709da8fa753132e7.pdf#page=41|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0191_sr_42b953de709da8fa753132e7.pdf#page=47|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0191_sr_42b953de709da8fa753132e7.pdf#page=91,unknown,NO_VISIBLE_PROVISIONAL_COMPENSATION_EVID|SEEN_TEXT_RELATES_TO_SENIORITY_PROBATION|NO_BASE_WAGE_OR_PAY_RATE_TOKENS_PRESENT|NO_NON_BASE_WAGE_COMP_COMPONENTS_PRESENT,"The provided pages discuss seniority, probationary periods, and eligibility/certification requirements, without any visible base pay amounts, pay rates, grade/step/pay band values, or non-base compensation components tied to pay.",excluded_provisional
cexrem_fc8fef6b3dd7e2dbd9a17fbc,doc_d7ec5daa5316582d6b64fb4b,ttd_33dd28b04bbd35c58036130a,sr_f1e0f4b5f4b4b05d09a9e49c,NSCQ-IL-20260720-0024,IL,Peoria,CITY OF PEORIA,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0169_sr_f1e0f4b5f4b4b05d09a9e49c.pdf#page=8|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0169_sr_f1e0f4b5f4b4b05d09a9e49c.pdf#page=15,unknown,NO_VISIBLE_BASE_WAGE_EVIDENCE_IN_PACKET|VISIBLE_COMPENSATION_REFERENCES_ONLY_NON,"The provided pages discuss grievance/arbitration procedures and non-base compensation topics (e.g., holiday pay, sick leave), but contain no explicit base-wage amount/rate from Appendix B or other base-pay schedule values within the visible text.",excluded_provisional
cexrem_3d64c65c87cc9641c11c6db4,doc_d87cfe791c63a4dfdbdafce2,ttd_4c072922ba8a25173e4a33cc,sr_ca7039b0e1ab4e1173e8d6b1,NSCQ-IL-20260720-0159,IL,Streamwood,VILLAGE OF STREAMWOOD,fire,cba,exclude,no_candidate_page,,unknown,PAGE_CONTAINS_ONLY_COVER_PAGE_AND_CONTRA,This page is a cover/title page with parties and contract dates only; it contains no visible base wage amounts or pay-related mechanisms.,excluded_provisional
cexrem_c155a23c945281522bff5378,doc_75659646f929b7f2e8d01e7c,ttd_f9d80dafda26cf3c3c26e59b,sr_45d7e79be1a81b1bd53a051d,NSCQ-IL-20260720-0242,IL,Vernon Hills,VILLAGE OF VERNON HILLS,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0227_sr_45d7e79be1a81b1bd53a051d.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0227_sr_45d7e79be1a81b1bd53a051d.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0227_sr_45d7e79be1a81b1bd53a051d.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0227_sr_45d7e79be1a81b1bd53a051d.pdf#page=29|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0227_sr_45d7e79be1a81b1bd53a051d.pdf#page=52,unknown,NO_VISIBLE_COMPENSATION_PROVISIONS_ON_GM,"The provided page packet contains recognition, management rights, and grievance/arbitration procedure language but no visible base wage amounts, wage schedules, rates, or compensation-setting mechanisms.",excluded_provisional
cexrem_0bbdf83846d16e021115eeb7,doc_252e21bd4e8873c65b04248d,ttd_932198829851e30986ed55b1,sr_81818a204439f7b18118b420,NSCQ-KY-20260720-0001,KY,Metro Government Of Louisville-Jefferson County,METRO GOVERNMENT OF LOUISVILLE-JEFFERSON COUNTY,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf#page=30|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf#page=33|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf#page=58,unknown,NO_COMPENSATION_TERMS_VISIBLE,"Packet text addresses vacancy posting, transfer/assignment procedures, and seniority rules; it contains no visible base wage amounts or wage-setting/mechanism provisions, and no non-base compensation values or rules.",excluded_provisional
cexrem_9e21e274ac1069ec1970ea28,doc_4eecf48a3f75b98b5c69970f,ttd_e6f2f2b5549d61a0b920589b,sr_6d406e95a2a2e86c2afb6bc7,NSCQ-LA-20260720-0016,LA,Houma,CONSOLIDATED GOVERNMENT OF TERREBONNE,fire,ordinance_or_policy,exclude,no_candidate_page,,unknown,NO_VISIBLE_BASE_WAGE_OR_COMPENSATION_TER,"This page contains council proceedings and introduction of an emergency appropriation ordinance without any visible wage, pay rate, or compensation terms for the candidate.",excluded_provisional
cexrem_ba94f9d501d6d15dfab9fb6b,doc_95226c1febe0cfba4edd7372,ttd_471431566cf205853dae9e5b,sr_a1e98caff7932c00ec881126,NSCQ-MA-20260720-0120,MA,Bridgewater Town,CITY OF BRIDGEWATER TOWN,non_safety,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=22|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=24|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=41|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=42,unknown,PAGE_PACKET_HAS_REFERENCE_SIGNALS_ONLY,The provided pages mainly show the agreement header and table of contents plus procedural/administrative sections; no visible base-wage rate/step/grade values or wage-setting/arbitration mechanisms affecting pay are present.,needs_review
cexrem_44ed58a1885f0c72a44185f9,doc_9da9bf4e1df9603ce6fa1104,ttd_b8306cc9cd3a077079cedc79,sr_4c2e51a735b8f58fec8627e7,NSCQ-MA-20260720-0061,MA,Chicopee,CITY OF CHICOPEE,non_safety,cba,reference_only,no_candidate_page,,unknown,CBA_AGREEMENT_COVER_ONLY|NO_BASE_WAGE_AMOUNT_OR_RATE_TERMS_REVEA,"Page 1 shows only the cover/agreement title and contract dates (July 1, 2022 to June 30, 2025) without any visible wage or pay provisions.",needs_review
cexrem_5edbe3cea67fb15e47297d39,doc_02c0c9cf75873b9720b83cb8,ttd_979440ff7e6f988d2a4ba2b7,sr_263db17be4557b353a1af125,NSCQ-MA-20260720-0158,MA,Winthrop Town,CITY OF WINTHROP TOWN,non_safety,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0425_sr_263db17be4557b353a1af125.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0425_sr_263db17be4557b353a1af125.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0425_sr_263db17be4557b353a1af125.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0425_sr_263db17be4557b353a1af125.pdf#page=32,unknown,ROUTINE_ARTICLES_AND_TABLE_OF_CONTENTS_G,"The provided page packet contains only cover/table-of-contents and non-wage/introductory contract language; no base wage amounts, rates, grades/steps, or wage-setting mechanisms (e.g., salary schedule details or step rules) are visibly stated in the bounded text, and no non-base compensation terms/r",excluded_provisional
cexrem_ff2a5ca804e54542f3120a34,doc_21063364ef7fd4bb01260468,ttd_e06a9f8a09ffa5d19459755c,sr_1db9e94b90949b112bd9158d,NSCQ-MA-20260720-0159,MA,Winthrop Town,CITY OF WINTHROP TOWN,non_safety,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0092_sr_1db9e94b90949b112bd9158d.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0092_sr_1db9e94b90949b112bd9158d.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0092_sr_1db9e94b90949b112bd9158d.pdf#page=20|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0092_sr_1db9e94b90949b112bd9158d.pdf#page=29|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0092_sr_1db9e94b90949b112bd9158d.pdf#page=57,unknown,SUPPLIED_PAGES_DO_NOT_INCLUDE_SCHEDULE_A,No base-wage figures/rates/steps and no explicit wage-setting mechanism details are visible in the provided page packet; Schedule A wages are only referenced in the table of contents on page 2 but not included.,excluded_provisional
cexrem_9057b0307a85d267a9e7d952,doc_72f349548855ad415f238097,ttd_ac9c442d2a6a202595334c96,sr_8e85ae8c255707c1ba29f2bf,NSCQ-MD-20260720-0044,MD,New Carrollton,CITY OF NEW CARROLLTON,police,cba,exclude,no_candidate_page,,unknown,NO_COMPENSATION_TEXT_VISIBLE|ONLY_PROCEDURAL_CITY_COUNCIL_CLOSED_MEET|NO_WAGE_OR_NON_BASE_PAY_TERMS_PRESENT,"The page contains a closed meeting motion and workshop agenda items, with no visible wage, pay, or compensation terms to extract.",excluded_provisional
cexrem_aba48685898896c69c973353,doc_83df6fa1353593b9a2cfa218,ttd_3cfdd26db2e60205cab11709,sr_9a13313d7b45e8058dc24607,NSCQ-MD-20260720-0049,MD,Ocean City,TOWN OF OCEAN CITY,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf#page=4|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf#page=27,unknown,NO_BASE_WAGE_PROVISIONS_IN_VISIBLE_TEXT|NO_VISIBLE_WAGE_ADJUSTMENT_OR_COMPENSATN,"The provided page snippets (cover, table of contents, recognition/check-off/lodge security, grievance intro) do not contain any visible base wage or wage-setting amounts/mechanisms; they reference organizational procedures and a service-fee cap, not an employee wage rate.",excluded_provisional
cexrem_438a23689585094f49ce3ea6,doc_370ed204a3e3ac7c65cd4d8a,ttd_cd5e8ded0c0612ad263211a4,sr_0021af2764459702bd8418ff,NSCQ-MD-20260720-0009,MD,Rockville,CITY OF ROCKVILLE,non_safety,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf#page=4|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf#page=28|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf#page=29,unknown,BOUNDED_PACKET_CONTAINS_ONLY_TABLE_OF_OR|HOLDING_SECTION_HEADINGS_WITH_NO_REVEA|VISIBLE_COMPENSATIONAMOUNTS_OR_FORMULA,"The provided pages show only a table of contents and section/heading listings (e.g., leave/overtime/benefits titles) without any visible wage rates, pay formulas, effective-date implementation logic, or specific non-base wage benefit terms.",needs_review
cexrem_886390e12e71edce42d60d70,doc_842b986fbeec10e69b64a035,ttd_98dac62c770406a016ec2a24,sr_1f325dadecf0b0ee8841e3f2,NSCQ-ME-20260720-0009,ME,South Portland,CITY OF SOUTH PORTLAND,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0388_sr_1f325dadecf0b0ee8841e3f2.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0388_sr_1f325dadecf0b0ee8841e3f2.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0388_sr_1f325dadecf0b0ee8841e3f2.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0388_sr_1f325dadecf0b0ee8841e3f2.pdf#page=22|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0388_sr_1f325dadecf0b0ee8841e3f2.pdf#page=25|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0388_sr_1f325dadecf0b0ee8841e3f2.pdf#page=27|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0388_sr_1f325dadecf0b0ee8841e3f2.pdf#page=47,unknown,BOUNDARY_PACKET_HAS_NO_VISIBLE_BASE_WAGE,"The visible pages contain grievance/disciplinary procedures and table-of-contents references, with no explicit base wage rates, grades, steps, or wage-setting mechanisms shown.",excluded_provisional
cexrem_e92124380704eb804dae166c,doc_f584124ffbe2f628f277d296,ttd_68b7acd33982752f48b8e349,sr_245e295a57f5df2218aae1bf,NSCQ-MI-20260720-0150,MI,Berkley,CITY OF BERKLEY,police,cba,exclude,no_candidate_page,,unknown,PAGE_CONTAINS_NO_BASE_WAGE_NUMERIC_EVIDN|PAGE_CONTAINS_NO_COMPENSATION_MECHANISM|PAGE_APPEARS_TO_BE_COVER_PAGE_ONLY,Page 1 is an agreement cover/title page with contract dates only; no base wage amounts or compensation mechanisms are visible.,excluded_provisional
cexrem_f62da7867aa5b56e367c8983,doc_924d4334cba2c981a33fc055,ttd_7025067445ff2812a375304a,sr_f1bdd52d58aafa5de0811ba0,NSCQ-MI-20260720-0158,MI,Coldwater,CITY OF COLDWATER,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0071_sr_f1bdd52d58aafa5de0811ba0.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0071_sr_f1bdd52d58aafa5de0811ba0.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0071_sr_f1bdd52d58aafa5de0811ba0.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0071_sr_f1bdd52d58aafa5de0811ba0.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0071_sr_f1bdd52d58aafa5de0811ba0.pdf#page=17,unknown,BOUNDED_PACKET_CONTAINS_NO_VISIBLE_WAGE_,"In the provided page excerpts, there are no visible salary/rate/step/grade amounts or compensation formulas; only general introductory and grievance/arbitration procedure text appears.",excluded_provisional
cexrem_c502480e512943b89b5d0fb1,doc_20b019d6036ed7ceb0923dc7,ttd_997c9835c44f8efdca0532b8,sr_5fdcf1d1c1fd4e98785ff77f,NSCQ-MI-20260720-0156,MI,Coldwater,CITY OF COLDWATER,police,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0139_sr_5fdcf1d1c1fd4e98785ff77f.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0139_sr_5fdcf1d1c1fd4e98785ff77f.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0139_sr_5fdcf1d1c1fd4e98785ff77f.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0139_sr_5fdcf1d1c1fd4e98785ff77f.pdf#page=15,low,BOUNDARY_PACKET_CONTAINS_ONLY_INDEX_OR_P,"The provided pages are primarily an index/organizational content and do not include any visible base-wage rate amounts, schedules, or mechanism logic tied to specific compensation terms.",needs_review
cexrem_7491600bf81b94a765091509,doc_3a71943b656f5008cd57317e,ttd_be9747de19ff4ce81c689bc5,sr_1266bb05255086fff66082c3,NSCQ-MI-20260720-0157,MI,Coldwater,CITY OF COLDWATER,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0150_sr_1266bb05255086fff66082c3.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0150_sr_1266bb05255086fff66082c3.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0150_sr_1266bb05255086fff66082c3.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0150_sr_1266bb05255086fff66082c3.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0150_sr_1266bb05255086fff66082c3.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0150_sr_1266bb05255086fff66082c3.pdf#page=20,low,BASED_WAGE_VALUES_NOT_VISIBLE|NON_BASE_COMPONENTS_MENTIONED_ONLY_IN_IN,"This page packet shows mostly an index/table-of-contents and general agreement headings. No actual base wage amounts, rates, steps, or effective-dated compensation terms are visible. Non-base compensation headings (e.g., overtime premium, leave, insurance) appear only as references without any value",excluded_provisional
