span_queue_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,source_extraction_lane_id,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_sha256,retained_file_path_resolved,retained_file_type,extracted_text_artifact_path,extracted_text_size_bytes,extracted_text_sha256,extraction_status,artifact_root_lineage,source_review_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,claim_boundary,notes
CBSPQ-20260728-be4696bc421e454730db,CBTXT-20260728-c8b2ebf8379c3fa5ca07,CBRDY-20260728-1348ba4570cd78d05a58,CBSRD-20260728-97b8a8f5dadc249e91b2,CBCR-20260728-02952,B4XPAR-20260727-003202,BCV-20260728-04574,broad_4x1000_deduped,span_lane_001,108,extraction_lane_001,CA,West,Blythe,Riverside County (06065; primary),"City Council minutes: Adoption of Tentative Agreement (Successor MOU) for Sworn Personnel (Blythe Police Officer’s Association), with period July 1, 2023–June 30, 2025",https://www.cityofblythe.ca.gov/AgendaCenter/ViewFile/Minutes/_10102023-162,https://cityofblythe.ca.gov/AgendaCenter/ViewFile/Minutes/_10102023-162,cityofblythe.ca.gov,mou_or_memorandum,meeting_minutes,high,92caf63b0686dc3adc7ff10c8f89121d651267a1022a64dc36a36166268f23d7,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-97b8a8f5dadc249e91b2.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-c8b2ebf8379c3fa5ca07.txt,28654,dbe84e76f68841e0f1e388bdd14c5334cc93cdf849f6f4c65d8ef412b4208881,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-7da701f3b3b03dc81a04,CBTXT-20260728-6d79ac05816624071f7e,CBRDY-20260728-895f3f0f66244a1c16c8,CBSRD-20260728-2db86f12c82d89a4e58a,CBCR-20260728-02953,B4XPAR-20260727-003203,BCV-20260728-06717,broad_4x1000_deduped,span_lane_001,109,extraction_lane_001,CA,West,Blythe,Riverside County (06065; primary),"City Council minutes: Adoption of Successor MOU for Non-Sworn Personnel (Blythe Police Officers’ Association), with period July 1, 2024–June 30, 2026",https://www.cityofblythe.ca.gov/AgendaCenter/ViewFile/Minutes/_07092024-183,https://cityofblythe.ca.gov/AgendaCenter/ViewFile/Minutes/_07092024-183,cityofblythe.ca.gov,mou_or_memorandum,meeting_minutes,high,edc4e68b2e622054691fcbac1abc16b9b0d560bdcc83b47e8fc667f9babbc761,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-2db86f12c82d89a4e58a.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-6d79ac05816624071f7e.txt,17979,e396f7a8b1bc564800374193df5a14e35e79bd5ed7a1fc7061fd0cf443e6d126,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-98181dcce7a1d6c76380,CBTXT-20260728-01bd2f01a1fb1fd8a8ab,CBRDY-20260728-0f1d02801568f2ff90fd,CBSRD-20260728-fe2230276832bc89e9a0,CBCR-20260728-06160,B4XPAR-20260727-006710,BCV-20260728-00170,broad_4x1000_deduped,span_lane_001,110,extraction_lane_001,CA,West,Calimesa,Riverside County (06065; primary),"Exhibit A - Citywide Pay Schedule (Council Approved 12/1/2025; Effective Date: December 27, 2025)",https://www.calimesa.gov/Archive.aspx?ADID=391,https://calimesa.gov/ArchiveCenter/ViewFile/Item/391,calimesa.gov,wage_schedule,wage_schedule_or_compensation_plan,high,cb2fdeaa4656600ba133f43605e0738e5698674293d9b9f956367d7c8de9ee3e,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-fe2230276832bc89e9a0.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-01bd2f01a1fb1fd8a8ab.txt,3386,4c61368709a21a444b45569396a341a9b43611bc6ef873b079ca8e271bf805b6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-5f8eb14dd777ef97173b,CBTXT-20260728-440d2b350025d160f556,CBRDY-20260728-1d977f7648734497c1af,CBSRD-20260728-8bd8f6abb2a86a55d318,CBCR-20260728-06161,B4XPAR-20260727-006711,BCV-20260728-04457,broad_4x1000_deduped,span_lane_001,111,extraction_lane_001,CA,West,Calimesa,Riverside County (06065; primary),"Salary Schedule for Fiscal Year 2023-24 (Effective July 1, 2023)",https://www.calimesa.gov/ArchiveCenter/ViewFile/Item/161,https://calimesa.gov/ArchiveCenter/ViewFile/Item/161,calimesa.gov,wage_schedule,wage_schedule_or_compensation_plan,high,15e9ea49091cb501cdc7e1d6949dbd2b272e02ed3300f58432be847a3918645a,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-8bd8f6abb2a86a55d318.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-440d2b350025d160f556.txt,5650,39068256b666f534c138f471582d4a63fe227dc45d0e8e2f05961a49362ea9d0,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-58ff30b6b24d016f8098,CBTXT-20260728-1db4006fb5a45fd16e7c,CBRDY-20260728-39959d41e7c46aa45e2a,CBSRD-20260728-85aa116683401f5d86fd,CBCR-20260728-06168,B4XPAR-20260727-006719,BCV-20260728-00182,broad_4x1000_deduped,span_lane_001,112,extraction_lane_001,CA,West,Carpinteria,Santa Barbara County (06083; primary),City of Carpinteria 2021 Total Compensation Study Report (Council staff report packet item),https://carpinteriaca.gov/wp-content/uploads/2022/07/Agenda_Item_No._20_-_Staff_Report.pdf,https://carpinteriaca.gov/wp-content/uploads/2022/07/Agenda_Item_No._20_-_Staff_Report.pdf,carpinteriaca.gov,compensation_study,context_only,high,3fee7b57d1b2974ababd26af3151defbeadcaf0614fec1abbbd2f883e864091a,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-85aa116683401f5d86fd.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-1db4006fb5a45fd16e7c.txt,318263,d9d5a3d4231bed6138f965cc6372859a96c0ab7c7953ca3612d08b38f92c849e,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-abafd03c88a128ea61d8,CBTXT-20260728-1f5667dd9f3a86f512c9,CBRDY-20260728-b847b5299738aedd11ff,CBSRD-20260728-fcdc2bd2d181419a0ab0,CBCR-20260728-06167,B4XPAR-20260727-006718,BCV-20260728-00183,broad_4x1000_deduped,span_lane_001,113,extraction_lane_001,CA,West,Carpinteria,Santa Barbara County (06083; primary),"Resolution No. 6479 (new SEIU Local 620 Classification & Compensation Schedule, effective July 1, 2026)",https://carpinteriaca.gov/wp-content/uploads/2026/06/6479.pdf,https://carpinteriaca.gov/wp-content/uploads/2026/06/6479.pdf,carpinteriaca.gov,wage_schedule,wage_schedule_or_compensation_plan,high,e39d4384e4ce6e8f60571194535a110003d26d67b74a53a9fe6b4b98a1d634fc,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-fcdc2bd2d181419a0ab0.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-1f5667dd9f3a86f512c9.txt,14319,c000431469a99f197048cead7e2ffa11b8ed40ad0ae24d5dfccc6747705fdd99,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-b284dc0a76e226fc53c1,CBTXT-20260728-1bf9bff64a1bb656bce2,CBRDY-20260728-8d89d86ad6aa362b3268,CBSRD-20260728-0b50e36398191fd3e36f,CBCR-20260728-01315,B4XPAR-20260727-001413,BCV-20260728-04966,broad_4x1000_deduped,span_lane_001,114,extraction_lane_001,CA,West,Coronado,San Diego County (06073; primary),Personnel Authorization and Compensation Plan (PACP) Fiscal Year 2025-2026,https://www.coronado.ca.us/DocumentCenter/View/4183/PACP%20Fiscal%20Year%202023%20to%202024%20%28PDF%29,https://coronado.ca.us/DocumentCenter/View/4183/PACP-Fiscal-Year-2025-to-2026-PDF---Amended-12162025,coronado.ca.us,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,837c7885226bd936dfe8e9ce1f4787df3e48d483620f208936a8cf2d596b621f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-0b50e36398191fd3e36f.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-1bf9bff64a1bb656bce2.txt,102398,9684f3ad3292ec1f8cd38ac2f3387db7245804fc4d4cbea8536608467bd89961,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-24286236271118adde91,CBTXT-20260728-eab4426bfc64f9a1054b,CBRDY-20260728-8b1d84163cce205b0b63,CBSRD-20260728-5705a1e9eca44c076c1b,CBCR-20260728-01312,B4XPAR-20260727-001410,BCV-20260728-04967,broad_4x1000_deduped,span_lane_001,115,extraction_lane_001,CA,West,Coronado,San Diego County (06073; primary),CORONADO POLICE OFFICERS’ ASSOCIATION MOU 2025 to 2028,https://www.coronado.ca.us/DocumentCenter/View/187/CORONADO-POA-MOU-2025-to-2028-PDF,https://coronado.ca.us/DocumentCenter/View/187/CORONADO-POA-MOU-2025-to-2028-PDF,coronado.ca.us,mou_or_memorandum,cba,high,10dcdc98fae77e56c8fb4c971b35b1142eaf7e80d8a9e41d006bfc39211ac686,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-5705a1e9eca44c076c1b.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-eab4426bfc64f9a1054b.txt,111366,9749e9a82f1f28d1d409f90ca0078c5f56acf98358b896826b2ea43e92594b43,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-1a9d405b3351782ebe93,CBTXT-20260728-f0272bae86d12d3abc90,CBRDY-20260728-fa820e941eb52e406167,CBSRD-20260728-4a522a0f14b422df1bb0,CBCR-20260728-01313,B4XPAR-20260727-001411,BCV-20260728-02824,broad_4x1000_deduped,span_lane_001,116,extraction_lane_001,CA,West,Coronado,San Diego County (06073; primary),CFA MOU Fiscal Year 2025 to 2028,https://www.coronado.ca.us/DocumentCenter/View/3545/CFA-MOU-Fiscal-Year-2025-to-2028-PDF,https://coronado.ca.us/DocumentCenter/View/3545/CFA-MOU-Fiscal-Year-2025-to-2028-PDF,coronado.ca.us,mou_or_memorandum,cba,high,77e4efaf787cc4cabbfe806a69be13323f17f9daabe4b85a18f8f005584d3739,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-4a522a0f14b422df1bb0.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-f0272bae86d12d3abc90.txt,108059,c1a1a23d2b0d0b4d43d7f8e0683a66d1a349385d5a5252abfd15e9fbbf843051,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-aa6a6d8e44d4a622b349,CBTXT-20260728-b4a9b3b1eb96702e7208,CBRDY-20260728-3174a6ba99b4e186e75d,CBSRD-20260728-a7fd36c1d4c58eb1e0ae,CBCR-20260728-01314,B4XPAR-20260727-001412,BCV-20260728-00680,broad_4x1000_deduped,span_lane_001,117,extraction_lane_001,CA,West,Coronado,San Diego County (06073; primary),AFSCME MOU FY 2025-2028,https://www.coronado.ca.us/DocumentCenter/View/185/AFSCME-MOU-Fiscal-Year-2026-to-2028-PDF?bidId=,https://coronado.ca.us/DocumentCenter/View/185/AFSCME-MOU-Fiscal-Year-2026-to-2028-PDF,coronado.ca.us,mou_or_memorandum,cba,high,f796c090e7270b8e9e0f63da4ad0bec5cea3b069a4a07e89a0d8da4bdef8f06c,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-a7fd36c1d4c58eb1e0ae.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-b4a9b3b1eb96702e7208.txt,92670,590ea309dca8e4c361914f3b01be43d9d4d193f938cd0ee5e6e35b6801e61c2e,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-0c477f51f434ac8f0883,CBTXT-20260728-a5c23ce8ff2d67f9b5f6,CBRDY-20260728-e1caa34160e66b8ed89a,CBSRD-20260728-bdcb43be529877e4de0b,CBCR-20260728-02963,B4XPAR-20260727-003213,BCV-20260728-03879,broad_4x1000_deduped,span_lane_001,118,extraction_lane_001,CA,West,Corte Madera,Marin County (06041; primary),Memorandum of Understanding (SEIU Local 1021) — Town of Corte Madera,https://www.seiu1021.org/sites/main/files/file-attachments/corte_madra_town_of__mou_6.30.2024_to_7.1.2027.pdf?1728512544=,https://seiu1021.org/sites/main/files/file-attachments/corte_madra_town_of__mou_6.30.2024_to_7.1.2027.pdf,seiu1021.org,wage_schedule,cba,high,a3253fe9413e0b9b46bb6a45982e6b012fee146b0d7295ac958e2c060e962636,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-bdcb43be529877e4de0b.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-a5c23ce8ff2d67f9b5f6.txt,85498,15342c913334044d7e5433197bfd648f6a3e878813d37eb79e30cd49c30b5d68,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-d4110b2161bdb0b8d618,CBTXT-20260728-abb08bf8b829aab3fbc7,CBRDY-20260728-19d105dfa00826dfd2ab,CBSRD-20260728-6bcb251db5599d19017b,CBCR-20260728-07930,TS4L-3498cda16b9d109f6c49,BCV-20260728-04974,targeted_prior_unrouted,span_lane_001,119,extraction_lane_001,CA,West,Covina,,"Police Association of Covina MOU — July 1, 2024 to June 30, 2028 (includes side letters)",https://covinaca.gov/wp-content/uploads/2025/09/PAC-MOU-7.1.2024-to-6.30.2028-side-letters.pdf,https://covinaca.gov/wp-content/uploads/2025/09/PAC-MOU-7.1.2024-to-6.30.2028-side-letters.pdf,covinaca.gov,collective_bargaining_agreement_or_moa_or_wage_schedule,collective_bargaining_agreement_or_moa_or_wage_schedule,high,96e038ab675b8733eeb8ca682fcdf88514ef1684b033e6ce1c00b541cde43de4,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-6bcb251db5599d19017b.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-abb08bf8b829aab3fbc7.txt,257580,32c55ff3d3c76ac27b588b2e322a8721040c6c72b296d02c2ae1add597e0e66f,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-a5d9ff6887d972c44cc5,CBTXT-20260728-350567cac3f99908ae22,CBRDY-20260728-e7c1489c105e1b3e7296,CBSRD-20260728-f9a9a062a368fd4ca435,CBCR-20260728-04553,B4XPAR-20260727-004962,BCV-20260728-03071,broad_4x1000_deduped,span_lane_001,120,extraction_lane_001,CA,West,Crescent City,Del Norte County (06015; primary),"Memorandum of Understanding between the City of Crescent City and the Crescent City Career Firefighters’ Association (CCCFA) — Effective July 1, 2025 through June 30, 2027",https://evogov.s3.us-west-2.amazonaws.com/meetings/208/agendas/36827.pdf,https://evogov.s3.us-west-2.amazonaws.com/meetings/208/agendas/36827.pdf,evogov.s3.us-west-2.amazonaws.com,wage_schedule,memorandum_or_settlement,high,052f8723f4b78e4c5dccdea6f769a238a9e78fdbbd624f74379dce92d0f0da53,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-f9a9a062a368fd4ca435.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-350567cac3f99908ae22.txt,181084,606eceedee0bc1722583d72dd11087b94fbe336e98cb15e305acfcad6e6fe8f3,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-cd2b5968fa5a24c1fb5a,CBTXT-20260728-3d2c6fc23abf001da8f5,CBRDY-20260728-59b2cfc542eabe9d3255,CBSRD-20260728-0cb877c81f5ce6e29b72,CBCR-20260728-02973,B4XPAR-20260727-003224,BCV-20260728-04621,broad_4x1000_deduped,span_lane_001,121,extraction_lane_001,CA,West,Exeter,Tulare County (06107; primary),City of Exeter FY2026/2027 Salary Schedule (Effective 7/1/26),https://cityofexeter.ca.gov/wp-content/uploads/2026/07/new-salary-schedule-effective-7-1-26.pdf,https://cityofexeter.ca.gov/wp-content/uploads/2026/07/new-salary-schedule-effective-7-1-26.pdf,cityofexeter.ca.gov,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,8cb05981e1c4a51499cedd640a24ba46341b23509af07cb053d7ba918b1806c8,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-0cb877c81f5ce6e29b72.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-3d2c6fc23abf001da8f5.txt,14049,4f889149ed66b2edb30f84d8b54ac18b10a3211c16bcb1e60dad9bb46bcf0915,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-e490028594601fa81402,CBTXT-20260728-2b4366c878ddc251ccee,CBRDY-20260728-c62796486842f0ede8db,CBSRD-20260728-66460bdc16dfd57eb45d,CBCR-20260728-06173,B4XPAR-20260727-006726,BCV-20260728-05250,broad_4x1000_deduped,span_lane_001,122,extraction_lane_001,CA,West,Firebaugh,Fresno County (06019; primary),Resolution No. 25-27 (Police Officers Association MOU) - Exhibit A: Memorandum of Understanding between the City of Firebaugh and the Firebaugh Police Officers Association,https://firebaugh.org/wp-content/uploads/2026/04/Res.-No.-25-27-FPOA-MOU.pdf,https://firebaugh.org/wp-content/uploads/2026/04/Res.-No.-25-27-FPOA-MOU.pdf,firebaugh.org,wage_schedule,memorandum_or_settlement,high,d1f5ff48e306e5b7c269196c7cb702f8a67dc08f8cd54e6cc2d0685c032f1757,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-66460bdc16dfd57eb45d.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-2b4366c878ddc251ccee.txt,64352,6976e8dce6ad5258b6e8256140888e41bc2340bf2aaa8e493f19c9ea684cdc8a,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-0fde1cad04e95f208cee,CBTXT-20260728-17d26ec0cb98f8a976b0,CBRDY-20260728-75a522abb5d2f0054b62,CBSRD-20260728-b5536bd7a3afa2e4ceeb,CBCR-20260728-06175,B4XPAR-20260727-006728,BCV-20260728-03106,broad_4x1000_deduped,span_lane_001,123,extraction_lane_001,CA,West,Firebaugh,Fresno County (06019; primary),Resolution No. 25-22 (Unrepresented/Non-Representative Employees MOU) - Exhibit A: Memorandum of Understanding between the City of Firebaugh and the Firebaugh Non-Representative Employees,https://firebaugh.org/wp-content/uploads/2026/04/Res.-No.-25-22-Unrepresented-Employees-MOU-Final.pdf,https://firebaugh.org/wp-content/uploads/2026/04/Res.-No.-25-22-Unrepresented-Employees-MOU-Final.pdf,firebaugh.org,wage_schedule,memorandum_or_settlement,high,38d1d9e5715c156b0c9e28734167091b176075d87dd62983ef6d531dbc0a0382,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-b5536bd7a3afa2e4ceeb.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-17d26ec0cb98f8a976b0.txt,56835,1bad353f726efd13603a843a3ee0e7d63dd54766741182261d85629bd772767b,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-6f410d43166336ef609f,CBTXT-20260728-baa9fafc7a93fd873482,CBRDY-20260728-7c88368bc2556270fe40,CBSRD-20260728-9f884d5e8e8d5b608ca9,CBCR-20260728-06176,B4XPAR-20260727-006729,BCV-20260728-05249,broad_4x1000_deduped,span_lane_001,124,extraction_lane_001,CA,West,Firebaugh,Fresno County (06019; primary),"Meeting Agenda (City Council) with Exhibit 1: Salary Schedules for City of Firebaugh Unrepresented Employees (Salary Schedule July 1, 2025 - June 30, 2026; 3% COLA; 'Per Resolution No. 25-22')",https://firebaugh.org/wp-content/uploads/2026/02/Agenda-26-03-02.pdf,https://firebaugh.org/wp-content/uploads/2026/02/Agenda-26-03-02.pdf,firebaugh.org,wage_schedule,agenda_cover_sheet,high,c491f1bdc0b531c7757c5228cfb9ba613bc21025777ab232d5e3c1c9c26d124b,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-9f884d5e8e8d5b608ca9.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-baa9fafc7a93fd873482.txt,208830,f5c711ba4a127f0fadcbceec11c59f76039993a775f95ca0ca6e37060afb9a65,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
