span_extraction_id,span_queue_id,extracted_text_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,lane_id,lane_sequence,state,region,municipality,source_title,source_family_hint,retained_file_sha256,extracted_text_artifact_path,extracted_text_sha256,evidence_family,mechanism_label,quantitative_label,span_status,span_start_offset,span_end_offset,span_sha256,extraction_rule_family,extraction_rule_id,all_extraction_rule_ids,rating_status,global_analysis_readiness,claim_boundary
CBSPAN-20260728-4409bba9186f3145423bc00d,CBSPQ-20260728-da6edc69b93f8d7b2b37,CBTXT-20260728-6221dc44ea45d0009c85,CBTXT-20260728-6221dc44ea45d0009c85,CBRDY-20260728-d0e7e0b875f65a2fc9dc,CBSRD-20260728-9b0a49d7b0668fb60178,CBCR-20260728-02932,B4XPAR-20260727-003182,BCV-20260728-01580,span_lane_001,92,AZ,West,Patagonia,Fire Dept. Amended Contract (7/1/2024) - Town of Patagonia with Patagonia Volunteer Fire and Rescue Inc. (PVFR) (Compensation Section),mou_or_memorandum,d0192e6dab36c2a3079ec0270ba4c945f83c4149219564bdfe41be51807df6b6,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-6221dc44ea45d0009c85.txt,1e7bc69c35aafc2ed5411fdbb04cbbb7ab60c09df05471c3ba7829d35c3d7930,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,4753,4856,834ab9ed3347dfe9c31e1dc8f0877b6b1c3ff465bdbdb90d6ba24d61c63e136e,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-a45fa4d0a415fcc372d3af8b,CBSPQ-20260728-b91f5a06f6fa126e17e0,CBTXT-20260728-50bf58bec9837f8314a6,CBTXT-20260728-50bf58bec9837f8314a6,CBRDY-20260728-cd8ccbbba52aeb9659e9,CBSRD-20260728-bfebb30fede0e79bce68,CBCR-20260728-02933,B4XPAR-20260727-003183,BCV-20260728-01613,span_lane_001,93,AZ,West,Phoenix,2026-2028 Unit 4 (PLEA) MOU - FINAL,mou_or_memorandum,aca948542c1ed25b465759582b2c00e2f9e39d78033a8d278c429707f93861b4,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-50bf58bec9837f8314a6.txt,babe205a4e77bac26f218684de56a16d85f25267f39a04b91100e7e22135a54f,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,43195,43254,87c3473d26c7658e12063a60857d8a06ef8fc7242518f6ab2ffe01105fb4fd26,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-bcdb758dda17ba9acb5f110d,CBSPQ-20260728-b91f5a06f6fa126e17e0,CBTXT-20260728-50bf58bec9837f8314a6,CBTXT-20260728-50bf58bec9837f8314a6,CBRDY-20260728-cd8ccbbba52aeb9659e9,CBSRD-20260728-bfebb30fede0e79bce68,CBCR-20260728-02933,B4XPAR-20260727-003183,BCV-20260728-01613,span_lane_001,93,AZ,West,Phoenix,2026-2028 Unit 4 (PLEA) MOU - FINAL,mou_or_memorandum,aca948542c1ed25b465759582b2c00e2f9e39d78033a8d278c429707f93861b4,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-50bf58bec9837f8314a6.txt,babe205a4e77bac26f218684de56a16d85f25267f39a04b91100e7e22135a54f,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,43369,43432,b997d52fbd7579a835fda93edc7d83d17b2cae294d62568bd36864eb0e9988a0,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-bf5b3665026389676fd82473,CBSPQ-20260728-45c5008528c1aebe92e7,CBTXT-20260728-c708efc752be2e0a4218,CBTXT-20260728-c708efc752be2e0a4218,CBRDY-20260728-c0c74097bd70e0920c23,CBSRD-20260728-95768dfa7e564259e4d6,CBCR-20260728-02934,B4XPAR-20260727-003184,BCV-20260728-08043,span_lane_001,94,AZ,West,Phoenix,2026-2028 Unit 5 (IAFF 493) MOU - FINAL,mou_or_memorandum,c53b6573b6a49fb0b84faa7cebbb23c63ba0f624cb44150ca06d2534e58d61e0,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-c708efc752be2e0a4218.txt,595a18e18c45e3a7581b77d22ccff588e3f7a608e6a9407ef3e59bb07f4ec07b,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,19041,19206,4326b7fa877391e4810abba6dc573666a9b645f1ed9b7ecc9b1ffec71adfa84e,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-7a4696980f54c5337974a9e8,CBSPQ-20260728-7f451bca12e693476a20,CBTXT-20260728-d62121bbeda0b2c23603,CBTXT-20260728-d62121bbeda0b2c23603,CBRDY-20260728-0bc4eb48cc0f3ecc7b0c,CBSRD-20260728-5238ec245ce3f0d8820a,CBCR-20260728-02935,B4XPAR-20260727-003185,BCV-20260728-05900,span_lane_001,95,AZ,West,Phoenix,2026-2028 Unit 2 (AFSCME 2384) MOU - FINAL,mou_or_memorandum,21b88c844ba1ef271560fbc04a07af1fac4a3e5190b0ebad2e41c79836eef1d2,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-d62121bbeda0b2c23603.txt,afe269c71b3011d0b853762039987f18d8bc54c276548d48649f7ad4ba1da69a,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,28137,28224,77d372f8af849d21eb51706113d4eff1b0a4f3a2630e8e96f3cfcb90c911396c,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-40341a9186a81f8056190043,CBSPQ-20260728-7f451bca12e693476a20,CBTXT-20260728-d62121bbeda0b2c23603,CBTXT-20260728-d62121bbeda0b2c23603,CBRDY-20260728-0bc4eb48cc0f3ecc7b0c,CBSRD-20260728-5238ec245ce3f0d8820a,CBCR-20260728-02935,B4XPAR-20260727-003185,BCV-20260728-05900,span_lane_001,95,AZ,West,Phoenix,2026-2028 Unit 2 (AFSCME 2384) MOU - FINAL,mou_or_memorandum,21b88c844ba1ef271560fbc04a07af1fac4a3e5190b0ebad2e41c79836eef1d2,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-d62121bbeda0b2c23603.txt,afe269c71b3011d0b853762039987f18d8bc54c276548d48649f7ad4ba1da69a,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,76607,76687,5407460a00f1c4971e5a4f2ff85bc5bc69c13f2e4386e0ae6dd12053315295f8,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-74dfe4b909a9050e7d947bbb,CBSPQ-20260728-2e645c2dfcc764100090,CBTXT-20260728-9c3e1e360d7fc9c1d4c9,CBTXT-20260728-9c3e1e360d7fc9c1d4c9,CBRDY-20260728-08d0950e5d1580d6e955,CBSRD-20260728-a0748b309e12cb49dd4d,CBCR-20260728-06151,B4XPAR-20260727-006701,BCV-20260728-00468,span_lane_001,99,AZ,West,Somerton,City Council - 18 Jul 2023 (Position Salary Grade / Salary Schedule document),wage_schedule,c062ff78414181ebb9d8c050f14d72108549d1e1476c9ef6177c4739d00d213e,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9c3e1e360d7fc9c1d4c9.txt,ab087fe654abc3324c1b7b93faa839c9849a03fde9d1729a32004c9ebdd34735,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,26753,26852,f382054cc23315adf3527b6eff9a2cabd33900740e8131b779132164721f8115,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-918c1a92f388f0e71f622fa4,CBSPQ-20260728-2e645c2dfcc764100090,CBTXT-20260728-9c3e1e360d7fc9c1d4c9,CBTXT-20260728-9c3e1e360d7fc9c1d4c9,CBRDY-20260728-08d0950e5d1580d6e955,CBSRD-20260728-a0748b309e12cb49dd4d,CBCR-20260728-06151,B4XPAR-20260727-006701,BCV-20260728-00468,span_lane_001,99,AZ,West,Somerton,City Council - 18 Jul 2023 (Position Salary Grade / Salary Schedule document),wage_schedule,c062ff78414181ebb9d8c050f14d72108549d1e1476c9ef6177c4739d00d213e,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9c3e1e360d7fc9c1d4c9.txt,ab087fe654abc3324c1b7b93faa839c9849a03fde9d1729a32004c9ebdd34735,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,244432,244530,15bd27a22282cedb707208409dd1be0e0a0546b75028c5b69c23c99f949ad441,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-75b70d36eb09217de940e0c1,CBSPQ-20260728-1f8cf8fd90ac113295d2,CBTXT-20260728-4316f1ff7d5dc4ad78d8,CBTXT-20260728-4316f1ff7d5dc4ad78d8,CBRDY-20260728-166cec36125a7b7ffa34,CBSRD-20260728-9a1ffd8783bf8dcc47dc,CBCR-20260728-02944,B4XPAR-20260727-003194,BCV-20260728-01783,span_lane_001,101,AZ,West,Springerville,"Agenda Packet (Current Council) — sections on position classification plan and compensation philosophy (salary ranges, premiums, stipends, etc.)",agenda_packet_or_minutes,c8069b12430d9712db0984a9b161aa179ea2ab86ea1b0d41317f58f333b1a356,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-4316f1ff7d5dc4ad78d8.txt,7891c2184a19fa0e334a076f255682dda30816b44ec5011c7216082e5a29048e,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,41905,41984,ef465d301060b185c9d07ab28a3069ba39ebae35c94c7c0198c81dcaa788f476,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-08453a6a6bcf83c7c23763f6,CBSPQ-20260728-24286236271118adde91,CBTXT-20260728-eab4426bfc64f9a1054b,CBTXT-20260728-eab4426bfc64f9a1054b,CBRDY-20260728-8b1d84163cce205b0b63,CBSRD-20260728-5705a1e9eca44c076c1b,CBCR-20260728-01312,B4XPAR-20260727-001410,BCV-20260728-04967,span_lane_001,115,CA,West,Coronado,CORONADO POLICE OFFICERS’ ASSOCIATION MOU 2025 to 2028,mou_or_memorandum,10dcdc98fae77e56c8fb4c971b35b1142eaf7e80d8a9e41d006bfc39211ac686,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-eab4426bfc64f9a1054b.txt,9749e9a82f1f28d1d409f90ca0078c5f56acf98358b896826b2ea43e92594b43,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,77520,77628,60598b82a3b65b1bd6246cb71c5b29e7ca93892ce302aaee70bf9a6ddf41814f,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-982e2ab262068e29c7c43f77,CBSPQ-20260728-1a9d405b3351782ebe93,CBTXT-20260728-f0272bae86d12d3abc90,CBTXT-20260728-f0272bae86d12d3abc90,CBRDY-20260728-fa820e941eb52e406167,CBSRD-20260728-4a522a0f14b422df1bb0,CBCR-20260728-01313,B4XPAR-20260727-001411,BCV-20260728-02824,span_lane_001,116,CA,West,Coronado,CFA MOU Fiscal Year 2025 to 2028,mou_or_memorandum,77e4efaf787cc4cabbfe806a69be13323f17f9daabe4b85a18f8f005584d3739,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-f0272bae86d12d3abc90.txt,c1a1a23d2b0d0b4d43d7f8e0683a66d1a349385d5a5252abfd15e9fbbf843051,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,13945,13996,2427fd41068a08caac5020e13b83dd90a78a214683c3912ad765cd6258a5d601,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-c22cd7af4c9c51efd867e5ef,CBSPQ-20260728-0c477f51f434ac8f0883,CBTXT-20260728-a5c23ce8ff2d67f9b5f6,CBTXT-20260728-a5c23ce8ff2d67f9b5f6,CBRDY-20260728-e1caa34160e66b8ed89a,CBSRD-20260728-bdcb43be529877e4de0b,CBCR-20260728-02963,B4XPAR-20260727-003213,BCV-20260728-03879,span_lane_001,118,CA,West,Corte Madera,Memorandum of Understanding (SEIU Local 1021) — Town of Corte Madera,wage_schedule,a3253fe9413e0b9b46bb6a45982e6b012fee146b0d7295ac958e2c060e962636,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-a5c23ce8ff2d67f9b5f6.txt,15342c913334044d7e5433197bfd648f6a3e878813d37eb79e30cd49c30b5d68,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,31065,31172,7fb900d592724e055e92a617e90481c3795ca76db03b8903d61775c436b67c8f,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-c98d2dd6f99044dd737a964e,CBSPQ-20260728-d4110b2161bdb0b8d618,CBTXT-20260728-abb08bf8b829aab3fbc7,CBTXT-20260728-abb08bf8b829aab3fbc7,CBRDY-20260728-19d105dfa00826dfd2ab,CBSRD-20260728-6bcb251db5599d19017b,CBCR-20260728-07930,TS4L-3498cda16b9d109f6c49,BCV-20260728-04974,span_lane_001,119,CA,West,Covina,"Police Association of Covina MOU — July 1, 2024 to June 30, 2028 (includes side letters)",collective_bargaining_agreement_or_moa_or_wage_schedule,96e038ab675b8733eeb8ca682fcdf88514ef1684b033e6ce1c00b541cde43de4,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-abb08bf8b829aab3fbc7.txt,32c55ff3d3c76ac27b588b2e322a8721040c6c72b296d02c2ae1add597e0e66f,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,32492,32713,d95a43be09f405a1f0c1680b8e99ec9735ab284300286e87ba11de7ebb29183b,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-1456a9fe09f542b29f3a831e,CBSPQ-20260728-d4110b2161bdb0b8d618,CBTXT-20260728-abb08bf8b829aab3fbc7,CBTXT-20260728-abb08bf8b829aab3fbc7,CBRDY-20260728-19d105dfa00826dfd2ab,CBSRD-20260728-6bcb251db5599d19017b,CBCR-20260728-07930,TS4L-3498cda16b9d109f6c49,BCV-20260728-04974,span_lane_001,119,CA,West,Covina,"Police Association of Covina MOU — July 1, 2024 to June 30, 2028 (includes side letters)",collective_bargaining_agreement_or_moa_or_wage_schedule,96e038ab675b8733eeb8ca682fcdf88514ef1684b033e6ce1c00b541cde43de4,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-abb08bf8b829aab3fbc7.txt,32c55ff3d3c76ac27b588b2e322a8721040c6c72b296d02c2ae1add597e0e66f,quantitative_compensation,unknown_or_needs_rating,contract_period,span_extracted,41716,41828,8cdf2affcc91cab9e488bdf3648279a169cd7b756dc6eb2f8010ed158c197926,Q,Q012,"[""Q012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
