span_extraction_id,span_queue_id,extracted_text_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,lane_id,lane_sequence,state,region,municipality,source_title,source_family_hint,retained_file_sha256,extracted_text_artifact_path,extracted_text_sha256,evidence_family,mechanism_label,quantitative_label,span_status,span_start_offset,span_end_offset,span_sha256,extraction_rule_family,extraction_rule_id,all_extraction_rule_ids,rating_status,global_analysis_readiness,claim_boundary
CBSPAN-20260728-0c01deb9c16008ef9208e637,CBSPQ-20260728-3ed33bbba149da3e676f,CBTXT-20260728-95a435d0e38dea6eaac8,CBTXT-20260728-95a435d0e38dea6eaac8,CBRDY-20260728-3800611489d1820e6bbe,CBSRD-20260728-dcf720e2e9bd3bd6669d,CBCR-20260728-06493,BSSC-20260727-00060,BCV-20260728-03042,span_lane_001,57,AR,South,El Dorado,City of El Dorado 2015 Budget (Appendix: Pay Plan Classification and Salary Schedule),budget_or_pay_plan,771e96e8c30cf1d107896fbe9e29343ad14959cf8832aeb182a8fde587257f76,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-95a435d0e38dea6eaac8.txt,488288852d75d3b66d8bfe3dcf3a307b5c4b7e81334227fc36c9dce264f99c99,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,893952,894082,c026195e5f7990aac74fd4337846d582a2826835c07bd70b7bd4d981f6ca7f13,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-5bca39f49611edf178b1f2d0,CBSPQ-20260728-4ad21f31187f64b654e9,CBTXT-20260728-44171c26b1e06e099782,CBTXT-20260728-44171c26b1e06e099782,CBRDY-20260728-e7849d6fb4aea66ff946,CBSRD-20260728-ba9945598f23e38a625c,CBCR-20260728-02479,B4XPAR-20260727-002679,BCV-20260728-07687,span_lane_001,63,AR,South,Little Rock,Memorandum of Agreement (International Association of Firefighters) — City of Little Rock,wage_schedule,48bd0b9728677436cfd53208735767bf9d35c013c350b3e2a76a8c421c955f13,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-44171c26b1e06e099782.txt,be92f25dfff24484dd209a20b54b37db7a70741e42e79cebdca11c6499e87e4e,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,110860,110968,0df3a1797933aebe0b84a37eea3f608a802bf31930560db0f01ef604337eff71,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-dd021c7f4428c8bc8c7717d6,CBSPQ-20260728-685bdc9ae38e140d34c5,CBTXT-20260728-f0dc1e4145849d2a8079,CBTXT-20260728-f0dc1e4145849d2a8079,CBRDY-20260728-9cbdd51e00f6ce91b63d,CBSRD-20260728-d211b438e01fafa24135,CBCR-20260728-02480,B4XPAR-20260727-002680,BCV-20260728-03401,span_lane_001,64,AR,South,Little Rock,"Statement of Agreement (United Labor Unions, Local 100) — City of Little Rock",wage_schedule,96b4fa757bdc1758af8c64b1e2929bb59eb51ecfe967caa73e94ab89b84152c0,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-f0dc1e4145849d2a8079.txt,05787db1c0bca73f500e39d8d98fe75b85f44ba400c411f5280c080c2995f1b7,quantitative_compensation,unknown_or_needs_rating,wage_schedule,span_extracted,50833,50879,6036cbcf9ba9cbfa7256453b6310cad43db1399e883caf9c6661be1231633181,Q,Q005,"[""Q005"", ""R003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-8cc780fd6836b5aa5f1d3186,CBSPQ-20260728-5665fd0210053fae022d,CBTXT-20260728-9a24f82cee0b974188a2,CBTXT-20260728-9a24f82cee0b974188a2,CBRDY-20260728-f847c2ea0d7d46689344,CBSRD-20260728-866b972ed8584fcb8c46,CBCR-20260728-06519,BSSC-20260727-00091,BCV-20260728-08086,span_lane_001,81,AZ,West,El Mirage,Exhibit A: R25-04-03 Police MOU (Memorandum of Understanding) — El Mirage Police Employees Association,mou_or_memorandum,a3c28d6a5ead079b899398ac4c3d7c5c79a214ae95ba74497abb435dce48367f,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9a24f82cee0b974188a2.txt,0161dc2c727587bb1a68a7c495137605493ea6c93b83d0c2c542bec833d21f25,non_base_compensation,non_base_compensation_signal,premium_stipend_differential,span_extracted,3984,4059,73556ad77c2f1330756906a25402b5c29bbda66f53d9c9482173b00422b587a0,N,N001,"[""N001"", ""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-ede7562f0d2e5924476fafa3,CBSPQ-20260728-5665fd0210053fae022d,CBTXT-20260728-9a24f82cee0b974188a2,CBTXT-20260728-9a24f82cee0b974188a2,CBRDY-20260728-f847c2ea0d7d46689344,CBSRD-20260728-866b972ed8584fcb8c46,CBCR-20260728-06519,BSSC-20260727-00091,BCV-20260728-08086,span_lane_001,81,AZ,West,El Mirage,Exhibit A: R25-04-03 Police MOU (Memorandum of Understanding) — El Mirage Police Employees Association,mou_or_memorandum,a3c28d6a5ead079b899398ac4c3d7c5c79a214ae95ba74497abb435dce48367f,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9a24f82cee0b974188a2.txt,0161dc2c727587bb1a68a7c495137605493ea6c93b83d0c2c542bec833d21f25,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,65662,65724,fea5bf1ea4293a67fcf977607eef86a7d099cfb0bde5fcb703643ff35e8d2577,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-f71980c4d255b510afb7e086,CBSPQ-20260728-45c5008528c1aebe92e7,CBTXT-20260728-c708efc752be2e0a4218,CBTXT-20260728-c708efc752be2e0a4218,CBRDY-20260728-c0c74097bd70e0920c23,CBSRD-20260728-95768dfa7e564259e4d6,CBCR-20260728-02934,B4XPAR-20260727-003184,BCV-20260728-08043,span_lane_001,94,AZ,West,Phoenix,2026-2028 Unit 5 (IAFF 493) MOU - FINAL,mou_or_memorandum,c53b6573b6a49fb0b84faa7cebbb23c63ba0f624cb44150ca06d2534e58d61e0,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-c708efc752be2e0a4218.txt,595a18e18c45e3a7581b77d22ccff588e3f7a608e6a9407ef3e59bb07f4ec07b,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,115048,115126,52f3a908cb7120c1c59f0cb1ff18647900a1aa4d35426d411f89d5d22df1ba10,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-ee2f8da85fe9b39ff46efedb,CBSPQ-20260728-1eebae85ab490dfe5fbf,CBTXT-20260728-6895a23992c9fe0c2e29,CBTXT-20260728-6895a23992c9fe0c2e29,CBRDY-20260728-f663c8db66ee89b70b6a,CBSRD-20260728-6622cdb083385095b33e,CBCR-20260728-02936,B4XPAR-20260727-003186,BCV-20260728-03758,span_lane_001,96,AZ,West,Phoenix,"Ordinance S-51144 (Pay Ordinance): Classification Plan, Pay Rates and Compensation (as amended) - PDF",salary_ordinance,b326f98c924dc6c6a1dc2932c4551006edb5fd2616a3222a1c32d9f17dcfc1e5,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-6895a23992c9fe0c2e29.txt,7664f8668c7d3bcd0d297eb150243e48f52046136081fac656b53905a36ba7a1,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,1508,1649,dd152f52ebbb0229a2252b73d691977173bfbf4012fbd75c2f19e2bd68e746c0,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-9280cd50cbf885d2c80058b7,CBSPQ-20260728-e37531a9c02a96f1f7b6,CBTXT-20260728-42b7c15b0c5820d262b0,CBTXT-20260728-42b7c15b0c5820d262b0,CBRDY-20260728-993d0226da9c0ea1433f,CBSRD-20260728-c16f57d20221c007757e,CBCR-20260728-02939,B4XPAR-20260727-003189,BCV-20260728-05905,span_lane_001,98,AZ,West,Pinetop-Lakeside,"Agenda packet (May 7, 2026) — Establishing a starting Salary for Public Works Operations Manager (Town Council Approved Salary Scale reference)",agenda_packet_or_minutes,d492c6ee6196333006937be75725ac7f0c6129a1afc4bfa3d96bfc78d6e19cb0,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-42b7c15b0c5820d262b0.txt,e0d5db216f24a9d545f0d65a9555bc0b782c7182ce06c2d681734ac8a949a571,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,189362,189472,309b3d199e205e39ecc4847229167f2270843505bbb0dca4144bb3a85a1e2a21,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-ddffa7780e1182a015685960,CBSPQ-20260728-2e645c2dfcc764100090,CBTXT-20260728-9c3e1e360d7fc9c1d4c9,CBTXT-20260728-9c3e1e360d7fc9c1d4c9,CBRDY-20260728-08d0950e5d1580d6e955,CBSRD-20260728-a0748b309e12cb49dd4d,CBCR-20260728-06151,B4XPAR-20260727-006701,BCV-20260728-00468,span_lane_001,99,AZ,West,Somerton,City Council - 18 Jul 2023 (Position Salary Grade / Salary Schedule document),wage_schedule,c062ff78414181ebb9d8c050f14d72108549d1e1476c9ef6177c4739d00d213e,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9c3e1e360d7fc9c1d4c9.txt,ab087fe654abc3324c1b7b93faa839c9849a03fde9d1729a32004c9ebdd34735,quantitative_compensation,unknown_or_needs_rating,pay_band_or_grade,span_extracted,5855,5955,15f576b5c549458b941a23e6c3c4de61464b0c59fe2f0a40aaed8d49aea1d5ef,Q,Q013,"[""Q013"", ""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-e593d3eceb3da5257a218409,CBSPQ-20260728-2e645c2dfcc764100090,CBTXT-20260728-9c3e1e360d7fc9c1d4c9,CBTXT-20260728-9c3e1e360d7fc9c1d4c9,CBRDY-20260728-08d0950e5d1580d6e955,CBSRD-20260728-a0748b309e12cb49dd4d,CBCR-20260728-06151,B4XPAR-20260727-006701,BCV-20260728-00468,span_lane_001,99,AZ,West,Somerton,City Council - 18 Jul 2023 (Position Salary Grade / Salary Schedule document),wage_schedule,c062ff78414181ebb9d8c050f14d72108549d1e1476c9ef6177c4739d00d213e,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9c3e1e360d7fc9c1d4c9.txt,ab087fe654abc3324c1b7b93faa839c9849a03fde9d1729a32004c9ebdd34735,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,272099,272284,8862932dff525295eb3d5b9bcdcb4dea861edb0421b4259556f899e6032d3664,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-c29caa237eab7ccc3420857d,CBSPQ-20260728-0c477f51f434ac8f0883,CBTXT-20260728-a5c23ce8ff2d67f9b5f6,CBTXT-20260728-a5c23ce8ff2d67f9b5f6,CBRDY-20260728-e1caa34160e66b8ed89a,CBSRD-20260728-bdcb43be529877e4de0b,CBCR-20260728-02963,B4XPAR-20260727-003213,BCV-20260728-03879,span_lane_001,118,CA,West,Corte Madera,Memorandum of Understanding (SEIU Local 1021) — Town of Corte Madera,wage_schedule,a3253fe9413e0b9b46bb6a45982e6b012fee146b0d7295ac958e2c060e962636,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-a5c23ce8ff2d67f9b5f6.txt,15342c913334044d7e5433197bfd648f6a3e878813d37eb79e30cd49c30b5d68,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,83178,83366,5322e664cb0417af4e31afd2f01b46f6a63803265a31dd82c03b88c1cc58ae01,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-69d842de862318711201116a,CBSPQ-20260728-e972a186218d8a45a377,CBTXT-20260728-b6a1444b96f0fe7d48e6,CBTXT-20260728-b6a1444b96f0fe7d48e6,CBRDY-20260728-2b367984685407df4c45,CBSRD-20260728-ceff2f051c3e4ff52885,CBCR-20260728-01324,B4XPAR-20260727-001423,BCV-20260728-07615,span_lane_001,130,CA,West,La Palma,"Memorandum of Understanding (MOU) July 1, 2022 – June 30, 2025 — City of La Palma and La Palma Police Association",mou_or_memorandum,035ceb6f9dda837db0d475fc3702fd308899ccb09871f02085872307cc18c235,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-b6a1444b96f0fe7d48e6.txt,477d624c791f87f486f8ff58231da582eca874e5cb40124c66bf8a99f43bacf7,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,6505,6631,15959e3469c88d0e3cd43b52a19853eedea0073cb4b7bd5ffeb2d1b4c960a22c,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-bc75c62c8bb3519d128a4796,CBSPQ-20260728-e3a934fe4a02cdb2cc36,CBTXT-20260728-fb1401445371af5148b7,CBTXT-20260728-fb1401445371af5148b7,CBRDY-20260728-4f125cce1fa3bc193f93,CBSRD-20260728-7244e18ff0c821b3e0dd,CBCR-20260728-04584,B4XPAR-20260727-004996,BCV-20260728-05460,span_lane_001,131,CA,West,Laguna Woods,"Resolution No. 26-28 (June 17, 2026) — Compensation and Benefits (Compensation Schedule + Exhibit A)",other_local_government_pay_policy,29d31d443b7a16bd4cfedfb6a81188f334dc78c63bbffcce7d7354d10512a8f4,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-fb1401445371af5148b7.txt,c28cabc686b75e98c21a1d35eb296515da2b61bc54f2695e400d79782f0434b1,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,29205,29289,99df77534c380eafa2402d195051c07165d9e674d37c085fbc824b6c13c8590f,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-15ddfe4b2ce876c7da8c3192,CBSPQ-20260728-e3a934fe4a02cdb2cc36,CBTXT-20260728-fb1401445371af5148b7,CBTXT-20260728-fb1401445371af5148b7,CBRDY-20260728-4f125cce1fa3bc193f93,CBSRD-20260728-7244e18ff0c821b3e0dd,CBCR-20260728-04584,B4XPAR-20260727-004996,BCV-20260728-05460,span_lane_001,131,CA,West,Laguna Woods,"Resolution No. 26-28 (June 17, 2026) — Compensation and Benefits (Compensation Schedule + Exhibit A)",other_local_government_pay_policy,29d31d443b7a16bd4cfedfb6a81188f334dc78c63bbffcce7d7354d10512a8f4,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-fb1401445371af5148b7.txt,c28cabc686b75e98c21a1d35eb296515da2b61bc54f2695e400d79782f0434b1,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,32244,32346,1aa739ef88e367495c0b7975ab2909c8081c0a757281c3b1b733122294a5da66,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
