auto_adjudication_id,adjudication_case_id,calibration_id,source_review_id,pdf_readiness_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,pdf_page_count,content_artifact_path,candidate_pages_evaluated,nearby_pages_evaluated,navigation_pages_evaluated,local_text_signal_summary,local_layout_signal_summary,rendered_page_available,rendered_page_count_used,table_structure_feature_score,wage_language_feature_score,pay_numeric_feature_score,navigation_feature_score,non_wage_false_positive_feature_score,compact_compensation_sheet_feature_score,gabriel_request_id,gabriel_backend,gabriel_model,gabriel_status,gabriel_schema_valid,gabriel_wage_schedule_present,gabriel_candidate_page_relationship,gabriel_visual_table_type,gabriel_non_wage_family,gabriel_navigation_needed,gabriel_navigation_target_found,gabriel_extraction_complexity,gabriel_extraction_recommendation,gabriel_confidence,gabriel_reason_codes,gabriel_short_rationale,gabriel_input_page_count,gabriel_input_text_chars,gabriel_elapsed_seconds,auto_gate_label,auto_gate_confidence,auto_gate_reason_codes,auto_gate_rationale,auto_gate_passes_500_doc_criteria_candidate
auto_adj_2e92efb54450335a4519,adj_b616cd8d7d986e0d128f,cal_7845f67d41be5d195219e6b6,sr_0f570b70da1f58b65d1a404a,pr_5f88244831bcf836d76c06ec,NSCQ-OH-20260720-0208,OH,Solon,CITY OF SOLON,police,cba,38,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0119_sr_0f570b70da1f58b65d1a404a.pdf,"2,13,20","1,21",4,"{""benefit_terms"":35,""budget_terms"":1,""index_pages"":1,""numeric_tokens"":157,""role_terms"":23,""wage_terms"":23}","{""column_lines"":107,""geometry_columns"":61,""geometry_rows"":132,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":13}",true,6,0.930000,1.000000,1.000000,0.200000,1.000000,0.750000,resp_0f3c982b965eb467006a6502e101208196aa58824f36a09943,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,benefits,no,not_applicable,not_extractable,exclude_for_now,medium,CONTENTS_INDEX_ONLY|NO_VISIBLE_PAY_RATE_SALARY_COLUMNS|COMPENSATION_IS_PROSE_OR_NONWAGE_BENEFIT|VACATION_AND_INSURANCE_SECTIONS_NOT_WAGE,"Pages include a table of contents and benefit/entitlement prose (vacations, health insurance, insurance/mileage/military pay language) but no extractable wage/pay schedule table with stable role/classification rows and wage/rate/salary columns.",6,6000,118.048673,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_c7304672dc404955d7ea,adj_d84ff3b261602413fc25,cal_7db0e44dde1faec77d813e1b,sr_5f0368a2840df9c86be0eb1f,pr_dc288b2f7069a9624aba2e17,NSCQ-MA-20260720-0044,MA,New Bedford,CITY OF NEW BEDFORD,fire,memorandum_or_settlement,8,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,4,"3,5","1,2","{""benefit_terms"":37,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":92,""role_terms"":17,""wage_terms"":17}","{""column_lines"":1,""geometry_columns"":52,""geometry_rows"":149,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":15}",true,5,0.820000,1.000000,1.000000,0.000000,1.000000,1.000000,resp_0eb6339408f299b6006a6502e51a448193957cac3dda268a7d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,not_applicable,no,not_applicable,not_extractable,exclude_for_now,medium,PROSE_WAGE_AMENDMENT_NO_VISIBLE_TABLE|NO_ROWS_AND_NO_RATE_SALARY_COLUMNS|ONLY_STIPEND_OR_PERCENT_REFERENCE_WITHH0|NO_STABLE_COMPACT_ROLE_TO_PAY_SHEET,"Pages include wage/step/stipend amendment text, but no extractable pay schedule structure (no role/classification rows with wage/rate/salary columns).",5,6000,121.783225,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_f187a8d7302433ceaf84,adj_7214e2f70428f4cae649,cal_81d9a782eed3ef59e8cf53c8,sr_acb5ecbffecbf0b6b5bb75dd,pr_050dce9e3c13f33b1286c93d,NSCQ-AK-20260720-0014,AK,Sitka,CITY AND BOROUGH OF SITKA,police,cba,38,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0133_sr_acb5ecbffecbf0b6b5bb75dd.pdf,"2,17,37","1,38",4,"{""benefit_terms"":14,""budget_terms"":2,""index_pages"":1,""numeric_tokens"":284,""role_terms"":21,""wage_terms"":11}","{""column_lines"":45,""geometry_columns"":28,""geometry_rows"":20,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":15}",true,6,0.862000,1.000000,1.000000,0.200000,1.000000,1.000000,resp_053d37ac613a9480006a6502e8caa481959a695c68d8ce5245,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,benefits,yes,no,not_extractable,exclude_for_now,high,NO_WAGE_TABLE_ROWS|ONLY_PROSE_OR_INDEX|NO_VISIBLE_PAY_MATRIX_OR_RATE_COLUMNS|APPENDIX_A_LEAVE_NOT_PAY,"Candidate pages show a contents pointer and benefits/leave prose/appendix, but no role/classification rows with salary/pay-rate columns or compact pay matrix table.",6,5999,124.889599,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_1a5a47e257a5614de878,adj_ce04ac35d44f63cd165d,cal_832e6ddab7670a3ef19d679e,sr_5d59ea80e3cb7e6a7692ac7f,pr_b2382e31ade75663568b04cd,NSCQ-MN-20260720-0130,MN,Hopkins,CITY OF HOPKINS,non_safety,cba,20,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf,"5,11,20","4,18",1,"{""benefit_terms"":5,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":166,""role_terms"":15,""wage_terms"":30}","{""column_lines"":69,""geometry_columns"":19,""geometry_rows"":8,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":20}",true,6,0.658333,1.000000,1.000000,0.000000,0.780000,0.750000,resp_075791a861133916006a6502ebe2988193b5b2729f8bdba65a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,hourly_schedule,not_applicable,no,not_applicable,moderate,extraction_ready,high,WAGE_RANGE_TABLE_ROLE_PER_HOUR|TABLE_LIKE_GRID_WITH_ROLE_LABELS|WAGE_NUMERIC_INDICATORS_PRESENT,"Candidate page 20 contains a labeled wage-range table (“Casual Employee Wage Ranges”) with role rows (e.g., Building Attendants) and per-hour money range columns.",6,5512,127.673045,extraction_ready_with_schema_update,high,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_8da9af4b3af112b7104f,adj_a8acf879998506d5e546,cal_8341f144d0dbe9b4f6f2dcda,sr_767d500d00d33a4b8112ae8b,pr_f6b4c25b6756389c56ccef2f,NSCQ-NJ-20260720-0047,NJ,Harrison,TOWN OF HARRISON,fire,ordinance_or_policy,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0478_sr_767d500d00d33a4b8112ae8b.pdf,1,2,"3,4,5","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":130,""role_terms"":3,""wage_terms"":6}","{""column_lines"":20,""geometry_columns"":5,""geometry_rows"":9,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":29}",true,5,0.760000,0.840000,1.000000,0.000000,0.000000,0.647500,resp_0ea7b24033db9900006a6502eea61c81949eaccd51ae61c49b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,annual_salary_schedule,not_applicable,no,not_applicable,moderate,extraction_ready,high,HAS_SALARY_SCHEDULE_STRUCTURE|HAS_ROLE_STEP_ROWS|HAS_MONEY_COLUMNS|TABLE_GEOMETRY_INDICATORS,"Page 1 contains an explicit salary schedule table with fire-department roles/titles, step columns, and multiple dollar amount columns for effective dates.",5,2165,129.783845,extraction_ready_high_confidence,high,GABRIEL_LOCAL_AGREE|ROW_COLUMN_EVIDENCE|PAGE_RELATIONSHIP_RESOLVED,Schema-valid GABRIEL and strong local rendered/text geometry agree on a bounded wage-schedule page with resolved page identity.,true
auto_adj_c46e292c36c96d9df3f2,adj_cc5f2780f157339aabd6,cal_87047e8ea3c1d1bc56da2b90,sr_70f70cdfc1b3a3d0bdbc9cf2,pr_04f52406bbfc1cf100abe1a1,NSCQ-MT-20260720-0051,MT,Dillon,CITY OF DILLON,non_safety,cba,15,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0048_sr_70f70cdfc1b3a3d0bdbc9cf2.pdf,"2,4,15","1,14",10,"{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":170,""role_terms"":0,""wage_terms"":39}","{""column_lines"":22,""geometry_columns"":8,""geometry_rows"":9,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":2}",true,6,0.515000,1.000000,1.000000,0.000000,0.000000,0.500000,resp_0791ab73aa309c8c006a6502f0c36c8196a4ae1ad99bd2c3a9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,step_grade,not_applicable,no,not_applicable,moderate,extraction_ready,high,ADDENDUM_GRADE_STEP_GRID_PRESENT|ROLE_CLASSIFICATION_STEPS_ROWS_PRESENT|MONEY_COLUMNS_IN_GRID_PRESENT|OTHER_CANDIDATE_PAGES_HAVE_NO_TABLE_SIGN,Page 15 contains a grade/step grid with multiple rows/columns of monetary salary values tied to effective increases; other candidate pages show no wage table.,6,1500,133.714210,extraction_ready_with_schema_update,high,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_e62f40782ecfedcf83b0,adj_3c82be327f8cf6b702d4,cal_871b8130bf4245601b1a841b,sr_01a6ca1e036caa63d95335f7,pr_b0aceafb33d9903e685d2ee8,NSCQ-NM-20260720-0012,NM,Santa Fe,CITY OF SANTA FE,non_safety,wage_schedule_or_compensation_plan,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf,"1,3,4",5,,"{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":303,""role_terms"":2,""wage_terms"":10}","{""column_lines"":58,""geometry_columns"":23,""geometry_rows"":38,""navigation_targets_evaluated"":0,""rendered_pages"":4,""row_like_lines"":6}",true,4,0.700000,1.000000,1.000000,0.000000,0.180000,0.625000,resp_0041f9a57fc9c98c006a6502f4b1b881908e2cb203aa71f7ab,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,classification_pay_table,not_applicable,no,not_applicable,moderate,extraction_ready,high,EXHIBIT_PAY_PLAN_TABLE|GRADE_MIN_MID_MAX_COLUMNS|NUMERIC_MONEY_TOKENS_PRESENT|TABLE_STRUCTURE_DETECTED,"Exhibit A contains a clear pay-plan table with grade rows and wage columns (minimum/midpoint/maximum), indicating an extractable salary schedule.",4,3033,137.104381,extraction_ready_high_confidence,high,GABRIEL_LOCAL_AGREE|ROW_COLUMN_EVIDENCE|PAGE_RELATIONSHIP_RESOLVED,Schema-valid GABRIEL and strong local rendered/text geometry agree on a bounded wage-schedule page with resolved page identity.,true
auto_adj_83be17b47676374c0ed0,adj_ad974bc660cfb4f66f69,cal_8dc01e6871029b30cc13920c,sr_1ddc258e503ab45a893f612d,pr_c4b69437cd93d57d810b83b0,NSCQ-MA-20260720-0126,MA,Gloucester,CITY OF GLOUCESTER,fire,cba,85,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_1ddc258e503ab45a893f612d.pdf,"29,43,48","28,49",1,"{""benefit_terms"":7,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":67,""role_terms"":26,""wage_terms"":18}","{""column_lines"":4,""geometry_columns"":8,""geometry_rows"":2,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":11}",true,6,0.535000,1.000000,1.000000,0.000000,0.840000,1.000000,resp_01b295c840101b5c006a6502f8150881948852f2b5448ed075,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,wrong_page,prose_only,not_applicable,unknown,not_applicable,not_extractable,exclude_for_now,medium,NO_TABLE_GRID|WAGE_IS_PROSE_OR_ALLOWANCE_TEXT|NO_ROLE_ROWS_WITH_RATE_OR_SALARY_COLUMNS|NO_STABLE_COMPACT_COMP_SHEET,Candidate pages contain CBA wage-related prose (premiums/allowances/overtime references) but no visible salary/pay scale table or compact role-to-pay sheet with structured rows/columns.,6,4357,139.346282,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_4f4930392eeb558a70b7,adj_cbb0e2bc500151e1edec,cal_96ffbdb214517b3a6a6649d0,sr_4df4fd624fdf69f3a89531f7,pr_ccf8fca5d0f35d30845afb6a,NSCQ-OK-20260720-0008,OK,Broken Arrow,CITY OF BROKEN ARROW,fire,cba,43,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0215_sr_4df4fd624fdf69f3a89531f7.pdf,"20,22,24","19,25",,"{""benefit_terms"":60,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":124,""role_terms"":37,""wage_terms"":25}","{""column_lines"":10,""geometry_columns"":9,""geometry_rows"":8,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":13}",true,5,0.840000,1.000000,1.000000,0.000000,1.000000,1.000000,resp_0631faa4b3412fc3006a6502fa5c748195a1a67a4ca56bfc96,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,exact_table_page,benefits_table,benefits,no,not_applicable,moderate,exclude_for_now,high,VACATION_HOLIDAY_HOURS_TABLE_NOT_PAY_RAT|NO_SALARY_OR_RATE_COLUMNS|WAGE_PROSE_ONLY_AROUND_COMPENSATION,"Candidate pages show vacation/holiday accrual schedules (hours/rates for leave) and benefit language, but no extractable wage/salary/pay-rate schedule with salary/rate columns.",5,6000,143.441110,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_1dcfd507f3d063d25bcf,adj_a19373344ecd2480d1ac,cal_9824026160d8547991edff93,sr_952118c54eec2305e424bae1,pr_f0f4ec6a8bde10bae3d40480,NSCQ-MO-20260720-0007,MO,Columbia,CITY OF COLUMBIA,police,memorandum_or_settlement,4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0467_sr_952118c54eec2305e424bae1.pdf,2,"1,3",4,"{""benefit_terms"":0,""budget_terms"":1,""index_pages"":0,""numeric_tokens"":54,""role_terms"":10,""wage_terms"":14}","{""column_lines"":7,""geometry_columns"":8,""geometry_rows"":0,""navigation_targets_evaluated"":0,""rendered_pages"":4,""row_like_lines"":12}",true,4,0.730000,1.000000,1.000000,0.000000,0.120000,0.750000,resp_0095cf7cb5ccfedf006a6502fe724c8195ad1e3c885a0fa831,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,memorandum_without_table,no,not_applicable,not_extractable,exclude_for_now,medium,NO_VISIBLE_PAY_TABLE|PROSE_PAY_ADJUSTMENTS_ONLY|NO_ROLE_OR_RATE_COLUMNS|NO_STABLE_COMPACT_SHEET,"Pages contain collective-bargaining pay adjustments and percentages in narrative form, not a wage/pay table or compact role-to-pay sheet with rows/columns.",4,3259,146.267255,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_9b8bb3405d1f031feb36,adj_c8a0a7706ff6c73f1cfe,cal_9b0d02f472072c62b56bf808,sr_244222ff567949a7e4ba4dbf,pr_b0a9132a2b8b92b477a3d524,NSCQ-VA-20260720-0024,VA,Fredericksburg,CITY OF FREDERICKSBURG,non_safety,wage_schedule_or_compensation_plan,14,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf,"1,7,14","3,12",,"{""benefit_terms"":0,""budget_terms"":14,""index_pages"":0,""numeric_tokens"":108,""role_terms"":13,""wage_terms"":85}","{""column_lines"":14,""geometry_columns"":11,""geometry_rows"":17,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":23}",true,5,0.895000,1.000000,1.000000,0.000000,1.000000,1.000000,resp_0dd573c7a1190497006a6503014eb881979b6a397f60fecb45,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,adjacent_to_table,prose_only,memorandum_without_table,no,not_applicable,hard,exclude_for_now,medium,MEMO_STEPS_NO_TABLE_ROWS|NO_VISIBLE_PAY_RATE_OR_SALARY_COLUMNS|APPENDIX_MENTIONED_BUT_NOT_INCLUDED,"Candidate pages show a proposed compensation memo with step/%/cost prose, but no extractable wage/pay schedule table with classification rows and wage/rate/salary columns.",5,6000,148.767847,exclude_for_now,medium,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_486979730ee7ec86ca81,adj_f8facb1fc2918ed1211f,cal_9be75c1e7fbfe27a4db1d91e,sr_2ae5ff049436caf22fe8e1ef,pr_c136b3d9bfc53f6430cae8c2,NSCQ-PA-20260720-0058,PA,Harrisburg,CITY OF HARRISBURG,fire,arbitration_award,113,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,"1,26,63","3,64",4,"{""benefit_terms"":6,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":659,""role_terms"":13,""wage_terms"":26}","{""column_lines"":83,""geometry_columns"":14,""geometry_rows"":3,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":114}",true,6,0.693333,1.000000,1.000000,0.000000,0.900000,1.000000,resp_0dd416d7a362f21b006a650303c7b48190b6f7761f795a7f89,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,annual_salary_schedule,not_applicable,no,not_applicable,moderate,extraction_ready,high,TABLE_VISIBLE|ROLE_RANK_ROWS|RATE_COLUMNS_PRESENT|SALARY_SCALES_HEADING,"Page 26 shows a salary scales table with rank/service rows and columns for base, longevity/percentage, and hourly/salary rate values.",6,6000,151.547726,extraction_ready_with_schema_update,high,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_5876bcebd2777e053c11,adj_6f42578a0e66f5409208,cal_a4b5a28529bc2239da93dcb6,sr_d52b4b96c793e8aab32ecf55,pr_357eb5e8a684d181d2962f49,NSCQ-ID-20260720-0016,ID,Lewiston,CITY OF LEWISTON,fire,cba,38,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0067_sr_d52b4b96c793e8aab32ecf55.pdf,"13,20,22","12,23",,"{""benefit_terms"":12,""budget_terms"":2,""index_pages"":1,""numeric_tokens"":104,""role_terms"":25,""wage_terms"":52}","{""column_lines"":0,""geometry_columns"":33,""geometry_rows"":43,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":14}",true,5,0.750000,1.000000,1.000000,0.200000,1.000000,1.000000,resp_0cc285b2fd1058d9006a65030690e08196bc95ac462aa9fe55,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,not_applicable,no,not_applicable,moderate,exclude_for_now,high,PROSE_ONLY_NO_PAY_MATRIX_ROWS|NO_RATE_SALARY_COLUMNS_VISIBLE|NO_COMPACT_ROLE_TO_PAY_SHEET_STRUCTURE,"Candidate pages contain wage/benefit calculation prose (holiday, overtime, premium pay) and percent adjustments, but no visible wage schedule table or role/classification rows with wage/rate columns.",5,6000,154.081789,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_ea3c5cc3db083449898d,adj_0e62d42d92b67bbd15cd,cal_a59e7db7416b7eda4426b2b0,sr_1d4cde5b33a00f4065852362,pr_88957832b8077080e01b1823,NSCQ-NV-20260720-0007,NV,North Las Vegas,CITY OF NORTH LAS VEGAS,fire,cba,109,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0047_sr_1d4cde5b33a00f4065852362.pdf,"49,61,108","48,109",1,"{""benefit_terms"":4,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":152,""role_terms"":17,""wage_terms"":21}","{""column_lines"":35,""geometry_columns"":27,""geometry_rows"":43,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":25}",true,6,0.511500,1.000000,1.000000,0.000000,1.000000,0.750000,resp_07d63b910a97338e006a65030a5f008193a0e865a8e9a2b247,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,maybe,points_to_later_table,prose_only,incentive_or_bonus_prose,unknown,no,moderate,second_review_required,low,NO_VISIBLE_PAY_SCHEDULE_TABLE|INCENTIVE_PAY_REFERENCES_TABLE_BELOW|CANDIDATE_PAGES_SHOW_WAGE_PROSE_OR_STEPS|MONEY_OR_RATE_COLUMNS_NOT_CONFIRMED,"Candidate pages include wage/incentive prose and a referenced “table below,” but the bounded evidence doesn’t show a complete extractable wage/rate/salary schedule with aligned role/classification rows and pay columns.",6,3861,169.165535,second_review_required,low,EVIDENCE_NOT_STRONG_ENOUGH|NAVIGATION_TARGET_UNRESOLVED|NEGATIVE_PAGE_FAMILY,"The bounded GABRIEL/local evidence is ambiguous, weak, conflicting, or navigation-dependent and cannot support an extraction-ready label.",false
auto_adj_00c54154ec29e05c55ed,adj_7960eaa2a06390d5b720,cal_a6388ef8c82edf25da71cfe8,sr_0021af2764459702bd8418ff,pr_c5a1001904c5023407d7ec25,NSCQ-MD-20260720-0009,MD,Rockville,CITY OF ROCKVILLE,non_safety,cba,29,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf,"4,15,29","3,27",,"{""benefit_terms"":57,""budget_terms"":0,""index_pages"":1,""numeric_tokens"":285,""role_terms"":9,""wage_terms"":48}","{""column_lines"":21,""geometry_columns"":39,""geometry_rows"":103,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":83}",true,5,0.947500,1.000000,1.000000,0.200000,1.000000,1.000000,resp_084c5534ee9abf59006a6503182e58819695aeb36f0b15a0ef,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,step_grade,not_applicable,no,not_applicable,moderate,extraction_ready,high,EXHIBIT_A_STEP_PAY_SCALE_TABLE|VISIBLE_STEP_ROWS_AND_MONEY_COLUMNS,"Candidate page 29 contains an “Exhibit A” AFSCME Step Pay Scale with step/grade headings and multiple pay (money) columns, indicating an extractable wage schedule.",5,6000,171.809194,extraction_ready_with_schema_update,high,GABRIEL_POSITIVE|LOCAL_SCHEMA_UPDATE_EVIDENCE,"Bounded evidence supports a wage schedule, but local structure, compact layout, or navigation requires a schema-specific rule.",true
auto_adj_b61d199d455bc1a1e86b,adj_84fbeea94d88579acac6,cal_a64662143119f08d07ec503e,sr_9174b4d1826def91ca26cb37,pr_c3438e6f1f9f6860d7e3173c,NSCQ-IA-20260720-0016,IA,Urbandale,CITY OF URBANDALE,non_safety,cba,15,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0018_sr_9174b4d1826def91ca26cb37.pdf,"2,9,14","1,15",4,"{""benefit_terms"":2,""budget_terms"":1,""index_pages"":1,""numeric_tokens"":83,""role_terms"":14,""wage_terms"":36}","{""column_lines"":1,""geometry_columns"":11,""geometry_rows"":3,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":7}",true,6,0.485000,1.000000,1.000000,0.200000,0.610000,1.000000,resp_0c6986cbc3c16d0a006a65031ae9c481948c86e710d84ec086,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,not_applicable,no,not_applicable,not_extractable,exclude_for_now,high,NO_VISIBLE_WAGE_TABLE|WAGE_SECTION_IS_PROSE_ONLY|NO_PAY_RATE_OR_SALARY_COLUMNS|TOC_ONLY_POINTER,"Candidate pages contain wage-related narrative (e.g., reporting/recall pay, pay adjustments) and references to a wage schedule, but no extractable salary/wage table or role-by-step/rate columns are shown.",6,4903,174.557418,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_afbaa8d90cfb0c77f094,adj_87dbdd662a58edbfb916,cal_a697a3efcaf26dad1a05afd8,sr_29a4bb2364a8400b342e9056,pr_c612b26ccff7661896add24c,NSCQ-MT-20260720-0052,MT,Columbia Falls,CITY OF COLUMBIA FALLS,police,cba,26,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0061_sr_29a4bb2364a8400b342e9056.pdf,"2,4,7","1,8",9,"{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":0,""role_terms"":0,""wage_terms"":0}","{""column_lines"":0,""geometry_columns"":3,""geometry_rows"":6,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":0}",true,6,0.189167,0.000000,0.000000,0.000000,0.000000,0.000000,resp_0aed1fb594b7f091006a65031d8f34819587518c2ab106dc4f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,unknown,no_table,not_applicable,no,not_applicable,not_extractable,exclude_for_now,high,NO_WAGE_TERMS|NO_PAY_NUMERIC|NO_TABLE_STRUCTURE|NO_ROLE_CLASSIFICATION_ROWS,"Candidate pages show no wage/pay terms, no money/numeric content, and no row/column table structure; no extractable salary/wage or compensation schedule visible.",6,0,176.633930,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
