auto_adjudication_id,calibration_id,started_at,finished_at,local_evidence_elapsed_seconds,gabriel_elapsed_seconds,total_elapsed_seconds,gabriel_status
auto_adj_a3b0b2375a5265b96457,cal_bfedbccdcdd9bd76067ed767,2026-07-25T18:37:13Z,2026-07-25T18:45:15Z,0.119149,200.583501,200.702650,success
auto_adj_bdf42e9a86a975aba0aa,cal_c0ae2be0b8fa709bea2568b1,2026-07-25T18:37:13Z,2026-07-25T18:45:15Z,0.130461,203.756211,203.886671,success
auto_adj_38c978955fe7568100ae,cal_c5879d65de3d7cab68f8285d,2026-07-25T18:37:13Z,2026-07-25T18:45:15Z,0.163812,207.342815,207.506627,success
auto_adj_75319513b7660521c632,cal_c77ec0d95351aaf6fe61ae09,2026-07-25T18:37:13Z,2026-07-25T18:45:15Z,0.228245,210.259758,210.488003,success
auto_adj_705c329cd94dfb43667b,cal_c98ac0fc2f52f605f7e9e0e9,2026-07-25T18:37:14Z,2026-07-25T18:45:15Z,0.225072,212.767386,212.992459,success
auto_adj_3468271c36f9989eacfe,cal_cbdc133f08acec0540dcad2f,2026-07-25T18:37:14Z,2026-07-25T18:45:15Z,0.387809,216.710556,217.098366,success
auto_adj_586178f67cce44d07ef4,cal_cd4367db6772f9c1dd2bd32a,2026-07-25T18:37:14Z,2026-07-25T18:45:15Z,0.158786,219.608800,219.767586,success
auto_adj_38189d1c75968258626d,cal_d078bf86970597e540f4dfdc,2026-07-25T18:37:14Z,2026-07-25T18:45:15Z,0.049282,222.187898,222.237180,success
auto_adj_4f9e80f4f6656a8784b9,cal_d0c3b331783b52ed94754dfe,2026-07-25T18:37:14Z,2026-07-25T18:45:15Z,0.025794,225.259656,225.285449,success
auto_adj_49c02db0f7171f840a73,cal_d38f015ffc6f5b5236e57b61,2026-07-25T18:37:14Z,2026-07-25T18:45:15Z,0.489949,229.973502,230.463451,success
auto_adj_74c42f0b099448e7e721,cal_d6b35018b5dcb621e633139c,2026-07-25T18:37:15Z,2026-07-25T18:45:15Z,0.343525,233.146103,233.489628,success
auto_adj_5fd6b36269edf54912b1,cal_d81135f3df730a4834871a3e,2026-07-25T18:37:15Z,2026-07-25T18:45:15Z,0.173982,236.629689,236.803671,success
auto_adj_c7b909953d2d7ffab851,cal_dc61684d5412598780b1dad5,2026-07-25T18:37:15Z,2026-07-25T18:45:15Z,0.567454,239.947678,240.515132,success
auto_adj_774ae262d408da88dfd4,cal_e449adc4af54e68faf6df833,2026-07-25T18:37:16Z,2026-07-25T18:45:15Z,0.194854,242.873935,243.068789,success
auto_adj_aed589b6fb0b7b89adb0,cal_e4fb9064d2d7a5f83c99fa0e,2026-07-25T18:37:16Z,2026-07-25T18:45:15Z,0.188536,246.294373,246.482908,success
auto_adj_ace0868b38a9d3fd08a9,cal_e91b753a6b866536c04cc683,2026-07-25T18:37:16Z,2026-07-25T18:45:15Z,0.418674,249.653649,250.072323,success
auto_adj_73c0c2d4b696d106663f,cal_e9ae50613e39147b2a14096b,2026-07-25T18:37:17Z,2026-07-25T18:45:15Z,0.108770,252.703316,252.812086,success
auto_adj_56d7a0943faf1f1b8de3,cal_eb354ab8c721227b54d0a28f,2026-07-25T18:37:17Z,2026-07-25T18:45:15Z,0.337245,254.914920,255.252165,success
auto_adj_909896b6902f331ad1d5,cal_edf9016b25b0df9f5b462d13,2026-07-25T18:37:17Z,2026-07-25T18:45:15Z,0.378494,258.525211,258.903705,success
auto_adj_f309b5df58c08f090785,cal_f71f1c34d4baf51bd51872b3,2026-07-25T18:37:18Z,2026-07-25T18:45:15Z,0.261113,261.409330,261.670443,success
auto_adj_9328638f27a5ce76c946,cal_f9b59d9031b046874a02e461,2026-07-25T18:37:18Z,2026-07-25T18:45:15Z,0.079812,264.970238,265.050051,success
auto_adj_dffa4e8429e05325d94c,cal_f9dd92181970ff43c93bf3fb,2026-07-25T18:37:18Z,2026-07-25T18:45:15Z,0.319709,267.473790,267.793499,success
auto_adj_b13e8a0b55ed0b925fd4,cal_ffe9a37048bdd1c20e3c8ca9,2026-07-25T18:37:18Z,2026-07-25T18:45:15Z,0.117142,270.960822,271.077964,success
auto_adj_0af46834c9ea9f278c1f,cal_0040c3a549555da713b42502,2026-07-25T18:37:18Z,2026-07-25T18:45:15Z,0.055906,272.860890,272.916796,success
auto_adj_77a9ed72b3f7c895aed4,cal_008080f3b7ff1303edafede6,2026-07-25T18:37:18Z,2026-07-25T18:45:15Z,0.066965,275.129395,275.196360,success
auto_adj_761ecc96e96d8835c196,cal_00fa74a685b40b8d5aa3ba95,2026-07-25T18:37:19Z,2026-07-25T18:45:15Z,0.335091,277.755107,278.090198,success
auto_adj_f9e4831b2ec14fbc4713,cal_01b501e66b32cf45fd24174e,2026-07-25T18:37:19Z,2026-07-25T18:45:15Z,0.248491,281.178562,281.427053,success
auto_adj_289edf46d0c0d7d7187a,cal_06c1c72323f9983456949e2d,2026-07-25T18:37:19Z,2026-07-25T18:45:15Z,0.281672,283.828089,284.109761,success
auto_adj_367fc267c61a1ddba129,cal_1c65b87742c2909d651c0dd4,2026-07-25T18:37:19Z,2026-07-25T18:45:15Z,0.388916,286.388201,286.777117,success
auto_adj_a1de7b110d83fc4188c3,cal_1ef8e0d5da94ae36c8e09fd6,2026-07-25T18:37:20Z,2026-07-25T18:45:15Z,0.042049,291.616679,291.658728,success
auto_adj_571147f59a6f187a5fef,cal_27f7aa01a1896ab84af3af3e,2026-07-25T18:37:20Z,2026-07-25T18:45:15Z,0.033877,293.971077,294.004954,success
auto_adj_9ada1bd3e15a69a72c09,cal_2d3dc84a859cfc2741388967,2026-07-25T18:37:20Z,2026-07-25T18:45:15Z,0.200101,297.591983,297.792084,success
auto_adj_e94d4a9e9c8599bd6be2,cal_2ea02abee856ba348e248a5e,2026-07-25T18:37:20Z,2026-07-25T18:45:15Z,0.387085,299.709614,300.096699,success
auto_adj_1b2acbcbe44c9d069f47,cal_30283fc6e2d14875aa45d22a,2026-07-25T18:37:20Z,2026-07-25T18:45:15Z,0.200794,302.715535,302.916328,success
auto_adj_9d762fed35f437d7cf0a,cal_328a06695d4802a821952280,2026-07-25T18:37:21Z,2026-07-25T18:45:15Z,0.149062,305.132604,305.281666,success
auto_adj_120c1132c70822c7541c,cal_400c52f8b0cd3b590bd71b01,2026-07-25T18:37:21Z,2026-07-25T18:45:15Z,0.189101,308.572284,308.761385,success
auto_adj_a22f6549f5c042747430,cal_460035e3d14dd100535ec9af,2026-07-25T18:37:21Z,2026-07-25T18:45:15Z,0.122926,311.073080,311.196006,success
auto_adj_fafed77adeaa7addf963,cal_4693f3c71a20f4eb25208da8,2026-07-25T18:37:21Z,2026-07-25T18:45:15Z,0.405545,314.041214,314.446758,success
auto_adj_523af2cb3ca2068cd8a7,cal_4aefeb6cfe71c227f04b40ce,2026-07-25T18:37:22Z,2026-07-25T18:45:15Z,0.155038,317.260780,317.415818,success
auto_adj_65281d8db4f625c4028a,cal_4b8c0f2fbec01fc31c4d1bdf,2026-07-25T18:37:22Z,2026-07-25T18:45:15Z,0.074371,320.687467,320.761838,success
auto_adj_a21833e89e3b495884cc,cal_4fe76654ac85757e54ce375c,2026-07-25T18:37:22Z,2026-07-25T18:45:15Z,0.439751,323.590932,324.030684,success
auto_adj_320c599d39572d0fcd23,cal_4fefc95c2dd184081e2c4bcb,2026-07-25T18:37:22Z,2026-07-25T18:45:15Z,0.263237,326.956651,327.219888,success
auto_adj_635f27252d9bf5d57e65,cal_5808929cad746350208e11ea,2026-07-25T18:37:22Z,2026-07-25T18:45:15Z,0.023570,329.197050,329.220620,success
auto_adj_2823566f31b340eb0bde,cal_588f2668993e30ba509fcc32,2026-07-25T18:37:23Z,2026-07-25T18:45:15Z,0.145213,332.658988,332.804201,success
auto_adj_9b3e3e7e9aa42d7f2ea1,cal_59abb44c0f0cef9b0ee90ce0,2026-07-25T18:37:23Z,2026-07-25T18:45:15Z,0.204463,334.625451,334.829913,success
auto_adj_405e8f411c8e5b2ee727,cal_59e0c9975d42c0201649f54f,2026-07-25T18:37:23Z,2026-07-25T18:45:15Z,0.115841,337.589223,337.705064,success
auto_adj_519704c28ab6392bd47d,cal_5b7934f9ba9519a8ed1dcd1e,2026-07-25T18:37:23Z,2026-07-25T18:45:15Z,0.152668,341.077573,341.230242,success
auto_adj_2afaf9ef73409749226e,cal_60128043e36b6c0d8555f5c7,2026-07-25T18:37:23Z,2026-07-25T18:45:15Z,0.074590,343.299445,343.374035,success
auto_adj_4360138dee8270e16837,cal_60525fc350946d96a8f68394,2026-07-25T18:37:23Z,2026-07-25T18:45:15Z,0.161814,346.486184,346.647998,success
auto_adj_cc7cab0b71d4c8b270cf,cal_645e00c35add9fb70dd99056,2026-07-25T18:37:23Z,2026-07-25T18:45:15Z,0.485260,349.882498,350.367758,success
auto_adj_eed0ff3e2483bdc5a716,cal_65b89fbb6772702300db7e2e,2026-07-25T18:37:24Z,2026-07-25T18:45:15Z,0.133471,352.437843,352.571314,success
auto_adj_57dd76197a314d97cf0b,cal_65f2bfd170dacbedf457f638,2026-07-25T18:37:24Z,2026-07-25T18:45:15Z,0.132579,355.118167,355.250746,success
auto_adj_da07431fd70fcd5c2aa1,cal_69524b5a47867071e2806e3e,2026-07-25T18:37:24Z,2026-07-25T18:45:15Z,0.413261,357.720062,358.133323,success
auto_adj_f91277e32542adde57ab,cal_6a208150a8de8c2d69e12d5e,2026-07-25T18:37:25Z,2026-07-25T18:45:15Z,0.193157,361.061373,361.254530,success
auto_adj_a50057f68418a49a016b,cal_6bf56516ac212c2ee18e2f10,2026-07-25T18:37:25Z,2026-07-25T18:45:15Z,0.117918,364.085281,364.203199,success
auto_adj_79327aa1bbb626569540,cal_6d24935c413ad0bdc8607dbb,2026-07-25T18:37:25Z,2026-07-25T18:45:15Z,0.038877,368.517462,368.556339,success
auto_adj_166b929a33f07b6f820f,cal_6fbc497a9759a10134a19419,2026-07-25T18:37:25Z,2026-07-25T18:45:15Z,0.268164,371.469954,371.738118,success
auto_adj_17278dd7b4547d6980cd,cal_6fe7c10c932ed1b1f4bcfb97,2026-07-25T18:37:25Z,2026-07-25T18:45:15Z,0.433806,374.150620,374.584426,success
auto_adj_dd0e90f6545cfa6cdc88,cal_721ee1673b96b88435bc23bb,2026-07-25T18:37:26Z,2026-07-25T18:45:15Z,0.117280,376.325933,376.443213,success
auto_adj_a72caf29d4b351c2bc01,cal_72371735c99169c73d808454,2026-07-25T18:37:26Z,2026-07-25T18:45:15Z,0.398560,378.451315,378.849875,success
auto_adj_e615e1734323627a1751,cal_756e7caed96960ff002c0ed8,2026-07-25T18:37:26Z,2026-07-25T18:45:15Z,0.029264,380.807049,380.836312,success
auto_adj_79a4dc5e164759ec2261,cal_7849c4c177ef5602a1f03e63,2026-07-25T18:37:26Z,2026-07-25T18:45:15Z,0.372857,383.364913,383.737770,success
auto_adj_6b68b960c8562244b557,cal_8329a0a9084d026768f49536,2026-07-25T18:37:26Z,2026-07-25T18:45:15Z,2.760454,386.290302,389.050755,success
auto_adj_20de36e0fa549046f962,cal_85631411808b69e6dcd54348,2026-07-25T18:37:29Z,2026-07-25T18:45:15Z,0.123288,388.334357,388.457644,success
auto_adj_b78aa90b56cb5ac93b3f,cal_9c592860c65cb52d54f0eaf9,2026-07-25T18:37:29Z,2026-07-25T18:45:15Z,0.111747,390.255240,390.366987,success
auto_adj_38f84023628ab7bb55bb,cal_a35c98e8b52c47a5f129435f,2026-07-25T18:37:29Z,2026-07-25T18:45:15Z,0.156542,393.618121,393.774664,success
auto_adj_1d77b5ce03a2fa9f88fe,cal_a418b8af9c3f67e690c4d6a8,2026-07-25T18:37:30Z,2026-07-25T18:45:15Z,0.072210,395.967714,396.039924,success
auto_adj_294d081437552168abc4,cal_a50d6d888fe00de9dc7e09db,2026-07-25T18:37:30Z,2026-07-25T18:45:15Z,0.158429,398.294407,398.452836,success
auto_adj_04fdc2f12bb7f3162e28,cal_b4777a90d0509a26c8911894,2026-07-25T18:37:30Z,2026-07-25T18:45:15Z,0.231707,401.697883,401.929590,success
auto_adj_6e355be9a4b7f92846e4,cal_b9205eed0ec3938ece2f9fd4,2026-07-25T18:37:30Z,2026-07-25T18:45:15Z,0.227854,405.746990,405.974844,success
auto_adj_e9f6cd4f186a839f7568,cal_c645403fd5fd2f680fdd3958,2026-07-25T18:37:30Z,2026-07-25T18:45:15Z,0.202872,409.479416,409.682288,success
auto_adj_b4c5a5908ae675dc24a2,cal_c83b9d01e07e2dabe00e6f51,2026-07-25T18:37:31Z,2026-07-25T18:45:15Z,0.424262,412.038970,412.463232,success
auto_adj_f01618a502dfbf236a47,cal_d08ebb86455c7331bb8c32c6,2026-07-25T18:37:31Z,2026-07-25T18:45:15Z,0.018896,414.404536,414.423433,success
auto_adj_44d6434246a0c3e7e841,cal_d4182e8a949c9391932e7658,2026-07-25T18:37:31Z,2026-07-25T18:45:15Z,0.195043,416.851444,417.046486,success
auto_adj_d3c8976594b94fd0a4b8,cal_d6db8625cf091a6f5530800e,2026-07-25T18:37:31Z,2026-07-25T18:45:15Z,0.256646,419.313811,419.570457,success
auto_adj_404fc38d38496483269f,cal_dfc29c196ce08425ffae9c64,2026-07-25T18:37:31Z,2026-07-25T18:45:15Z,0.262416,421.871237,422.133654,success
auto_adj_c02c31000d74b22d6154,cal_e053fd0727a992a0b1a44bc7,2026-07-25T18:37:32Z,2026-07-25T18:45:15Z,0.224452,424.737857,424.962309,success
auto_adj_5070e7609cb1d73fe3d8,cal_e0594174be1efac431317ba4,2026-07-25T18:37:32Z,2026-07-25T18:45:15Z,0.316730,427.616674,427.933404,success
auto_adj_509978f8cde025997dce,cal_e4f5b1e57a13a096588f6e51,2026-07-25T18:37:32Z,2026-07-25T18:45:15Z,0.254646,431.276295,431.530941,success
auto_adj_a486e32990aef367a4c6,cal_ed5099d4fecae6f4f32146de,2026-07-25T18:37:32Z,2026-07-25T18:45:15Z,0.062524,433.273288,433.335812,success
auto_adj_db6fb361e212a139ac74,cal_f380c785bb181d6af78e9da4,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.386618,435.783839,436.170457,success
auto_adj_5b5c2208020818d55a3c,cal_03d7428f4019e5bbf4596191,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.103418,437.831929,437.935348,success
auto_adj_952a81c3527b933b165a,cal_06a195b37f6ec5b2402d7d78,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.028062,440.096625,440.124687,success
auto_adj_1200d001d9c562999448,cal_1a64d49cf0f616075b51efa6,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.035549,442.423975,442.459525,success
auto_adj_44d8de8ccedeb60c8b00,cal_22de015af1d83548293f582d,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.022415,444.295353,444.317768,success
auto_adj_185e858039c33f38833e,cal_42644d72570e92753dc0c39b,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.026298,446.138652,446.164950,success
auto_adj_0f1c8cca8e8afc363299,cal_85c9ba206759d1b599cce539,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.024861,447.779027,447.803888,success
auto_adj_d7d2e777c17a164a3911,cal_89c1b9619fe6cc4e626cfadf,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.052053,449.763605,449.815658,success
auto_adj_e3e26b1e1f462fee731f,cal_a1fb3965ab3e3565c1ace456,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.033026,451.771567,451.804593,success
auto_adj_3866e7f42a788c786271,cal_a8060adcdb502a4219ca05c9,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.012351,454.027008,454.039359,success
auto_adj_ad32d590487e2bf4d040,cal_ae9fbbec16d7d486289555d1,2026-07-25T18:37:33Z,2026-07-25T18:45:15Z,0.251800,456.168532,456.420332,success
auto_adj_464234ddd52a8dd44626,cal_be0f3b35b2659d3bb577343b,2026-07-25T18:37:34Z,2026-07-25T18:45:15Z,0.030775,458.349261,458.380037,success
auto_adj_4580f8d66ff44f8e8e05,cal_da3e2c381ee1e242b0e4f679,2026-07-25T18:37:34Z,2026-07-25T18:45:15Z,0.240048,460.398789,460.638837,success
