verification_locator_id,final_canonical_locator,canonical_final_locator_id,canonical_verification_locator_id,relationship
EXTLOC-cec706226c6c78bd1ba1fcba,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=0a12696c-f4ff-4f1a-90f7-44667aa8d157&ssb=28564254953&ssc=https%3A%2F%2Fmn.gov%2Fpost%2Faboutus%2Fjobs%2Fpt%2Findex.jsp%3Fid%3D1189-735271&ssi=be4d08a1-bf56-427a-9281-44fac1637d8e&ssk=support%40shieldsquare.com&ssm=262497036206677523196478337747141&ssn=7abe5d8b39710bd61039e7212676e3e0ee3aaedf1b49-ce36-4a60-b424b3&sso=52903919-5876cfd800f680113eb93895ceed0c6912413360a01e1d9a&ssp=15179840251785992097178595710854550&ssq=61722624496788764424743468268542353202691&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-ce54550ecb3128ee8e3cbee9,EXTLOC-cec706226c6c78bd1ba1fcba,canonical
EXTLOC-6cd62ec75c8eeda4b2002694,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=0da7dac7-527d-4fdd-8087-25941bdc4096&ssb=80606240418&ssc=https%3A%2F%2Fmn.gov%2Fmmb%2Fsearch%2F%3Furl%3Dhttps%253A%252F%252Fsearch.wcm.mnit.mn.gov%252Fvivisimo%252Fcgi-bin%252Fquery-meta%253Fv%25253afile%253Dviv_yLCut1%2526v%253Astate%253D%2528root%2528N927%2529%2529%257CN927&ssi=b7965226-bf56-41b2-b2c4-fbfc47ac9849&ssk=support%40shieldsquare.com&ssm=667274083517157492773862944126634&ssn=7da7e4849d495d1dc365f69c64a4f851d812aedf1b49-ce36-4a60-b4377c&sso=98451919-5876cfd800f6abd37b5505062adf89a33b09cff54a66a1b2&ssp=75687263431785956766178595875647249&ssq=83402954494602111108043468123978823322300&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-930d8a2624f057f7dd48be64,EXTLOC-6cd62ec75c8eeda4b2002694,canonical
EXTLOC-c92bddc1e1205463d55ce9ee,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=0eb31b3e-9563-4b1f-baa0-d0c60f9758df&ssb=66498212684&ssc=https%3A%2F%2Fmn.gov%2Fmdhr%2Fcertificates%2Fequalpay%2F&ssi=739ae5a4-bf56-46cd-aedd-4cd86e2f1571&ssk=support%40shieldsquare.com&ssm=038828151158286141968655172490178&ssn=4f8b0fdb2c99bdce0d9419d0ddcbba79ebddaedf1b49-ce36-4a60-b7003c&sso=c3ff5919-5876cfd800f6646a00635539aacb3d3b3f94a23f9661a074&ssp=16128206111785902135178595200116086&ssq=00342764489133011566343468956322377090502&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-29fba3ac37771bb1e06d7315,EXTLOC-c92bddc1e1205463d55ce9ee,canonical
EXTLOC-fc44f53743594b92f9854231,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=1279f3d5-40f0-48e0-880a-ac1d70973fa4&ssb=57419226371&ssc=https%3A%2F%2Fmn.gov%2Fmmb%2Fbudget%2Fcurrent-budget%2Fcurrent%2F&ssi=9903401a-bf56-47ab-a174-8d784dae1200&ssk=support%40shieldsquare.com&ssm=830730186169589912170791020916847&ssn=88d5f544eeeba09f1077e0a33797379ef273aedf1b49-ce36-4a60-bde3cd&sso=eaa44919-5876cfd800f680ad1b39c341fa25ec1a2e2df13c54d5dcbd&ssp=62359920601785906072178592532271232&ssq=90762064491606236543843468199146487352312&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-6c63b90ca57f99cdc387bdd3,EXTLOC-fc44f53743594b92f9854231,canonical
EXTLOC-41a3a57e1dcc1057710aa7e0,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=1642b5d6-2744-4e83-8680-3b38021c3b1a&ssb=28564254953&ssc=https%3A%2F%2Fmn.gov%2Fweb%2Fprod%2Fstatic%2Flawlib%2Flive%2Farchive%2Fctapun%2F9908%2F112.htm&ssi=860e9f43-bf56-47ef-8abd-496d112e963a&ssk=support%40shieldsquare.com&ssm=262497036206677523256478337747141&ssn=7abe5d8be718b9360540ba371a16e3e0ee3aaedf1b49-ce36-4a60-b424b3&sso=52903919-5876cfd800f680113eb9c16272fb79b44135b442a01e1d9a&ssp=15179840251785992097178595710854550&ssq=61722624496788764424743468268542353202691&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-1563c069aea6f6169e32cf8b,EXTLOC-41a3a57e1dcc1057710aa7e0,canonical
EXTLOC-49697916d8c4f9444272b4c1,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=181404b7-50a3-469c-87a1-18ccb6bce63b&ssb=93590263691&ssc=https%3A%2F%2Fmn.gov%2Fmmb%2Femployee-relations%2Fmilitaryresources%2Fpayroll%2F&ssi=f99b0cbb-bf56-4daa-9198-a50fc63ed91c&ssk=support%40shieldsquare.com&ssm=069151272608188222504635572687943&ssn=4eb47bc270bd42d91f7c677b34dae8073610aedf1b49-ce36-4a60-b729ff&sso=50a26919-5876cfd800f69dbbd3742779722391d2eb6a2de49881aafa&ssp=08105954831785980148178592229984049&ssq=16029764492989121413743468083124177715529&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-abf086131395914c02c22e96,EXTLOC-49697916d8c4f9444272b4c1,canonical
EXTLOC-2013459ed37d9759be72ce4d,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=181d6fa5-e1e2-47cf-b0b0-6d3274f86762&ssb=65032292177&ssc=https%3A%2F%2Fmn.gov%2Fdeed%2Fnewscenter%2Fpublications%2Ftrends%2Fjune-2025%2Fsteady.jsp&ssi=357a2187-bf56-400f-bfc1-cfaac2fef5cf&ssk=support%40shieldsquare.com&ssm=334536542924509051546014390727193&ssn=efabf68aa24510d91da4fd9e285108e5d111aedf1b49-ce36-4a60-b1afa0&sso=9e7d6919-5876cfd800f67ca9a2ca840a401ef311755891891905fac6&ssp=21917759711785946577178596072659222&ssq=12618044482852763626343468767140369076405&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-84345f3f1d3d94667095a603,EXTLOC-2013459ed37d9759be72ce4d,canonical
EXTLOC-008e8f0d77f6cd0c325eb654,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=18a54fe7-8a0b-401e-867c-69434ef1b45b&ssb=15789286526&ssc=https%3A%2F%2Fmn.gov%2Fworkcomp-stat%2F2000%2FLarsien-11-02-00.htm&ssi=03b39560-bf56-4a8e-8302-71c59f28f066&ssk=support%40shieldsquare.com&ssm=313992761922660903257907411366358&ssn=6e14e52e8d6df0b8255d5d770ebbe9bfce38aedf1b49-ce36-4a60-bf0f4a&sso=b75ab919-5876cfd800f64bdfbd0fccf771b1cc08916e6a76f367cd45&ssp=15829893591785970582178596890074230&ssq=45926854496812784053843468207043808377100&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-925184b0c3b2211d46cbd1cf,EXTLOC-008e8f0d77f6cd0c325eb654,canonical
EXTLOC-95318a920aff9e7169182fc5,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=1c74cec0-c345-4ee9-bc1b-0ea2a6a1d3eb&ssb=55185295636&ssc=https%3A%2F%2Fmn.gov%2Fadmin%2Fdemography%2Fdata-by-topic%2Fpopulation-data%2Fhistorical-decennial-data%2F&ssi=83c48e64-bf56-445b-8d80-a1377062eea9&ssk=support%40shieldsquare.com&ssm=72002541965440221378342367016123&ssn=dca2e2b2a670c37bf57235b2dd1f968dc9e4aedf1b49-ce36-4a60-b0825b&sso=0c0a5919-5876cfd800f602eca73227d5000bdd6903936af9eb55a8dc&ssp=02361399041785953400178597880484981&ssq=75037434458781607001443468122654439285973&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-560e4a4cea297c0553def42a,EXTLOC-95318a920aff9e7169182fc5,canonical
EXTLOC-2817f14d74f54ea3cf805705,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=1dfaaea1-157e-444a-8446-a71527e75a08&ssb=34003217525&ssc=https%3A%2F%2Fmn.gov%2Fdeed%2Fdata%2Fdata-government%2F&ssi=4682250d-bf56-42ec-a95f-6b4f575a0ab0&ssk=support%40shieldsquare.com&ssm=380824464109139151066705174303854&ssn=4723ae1b6e5134f960f6cb69138caa1b07b0aedf1b49-ce36-4a60-b1374e&sso=1ed1f919-5876cfd800f6976860966d4d4868743b79a6b5acbf1ca837&ssp=85400967601785904642178597102002536&ssq=97603894479066019284443468426168657501846&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-88fc4f3299673756c7f7e8d9,EXTLOC-2817f14d74f54ea3cf805705,canonical
EXTLOC-5666b29527949902b26c30a5,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=1e876a2a-9fdc-44e1-a051-de4b9f80d320&ssb=02458285592&ssc=https%3A%2F%2Fmn.gov%2Fdeed%2Fnewscenter%2Fpublications%2Ftrends%2Fdecember-2025%2Fjob-quality.jsp&ssi=3905c775-bf56-4407-a8b1-c1d5c247b605&ssk=support%40shieldsquare.com&ssm=138385306974914801396081053110202&ssn=d142c3f861967000d4f004d4ed6291e69456aedf1b49-ce36-4a60-b8d7f0&sso=434d2919-5876cfd800f666cdb2ad409c9c620b0150dc070a17a1f7d5&ssp=44462840731785975708178591212464666&ssq=64003274482720867187343468519161566073797&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-0c95023a39d7a24bf654788d,EXTLOC-5666b29527949902b26c30a5,canonical
EXTLOC-dbe7f5bd63e2418a538c5f09,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=2161859f-9b5b-4364-9bde-0b7382bfa961&ssb=66498212684&ssc=https%3A%2F%2Fmn.gov%2Fmdhr%2Fnews-community%2Freports%2Fequal-pay-report.jsp&ssi=cc43d217-bf56-4fcd-ae5a-3e7b652a84e8&ssk=support%40shieldsquare.com&ssm=038828151158286141998655172490178&ssn=4f8b0fdbfa94fefbf44ead389c1fba79ebddaedf1b49-ce36-4a60-b7003c&sso=c3ff5919-5876cfd800f6646a0063f6ffdfc04e928ea176a49661a074&ssp=16128206111785902135178595200116086&ssq=00342764489133011566343468956322377090502&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-2e97611fa7cec005c92d99e2,EXTLOC-dbe7f5bd63e2418a538c5f09,canonical
EXTLOC-ab181e7f0c8e2651f7250db7,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=2423e42f-da87-40a1-a314-7102a509977a&ssb=94595254692&ssc=https%3A%2F%2Fmn.gov%2Fdhs%2Fpartners-and-providers%2Fnews-initiatives-reports-workgroups%2Flong-term-services-and-supports%2Fpca-enhanced-rate%2Ftiered-wage-floor.jsp&ssi=7e5b4df2-bf56-4041-ab24-37f7a6195697&ssk=support%40shieldsquare.com&ssm=229349880544188261757577275265365&ssn=e64c0a1b61042b2e9f2fb20407a7dc445851aedf1b49-ce36-4a60-b7301e&sso=b21ac919-5876cfd800f6d5584ac3d90725ae5920d2c0dd282b4e8134&ssp=75699136131785954747178594654610300&ssq=50964904487770797833943468552295125428378&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-1c43df2bbea882ebd4ff214f,EXTLOC-ab181e7f0c8e2651f7250db7,canonical
EXTLOC-03037618abf2c364f3545f76,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=273a5811-3615-4d3b-8b64-d8715031bab7&ssb=53299270476&ssc=https%3A%2F%2Fmn.gov%2Fmmb%2Femployee-relations%2Fcompensation%2Flaws%2Flocal-gov%2Fcomp-limits%2Flgcomplimitsbyyear.jsp&ssi=fdd0b744-bf56-42ba-b688-deb15e424ddb&ssk=support%40shieldsquare.com&ssm=544414035259198002322690030311909&ssn=7ce3954995f40c0076c4058e9e51471bd362aedf1b49-ce36-4a60-b7002c&sso=8a2cb919-5876cfd800f611419720cc504d1d9a6cdaca1e7c1869fab4&ssp=72085693711785961192178598084012645&ssq=85208714492807045356943468283407621230799&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-3f3d0e6a1e4800300d29e20c,EXTLOC-03037618abf2c364f3545f76,canonical
EXTLOC-2271c5c9b838a07759cec42f,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=29256564-0ae8-4a83-b1f7-88f1cc915561&ssb=53299270476&ssc=https%3A%2F%2Fmn.gov%2Fmmb%2Femployee-relations%2Fcompensation%2Flaws%2Flocal-gov%2Fcomp-limits%2Findex.jsp&ssi=f8bcdce4-bf56-4a39-8a54-ce39f5383f20&ssk=support%40shieldsquare.com&ssm=544414035259198002322690030311909&ssn=7ce395496d71b7f662773b7f3ff8471bd362aedf1b49-ce36-4a60-b7002c&sso=8a2cb919-5876cfd800f6114197208023d21e3056085662eb1869fab4&ssp=72085693711785961192178598084012645&ssq=85208714492807045356943468283407621230799&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-be434c855e6e2be15b13f345,EXTLOC-2271c5c9b838a07759cec42f,canonical
EXTLOC-a5792828fae6696683e3169d,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=2a00e6ed-9373-456a-a7e6-19b7726bdfe3&ssb=26757219955&ssc=https%3A%2F%2Fmn.gov%2Fdeed%2Fnewscenter%2Fpublications%2Ftrends%2Fjune-2026%2Fstate.jsp&ssi=34f97f82-bf56-410c-9ab2-59f8cdd5d945&ssk=support%40shieldsquare.com&ssm=524283588830180101579436672067333&ssn=d63d369d7b4e50bfd6d9ecb43769b8598292aedf1b49-ce36-4a60-b7bbb2&sso=66ba7919-5876cfd800f6782a82ca4f1735281345f7400c428b0959e5&ssp=62866986961785985073178599453227910&ssq=10347524482961721592743468878450328102314&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-ec84136ffbf88935ff626c90,EXTLOC-a5792828fae6696683e3169d,canonical
EXTLOC-1910a4a4f3e4c5923d18b061,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=2ae25a6c-b238-44db-b3ef-405803fafb0b&ssb=45968255411&ssc=https%3A%2F%2Fmn.gov%2Fpost%2Faboutus%2Fjobs%2Findex-job.jsp%3Fid%3D1189-725161&ssi=20aaa741-bf56-4b58-9d3d-501117f74981&ssk=support%40shieldsquare.com&ssm=066191233382447683407092943089990&ssn=7f3fbabd0ae267229959d3de5efd42b1809aaedf1b49-ce36-4a60-bdc0e7&sso=80a71919-5876cfd800f6b3cfe59b03a3a1d578f14df5f53433122272&ssp=77859486951785981409178590421891330&ssq=94170224496909904510043468513007538297321&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-e8156cc064e6098bbf26f608,EXTLOC-1910a4a4f3e4c5923d18b061,canonical
EXTLOC-6830d74af56f5f3f5c291501,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=2d27abda-3490-4ee2-9109-459b849a893e&ssb=92370245393&ssc=https%3A%2F%2Fmn.gov%2Fmmb%2Fone-mn-plan%2Fmeasurable-goals%2Finclusion-retention.jsp&ssi=703b0688-bf56-4ef8-aa85-88054ca26ac7&ssk=support%40shieldsquare.com&ssm=634682021175118612716457314297607&ssn=1d1316df529222f46adc6a17e62fe972858baedf1b49-ce36-4a60-b0a848&sso=4aa8b919-5876cfd800f64685ecc0d95f306670c5fa798ff7db8bedfd&ssp=26196413591785983838178595536948522&ssq=50560414493153033803243468640187409114961&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-e63aa8fc06bea98e5829ece7,EXTLOC-6830d74af56f5f3f5c291501,canonical
EXTLOC-41942d7e3d3de6fe7a9d8284,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=2eff59e7-fa1e-40a7-b2ac-4309489a0151&ssb=14865298657&ssc=https%3A%2F%2Fmn.gov%2Fadresources%2Fsearch%2F72683e9b-7eac-5569-9041-6af59c823b4b%2F%3Fentry%3Dsearch_card&ssi=c4f08a72-bf56-497e-a2cc-b991c2f25a5b&ssk=support%40shieldsquare.com&ssm=56814672069002253615978534939790&ssn=b495f5c9bec1405aa39938accb5f2dec41a6aedf1b49-ce36-4a60-b9a594&sso=f6f8e919-5876cfd800f6126b547e602d4a39d8d104bf00972b918eda&ssp=53288213371785998842178598585462737&ssq=18724354465948993774143468782213355817549&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-63aad0e58ec2dbfece69b574,EXTLOC-41942d7e3d3de6fe7a9d8284,canonical
EXTLOC-7a0e09065406a0233e7ff083,http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=2faabae4-24c3-402a-812b-add119d0da46&ssb=65133252874&ssc=https%3A%2F%2Fmn.gov%2Fadmin%2Fdata-practices%2Fsearch%2Fxml-entities.jsp&ssi=900f62ac-bf56-4599-9f81-5f5e8374acf6&ssk=support%40shieldsquare.com&ssm=73195455375036233319009936002117&ssn=a164b6d9da43c2e0c5778897df02fe79775caedf1b49-ce36-4a60-b5c886&sso=27131919-5876cfd800f6326de1b3e7175f74d3d876c1481a6c910739&ssp=08315108061785969431178592068230761&ssq=92270264457897653961843468436901334961662&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier%2F3.0%28metadata-onlyacademicverification%29&ssx=W10%3D,EXTFINALLOC-556eabe8e345758813a4c70c,EXTLOC-7a0e09065406a0233e7ff083,canonical
