relationship_id,candidate_id_a,locator_a,candidate_id_b,locator_b,relationship_basis,relationship_confidence,preverification_collapsed
EXTMODREL-ee32a3cf3ecea5d2a5e9c777,EXTCAND-0237b65a744603a076f12d56,https://statejobs.ny.gov/public/vacancyDetailsView.cfm?id=206340,EXTCAND-d9f2b32944127026b695a9b4,https://statejobs.ny.gov/public/vacancyDetailsView.cfm?id=219814,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-6637983182ec2abea051560e,EXTCAND-02953f327f2c2ed37dab827a,https://sede.madrid.es/portal/site/tramites/menuitem.b4c91589e7f6a5d829da39e5a8a409a0/?vgnextchannel=741d814231ede410VgnVCM1000000b205a0aRCRD&vgnextfmt=default&vgnextoid=b6b609d40fd0b910VgnVCM100000891ecb1aRCRD,EXTCAND-1b5d4b7f5b6db33cb88fb59a,https://sede.madrid.es/portal/site/tramites/menuitem.b4c91589e7f6a5d829da39e5a8a409a0/?vgnextchannel=257865dd72ede410VgnVCM1000000b205a0aRCRD&vgnextfmt=default&vgnextoid=86c3fdff2e104910VgnVCM2000001f4a900aRCRD,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-01f643976537890ad7837cf7,EXTCAND-02953f327f2c2ed37dab827a,https://sede.madrid.es/portal/site/tramites/menuitem.b4c91589e7f6a5d829da39e5a8a409a0/?vgnextchannel=741d814231ede410VgnVCM1000000b205a0aRCRD&vgnextfmt=default&vgnextoid=b6b609d40fd0b910VgnVCM100000891ecb1aRCRD,EXTCAND-1f4675a276c49d42594b78aa,https://sede.madrid.es/portal/site/tramites/menuitem.b4c91589e7f6a5d829da39e5a8a409a0/?vgnextchannel=741d814231ede410VgnVCM1000000b205a0aRCRD&vgnextfmt=default&vgnextoid=479bc629cd5ca910VgnVCM100000891ecb1aRCRD,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-3dfa1ba4e64110f3f77c0442,EXTCAND-02c31ae82ddefa1f5390d3f6,https://amsterdamny.gov/344/IDA-Meetings,EXTCAND-cb352b7ccada7ac07dc5f3b9,https://www.amsterdamny.gov/344/IDA-Meetings,likely_http_https_or_www_alias,moderate,false
EXTMODREL-0280972d07814e93744f3635,EXTCAND-02f9e75f979f0e120c6a3b31,https://catawbacountync.gov/site/assets/files/2297/combined_10_06_25_agenda.pdf,RESCAND-92f7fed568c9ddbf523e9097,https://www.catawbacountync.gov/site/assets/files/2297/combined_10_06_25_agenda.pdf,likely_http_https_or_www_alias,moderate,false
EXTMODREL-a6f610b3ab80be024521413a,EXTCAND-030d3d91a5383da0689e0ff2,https://www.osc.ny.gov/state-agencies/payroll-bulletins/state-agencies?field_issued_date_value=All&populate=2026,EXTCAND-59bb3bf21203eeffc392f4f0,https://www.osc.ny.gov/state-agencies/payroll-bulletins/state-agencies?field_issued_date_value=All&order=field_issued_date&page=23&redirect=legacy&sort=asc,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-9e07f74b672645995778d82d,EXTCAND-030d3d91a5383da0689e0ff2,https://www.osc.ny.gov/state-agencies/payroll-bulletins/state-agencies?field_issued_date_value=All&populate=2026,EXTCAND-61fc21e1eed519276a5694c3,https://www.osc.ny.gov/state-agencies/payroll-bulletins/state-agencies?redirect=legacy,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-64ac58199d0d4bb72cad317d,EXTCAND-030d3d91a5383da0689e0ff2,https://www.osc.ny.gov/state-agencies/payroll-bulletins/state-agencies?field_issued_date_value=All&populate=2026,EXTCAND-c127ccb84df0009ae540443d,https://www.osc.ny.gov/state-agencies/payroll-bulletins/state-agencies?field_issued_date_value=All&order=field_issued_date&page=20&sort=asc,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-1fedc462119c2b2405bb7dfa,EXTCAND-03196a48f8d5330c332eb476,https://shelby.granicus.com/MinutesViewer.php?clip_id=2532&view_id=2,EXTCAND-7dbe6edd92f7996c744e378c,https://shelby.granicus.com/MinutesViewer.php?clip_id=2745&view_id=4,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-56aba68bd1dd007e88b2c491,EXTCAND-0389ef4b1c312f4b5c2ffd70,https://bellmeadtx.gov/Jobs.aspx,RESCAND-0a793044a30f95a5982eed15,https://bellmeadtx.gov/jobs.aspx,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-e0cdf0a3541fae665245215f,EXTCAND-0389ef4b1c312f4b5c2ffd70,https://bellmeadtx.gov/Jobs.aspx,RESCAND-f5b85b047378bc6fe618c6ba,https://www.bellmeadtx.gov/jobs.aspx?CatID=Police-Department-101&CommunityJobs=False,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-ff581a7dce23a6326bb08cc9,EXTCAND-0389ef4b1c312f4b5c2ffd70,https://bellmeadtx.gov/Jobs.aspx,RESCAND-fed233205bfdfc7b6b95e32e,https://www.bellmeadtx.gov/Jobs.aspx,likely_http_https_or_www_alias,moderate,false
EXTMODREL-09f2b48be550017d8799d035,EXTCAND-03d466aaad6b4a90e2134270,https://www.bellmeadtx.gov/493/Public-Pension,RESCAND-dd2ddc8e605eebac2449e678,https://bellmeadtx.gov/493/Public-Pension,likely_http_https_or_www_alias,moderate,false
EXTMODREL-ce21707cb92323dc17a44812,EXTCAND-03e04f73667255dba7f5570a,https://careers.employment.pa.gov/Home/NoDegreeRequired?entirePlanSearch=jobtitle&entirePlanSort=ASC&page=1,EXTCAND-0c47b3f10e85e6364f7f03e8,https://careers.employment.pa.gov/Home/NoDegreeRequired?entirePlanSearch=jobcode&entirePlanSort=ASC&page=4,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-246d5722c5021de9fc31f9b5,EXTCAND-03e04f73667255dba7f5570a,https://careers.employment.pa.gov/Home/NoDegreeRequired?entirePlanSearch=jobtitle&entirePlanSort=ASC&page=1,EXTCAND-8277a0b7d4dab912b84b91ec,https://careers.employment.pa.gov/Home/NoDegreeRequired?entirePlanSearch=bargainunit_desc&entirePlanSort=DESC&page=20,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-a8f21afdd53a3264a003c676,EXTCAND-03ec556d8a67418c94fbe70d,https://www.osc.ny.gov/search?page=73&search=%E3%80%90334in.com%E3%80%91ipl+2023+100.9VqnY,EXTCAND-75db3bc5f7785ca8222d95fc,https://www.osc.ny.gov/search?page=213,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-c9d079e0d9cd13ce769a94ab,EXTCAND-040b50ba4e269995e572b7b5,https://www.monroeville.pa.us/Archive.aspx?AMID=36,EXTCAND-8eacc08055435ebd1f81c301,https://monroeville.pa.us/Archive.aspx?ADID=313,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-7562b03b7f8056307ba30461,EXTCAND-041a506f29b60ec1f371d0a6,https://redmond.legistar.com/View.ashx?GUID=4E0FCEA4-72B7-41E2-8858-14C6058A1EA4&ID=1227490&M=PA,EXTCAND-c8805d844e577dabda14e691,https://redmond.legistar.com/View.ashx?GUID=7A170C93-2E15-4893-BFE9-1B39CC29B7FB&ID=14986447&M=F,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-36b61c3cac90f173641c7b13,EXTCAND-047d675a804381cb2646d861,https://meetings.municode.com/adaHtmlDocument/index?cc=MPLPLAINMN&ip=True&me=e947fe5cfa6e488d812f22f3d9c66b41,EXTCAND-940203f967b200698aa3636c,https://meetings.municode.com/adaHtmlDocument/index?cc=MPLPLAINMN&ip=True&me=a8480b1fb3e041a8a5cd85e8b9054fb5,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-adadc34c0c8fe49bcf8a0778,EXTCAND-04876bfe791ad48962d41faa,https://www.bedminster.us/common/pages/DisplayFile.aspx?itemId=11776335,EXTCAND-41215ff45d19105ce848ede5,https://www.bedminster.us/common/pages/DisplayFile.aspx?itemId=18493481,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-3d38d8dd7786adc05bd99773,EXTCAND-04876bfe791ad48962d41faa,https://www.bedminster.us/common/pages/DisplayFile.aspx?itemId=11776335,RESCAND-fbc4a92e8206a20d2ecb82ca,https://www.bedminster.us/common/pages/DisplayFile.aspx?itemId=11776309,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-c77e6e7706c2c5532cc2c446,EXTCAND-04c67b188ea0ccf68bae85e2,https://www.franklintownshipnj.org/175/Ordinances,EXTCAND-a989704181cbd8df3176ee69,https://franklintownshipnj.org/175/Ordinances,likely_http_https_or_www_alias,moderate,false
EXTMODREL-6ab4ef52c2d47ceeee97b8d3,EXTCAND-053b1e09b09a3675c48812e9,https://library.municode.com/mi/pleasant_ridge/codes/code_of_ordinances?nodeId=PTIICICO_CH82ZO,EXTCAND-a29ab1260f2d2a2ffa9f23a5,https://library.municode.com/mi/pleasant_ridge/codes/code_of_ordinances,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-c2e913a6c87dea8a3d2c2d3a,EXTCAND-053b1e09b09a3675c48812e9,https://library.municode.com/mi/pleasant_ridge/codes/code_of_ordinances?nodeId=PTIICICO_CH82ZO,EXTCAND-a89ccbdea9b3063d3c101230,https://library.municode.com/mi/pleasant_ridge/codes/code_of_ordinances?nodeId=COORPLRIMI,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-5beba7ff0554013c3ce01423,EXTCAND-055f09357817c28ac7533f79,https://lobbylinx.com/browseresult.php?State=PA&Topic=Science%2FTechnology,EXTCAND-c2d779300179b8088ac3e3fc,https://lobbylinx.com/browseresult.php?Client=INFOR,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-2c413465e6b08303ba3b49cc,EXTCAND-05a3dd6ede9b11c116800e40,https://library.municode.com/il/urbana/codes/code_of_ordinances?nodeId=COOR_CH2AD_ARTVIFIPU_DIV3EQVEREFU_S2-144DE,EXTCAND-5a6055a4c16b76318b91581a,https://library.municode.com/il/urbana/codes/code_of_ordinances?nodeId=COOR_CH21LADECO_ARTIIISIENPLCOIMBO_S21-325RE,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-7bfff5bc7af52e7a4de17be6,EXTCAND-05a3dd6ede9b11c116800e40,https://library.municode.com/il/urbana/codes/code_of_ordinances?nodeId=COOR_CH2AD_ARTVIFIPU_DIV3EQVEREFU_S2-144DE,EXTCAND-78ca2a9b9db2321303a82c94,https://library.municode.com/il/urbana/codes/code_of_ordinances?nodeId=COOR_CH2AD_ARTIVBOCO,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-4f59b27962d02a2aa82d5fe9,EXTCAND-060c52a69a39875cfb3f1406,https://www.watertownwi.gov/live-feed?page_no=2,EXTCAND-ad2c4b951a22941df3e37350,https://www.watertownwi.gov/live-feed?page_no=3,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-5451e2bd40e7309d0338e35c,EXTCAND-0682f3843af5751e334778bc,https://library.municode.com/pa/east_donegal_township/codes/code_of_ordinances?nodeId=COOR_CH28MOVETR,EXTCAND-41bce48bc50033c6c6154ac4,https://library.municode.com/pa/east_donegal_township/codes/code_of_ordinances?nodeId=COOR_CH39STMA_ARTVIAPPLPRPR,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-26e23d999c4584139fe1582b,EXTCAND-0682f3843af5751e334778bc,https://library.municode.com/pa/east_donegal_township/codes/code_of_ordinances?nodeId=COOR_CH28MOVETR,EXTCAND-932afd5007701c2f0e56f0c9,https://library.municode.com/pa/east_donegal_township/codes/code_of_ordinances?nodeId=COOR_CH14FLMA_ARTIVIDFLAR,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-68191ca77b4b37512bc759f7,EXTCAND-0682f3843af5751e334778bc,https://library.municode.com/pa/east_donegal_township/codes/code_of_ordinances?nodeId=COOR_CH28MOVETR,EXTCAND-a4cf98334a9e65b9e62a6e67,https://library.municode.com/pa/east_donegal_township/codes/code_of_ordinances?nodeId=COOR_CH1ADGO_ARTXISTTOHEINCOTR,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-300b545b7cfc2325e4d438dd,EXTCAND-06ba1e3a78d262e4bd67efdf,https://www.miamidade.gov/govaction/matter.asp?file=true&fileAnalysis=false&matter=201821&yearFolder=Y2020,EXTCAND-13da934663e430079a7d5e48,https://www.miamidade.gov/govaction/matter.asp?file=true&fileAnalysis=false&matter=202389&yearFolder=Y2020,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-014b55dc7744c32908d0d00b,EXTCAND-06ba1e3a78d262e4bd67efdf,https://www.miamidade.gov/govaction/matter.asp?file=true&fileAnalysis=false&matter=201821&yearFolder=Y2020,RESCAND-7dd1248b3e0b31a94f2959c6,https://www.miamidade.gov/govaction/matter.asp?file=true&fileAnalysis=false&matter=182636&yearFolder=Y2018,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-fb360f4b2807a7d619fc46f3,EXTCAND-06be6996b202f0094c87ee78,https://library.municode.com/mi/algonac/codes/code_of_ordinances?nodeId=COORALMI,EXTCAND-2ec410c7d2341ce8af9b8e64,https://library.municode.com/mi/algonac/codes/code_of_ordinances?nodeId=PTIICOOR_CH50ZO_ARTIINGE_S50-7VERI,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-80f5addc45d8d9e05cb03e80,EXTCAND-06fd120fad3fd7d28f6ccaf1,https://www.findlay.pa.us/ArchiveCenter/ViewFile/Item/392,EXTCAND-2a3cc03a38c32a335a0fa247,https://findlay.pa.us/ArchiveCenter/ViewFile/Item/392,likely_http_https_or_www_alias,moderate,false
EXTMODREL-369bfbdb942948f34ced1dfc,EXTCAND-0792de13c5c5a557ffb28436,https://www.stlouis-mo.gov/government/city-laws/ordinances/ordinance.cfm?ord=71512,EXTCAND-dbfe78b21cc5843fc3f6fa65,https://www.stlouis-mo.gov/government/city-laws/ordinances/ordinance.cfm?ord=72151,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-2f4c33edd7350bc5f7ee0558,EXTCAND-07c0bf6d848742771f96c349,https://www.alburtis.org/forms/2026approvedbudget.pdf,RESCAND-b5df25a4292df9a28ac51bee,https://alburtis.org/forms/2026approvedbudget.pdf,likely_http_https_or_www_alias,moderate,false
EXTMODREL-9e3ab659f895aae40c098ba7,EXTCAND-07fec463b8c39a08934e700a,https://cityofwayne.org/Archive.aspx?AMID=54,EXTCAND-6da50f1932e2e63348589936,https://www.cityofwayne.org/Archive.aspx?ADID=4096,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-ef88a6d9020278fd1ae999e9,EXTCAND-07fec463b8c39a08934e700a,https://cityofwayne.org/Archive.aspx?AMID=54,EXTCAND-87f8ff7f02c7edda3667514c,https://cityofwayne.org/Archive.aspx?ADID=4460,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-9e820bf869a6a8ffb8d90d91,EXTCAND-08a9be4281b10edb5cd8a0b3,https://www.townofnewscotland.gov/Archive.aspx?ADID=147,EXTCAND-c389ec2ed963fc69fcd63541,https://www.townofnewscotland.gov/Archive.aspx?ADID=140,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-cd1cd79a543a97610ff6ddcf,EXTCAND-08c971818462dd1e52eadd27,https://library.municode.com/wi/cedarburg/codes/code_of_ordinances?nodeId=TIT7LIRE_CH17EMBEPRBU,EXTCAND-9f6be719b64cf83e4ef7ade4,https://library.municode.com/wi/cedarburg/codes/code_of_ordinances?nodeId=TIT2GOAD,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-8b9bbfd00b2ce90f8f096028,EXTCAND-091122939713d04cbf8e5ad6,https://library.municode.com/nc/woodfin/codes/code_of_ordinances?nodeId=PTIICOOR_CH54ZO_ARTIINGE_S54-1SHTI,EXTCAND-224ba8af482397f9b2512af2,https://library.municode.com/nc/woodfin/codes/code_of_ordinances?nodeId=PTIICOOR_CH54ZO_ARTVISPUS_SS54-160--54-175RE,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-c3d8b0b620de7e8f18410502,EXTCAND-091122939713d04cbf8e5ad6,https://library.municode.com/nc/woodfin/codes/code_of_ordinances?nodeId=PTIICOOR_CH54ZO_ARTIINGE_S54-1SHTI,EXTCAND-ed4acc8a6d4d1b6765a45cb1,https://library.municode.com/nc/woodfin/codes/code_of_ordinances?nodeId=COWO,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-fafab2cdc8db19511744917e,EXTCAND-09695812094e1dfe3ebd944d,https://ted.cviog.uga.edu/FINANCIAL-DOCUMENTS/sites/default/files/budgetdoc/budget-report/city-sandersville-fy2025-budget-report.pdf,EXTCAND-c02e328b09834c86b999cfb0,https://ted.cviog.uga.edu/financial-documents/sites/default/files/budgetdoc/budget-report/city-sandersville-fy2025-budget-report.pdf,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-2c4f7f4d51209c5e14e7771d,EXTCAND-09aa4efe9c1d6ef2f1b2679d,https://amherstma.gov/1811/Open-Checkbook,RESCAND-22789e8733044f45d5dc7f18,https://www.amherstma.gov/1811/Open-Checkbook,likely_http_https_or_www_alias,moderate,false
EXTMODREL-0756d3961407d8e54bbdb837,EXTCAND-0a2e5ab423624cb2cbc7ce5a,https://saukcentremn.gov/,EXTCAND-5778969f315b5f31cd40a28a,https://saukcentremn.gov/?SEC=474DDE3D-6E4E-4AF1-8683-28588453B7D7,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-8cce7186da48ca1726c2e1cd,EXTCAND-0a2e5ab423624cb2cbc7ce5a,https://saukcentremn.gov/,EXTCAND-5c79cc43db9fa9ac73eb0c68,https://saukcentremn.gov/?SEC=76471CE5-D584-4329-A227-CAC6238F0DA1,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-a0f955af90be39af9d7b7750,EXTCAND-0a2e5ab423624cb2cbc7ce5a,https://saukcentremn.gov/,EXTCAND-c99ad8e5925700c6dc0c297b,https://saukcentremn.gov/?DE=78CFA8C4-A68E-4DD9-BEE9-710E13407F6E&SEC=A0F30720-908F-47C2-BA0A-61C49800D1A4&Type=B_BASIC,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-a90f7b2c3765539df1bb7b9a,EXTCAND-0a2e5ab423624cb2cbc7ce5a,https://saukcentremn.gov/,EXTCAND-cd5da61736b81274597c0485,https://saukcentremn.gov/?SEC=A4359CC1-F931-4763-B0B2-DB64C68193AD,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-495bc0ba807e5f9893348b78,EXTCAND-0a5834eb48a7873d77b308d2,https://www.michigan.gov/taxes/-/media/Project/Websites/taxes/4029/Total-Rates-Reports/2023-Total-Rates-Report---Entire-State.pdf?hash=FFD7AF57D4F6E7F30DCF4870B5646BAA&rev=86e73be2b0934c66a3a4be5ba8750b7e,EXTCAND-fad56dd1d56c793f6a24f654,https://www.michigan.gov/taxes/-/media/Project/Websites/taxes/4029/Total-Rates-Reports/2023-Total-Rates-Report---Entire-State.pdf?hash=CC19126725BDCD54BAE035710BE9BD6C&rev=86e73be2b0934c66a3a4be5ba8750b7e,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-ac2045a95dd868f31841521d,EXTCAND-0a8b7ac0dbcae6689328ba5e,https://www.legis.delaware.gov/SessionLaws/Chapter/GetPdfDocument?fileAttachmentId=572947,EXTCAND-4a63744aaab24758499f5a8d,https://legis.delaware.gov/SessionLaws/Chapter/GetPdfDocument?fileAttachmentId=628734,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-d7521cdb5626d7c6f76a0a50,EXTCAND-0aa4c5cbc9767fa7b838608c,https://oakland.legistar.com/View.ashx?GUID=A9723B33-056E-4B34-BC16-31A792BA52AA&ID=12509448&M=F,EXTCAND-3a07b15153d876d50760e40a,https://oakland.legistar.com/View.ashx?GUID=AE6C1A29-DD4A-45CE-A7C0-EAD7196DBD69&ID=12498066&M=F,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-e8be55466dae873f59a14ba6,EXTCAND-0acaee5a7b4c83f0ef5b0d74,https://library.municode.com/tx/port_lavaca/ordinances/code_of_ordinances?nodeId=2019,EXTCAND-feee8d3a76903c0856c59941,https://library.municode.com/tx/port_lavaca/ordinances/code_of_ordinances,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-86b147ab7f13d4adc8eb2aae,EXTCAND-0ad9e1d70c79d45b813484c5,https://apps.dnr.wi.gov/swims/Reports/ReportDownload?downloadFileName=ProjectSummary&reportName=ProjectSummary&urlParams=%26i_project_seq%3D20783711,EXTCAND-13cb0556b84eb04f29579855,https://apps.dnr.wi.gov/swims/Reports/ReportDownload?downloadFileName=ProjectSummary&reportName=ProjectSummary&urlParams=%26i_project_seq%3D19244074,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-1c455d6b4e4950e3fd3d5693,EXTCAND-0ad9e1d70c79d45b813484c5,https://apps.dnr.wi.gov/swims/Reports/ReportDownload?downloadFileName=ProjectSummary&reportName=ProjectSummary&urlParams=%26i_project_seq%3D20783711,EXTCAND-5a288116f7ee7fc4cf7eb73e,https://apps.dnr.wi.gov/swims/Reports/ReportDownload?downloadFileName=ProjectSummary&reportName=ProjectSummary&urlParams=%26i_project_seq%3D49491551,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-32c14fff147d8b2e65d8e89b,EXTCAND-0ae1cfe8d82cf5ebafc3b71a,https://www.bentleyks.gov/documentlist.aspx?categoryid=13590,RESCAND-5cd440fc2b6de9d4ffc00d43,https://www.bentleyks.gov/documentlist.aspx?categoryid=13616,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-6c67ce70703eaf72bd3a402d,EXTCAND-0b5e86d9db7bc198faf468dc,https://profiles.doe.mass.edu/statereport/educatorcontractsdownload.aspx?orgcode=03080000&type=T,EXTCAND-6bec5db9d40178246d31e33a,https://profiles.doe.mass.edu/statereport/educatorcontractsdownload.aspx?orgcode=08300000&type=T,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-8851eab7c42639600b97d35b,EXTCAND-0b73ac0eac773c8bcd6d54e6,https://www.ci.moorhead.mn.us/home/showdocument?id=9392,EXTCAND-3d1e8119938e5e6be38219cf,https://www.ci.moorhead.mn.us/home/showdocument?id=9230,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-707111a0288e5815d6a3b3b1,EXTCAND-0bb58a78e39e607679bd8f71,https://www.cityofcrosby.com/,EXTCAND-a83dac998d693e504e305edf,https://www.cityofcrosby.com/?SEC=02E85E6B-EC9F-4D90-963D-008D3EC0E1C8,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-e5e6b96244a7de11fe355118,EXTCAND-0bb58a78e39e607679bd8f71,https://www.cityofcrosby.com/,EXTCAND-f6a4685ab1590cd3287b9091,https://www.cityofcrosby.com/?SEC=27F6446F-16AD-4EC5-A0AA-21E85FA30B6E,same_domain_title_municipality_period_path_family,moderate,false
EXTMODREL-4895b30e992218e343a0d64b,EXTCAND-0c300dc3bdf8949126496ad3,https://edocpub.epa.ohio.gov/publicportal/ViewDocument.aspx?docid=3721175,EXTCAND-184eadfce71314d5d59ca2f4,https://edocpub.epa.ohio.gov/publicportal/ViewDocument.aspx?docid=4083666,same_domain_title_municipality_period_path_family,moderate,false
