attempt,body_prefix_bytes_inspected,body_prefix_hex,body_prefix_sha256,completed_at,content_disposition,content_length,content_type,error_class,error_message_redacted,etag,final_observed_url,full_body_retained,http_status,lane_id,last_modified,method,raw_headers_retained,redirect_count,request_id,request_type,requested_url,retry_after,server,started_at,verification_locator_id
1,0,,,2026-08-05T15:27:20.315085+00:00,,81012,text/html; charset=utf-8,,,,https://independenceks.gov/DocumentCenter/View/934/FY-2018-Budget-Document,false,404,verification_lane_003,,HEAD,false,0,EXTREQ-0a5e4e6822bc148869af3c0e,production_head,https://independenceks.gov/DocumentCenter/View/934/FY-2018-Budget-Document,,,2026-08-05T15:27:19.750674+00:00,EXTLOC-eea2a8bcea7aa51cf2a8ef6f
1,0,,,2026-08-05T15:27:20.380878+00:00,,852932,application/pdf,,,"""d3b27f5efd5cd91:0""",https://ia.iowadot.gov/erl/archiveoct2022/CM/content/Appendix%202-14.pdf,false,200,verification_lane_003,"Wed, 22 Mar 2023 20:32:06 GMT",HEAD,false,0,EXTREQ-afb98c4e08d53f94aac20256,production_head,https://ia.iowadot.gov/erl/archiveoct2022/CM/content/Appendix%202-14.pdf,,cloudflare,2026-08-05T15:27:19.701181+00:00,EXTLOC-672b00d05001f302da0b999f
1,0,,,2026-08-05T15:27:20.396907+00:00,,,text/html; charset=utf-8,,,,https://jaxcityc.legistar.com/LegislationDetail.aspx?GUID=F3FEED94-2B6D-4746-A16B-9C2A58EDB77B&ID=5066761,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-f71e20142f8a09a2f9b5a676,production_head,https://jaxcityc.legistar.com/LegislationDetail.aspx?GUID=F3FEED94-2B6D-4746-A16B-9C2A58EDB77B&ID=5066761,,Microsoft-IIS/10.0,2026-08-05T15:27:19.794490+00:00,EXTLOC-2b355a56036baa1161898726
1,0,,,2026-08-05T15:27:20.468976+00:00,,4119743,application/pdf,,,"""804cd624d94db1:0""",https://kspublicnotices.newzgroup.com/KSLegals/2024/39234-2024-09-12_1002.pdf,false,200,verification_lane_003,"Thu, 12 Sep 2024 06:01:01 GMT",HEAD,false,0,EXTREQ-b3aceafcedbcd7bb5dc7acc9,production_head,https://kspublicnotices.newzgroup.com/KSLegals/2024/39234-2024-09-12_1002.pdf,,Microsoft-IIS/10.0,2026-08-05T15:27:19.859895+00:00,EXTLOC-0227a89ff60449ee04c7e579
1,0,,,2026-08-05T15:27:20.477336+00:00,,181080,application/pdf,,,"""63b709a2-2c358""",https://jeffersonwis.com/wp-content/uploads/2023/01/Mins12062022.pdf,false,200,verification_lane_003,"Thu, 05 Jan 2023 17:32:18 GMT",HEAD,false,0,EXTREQ-356aab850e6b1110456aefce,production_head,https://jeffersonwis.com/wp-content/uploads/2023/01/Mins12062022.pdf,,cloudflare,2026-08-05T15:27:19.801622+00:00,EXTLOC-df3475da657fb7f2f61eda59
1,0,,,2026-08-05T15:27:20.485320+00:00,,150784,application/pdf,,,"""808cb9fec2da1:0""",https://kypublicnotice.com/KYLegals/2024/70110-2024-06-19_1003.pdf,false,200,verification_lane_003,"Wed, 19 Jun 2024 06:01:01 GMT",HEAD,false,0,EXTREQ-02751183b7f0555cae025aff,production_head,https://kypublicnotice.com/KYLegals/2024/70110-2024-06-19_1003.pdf,,Microsoft-IIS/10.0,2026-08-05T15:27:19.866584+00:00,EXTLOC-1ed25bf7b71b47ca20d6b89c
1,0,,,2026-08-05T15:27:20.522492+00:00,,1936399,application/pdf,,,"""80cc2f1ada25db1:0""",https://kypublicnotices.newzgroup.com/KYLegals/2024/70164-2024-10-24_1002.pdf,false,200,verification_lane_003,"Thu, 24 Oct 2024 06:01:01 GMT",HEAD,false,0,EXTREQ-52f174cf1b7e2a4f4dbd3b4f,production_head,https://kypublicnotices.newzgroup.com/KYLegals/2024/70164-2024-10-24_1002.pdf,,Microsoft-IIS/10.0,2026-08-05T15:27:19.873138+00:00,EXTLOC-dcfb120b4b08ddb35e4f0fca
1,0,,,2026-08-05T15:27:20.669034+00:00,,1186729,application/pdf,,,"""1743a-121ba9-6576ffc59e4c0""",https://li-public.fmcsa.dot.gov/lihtml/rptspdf/LI_REGISTER20200612.PDF,false,200,verification_lane_003,"Sat, 25 Jul 2026 14:05:47 GMT",HEAD,false,0,EXTREQ-0bbf622f51c8782ccc86dcbd,production_head,https://li-public.fmcsa.dot.gov/lihtml/rptspdf/LI_REGISTER20200612.PDF,,,2026-08-05T15:27:19.985063+00:00,EXTLOC-ae968acea3f5bd1843e52891
1,0,,,2026-08-05T15:27:20.677722+00:00,,4879883,application/pdf,,,,https://lewiscountyny.gov/wp-content/uploads/2023/11/2024-Tentative-Budget.pdf,false,200,verification_lane_003,"Tue, 10 Dec 2024 03:15:10 GMT",HEAD,false,0,EXTREQ-e2ef54f153d069126ee96883,production_head,https://lewiscountyny.gov/wp-content/uploads/2023/11/2024-Tentative-Budget.pdf,,nginx,2026-08-05T15:27:19.970468+00:00,EXTLOC-b55f75e31f3fa0183f8d6833
1,0,,,2026-08-05T15:27:20.677806+00:00,,131965,application/pdf,,,,https://legislature.ulstercountyny.gov/sites/default/files/268%20-%2025.pdf,false,200,verification_lane_003,"Mon, 16 Mar 2026 15:44:15 GMT",HEAD,false,0,EXTREQ-d90fa3de6c37f1fa7d512715,production_head,https://legislature.ulstercountyny.gov/sites/default/files/268%20-%2025.pdf,,Sucuri/Cloudproxy,2026-08-05T15:27:19.956691+00:00,EXTLOC-b58e88265163e9199fffc9e7
1,0,,,2026-08-05T15:27:20.750350+00:00,,32520,text/html,,,"""f631680dbc09c7632963e659b4f39156""",https://law.resource.org/pub/us/case/reporter/F3/101/101.F3d.495.96-1526.html,false,200,verification_lane_003,"Sun, 01 Oct 2017 14:27:45 GMT",HEAD,false,0,EXTREQ-2d471a697a8dda8804015a44,production_head,https://law.resource.org/pub/us/case/reporter/F3/101/101.F3d.495.96-1526.html,,AmazonS3,2026-08-05T15:27:19.901062+00:00,EXTLOC-17c1f9cad9bf97423558fa7b
1,0,,,2026-08-05T15:27:20.759335+00:00,,,text/html; charset=utf-8,,,"W/""da9e75w7kmn5ny""",https://jobtoday.com/us/jobs-monitoring-and-evaluation/nj_passaic,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-12d9cde78ae40acb4e341b8e,production_head,https://jobtoday.com/us/jobs-monitoring-and-evaluation/nj_passaic,,nginx,2026-08-05T15:27:19.817118+00:00,EXTLOC-b045f1c42ab7ffad0e24edaa
1,0,,,2026-08-05T15:27:20.767417+00:00,,37542,text/html; charset=utf-8,,,,https://jacksonwy.gov/CivicAlerts.asp?AID=926&ARC=1915,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-8c5e5f65f933ecbfc838f67a,production_head,https://jacksonwy.gov/CivicAlerts.asp?AID=926&ARC=1915,,,2026-08-05T15:27:19.777579+00:00,EXTLOC-4187edfc59a20a3a06bbc5e0
1,0,,,2026-08-05T15:27:20.776095+00:00,,75429,text/html,,,"""8162ad8010e7db1:0""",https://lf.rochestermn.gov/Inetapps/FlippingBooks/Budget/2023/AdoptedBudgetBook/index.html,false,200,verification_lane_003,"Fri, 27 Jun 2025 03:06:40 GMT",HEAD,false,0,EXTREQ-1838c3735c279994262d4323,production_head,https://lf.rochestermn.gov/Inetapps/FlippingBooks/Budget/2023/AdoptedBudgetBook/index.html,,Microsoft-IIS/10.0,2026-08-05T15:27:19.977755+00:00,EXTLOC-7f62c69270b8288fa1e731e7
1,0,,,2026-08-05T15:27:20.932482+00:00,,,text/html; charset=UTF-8,,,,https://jacksonms.gov/government/city-departments/human-resources/,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-f8dabeefc8719c6eb915b7fd,production_head,https://jacksonms.gov/government/city-departments/human-resources/,,nginx,2026-08-05T15:27:19.771168+00:00,EXTLOC-5cee148525ec40138fd0c567
1,0,,,2026-08-05T15:27:20.188169+00:00,,919,text/html,,,,https://info.nystateofhealth.ny.gov/questions-about-financial-assistance-and-paying-health-insurance,false,403,verification_lane_003,,HEAD,false,0,EXTREQ-91e059430dfd1fa3c17d0579,production_head,https://info.nystateofhealth.ny.gov/questions-about-financial-assistance-and-paying-health-insurance,,CloudFront,2026-08-05T15:27:19.757783+00:00,EXTLOC-58e81a8257cbbc8b69754eb0
1,919,3c21444f43545950452048544d4c2050,36af630d61afc1951eace25d807c978bf89b0b1c4e436c22e128e207f696bfc4,2026-08-05T15:27:20.941303+00:00,,919,text/html,,,,https://info.nystateofhealth.ny.gov/questions-about-financial-assistance-and-paying-health-insurance,false,403,verification_lane_003,,GET,false,0,EXTREQ-9c16cedc491a4bab999773e0,production_get_metadata,https://info.nystateofhealth.ny.gov/questions-about-financial-assistance-and-paying-health-insurance,,CloudFront,2026-08-05T15:27:20.188186+00:00,EXTLOC-58e81a8257cbbc8b69754eb0
1,0,,,2026-08-05T15:27:20.203023+00:00,,19,text/plain; charset=utf-8,,,,https://jobs.institutedata.com/jobs/?q=park+worker&state=Ohio,false,405,verification_lane_003,,HEAD,false,0,EXTREQ-3abe4c4dfcede43643ae1b19,production_head,https://jobs.institutedata.com/jobs/?q=park+worker&state=Ohio,,,2026-08-05T15:27:19.808594+00:00,EXTLOC-7fa9822e30258765dd837714
1,0,,,2026-08-05T15:27:20.965168+00:00,,0,,,,,https://jobs.institutedata.com/jobs/?q=park+worker&state=Ohio,false,404,verification_lane_003,,GET,false,0,EXTREQ-0b6b3ba5f8652152ed4c71af,production_get_metadata,https://jobs.institutedata.com/jobs/?q=park+worker&state=Ohio,,awselb/2.0,2026-08-05T15:27:20.203035+00:00,EXTLOC-7fa9822e30258765dd837714
1,0,,,2026-08-05T15:27:21.056702+00:00,,29380,text/html; charset=utf-8,,,,https://liberty-township.com/Archive.aspx?AMID=38,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-cd5f9ccfa7cb0e2c384cba57,production_head,https://liberty-township.com/Archive.aspx?AMID=38,,,2026-08-05T15:27:19.991985+00:00,EXTLOC-692a49009dd7abf37d1192e4
1,0,,,2026-08-05T15:27:20.389460+00:00,,,text/html; charset=UTF-8,,,,https://legiscan.com/FL/text/H5001/id/2912461,false,403,verification_lane_003,,HEAD,false,0,EXTREQ-e5a3e6de057f2b8c2344c242,production_head,https://legiscan.com/FL/text/H5001/id/2912461,,cloudflare,2026-08-05T15:27:19.941398+00:00,EXTLOC-4d836dea4c89a74b75b7a3aa
1,1580,3c21444f43545950452068746d6c3e3c,efbaa36b678921a091abd1456d44aea8d3ac988738f79910995f80d44308dbec,2026-08-05T15:27:21.067497+00:00,,,text/html; charset=UTF-8,,,,https://legiscan.com/FL/text/H5001/id/2912461,false,403,verification_lane_003,,GET,false,0,EXTREQ-a0fb85e204d12d1c11f1b22d,production_get_metadata,https://legiscan.com/FL/text/H5001/id/2912461,,cloudflare,2026-08-05T15:27:20.389474+00:00,EXTLOC-4d836dea4c89a74b75b7a3aa
1,0,,,2026-08-05T15:27:21.076975+00:00,inline;filename=Item_02_Quaterly_Report_FY_2026_Second_Quarter_Update_Cash_Proffer_and_Debt_Report.pdf,1809348,application/pdf,,,"""1b9bc4-64c49a8b3e4d8""",https://loudoun.granicus.com/MetaViewer.php?event_id=4310&meta_id=277444&view_id=92,false,200,verification_lane_003,"Thu, 05 Mar 2026 16:45:06 GMT",HEAD,false,0,EXTREQ-edf93226eb7d54b6c22247fe,production_head,https://loudoun.granicus.com/MetaViewer.php?event_id=4310&meta_id=277444&view_id=92,,Apache,2026-08-05T15:27:20.038833+00:00,EXTLOC-989baeb494d0e0aaf4ee1d00
1,0,,,2026-08-05T15:27:21.110367+00:00,,75968,text/html; charset=utf-8,,,,https://lucascountyoh.gov/DocumentCenter/View/91667/2026-Budget,false,404,verification_lane_003,,HEAD,false,0,EXTREQ-2910bd977f8b5f80ff9b284c,production_head,https://lucascountyoh.gov/DocumentCenter/View/91667/2026-Budget,,,2026-08-05T15:27:20.154104+00:00,EXTLOC-6df8e68aeaf3d110e18b1dcf
1,0,,,2026-08-05T15:27:21.157805+00:00,,,text/html; charset=UTF-8,,,,https://lincolnks.org/benefits,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-24dbe9b533058f5ca019d00d,production_head,https://lincolnks.org/benefits,,Apache,2026-08-05T15:27:20.011358+00:00,EXTLOC-b1532ca3413d3e3c84d25b0b
1,0,,,2026-08-05T15:27:21.190432+00:00,,,text/html; charset=utf-8,,,"""939dde9617e22d6113d2abd5dbc8864e""",https://link.springer.com/article/10.1007/s10964-023-01853-z,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-c20c5f4de446a554dd8f646b,production_head,https://link.springer.com/article/10.1007/s10964-023-01853-z,,Oscar Platform 0.1746.0,2026-08-05T15:27:20.018177+00:00,EXTLOC-d941be8012a42bbec5a0eca1
1,0,,,2026-08-05T15:27:21.242107+00:00,,1678,text/html,,,,https://mapyourtaxes.mo.gov/Map/Expenditures/Agencies/Contract.aspx?agcy=221&cat=800&detail=3412&row=53880&year=2026,false,404,verification_lane_003,,HEAD,false,0,EXTREQ-245f62f4fffcb79f57f2e4c1,production_head,https://mapyourtaxes.mo.gov/Map/Expenditures/Agencies/Contract.aspx?agcy=221&cat=800&detail=3412&row=53880&year=2026,,,2026-08-05T15:27:20.669148+00:00,EXTLOC-17275be515a5babf4f4042ed
1,0,,,2026-08-05T15:27:21.363928+00:00,,,text/html; charset=utf-8,,,,https://manhattanbeach.legistar.com/LegislationDetail.aspx?FullText=1&GUID=A837BD04-F705-4D92-8247-2AF49C157963&ID=7418450,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-94f0bb229efc73774c6087b2,production_head,https://manhattanbeach.legistar.com/LegislationDetail.aspx?FullText=1&GUID=A837BD04-F705-4D92-8247-2AF49C157963&ID=7418450,,Microsoft-IIS/10.0,2026-08-05T15:27:20.477426+00:00,EXTLOC-639747c226fc66325514daa4
1,0,,,2026-08-05T15:27:21.372506+00:00,,527265,application/pdf,,,0x8DAAE51F546A1D3,https://mccmeetingspublic.blob.core.usgovcloudapi.net/alabastal-meet-c8b380d899084776b78bcdf664e2370c/ITEM-Attachment-001-f75bb58cd9024e06b06348d2ce75e039.pdf,false,200,verification_lane_003,"Sat, 15 Oct 2022 02:07:05 GMT",HEAD,false,0,EXTREQ-78ecc199a818c74acab51e6f,production_head,https://mccmeetingspublic.blob.core.usgovcloudapi.net/alabastal-meet-c8b380d899084776b78bcdf664e2370c/ITEM-Attachment-001-f75bb58cd9024e06b06348d2ce75e039.pdf,,Windows-Azure-Blob/1.0 Microsoft-HTTPAPI/2.0,2026-08-05T15:27:20.750476+00:00,EXTLOC-a9b041f9e4c96f7de068d767
1,0,,,2026-08-05T15:27:21.372600+00:00,,132172,application/pdf,,,"""8c2dccb85b4be6864811276da285e33c""",https://img1.wsimg.com/blobby/go/47b7ec0c-4a52-4be8-b239-cc1b8b89ba2c/Do%20Not%20Solicit%20Registry%20Request.pdf,false,204,verification_lane_003,"Wed, 14 Jan 2026 15:40:41 GMT",HEAD,false,0,EXTREQ-223d3dfbdc8988eb5c154af9,production_head,https://img1.wsimg.com/blobby/go/47b7ec0c-4a52-4be8-b239-cc1b8b89ba2c/Do%20Not%20Solicit%20Registry%20Request.pdf,,,2026-08-05T15:27:19.736419+00:00,EXTLOC-4522161eb73cfcad22ec7dae
1,0,,,2026-08-05T15:27:21.397721+00:00,,,text/html; charset=utf-8,,,,https://mail.mancelonatownship.com/minutes,false,200,verification_lane_003,"Wed, 05 Aug 2026 15:27:21 GMT",HEAD,false,0,EXTREQ-0ae8c6cf3a79c6b9a6417ae6,production_head,https://mail.mancelonatownship.com/minutes,,Apache,2026-08-05T15:27:20.397050+00:00,EXTLOC-cd48b83fa202e4f018ab6c0b
1,0,,,2026-08-05T15:27:21.432894+00:00,,,text/html; charset=utf-8,,,,https://maff.org/archives/43-2021?start=5,false,200,verification_lane_003,"Wed, 05 Aug 2026 15:27:21 GMT",HEAD,false,0,EXTREQ-8f0614950ae3ec6d771ff8ed,production_head,https://maff.org/archives/43-2021?start=5,,cloudflare,2026-08-05T15:27:20.315175+00:00,EXTLOC-f8f46faf090b8c768fd91890
1,0,,,2026-08-05T15:27:21.510557+00:00,,0,text/html; charset=iso-8859-1,,,,https://ilrb.illinois.gov/arbitration/arbitration2022.html,false,404,verification_lane_003,,HEAD,false,0,EXTREQ-4cad02b74f5ea927764d7b25,production_head,https://ilrb.illinois.gov/arbitration/arbitration2022.html,,Apache,2026-08-05T15:27:19.729774+00:00,EXTLOC-61068ceabbeb9744410f6fe5
1,0,,,2026-08-05T15:27:21.519983+00:00,,0,text/html; charset=iso-8859-1,,,,https://idoc.illinois.gov/reportsandstatistics/annualreports.html,false,404,verification_lane_003,,HEAD,false,0,EXTREQ-bf9f6043f31c7320f9d003ab,production_head,https://idoc.illinois.gov/reportsandstatistics/annualreports.html,,Apache,2026-08-05T15:27:19.715762+00:00,EXTLOC-3a760d09fcc06615cfff16fb
1,0,,,2026-08-05T15:27:21.102012+00:00,,,text/html; charset=UTF-8,,,,https://mapcarta.com/21343210,false,403,verification_lane_003,,HEAD,false,0,EXTREQ-60984bc19e20602537f28ad6,production_head,https://mapcarta.com/21343210,,cloudflare,2026-08-05T15:27:20.485448+00:00,EXTLOC-a63ca13727725c7f306d5cf6
1,741,3c21444f43545950452068746d6c3e3c,229f2b4dfd51ada0ed5bc57bc92631784b4dd09034b6f7dced4c1ea886e9808f,2026-08-05T15:27:21.560239+00:00,,,text/html; charset=UTF-8,,,,https://mapcarta.com/21343210,false,403,verification_lane_003,,GET,false,0,EXTREQ-26839913e47bed4715b52275,production_get_metadata,https://mapcarta.com/21343210,,cloudflare,2026-08-05T15:27:21.102029+00:00,EXTLOC-a63ca13727725c7f306d5cf6
1,0,,,2026-08-05T15:27:21.570020+00:00,,31073,text/html; charset=utf-8,,,,https://maplegrovemn.gov/216/Employee-benefit-plans,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-3dade786d321594de90f4e26,production_head,https://maplegrovemn.gov/216/Employee-benefit-plans,,,2026-08-05T15:27:20.522593+00:00,EXTLOC-4455ea8669ca17fa26cb9b68
1,0,,,2026-08-05T15:27:21.593716+00:00,,33933,text/html,,,,https://miamitwp.org/officials.html,false,200,verification_lane_003,"Thu, 23 Jul 2026 11:32:56 GMT",HEAD,false,0,EXTREQ-0c86ea3dee94856ed7fa3fad,production_head,https://miamitwp.org/officials.html,,Apache,2026-08-05T15:27:20.941379+00:00,EXTLOC-5ec8b8b8ed537172dd49d4e2
1,0,,,2026-08-05T15:27:21.602009+00:00,,,text/html; charset=UTF-8,,,,https://validate.perfdrive.com/?ssa=4d4f8fe8-4c8b-4d84-90fd-cb7183e6bf5c&ssb=08582225551&ssc=https%3A%2F%2Flicensinglookup.dhs.state.mn.us%2FDetails.aspx%3Fl%3D2000245&ssi=2e95b52a-czby-4730-b009-1ba7e44727bc&ssk=botmanager_support@radware.com&ssm=36496550797170177132944180342071&ssn=aa73a689167e9cc12a5867908d0483d89ed47f1e3230-fe8d-4a34-92d7bf&sso=1eededb9-3bc654718664d27d91c2718d4c39956021860c3112659dac&ssp=58926419041785916988178597372140883&ssq=54369854364025468128243133883203989182327&ssr=NzQuOTIuMTAuMjIy&sst=GabrielWagesLocatorVerifier/3.0 (metadata-only academic verification)&ssu=&ssv=&ssw=&ssx=eyJyZCI6InN0YXRlLm1uLnVzIiwiX191em1mIjoiN2Y5MDAwN2YxZTMyMzAtZmU4ZC00YTM0LTlkYjktM2JjNjU0NzE4NjY0MS0xNzg1OTQzMTMzNzIyNTA3MTgzLTAwNGEyNjZiMjk2OThiMzk0ZDkxMyIsInV6bXgiOiI3ZjkwMDA5Mzk3YTVlMC00YmRkLTRkZWQtOWI4OC02ZmM0Yzk2MzhhNTgxLTE3ODU5NDMxMzM3MjI1MDcxODMtMzI0MTBmM2ExNmFmNWI5NjEzIn0=,false,200,verification_lane_003,,HEAD,false,1,EXTREQ-8026ee015151290452d524e8,production_head,https://licensinglookup.dhs.state.mn.us/Details.aspx?l=2000245,,Apache,2026-08-05T15:27:19.998446+00:00,EXTLOC-5fd43f87b03ae22d7e07cd45
1,0,,,2026-08-05T15:27:21.658981+00:00,,,text/html; charset=windows-1252,,,,https://meps.ahrq.gov/data_files/publications/rf51/rf51.shtml,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-c8189bf9810797f4fcab0e54,production_head,https://meps.ahrq.gov/data_files/publications/rf51/rf51.shtml,,Apache/2.4.67 (Unix),2026-08-05T15:27:20.932604+00:00,EXTLOC-415ebbbbf006c9ed7fffa1f0
1,0,,,2026-08-05T15:27:21.689219+00:00,,2901517,application/pdf,,,"""6a342f7b-2c460d""",https://mocksvillenc.org/wp-content/uploads/2024/05/April-2-2024-Minutes-approved.pdf,false,200,verification_lane_003,"Thu, 18 Jun 2026 17:48:43 GMT",HEAD,false,0,EXTREQ-f6a7eadd505fbde8d252c6d3,production_head,https://mocksvillenc.org/wp-content/uploads/2024/05/April-2-2024-Minutes-approved.pdf,,nginx,2026-08-05T15:27:21.242216+00:00,EXTLOC-d40573e6ae8c0f47ac2594e8
1,0,,,2026-08-05T15:27:21.711644+00:00,inline;filename=Linked & Reduced Agenda_2.pdf,15737050,application/pdf,,,,https://lagrangeil.gov/Archive/ViewFile/Item/2961,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-f8b91f333950ab67659e2bb6,production_head,https://lagrangeil.gov/Archive/ViewFile/Item/2961,,Microsoft-IIS/10.0,2026-08-05T15:27:19.879968+00:00,EXTLOC-7449d5a0709f4d8580cbaf4e
1,0,,,2026-08-05T15:27:21.720260+00:00,,20,text/html; charset=utf-8,,,,https://www.ibo.nyc.gov/content/,false,200,verification_lane_003,,HEAD,false,2,EXTREQ-62f957261d7d485afeeb78b3,production_head,https://ibo.nyc.ny.us/iboreports/print-2024-preliminary-budget-report-february.pdf,,,2026-08-05T15:27:19.708138+00:00,EXTLOC-a28bad58c98d440fc277b162
1,0,,,2026-08-05T15:27:21.735501+00:00,,45701,text/html; charset=utf-8,,,,https://legis.la.gov/Legis/Law.aspx?d=81043,false,200,verification_lane_003,,HEAD,false,0,EXTREQ-1be84147779b294a93b4e97b,production_head,https://legis.la.gov/Legis/Law.aspx?d=81043,,Microsoft-IIS/10.0,2026-08-05T15:27:19.922279+00:00,EXTLOC-6d95a36fde1bf4e6ccf5ff80
