duplicate_verification_locator_id,canonical_verification_locator_id,canonical_final_locator_id,final_canonical_locator,duplicate_basis,duplicate_confidence,pre_dedup_status
EXTLOC-8bbf289b9aa42d920e8b34cd,EXTLOC-13c2622c7d5fa116fb58499e,EXTFINALLOC-8bbf289b9aa42d920e8b34cd,https://canandaiguanewyork.gov/ArchiveCenter/ViewFile/Item/151,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-e9f1a74521e32fccc9aae792,EXTLOC-a89f075b6e3cb8a13b56050c,EXTFINALLOC-a89f075b6e3cb8a13b56050c,https://cao.lacity.gov/budget24-25/2024-25BlueBookVol1.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-a25ab08bf9afbc460a1b1f91,EXTLOC-693bdfa479369d7c24e4dada,EXTFINALLOC-693bdfa479369d7c24e4dada,https://caselaw.findlaw.com/court/mi-court-of-appeals/2088834.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-b2effaf15bb9c707ac2eaeee,EXTLOC-3380db69849481936f3d424e,EXTFINALLOC-43f99f1109fb0f0531b4568b,https://catalog.data.gov/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-dacff8a9fb843d3cb069956e,EXTLOC-3380db69849481936f3d424e,EXTFINALLOC-43f99f1109fb0f0531b4568b,https://catalog.data.gov/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-f229405dc723778973b0d927,EXTLOC-3380db69849481936f3d424e,EXTFINALLOC-43f99f1109fb0f0531b4568b,https://catalog.data.gov/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-e61b4326a32947a4015ab1e3,EXTLOC-5ce16e2e38d4792b0dfc0f00,EXTFINALLOC-e61b4326a32947a4015ab1e3,https://catalog.data.gov/?keyword=overtime,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-6294d1511a2f35292f84b2af,EXTLOC-356e552d54e46fc90d8e78ec,EXTFINALLOC-356e552d54e46fc90d8e78ec,https://catalog.data.gov/dataset/employee-payroll-data-fmps-payroll-costing,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-cdacef26d192a88b3ba0b4a3,EXTLOC-749ecae7c729b7bc8aa090ce,EXTFINALLOC-cdacef26d192a88b3ba0b4a3,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_10126506/File/City%20Hall/Departments/Finance/2022/2022-23%20Budget%20Document%2005.09.2022.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-e837f5a5b77bb2d77b9e73ec,EXTLOC-169b3db5524027526924ad2f,EXTFINALLOC-169b3db5524027526924ad2f,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_10126506/File/City%20Hall/Departments/Finance/2024/2024-25%20budget%20document%2004.29.2024.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-32f87497602540941ae85b16,EXTLOC-2bfbc63b1f31db70cf20f76b,EXTFINALLOC-2bfbc63b1f31db70cf20f76b,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_12421646/File/How%20Do%20I/View/Code%20of%20Ordinances/CityCharterAdoptedNovember2007.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-4a4f9f09f4dde44b5529449c,EXTLOC-036b3d58b3a1883c542dc59b,EXTFINALLOC-4a4f9f09f4dde44b5529449c,https://centrecountypa.gov/ArchiveCenter/ViewFile/Item/313,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-d713083bf6907ce6fdf5ec6d,EXTLOC-4def0ab365304caa844dd169,EXTFINALLOC-a6ef15b49258fa0fec0555db,https://chestercountysc.gov/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-e9040ed7e4f097f9fc303e5c,EXTLOC-665b05171cb3c4ce99e4b101,EXTFINALLOC-f00dd56d03e46ecffeb0e2b1,https://citydocs.cityoforange.org/WebLink/Error.aspx?aspxerrorpath=%2FWebLink%2FElectronicFile.aspx,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-d65c919c3acfb1392a32a2bb,EXTLOC-ad58c46366b66fd073223989,EXTFINALLOC-ad58c46366b66fd073223989,https://cityofbutlermo.com/ArchiveCenter/ViewFile/Item/1509,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-d4379770a24327af059e8cf8,EXTLOC-771fe5bed876990d73dc3cca,EXTFINALLOC-771fe5bed876990d73dc3cca,https://cityofclearlakemn.gov/departments,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-83848e603e7ffe633562f0de,EXTLOC-499474094694fc0bf202b051,EXTFINALLOC-6a2de0f98b0285ef7e470af1,https://cityofhazenar.gov/documents/152/Hazen_Municipal_Code.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-b9630ecb3039ebf8af4f431e,EXTLOC-4c0522584c4938fee42ac7bd,EXTFINALLOC-4c0522584c4938fee42ac7bd,https://cms7files.revize.com/boroughjamesburg/1.20.21.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-ee49ceba78261d0235833d5a,EXTLOC-9ed38365d1938fa2a61e6b1f,EXTFINALLOC-9ed38365d1938fa2a61e6b1f,https://coab.us/m/newsflash/home/detail/1597,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-3f8dd9a371a6b6524b01239c,EXTLOC-3382ce46a306de0e32f0c612,EXTFINALLOC-3382ce46a306de0e32f0c612,https://codes.findlaw.com/oh/title-v-townships/oh-rev-code-sect-509-01/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-61e6afdc12b18585958341e3,EXTLOC-3c3b48169274e528132e6890,EXTFINALLOC-3c3b48169274e528132e6890,https://codes.ohio.gov/ohio-revised-code/section-9.41,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-b793c63c85ce0df948a04340,EXTLOC-0ba5a1d0a265934002afa9e1,EXTFINALLOC-f1cd7f88980805d7c488d3be,https://copley.oh.us/m/newsflash/archive,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-40af9c8813b565937fddfec5,EXTLOC-35dab327d0a7a2fc1f940a3e,EXTFINALLOC-40af9c8813b565937fddfec5,https://coventryri.gov/budgets-financial-data,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-9118534cfea4a5d21f6343ac,EXTLOC-4c921205ce3cc8741ff5698f,EXTFINALLOC-4c921205ce3cc8741ff5698f,https://coventryri.gov/finance-department,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c0cd39a4dad6950e0b18fba7,EXTLOC-49cd5485d56f3b6b5d5457bb,EXTFINALLOC-49cd5485d56f3b6b5d5457bb,https://coventryri.gov/municipal-fire-commission,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-f768267927b92eb536314f52,EXTLOC-214071f4093eea58419aceaa,EXTFINALLOC-f768267927b92eb536314f52,https://cranberrytownship.org/m/newsflash/home/detail/6966,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-ea776148e2e5e7f924d658b1,EXTLOC-6409976443bbbc4aa1e931fc,EXTFINALLOC-5fd659654c5121b1ab9abe05,https://dakotacountymn.gov/government/budget-finance,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-7ca35047f5a129dac42f4a07,EXTLOC-0c23c2535850e7321f429c87,EXTFINALLOC-5241c4ccd53c30764bff2e7a,https://dassel.com/404.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-0ac799ef569e7899b6cb6251,EXTLOC-09f3c2c30b0c4d99e3ff2a08,EXTFINALLOC-09f3c2c30b0c4d99e3ff2a08,https://doccs.ny.gov/system/files/documents/2026/02/2713.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-afa72b3fe1b81aea3b5473c5,EXTLOC-817418d0538a5a302cb302be,EXTFINALLOC-79ac0688f15d2e7c21d3507d,https://docs.coupa.com/upgrade_browser,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-9ab750f5c1123a620a7867b1,EXTLOC-1eef784f3ea08f2b66b2a0e2,EXTFINALLOC-3354922a92b74c18ad419399,https://docs.daviecountync.gov/WebLink/Error.aspx?aspxerrorpath=%2FWebLink%2FElectronicFile.aspx,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-8976e9d60f40887984e5fbbd,EXTLOC-45cf50ea4c95d23e603b0bef,EXTFINALLOC-8976e9d60f40887984e5fbbd,https://dos.ny.gov/system/files/documents/2019/10/chesterfinalreport.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-c890138f6301c489be796b99,EXTLOC-b991e0030ee0aaea58e5a0db,EXTFINALLOC-c890138f6301c489be796b99,https://dos.ny.gov/system/files/documents/2019/10/chestersharedservfeasstudy.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-5f35d10baf5ba480ef0b954b,EXTLOC-3b49d45e9fe4b28ad1b49203,EXTFINALLOC-3f50a9bd29613d40a4674a47,https://efis.psc.mo.gov/Error/404,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-61126eb4696fdadb7df0652d,EXTLOC-3b49d45e9fe4b28ad1b49203,EXTFINALLOC-3f50a9bd29613d40a4674a47,https://efis.psc.mo.gov/Error/404,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-cc3a69c79067ad9d849ed039,EXTLOC-1c8608d34b971497c1dd02b1,EXTFINALLOC-cc3a69c79067ad9d849ed039,https://employers.mnretire.gov/plan-participation,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-7bf357ad5dab52a1c06ce640,EXTLOC-4d65c7e14aa08d4a748120fa,EXTFINALLOC-7bf357ad5dab52a1c06ce640,https://escalon.hosted.civiclive.com/government/departments/administration/human_resources/employment,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-ee84cf2fa3e9e2d1cdcaca3c,EXTLOC-beb6258dd81969c700346bc1,EXTFINALLOC-ee84cf2fa3e9e2d1cdcaca3c,https://findlay.pa.us/ArchiveCenter/ViewFile/Item/392,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-c1ce284713d3341b840d30ef,EXTLOC-00d999277a1a7390550940e5,EXTFINALLOC-00d999277a1a7390550940e5,https://gamma.creativecirclecdn.com/mmc/files/20250401-113801-bc7-Iron%20County%20Reporter_2022-03-09.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-7214217af435a9cab152c71b,EXTLOC-5fa6236009ac549b13f89af3,EXTFINALLOC-7214217af435a9cab152c71b,https://gcc.sco.ca.gov/Reporting/Instructions/2025_ReportingInstructions.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-e610c1bb14a29386e79b287b,EXTLOC-1599b657916d68d297512e5e,EXTFINALLOC-e610c1bb14a29386e79b287b,https://gcc.sco.ca.gov/Reports/Cities/Cities.aspx?year=2021,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-beb3c16d6321d09bc9ee20e1,EXTLOC-9727fd0f9696fabdb6c1415b,EXTFINALLOC-9727fd0f9696fabdb6c1415b,https://gcc.sco.ca.gov/Reports/Cities/City.aspx?entityid=371&rpt=1&year=2024,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-ba76c42a3ee4b976ddb3f618,EXTLOC-0ab66db524a7b7a619b76b46,EXTFINALLOC-7a08cc7efc43f97d8a16152b,https://iowamesonet.github.io/sorry/?mode=blocked,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-5d300479d0fde96986829743,EXTLOC-3b567dc332abce6ee0229bc1,EXTFINALLOC-7378fd45650b35b780e9a554,https://klic.dol.ks.gov/vosnet/JobBanks/JobSearchCriteriaQuick.aspx?nf=1,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-f75a9ac15f344d1387657c91,EXTLOC-4a4e2b76e097d93b5e26489a,EXTFINALLOC-9d1fa28dba1b08223c4f747d,https://leginfo.legislature.ca.gov/faces/codes.xhtml,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-8df4f232bb07e0838669b8b4,EXTLOC-4b91b17f8cd94291a80c58a9,EXTFINALLOC-c655d2363bf3c34e82c1ccc7,https://lobbylinx.com/searchlogin.php,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-8fe2c06e1e896f97e7378811,EXTLOC-4b91b17f8cd94291a80c58a9,EXTFINALLOC-c655d2363bf3c34e82c1ccc7,https://lobbylinx.com/searchlogin.php,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-2f7201f1032bf257d1f347ed,EXTLOC-01b9af05e702fbf0b306132c,EXTFINALLOC-45d2784265ffdd039dba98c3,https://maine.primo.exlibrisgroup.com/nde/collectionDiscovery?collectionId=81521275480008681&lang=en&vid=01MAINE_INST%3ADigCol,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-7096f59cf1d53a273a37fb97,EXTLOC-01b9af05e702fbf0b306132c,EXTFINALLOC-45d2784265ffdd039dba98c3,https://maine.primo.exlibrisgroup.com/nde/collectionDiscovery?collectionId=81521275480008681&lang=en&vid=01MAINE_INST%3ADigCol,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-1ed6847bd68be0db3131b358,EXTLOC-01b9af05e702fbf0b306132c,EXTFINALLOC-45d2784265ffdd039dba98c3,https://maine.primo.exlibrisgroup.com/nde/collectionDiscovery?collectionId=81521275480008681&lang=en&vid=01MAINE_INST%3ADigCol,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-30d09f362f6bf712e2af6bb3,EXTLOC-01b9af05e702fbf0b306132c,EXTFINALLOC-45d2784265ffdd039dba98c3,https://maine.primo.exlibrisgroup.com/nde/collectionDiscovery?collectionId=81521275480008681&lang=en&vid=01MAINE_INST%3ADigCol,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-667120cb183cc18ad69c181c,EXTLOC-01b9af05e702fbf0b306132c,EXTFINALLOC-45d2784265ffdd039dba98c3,https://maine.primo.exlibrisgroup.com/nde/collectionDiscovery?collectionId=81521275480008681&lang=en&vid=01MAINE_INST%3ADigCol,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c700954010b39e40206f3ba6,EXTLOC-01b9af05e702fbf0b306132c,EXTFINALLOC-45d2784265ffdd039dba98c3,https://maine.primo.exlibrisgroup.com/nde/collectionDiscovery?collectionId=81521275480008681&lang=en&vid=01MAINE_INST%3ADigCol,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-77852544ead82bb43e5f2670,EXTLOC-01b9af05e702fbf0b306132c,EXTFINALLOC-45d2784265ffdd039dba98c3,https://maine.primo.exlibrisgroup.com/nde/collectionDiscovery?collectionId=81521275480008681&lang=en&vid=01MAINE_INST%3ADigCol,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-8f523cc5f7502bb0a8f342b3,EXTLOC-01b9af05e702fbf0b306132c,EXTFINALLOC-45d2784265ffdd039dba98c3,https://maine.primo.exlibrisgroup.com/nde/collectionDiscovery?collectionId=81521275480008681&lang=en&vid=01MAINE_INST%3ADigCol,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-e691e9395286feaba09ade28,EXTLOC-aaf1e2e486e9faf605fff1cf,EXTFINALLOC-ff564c0cef9edfe978af3f7e,https://milroy.municipalimpact.com/404.html,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-f14dd6d8c9600d4c2414d3c1,EXTLOC-72cc56d64118d607bd5c1265,EXTFINALLOC-f14dd6d8c9600d4c2414d3c1,https://mycallander.ca/en/local-government/budget-finance,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-fe5732bbc617899f6377cd5b,EXTLOC-378ed2c7a8e509c41a297a3e,EXTFINALLOC-378ed2c7a8e509c41a297a3e,https://nysl.nysed.gov/genealogy/nyscens,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-ca01fc8b3dbc7c2c6c356c64,EXTLOC-ad0b65c39b892fbea3f54240,EXTFINALLOC-46f65190c7c34987eabce643,https://nytaxglance.com/tax/year.php,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-dec234c0953ed7d234c59af2,EXTLOC-936533e293892d39411e18f8,EXTFINALLOC-03c214254a1404b71dbc8edc,https://pduikabsinjai.org/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-6795bcc7711d129266cb1e55,EXTLOC-25f88fd58c3cd3a2c455033a,EXTFINALLOC-6795bcc7711d129266cb1e55,https://perb.ny.gov/system/files/documents/2024/03/ia84-010-award-11-19-84.pdf,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-d2bf1680c7268df408fc8fce,EXTLOC-113d165c6af2037bf0ad6a73,EXTFINALLOC-a600fabd7eb9238658344e45,https://portal.ct.gov/en/404error/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-e1191dfed9402d8011ccc5df,EXTLOC-113d165c6af2037bf0ad6a73,EXTFINALLOC-a600fabd7eb9238658344e45,https://portal.ct.gov/en/404error/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-d439125a1c859a17f3634132,EXTLOC-4f1dd2fbc2f2ffe0a426b7fd,EXTFINALLOC-f10ef68cdd9a15ee5a5bd8cf,https://revisor.mo.gov/Main/nofish.aspx,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-6d8087b233883068b7b0f1bc,EXTLOC-198c944852e9eefe394f913b,EXTFINALLOC-6d8087b233883068b7b0f1bc,https://rfmu.org/ArchiveCenter/ViewFile/Item/857,identical_verified_final_canonical_locator,high,reachable_direct_document
EXTLOC-e9e72e8afbb6718faef41d59,EXTLOC-de724fde3960ee49f2716f80,EXTFINALLOC-e9e72e8afbb6718faef41d59,https://rules.sos.ga.gov/gac/478-1,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-97dd3b18060c6a4a3ec164b1,EXTLOC-56445432eb9f56e1808270d2,EXTFINALLOC-62f9e069a5d53f39c59faba5,https://rules.sos.ga.gov/gac/478-2,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-62f9e069a5d53f39c59faba5,EXTLOC-56445432eb9f56e1808270d2,EXTFINALLOC-62f9e069a5d53f39c59faba5,https://rules.sos.ga.gov/gac/478-2,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c5d0081906a6ff9c6bd69802,EXTLOC-a12096f07153f6710ebfa178,EXTFINALLOC-478ffbe68ddc0b530bfe1929,https://saugertiesny.gov/,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-f42f91164ad90255fa302673,EXTLOC-998ed5aec4fd977d7b097e94,EXTFINALLOC-44353bb1004f432ddd7e0db3,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2FCorporationSearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-ce34fff1ad6aafcab88f6ad6,EXTLOC-998ed5aec4fd977d7b097e94,EXTFINALLOC-44353bb1004f432ddd7e0db3,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2FCorporationSearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-928be367711e01a055aab57f,EXTLOC-1556b09cd23b6fa73d618314,EXTFINALLOC-20811d4b3ceed458a1ba395a,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2FCorporationSearch%2FSearchResults,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-e6e708578224b1d88878bcd3,EXTLOC-1556b09cd23b6fa73d618314,EXTFINALLOC-20811d4b3ceed458a1ba395a,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2FCorporationSearch%2FSearchResults,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-efe14aa5c3d22fbdb2b2c155,EXTLOC-1556b09cd23b6fa73d618314,EXTFINALLOC-20811d4b3ceed458a1ba395a,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2FCorporationSearch%2FSearchResults,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-7c26f7a712a426296f4a67e4,EXTLOC-248f83fc7ca29ccc41fbdbf6,EXTFINALLOC-65b083529fa7b5cf8eac5bae,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2Fcorporationsearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-c862bf7c1612d82cd6e70ac6,EXTLOC-248f83fc7ca29ccc41fbdbf6,EXTFINALLOC-65b083529fa7b5cf8eac5bae,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2Fcorporationsearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-9e1aa3b282bc4b99c2974a87,EXTLOC-248f83fc7ca29ccc41fbdbf6,EXTFINALLOC-65b083529fa7b5cf8eac5bae,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2Fcorporationsearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-adaf414613d217218a396586,EXTLOC-248f83fc7ca29ccc41fbdbf6,EXTFINALLOC-65b083529fa7b5cf8eac5bae,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2Fcorporationsearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
EXTLOC-46edb41c119c1f80e4a5cb95,EXTLOC-248f83fc7ca29ccc41fbdbf6,EXTFINALLOC-65b083529fa7b5cf8eac5bae,https://search.sunbiz.org/Home/Error?aspxerrorpath=%2FInquiry%2Fcorporationsearch%2FSearchResultDetail,identical_verified_final_canonical_locator,high,reachable_html_shell_or_portal
