canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,canonical_source_record_ids,canonical_retained_source_ids,duplicate_retained_source_ids,prior_retained_source_reuse_ids,version_relationship_ids,municipality,state,period,side_scope,department_scope,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,linked_search_waves,source_family,secondary_source_families,administrative_source_type,source_quality,review_priority,payload_origin,canonical_source_fanout,candidate_fanout,event_fanout,claim_fanout
EXTPAYLOAD-2127a6bd72168987d4512535,8a717967577b100cd875c9d787294c0080f9031d44d8073b99473ec91b503fe2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8a717967577b100cd875c9d787294c0080f9031d44d8073b99473ec91b503fe2.html,51544,html,text/html,SL2020-45.html,EXTREADYQ-bbc623e661dbe3f1134d26f3,EXTSOURCE-2127a6bd72168987d4512535,,,,Stedman,NC,2020,all_units,all_units,EXTCAND-3dfbc3b7936a6cf74b2f7ded,ROOTCOMP-554d2f0f6272c78c44736aa5,MECHEXP-0cfa98c612d9a1d5427e2b0a|MECHEXP-1f9de1a516783951849fa5cc|MECHEXP-79de49ac9656cf81c7732594|MECHEXP-7bd23539ae707dccf02ece48|MECHEXP-eab2c0ade770cb679ee89853,,upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,implementation_confirmation,benefits_and_total_compensation|recruitment_and_retention|staffing_and_headcount,salary_schedule,official_administrative_summary,high,current_30_gib_store,1,1,6,2
EXTPAYLOAD-176b9fe6223e1662721ff798,8a7238b3eae7833a20f80fdfc361b6d4dd775a955283cc2af443422e846999d9,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8a7238b3eae7833a20f80fdfc361b6d4dd775a955283cc2af443422e846999d9.html,100020,html,text/html; charset=utf-8,871,EXTREADYQ-9ae289d935b1762ea7d1da20,EXTSOURCE-176b9fe6223e1662721ff798,,,,Atlantic Beach,NC,2020,unclear,unclear,RESCAND-596bd0b97727f28075d21331,ROOTCOMP-5684074bd61715b763d976e9|ROOTCOMP-69ac40cf60182311a3d95f84,MECHEXP-0defdc35dc5e85f39c4a416a|MECHEXP-6bf734db77c72c7cf12dbf05|MECHEXP-8ac266e861f9895bcce196b7|MECHEXP-953d76b696005ad6825b668b|MECHEXP-a32390f4f2603745f0f68ff6|MECHEXP-bbf6508d6f120294ca9681c4|MECHEXP-c670ed0e6374971c348182d9|MECHEXP-f85729d6fa7462e54ead4419|MECHEXP-ffa5a7ccdd7b6365e31415ae,,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,payroll_and_earnings,,earnings_report,official_administrative_summary,high,current_30_gib_store,1,1,11,2
EXTPAYLOAD-bce76d06f17790491cdcd998,8a74033ca661e07f48318b820376ff018ffa7b2bf2da8a2dabfb7f0bade84f1d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8a74033ca661e07f48318b820376ff018ffa7b2bf2da8a2dabfb7f0bade84f1d.html,80913,html,text/html; charset=UTF-8,budget-report-ending-3-31-2026,EXTREADYQ-56b382369e0b757f9bf5b27e,EXTSOURCE-bce76d06f17790491cdcd998,,,,Sterling,IL,2016,police,police,EXTCAND-564571d3f5eb0fbcbba69272,ROOTCOMP-2ae20102edecbadd4652bccc,MECHEXP-487dbd5b4c71e7dc8ded24e4|MECHEXP-8dbf83406d24a4fcc503a897|MECHEXP-97f4a071a4828e154ff56cf8|MECHEXP-f2207df92b0b0bca21f2a46d,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,5,6
EXTPAYLOAD-2bc394182577cf19fb6df7ad,8a77998263588b2a17112ce6436a3c11f6e15328b92a9229de67a886a644122b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8a77998263588b2a17112ce6436a3c11f6e15328b92a9229de67a886a644122b.pdf,45707019,pdf,application/pdf,1_adopted-budget-book.pdf,EXTREADYQ-989c5772cb657d2482dc4b21,EXTSOURCE-2bc394182577cf19fb6df7ad,,,,Medford,MN,2020,non_safety|side_independent,non_safety|side_independent,EXTCAND-ecfc8d0ee74863d2147a9175,ROOTCOMP-054af886499a30b2d14ecd8d|ROOTCOMP-9763cc329f025b1633662ae3,MECHEXP-3aa0269fdcede340d48c51a7|MECHEXP-69397b0efdddb80acef7c72f|MECHEXP-84008106aab264c4c802d59f|MECHEXP-bfa2f1e18d209351b48a7b6e|MECHEXP-d6479012361a6aba14ba165f|MECHEXP-d7bd94771cc65b6d55b24a34|MECHEXP-efc214e3da7a5c1fddf9cf34|MECHEXP-fcdfcf478c22780bf0e5b087,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,10,6
EXTPAYLOAD-5bd0fbe2cfc559779a6e2bba,8a78b908fbce6cc0c2c0ea6d89c791fb9eed72faf38cfbc7c0380da60ae621ea,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8a78b908fbce6cc0c2c0ea6d89c791fb9eed72faf38cfbc7c0380da60ae621ea.pdf,6591256,pdf,application/pdf,2025-27-Benton-County-Budget-Document.pdf,EXTREADYQ-c7e3bab71333e83e512d90c6,EXTSOURCE-5bd0fbe2cfc559779a6e2bba,,,,Benton,KS,2025,all_units,all_units,EXTCAND-620a9a26f600147d341972e1,ROOTCOMP-bbe2a599544e4d8f6513d2b0,MECHEXP-1b59f3470d3fc2271785bdff|MECHEXP-289732e0daa0ae43c86be529|MECHEXP-be7e6864d169706d78d97b3e|MECHEXP-f0fda1d4864e20b3874bf770|MECHEXP-f5d28b3fed83f8c0d3959ca7,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,6,6
EXTPAYLOAD-a58d71b34356f260e35babc6,8a79e41233579fff461f7edead7521a97068db713e9f7de279c24adbdb313777,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8a79e41233579fff461f7edead7521a97068db713e9f7de279c24adbdb313777.html,33718,html,text/html;charset=UTF-8,vacancyDetailsView.cfm,EXTREADYQ-bd3d5424ee320f5ca2fa42e5,EXTSOURCE-a58d71b34356f260e35babc6,,,EXTVERSION-0d6d113f93f60a8a9dd2e5a1|EXTVERSION-10e50aaac7f77a07f68951fd,Wheatfield,NY,2025,all_units,all_units,EXTCAND-e27382ad79730c9a192b5380,ROOTCOMP-d05fa49ddc60f2c4445bdfcc,MECHEXP-30be156cd01a27d9cb1f2acf|MECHEXP-494fe5d2d86dfd7844d421b4|MECHEXP-6b63eaf0954a81a453f6fb35|MECHEXP-78b694e718f82a32d584a373|MECHEXP-d0c9ab4c2e4a95f08501d37c,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|staffing_and_headcount,salary_schedule,official_administrative_summary,high,current_30_gib_store,1,1,6,5
EXTPAYLOAD-14007df4c9f6eb01e67c2eca,8a8ccf3b63e542a281c563f9411ba0063654e54a7653c779d9b8636c17379195,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-34f520350f24c47fedeb.pdf,173143,pdf,application/pdf,2025-07-21-Board-of-Selectmen-Minutes.pdf,EXTREADYQ-1b072df050f4a4ac0df29f54,B4X2500SRD-20260730-34f520350f24c47fedeb,,EXTSRCREV-1629c0f53d0297023eecbca2,,Canterbury,NH,2025,police,police,RESCAND-7b2a7b7df76df8fa905add34,ROOTCOMP-89f32871f7d3725275c28d2e,MECHEXP-21fc892d79f7752cde74afd7|MECHEXP-3bb1d4fec2be6e59f3f5fddc|MECHEXP-7d3ef5925312b1407107e789|MECHEXP-bb7ed6355ae6fc8b8f6e9b03|MECHEXP-dbb5bee9084816e6a9da8a74,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,canonical_prior_retained_source_reuse,1,1,6,4
EXTPAYLOAD-57048693eb146fbed740fed5,8a936105b42070f28d5e275369f51cda0f681173daa815937e994a5df821c344,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8a936105b42070f28d5e275369f51cda0f681173daa815937e994a5df821c344.html,301978,html,text/html; charset=UTF-8,signedbudget,EXTREADYQ-3baeae0e6993d2da2b23dd31,EXTSOURCE-57048693eb146fbed740fed5,,,,Buellton,CA,2026,unclear,unclear,RESCAND-718415437967de3644e607c8,ROOTCOMP-a971f405851350cd8cd686ce,MECHEXP-0f264b5ad2e439cde7ee0a38|MECHEXP-29616db048caaf2840addec4|MECHEXP-3d018428e3310a5c7bf5b57b|MECHEXP-88e1a65094ee73132f2d9f78|MECHEXP-d8572715840105b290cbad10|MECHEXP-ea77a58d13a3371f71e15d1a,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_total_compensation_comparison,external_search_wave_002_exhaustive_residual,contextual_controls,benefits_and_total_compensation,audit_or_financial_report,official_administrative_summary,high,current_30_gib_store,1,1,7,3
EXTPAYLOAD-7585366416eba7fb38569317,8a9612ac6c5ba849f7fcb46c381d41ab157fc6183b237c7e7f462cd29c655da6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8a9612ac6c5ba849f7fcb46c381d41ab157fc6183b237c7e7f462cd29c655da6.pdf,1607083,pdf,application/pdf,7000.pdf,EXTREADYQ-898892833295960a6d40e864,EXTSOURCE-7585366416eba7fb38569317,,,,Westmorland,CA,2024,all_units,all_units,EXTCAND-2a5550b144d4b211d3119a55,ROOTCOMP-b830aedef8c79c31366acb76,MECHEXP-317e445297f1a9f70f779344|MECHEXP-423c0e4b674c1ea65b4ac934|MECHEXP-4c0c3c7f53d758a24f0465c1|MECHEXP-70319996e30c72933a48d5c0|MECHEXP-de56cbf2699f98a7a466280f|MECHEXP-f3f8e2fc05df26dc16ef16bb,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,7,6
EXTPAYLOAD-55c29d1d674fe14bb32895d4,8a96d84b1d0429056f30d0ce8d878680a994eb2e368ae22f30807bc312354959,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8a96d84b1d0429056f30d0ce8d878680a994eb2e368ae22f30807bc312354959.pdf,1397970,pdf,application/pdf,294,EXTREADYQ-bc037120841af8599c44f539,EXTSOURCE-55c29d1d674fe14bb32895d4,,,,Bay,MI,2022,fire,fire,RESCAND-1c51aab94329758e4008e7a4,ROOTCOMP-efb4eee1ec423829ccdfbf53,MECHEXP-232453c59c6f07b9cccf5738|MECHEXP-6cd71e64e4de5bf81da00c0f|MECHEXP-ac98fd3cca96434a52b57c89|MECHEXP-eace08f08d47f9a0f2ee39e6,,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,payroll_and_earnings,,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,2
EXTPAYLOAD-cef28f80dbe5192f7130c18c,8a96e872072cbdba83652f8bf15833bbd7f701613566ef9022b5cbd9addf9290,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8a96e872072cbdba83652f8bf15833bbd7f701613566ef9022b5cbd9addf9290.html,77838,html,text/html; charset=UTF-8,budget,EXTREADYQ-c5266f330f1d9d90b4c23986,EXTSOURCE-cef28f80dbe5192f7130c18c,,,,Broome,NY,undated,side_independent,side_independent,EXTCAND-f5b9fa71681d644d923ac250,ROOTCOMP-7ea7dfd9609b5ca07e55a543,MECHEXP-068d87a7d26f7505d415febc|MECHEXP-28a80438ee43170794102a0d|MECHEXP-29209a5ad63b6b30a96bb21c|MECHEXP-a17bb426bebe808782472369,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,5,6
