canonical_source_record_id,retained_source_id,canonical_source_review_id,canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,readiness_hint,source_quality,primary_content_family,secondary_content_families,administrative_source_type,final_priority_bucket,municipality,state,period,side_scope,department_scope,linked_search_waves,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,duplicate_relationship_count,exact_duplicate_source_review_ids,prior_reuse_source_review_ids,version_relationship_ids,payload_origin,source_review_only,analytical_extraction_performed
EXTREADYQ-00231b2232940294e820fd12,EXTSOURCE-a1399c94d22071a267d3632c,EXTSRCREV-31dadb8738fca7457fe1a82d,EXTPAYLOAD-a1399c94d22071a267d3632c,bf8ddb30f18514f8644e82338dbd93ced7625fcb0b16feb28bdffe2bff48d37a,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bf8ddb30f18514f8644e82338dbd93ced7625fcb0b16feb28bdffe2bff48d37a.html,84887,html,text/html; charset=UTF-8,biennial-budget,html_text_candidate,official_administrative_summary,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Butler,WI,2014,police,police,external_search_wave_002_exhaustive_residual,RESCAND-2ae1cfd26073336322d43d02,ROOTCOMP-3e82acd747154967e644ba9a,MECHEXP-53d5fb7eb4a2821383a75aba|MECHEXP-a0d0b32f49ab17b2e8fe35dc|MECHEXP-a4eb03488af672663f3464ae|MECHEXP-ab129bc1e7502dca5d57fb28|MECHEXP-cc2b30ce84374e6b949cc682,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-002564d0bf68981527204736,EXTSOURCE-1100ce9ddfa138d3788b591b,EXTSRCREV-c88c967fb8c6eef0dc058909,EXTPAYLOAD-1100ce9ddfa138d3788b591b,da61211a8834f846ff19fcd7360cd0580e24de7e2a937887462c50d81ff48f7d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/da61211a8834f846ff19fcd7360cd0580e24de7e2a937887462c50d81ff48f7d.pdf,7868030,pdf,application/pdf,TaskForceReportFinal.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,high,Bainbridge,OH,2016,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-06c446affa1daf5b7ede7a5f,ROOTCOMP-9c4cf1076baa69cc8134f7d0|ROOTCOMP-fbcb346e4f4a3e524b19a0cc,MECHEXP-2388c9e718fc638403c4267d|MECHEXP-26a48daba51f580e42d9e529|MECHEXP-3e966d7c5945563a7e836e41|MECHEXP-47b0a865d97a92bf8115807f|MECHEXP-9d7ca9e4a504345172190e52|MECHEXP-c6c1be85327227ce0b507eb5|MECHEXP-dbb0a9ea7b22b50bfc6c4389|MECHEXP-ef1e6355bbe8bffc037bae9e|MECHEXP-f1e8009649516baf98340fd8|MECHEXP-f90a3bceed17cf7bd746e02d,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,0,,,,current_30_gib_store,True,False
EXTREADYQ-0031351973d97b271dcf9a88,EXTSOURCE-47d228a4ec3a625f45696d59,EXTSRCREV-df03d23961ad2c1ed53e60f3,EXTPAYLOAD-47d228a4ec3a625f45696d59,e46ad9d456f9782c283fbdd08c3748768c09893ee60903cd6cf42e323e8a85c6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e46ad9d456f9782c283fbdd08c3748768c09893ee60903cd6cf42e323e8a85c6.html,15561,html,text/html; charset=UTF-8,,html_text_candidate,official_administrative_summary,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|staffing_and_headcount,payroll_roster,high,Aurora,NY,undated,all_units,all_units,external_search_wave_001_compacted,EXTCAND-cb7fabd35708e593f7444c4b,ROOTCOMP-175f5cdf707e0f3d9040caa4,MECHEXP-0e8d138c823f4d1b061e2ba5|MECHEXP-3d11766ad023b42c9a3683d7|MECHEXP-501714ae3f531d5cc68ac996|MECHEXP-50e0a750bfe667cbefbb8932|MECHEXP-989526125ccedbdef8eb0556|MECHEXP-aacebc3e4192e015ca27bc43|MECHEXP-e6bbe2dce637b0e18a07e48c,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-0039f78b45657d9fb6380c00,EXTSOURCE-509b12edf76a4e29ba072430,EXTSRCREV-e0920962318d4539dc253b47,EXTPAYLOAD-509b12edf76a4e29ba072430,c6fcaf5ad1382b1321ff31a7bdee6f80872dc6e22eed428b2e80cbabd580b405,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c6fcaf5ad1382b1321ff31a7bdee6f80872dc6e22eed428b2e80cbabd580b405.pdf,2812705,pdf,application/pdf;charset=UTF-8,document.cfm,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Austin,MN,2019,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-e368728f55388f1dc82002dd,ROOTCOMP-3b834027b3192e3098816e18,MECHEXP-0a38c4ac28a51c244888c487|MECHEXP-70cc48aee65892b1b1f8e72a|MECHEXP-89673c339206942ed001d5c3|MECHEXP-f7ee9cf7febd7a20bf287008,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-0040c2baaeaeb184cd65a993,EXTSOURCE-7db838cb27e0a19ce84ad49c,EXTSRCREV-f3e29c054023435afa26fcd5,EXTPAYLOAD-7db838cb27e0a19ce84ad49c,771378eab31db54b44c273655e46cbf898301467adab8c9369f30a7239d78011,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/771378eab31db54b44c273655e46cbf898301467adab8c9369f30a7239d78011.pdf,165975,pdf,application/pdf,ViewReport.ashx,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Clarkson,NY,2026,side_independent,side_independent,external_search_wave_001_compacted,EXTCAND-8d6ae9cfc7a60779dc9d84ca,ROOTCOMP-3d18d88700f4299c7b3e022c,MECHEXP-0ae985671ea14f28b40c4d88|MECHEXP-1e6337a46949fa3418692522|MECHEXP-34059016d32594c04f43d689|MECHEXP-3ff109b5a2618b64b7321a9d|MECHEXP-f9ff0cb10780d9a4f18f177b,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-004dd1dcf5a0e31e6ea7b9b7,EXTSOURCE-075023a161ac2801c9e8c276,EXTSRCREV-3f88ffcb5258ad8e3b6ab01f,EXTPAYLOAD-075023a161ac2801c9e8c276,be2c1a64ac2f8a3a8c259c6fbcc19d73f2251b4712e6d1318f9affc55cbbbda3,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/be2c1a64ac2f8a3a8c259c6fbcc19d73f2251b4712e6d1318f9affc55cbbbda3.pdf,201018,pdf,application/pdf,DN01075 - T.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,payroll_roster,high,Chagrin Falls,OH,2025,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-544a813c248b7c74ff30afad,ROOTCOMP-6c6f1c6848851293847d2ef7,MECHEXP-19657ebf2e1b5a35001e7bf5|MECHEXP-29c17c3f8746c8d65a5d0fac|MECHEXP-d5f210829e3a9494b323077e|MECHEXP-dade337c3ae7ca5a66f7d1f7,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-00505c0528f87cab571aa798,EXTSOURCE-f8c6b9c578c4d8e1a0a2131a,EXTSRCREV-ac3ebc529619337c7755983f,EXTPAYLOAD-f8c6b9c578c4d8e1a0a2131a,e47c871c4845ff4cfdd6da8d43e91c76e6d593a330d230cdb0300a74940f89d4,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e47c871c4845ff4cfdd6da8d43e91c76e6d593a330d230cdb0300a74940f89d4.html,104035,html,text/html; charset=utf-8,Archive.aspx,html_text_candidate,official_administrative_summary,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,high,Braham,MN,2024,unclear,unclear,external_search_wave_002_exhaustive_residual,RESCAND-4764d3133068094d6ea3fd9e,ROOTCOMP-a6144edc0646fc0148ed362b,MECHEXP-3ff2563ca15e053b7fce37b5|MECHEXP-67675ebb5ababd2cce00bacf|MECHEXP-80b8b1772c52ca465cfac2a9|MECHEXP-94fa5b52a2b92f8b0610c51c|MECHEXP-a84769226abc9e924f7ff8fd,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,0,,,,current_30_gib_store,True,False
EXTREADYQ-0052ea2f5037c1658aaa9e6b,EXTSOURCE-f68f444ad28b431c791debb6,EXTSRCREV-e3f1ebdc7de808868098192e,EXTPAYLOAD-f68f444ad28b431c791debb6,8dccf2cd2b31a469af8a558de9d1c1616df42c7ce5ce375873cd80c145b6213c,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8dccf2cd2b31a469af8a558de9d1c1616df42c7ce5ce375873cd80c145b6213c.html,253089,html,text/html; charset=utf-8,public-safety-and-public-health-payroll-reimbursement-program-psphpr-faq,html_text_candidate,official_administrative_summary,payroll_and_earnings,implementation_confirmation,payroll_roster,high,Allegan,MI,2014,police,police,external_search_wave_002_exhaustive_residual,RESCAND-b642f65eb1da9c4670a17822,ROOTCOMP-ab95d5104535777d94ca179e,MECHEXP-04943f937eeca4cc66fc6465|MECHEXP-61f462818aa03923ccaa9cf6|MECHEXP-6d7cc1bec303445ac32d8c1b|MECHEXP-a20fce525a0b73ae6719800b,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,0,,,,current_30_gib_store,True,False
EXTREADYQ-0052f53a84c8735b4cf0d465,EXTSOURCE-81d761281a37305fb959a94b,EXTSRCREV-fc4847b5f5acec3af9af3801,EXTPAYLOAD-81d761281a37305fb959a94b,c4646c2d5933185f7adab80240d1bec9d0a45f0ec967576d403386dda94874e6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c4646c2d5933185f7adab80240d1bec9d0a45f0ec967576d403386dda94874e6.pdf,2228065,pdf,application/pdf,SJC PERSONNEL POLICY MANUAL ADOPTED.pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,high,Jonestown,TX,2022,side_independent,side_independent,external_search_wave_001_compacted,EXTCAND-11ec6e8017b06438a5f19d43,ROOTCOMP-20fa5ff3172a7ed2e4a63866,MECHEXP-1a850f62acc88db04a6ef547|MECHEXP-2c31bbc367cd046b01bf928d|MECHEXP-79aa9c397a8fceeb973dbdf8|MECHEXP-e4c678460b780c626c6b402d,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,0,,,,current_30_gib_store,True,False
EXTREADYQ-00567709fac10011204346e7,EXTSOURCE-55be1364228c6887023c109f,EXTSRCREV-ed82496be6ba144b5f1e7b92,EXTPAYLOAD-55be1364228c6887023c109f,09d97a88bcfba04e5cfb4983f5fb0b0db8cf519991b457f1e1e974490b267613,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/09d97a88bcfba04e5cfb4983f5fb0b0db8cf519991b457f1e1e974490b267613.pdf,12214883,pdf,application/pdf,26-27_recommended_budget.pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,,payroll_roster,high,Catawba Island,OH,2026,non_safety,non_safety,external_search_wave_001_compacted,EXTCAND-1e63582b0bd15c4cb634567c,ROOTCOMP-e2fb504ffbfab28baa654204,MECHEXP-57c2ca0bd90adc138d521b25|MECHEXP-9510424390728d932c589f5a|MECHEXP-b59efdfafb0c43c31e5390f1|MECHEXP-ec45137643d92fb72aa41208,,upgrades_growth_analysis|upgrades_local_wage_comparison,0,,,,current_30_gib_store,True,False
