MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,html_bounded_inspection,html_bytes_inspected,html_diagnostic_text_persisted,html_encoding,html_form_count,html_link_count,html_navigation_density,html_payload_bytes,html_row_element_count,html_script_count,html_structured_data_script_count,html_table_count,html_valid_html_structure,html_visible_text_characters
text/html; charset=UTF-8,671be3ca2cae1da343c168d3a1d92426d0f09a304479c515c2872fea3d67e41b,ordinance_or_resolution,0,212526,1,EXTPAYLOAD-55275f87b2bb36fcec5fd73d,EXTSOURCE-55275f87b2bb36fcec5fd73d,1,EXTREADYQ-b4d3d5acdd8fed5690c51a49,4,,side_independent,html,False,"{""bounded_inspection"":false,""bytes_inspected"":212526,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":4,""link_count"":471,""navigation_density"":0.346834,""payload_bytes"":212526,""row_element_count"":0,""script_count"":109,""structured_data_script_count"":3,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":10027}",,5,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:54:41.540158+00:00,0.003637,EXTCAND-296e60b4e1cb039706d65155,,MECHEXP-48b1552e74d60266b230b04a|MECHEXP-5d66da2251d3fbe90e4010c1|MECHEXP-ea550ac529f73132c93146e5|MECHEXP-fadfef2e3ae027c0ec7803aa,ROOTCOMP-0b8dd20b7079afacfcb3096d,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/671be3ca2cae1da343c168d3a1d92426d0f09a304479c515c2872fea3d67e41b.html,Ford Heights,False,human-resources,current_30_gib_store,undated,html_table_candidate_queue,,readiness_lane_001,590,structured_data_or_dataset_signal,EXTREADINESS-505625ee7c1032251c992b75,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,side_independent,implementation_confirmation,official_administrative_summary,IL,,False,212526,False,utf-8,4,471,0.346834,212526,0,109,3,0,True,10027
text/html; charset=utf-8,87bf86852b076e7cdf7ef96ac540a7fac674ec44ca248635df1380c4cdcc5367,payroll_roster,0,36580,1,EXTPAYLOAD-55385afed20b3ce0bdc942f8,EXTSOURCE-55385afed20b3ce0bdc942f8,1,EXTREADYQ-729dc565e5b211e66f570f62,6,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":36580,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":81,""navigation_density"":0.0898,""payload_bytes"":36580,""row_element_count"":0,""script_count"":19,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":6381}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:41.865695+00:00,0.001069,EXTCAND-2c2139490a33ecaa923e54d7,,MECHEXP-033df894d15cada3d069a30b|MECHEXP-209119a1bfd1e13f9d9e3c0a|MECHEXP-220c44b6c4cc0882c0c1cdb2|MECHEXP-2395f0355ad746b7c0178560|MECHEXP-dc810cdeb9024e6d3c709e0e|MECHEXP-fdb2899ad92780e9c10e39c6,ROOTCOMP-e8de35d9976643c469778f4e,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/87bf86852b076e7cdf7ef96ac540a7fac674ec44ca248635df1380c4cdcc5367.html,Knox,False,careers,current_30_gib_store,2022,html_table_candidate_queue,,readiness_lane_004,598,structured_data_or_dataset_signal,EXTREADINESS-8bf992ed3f8e6439886287b2,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,multi_family_administrative_source,official_administrative_summary,IN,,False,36580,False,utf-8,0,81,0.0898,36580,0,19,1,0,True,6381
text/html; charset=utf-8,74a89be70e29d80a08008bb79c9ca431e9e8b6b9bb98b71d6ce90e2b203d40cb,payroll_roster,0,92158,1,EXTPAYLOAD-5539c86869eee995d8d14576,EXTSOURCE-5539c86869eee995d8d14576,1,EXTREADYQ-a23bf07fb40ac94c50e1fd24,4,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":92158,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":62,""navigation_density"":0.237548,""payload_bytes"":92158,""row_element_count"":0,""script_count"":41,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1729}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:00:42.072016+00:00,0.001913,RESCAND-b14d568209d2b97499107098,,MECHEXP-69725b44ac3177e0fa642352|MECHEXP-82d056a2e9fb030f93c0df68|MECHEXP-998ff8bfe2a4add7aaccaa5e|MECHEXP-dc2c11b3fbc6ecd903be3506|MECHEXP-e4c81b35da2a8cea198be5f4,ROOTCOMP-ad06d93710f6ad3ce533ac78,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/74a89be70e29d80a08008bb79c9ca431e9e8b6b9bb98b71d6ce90e2b203d40cb.html,Cammack Village,False,Finance,current_30_gib_store,2023,html_text_extraction_queue,,readiness_lane_003,592,substantive_visible_html_text,EXTREADINESS-ab805c01632f3111aa623cfc,html_text_ready,high,,implementation_confirmation,police,payroll_and_earnings,official_administrative_summary,AR,,False,92158,False,UTF-8,2,62,0.237548,92158,0,41,0,0,True,1729
text/html; charset=utf-8,42d28b90cb93c657df5787553437a5db1d88e4e015690bc897b43958fafd503e,payroll_roster,0,36388,1,EXTPAYLOAD-553cdae7438d2ee06f69d438,EXTSOURCE-553cdae7438d2ee06f69d438,1,EXTREADYQ-dc43f8c3c98bf74d6ccac1ca,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":36388,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":8,""navigation_density"":0.01227,""payload_bytes"":36388,""row_element_count"":58,""script_count"":11,""structured_data_script_count"":0,""table_count"":4,""valid_html_structure"":true,""visible_text_characters"":4932}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:42.473934+00:00,0.001109,EXTCAND-e62bd221dcdf24e31723e30b,,MECHEXP-2d3db72d25c11a2e8f389910|MECHEXP-3025d2d956f72b2189ca8fd1|MECHEXP-90772679f0e01ebee38aa5dc|MECHEXP-a4916bc2ca6d610461cb7db6|MECHEXP-ec5277a0f30b110a4d949bbb,ROOTCOMP-0d46aaa23fb56a253093e6c2,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/42d28b90cb93c657df5787553437a5db1d88e4e015690bc897b43958fafd503e.html,Comanche,False,StateByFunctionAndObjectCode.aspx,current_30_gib_store,2026,html_table_candidate_queue,,readiness_lane_005,592,html_table_structure_present,EXTREADINESS-1197282e3386a29036ce06c4,html_table_candidate_ready,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,all_units,multi_family_administrative_source,official_administrative_summary,OK,EXTVERSION-3fff3796fd5912c5a8eca32b,False,36388,False,UTF-8,1,8,0.01227,36388,58,11,0,4,True,4932
text/html; charset=UTF-8,056b9640b42903f11072393127f04f7719eca0af2c406ebcb3b69e7a9d4b1433,payroll_roster,0,111073,1,EXTPAYLOAD-55402e2f909ef0271bc74a46,EXTSOURCE-55402e2f909ef0271bc74a46,1,EXTREADYQ-00bca7940917a55d258ca152,4,,mixed,html,False,"{""bounded_inspection"":false,""bytes_inspected"":111073,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":2,""link_count"":352,""navigation_density"":0.283186,""payload_bytes"":111073,""row_element_count"":0,""script_count"":48,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":8927}",,13,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:00:42.075261+00:00,0.002796,RESCAND-98528093b7b650b905922e9a,,MECHEXP-0b1c42628eeb866fdda8776b|MECHEXP-426c018eb79d0cc8ba17e0bc|MECHEXP-5064f9ca39fc5b99017ea85e|MECHEXP-5bb4c1cc0797b658777c4d4f|MECHEXP-6c3ac019dc0e12c486308fd2|MECHEXP-7836f128371429fcdea7b871|MECHEXP-8477bc03f42927975e303631|MECHEXP-890f995ed15825dd0aea1799|MECHEXP-a0d081fadfd17d14aebd68b1|MECHEXP-c4b7fc1fe4cbfb2943950d80|MECHEXP-d13cad4a0fe6c284fc564328,ROOTCOMP-89422670b68c61033ed50880|ROOTCOMP-9ab6bc79d3d664742172b29b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/056b9640b42903f11072393127f04f7719eca0af2c406ebcb3b69e7a9d4b1433.html,Balcones Heights,False,human-resources-annual-report-2021-2022,current_30_gib_store,2022,html_text_extraction_queue,,readiness_lane_003,593,substantive_visible_html_text,EXTREADINESS-ca38e434149d3a584431ec26,html_text_ready,high,,implementation_confirmation,mixed,payroll_and_earnings,official_administrative_summary,TX,,False,111073,False,utf-8,2,352,0.283186,111073,0,48,0,0,True,8927
text/html; charset=utf-8,0139af067c7b82df8dbd2264d9626727992d331cd3c700765c9e9d89907a2c76,payroll_roster,0,179505,1,EXTPAYLOAD-55441a1f3c263f70f87f6510,EXTSOURCE-55441a1f3c263f70f87f6510,1,EXTREADYQ-373bb45b6bbd002686192f50,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":179505,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":72,""navigation_density"":0.029938,""payload_bytes"":179505,""row_element_count"":0,""script_count"":41,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":15551}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T18:57:42.571155+00:00,0.003284,RESCAND-d15669c4c285205ebc6cd781,,MECHEXP-1ca82045a0c45aa7aaadfa90|MECHEXP-240f50ca2b25f6513ce7d64d|MECHEXP-5ac83264c596e7b931751ab7|MECHEXP-8df093a88d817e99ff0a8b8d|MECHEXP-ef0d4a3d3d7dca7591b55353,ROOTCOMP-4bf8e0842357958edb258979,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0139af067c7b82df8dbd2264d9626727992d331cd3c700765c9e9d89907a2c76.html,Brundidge,False,newsflash,current_30_gib_store,2025,html_text_extraction_queue,,readiness_lane_002,598,substantive_visible_html_text,EXTREADINESS-7b07720af9e3d559b50374de,html_text_ready,high,,implementation_confirmation,unclear,payroll_and_earnings,official_administrative_summary,AL,,False,179505,False,UTF-8,2,72,0.029938,179505,0,41,0,0,True,15551
text/html; charset=UTF-8,6c56eff8d2534e2e5fb5975e77c5edba429a396b6001bde5323620259fe1a63e,payroll_roster,0,102419,1,EXTPAYLOAD-5552df522a032ad3ea21a055,EXTSOURCE-5552df522a032ad3ea21a055,1,EXTREADYQ-da1022528d726bb6ec52f796,6,,fire,html,False,"{""bounded_inspection"":false,""bytes_inspected"":102419,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":1,""link_count"":110,""navigation_density"":0.132212,""payload_bytes"":102419,""row_element_count"":33,""script_count"":23,""structured_data_script_count"":1,""table_count"":3,""valid_html_structure"":true,""visible_text_characters"":6415}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:41.867642+00:00,0.00162,EXTCAND-2cfeee0fa08a0ace8e569ef5,,MECHEXP-5c9888bd78c3db5e4034959f|MECHEXP-a3efd67724201b0fd44d13f3|MECHEXP-b16af24090352453a98deb12|MECHEXP-b5d9307d9d1b7d7855dd54dc|MECHEXP-c8994dff5340c9d87311ae61,ROOTCOMP-79fdd27231abb619c9fc0e92,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6c56eff8d2534e2e5fb5975e77c5edba429a396b6001bde5323620259fe1a63e.html,Lake,False,auditor,current_30_gib_store,2024,html_table_candidate_queue,,readiness_lane_004,599,structured_data_or_dataset_signal,EXTREADINESS-cb90e058d8d5c252c9a9c25f,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,fire,multi_family_administrative_source,official_administrative_summary,OH,,False,102419,False,UTF-8,1,110,0.132212,102419,33,23,1,3,True,6415
text/html; charset=utf-8,c812d3bd2bdf89798c1f5010735e3c8e68fb958c46b9b7f05d9cace5a2536a35,payroll_roster,0,97606,1,EXTPAYLOAD-5560455f7492e381b4f98bd2,EXTSOURCE-5560455f7492e381b4f98bd2,1,EXTREADYQ-9b5a82b25e8d7d16d4433f09,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":97606,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":46,""navigation_density"":0.076159,""payload_bytes"":97606,""row_element_count"":0,""script_count"":42,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3912}",,8,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:42.476332+00:00,0.002022,EXTCAND-197013b0b84c0e7b0d9a5808,,MECHEXP-1339f30dcb058442864bd0c7|MECHEXP-15f574cdc92b3591c76ef064|MECHEXP-588b7d878e79b1fa16a52d01|MECHEXP-6b4bafb4458bcc1211977614|MECHEXP-ca350af78c18448424c168cb|MECHEXP-d27da5458da5400e7ca280b3|MECHEXP-d326d34b7086a5d0ef121f33,ROOTCOMP-5342398411b031ea5e6c4ba0,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c812d3bd2bdf89798c1f5010735e3c8e68fb958c46b9b7f05d9cace5a2536a35.html,Bloomfield Hills,False,Benefits,current_30_gib_store,2021,html_text_extraction_queue,,readiness_lane_005,593,substantive_visible_html_text,EXTREADINESS-f911b18064e7da4b416444ba,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,MI,,False,97606,False,UTF-8,2,46,0.076159,97606,0,42,0,0,True,3912
text/html; charset=UTF-8,c038d9b8adf22b2295a2f49324d04fb4451b25c1ca83dba4478cff9603f780e4,payroll_roster,0,38052,1,EXTPAYLOAD-5573e54403e15915a721da89,EXTSOURCE-5573e54403e15915a721da89,1,EXTREADYQ-3d91210919da4bcfe8350749,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":38052,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":93,""navigation_density"":0.07187,""payload_bytes"":38052,""row_element_count"":5,""script_count"":43,""structured_data_script_count"":1,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":8379}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T18:54:41.541758+00:00,0.001217,RESCAND-60a6280604c09107e0c9a585,,MECHEXP-2bbbbba4e4632664c79e41dc|MECHEXP-41d5f809ea7a953fcd4e35b8|MECHEXP-5dcf050f604223e2c7f65369|MECHEXP-60ab09b2d5bb324f27a95fec|MECHEXP-af471c5abcd371834e29ea99,ROOTCOMP-ca6fdaf5a6d9c00a155882f5,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c038d9b8adf22b2295a2f49324d04fb4451b25c1ca83dba4478cff9603f780e4.html,Altamont,False,63491,current_30_gib_store,2022,html_table_candidate_queue,,readiness_lane_001,591,structured_data_or_dataset_signal,EXTREADINESS-f3a8f152db12299af5a4569d,html_structured_data_candidate,high,table_candidate,implementation_confirmation,unclear,contextual_controls,official_administrative_summary,NY,,False,38052,False,utf-8,0,93,0.07187,38052,5,43,1,1,True,8379
text/html,c661d38d1d289e433ca2e1aec8c8505bcee1454555006036c3006686dfd7cb15,payroll_roster,0,2677396,1,EXTPAYLOAD-55867d994fd95f37e4cb2c15,EXTSOURCE-55867d994fd95f37e4cb2c15,1,EXTREADYQ-74e0d175c8f79afe8b50cc6a,4,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":2677396,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":0,""link_count"":149,""navigation_density"":0.005567,""payload_bytes"":2677396,""row_element_count"":2189,""script_count"":0,""structured_data_script_count"":0,""table_count"":115,""valid_html_structure"":true,""visible_text_characters"":203031}",,10,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:06:42.512991+00:00,0.036332,RESCAND-f1cbe00e2f5d99a71dd8f238,,MECHEXP-0c542243d294a0e43b7c677e|MECHEXP-57e606a90c8c407908d52bfd|MECHEXP-667112d0d386e66672c34908|MECHEXP-6eb04f2561a567aad61dfc98|MECHEXP-840fcad6e763cc584b68fb23|MECHEXP-8d71d8af51a8490e99b93eee|MECHEXP-b929f72582040cd4551c1e63|MECHEXP-c6e61478456b8e306c2b770c,ROOTCOMP-0a1781d8acf2fc2b33ef3147|ROOTCOMP-2d21519fe66d04d08535df61,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c661d38d1d289e433ca2e1aec8c8505bcee1454555006036c3006686dfd7cb15.html,Alburtis,False,0001A.HTM,current_30_gib_store,2018,html_table_candidate_queue,,readiness_lane_005,594,html_table_structure_present,EXTREADINESS-fd6672baade8597a703cfbe5,html_table_candidate_ready,high,table_candidate,implementation_confirmation,police,payroll_and_earnings,official_administrative_summary,PA,,False,2677396,False,UTF-8,0,149,0.005567,2677396,2189,0,0,115,True,203031
text/html; charset=UTF-8,76018cf56c62d82e65e3019faa91c93c122b5a9e6a1385bbd3d5644c1fb4801d,staffing_table,0,36109,1,EXTPAYLOAD-55a534cefd441bded6189e77,EXTSOURCE-55a534cefd441bded6189e77,1,EXTREADYQ-e2b170268e551cf341342dbc,1,,fire,html,False,"{""bounded_inspection"":false,""bytes_inspected"":36109,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":134,""navigation_density"":0.0881,""payload_bytes"":36109,""row_element_count"":0,""script_count"":10,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":10040}",,9,upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:54:41.543515+00:00,0.001376,RESCAND-06f577e259539d67223a5908,,MECHEXP-196ee985f6483ebaf168f3bd|MECHEXP-412e451bfdd4e2f648f5d456|MECHEXP-4a4bc0fe8966f39a5077c2a9|MECHEXP-a9beb4cfce66e7f466967445|MECHEXP-ab0fce37b0daf6044de19405|MECHEXP-b9149ebba2904535461838b7|MECHEXP-d17e0d4eabc8e1e5ac8e049f,ROOTCOMP-0ebcf61c0687db47dba316b2|ROOTCOMP-28fdda973cfe62f16b9c1559,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/76018cf56c62d82e65e3019faa91c93c122b5a9e6a1385bbd3d5644c1fb4801d.html,Ashtabula,False,index.php,current_30_gib_store,2024,html_text_extraction_queue,,readiness_lane_001,592,substantive_visible_html_text,EXTREADINESS-4046598deb942e6eae78fad3,html_text_ready,high,,,fire,payroll_and_earnings,official_administrative_summary,OH,,False,36109,False,utf-8,1,134,0.0881,36109,0,10,0,0,True,10040
text/html; charset=utf-8,e4352db4521be3fc89ccfa10337ac62bae43b6227762847a5b188ed6e2bde339,payroll_roster,0,37949,1,EXTPAYLOAD-55a855083116debafb2567b3,EXTSOURCE-55a855083116debafb2567b3,1,EXTREADYQ-b7c0a458e36ef25ab8987886,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":37949,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":3,""link_count"":47,""navigation_density"":0.071429,""payload_bytes"":37949,""row_element_count"":1,""script_count"":9,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":5277}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:42.076896+00:00,0.001214,EXTCAND-3a35bb80c979fc35fdd90894,,MECHEXP-6062983d79b015cdded12d9a|MECHEXP-719bc3e53a7810a0c5773c30|MECHEXP-82bfd7de6d963ccd6758d927|MECHEXP-c1c73ef5f4ae38f15d27354b,ROOTCOMP-1e15e645ac6c40af9c031bf7,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e4352db4521be3fc89ccfa10337ac62bae43b6227762847a5b188ed6e2bde339.html,Eldred,False,Salaries,current_30_gib_store,2025,html_table_candidate_queue,,readiness_lane_003,594,html_table_structure_present,EXTREADINESS-b146bd87e734be5845499d5d,html_table_candidate_ready,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,PA,,False,37949,False,utf-8,3,47,0.071429,37949,1,9,0,1,True,5277
text/html,0ef3bc087f2650e164e9c7487c5bfa47bfc07e1070085b033168ac4d4701959a,payroll_roster,0,50163,1,EXTPAYLOAD-55b2756d47fcfa2e6ee3d01c,EXTSOURCE-55b2756d47fcfa2e6ee3d01c,1,EXTREADYQ-13e12544589341da2eb56479,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":50163,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":320,""navigation_density"":0.251969,""payload_bytes"":50163,""row_element_count"":0,""script_count"":18,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":9229}",,10,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:03:41.869819+00:00,0.001824,RESCAND-791b68076d104056090fd834,,MECHEXP-0882ba60a5961d0ea9f6261d|MECHEXP-0a2a34428590f5735cd9c7d8|MECHEXP-60fa202cb022f5cc3497f0da|MECHEXP-79edfb09262b54d5addef303|MECHEXP-7d590d61deabbbf23f69ebad|MECHEXP-986811fe41ceb63f3de08515|MECHEXP-db603b521050880452be3bc0|MECHEXP-ee3c62e64fc9dffe07c8b1d6,ROOTCOMP-5374544dcbecb89f77eb884d|ROOTCOMP-84e33d91754e6c4ecfbc5c62,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0ef3bc087f2650e164e9c7487c5bfa47bfc07e1070085b033168ac4d4701959a.html,Bradley,False,treasurerfinances,current_30_gib_store,2026,html_text_extraction_queue,,readiness_lane_004,600,substantive_visible_html_text,EXTREADINESS-338b12092a703e3fc2e3ab15,html_text_ready,high,,implementation_confirmation,unclear,payroll_and_earnings,official_administrative_summary,ME,,False,50163,False,UTF-8,2,320,0.251969,50163,0,18,0,0,True,9229
text/html; charset=UTF-8,c37304cccf8d1211d2f758069e4747acb0a5a87ec0609adb0b987cab8dff05f1,compensation_study,0,98928,1,EXTPAYLOAD-55b2d55b99ef4b5682dcfec2,EXTSOURCE-55b2d55b99ef4b5682dcfec2,1,EXTREADYQ-2868507d011a19f850c9e845,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":98928,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":365,""navigation_density"":0.338276,""payload_bytes"":98928,""row_element_count"":0,""script_count"":19,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":7462}",,9,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:42.079512+00:00,0.002199,EXTCAND-1491336dbf86a29ae3ccfd35,,MECHEXP-119251853cecdfcfde29865e|MECHEXP-4d2b0b2048abb1e8b938b690|MECHEXP-666dac00e325c61066428459|MECHEXP-6a8e94ea91e0c0672b92bb2d|MECHEXP-6c09ca1232b4b69a4fe1c16f|MECHEXP-ba6ccee87e15f29605ae1eef|MECHEXP-edee0e4d414c60c0eeb5aa2b,ROOTCOMP-9af385c48dc515204187d133|ROOTCOMP-9b125ad72d63193c8cddd3f0,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c37304cccf8d1211d2f758069e4747acb0a5a87ec0609adb0b987cab8dff05f1.html,Farmville,False,fy-2021-compensation-plan,current_30_gib_store,2021,html_table_candidate_queue,,readiness_lane_003,595,structured_data_or_dataset_signal,EXTREADINESS-d6075939e0401fcec3f34bc3,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,implementation_confirmation,official_administrative_summary,NC,,False,98928,False,utf-8,1,365,0.338276,98928,0,19,1,0,True,7462
