canonical_source_record_id,retained_source_id,canonical_payload_id,SHA_256,local_artifact_path,payload_origin,reconciliation_status
EXTREADYQ-002564d0bf68981527204736,EXTSOURCE-1100ce9ddfa138d3788b591b,EXTPAYLOAD-1100ce9ddfa138d3788b591b,da61211a8834f846ff19fcd7360cd0580e24de7e2a937887462c50d81ff48f7d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/da61211a8834f846ff19fcd7360cd0580e24de7e2a937887462c50d81ff48f7d.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-0031351973d97b271dcf9a88,EXTSOURCE-47d228a4ec3a625f45696d59,EXTPAYLOAD-47d228a4ec3a625f45696d59,e46ad9d456f9782c283fbdd08c3748768c09893ee60903cd6cf42e323e8a85c6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e46ad9d456f9782c283fbdd08c3748768c09893ee60903cd6cf42e323e8a85c6.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-0039f78b45657d9fb6380c00,EXTSOURCE-509b12edf76a4e29ba072430,EXTPAYLOAD-509b12edf76a4e29ba072430,c6fcaf5ad1382b1321ff31a7bdee6f80872dc6e22eed428b2e80cbabd580b405,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c6fcaf5ad1382b1321ff31a7bdee6f80872dc6e22eed428b2e80cbabd580b405.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-0040c2baaeaeb184cd65a993,EXTSOURCE-7db838cb27e0a19ce84ad49c,EXTPAYLOAD-7db838cb27e0a19ce84ad49c,771378eab31db54b44c273655e46cbf898301467adab8c9369f30a7239d78011,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/771378eab31db54b44c273655e46cbf898301467adab8c9369f30a7239d78011.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-004dd1dcf5a0e31e6ea7b9b7,EXTSOURCE-075023a161ac2801c9e8c276,EXTPAYLOAD-075023a161ac2801c9e8c276,be2c1a64ac2f8a3a8c259c6fbcc19d73f2251b4712e6d1318f9affc55cbbbda3,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/be2c1a64ac2f8a3a8c259c6fbcc19d73f2251b4712e6d1318f9affc55cbbbda3.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00505c0528f87cab571aa798,EXTSOURCE-f8c6b9c578c4d8e1a0a2131a,EXTPAYLOAD-f8c6b9c578c4d8e1a0a2131a,e47c871c4845ff4cfdd6da8d43e91c76e6d593a330d230cdb0300a74940f89d4,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e47c871c4845ff4cfdd6da8d43e91c76e6d593a330d230cdb0300a74940f89d4.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-0052ea2f5037c1658aaa9e6b,EXTSOURCE-f68f444ad28b431c791debb6,EXTPAYLOAD-f68f444ad28b431c791debb6,8dccf2cd2b31a469af8a558de9d1c1616df42c7ce5ce375873cd80c145b6213c,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8dccf2cd2b31a469af8a558de9d1c1616df42c7ce5ce375873cd80c145b6213c.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-0052f53a84c8735b4cf0d465,EXTSOURCE-81d761281a37305fb959a94b,EXTPAYLOAD-81d761281a37305fb959a94b,c4646c2d5933185f7adab80240d1bec9d0a45f0ec967576d403386dda94874e6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c4646c2d5933185f7adab80240d1bec9d0a45f0ec967576d403386dda94874e6.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00567709fac10011204346e7,EXTSOURCE-55be1364228c6887023c109f,EXTPAYLOAD-55be1364228c6887023c109f,09d97a88bcfba04e5cfb4983f5fb0b0db8cf519991b457f1e1e974490b267613,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/09d97a88bcfba04e5cfb4983f5fb0b0db8cf519991b457f1e1e974490b267613.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00590371fd4eed1df1042cd9,EXTSOURCE-ad4fa35c9078f6474655a404,EXTPAYLOAD-ad4fa35c9078f6474655a404,e2610ce7f43ab633eb2c060d5a068b2ab91ad85f6c07e7cbb9b2a6c11063bc96,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2610ce7f43ab633eb2c060d5a068b2ab91ad85f6c07e7cbb9b2a6c11063bc96.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-0065a47877cd6b5ba5f17867,EXTSOURCE-30d7ff62584268fa658339fe,EXTPAYLOAD-30d7ff62584268fa658339fe,320a847b9bbacb8a09103bd4292923ccf976283db1394d0561ca7655453a9704,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/320a847b9bbacb8a09103bd4292923ccf976283db1394d0561ca7655453a9704.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00682356a9b9f540ab7ee3d5,EXTSOURCE-c13758c52678c41c3d52305a,EXTPAYLOAD-c13758c52678c41c3d52305a,76fc054edc4a1bc29855950467e03e71a60415a3bd09ed949de4225d2146a4fb,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/76fc054edc4a1bc29855950467e03e71a60415a3bd09ed949de4225d2146a4fb.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-0069693daf1d9a9d4ab17017,EXTSOURCE-a60d9d90916b2e3b66f39fc0,EXTPAYLOAD-a60d9d90916b2e3b66f39fc0,68987f3982172eed20f07ad6cf7ad9412276646ed4364efe0db06d3e3c3f9b36,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/68987f3982172eed20f07ad6cf7ad9412276646ed4364efe0db06d3e3c3f9b36.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00698be0f32aaf317bdfe516,EXTSOURCE-5ffba737bdc1d9d2be1b5137,EXTPAYLOAD-5ffba737bdc1d9d2be1b5137,79b1773d242009dafabdd97ae52ded3170c7f27e205c40baac1ecff73e14947d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/79b1773d242009dafabdd97ae52ded3170c7f27e205c40baac1ecff73e14947d.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-006b26f221da67548ca85367,EXTSOURCE-8596a7e962857cb3b88a3861,EXTPAYLOAD-8596a7e962857cb3b88a3861,047d3b49669df57c9aab79d24965b05b9432bd6475d843c957f7a856b3c668dd,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/047d3b49669df57c9aab79d24965b05b9432bd6475d843c957f7a856b3c668dd.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-007855337169216a6fcdb365,EXTSOURCE-f76aede615ae284b8cb8816b,EXTPAYLOAD-f76aede615ae284b8cb8816b,b3947a219c6a434858a2cc725c0d59384d1f6aabc38458dfbd9447a3f4fedae2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b3947a219c6a434858a2cc725c0d59384d1f6aabc38458dfbd9447a3f4fedae2.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00807bb8e94349d0ba1026c2,EXTSOURCE-48a6507cae98aac8b1115518,EXTPAYLOAD-48a6507cae98aac8b1115518,e25744fea060244e84c7ddbe293536bcd4284e392f685e4eca449831410de3f1,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e25744fea060244e84c7ddbe293536bcd4284e392f685e4eca449831410de3f1.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-0081fdc458f5ab2488ff77db,EXTSOURCE-1c3ce486c58c7cbf8cdb40c9,EXTPAYLOAD-1c3ce486c58c7cbf8cdb40c9,79863ac52b7d31f3fb82823094b09ea03c92cd5d27b77576a66643d06b33faaf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/79863ac52b7d31f3fb82823094b09ea03c92cd5d27b77576a66643d06b33faaf.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-008f3768b04a45f1e9ee9f39,EXTSOURCE-e88b9ec2251113a4aeb8b797,EXTPAYLOAD-e88b9ec2251113a4aeb8b797,0dbd3af62d05dc42981ca06521ac8b278ec2cd3fb5978a7dc7718568fe52d439,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0dbd3af62d05dc42981ca06521ac8b278ec2cd3fb5978a7dc7718568fe52d439.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00901aa7ae0366872f33e406,EXTSOURCE-cdf367a2f8a38276ee13e0e8,EXTPAYLOAD-cdf367a2f8a38276ee13e0e8,f53354324ed0d2dde5b14dcab1b345292fc0a44b4c81ce6d5203b04986d53698,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f53354324ed0d2dde5b14dcab1b345292fc0a44b4c81ce6d5203b04986d53698.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-0097e21a7f958a9237c67570,EXTSOURCE-6a9e65a4c73a3f7dc769853d,EXTPAYLOAD-6a9e65a4c73a3f7dc769853d,4a017eaf27d4aee8390aef731a2547d722f9e66021ee4f7eb34b69bf8425cd98,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4a017eaf27d4aee8390aef731a2547d722f9e66021ee4f7eb34b69bf8425cd98.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-009c64891fc2ad4541ce2e98,EXTSOURCE-b131a468ccde7ddb4e16c515,EXTPAYLOAD-b131a468ccde7ddb4e16c515,fbe4cc4e901f46eeea618b0e19e05de665107faacf94774a3e5903a542f13703,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fbe4cc4e901f46eeea618b0e19e05de665107faacf94774a3e5903a542f13703.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-009de8883556abe212ed8831,EXTSOURCE-6405c4df462b71c77b49d9dc,EXTPAYLOAD-6405c4df462b71c77b49d9dc,434f49388bf2a65b61ed60cb98f5faa841095cc6a35003d20fe2fbea394f6a95,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/434f49388bf2a65b61ed60cb98f5faa841095cc6a35003d20fe2fbea394f6a95.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-009ef86423ca172ce9b3af78,EXTSOURCE-653621a0b764877ffbfe7cc8,EXTPAYLOAD-653621a0b764877ffbfe7cc8,51a29afeba2b0c8fc419aaf2650c8e3635e056c0fc6fc7bd6854bd5622b84c2e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/51a29afeba2b0c8fc419aaf2650c8e3635e056c0fc6fc7bd6854bd5622b84c2e.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-009f385f4bceb6e9a0e7ba6c,EXTSOURCE-b9ec391aedc257f5f525391c,EXTPAYLOAD-b9ec391aedc257f5f525391c,81998836c372eee3515f1e5c095b58c50f6aff33cb4b341ba46d02740ef0d83e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/81998836c372eee3515f1e5c095b58c50f6aff33cb4b341ba46d02740ef0d83e.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00a6c0b0d6887d96a358f14f,EXTSOURCE-667d7f18a9dd205e6985ed38,EXTPAYLOAD-667d7f18a9dd205e6985ed38,b455d74f6d6507ab252521ec190340a56f374138e0317b983bbf36b8fa21417c,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/b455d74f6d6507ab252521ec190340a56f374138e0317b983bbf36b8fa21417c.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00a7f43b8558391986027b66,EXTSOURCE-7e7f08a354d83510e7bfe45b,EXTPAYLOAD-7e7f08a354d83510e7bfe45b,0c2c8e804687d9d44ad9466baeaf05fb73ca4f61506a528d487fca6f517354f1,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0c2c8e804687d9d44ad9466baeaf05fb73ca4f61506a528d487fca6f517354f1.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00b2760cd3360cd5cb27131a,EXTSOURCE-dcf6835d40fbfa4f9403966f,EXTPAYLOAD-dcf6835d40fbfa4f9403966f,6e67fa9a0b944459f30b0ccfdae5285da7de97f8b9a63c3d29029bf8bb0bc18c,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6e67fa9a0b944459f30b0ccfdae5285da7de97f8b9a63c3d29029bf8bb0bc18c.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00b453c9495bc41d6a32bc97,EXTSOURCE-4ecf23a140062b7c510012d4,EXTPAYLOAD-4ecf23a140062b7c510012d4,83538e6b359076fea39d7ffe94be98247701c1e78c3e43ca5fc74eeb95b10feb,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/83538e6b359076fea39d7ffe94be98247701c1e78c3e43ca5fc74eeb95b10feb.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00ba295d68972366e3f94025,EXTSOURCE-7838393a93a06074913f1d8e,EXTPAYLOAD-7838393a93a06074913f1d8e,fff8779ad9bc6addb285516cdbcd397f78f9ce455c60681be512eb7c7ff00e08,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fff8779ad9bc6addb285516cdbcd397f78f9ce455c60681be512eb7c7ff00e08.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00bca7940917a55d258ca152,EXTSOURCE-55402e2f909ef0271bc74a46,EXTPAYLOAD-55402e2f909ef0271bc74a46,056b9640b42903f11072393127f04f7719eca0af2c406ebcb3b69e7a9d4b1433,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/056b9640b42903f11072393127f04f7719eca0af2c406ebcb3b69e7a9d4b1433.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00c49cd7dd52731a96bcc9a0,EXTSOURCE-66ad9637c33e925f92bdc290,EXTPAYLOAD-66ad9637c33e925f92bdc290,78136aa7df38bce71be9d1bd33fc291ffffc9a2c324652b4430be7e7eeda21eb,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/78136aa7df38bce71be9d1bd33fc291ffffc9a2c324652b4430be7e7eeda21eb.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00cb55a3498791e77b491d48,EXTSOURCE-b119135aee282f2183df2b5b,EXTPAYLOAD-b119135aee282f2183df2b5b,be314b5234150fc0fe462bb9a9b9e21ab1de039759cd2b5cea88fd6e7f9988ad,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/be314b5234150fc0fe462bb9a9b9e21ab1de039759cd2b5cea88fd6e7f9988ad.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00ce366bd5956cb74f07990a,EXTSOURCE-e0bad3600f60dca3a21cc092,EXTPAYLOAD-e0bad3600f60dca3a21cc092,d6ef50ecc61094b3c69fa9150ac7a30af783374e015f89fc55ea7037437f3e1b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d6ef50ecc61094b3c69fa9150ac7a30af783374e015f89fc55ea7037437f3e1b.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00ced841cece0f4b4381f26a,EXTSOURCE-1a5560d0dafadcb1d06fc2c5,EXTPAYLOAD-1a5560d0dafadcb1d06fc2c5,3168b3d8c17585625775b5dba6159d094e4ec885a731f10fba47d4211b03706b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3168b3d8c17585625775b5dba6159d094e4ec885a731f10fba47d4211b03706b.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00d43e9cf3b69a56e60ebd73,EXTSOURCE-d7b8efa0a87ca4a4bafc8280,EXTPAYLOAD-d7b8efa0a87ca4a4bafc8280,bfaf1252f47f6b6c237b7fed4402425de7d8bd2582fc75edfaffe5cd699b1ebd,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bfaf1252f47f6b6c237b7fed4402425de7d8bd2582fc75edfaffe5cd699b1ebd.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00d6f51331b18dd2f7ee4ab8,EXTSOURCE-421088702110cdd69c9e7f57,EXTPAYLOAD-421088702110cdd69c9e7f57,a46dbed1662826b3ccf689be032f6a0657b8f6dfdfaedc162c265aac4013f347,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a46dbed1662826b3ccf689be032f6a0657b8f6dfdfaedc162c265aac4013f347.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00d76b42c14a10c509d61bcb,EXTSOURCE-130af2ed71dba7dac5cc451b,EXTPAYLOAD-130af2ed71dba7dac5cc451b,8bbecf79d727fcef4c26d3449cca32670421303ba73959bbe6ef998148d3719f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8bbecf79d727fcef4c26d3449cca32670421303ba73959bbe6ef998148d3719f.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00e232d6323a1747db36b6b5,EXTSOURCE-c5c76ede6d224efe5f5930d1,EXTPAYLOAD-c5c76ede6d224efe5f5930d1,e849fafc29232fda169af340468ca471f8df3a3be491d37718a3ed7cde5761d3,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e849fafc29232fda169af340468ca471f8df3a3be491d37718a3ed7cde5761d3.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00e9eac40080948bba4dd15e,EXTSOURCE-4aea9f999f1f8e5be8dcc2f8,EXTPAYLOAD-4aea9f999f1f8e5be8dcc2f8,7b677a25ce9e2139f8fd3d1c171c83dc4bedbe90b65d9c2dfc7f6d67f409b0b9,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7b677a25ce9e2139f8fd3d1c171c83dc4bedbe90b65d9c2dfc7f6d67f409b0b9.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00ec974a011dcb9a9f1b3445,EXTSOURCE-267373256d5136acc8195b5e,EXTPAYLOAD-267373256d5136acc8195b5e,bfb1d6d328590e6c48d7d01dbb69383386e3cffb879e867b6b6c4f6c72aac9ae,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bfb1d6d328590e6c48d7d01dbb69383386e3cffb879e867b6b6c4f6c72aac9ae.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00ecfe525f2a0131e638ba57,EXTSOURCE-57859922c9fd994341198c7f,EXTPAYLOAD-57859922c9fd994341198c7f,8027e277ff70c6c0f0aec6b655f2f8234cf63862a5746d878ff8213191df15b4,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8027e277ff70c6c0f0aec6b655f2f8234cf63862a5746d878ff8213191df15b4.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00eef4c2dae50e57c2391134,EXTSOURCE-39c361bad18622c1196d68a8,EXTPAYLOAD-39c361bad18622c1196d68a8,b2205acec60110a6af053aed46b7770a0bab19ad0b8e683356b8034882455dd6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b2205acec60110a6af053aed46b7770a0bab19ad0b8e683356b8034882455dd6.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00f058d4b9000cfb5772c3a4,EXTSOURCE-3b3b6a2f10361827cf43c3cc,EXTPAYLOAD-3b3b6a2f10361827cf43c3cc,1d3a5857b95acdf01412e0a5933bb5fc564856280731d495bc2d65e10d328f42,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1d3a5857b95acdf01412e0a5933bb5fc564856280731d495bc2d65e10d328f42.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00f48f2446e6bb0eae8a1f51,EXTSOURCE-8cded39ac6af1ed074825837,EXTPAYLOAD-8cded39ac6af1ed074825837,bd7c192ab172ff8f5d3ee069e78ae14d472bc55481a58a21002af9e7e9742cfb,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bd7c192ab172ff8f5d3ee069e78ae14d472bc55481a58a21002af9e7e9742cfb.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-00f5eddff4af26ad97d6ea5d,EXTSOURCE-f6eeacfc29d852f4259a10ad,EXTPAYLOAD-f6eeacfc29d852f4259a10ad,a1c61da9018c84fd459c16743d3a1169c566fa2327151303f70449052e0059b6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a1c61da9018c84fd459c16743d3a1169c566fa2327151303f70449052e0059b6.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-00fcbda48671d9323a89ad1f,EXTSOURCE-d5ca0e8d22e6f6a9f06cbb1f,EXTPAYLOAD-d5ca0e8d22e6f6a9f06cbb1f,279edb258e702d49a2a3ebc62b8ebb707c73f16b37eb9fbd5e00b2593d606755,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/279edb258e702d49a2a3ebc62b8ebb707c73f16b37eb9fbd5e00b2593d606755.html,current_30_gib_store,valid_unique_payload
EXTREADYQ-0104dc58c19c74d3b56dc5db,EXTSOURCE-d0a544976732cf633d1b055a,EXTPAYLOAD-d0a544976732cf633d1b055a,6726c13fb224d494f5c9be64f1cb03963d833f7276800a16ad17a16b27420164,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/6726c13fb224d494f5c9be64f1cb03963d833f7276800a16ad17a16b27420164.pdf,current_30_gib_store,valid_unique_payload
EXTREADYQ-0107c60dc1bc467bdf2fe602,EXTSOURCE-b8d30d3bb1cc308b00e11f86,EXTPAYLOAD-b8d30d3bb1cc308b00e11f86,1f9176896282240dd7a15193ef69423f240f8e71f9b76cae75820b5acc4d96cb,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1f9176896282240dd7a15193ef69423f240f8e71f9b76cae75820b5acc4d96cb.html,current_30_gib_store,valid_unique_payload
