canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,canonical_source_record_ids,canonical_retained_source_ids,duplicate_retained_source_ids,prior_retained_source_reuse_ids,version_relationship_ids,municipality,state,period,side_scope,department_scope,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,linked_search_waves,source_family,secondary_source_families,administrative_source_type,source_quality,review_priority,payload_origin,canonical_source_fanout,candidate_fanout,event_fanout,claim_fanout
EXTPAYLOAD-2ffad4d3fd711c57294f8fc5,0045c768330f5a4d68dc6beb8beea03e1b682c7ef0b9e50b21dc3d902a962987,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0045c768330f5a4d68dc6beb8beea03e1b682c7ef0b9e50b21dc3d902a962987.html,36018,html,text/html; charset=utf-8,112-budget,EXTREADYQ-024fad425b2ab32a270aef68,EXTSOURCE-2ffad4d3fd711c57294f8fc5,,,,Brookfield,OH,2023,fire,fire,RESCAND-5f7c562ce06eaa96c63dd04f,ROOTCOMP-85498a524ade5aacebc2c58d|ROOTCOMP-8c9576353b368adc855d1914,MECHEXP-023d5c83523ace14f4dd970e|MECHEXP-1294c8a73d3fe77d24430f2b|MECHEXP-3c1d84cc0a0099b8ba02cf8c|MECHEXP-465e670907db4a5f9973db86|MECHEXP-9ee4236127121885d9dcb4d6|MECHEXP-b720f7a4d7961ee3886ee3c3|MECHEXP-daa7e73d3dc06d70e22f28fc,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,9,5
EXTPAYLOAD-9f4aa6998dbdbdefe853ae7f,0048655b1814e5b3eb64e56ba1b31af3055a3feb58e7d965f60658ab0ea8dd4e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0048655b1814e5b3eb64e56ba1b31af3055a3feb58e7d965f60658ab0ea8dd4e.pdf,12315313,pdf,application/pdf,396,EXTREADYQ-28e667133c25caae67056514,EXTSOURCE-9f4aa6998dbdbdefe853ae7f,,,,Canterbury,NH,2025,police,police,RESCAND-dc9a33820a397b0cce22d38c,ROOTCOMP-89f32871f7d3725275c28d2e,MECHEXP-21fc892d79f7752cde74afd7|MECHEXP-3bb1d4fec2be6e59f3f5fddc|MECHEXP-7d3ef5925312b1407107e789|MECHEXP-bb7ed6355ae6fc8b8f6e9b03|MECHEXP-dbb5bee9084816e6a9da8a74,,no_material_upgrade,external_search_wave_002_exhaustive_residual,tenure_and_progression,,other,direct_official_administrative_record,medium,current_30_gib_store,1,1,6,1
EXTPAYLOAD-8fda8c894a3d21dd0aa8a668,004fdf98a343a121de38fe70f180ed72724fbb49373c4feae6f7ead1c36493b8,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/004fdf98a343a121de38fe70f180ed72724fbb49373c4feae6f7ead1c36493b8.html,93547,html,text/html,20081104prec.htm,EXTREADYQ-01fd3e875caf196f69389715,EXTSOURCE-8fda8c894a3d21dd0aa8a668,,,,Bloom,OH,2021,fire,fire,EXTCAND-0e88fd6764fe5e0460159e43,ROOTCOMP-dbafe8645f0d936690f5eceb,MECHEXP-038570e46344acf34f2f549f|MECHEXP-2ec3885f9ae9fd3d1f952db4|MECHEXP-940a85240379774f1bf94b37|MECHEXP-a459d174d01bbb6497948284|MECHEXP-ad317d09d6dc41404b6bdb8a,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_001_compacted,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,5
EXTPAYLOAD-b23e175b0cb2d3584d2116e3,00501c0b37b10800fe8ab7ce5d99126950ab1e6b822ba5490589c61523be666d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/00501c0b37b10800fe8ab7ce5d99126950ab1e6b822ba5490589c61523be666d.html,105903,html,text/html; charset=utf-8,Archive.aspx,EXTREADYQ-30c3e5539a8314bdfb69baf5,EXTSOURCE-b23e175b0cb2d3584d2116e3,,,,Bedford Park,IL,2024,non_safety,non_safety,RESCAND-fae0be5d3ef00f22aba99491,ROOTCOMP-ca49dbdce0bbec48ca22543a,MECHEXP-28e0cf80bb4e765c136e7d1a|MECHEXP-4dfbfaf50049e5aed4877d8b|MECHEXP-8642d6b5da826519391f7fda|MECHEXP-8e030c1eb27822abbe50c5ab|MECHEXP-da4e6479345eb076dd958f56,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,4
EXTPAYLOAD-98272fecbb64ea49cc697ebe,0058e0f00ef13a16db2736deb7d75313ae8035a729b0c966b4a0b08c37a14f93,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0058e0f00ef13a16db2736deb7d75313ae8035a729b0c966b4a0b08c37a14f93.pdf,2760524,pdf,application/pdf,open,EXTREADYQ-be4f9bd9621efe64bf2c17e0,EXTSOURCE-98272fecbb64ea49cc697ebe,,,,Belville,NC,2022,unclear,unclear,RESCAND-70e594a78be00bd45b0104b1,ROOTCOMP-98b1eda04e1a076a0e19bba4,MECHEXP-423137edf60768faef56891e|MECHEXP-52eaae2c29273569511a9634|MECHEXP-772a605c88673f389bb96d5e|MECHEXP-884822f3e2c047e685b45542|MECHEXP-ce169c2c4d5e0193d15f68af,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,6,4
EXTPAYLOAD-38c5bef494b05dc23d8e1253,0061cf59a2c31a1545b51a5d43b532a1a48a0e1f0b5d1d894b7a7ab25a087f45,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0061cf59a2c31a1545b51a5d43b532a1a48a0e1f0b5d1d894b7a7ab25a087f45.html,24283,html,text/html; charset=UTF-8,statutes.php,EXTREADYQ-4243872bfb48c531a24b0b10,EXTSOURCE-38c5bef494b05dc23d8e1253,,,,Wayne,NE,2023,side_independent,side_independent,EXTCAND-01fe9c35248246216c38469d,ROOTCOMP-a3d4461fe86ab6211c1c2638,MECHEXP-3221017a1241c5d2b13df69d|MECHEXP-5ec273d3d903add2656e9895|MECHEXP-b49ac5978fa38b4e959d976a|MECHEXP-e0225c8145314cfaaa6e303e,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_001_compacted,payroll_and_earnings,implementation_confirmation,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,5,4
EXTPAYLOAD-fc505e0ad21bb0eeb0570626,0064078bda23c565a5e74150086002c0f50ba9c82f477183a491296aefd67f0e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0064078bda23c565a5e74150086002c0f50ba9c82f477183a491296aefd67f0e.html,235819,html,text/html; charset=UTF-8,jay-c-hormel,EXTREADYQ-b85c9f68111f103dadbcd981,EXTSOURCE-fc505e0ad21bb0eeb0570626,,,,Austin,MN,2019,unclear,unclear,RESCAND-f7570e4def98ccde35ee9dd8,ROOTCOMP-3b834027b3192e3098816e18,MECHEXP-0a38c4ac28a51c244888c487|MECHEXP-70cc48aee65892b1b1f8e72a|MECHEXP-89673c339206942ed001d5c3|MECHEXP-f7ee9cf7febd7a20bf287008,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|recruitment_and_retention|staffing_and_headcount,salary_schedule,official_administrative_summary,high,current_30_gib_store,1,1,5,3
EXTPAYLOAD-bf396b6220f695172163a344,006708ced07cf351cf9f8e4ae36c8b963f1b3ac5606dae41da1ac9e3842ddf25,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/006708ced07cf351cf9f8e4ae36c8b963f1b3ac5606dae41da1ac9e3842ddf25.html,210146,html,text/html; charset=UTF-8,,EXTREADYQ-07ecedf1a4f13df4714397d2,EXTSOURCE-bf396b6220f695172163a344,,,,Blissfield,MI,2025,side_independent,side_independent,EXTCAND-a529f577ed729109dbde8ad3,ROOTCOMP-9a1ae9473389bc73d28446af,MECHEXP-18f1506410cbbc35f3f547a8|MECHEXP-4a16408f120d94c3bd4dc0bd|MECHEXP-7bb2defb4cc00e606b4360e4|MECHEXP-c970142a17afcea829075aee,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,implementation_confirmation,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,ordinance_or_resolution,official_administrative_summary,high,current_30_gib_store,1,1,5,6
EXTPAYLOAD-d107ae347e7770bae99db758,00677d4cd7e68afe102179550ee16bc7ed12cac6f106ea2bca5a52eb640208a3,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/00677d4cd7e68afe102179550ee16bc7ed12cac6f106ea2bca5a52eb640208a3.pdf,2370977,pdf,application/pdf,torch-lake-rap.pdf,EXTREADYQ-acc99af7f0476861c3887eb1,EXTSOURCE-d107ae347e7770bae99db758,,,,Torch Lake,MI,2023,side_independent,side_independent,EXTCAND-792c01b8e510546ee9efaea1,ROOTCOMP-ad1113ffcb8d145756785ab6,MECHEXP-07ebb0a9c94927e3852dada5|MECHEXP-2263a383b7b54a826fdbd14e|MECHEXP-4df3b2d3c66e6cd7c0ca6778|MECHEXP-8d0950cfe13cff73b8f5d0d0,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,external_search_wave_001_compacted,payroll_and_earnings,staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,3
EXTPAYLOAD-389635eb832619ce4f61e445,00710d30432c486f92219af43b6adaacc0ca84494e65803e93fa5da2b7c523db,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/00710d30432c486f92219af43b6adaacc0ca84494e65803e93fa5da2b7c523db.html,2761734,html,text/html,5451.htm,EXTREADYQ-a0d2dac1725769bf4e75e9d9,EXTSOURCE-389635eb832619ce4f61e445,,,,Maple,WI,2022,side_independent,side_independent,EXTCAND-9008e8b4380043b85ae40fbe,ROOTCOMP-5e8fb18c6cf0131a0114a16b,MECHEXP-120325b9fb765c6fbfef5f1e|MECHEXP-9f0352ade4b50f51d4f09f04|MECHEXP-b16c11167725761eb7e27198|MECHEXP-fcbc7184f613e6c02e9b7334,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,5,6
EXTPAYLOAD-dd9056e130b412ab86523e7f,00725dccd40c57b1942680b221eab4392200ab5c18bb6fd975e71ba3287e4a43,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/00725dccd40c57b1942680b221eab4392200ab5c18bb6fd975e71ba3287e4a43.html,33003,html,text/html,elected-officials,EXTREADYQ-899fc4d51bdb68c6accfe570,EXTSOURCE-dd9056e130b412ab86523e7f,,,EXTVERSION-025c1bbecf42e08add842b08,Licking,OH,2025,non_safety,non_safety,EXTCAND-3a36c8dc989182271253b1cd,ROOTCOMP-163c6a306305eb4d63081ab5,MECHEXP-1081438ec48ce9f8953989a6|MECHEXP-6e477f4f44271d516ca44562|MECHEXP-6e778e06f153a11f3ced90db|MECHEXP-9988c406b5c5fa2e84e01adb,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_001_compacted,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,5,5
