canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,canonical_source_record_ids,canonical_retained_source_ids,duplicate_retained_source_ids,prior_retained_source_reuse_ids,version_relationship_ids,municipality,state,period,side_scope,department_scope,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,linked_search_waves,source_family,secondary_source_families,administrative_source_type,source_quality,review_priority,payload_origin,canonical_source_fanout,candidate_fanout,event_fanout,claim_fanout
EXTPAYLOAD-6ab3705f83e1873dc7cdc940,d0d0539184a67d96a98daa95f8476c8dfd5b25fe306b2cfd4a28c9a4bb0e7165,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d0d0539184a67d96a98daa95f8476c8dfd5b25fe306b2cfd4a28c9a4bb0e7165.pdf,295566,pdf,application/pdf,city-acworth-fy2026-budget-report.pdf,EXTREADYQ-7528686353c4e428fb7682d5,EXTSOURCE-6ab3705f83e1873dc7cdc940,,,,Acworth,NH,undated-source-B4X2500LIVE-20260729-006176,unclear,unclear,RESCAND-3978c9933801c64a1bb1cd27,ROOTCOMP-2134158ea02e9cb8124a94ff,MECHEXP-04805b78bb1baff2a9ab7605|MECHEXP-29fa124156ef8ef95a887799|MECHEXP-7c029682218cdbf0adcdace5|MECHEXP-a345640ab1c506147745a4ea|MECHEXP-ab5d38f326f594af29447eb5|MECHEXP-eb8d1aa10444798557d46573,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,7,4
EXTPAYLOAD-9aec9fd52c5472e19e55cf50,d0d4c4812520fd2bd1f12fae35f401d75b90065593a6830af39414861e7ec605,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0d4c4812520fd2bd1f12fae35f401d75b90065593a6830af39414861e7ec605.html,559954,html,text/html; charset=utf-8,t7x3-ntip,EXTREADYQ-4f9491637433e51f79df73c9,EXTSOURCE-9aec9fd52c5472e19e55cf50,,,,Bay,MI,2022,fire,fire,RESCAND-62ba2a6920c95983e77e8804,ROOTCOMP-efb4eee1ec423829ccdfbf53,MECHEXP-232453c59c6f07b9cccf5738|MECHEXP-6cd71e64e4de5bf81da00c0f|MECHEXP-ac98fd3cca96434a52b57c89|MECHEXP-eace08f08d47f9a0f2ee39e6,,upgrades_growth_analysis|upgrades_local_wage_comparison,external_search_wave_002_exhaustive_residual,payroll_and_earnings,,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,5,2
EXTPAYLOAD-67de727a2e03fdb695db53e0,d0d757f167818c0e1b37001b2511a3e023b810cd4159300d53b2f0ec1a8696fc,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0d757f167818c0e1b37001b2511a3e023b810cd4159300d53b2f0ec1a8696fc.html,82143,html,text/html; charset=UTF-8,retirement-monitor-september-2021,EXTREADYQ-b2ad0550e0bf1f49643daec4,EXTSOURCE-67de727a2e03fdb695db53e0,,,,Colerain,NC,2021,non_safety,non_safety,RESCAND-82a381002610bff7ed88902e,ROOTCOMP-dc9dd1787a1d5bc22d3d5136|ROOTCOMP-f2d986e32408cded5f0f127a,MECHEXP-34a124c0804c1063de9fa3be|MECHEXP-4ada5e905da7ccb3a8336bea|MECHEXP-4c841c7cf4030403f1609739|MECHEXP-4f86c67602348db4e2cc6827|MECHEXP-635c5ea500e7b559890c9679|MECHEXP-b2094762806c52c9d825fcd2|MECHEXP-c471fd14b082fc72deb73cd3|MECHEXP-d6f89f9d1efb5e313ab69418|MECHEXP-e48babca148c60f28da2337f|MECHEXP-e86288be426c19316b39cf08,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_total_compensation_comparison,external_search_wave_002_exhaustive_residual,payroll_and_earnings,benefits_and_total_compensation,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,12,3
EXTPAYLOAD-eddd87a5caf9b5d76fec3a92,d0d84379118fce7844155336347ac4a31d02b9ef42bf6677553df90dcc1df1a5,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0d84379118fce7844155336347ac4a31d02b9ef42bf6677553df90dcc1df1a5.html,844108,html,text/html; charset=UTF-8,permits-and-applications,EXTREADYQ-0edda4dd8c452f6d499c39e2,EXTSOURCE-eddd87a5caf9b5d76fec3a92,,,,Malverne,NY,undated,all_units,all_units,EXTCAND-9e365f49b18ddee0ff15b112,ROOTCOMP-2e1c60cb9655d32516deb394,MECHEXP-419af20d34f335a023d1bb85|MECHEXP-666cf151e5b1a42a3170e370|MECHEXP-b103d1fa826129ce7e0323d1|MECHEXP-e4bd89b11e69ec4731bac849,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount,staffing_table,official_administrative_summary,high,current_30_gib_store,1,1,5,4
EXTPAYLOAD-f0b8c560973e238101de3bfb,d0e37aee25b0f4364ed57c5229c4a002023fd2e70f7c4851963bf4e179b873f4,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0e37aee25b0f4364ed57c5229c4a002023fd2e70f7c4851963bf4e179b873f4.html,169708,html,text/html; charset=UTF-8,hiring_process.php,EXTREADYQ-c74bccc32ae850956357e649,EXTSOURCE-f0b8c560973e238101de3bfb,,,,West Bridgewater,MA,2023,police,police,EXTCAND-49559a64b015999f50b5309a,ROOTCOMP-2d56ff997e4a034f93c565ba|ROOTCOMP-dcc8889168c45771bf5140b8|ROOTCOMP-fc57e257ca434cbff83f505d,MECHEXP-023f308ae018d9e08e42c119|MECHEXP-213317744701c1ae953766a7|MECHEXP-43d16315296c35646225b14a|MECHEXP-471efa8231aab0a62c90245d|MECHEXP-64096c09714b56d0b2a46781|MECHEXP-8e61f0e40bca8ce27471971b|MECHEXP-9480ba3237ff1b81e7343e97|MECHEXP-9cfe3b07cdb2b1fa0cec8343|MECHEXP-ba6e7c69fd6abeba29604243|MECHEXP-c2fb49c509f711aa5766b7bd|MECHEXP-e88610eff33c148c1d0fd061|MECHEXP-f94106158dba2bde8d9318ea,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_001_compacted,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,15,5
EXTPAYLOAD-a058241209e1e4abd3bc2a89,d0e4d5380ccf825ee623eea8d9788650d357023c74261a3ff18e573f5129f5b9,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d0e4d5380ccf825ee623eea8d9788650d357023c74261a3ff18e573f5129f5b9.pdf,976269,pdf,application/pdf,Council Packet _2026 Pay Plan_5AB7E4E6.pdf,EXTREADYQ-5a6fc24b1848661dff5d05c2,EXTSOURCE-a058241209e1e4abd3bc2a89,,,,Raymondville,TX,2025,all_units,all_units,EXTCAND-64389392dad2cd7adda1a205,ROOTCOMP-79c9ab85cd0e273157a67848,MECHEXP-123a69c69e0fc4011e54cee8|MECHEXP-74ccd9275d5aecfa05212c9a|MECHEXP-adca8e561ed94c68b1a2a2c6|MECHEXP-b5282d8634c36656bb863ea0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,implementation_confirmation,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,6
EXTPAYLOAD-d626d5a4fe8cf5f0e24acce0,d0e71950966679b72e47d4957bad5d16b8ecb33abf0672e3d36292e37f2e22ab,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0e71950966679b72e47d4957bad5d16b8ecb33abf0672e3d36292e37f2e22ab.html,166944,html,text/html; charset=UTF-8,all-winning-numbers,EXTREADYQ-5ae6317f9a653a71b771bb30,EXTSOURCE-d626d5a4fe8cf5f0e24acce0,,,,Penn Yan,NY,2024,police,police,EXTCAND-dbd8c40ae2b48eccaf0a2d30,ROOTCOMP-38f72a2399c39732cbfb2cde|ROOTCOMP-5edc84db1103726250989a21,MECHEXP-30c69e7630fd1f07f62e86d1|MECHEXP-36b9bb134a684822d7cc3c2e|MECHEXP-5c17d2be0cbd9dac4e39270c|MECHEXP-8a53ac9f8a8bde8b335c2614|MECHEXP-b53e3bf70ffde65bd3045a37|MECHEXP-e2dcbb527cdef3138a053db7|MECHEXP-eb3c6a79dd3c401172625355,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,external_search_wave_001_compacted,multi_family_administrative_source,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,9,3
EXTPAYLOAD-2536393ca46c0924618e05d9,d0ed78d6751ebbc1f47cf555f98aedadef4453c95527a1e684842b8e02e40621,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d0ed78d6751ebbc1f47cf555f98aedadef4453c95527a1e684842b8e02e40621.pdf,67394,pdf,application/pdf,2023AllocationsLycomingCounty.pdf,EXTREADYQ-df07779ee0f1ffa4f285e288,EXTSOURCE-2536393ca46c0924618e05d9,,,EXTVERSION-e1c43f4213b00ae621c2b2bc,Old Lycoming,PA,2023,all_units,all_units,EXTCAND-7e41b512b76e235cf5a733bc,ROOTCOMP-b248e48ca4ef221ae9d4d712,MECHEXP-00d17017e59c22f6d8517534|MECHEXP-a845d59a8dcb34e61726be31|MECHEXP-d645d56b686615f14a1e0c3f|MECHEXP-f5fa0a7f376f8a9b5804cba5,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_001_compacted,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,5
EXTPAYLOAD-a154485f4a063d8b70046b45,d0ef18a3b3c56890623c89e88bf9e3c17d8518301feef299f48ed3a5924dc8ab,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0ef18a3b3c56890623c89e88bf9e3c17d8518301feef299f48ed3a5924dc8ab.html,40823,html,text/html; charset=UTF-8,10479,EXTREADYQ-6138f031c1f625498ac43a33,EXTSOURCE-a154485f4a063d8b70046b45,,,,Crow Wing,MN,2018,police,police,RESCAND-0de06cf81e2ea24292eeeb85,ROOTCOMP-fb0bc30f2c7d40db3e47296a,MECHEXP-0fc55aca94e1d71d5475359d|MECHEXP-2a5eaf3571084c917814aee9|MECHEXP-deeecdf8df5f594c1fd2760a|MECHEXP-f8ddd3bbff5054e3dc1075ee,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,5,4
EXTPAYLOAD-c4f34b1b8ea4c517c6975adb,d0f0fae43f6648a73bbf15da156434a178c2982c5c5621b127dee3fd845abc13,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0f0fae43f6648a73bbf15da156434a178c2982c5c5621b127dee3fd845abc13.html,59840,html,text/html; charset=utf-8,Enotify-News.htm,EXTREADYQ-6e5f63fd30ef32ddb8d514e4,EXTSOURCE-c4f34b1b8ea4c517c6975adb,,,,Arena,WI,2022,unclear,unclear,RESCAND-cab33c685aecf397f88356ed,ROOTCOMP-fb67b4765ced2688b4ea08ee,MECHEXP-3673b93a4b90c18e866c3a1e|MECHEXP-4d913edbcc19c497ebdad74e|MECHEXP-5d3e83c5308517deef6be31a|MECHEXP-82fb71329280cad01682b380,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,5,4
EXTPAYLOAD-0a09c558c400eeced425f01f,d0f31999555e941ca799b239916dd4f47c0b49d38dc02029ff459c08cc7a0f63,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d0f31999555e941ca799b239916dd4f47c0b49d38dc02029ff459c08cc7a0f63.pdf,1600174,pdf,application/pdf,Attachment A - 2023-2026 OCAA MOU - 08.11.2023.pdf,EXTREADYQ-3ac0c2238f23422a1b86a9ba,EXTSOURCE-0a09c558c400eeced425f01f,,,,Avoca,IA,2026,unclear,unclear,RESCAND-e39d7cf6f2d23f54bdadfc53,ROOTCOMP-257bfea8952a7fd8b16cbd83,MECHEXP-8b71d6ec40610d942b5108a9|MECHEXP-ca1c0c038bf90d45b60292e5|MECHEXP-cab300e4685652e9ba49cf42|MECHEXP-dcd8e1ca9ca122dbeac7412d|MECHEXP-e050409bde7407c57ae55c32,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,6,4
