canonical_payload_id,SHA_256,local_artifact_path,byte_size,detected_file_type,MIME_type,original_filename,canonical_source_record_ids,canonical_retained_source_ids,duplicate_retained_source_ids,prior_retained_source_reuse_ids,version_relationship_ids,municipality,state,period,side_scope,department_scope,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrade_tags,linked_search_waves,source_family,secondary_source_families,administrative_source_type,source_quality,review_priority,payload_origin,canonical_source_fanout,candidate_fanout,event_fanout,claim_fanout
EXTPAYLOAD-2b8721c489719bc09efd1efb,43f3da4ab29620a7ea1dac35c3bb963500858741ffaca14b75e4b46dc10ff538,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/43f3da4ab29620a7ea1dac35c3bb963500858741ffaca14b75e4b46dc10ff538.html,102470,html,text/html; charset=utf-8,Budget,EXTREADYQ-ba08855604b211cf6cf99f39,EXTSOURCE-2b8721c489719bc09efd1efb,,,,Spooner,WI,undated,police,police,EXTCAND-93a0daf4fc9684d94ab275db,ROOTCOMP-b8017f64ed99714a31849e8a|ROOTCOMP-d4c2c986b41f5b5c81c52edc,MECHEXP-0056b1c1ae045eefdf351e86|MECHEXP-3f7f3bad877190e46d8ba67d|MECHEXP-57b79d533b3c9b80ea8f58eb|MECHEXP-989cc02a018e1988dfa3d934|MECHEXP-a3a2a400caa59b96874024e3|MECHEXP-c4d22d1652e974bc68626ceb|MECHEXP-ecfc5361339a3a3fc3f4fdde,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,9,6
EXTPAYLOAD-5fc8861a9b1d67e5e7c94e99,43fbc84280057261a1d8d07ce35429e3d629c9fafd87b3f09a4b34a604a5d9b6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/43fbc84280057261a1d8d07ce35429e3d629c9fafd87b3f09a4b34a604a5d9b6.html,451453,html,text/html; charset=utf-8,All,EXTREADYQ-7dee2ffe9319c6bdb870c743,EXTSOURCE-5fc8861a9b1d67e5e7c94e99,,,,Astatula,FL,2022,all_units,all_units,EXTCAND-87eaf594846226ecaa5f5395,ROOTCOMP-af1ec0547ecec7ed97c696b7,MECHEXP-15c9b3d04b37505fba63bb6f|MECHEXP-9d8c0ff3ad18df1ac0c0fdf7|MECHEXP-d2b7b58bcc449c0a14565510|MECHEXP-ed1efae722c3b5257c5ae499|MECHEXP-fa0e1b7c39abdd94085df3f7,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,6
EXTPAYLOAD-4a3f764cb6383e6d8a209a3b,440c1684e14018730814be4d828299720192219471b61aa25b10dcdf2c1c02b1,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/440c1684e14018730814be4d828299720192219471b61aa25b10dcdf2c1c02b1.pdf,160159,pdf,application/pdf,HB493-enr.pdf,EXTREADYQ-9909bcb558ba3730913060fd,EXTSOURCE-4a3f764cb6383e6d8a209a3b,,,,Stevenson,AL,undated,side_independent,side_independent,EXTCAND-5df73d0fd7296363138466d7,ROOTCOMP-8579bd70344616ba47d5c4e0,MECHEXP-0ba6a8983c276bfb8908588c|MECHEXP-101bd534cc5c032f56643e2c|MECHEXP-518cc8bdcc6e37a9642f1d92|MECHEXP-52f7441fea9485127c276616|MECHEXP-6768addc89d27cd6a020f77c|MECHEXP-c80541c599524599275878d7,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,staffing_table,direct_official_administrative_record,high,current_30_gib_store,1,1,7,4
EXTPAYLOAD-2d59f833fe3518caad87c7b5,441964ea511816405b89d480a10a48388dccbd21b48e0a9a4cb222ca16978c7c,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/441964ea511816405b89d480a10a48388dccbd21b48e0a9a4cb222ca16978c7c.html,69813,html,text/html; charset=UTF-8,m_Auditor_LACAS-20251112.htm,EXTREADYQ-141f62548dd4ad6a306ae3c6,EXTSOURCE-2d59f833fe3518caad87c7b5,,,,Bagley,MN,2023,all_units,all_units,EXTCAND-1898933e3da0a2e911a82a08,ROOTCOMP-110405f4f84f424b160d00ff,MECHEXP-1aea0d9c2adaa45b4566ef1c|MECHEXP-2f97251a9ee2f64d8517133a|MECHEXP-6fef61676dfee36ea32ebe45|MECHEXP-c9156aa74daed04060f6a6fd|MECHEXP-fbddf3a49c5aa01c964fa4ff,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,4
EXTPAYLOAD-fa4b6180031b9aa77602835e,441c9236480e7ccf86702e3d82008bdcd3680762ce53c892cb0df42bf8df0a50,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/441c9236480e7ccf86702e3d82008bdcd3680762ce53c892cb0df42bf8df0a50.html,84750,html,text/html; charset=UTF-8,budget-overview,EXTREADYQ-85ec10fcd3480b38b8af3b39,EXTSOURCE-fa4b6180031b9aa77602835e,,,,Stallings,NC,2018,police,police,EXTCAND-b84b4ce57bd0998077a37cf0,ROOTCOMP-059b7e5966365a9991d0191a,MECHEXP-6cdda2054a1b05ade6cd15e8|MECHEXP-70e73d791bc50a9da224628e|MECHEXP-84115d9be019b86d23132246|MECHEXP-a89ee10fefa98aff7aea9e82|MECHEXP-b4bde0d257863165307d2f8b,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,official_administrative_summary,high,current_30_gib_store,1,1,6,6
EXTPAYLOAD-91daaba74b4e89d10e331bd6,441e1348656d6580863f7c8679ba8b2f6624ab06ddcb7690590976247bcb6aae,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/441e1348656d6580863f7c8679ba8b2f6624ab06ddcb7690590976247bcb6aae.html,810566,html,text/html; charset=utf-8,FAQ,EXTREADYQ-21ed4df04335439d9afad041,EXTSOURCE-91daaba74b4e89d10e331bd6,,,,Canaan,VT,2024,unclear,unclear,RESCAND-0627e3eedc1b2d029e3d4342,ROOTCOMP-cee6245236d5ea9cee989794,MECHEXP-19461b485d121d8cb3083ade|MECHEXP-353b1411d924177ba7cd3542|MECHEXP-8a541d315a9df9111307a253|MECHEXP-9342f9a733cc6a84b659c802|MECHEXP-b2beeb186358e37d68ba04ee,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,external_search_wave_002_exhaustive_residual,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,budget,official_administrative_summary,high,current_30_gib_store,1,1,6,5
EXTPAYLOAD-f8b775690faeeef10c09711b,441e7cb5c9adae8ceaa4b76a9a9b479574e0c979a8d28274ab66050cc1f7bfae,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/441e7cb5c9adae8ceaa4b76a9a9b479574e0c979a8d28274ab66050cc1f7bfae.pdf,440689,pdf,application/pdf,SDHEFA 6.30.2023 Audited Financial Statements.pdf,EXTREADYQ-53d4b108bdf8046916e528ec,EXTSOURCE-f8b775690faeeef10c09711b,,,,Kimball,SD,2026,all_units,all_units,EXTCAND-83e50bd056992c9d8104a7d1,ROOTCOMP-6576f14d96d5dcd50deee252,MECHEXP-0a176c79f905a626a2c05eb2|MECHEXP-81d8f3a8cdd2b5d9b275ccf7|MECHEXP-a7f7ec22b5f832564ee6455f|MECHEXP-bbb93f594c042bd7714ac460,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,5,6
EXTPAYLOAD-09d3eb0b27d377533392dcab,4425908060e01b0acc8416c77419d9ac924044e35a7cb890b01569acb83708ca,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/4425908060e01b0acc8416c77419d9ac924044e35a7cb890b01569acb83708ca.pdf,1678433,pdf,application/pdf,2021-23 550 SPD Budget Request.pdf,EXTREADYQ-85be3402b3abc1f9d70447c6,EXTSOURCE-09d3eb0b27d377533392dcab,,,,Spooner,WI,undated,police,police,EXTCAND-4ca597197045fa4ca7a6388f,ROOTCOMP-b8017f64ed99714a31849e8a|ROOTCOMP-d4c2c986b41f5b5c81c52edc,MECHEXP-0056b1c1ae045eefdf351e86|MECHEXP-3f7f3bad877190e46d8ba67d|MECHEXP-57b79d533b3c9b80ea8f58eb|MECHEXP-989cc02a018e1988dfa3d934|MECHEXP-a3a2a400caa59b96874024e3|MECHEXP-c4d22d1652e974bc68626ceb|MECHEXP-ecfc5361339a3a3fc3f4fdde,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,9,6
EXTPAYLOAD-34afdb7f99f058b6d7cd4dbb,442ac9c5770de787c1d5dff3755709c65f53b85a4c7cc88bf542b8245635a0cf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/442ac9c5770de787c1d5dff3755709c65f53b85a4c7cc88bf542b8245635a0cf.pdf,1821391,pdf,application/pdf,19-MED-09-0935.pdf,EXTREADYQ-03d099a1dc32f1f95212e8d6,EXTSOURCE-34afdb7f99f058b6d7cd4dbb,,,,Union,OH,2020,police,police,EXTCAND-696bb7a847449606ef80a25c,ROOTCOMP-0e0ed8c473d2ea48cf587215|ROOTCOMP-7a9294567c04df2af4b573a0,MECHEXP-03fffea04c22cbfbb0fe2cbc|MECHEXP-09575ddc020178b34f6f4026|MECHEXP-238d72beabe873bfa124905b|MECHEXP-268054475fbffe5bec19b0f6|MECHEXP-3fd4b3906e4535a0a8acc38b|MECHEXP-6c51864eb920fd190b1772de|MECHEXP-73c6901c392a7be00d9cf0be|MECHEXP-9fe6caa9ef9827b2787e0f96|MECHEXP-dd71dccf5f0db563394fba70,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,external_search_wave_001_compacted,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,11,6
EXTPAYLOAD-bce595a5835ca70f1af664af,443359b69847d7a8484dd1c51178834b8e3a68e304ebdc3bf973c26204cf239d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/443359b69847d7a8484dd1c51178834b8e3a68e304ebdc3bf973c26204cf239d.pdf,285716,pdf,application/pdf,WORK_07_2025.pdf,EXTREADYQ-c00ab0b71da3c9ad9911908e,EXTSOURCE-bce595a5835ca70f1af664af,,,,Alexandria,NJ,2025,unclear,unclear,RESCAND-d5b538993d0649eee6854e53,ROOTCOMP-ec5422bb8106be3198b27755,MECHEXP-2d47e492fc5d9b68b33f281b|MECHEXP-466d33451fc947b2c39b17d2|MECHEXP-e7a14c8cf5d157ebf1ed490d|MECHEXP-e80b7e17bf1f96e514ce19f8|MECHEXP-efb26ae253b4fe7f40ba6725,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,external_search_wave_002_exhaustive_residual,payroll_and_earnings,implementation_confirmation,payroll_roster,direct_official_administrative_record,high,current_30_gib_store,1,1,6,4
