MIME_type,SHA_256,administrative_source_type,analytical_extraction_performed,analytical_rows_extracted,byte_size,canonical_payload_id,canonical_source_record_id,canonical_source_review_id,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,duplicate_relationship_count,exact_duplicate_source_review_ids,expected_claim_upgrade_tags,extraction_priority,extraction_ready,final_priority_bucket,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,physical_payload_inspected_once,primary_content_family,primary_extraction_queue,prior_reuse_source_review_ids,propagated_at,readiness_hint,readiness_propagation_basis,readiness_reason_codes,readiness_result_id,readiness_status,retained_source_id,secondary_content_families,secondary_processing_hints,side_scope,source_quality,source_review_only,state,version_relationship_ids
text/html; charset=UTF-8,228d04da20c73d417e3d8ceea9eb0c3e88592a9ae0603e7c39b2402db497b411,payroll_roster,False,0,43918,EXTPAYLOAD-505a31a1e66e6787c9f5b55c,EXTREADYQ-0c3d0df6adcfad62f36713dd,EXTSRCREV-4e6ac63b6bed3e1ecac0c189,,police,html,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,high,EXTCAND-080b37ff2076c086e9bd887f,,MECHEXP-0903dfe54367896c35b745dd|MECHEXP-14da0a681a279d107bc07b6a|MECHEXP-25a9b88a4b5554011f359ae3|MECHEXP-2ec3d94365ecd0ab9ba5b03a|MECHEXP-3c24084678699ec6a40fb63b|MECHEXP-483e68cdfef2f103476b1289|MECHEXP-498f93d71935c0801d62f5a2|MECHEXP-4aca4634f43d2a2e267764da|MECHEXP-5def48cc18f863536834553b|MECHEXP-5f599c11e2918bde0f0bc9ec|MECHEXP-73f404dca00f124bef075204|MECHEXP-8e532c0ddeb9ac92b51124c8|MECHEXP-9ca4455730336e281f6392ed|MECHEXP-a01012b37e95c0c0dad467ad|MECHEXP-ba8094bd17c98b483b1d4f50|MECHEXP-c8f2b2408c3c1a08b5ecf955|MECHEXP-fa58e31cc42fa85e49a1ab42,ROOTCOMP-1847f5a9cd5cc1dcb8a1a952|ROOTCOMP-903954a7b84a06b7fe3e4e93|ROOTCOMP-eed7609024152b1e9a546818|ROOTCOMP-f698057b33ab0c8476373854,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/228d04da20c73d417e3d8ceea9eb0c3e88592a9ae0603e7c39b2402db497b411.html,West Milwaukee,False,about,current_30_gib_store,undated,True,payroll_and_earnings,html_table_candidate_queue,,2026-08-05T19:00:41.859012+00:00,html_text_candidate,canonical_payload_sha256,structured_data_or_dataset_signal,EXTREADINESS-2b721dc71ab229fa1ee3a88d,html_structured_data_candidate,EXTSOURCE-505a31a1e66e6787c9f5b55c,implementation_confirmation|staffing_and_headcount,table_candidate,police,official_administrative_summary,True,WI,
application/pdf,9c9aba5774f5c59bf6fcd187584e6a1b85203e314977146d82bff1b7e1c9711f,payroll_roster,False,0,4475289,EXTPAYLOAD-175a7f66d14dd610ce465a29,EXTREADYQ-0c3f3bb8a517048610d63be8,EXTSRCREV-088c059ff41ee456734d330c,,fire,pdf,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,high,RESCAND-e9de706a639a37aa5166a10b,,MECHEXP-915c1e7e284af46ef3cb6a51|MECHEXP-a175e2efd870005e77861c13|MECHEXP-b4e31f23804a3a15d438d433|MECHEXP-b7b023591b682470722b913d|MECHEXP-ecbe1dfb77181e3d895fd096,ROOTCOMP-278c45ab31fa750d8e78e046,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/9c9aba5774f5c59bf6fcd187584e6a1b85203e314977146d82bff1b7e1c9711f.pdf,Brookfield,False,Packet-TB-10-17-2023.pdf,current_30_gib_store,undated-source-B4X2500LIVE-20260729-008395,True,payroll_and_earnings,parse_text_pdf_extraction_queue,,2026-08-05T19:06:59.248698+00:00,parse_text_pdf_candidate,canonical_payload_sha256,usable_sampled_text_layer,EXTREADINESS-fa9792f8bcaf1df9c1242f0a,parse_text_pdf_ready,EXTSOURCE-175a7f66d14dd610ce465a29,implementation_confirmation,,fire,direct_official_administrative_record,True,WI,
text/html; charset=utf-8,e475d5997214658cb63a3c4e8cafbfd3cfd10f7331ae58fae020bd12cf899854,payroll_roster,False,0,580452,EXTPAYLOAD-f500fa4f5e36393ea23520d5,EXTREADYQ-0c448f5750ddd4ce217f4dc7,EXTSRCREV-36f6a3ce038b35ddb7255fa1,,all_units,html,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,high,EXTCAND-9ffe229ced254877d3e090e9,,MECHEXP-01ed40fd0d53fef88dd44892|MECHEXP-2db7627501d97154cdf1adae|MECHEXP-a146fab6befe4e8e41a9debd|MECHEXP-ac7477cc00e16237cfef6d4c|MECHEXP-b2e1c8ed9a1ed5bc624c60ec|MECHEXP-ff24844fff41e0fb75aa913b,ROOTCOMP-fdcac890f5dafb812b64ceea,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e475d5997214658cb63a3c4e8cafbfd3cfd10f7331ae58fae020bd12cf899854.html,Corinth,False,fzmx-6avk,current_30_gib_store,2017,True,multi_family_administrative_source,html_table_candidate_queue,,2026-08-05T18:57:49.215790+00:00,html_text_candidate,canonical_payload_sha256,structured_data_or_dataset_signal,EXTREADINESS-f692b12a219d78eb8a0e5ccd,html_structured_data_candidate,EXTSOURCE-f500fa4f5e36393ea23520d5,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,table_candidate,all_units,official_administrative_summary,True,VT,
application/pdf,acde92db5e918b66473f089a5272230691e114b3421367031bfc044d0f958633,payroll_roster,False,0,155640,EXTPAYLOAD-c790fe4d4689463e8983e89e,EXTREADYQ-0c46a16ddd7c9539527ac997,EXTSRCREV-e42d30a02ce570b3b29ad6a9,,police,pdf,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,high,EXTCAND-c4bc221dd0e78e423998015b,,MECHEXP-3f27b5a7a3995a770ac8c9ff|MECHEXP-408582ba076944e06bfe24dd|MECHEXP-5a69316cc164fbef742a0b4e|MECHEXP-77709f9808c8e65ff5373366|MECHEXP-9a1b2273c445181662b7abcc|MECHEXP-abd6d8f19a82eb42694856bb|MECHEXP-b6abb1e234dcce5db64a8664,ROOTCOMP-4a6d29e2d5649d7cde2371e7,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/acde92db5e918b66473f089a5272230691e114b3421367031bfc044d0f958633.pdf,Delaware,False,HSS26012-STAFFSTUDY_AN.pdf,current_30_gib_store,2025,True,multi_family_administrative_source,parse_text_pdf_extraction_queue,,2026-08-05T19:05:18.886601+00:00,parse_text_pdf_candidate,canonical_payload_sha256,usable_sampled_text_layer,EXTREADINESS-03a020a0323f146fa918b670,parse_text_pdf_ready,EXTSOURCE-c790fe4d4689463e8983e89e,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,police,direct_official_administrative_record,True,NJ,
application/pdf,d63894e8065248e9159bb79bcb51224bbb4fd324cc35af75898f76e4daee9dbc,payroll_roster,False,0,1460267,EXTPAYLOAD-ce91cea0ec17e25c36346952,EXTREADYQ-0c480ca1b7ede17d13d1bdb2,EXTSRCREV-8860aba87cdc86a0e14795fc,,safety_combined,pdf,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,high,RESCAND-d4177d4463937fb045f5ee9f,,MECHEXP-012cc36548df9cf33955be65|MECHEXP-0e88a823884d8f830657976b|MECHEXP-8a30b9ba238b18ff28cc4451|MECHEXP-ad6a5a322d6e2def0bdcc67a|MECHEXP-e320c724c973355ff0676021,ROOTCOMP-1564f55f3fa6ddb08a4c33b6,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d63894e8065248e9159bb79bcb51224bbb4fd324cc35af75898f76e4daee9dbc.pdf,Albion,False,albion-annual-town-report-2023-24.pdf,current_30_gib_store,2024,True,multi_family_administrative_source,parse_text_pdf_extraction_queue,,2026-08-05T19:05:21.621291+00:00,parse_text_pdf_candidate,canonical_payload_sha256,usable_sampled_text_layer,EXTREADINESS-3d89bbd621002ca6c5ba2bcf,parse_text_pdf_ready,EXTSOURCE-ce91cea0ec17e25c36346952,implementation_confirmation|payroll_and_earnings|tenure_and_progression,,safety_combined,direct_official_administrative_record,True,IN,
application/pdf,0b45337d6e138304df00fb768e569a83eac4b0b502a3411ceb49c7b7f21cb94c,payroll_roster,False,0,45146278,EXTPAYLOAD-af852f2e236a81f29fcce87f,EXTREADYQ-0c4ace62b4d1c7161dd33541,EXTSRCREV-9c93d0202f2475f7f863c583,,unclear,pdf,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,high,RESCAND-c32cf57b380e62b274c41c7b,,MECHEXP-1726b85a38f4b064b6c7d956|MECHEXP-230e67e4496b7681cc6ff0af|MECHEXP-643e2a294e23c0a5bdd50128|MECHEXP-f032d316adcaf630e683bc9f,ROOTCOMP-c80d743e5caa62123a685b10,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0b45337d6e138304df00fb768e569a83eac4b0b502a3411ceb49c7b7f21cb94c.pdf,Bigfork,False,_11232021-1233,current_30_gib_store,undated-source-BRMGRS-20260802-d64ac3dd57e8d53aa665c2cc,True,multi_family_administrative_source,parse_text_pdf_extraction_queue,,2026-08-05T19:05:05.370554+00:00,parse_text_pdf_candidate,canonical_payload_sha256,usable_sampled_text_layer,EXTREADINESS-fb0cf49776ebf1b315de0295,parse_text_pdf_ready,EXTSOURCE-af852f2e236a81f29fcce87f,implementation_confirmation|payroll_and_earnings|tenure_and_progression,,unclear,direct_official_administrative_record,True,MN,
application/pdf,db93ef67622db4b29c2ee36aa97d94a78a845545d9394e1f9317239d2c5b1a67,payroll_roster,False,0,120402,EXTPAYLOAD-56c41ab6543690f6c632b88f,EXTREADYQ-0c52d9a6a31c6ee44a921f18,EXTSRCREV-d96d114331e0f87de6e6c245,,police,pdf,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,high,EXTCAND-ef0e72c9a98a78a1a535f9ad,,MECHEXP-053eca315f28918a7f8be513|MECHEXP-2fcc9fbbc64a934d9d09e739|MECHEXP-322893cae94487854921c8f2|MECHEXP-3b11268819dbd26cbfd3813f|MECHEXP-45f0fce2e7e2d77ecd958bce,ROOTCOMP-c2d939dcd62c83357e054d89,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/db93ef67622db4b29c2ee36aa97d94a78a845545d9394e1f9317239d2c5b1a67.pdf,Miami,False,121223.pdf,current_30_gib_store,2021,True,multi_family_administrative_source,parse_text_pdf_extraction_queue,,2026-08-05T18:55:33.332942+00:00,parse_text_pdf_candidate,canonical_payload_sha256,usable_sampled_text_layer,EXTREADINESS-f904a200b5ae745f9dd86d89,parse_text_pdf_ready,EXTSOURCE-56c41ab6543690f6c632b88f,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,police,direct_official_administrative_record,True,OH,
text/html; charset=utf-8,de7a067853fbcc548bb6a0fd1c79e91d7aae0491e8bd376e430de96afad924a1,payroll_roster,False,0,92255,EXTPAYLOAD-1931adf134657cf9d49d8b5e,EXTREADYQ-0c533252bc9a48b8a8de5da3,EXTSRCREV-938e11f93de9ff72029a6db2,,all_units,html,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,high,EXTCAND-63bf2d3750a8b66b559cabff,,MECHEXP-2dcb0eb95e67af8072688420|MECHEXP-2e1ff87e08a49d05d76336a2|MECHEXP-2f754537d43dc9b37c6df93d|MECHEXP-476c2cea664bf6571442d0c9|MECHEXP-727bae3c9904efc21675d0d5,ROOTCOMP-1d9f8528499dc9f31ea1a7ff,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/de7a067853fbcc548bb6a0fd1c79e91d7aae0491e8bd376e430de96afad924a1.html,Ballston,False,Archive.aspx,current_30_gib_store,2024,True,multi_family_administrative_source,html_table_candidate_queue,,2026-08-05T19:06:40.502335+00:00,html_text_candidate,canonical_payload_sha256,html_table_structure_present,EXTREADINESS-40a77a628822d50b9bee5388,html_table_candidate_ready,EXTSOURCE-1931adf134657cf9d49d8b5e,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,table_candidate,all_units,official_administrative_summary,True,NY,
application/pdf,351d1a146114d0d9b48cdd4566dbca0d8d53d00186e7ab82c9ebc3a8b009543b,payroll_roster,False,0,140724,EXTPAYLOAD-eb7acf92c975eec619409dc8,EXTREADYQ-0c5f46cf12c3474a9ebbbe99,EXTSRCREV-47d1a6cef61048d1f7f81a0d,,safety_combined,pdf,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,high,EXTCAND-89b5cd0a0e922511e45c0ffe,,MECHEXP-32afb04cf02b397f83e187f9|MECHEXP-34ba0ae01d4fef3917094bda|MECHEXP-5b091f252e8f55433362184c|MECHEXP-638b8f26bd39e25fe8a16287|MECHEXP-9c0c41922e94ca9a325b16a5|MECHEXP-a0b58030c2045a304776cc6f|MECHEXP-e74a7373243f019efc8801d3|MECHEXP-ef89201e83733422497aec39,ROOTCOMP-6ddfc00ebc4e773a3d84b317|ROOTCOMP-bd8a9cf9ec77a261cd77b5c3,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/351d1a146114d0d9b48cdd4566dbca0d8d53d00186e7ab82c9ebc3a8b009543b.pdf,Swanton,False,appendixm.pdf,current_30_gib_store,undated,True,multi_family_administrative_source,parse_text_pdf_extraction_queue,,2026-08-05T19:02:49.125490+00:00,parse_text_pdf_candidate,canonical_payload_sha256,usable_sampled_text_layer,EXTREADINESS-40d080600ac7e8c18c882724,parse_text_pdf_ready,EXTSOURCE-eb7acf92c975eec619409dc8,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,,safety_combined,direct_official_administrative_record,True,OH,
application/pdf,cf4bcd46bf32edbbbf5ae30f62ccadbbf4919a4f8118270f59dc99e5e9d7de46,payroll_roster,False,0,1230274,EXTPAYLOAD-2f1f43229c877a7d395367e6,EXTREADYQ-0c63477dd6ebf965913a210d,EXTSRCREV-23d9677e198665d815cd9f0d,,police,pdf,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,high,EXTCAND-ae62413f3b4c95296bdaf106,,MECHEXP-6e7bbe5dfe880127d2edcd93|MECHEXP-6fb86f2b68d6614c7de634a6|MECHEXP-8d6774c51ca7d5854c4d8558|MECHEXP-9d8eba121660da2371862ad3|MECHEXP-dc324e0cffb5f829ce366d22,ROOTCOMP-c00ef3fb3c8da34fa5aeb9e1,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/cf4bcd46bf32edbbbf5ae30f62ccadbbf4919a4f8118270f59dc99e5e9d7de46.pdf,East Windsor,False,2019 Municipal Audit.pdf,current_30_gib_store,2019,True,multi_family_administrative_source,parse_text_pdf_extraction_queue,,2026-08-05T19:07:08.765008+00:00,parse_text_pdf_candidate,canonical_payload_sha256,usable_sampled_text_layer,EXTREADINESS-2f1f0b7957c86d6dd0439022,parse_text_pdf_ready,EXTSOURCE-2f1f43229c877a7d395367e6,implementation_confirmation|payroll_and_earnings|tenure_and_progression,,police,direct_official_administrative_record,True,NJ,
application/pdf,f4cfd615e227ca454e07cd84614f3c3a7ff6d730d3ff3952e91d29ee84cd6ff3,payroll_roster,False,0,1212593,EXTPAYLOAD-c12c0abff9c1b628308203ef,EXTREADYQ-0c653054ddee54d9cbea32fc,EXTSRCREV-422e55da07af08a4a71b5740,,side_independent,pdf,False,0,,upgrades_growth_analysis|upgrades_local_wage_comparison,extraction_priority_high,True,high,EXTCAND-f20f59a70cb822db8775b3dc,,MECHEXP-2c19297e9b160ec77fbf0b90|MECHEXP-830a9134fa3ab2c82deda4ec|MECHEXP-b2ae1e872618c7a94f895c84|MECHEXP-ccb3acca321f819d1d7fb817,ROOTCOMP-c89d1faaf158c15445286309,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f4cfd615e227ca454e07cd84614f3c3a7ff6d730d3ff3952e91d29ee84cd6ff3.pdf,Nevis,False,Budget-Address-2026_FINAL.pdf,current_30_gib_store,2025,True,payroll_and_earnings,parse_text_pdf_extraction_queue,,2026-08-05T19:08:15.219975+00:00,parse_text_pdf_candidate,canonical_payload_sha256,usable_sampled_text_layer,EXTREADINESS-3dec38fc69bd48aca3bb64ba,parse_text_pdf_ready,EXTSOURCE-c12c0abff9c1b628308203ef,,,side_independent,direct_official_administrative_record,True,MN,
text/html; charset=utf-8,afd94dcd54e1c4f8d7a2216e2396fdfbbad07f3dfe23422fd70212dc5fd27209,ordinance_or_resolution,False,0,97589,EXTPAYLOAD-8d387b31fa2b8e13f7bce5c9,EXTREADYQ-0c66e6d8ac65d723decf3efd,EXTSRCREV-1a1e481c489f7975144bf4ac,,all_units,html,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,high,EXTCAND-98c21c811786d51b4703ab2d,,MECHEXP-13666b0b08eebc0bf8b1f6c6|MECHEXP-47073de407dca2a8f5117a9f|MECHEXP-5b1b2476fcef2f67f302d986|MECHEXP-6352e72608a89ad31f0feab1|MECHEXP-859b70094230135e9e75827c,ROOTCOMP-8ef49b02c4f7f36640e1191d,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/afd94dcd54e1c4f8d7a2216e2396fdfbbad07f3dfe23422fd70212dc5fd27209.html,Pecatonica,False,2026-Ordinances,current_30_gib_store,2026,True,implementation_confirmation,html_table_candidate_queue,,2026-08-05T19:06:44.411204+00:00,html_text_candidate,canonical_payload_sha256,html_table_structure_present,EXTREADINESS-6b7e95a8730be17eb9504cd6,html_table_candidate_ready,EXTSOURCE-8d387b31fa2b8e13f7bce5c9,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,table_candidate,all_units,official_administrative_summary,True,IL,
text/html; charset=UTF-8,21cd5f22cde92d648cdbe59cc2372e50c5a857f7afc2aaaa15a888503aa55cd6,payroll_roster,False,0,39991,EXTPAYLOAD-3eabd9828587de45c24befd7,EXTREADYQ-0c6931d3f614789e96575b35,EXTSRCREV-6726cf2d9ab2e960b984f7a6,,all_units,html,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,high,EXTCAND-e32ad3969fad8bf4f783122b,,MECHEXP-5fa3dabd635651eaff933ab2|MECHEXP-738e5cbb26ab4657fc53ed70|MECHEXP-a0ce9a5ca1ff5bec09f909dc|MECHEXP-b962509578c253a4a178a973|MECHEXP-f46f862ffd20015d883ec29d,ROOTCOMP-9d219ad01f5594061d789ea7,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/21cd5f22cde92d648cdbe59cc2372e50c5a857f7afc2aaaa15a888503aa55cd6.html,Kenesaw,False,index.php,current_30_gib_store,2017,True,multi_family_administrative_source,html_text_extraction_queue,,2026-08-05T19:00:41.179018+00:00,html_text_candidate,canonical_payload_sha256,substantive_visible_html_text,EXTREADINESS-3a5f492db9244c3bac1b1245,html_text_ready,EXTSOURCE-3eabd9828587de45c24befd7,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,,all_units,official_administrative_summary,True,NE,
text/html; charset=UTF-8,d24969d6d095db844d2672105562327d2dd02e9a28f2a5c582b38cc35363946c,ordinance_or_resolution,False,0,4706,EXTPAYLOAD-a113954e1ca69a17a459269f,EXTREADYQ-0c6a805ec839393acd88494e,EXTSRCREV-ade55af79ba6270cf49b5091,,side_independent,html,False,0,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,extraction_priority_high,True,high,EXTCAND-2e49c47dcc8a8023cf91dd69,,MECHEXP-23e3d2c100acd3b353952425|MECHEXP-473e2e7187def8b47a6703a3|MECHEXP-b8034d70990f7df89b9af0bc|MECHEXP-dd181b65ea2918e3bfd26a27,ROOTCOMP-46e5bcd892186b8e12df99b2,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d24969d6d095db844d2672105562327d2dd02e9a28f2a5c582b38cc35363946c.html,Corning,False,,current_30_gib_store,2025,True,implementation_confirmation,html_text_extraction_queue,,2026-08-05T19:06:45.883692+00:00,html_text_candidate,canonical_payload_sha256,substantive_visible_html_text,EXTREADINESS-cf648f781dc732c1b347e285,html_text_ready,EXTSOURCE-a113954e1ca69a17a459269f,staffing_and_headcount,,side_independent,official_administrative_summary,True,WI,
text/html,eafd80b2f0a2f9b47284f8f9e93c6bc79cefacd276815555b5a64d2500c38b53,compensation_study,False,0,30932,EXTPAYLOAD-5bdb8b2cab7fef4fc58abecc,EXTREADYQ-0c729f0a1f6d6944f23b3bd3,EXTSRCREV-19371374f8ba36ca7a35317f,,police,html,False,0,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_medium,True,repaired,RESCAND-e792409f9d3ed9579c7c7df6,,MECHEXP-2b78c7f2b60b236e306fb782|MECHEXP-31c3c0a8fbe3e2bbbe90f5d9|MECHEXP-447788363be4bbb5bda5a41e|MECHEXP-6a92028f58d5d6237132c06e|MECHEXP-7811a9522108cf735ff19d90|MECHEXP-c25be42a29e5cf14ff7a679a|MECHEXP-e6f21cd53ef8f5d2669a71f3,ROOTCOMP-852350e8ca4586fdf1f8a69b|ROOTCOMP-ed50d3ff4778e576730b8cee,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/eafd80b2f0a2f9b47284f8f9e93c6bc79cefacd276815555b5a64d2500c38b53.html,Bemidji,False,notices_bids,current_30_gib_store,2025,True,multi_family_administrative_source,html_text_extraction_queue,,2026-08-05T18:57:42.774429+00:00,html_text_candidate,canonical_payload_sha256,substantive_visible_html_text,EXTREADINESS-7d2e091adb8d7d6c7f60c38c,html_text_ready,EXTSOURCE-5bdb8b2cab7fef4fc58abecc,implementation_confirmation|recruitment_and_retention|staffing_and_headcount,,police,official_administrative_summary,True,MN,
text/html; charset=UTF-8,3a0562bb622fa834c6e89e637c7229773b475086b7b008ce4e793d59b1946d9f,payroll_roster,False,0,71440,EXTPAYLOAD-8452420dc497ece2e03b561d,EXTREADYQ-0c78a03f886e17ce7bd1afbc,EXTSRCREV-d019b729197e6920a6b6470a,,all_units,html,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,high,EXTCAND-77208fc1d8528d7a0a011b1a,,MECHEXP-7ae904d3d77bfb4e8d2332e8|MECHEXP-8ea394373a8d2c93c2a6f396|MECHEXP-a316ca56fff3ea1bdad50f15|MECHEXP-d61bc272adaff3883ff5460b,ROOTCOMP-3f23c8e830cecaa534849b56,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3a0562bb622fa834c6e89e637c7229773b475086b7b008ce4e793d59b1946d9f.html,Woodway,False,woodway,current_30_gib_store,2024,True,payroll_and_earnings,html_table_candidate_queue,,2026-08-05T19:03:43.994440+00:00,html_text_candidate,canonical_payload_sha256,structured_data_or_dataset_signal,EXTREADINESS-00056b1f970482a407d07d5a,html_structured_data_candidate,EXTSOURCE-8452420dc497ece2e03b561d,implementation_confirmation,table_candidate,all_units,official_administrative_summary,True,WA,
text/html; charset=utf-8,356f88f798c07f1c7c1240e7e063767c8bc96b434df5f17cff2710c3ae71077f,budget,False,0,114330,EXTPAYLOAD-fededf4ed9c92a7e0c530395,EXTREADYQ-0c7b1a18bd2b39fcc82da046,EXTSRCREV-ab20abe1e6c649812f4279b7,,unclear,html,False,0,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,high,RESCAND-3d1c0b904ebc942405480d3c,,MECHEXP-3402ad339a9d3c356f61304b|MECHEXP-37095a20659e577ec34a3171|MECHEXP-38fcb5afdfd7736a0bb2b66b|MECHEXP-7cf43fb4a61e224c9b657e02|MECHEXP-e22be5f9d48da103c97dca45,ROOTCOMP-cb596b07b63ca45314acb50a,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/356f88f798c07f1c7c1240e7e063767c8bc96b434df5f17cff2710c3ae71077f.html,Avery,False,Adopted-Budgets,current_30_gib_store,2022,True,payroll_and_earnings,html_text_extraction_queue,,2026-08-05T18:57:49.647981+00:00,html_text_candidate,canonical_payload_sha256,substantive_visible_html_text,EXTREADINESS-4e649babd5703bfdf13d36bf,html_text_ready,EXTSOURCE-fededf4ed9c92a7e0c530395,implementation_confirmation,,unclear,official_administrative_summary,True,TX,
