residual_target_id,raw_target_id,raw_row_number,search_wave,prior_compacted_target_id,municipality,state,period,side_scope,department_scope,external_data_family,missingness_id,missing_external_variable,current_claim_family,current_evidence_status,likely_source_family,expected_claim_upgrade,search_priority,linked_root_event_id,linked_mechanism_exposure_event_ids,query_primary,query_repair,terminal_without_search,lane_id,lane_sequence,raw_resolution
RESIDUAL-39de186b24be02fcc5554d05,EXTTARGET-a88ee185c12852b5871bddbc,70,external_search_wave_002_exhaustive_residual,,Albion,IN,2024,safety_combined,safety_combined,urbanicity_and_context,EXTMISS-25ed05e93e6113fd3c8150b0,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",enables hex-density placement and contextual interpretation,Tier 2,,,"""Albion"" ""IN"" ""2024"" safety_combined safety_combined authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Albion"" ""IN"" 2024 urbanicity_and_context authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime (site:.gov OR site:.us) filetype:pdf",resolved_by_authoritative_bulk_join,residual_search_lane_005,12,target_resolved_by_authoritative_bulk_join
RESIDUAL-660a94d3daa83ea5038a4d94,EXTTARGET-185ae73dd6aa10e2cf0bc46d,76,external_search_wave_002_exhaustive_residual,EXTSEARCH-e5cdbc9ca84736aad3207808,Albion,NY,undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,non_safety,non_safety,benefits_and_total_compensation,EXTMISS-621b6fca40fbaaf6e19c2b9a,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-30a6891d517ec437680b0841,MECHEXP-2cf29fb4dc373320ca951d68|MECHEXP-7c64a708f0ab676af50b4c80|MECHEXP-b2a2b2c268725e1c986b2560|MECHEXP-e369d23a987f53fa0948246c,"""Albion"" ""NY"" ""undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57"" non_safety non_safety pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Albion"" ""NY"" undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,13,linked_to_compacted_live_target
RESIDUAL-4e8e9f5a9f3b5a56c793230f,EXTTARGET-60374cc8b2f34662150b085c,81,external_search_wave_002_exhaustive_residual,EXTSEARCH-4c8915e30033b420d1508640,Alburtis,PA,2018,police,police,tenure_and_progression,EXTMISS-5535f4c56e4db33b87f1667e,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-0a1781d8acf2fc2b33ef3147|ROOTCOMP-2d21519fe66d04d08535df61,MECHEXP-0c542243d294a0e43b7c677e|MECHEXP-57e606a90c8c407908d52bfd|MECHEXP-667112d0d386e66672c34908|MECHEXP-6eb04f2561a567aad61dfc98|MECHEXP-840fcad6e763cc584b68fb23|MECHEXP-8d71d8af51a8490e99b93eee|MECHEXP-b929f72582040cd4551c1e63|MECHEXP-c6e61478456b8e306c2b770c,"""Alburtis"" ""PA"" ""2018"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2018 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,14,linked_to_compacted_live_target
RESIDUAL-00de943e4581ee7fd28f0139,EXTTARGET-b6229fabd9a8b88a238aa918,87,external_search_wave_002_exhaustive_residual,EXTSEARCH-4c8915e30033b420d1508640,Alburtis,PA,2018,police,police,recruitment_and_retention,EXTMISS-f516cf6b01968fb9db330fd6,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-0a1781d8acf2fc2b33ef3147|ROOTCOMP-2d21519fe66d04d08535df61,MECHEXP-0c542243d294a0e43b7c677e|MECHEXP-57e606a90c8c407908d52bfd|MECHEXP-667112d0d386e66672c34908|MECHEXP-6eb04f2561a567aad61dfc98|MECHEXP-840fcad6e763cc584b68fb23|MECHEXP-8d71d8af51a8490e99b93eee|MECHEXP-b929f72582040cd4551c1e63|MECHEXP-c6e61478456b8e306c2b770c,"""Alburtis"" ""PA"" ""2018"" police police applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2018 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,15,linked_to_compacted_live_target
RESIDUAL-fa8a7609f1b43b58318edd3f,EXTTARGET-25b94c12bc6371cb9db88f7c,93,external_search_wave_002_exhaustive_residual,EXTSEARCH-468e88096ed4ac6417df3d47,Alburtis,PA,2026,unclear,unclear,staffing_and_headcount,EXTMISS-329cfe2a40d35ab30bfd9199,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-76a255ce691307d289f3f592,MECHEXP-0f3909de85ceac9445e5d55b|MECHEXP-160cb6af33ac2fc9f1532101|MECHEXP-37bf27b74f9cb2d578ee2510|MECHEXP-85e3f716a4c8fdc860545de1|MECHEXP-cf99b3e4046a82130dec8610,"""Alburtis"" ""PA"" ""2026"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2026 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,16,linked_to_compacted_live_target
RESIDUAL-40b6674a70a98dd7e6c1bc7c,EXTTARGET-c3d359ebeb16499045212cd1,98,external_search_wave_002_exhaustive_residual,,Alburtis,PA,2026,unclear,unclear,urbanicity_and_context,EXTMISS-9bb49bd49381541a6df2cd4a,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",enables hex-density placement and contextual interpretation,Tier 2,,,"""Alburtis"" ""PA"" ""2026"" unclear unclear authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2026 urbanicity_and_context authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime (site:.gov OR site:.us) filetype:pdf",resolved_by_authoritative_bulk_join,residual_search_lane_005,17,target_resolved_by_authoritative_bulk_join
RESIDUAL-4c31961bb3868f2c0b843ec4,EXTTARGET-bece4064250ba754417022db,104,external_search_wave_002_exhaustive_residual,EXTSEARCH-eae2b66079e8e14a98cdace8,Alden,NY,2024,police,police,benefits_and_total_compensation,EXTMISS-c1a249da4dab416ef9e76033,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-2fa1c73170f02db91e2e360f,MECHEXP-111d4838e4b87cc27b3c8256|MECHEXP-4ee19408ad876d1c6dddf987|MECHEXP-786aa81081df79f552dee0ca|MECHEXP-8a1d936fa09873572186e1c2|MECHEXP-c91f5c8bf88dd625dc9fe5de,"""Alden"" ""NY"" ""2024"" police police pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" 2024 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,18,linked_to_compacted_live_target
RESIDUAL-6bdac4bfd855d6096bcab094,EXTTARGET-652c091761806d4e2bd5d5d2,110,external_search_wave_002_exhaustive_residual,EXTSEARCH-ba2900c5ebd9c9df31865fd6,Alden,NY,2025,unclear,unclear,implementation,EXTMISS-5decf9df7af9e1756a8a5c50,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-edc0f8b09da1511681aa28fc,MECHEXP-46287876961e7ceddc901054|MECHEXP-5f148775a99b23f6ab9d0313|MECHEXP-63b5b43b9dda0e5f645f436f|MECHEXP-702c2aa0a0182de7d92cd853|MECHEXP-a4f27e6adc5a6410ae4dd959,"""Alden"" ""NY"" ""2025"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" 2025 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,19,linked_to_compacted_live_target
RESIDUAL-e275b7646cdfceb520df5a8a,EXTTARGET-e8d63c09c56a873de7eb2ed2,116,external_search_wave_002_exhaustive_residual,EXTSEARCH-4da105770582a96dbdd1561d,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,unclear,tenure_and_progression,EXTMISS-b60a5c2081eeb3f6c6ce2c17,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-5ba8a9e870763c85aee503c9|ROOTCOMP-a94074c554cac3bff42fc96e,MECHEXP-14ac9af2b20edea751533a9c|MECHEXP-53cb85472c49f7f98b9bfc88|MECHEXP-56c3eb7e1fcde3aae011a946|MECHEXP-c494459c4659763e7fb396ae|MECHEXP-ce6698a675d27e85a8b14bfb|MECHEXP-d98fd1fe4f265b12ffcea509|MECHEXP-f6a0f0e1b44d5bbb88e1f95a,"""Alden"" ""NY"" ""undated-source-B4X2500LIVE-20260729-003896"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" undated-source-B4X2500LIVE-20260729-003896 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,20,linked_to_compacted_live_target
RESIDUAL-dc1c8fe88b30001db1f32b65,EXTTARGET-081082aa0aa86b2012e814f1,121,external_search_wave_002_exhaustive_residual,EXTSEARCH-4da105770582a96dbdd1561d,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,unclear,staffing_and_headcount,EXTMISS-268778cc9c10aa90acb73cd2,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-5ba8a9e870763c85aee503c9|ROOTCOMP-a94074c554cac3bff42fc96e,MECHEXP-14ac9af2b20edea751533a9c|MECHEXP-53cb85472c49f7f98b9bfc88|MECHEXP-56c3eb7e1fcde3aae011a946|MECHEXP-c494459c4659763e7fb396ae|MECHEXP-ce6698a675d27e85a8b14bfb|MECHEXP-d98fd1fe4f265b12ffcea509|MECHEXP-f6a0f0e1b44d5bbb88e1f95a,"""Alden"" ""NY"" ""undated-source-B4X2500LIVE-20260729-003896"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" undated-source-B4X2500LIVE-20260729-003896 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,21,linked_to_compacted_live_target
RESIDUAL-9b1eb3f5e258ca5e8d6b3a20,EXTTARGET-55c6773a72174ca3f4fc3f88,126,external_search_wave_002_exhaustive_residual,,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,unclear,urbanicity_and_context,EXTMISS-83e0f7aa46e32cb9c641534a,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",enables hex-density placement and contextual interpretation,Tier 2,,,"""Alden"" ""NY"" ""undated-source-B4X2500LIVE-20260729-003896"" unclear unclear authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" undated-source-B4X2500LIVE-20260729-003896 urbanicity_and_context authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime (site:.gov OR site:.us) filetype:pdf",resolved_by_authoritative_bulk_join,residual_search_lane_005,22,target_resolved_by_authoritative_bulk_join
