residual_target_id,raw_target_id,raw_row_number,search_wave,prior_compacted_target_id,municipality,state,period,side_scope,department_scope,external_data_family,missingness_id,missing_external_variable,current_claim_family,current_evidence_status,likely_source_family,expected_claim_upgrade,search_priority,linked_root_event_id,linked_mechanism_exposure_event_ids,query_primary,query_repair,terminal_without_search,lane_id,lane_sequence,raw_resolution
RESIDUAL-265ba8f8f2fc09cd77f5e196,EXTTARGET-9b5fe68a458f9a4191d417d0,75,external_search_wave_002_exhaustive_residual,EXTSEARCH-e5cdbc9ca84736aad3207808,Albion,NY,undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,non_safety,non_safety,implementation,EXTMISS-083b392670b88d123236e11b,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-30a6891d517ec437680b0841,MECHEXP-2cf29fb4dc373320ca951d68|MECHEXP-7c64a708f0ab676af50b4c80|MECHEXP-b2a2b2c268725e1c986b2560|MECHEXP-e369d23a987f53fa0948246c,"""Albion"" ""NY"" ""undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57"" non_safety non_safety payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Albion"" ""NY"" undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,13,linked_to_compacted_live_target
RESIDUAL-81d420279be6ceb1ee078fd6,EXTTARGET-b6229fabd9a8b88a238aa918,80,external_search_wave_002_exhaustive_residual,EXTSEARCH-4c8915e30033b420d1508640,Alburtis,PA,2018,police,police,recruitment_and_retention,EXTMISS-f516cf6b01968fb9db330fd6,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-0a1781d8acf2fc2b33ef3147|ROOTCOMP-2d21519fe66d04d08535df61,MECHEXP-0c542243d294a0e43b7c677e|MECHEXP-57e606a90c8c407908d52bfd|MECHEXP-667112d0d386e66672c34908|MECHEXP-6eb04f2561a567aad61dfc98|MECHEXP-840fcad6e763cc584b68fb23|MECHEXP-8d71d8af51a8490e99b93eee|MECHEXP-b929f72582040cd4551c1e63|MECHEXP-c6e61478456b8e306c2b770c,"""Alburtis"" ""PA"" ""2018"" police police applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2018 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,14,linked_to_compacted_live_target
RESIDUAL-0092c6f9d9a6693c86be322f,EXTTARGET-25fd2e9628b42cc54c5734dd,86,external_search_wave_002_exhaustive_residual,EXTSEARCH-4c8915e30033b420d1508640,Alburtis,PA,2018,police,police,staffing_and_headcount,EXTMISS-cbfd9027c968f872a3a94d83,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-0a1781d8acf2fc2b33ef3147|ROOTCOMP-2d21519fe66d04d08535df61,MECHEXP-0c542243d294a0e43b7c677e|MECHEXP-57e606a90c8c407908d52bfd|MECHEXP-667112d0d386e66672c34908|MECHEXP-6eb04f2561a567aad61dfc98|MECHEXP-840fcad6e763cc584b68fb23|MECHEXP-8d71d8af51a8490e99b93eee|MECHEXP-b929f72582040cd4551c1e63|MECHEXP-c6e61478456b8e306c2b770c,"""Alburtis"" ""PA"" ""2018"" police police authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2018 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,15,linked_to_compacted_live_target
RESIDUAL-8df394d00ed98061cc146722,EXTTARGET-eaeddf9d21ab6ad2caaa9a85,91,external_search_wave_002_exhaustive_residual,,Alburtis,PA,2018,police,police,urbanicity_and_context,EXTMISS-1153bc2dd1a490f4bcbcb514,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",enables hex-density placement and contextual interpretation,Tier 2,,,"""Alburtis"" ""PA"" ""2018"" police police authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2018 urbanicity_and_context authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime (site:.gov OR site:.us) filetype:pdf",resolved_by_authoritative_bulk_join,residual_search_lane_004,16,target_resolved_by_authoritative_bulk_join
RESIDUAL-9b6fc112bf1febd4345408f3,EXTTARGET-4705a8f76dc99f322ca52001,97,external_search_wave_002_exhaustive_residual,EXTSEARCH-468e88096ed4ac6417df3d47,Alburtis,PA,2026,unclear,unclear,benefits_and_total_compensation,EXTMISS-bef47369afceb6b4d2d9a798,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-76a255ce691307d289f3f592,MECHEXP-0f3909de85ceac9445e5d55b|MECHEXP-160cb6af33ac2fc9f1532101|MECHEXP-37bf27b74f9cb2d578ee2510|MECHEXP-85e3f716a4c8fdc860545de1|MECHEXP-cf99b3e4046a82130dec8610,"""Alburtis"" ""PA"" ""2026"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2026 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,17,linked_to_compacted_live_target
RESIDUAL-52ac434eb68cc696228a0af6,EXTTARGET-98c978fb3379d51a8f2d5f76,103,external_search_wave_002_exhaustive_residual,EXTSEARCH-eae2b66079e8e14a98cdace8,Alden,NY,2024,police,police,implementation,EXTMISS-3d7fd5cfead93e3275daeb44,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-2fa1c73170f02db91e2e360f,MECHEXP-111d4838e4b87cc27b3c8256|MECHEXP-4ee19408ad876d1c6dddf987|MECHEXP-786aa81081df79f552dee0ca|MECHEXP-8a1d936fa09873572186e1c2|MECHEXP-c91f5c8bf88dd625dc9fe5de,"""Alden"" ""NY"" ""2024"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" 2024 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,18,linked_to_compacted_live_target
RESIDUAL-8b36b32de9c1e73ef41dfb95,EXTTARGET-9ebd2c7b5b7b404feee7d387,108,external_search_wave_002_exhaustive_residual,EXTSEARCH-ba2900c5ebd9c9df31865fd6,Alden,NY,2025,unclear,unclear,recruitment_and_retention,EXTMISS-557e6ad492a5a0c7a5454608,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-edc0f8b09da1511681aa28fc,MECHEXP-46287876961e7ceddc901054|MECHEXP-5f148775a99b23f6ab9d0313|MECHEXP-63b5b43b9dda0e5f645f436f|MECHEXP-702c2aa0a0182de7d92cd853|MECHEXP-a4f27e6adc5a6410ae4dd959,"""Alden"" ""NY"" ""2025"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" 2025 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,19,linked_to_compacted_live_target
RESIDUAL-9541ce02eaacaa1af5a3207d,EXTTARGET-9322ce290981e2d6c68c8ba7,115,external_search_wave_002_exhaustive_residual,EXTSEARCH-4da105770582a96dbdd1561d,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,unclear,recruitment_and_retention,EXTMISS-aa628641a99b9c7d61bac3ad,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-5ba8a9e870763c85aee503c9|ROOTCOMP-a94074c554cac3bff42fc96e,MECHEXP-14ac9af2b20edea751533a9c|MECHEXP-53cb85472c49f7f98b9bfc88|MECHEXP-56c3eb7e1fcde3aae011a946|MECHEXP-c494459c4659763e7fb396ae|MECHEXP-ce6698a675d27e85a8b14bfb|MECHEXP-d98fd1fe4f265b12ffcea509|MECHEXP-f6a0f0e1b44d5bbb88e1f95a,"""Alden"" ""NY"" ""undated-source-B4X2500LIVE-20260729-003896"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" undated-source-B4X2500LIVE-20260729-003896 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,20,linked_to_compacted_live_target
RESIDUAL-bd8209eeb2e2d4838e57e77e,EXTTARGET-dd85998660d52ba905adb54d,120,external_search_wave_002_exhaustive_residual,EXTSEARCH-4da105770582a96dbdd1561d,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,unclear,payroll_and_earnings,EXTMISS-81f98dd53220710743f9482c,"actual wages paid, total earnings, overtime, premiums, retroactive payments",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-5ba8a9e870763c85aee503c9|ROOTCOMP-a94074c554cac3bff42fc96e,MECHEXP-14ac9af2b20edea751533a9c|MECHEXP-53cb85472c49f7f98b9bfc88|MECHEXP-56c3eb7e1fcde3aae011a946|MECHEXP-c494459c4659763e7fb396ae|MECHEXP-ce6698a675d27e85a8b14bfb|MECHEXP-d98fd1fe4f265b12ffcea509|MECHEXP-f6a0f0e1b44d5bbb88e1f95a,"""Alden"" ""NY"" ""undated-source-B4X2500LIVE-20260729-003896"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" undated-source-B4X2500LIVE-20260729-003896 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,21,linked_to_compacted_live_target
RESIDUAL-aa2b5cb38cd41a0a4f824fe0,EXTTARGET-b98c7aee2a5eef01947e1469,125,external_search_wave_002_exhaustive_residual,EXTSEARCH-4da105770582a96dbdd1561d,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,unclear,benefits_and_total_compensation,EXTMISS-5a3ae3790a4912dbed50f0a1,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-5ba8a9e870763c85aee503c9|ROOTCOMP-a94074c554cac3bff42fc96e,MECHEXP-14ac9af2b20edea751533a9c|MECHEXP-53cb85472c49f7f98b9bfc88|MECHEXP-56c3eb7e1fcde3aae011a946|MECHEXP-c494459c4659763e7fb396ae|MECHEXP-ce6698a675d27e85a8b14bfb|MECHEXP-d98fd1fe4f265b12ffcea509|MECHEXP-f6a0f0e1b44d5bbb88e1f95a,"""Alden"" ""NY"" ""undated-source-B4X2500LIVE-20260729-003896"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" undated-source-B4X2500LIVE-20260729-003896 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,22,linked_to_compacted_live_target
