call_type,candidate_source_count,failure_class,finished_at,input_tokens,lane_id,output_tokens,query,query_version,raw_target_id,reasoning_tokens,residual_target_id,response_id_present,retry_linkage,search_call_id,started_at,terminal_status,total_tokens
production_primary,23,,2026-08-05T01:56:21.386591+00:00,8706,residual_search_lane_001,668,"""Alfred"" ""NY"" ""undated-source-B4X2500LIVE-20260729-008894"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-5cc588145fc7cc3cfa211d14,134,RESIDUAL-92fcf60ab1726aab2a6a621f,True,,RESCALL-efcd1f17da6d8b19bbe4a9b3,2026-08-05T01:56:14.792570+00:00,success,9374
production_primary,27,,2026-08-05T01:56:28.104218+00:00,8698,residual_search_lane_001,670,"""Algonac"" ""MI"" ""undated-source-B4X2500LIVE-20260729-002884"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-1e46100f578da1b4c7d7ffc3,114,RESIDUAL-1040b2546caebace1a5712cd,True,,RESCALL-0e00514473828b28106d3372,2026-08-05T01:56:21.393151+00:00,success,9368
production_primary,39,,2026-08-05T01:56:40.330199+00:00,12665,residual_search_lane_001,1334,"""Algonac"" ""MI"" ""undated-source-B4X2500LIVE-20260729-002884"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-57f96071a4bc8b54f09b7d90,226,RESIDUAL-f1deb572cc325eee466cb0de,True,,RESCALL-42af5b1ae23a5ed93aa9c44e,2026-08-05T01:56:28.106799+00:00,success,13999
production_primary,30,,2026-08-05T01:56:52.296052+00:00,12945,residual_search_lane_001,1373,"""Algonac"" ""MI"" ""undated-source-B4X2500LIVE-20260729-002884"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-b0ac5835a1baa19b35f5ff47,240,RESIDUAL-c5f44540aa46384adad3c3eb,True,,RESCALL-f804f984d027251beaa31aef,2026-08-05T01:56:40.332650+00:00,success,14318
production_primary,34,,2026-08-05T01:57:03.464303+00:00,12814,residual_search_lane_001,1327,"""Allegan"" ""MI"" ""2014"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-cd1fa1a2d7b2350880f2fa41,232,RESIDUAL-9449bc2e2b78b07027320cb2,True,,RESCALL-e7bc3ec37daa24203d5e6b95,2026-08-05T01:56:52.299278+00:00,success,14141
production_primary,28,,2026-08-05T01:57:12.597205+00:00,8741,residual_search_lane_001,1085,"""Allegan"" ""MI"" ""undated-source-BRMGRS-20260802-56ac3cb4c44b6e0f2d10047b"" non_safety non_safety applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-c04da605afe1381c8c44cef8,125,RESIDUAL-7698a223f8a3592eb75b002d,True,,RESCALL-c60025638c0d01eacf9a2083,2026-08-05T01:57:03.467086+00:00,success,9826
production_primary,29,,2026-08-05T01:57:29.986857+00:00,12308,residual_search_lane_001,1305,"""Allegan"" ""MI"" ""undated-source-BRMGRS-20260802-56ac3cb4c44b6e0f2d10047b"" police police authorized positions, filled positions, vacancy rate, layoffs, attrition ordinance_council_adoption municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-a0e1a3fb1bae02fd86713de9,259,RESIDUAL-22032c35e5f3dcc8c8c6dd7c,True,,RESCALL-2814f48ac2bce1e06de5f7b9,2026-08-05T01:57:12.600256+00:00,success,13613
production_primary,27,,2026-08-05T01:57:39.447281+00:00,8804,residual_search_lane_001,1035,"""Allegan"" ""MI"" ""undated-source-BRMGRS-20260802-56ac3cb4c44b6e0f2d10047b"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation ordinance_council_adoption municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-bb016f5e0b7faaf504e8a08f,141,RESIDUAL-6f321fa8a5d9cfc964727347,True,,RESCALL-c87649686a673cadd41fb54d,2026-08-05T01:57:29.989951+00:00,success,9839
production_primary,25,,2026-08-05T01:57:51.418988+00:00,8801,residual_search_lane_001,1333,"""Allegheny"" ""PA"" ""2023"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-121c7f37a8aa7cafb1c50536,118,RESIDUAL-29cf718810d0f5b1586c6f96,True,,RESCALL-da717035b9d72b197ad42edc,2026-08-05T01:57:39.450678+00:00,success,10134
production_primary,45,,2026-08-05T01:58:04.784969+00:00,12835,residual_search_lane_001,1170,"""Altamont"" ""KS"" ""2024"" police police authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-fca67aa2ecab07cc99d034ee,228,RESIDUAL-93155b9025bb72c35a6f340b,True,,RESCALL-e19d79b718383271aff96b0a,2026-08-05T01:57:51.421581+00:00,success,14005
production_primary,37,,2026-08-05T01:58:15.459514+00:00,12493,residual_search_lane_001,1179,"""Altamont"" ""NY"" ""2022"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-924f62cc35bc148395700b0e,223,RESIDUAL-998c1aae2f99906c18a3be39,True,,RESCALL-7fbc3a7e88ec065fd12ca710,2026-08-05T01:58:04.790687+00:00,success,13672
production_primary,24,,2026-08-05T01:58:22.901366+00:00,8740,residual_search_lane_001,891,"""American"" ""OH"" ""2017"" fire fire pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-cacf3836e9c8add76280b495,136,RESIDUAL-3a59f0b8abe1930c157ba472,True,,RESCALL-b2c10da20fa5a84b81ee8016,2026-08-05T01:58:15.462775+00:00,success,9631
production_primary,41,,2026-08-05T01:58:35.967062+00:00,13079,residual_search_lane_001,1064,"""Amherst"" ""OH"" ""2022"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-f7ba8e1cea019ee90c15246d,261,RESIDUAL-fac49c2aa5272b4336833ac3,True,,RESCALL-bae59d019c0d66291cdaaea3,2026-08-05T01:58:22.903757+00:00,success,14143
production_primary,52,,2026-08-05T01:58:45.047898+00:00,12537,residual_search_lane_001,1024,"""Amherst"" ""OH"" ""2023"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-cdcf91553126d4942d9819a5,225,RESIDUAL-833c12d252137ea061536e68,True,,RESCALL-ba34cd2d8f8a32b1a2efaa1c,2026-08-05T01:58:35.971303+00:00,success,13561
production_primary,29,,2026-08-05T01:58:52.359654+00:00,8811,residual_search_lane_001,880,"""Amherst"" ""OH"" ""2024"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-eb8c3566b7e7e94161613ee8,108,RESIDUAL-f86717ffa9e9c2a17386c05b,True,,RESCALL-4e9b23bb7ba4982beffc97f8,2026-08-05T01:58:45.052925+00:00,success,9691
production_primary,9,,2026-08-05T01:58:58.572645+00:00,8693,residual_search_lane_001,754,"""Amherst"" ""OH"" ""2025"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-386a53fa8f7feb0cae9ce4a0,102,RESIDUAL-1d76db884338570020e93b6f,True,,RESCALL-de544c91f51d9ee2c0e6d360,2026-08-05T01:58:52.363597+00:00,success,9447
production_primary,24,,2026-08-05T01:59:06.409962+00:00,8803,residual_search_lane_001,1060,"""Amsterdam"" ""NY"" ""2024"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-dd8d5560cedbc39fffe4cf78,138,RESIDUAL-63e2a7a06b7c8047e533fa8a,True,,RESCALL-a7fd711daa34c8f58e9ef200,2026-08-05T01:58:58.574712+00:00,success,9863
production_primary,29,,2026-08-05T01:59:16.160428+00:00,8690,residual_search_lane_001,1358,"""Amsterdam"" ""NY"" ""2024"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-cebe663ff732f9d84b15c52a,110,RESIDUAL-b7efa7de6ed4583f4fbf4210,True,,RESCALL-46bd8e55e9eb88947d244b30,2026-08-05T01:59:06.412975+00:00,success,10048
production_primary,34,,2026-08-05T01:59:26.558508+00:00,16601,residual_search_lane_001,858,"""Ancram"" ""NY"" ""2022"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-ef1dd69012a017923ddf5d4e,292,RESIDUAL-053204f0893bc34d3d9acb9d,True,,RESCALL-71903d18f95fc19b664038a0,2026-08-05T01:59:16.165783+00:00,success,17459
production_primary,27,,2026-08-05T01:59:34.326843+00:00,8761,residual_search_lane_001,826,"""Anderson"" ""OH"" ""undated-source-CBSRD-20260728-adf33ca00876e65f51f5"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-2912593bff6d9c9dc459b73b,117,RESIDUAL-9b21d98ab4621f79cb4b86c1,True,,RESCALL-2e25935b305c31eaa9c8bb03,2026-08-05T01:59:26.562312+00:00,success,9587
production_primary,23,,2026-08-05T01:59:41.457878+00:00,8701,residual_search_lane_001,914,"""Andover"" ""CT"" ""2015"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-fad15b23a50630b197882bac,119,RESIDUAL-5be305383b2d90ca3f3dbc64,True,,RESCALL-f1f0ca96710f3923df2344e6,2026-08-05T01:59:34.332113+00:00,success,9615
production_primary,21,,2026-08-05T01:59:51.523426+00:00,7569,residual_search_lane_001,886,"""Andover"" ""CT"" ""2024"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-63b11bee936aef05edc6b414,120,RESIDUAL-c046efe21e1069e668c704db,True,,RESCALL-b7359cfbcecfa8aeaf7061ff,2026-08-05T01:59:41.462136+00:00,success,8455
production_primary,20,,2026-08-05T01:59:59.109944+00:00,7096,residual_search_lane_001,1008,"""Andover"" ""CT"" ""2025"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-805ad54ec2228d8dc4043e6f,120,RESIDUAL-0f74c7125d72acebd4095350,True,,RESCALL-1d81e3b9a98c4ae2d93cccf5,2026-08-05T01:59:51.528480+00:00,success,8104
production_primary,23,,2026-08-05T02:00:06.068304+00:00,8670,residual_search_lane_001,772,"""Andover"" ""ME"" ""2020"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-2de3d6c51bb4307203bd3e64,126,RESIDUAL-ebd7688380fa5ef1ff489fd3,True,,RESCALL-44b790cc4661645eba83ec50,2026-08-05T01:59:59.112062+00:00,success,9442
production_primary,19,,2026-08-05T02:00:15.987382+00:00,10626,residual_search_lane_001,976,"""Andover"" ""ME"" ""2020"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-6d786a9df8a8a8bfa361af13,226,RESIDUAL-7df8881ff5d5c7aaf5e0b46a,True,,RESCALL-b4099ba8ac82d2864e26784b,2026-08-05T02:00:06.071666+00:00,success,11602
production_primary,39,,2026-08-05T02:00:28.489464+00:00,13011,residual_search_lane_001,1334,"""Andover"" ""ME"" ""2020"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-2335003ee04fbad0656056b6,265,RESIDUAL-48bf4d517b63bd3dc585ae31,True,,RESCALL-a7ce88754acb689ed3058971,2026-08-05T02:00:15.990251+00:00,success,14345
production_primary,26,,2026-08-05T02:00:35.913560+00:00,8706,residual_search_lane_001,875,"""Andover"" ""ME"" ""2025"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record",wave2_event_specific_v1,EXTTARGET-ef601d1a6072ffd26ebf9993,106,RESIDUAL-8ced3072eae78b982817c153,True,,RESCALL-8fb3026adc982f08c37f0125,2026-08-05T02:00:28.493389+00:00,success,9581
