residual_target_id,raw_target_id,raw_row_number,search_wave,prior_compacted_target_id,municipality,state,period,side_scope,department_scope,external_data_family,missingness_id,missing_external_variable,current_claim_family,current_evidence_status,likely_source_family,expected_claim_upgrade,search_priority,linked_root_event_id,linked_mechanism_exposure_event_ids,query_primary,query_repair,terminal_without_search,lane_id,lane_sequence,raw_resolution
RESIDUAL-41a8ea7f5f8a5dbed01cd80d,EXTTARGET-89bba986fc0a41b5dcb4ae49,59,external_search_wave_002_exhaustive_residual,EXTSEARCH-b866271979411a3a4a7389f6,Alban,WI,2022,unclear,unclear,recruitment_and_retention,EXTMISS-8654ac1f9d2839812ee91962,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-f6a5356e1966b7ce1b190a17,MECHEXP-1d18f861ab95897d6507967d|MECHEXP-2af5ee42b1ee515661efb39c|MECHEXP-7a799fefb30950d6b3770e07|MECHEXP-ab700f378f74232929f1fce7,"""Alban"" ""WI"" ""2022"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alban"" ""WI"" 2022 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,11,linked_to_compacted_live_target
RESIDUAL-015f8905b908eb23ea490622,EXTTARGET-d7720d4764921f0a6ddc6f4c,65,external_search_wave_002_exhaustive_residual,EXTSEARCH-61c3a015d2296b0e0782b2ba,Albion,IN,2024,safety_combined,safety_combined,staffing_and_headcount,EXTMISS-1b9c7c2e13345485df3fc127,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-1564f55f3fa6ddb08a4c33b6,MECHEXP-012cc36548df9cf33955be65|MECHEXP-0e88a823884d8f830657976b|MECHEXP-8a30b9ba238b18ff28cc4451|MECHEXP-ad6a5a322d6e2def0bdcc67a|MECHEXP-e320c724c973355ff0676021,"""Albion"" ""IN"" ""2024"" safety_combined safety_combined authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Albion"" ""IN"" 2024 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,12,linked_to_compacted_live_target
RESIDUAL-7d9ad32eeb276cb2de354186,EXTTARGET-6ba24dbe0752b9a979db1d6c,71,external_search_wave_002_exhaustive_residual,EXTSEARCH-e5cdbc9ca84736aad3207808,Albion,NY,undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,non_safety,non_safety,payroll_and_earnings,EXTMISS-325715c24a926adedaaf4723,"actual wages paid, total earnings, overtime, premiums, retroactive payments",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-30a6891d517ec437680b0841,MECHEXP-2cf29fb4dc373320ca951d68|MECHEXP-7c64a708f0ab676af50b4c80|MECHEXP-b2a2b2c268725e1c986b2560|MECHEXP-e369d23a987f53fa0948246c,"""Albion"" ""NY"" ""undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57"" non_safety non_safety actual wages paid, total earnings, overtime, premiums, retroactive payments budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Albion"" ""NY"" undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,13,linked_to_compacted_live_target
RESIDUAL-eeb6feaee99758f8a6b35706,EXTTARGET-daeec61d44dd01223a4b4700,77,external_search_wave_002_exhaustive_residual,,Albion,NY,undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,non_safety,non_safety,urbanicity_and_context,EXTMISS-81d701956f135413b3b53d5e,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",enables hex-density placement and contextual interpretation,Tier 2,,,"""Albion"" ""NY"" ""undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57"" non_safety non_safety authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Albion"" ""NY"" undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57 urbanicity_and_context authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime (site:.gov OR site:.us) filetype:pdf",resolved_by_authoritative_bulk_join,residual_search_lane_001,14,target_resolved_by_authoritative_bulk_join
RESIDUAL-f8124c8013b61da172524f54,EXTTARGET-f0d7434b2b42103487659be6,82,external_search_wave_002_exhaustive_residual,EXTSEARCH-4c8915e30033b420d1508640,Alburtis,PA,2018,police,police,implementation,EXTMISS-c5a83f6210d4a9dde21080f3,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-0a1781d8acf2fc2b33ef3147|ROOTCOMP-2d21519fe66d04d08535df61,MECHEXP-0c542243d294a0e43b7c677e|MECHEXP-57e606a90c8c407908d52bfd|MECHEXP-667112d0d386e66672c34908|MECHEXP-6eb04f2561a567aad61dfc98|MECHEXP-840fcad6e763cc584b68fb23|MECHEXP-8d71d8af51a8490e99b93eee|MECHEXP-b929f72582040cd4551c1e63|MECHEXP-c6e61478456b8e306c2b770c,"""Alburtis"" ""PA"" ""2018"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2018 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,15,linked_to_compacted_live_target
RESIDUAL-8df7fea5273cecc33a7d3b5e,EXTTARGET-60374cc8b2f34662150b085c,88,external_search_wave_002_exhaustive_residual,EXTSEARCH-4c8915e30033b420d1508640,Alburtis,PA,2018,police,police,tenure_and_progression,EXTMISS-5535f4c56e4db33b87f1667e,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-0a1781d8acf2fc2b33ef3147|ROOTCOMP-2d21519fe66d04d08535df61,MECHEXP-0c542243d294a0e43b7c677e|MECHEXP-57e606a90c8c407908d52bfd|MECHEXP-667112d0d386e66672c34908|MECHEXP-6eb04f2561a567aad61dfc98|MECHEXP-840fcad6e763cc584b68fb23|MECHEXP-8d71d8af51a8490e99b93eee|MECHEXP-b929f72582040cd4551c1e63|MECHEXP-c6e61478456b8e306c2b770c,"""Alburtis"" ""PA"" ""2018"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2018 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,16,linked_to_compacted_live_target
RESIDUAL-c0953c5a712613bb9f66f0f9,EXTTARGET-434c3c03973c7901f0414a35,94,external_search_wave_002_exhaustive_residual,EXTSEARCH-468e88096ed4ac6417df3d47,Alburtis,PA,2026,unclear,unclear,recruitment_and_retention,EXTMISS-6a1aaa9e8e9939493761030f,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-76a255ce691307d289f3f592,MECHEXP-0f3909de85ceac9445e5d55b|MECHEXP-160cb6af33ac2fc9f1532101|MECHEXP-37bf27b74f9cb2d578ee2510|MECHEXP-85e3f716a4c8fdc860545de1|MECHEXP-cf99b3e4046a82130dec8610,"""Alburtis"" ""PA"" ""2026"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2026 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,17,linked_to_compacted_live_target
RESIDUAL-90090e352ca45f50570568d2,EXTTARGET-750ec50787b0ec311e0da925,100,external_search_wave_002_exhaustive_residual,EXTSEARCH-eae2b66079e8e14a98cdace8,Alden,NY,2024,police,police,staffing_and_headcount,EXTMISS-67d60fb6119ec477378c5830,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-2fa1c73170f02db91e2e360f,MECHEXP-111d4838e4b87cc27b3c8256|MECHEXP-4ee19408ad876d1c6dddf987|MECHEXP-786aa81081df79f552dee0ca|MECHEXP-8a1d936fa09873572186e1c2|MECHEXP-c91f5c8bf88dd625dc9fe5de,"""Alden"" ""NY"" ""2024"" police police authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" 2024 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,18,linked_to_compacted_live_target
RESIDUAL-59652b47addc1ae7163ece38,EXTTARGET-94520a432bdcbec8fc5f0adc,105,external_search_wave_002_exhaustive_residual,,Alden,NY,2024,police,police,urbanicity_and_context,EXTMISS-3d73fddcdb5f65a25a6f8b49,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",enables hex-density placement and contextual interpretation,Tier 2,,,"""Alden"" ""NY"" ""2024"" police police authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" 2024 urbanicity_and_context authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime (site:.gov OR site:.us) filetype:pdf",resolved_by_authoritative_bulk_join,residual_search_lane_001,19,target_resolved_by_authoritative_bulk_join
RESIDUAL-0bd069cf4d1627d40be28a3d,EXTTARGET-b3d5a71407edc290d8d91d97,111,external_search_wave_002_exhaustive_residual,EXTSEARCH-ba2900c5ebd9c9df31865fd6,Alden,NY,2025,unclear,unclear,benefits_and_total_compensation,EXTMISS-b72b05406019f96d51e7c170,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-edc0f8b09da1511681aa28fc,MECHEXP-46287876961e7ceddc901054|MECHEXP-5f148775a99b23f6ab9d0313|MECHEXP-63b5b43b9dda0e5f645f436f|MECHEXP-702c2aa0a0182de7d92cd853|MECHEXP-a4f27e6adc5a6410ae4dd959,"""Alden"" ""NY"" ""2025"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" 2025 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,20,linked_to_compacted_live_target
RESIDUAL-f8bf1c61b8f3e743b973a7f6,EXTTARGET-9f0d9cb2aca4b4f09deb9ef3,117,external_search_wave_002_exhaustive_residual,EXTSEARCH-4da105770582a96dbdd1561d,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,unclear,implementation,EXTMISS-c939039c93d2d70d8d428095,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-5ba8a9e870763c85aee503c9|ROOTCOMP-a94074c554cac3bff42fc96e,MECHEXP-14ac9af2b20edea751533a9c|MECHEXP-53cb85472c49f7f98b9bfc88|MECHEXP-56c3eb7e1fcde3aae011a946|MECHEXP-c494459c4659763e7fb396ae|MECHEXP-ce6698a675d27e85a8b14bfb|MECHEXP-d98fd1fe4f265b12ffcea509|MECHEXP-f6a0f0e1b44d5bbb88e1f95a,"""Alden"" ""NY"" ""undated-source-B4X2500LIVE-20260729-003896"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" undated-source-B4X2500LIVE-20260729-003896 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,21,linked_to_compacted_live_target
RESIDUAL-0e51263e1c90d59453240645,EXTTARGET-9322ce290981e2d6c68c8ba7,122,external_search_wave_002_exhaustive_residual,EXTSEARCH-4da105770582a96dbdd1561d,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,unclear,recruitment_and_retention,EXTMISS-aa628641a99b9c7d61bac3ad,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-5ba8a9e870763c85aee503c9|ROOTCOMP-a94074c554cac3bff42fc96e,MECHEXP-14ac9af2b20edea751533a9c|MECHEXP-53cb85472c49f7f98b9bfc88|MECHEXP-56c3eb7e1fcde3aae011a946|MECHEXP-c494459c4659763e7fb396ae|MECHEXP-ce6698a675d27e85a8b14bfb|MECHEXP-d98fd1fe4f265b12ffcea509|MECHEXP-f6a0f0e1b44d5bbb88e1f95a,"""Alden"" ""NY"" ""undated-source-B4X2500LIVE-20260729-003896"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" undated-source-B4X2500LIVE-20260729-003896 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,22,linked_to_compacted_live_target
