residual_target_id,raw_target_id,raw_row_number,search_wave,prior_compacted_target_id,municipality,state,period,side_scope,department_scope,external_data_family,missingness_id,missing_external_variable,current_claim_family,current_evidence_status,likely_source_family,expected_claim_upgrade,search_priority,linked_root_event_id,linked_mechanism_exposure_event_ids,query_primary,query_repair,terminal_without_search,lane_id,lane_sequence,raw_resolution,superseded_terminal_status,resume_reason,resume_required,resume_precondition
RESIDUAL-c01841180517129ee621bb5c,EXTTARGET-7445634e4d17cb50bda21a43,18699,external_search_wave_002_exhaustive_residual,EXTSEARCH-8bef017feae653d1075aa94e,Togiak,AK,undated-source-CBSRD-20260728-6dbe81366092e535caca,unclear,unclear,staffing_and_headcount,EXTMISS-f15f37c7490ada04a22a3b99,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-df127a7827589ca659be5a16,MECHEXP-0bb1d36e924895e01aa03d85|MECHEXP-0f2c91edacbb72c5796109e0|MECHEXP-84efeb3b297285e925127d3e|MECHEXP-d3ce0c3625ed5b3a5b1269df,"""Togiak"" ""AK"" ""undated-source-CBSRD-20260728-6dbe81366092e535caca"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Togiak"" ""AK"" undated-source-CBSRD-20260728-6dbe81366092e535caca staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,3330,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c01a97c4edbd9b6fe4b57745,EXTTARGET-1abbe48504b73cc657f830b4,20500,external_search_wave_002_exhaustive_residual,EXTSEARCH-1ecec2bb3dcffa0c0ac4de2b,Westmorland,CA,2025,non_safety,non_safety,tenure_and_progression,EXTMISS-60c7087373ff03e4fd59ccb0,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-0fe4dbe37d66bd85358069bc|ROOTCOMP-477debf8e9c7cd6cdbd88206|ROOTCOMP-b25514e3897f9c276b0c773f,MECHEXP-0adffdc37c59d783d0e667d8|MECHEXP-1ea67b1827d883a792a1513c|MECHEXP-32702bd2ff33320cb7e5b6c9|MECHEXP-52b18ffb8cf269ec1a6e3467|MECHEXP-604a44e93f9cb9f217309bfe|MECHEXP-662b3f450a255b2262e924b6|MECHEXP-66af12ceb2a34ebaa0f48d59|MECHEXP-731e86ec8370c4e7c7eba5d2|MECHEXP-8bef2d81177386994b25fdb3|MECHEXP-a949a3794574d8007e81a9ed|MECHEXP-acee13d11e3255a406e2b0ad|MECHEXP-b40847b2b87aed047a1cd3e2|MECHEXP-c2cf6f498c9b514d29931df7|MECHEXP-ca960b8d6fec2f8df1635fb0|MECHEXP-d7c2420bae7ddbe6af4d9912|MECHEXP-e4bcfd5749ad6dceb75832f3|MECHEXP-e564e68ac93d0b5ccc387b91|MECHEXP-f3f7f8efd5686f1ae2f64301,"""Westmorland"" ""CA"" ""2025"" non_safety non_safety employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Westmorland"" ""CA"" 2025 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,3652,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c01afaf736f926f0e119cf12,EXTTARGET-5f37ddeacd64a0e87fa9bcfd,20913,external_search_wave_002_exhaustive_residual,EXTSEARCH-5f93b3d42a1e654bd2b5e7d9,Yacolt,WA,2021,unclear,unclear,tenure_and_progression,EXTMISS-42bb6f190cfe75bda534855e,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",across_the_board_raise,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-1ecbe0db303bef0c4ab3543a,MECHEXP-02a1ef7d7df53e81e8f99d3b|MECHEXP-0bfba822aa17145cebe08512|MECHEXP-45ce41c77855ab849ca94452|MECHEXP-dc9ea9dbc49d07eafd4613fc|MECHEXP-e7590e9e00555428b06c101a,"""Yacolt"" ""WA"" ""2021"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Yacolt"" ""WA"" 2021 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,3725,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c0235b7a011639356de3009e,EXTTARGET-7268a3a1da85aa07b07bca7b,20841,external_search_wave_002_exhaustive_residual,EXTSEARCH-3dda15c9facdc760d0cbc812,Woodway,WA,2024,unclear,unclear,staffing_and_headcount,EXTMISS-0af1d4535bbad5018a2e58e1,"authorized positions, filled positions, vacancy rate, layoffs, attrition",non_base_compensation,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-3f23c8e830cecaa534849b56,MECHEXP-7ae904d3d77bfb4e8d2332e8|MECHEXP-8ea394373a8d2c93c2a6f396|MECHEXP-a316ca56fff3ea1bdad50f15|MECHEXP-d61bc272adaff3883ff5460b,"""Woodway"" ""WA"" ""2024"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Woodway"" ""WA"" 2024 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,3712,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c025a18ac015d83dac5ebdc2,EXTTARGET-e44ad70fde5907920b16dbee,16192,external_search_wave_002_exhaustive_residual,EXTSEARCH-c14a3a94a09ac1c33f046dd1,River Bend,NC,2024,unclear,unclear,payroll_and_earnings,EXTMISS-1166b0a46b3ae03fcf90d19c,"actual wages paid, total earnings, overtime, premiums, retroactive payments",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-2863729c7c09da12fea34d1d,MECHEXP-0ce878e20595d840904b1e55|MECHEXP-14de0d4bb465a0598d58562d|MECHEXP-232dbe02e89d481ac15797fb|MECHEXP-4ea5c0b01aa668eb3069fe03|MECHEXP-68a5c3bd4e796ec65d11488c,"""River Bend"" ""NC"" ""2024"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""River Bend"" ""NC"" 2024 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,2882,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c025d4294dccf08d6ea778cf,EXTTARGET-91bc3d91f6864fa4829da678,11482,external_search_wave_002_exhaustive_residual,EXTSEARCH-38315026725bf957b05da3a0,Madison,OH,2021,unclear,unclear,staffing_and_headcount,EXTMISS-0d5e0ceb0a74d9c1dee68ea5,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-60f8a69646cd5bcbed90538e|ROOTCOMP-7f6c55c269704b27e73e5edb|ROOTCOMP-d79d7b9ceb613f6ba37fa3ef,MECHEXP-0803acfb528fc850a6cd1f78|MECHEXP-092d6c21ed7dad53c9637db6|MECHEXP-0a75cdcd0277055ef508cec8|MECHEXP-11d665404cfa49fb4303c6f4|MECHEXP-3563ab953911a07eab3994d6|MECHEXP-553a2efebe019fee2230b6d5|MECHEXP-5b478ec2d5e9c2d06e5fb2e6|MECHEXP-612577cd40bd5903c8ad9105|MECHEXP-6a487d7e609dc62861ffbc10|MECHEXP-7b09ab764ea3a57f9ee631ad|MECHEXP-cf6d3a07319e4c13e682315e|MECHEXP-d4c4e123a2132a95c111619a|MECHEXP-d4eff41ac45acd4be5f8d430|MECHEXP-d78824caaa64fc1cb1a699a5|MECHEXP-f5cf49554d9256bfc747c9e5,"""Madison"" ""OH"" ""2021"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Madison"" ""OH"" 2021 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,2047,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c027818809c1aa8c89109b1f,EXTTARGET-914bfe71324c5c32236ec22f,7347,external_search_wave_002_exhaustive_residual,EXTSEARCH-5a4f9692b16f167b2526c35d,Golden Beach,FL,2020,police,police,tenure_and_progression,EXTMISS-455fc186d744b170e99948b1,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-1100d99c298e80c79ed3471e|ROOTCOMP-9d9cef1e90b6e6ec64070512,MECHEXP-044449b18c38547e8c8f605d|MECHEXP-1b3cb74b7c6beedeeef2e3f1|MECHEXP-39fef91b6cb3a65999e298e1|MECHEXP-414eaccbcd57f89b751fb678|MECHEXP-45ccf9516a28fdb5c8032175|MECHEXP-a16ad9ea8ccb055840f981ad|MECHEXP-b44695e4308c605f005902b9|MECHEXP-f73b5a431821959537c75abd,"""Golden Beach"" ""FL"" ""2020"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Golden Beach"" ""FL"" 2020 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,1307,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c02a275369ab42e1126ede91,EXTTARGET-167ce28f4834ce31d886ee5a,16978,external_search_wave_002_exhaustive_residual,EXTSEARCH-4df0a3858f86807efc07b7c6,Saukville,WI,undated-source-BRMGRS-20260802-8df62993d1b37a56b60c498e,unclear,unclear,recruitment_and_retention,EXTMISS-b279af1109666edbdc1e9d62,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-75090f2980ffc6fb2405ee25,MECHEXP-2e4aebe757243a641ee2a652|MECHEXP-4846d12f983258248de47852|MECHEXP-61cd546ad49dd1d67f4855c5|MECHEXP-beead868e36fccc0e8509758,"""Saukville"" ""WI"" ""undated-source-BRMGRS-20260802-8df62993d1b37a56b60c498e"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Saukville"" ""WI"" undated-source-BRMGRS-20260802-8df62993d1b37a56b60c498e recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,3022,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c03507820c6871bfc271011f,EXTTARGET-b1c9206537548728bfc1e9bf,4597,external_search_wave_002_exhaustive_residual,EXTSEARCH-754b7926c290510bc0b21796,De Witt,NY,2024,police,police,implementation,EXTMISS-1a70fc07811912191faa1445,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-0fc9780642dd77196b5714ad|ROOTCOMP-6a08f16eca8dd48afeff054e|ROOTCOMP-cd7ae158278e0b57948d519c,MECHEXP-0246db7e5db55390ef743f63|MECHEXP-08cf15ab274af05d8ccd3409|MECHEXP-0a25be8735bb93b919626d62|MECHEXP-0a40307de417f5d7aa764e0e|MECHEXP-4b3d89c4421ad1a95d7d0139|MECHEXP-67666694b5dfeddcb0f42303|MECHEXP-6cd215f98d3d3f617a29d595|MECHEXP-81bf1e5b1a2464aba15279a5|MECHEXP-8e2e592b8cf17dd9ac4de08d|MECHEXP-cbd3a47e17df389704b2e2d2|MECHEXP-fa4ab91e2b89cc49f9fd71e7,"""De Witt"" ""NY"" ""2024"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""De Witt"" ""NY"" 2024 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,819,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c03d53d3258e1a4862e3939b,EXTTARGET-0f70638a4f297f0ad3e9ade5,15262,external_search_wave_002_exhaustive_residual,EXTSEARCH-7a18dd2fa7bc9efb2d3a70b3,Perry,OH,2022,police,police,staffing_and_headcount,EXTMISS-4314029d5a61207b86cf3081,"authorized positions, filled positions, vacancy rate, layoffs, attrition",non_base_compensation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-1eeb9b556d551d6ce3e58975,MECHEXP-27a30fa95dd869b6b86221bf|MECHEXP-334997fa15461830890b4951|MECHEXP-bd5ed2a19cdccbe135b13d92|MECHEXP-e739c98ee26ff0dd9000886a,"""Perry"" ""OH"" ""2022"" police police authorized positions, filled positions, vacancy rate, layoffs, attrition non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Perry"" ""OH"" 2022 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,2718,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c03f0bb3a8e71350574819fe,EXTTARGET-851e5296fc2c6badb221db42,14669,external_search_wave_002_exhaustive_residual,EXTSEARCH-bd258283715e0af17c3e2657,Orange,MA,2023,unclear,unclear,tenure_and_progression,EXTMISS-36d48158f3b72eeae2a98fc3,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-4943379cf3b527e7533a05b0,MECHEXP-0cddf6c0371fea348cb63906|MECHEXP-451136e7d31f15d8cb235f17|MECHEXP-84dc31954663fa0cef0eca61|MECHEXP-a9a875561a1fd327afd55371|MECHEXP-b92f792365b27a2be435b220|MECHEXP-eafc9bc7f2edee5057330688,"""Orange"" ""MA"" ""2023"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Orange"" ""MA"" 2023 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,2612,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c04172a79d0cb3915fb1b4de,EXTTARGET-212e0af586a18182dfff2fe1,5692,external_search_wave_002_exhaustive_residual,EXTSEARCH-5adafb90d3adb7e6bd6de82c,Elyria,OH,2020,safety_combined,safety_combined,payroll_and_earnings,EXTMISS-ec703c229aa2d7fe8911e29f,"actual wages paid, total earnings, overtime, premiums, retroactive payments",market_recruitment_retention,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-34306e706b5e438bbb38685a|ROOTCOMP-42baa1336405f8c97d12f36e|ROOTCOMP-94948cf0543dea5faa815c69|ROOTCOMP-bd1807c5cd5283d0f1219b7b,MECHEXP-0fd8f804fdf50eff8995fff8|MECHEXP-196f1c278ed73eab1bad7ca4|MECHEXP-2512d8156e2e42440294a4d1|MECHEXP-2a260fc3c730b8571a21b2ff|MECHEXP-3624c15f539160bacb094724|MECHEXP-5132b042d5e010558ac42c92|MECHEXP-64c8f59fe57d3205a27a488d|MECHEXP-7542d1770d357e4264f8d022|MECHEXP-7f613700a3ea6d87fa5e61d1|MECHEXP-8097cde411e1832e2d2bbada|MECHEXP-8b518830900ccdf9b2d49c67|MECHEXP-8bcb4d14ca69ea9b142c5810|MECHEXP-90a298d6d21b8216d7c40105|MECHEXP-c5e1472cad843fa3f492eaae|MECHEXP-d2c53f88933b99d41b04d599|MECHEXP-f3c4dc132f36ed9f5e2f8f1f|MECHEXP-fb49f0fce3e4b778aa840532,"""Elyria"" ""OH"" ""2020"" safety_combined safety_combined actual wages paid, total earnings, overtime, premiums, retroactive payments market_recruitment_retention municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Elyria"" ""OH"" 2020 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,1012,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c04278f4b1bf5e34a43901b0,EXTTARGET-a5f22b769e8b32ff3e3c140f,12477,external_search_wave_002_exhaustive_residual,EXTSEARCH-b600f0b4477245fb5559c301,Middleburgh,NY,2026,unclear,unclear,recruitment_and_retention,EXTMISS-a1e745241276f32bf1f69c9e,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",market_recruitment_retention,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-540f13329062cae963507382,MECHEXP-103ded9b96c961bd9635e050|MECHEXP-377b5c3c38b7f01c051f8c8b|MECHEXP-549987af545bface54b3e904|MECHEXP-ebc918ef6b17c317b401efe0,"""Middleburgh"" ""NY"" ""2026"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies market_recruitment_retention municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Middleburgh"" ""NY"" 2026 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,2223,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c0441e85cb8757261dd235c2,EXTTARGET-83c5e4d5eeac36c465cebfdc,3907,external_search_wave_002_exhaustive_residual,EXTSEARCH-2c63c6e343227f7390129ef3,Colfax,CA,2021,unclear,unclear,payroll_and_earnings,EXTMISS-8ba4f69348a896931f072dc7,"actual wages paid, total earnings, overtime, premiums, retroactive payments",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-3d7b140f683fd69d39f731bf|ROOTCOMP-7b48378c862a1aec13fe6796,MECHEXP-0f1ee3ae6247686c03868049|MECHEXP-30ccad56148b1325486a8f35|MECHEXP-3519ad989f08a0982fffcb84|MECHEXP-4976829f669fd29b03ed6586|MECHEXP-4c654e75114f9db15dc0a5f9|MECHEXP-9dd975dfd06a053bf9016b69|MECHEXP-bed38f10e861069215b65aea,"""Colfax"" ""CA"" ""2021"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Colfax"" ""CA"" 2021 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,695,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c04c4d641589e98dc0d3dfa8,EXTTARGET-db4a4365abf91d7180a8b15a,18975,external_search_wave_002_exhaustive_residual,EXTSEARCH-e73fecf79ede9e36669cc7ee,Ulster,NY,2022,unclear,unclear,implementation,EXTMISS-8584478e3b41d23557b37490,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-4769e455596f0db4c340364a|ROOTCOMP-a3cb7dde2a4c942afa36fc3a|ROOTCOMP-c7b4de6e0d8cf4f22c3ccca5,MECHEXP-0c1a7d48512e341f296b4e05|MECHEXP-43a0bd59745721dc2b9e86c8|MECHEXP-5864aac3fbfcd308c95d50e8|MECHEXP-6a06bf2c65fdd4f17f434b52|MECHEXP-8948aea742694ae5f280a21d|MECHEXP-922dd53abf3e6a1624ad6b13|MECHEXP-9bae6fbba4d02351d424eba3|MECHEXP-a75c319a6d40e08d873246a8|MECHEXP-b427b61cc7020a920338f09f|MECHEXP-b67c3a7e39bc403402391382|MECHEXP-cec4ac58bcf6fdbdd506bd6b|MECHEXP-dc719ed1d5f2784733fc7d81|MECHEXP-fc837e111a2b0f5f5ad48800,"""Ulster"" ""NY"" ""2022"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Ulster"" ""NY"" 2022 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,3379,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c04eec49d73cdcb72fd1931d,EXTTARGET-c2105ef52beb7eb0c5373eb6,6572,external_search_wave_002_exhaustive_residual,EXTSEARCH-fdb20b1122c10ce84d878748,Fox Chase,KY,2024,unclear,unclear,benefits_and_total_compensation,EXTMISS-fb22d6999b04b959065d34c1,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-61a2a11511e14cb0a426e206,MECHEXP-0a33b15dc70a41527933bcbb|MECHEXP-12a4452e967d8141fefa2701|MECHEXP-4b15f5d3dab3e9c04608db52|MECHEXP-714ef8e76eb97ee787177d3a|MECHEXP-755e28396340b52ee19405ba|MECHEXP-a61be89b2d4c1d6aa2196459,"""Fox Chase"" ""KY"" ""2024"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Fox Chase"" ""KY"" 2024 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,1168,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c055b165aeee53139c1c9ca9,EXTTARGET-d714783a2e14b10d417e1269,5478,external_search_wave_002_exhaustive_residual,EXTSEARCH-5e6c8df0d3826aaf9d790309,Egelston,MI,2026,unclear,unclear,tenure_and_progression,EXTMISS-d7702708867a15b7c36965da,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-0dc48fcbde7e203127f46531,MECHEXP-213760bb98147d36adfb0cf3|MECHEXP-424627209027c066294610f7|MECHEXP-5427689c95c4ae921b2246da|MECHEXP-626c65b1e4bb16902528990f|MECHEXP-d711efc4cf89c0a3ef3e369c,"""Egelston"" ""MI"" ""2026"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Egelston"" ""MI"" 2026 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,975,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-c0560debc208ab46b15b8ee6,EXTTARGET-280824834fd39a02631fb43b,14985,external_search_wave_002_exhaustive_residual,EXTSEARCH-41ec553527f4f8d1ed657e91,Palos Heights,IL,undated-source-B4X2500LIVE-20260729-000197,police,police,implementation,EXTMISS-014e436f1b65806f9acdcc80,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-533591488cbaba6a25e37add,MECHEXP-28980313d9768b403dd584ab|MECHEXP-775be736b8cd3fb34eae5790|MECHEXP-838b74e121293deeaef4c216|MECHEXP-d3c42a800425dd5b2dfee964|MECHEXP-d85ccf747ee1bc6a5f8c642f,"""Palos Heights"" ""IL"" ""undated-source-B4X2500LIVE-20260729-000197"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Palos Heights"" ""IL"" undated-source-B4X2500LIVE-20260729-000197 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,2668,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
