residual_target_id,raw_target_id,lane_id,original_terminal_status,corrected_terminal_status,correction_reason,resume_required,original_primary_call_completed,original_repair_call_used,candidate_count
RESIDUAL-00a071f970006e9f93c4d387,EXTTARGET-1d62e1c056ffef75273e7a40,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00a2164d16de17bba96d5d37,EXTTARGET-96164ed787266e686b67eff1,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00a48747e70eca162c379fd5,EXTTARGET-3651ccb392b9160dcf73b8c6,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00b16d46aa13d08948786731,EXTTARGET-3d9e3ae83e6570f70f7a01ba,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00bb817ea4e05f251e8d6834,EXTTARGET-fabc71557eade106263db4ba,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00bb9272266368d5e94c3901,EXTTARGET-99b160050246d754dc40222b,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00c0becb88a8765dce2414a5,EXTTARGET-95b327ee81369b87796afeeb,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00c6fc92c1b47ff173c9368f,EXTTARGET-4d979af915590a4da4a51cf1,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00c787fe2857f005cd41e9ba,EXTTARGET-1a7b23f51a6a6a28c04f8035,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00c78d9bf6f9d99c6fb4d4ab,EXTTARGET-a5b127a668d8d4f7b2394bcb,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00cf5efd34fcbfda455dbe4b,EXTTARGET-c94443a2cf47a1006532b6c8,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00df62f05a7c31c2880766fd,EXTTARGET-aceada0696136a67fd99229f,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00e038f3b1356dd2691ff242,EXTTARGET-4020902133cddec745ab7daf,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00e9b94b87727c5e8da494ed,EXTTARGET-34b3e0fd1e001b3d52a4e5bf,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00ef919d76404b9ef32145cb,EXTTARGET-f955f95ff01b8cee64f1e253,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00f30e50e51992730e793cb4,EXTTARGET-63d6351a40bd1dec62d1270b,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00f6c1f1931ec7b7aa769558,EXTTARGET-e6e144b8b82fdfc7b8f47c1b,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-00f6d1e8b8c4c03f7a072e7c,EXTTARGET-d36252a1befbc0fc07761b9f,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01047e47bd09b2d5b419ba24,EXTTARGET-67244a2c7d476622a69e16ed,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01097205dd3619666280b31f,EXTTARGET-fb8958d850ea1700c74453d4,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-010e2f37cfb5f698960c7551,EXTTARGET-52851c3675e9a8bdecf86511,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-010e37a784b0a8f006f8cd4b,EXTTARGET-893e979aef52f16d7459851d,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01114d54fa6b5bdfb8c713e4,EXTTARGET-2fe391a9f2851bdfbfa571d1,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0116280d19da0cbf9dcb3b11,EXTTARGET-d7b2e0af72a4309db4236832,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-011f870aa33a494eeea24f10,EXTTARGET-59a8cd46eb78b9be655b6b34,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01207a7fe11fbe1d8f7e9d4d,EXTTARGET-de016d49b86886386c428fbb,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0125ace3266754d4b5dc7385,EXTTARGET-d870dcc1fe534e9a457f9fbd,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0127619ac683bcdbafb7ee0e,EXTTARGET-b51035a1b18f6184413f60f3,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-012910d39c73e13179bfc649,EXTTARGET-973313524b0f8a53d28d9f97,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-013362972612161562782aef,EXTTARGET-d4131b38e69b1ea16631e451,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-013b0bc96151b69eaa8e16c7,EXTTARGET-e0ec6ec7eb143b08480dadf6,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0140fb4eb4b96afdc96d9dca,EXTTARGET-92bd112bdf49dd9781fb0b2e,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-014ed85e2049a5cb61e7343d,EXTTARGET-9f32328cb273503fd0e16f1d,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0151b9843c9da10f1dd8ece2,EXTTARGET-e66e729127b68236f97788c1,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-015212c5b7f296e11f40570a,EXTTARGET-74baff8e09ae664e1c4c01f5,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0154ea1175b8429bb3a06d5e,EXTTARGET-f52bd81e65a2f9dfcc74ad1f,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-015b39c7e17df71a8687e66e,EXTTARGET-6074c921a5afbf04941c33bd,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01607502831ac5d5be3b62a4,EXTTARGET-4d16e34ba8d11704225c3f87,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-016834d42b5e149be679e5e9,EXTTARGET-658609873580287169309375,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0169561535be46a26500e33a,EXTTARGET-79e11c8b603bd686407c41dc,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-016f470edffc95fc44e755d2,EXTTARGET-feee61efdd57ad9db911d644,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0176031c5b51176f714389cd,EXTTARGET-40bdcf72248cde0588c448ca,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01771d4fca24188a812efa62,EXTTARGET-d45ef8d21cc5c62f705020a1,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-017a89a9f35062eb30a97e77,EXTTARGET-bfaa14c88fedff39b9b7ec87,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-017e9de633fd52d561c25603,EXTTARGET-da6868ff2768735ac1c8442f,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-018ad579cbf5d430b3ab4a7b,EXTTARGET-c5f9d6feb0f3b1461a6186f9,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01904f81b9bcbcde0095d662,EXTTARGET-2cb87910d4cc0df64a21c308,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0198e00176e1e3aff5728175,EXTTARGET-2b6711b723d12757977aade5,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01995fb5c1f6666bfad99c22,EXTTARGET-4dcaadfa692b2dc8da740dd9,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-019d6ad61a0468b606dda4a0,EXTTARGET-ef926b0f36a667c51da3d867,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01a82482aaa4edf67dd53674,EXTTARGET-24b0495df19bc3673f9b6eff,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01aef41f8e27576b88a7d221,EXTTARGET-909b3b7023d9f2e8f6f4af52,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01b0203d41ac36f7d66a02cd,EXTTARGET-2910e62a2f58a4434c2923c5,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01ba566ad589e9304424abae,EXTTARGET-e81a0bc7b192a42cc5532739,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01bc1b40c28eede7d099eb41,EXTTARGET-3c3631942f9a3f400bbf54a4,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01bfcb033735c489b8bf9fa0,EXTTARGET-835f85953cdd38a6b50fdba4,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01c2c043bf7a62bfe7f6c6de,EXTTARGET-5321c07082a3424572557eee,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01c301dfc650739f0e4c2200,EXTTARGET-ea32e4a0058b7ef473abc4cb,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01c5df5e0bb79d7328356968,EXTTARGET-63a8ca3dc0a4fbabc0bedd94,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01cd26c0e241c70af7323a59,EXTTARGET-c2f67e856836d2ab331587de,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01d045f7c064afe044e94266,EXTTARGET-cbbaedc84daf0f3425e90f26,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01d3b77bafc760ef1b9d8e32,EXTTARGET-4605784b1e9f1e2fb96998bf,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01d4e17e487ca295e48ef1d1,EXTTARGET-2ce7bd07dcbd995505784cf8,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01d53207a74335c7694db386,EXTTARGET-2a8a1e09f0bf90327dfac339,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01d645077ffbc9f1ea2177ae,EXTTARGET-69093577e6191897d02cc898,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01d64564140247fa9cf5298a,EXTTARGET-bf72ca50e9b9799de0afe8d6,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01d671f8af1cbff8f0ea6e4a,EXTTARGET-d23a4d5335c10a9d9cc6d13e,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01d9d5ce20baa448e5b2a406,EXTTARGET-6e7ae128793a30d2127f2c3f,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01da1aba208a18c20c2b42e3,EXTTARGET-7e192273155ccf480f916b1a,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01da73de7be810757608a62b,EXTTARGET-b38a3442b5e1c4ad6669f864,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01e6bdbd2147c720b596c4a0,EXTTARGET-aefa9523e36d84554f10c511,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01ebc66ac4bb1b564a442642,EXTTARGET-6b70bff95e2b5110c3dd75f9,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01f5b768549ad65ad3dd256e,EXTTARGET-d091facf8f346b2f1ca7785d,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01fd489288397a886bc4e253,EXTTARGET-e6437bef0f4dcf26adf6ff5c,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-01fe9d1351e627f6c879605f,EXTTARGET-a047bf71a27aead628bfc8d3,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-020ba8555087700b9934bd59,EXTTARGET-5211e4014eef033370c5ff7b,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-020c3612e1ef6a01bd3b1e3d,EXTTARGET-5e69bf103ab6a94ce6998b7b,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-020feda48d884c25b623ed01,EXTTARGET-5f0ed558f0f17d7fbcb2dfae,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-021f8fc7e12630c770030874,EXTTARGET-f6888efcc76830172e25c59b,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0221c4574e49d040b5c7bf51,EXTTARGET-badf79c952985b5ff8ec1784,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02306f2b848c1389829e84e7,EXTTARGET-f69d1d15b86c44c517e3eb13,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-023eae165ba2d470dc24151a,EXTTARGET-9c96cc12909975f671a14060,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-023f40a52e7b618a12c00851,EXTTARGET-a8c0ba7ad799856752a35815,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02489dede3b74d9f97060982,EXTTARGET-b9dad344da0b75ca371eaea3,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02505cf2ceb86276b0c49403,EXTTARGET-66a45ef87572b09e2203b364,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0254818b91ab2a9752473eae,EXTTARGET-53b22e6aa6f58e6bdac1127d,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-025969f2c3bafd574f9a4ab2,EXTTARGET-11fd85f985647a52a3e0a5bb,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0259adefb1be483f91bd8ab7,EXTTARGET-1fb3e80ffa0015abf9e087d0,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-025da7d844829dd879bac14a,EXTTARGET-c8c036dd2abcd10e72c1e961,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0261f188e990e7b65d31b1bb,EXTTARGET-79ddbaa858863fefaac03d2c,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-026b0cd29f8608f6050e0f56,EXTTARGET-f6dcf81daced585086d14c4f,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0270a9cb8e6add43478a202f,EXTTARGET-5c1553486293697f55704dae,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0271dc755e020ac4f19595c0,EXTTARGET-b547cab8509545f4290d5722,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02726e72f3fb436990a4b6ae,EXTTARGET-905cfcaff4b60f8d53077d32,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-0272e8d47fa8ba3dfbe96e06,EXTTARGET-9f0a4920b0f09322226ea55c,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02758871c1754c6b562bf270,EXTTARGET-a72f5aa14a9f4e905fafd470,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-027987b88be4fe24eb6b4f06,EXTTARGET-ce329779158744ae38e8f60d,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-027e498e536388837b69ac80,EXTTARGET-6acf11e7f1ab912e4f13a86a,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-029b6edf25f4c8037ecd6971,EXTTARGET-8e076e1707a2797742b9533e,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02a192b693b165ca4eb2b98a,EXTTARGET-19acac96826564325dc6a5ae,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02a604993ac5ff983482b754,EXTTARGET-171aa59d2cae9bafdbb91dad,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02a6444583911eb7ad0c00a7,EXTTARGET-68ecdabea329f276aa5d29dc,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02aaf7c328e873dd361e0f76,EXTTARGET-f975c4641de2f1abb3e633d1,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02b4a858429948b82892cfc1,EXTTARGET-5d68ec82ac7299ddc0d1105d,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02b58dfae31b76e3fc1dda2f,EXTTARGET-f794fc871c0409d0fee8daba,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02c2a76d47447d13a54bdd09,EXTTARGET-55913f7e07bfb11e5ac31cb0,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02c88c84a286c22971eafa00,EXTTARGET-7ed509e8109e4e8697bb1adb,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02ca4d8dc4f36da164914586,EXTTARGET-aa7cfb3e1e5f5c664a2ba440,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-02d9d02aef63c7e945f83e8d,EXTTARGET-104a8f2b11b8c77cc5bef027,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
