residual_target_id,raw_target_id,raw_row_number,search_wave,prior_compacted_target_id,municipality,state,period,side_scope,department_scope,external_data_family,missingness_id,missing_external_variable,current_claim_family,current_evidence_status,likely_source_family,expected_claim_upgrade,search_priority,linked_root_event_id,linked_mechanism_exposure_event_ids,query_primary,query_repair,terminal_without_search,lane_id,lane_sequence,raw_resolution
RESIDUAL-fb46dac7454443d42bd68fe9,EXTTARGET-e937b8d9b13c62420e3c51f8,60,external_search_wave_002_exhaustive_residual,EXTSEARCH-b866271979411a3a4a7389f6,Alban,WI,2022,unclear,unclear,tenure_and_progression,EXTMISS-4c706c8e8178bf3a0c441ac6,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-f6a5356e1966b7ce1b190a17,MECHEXP-1d18f861ab95897d6507967d|MECHEXP-2af5ee42b1ee515661efb39c|MECHEXP-7a799fefb30950d6b3770e07|MECHEXP-ab700f378f74232929f1fce7,"""Alban"" ""WI"" ""2022"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alban"" ""WI"" 2022 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,11,linked_to_compacted_live_target
RESIDUAL-6e665d266e98f57baa60f979,EXTTARGET-5b910828f7fa91135bad7e0b,67,external_search_wave_002_exhaustive_residual,EXTSEARCH-61c3a015d2296b0e0782b2ba,Albion,IN,2024,safety_combined,safety_combined,tenure_and_progression,EXTMISS-79f6c5e0b5bd6a5c7171c4da,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-1564f55f3fa6ddb08a4c33b6,MECHEXP-012cc36548df9cf33955be65|MECHEXP-0e88a823884d8f830657976b|MECHEXP-8a30b9ba238b18ff28cc4451|MECHEXP-ad6a5a322d6e2def0bdcc67a|MECHEXP-e320c724c973355ff0676021,"""Albion"" ""IN"" ""2024"" safety_combined safety_combined employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Albion"" ""IN"" 2024 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,12,linked_to_compacted_live_target
RESIDUAL-ec9e89e61a5582d98cc01124,EXTTARGET-d2e2df1f52d12afaf358cc09,72,external_search_wave_002_exhaustive_residual,EXTSEARCH-e5cdbc9ca84736aad3207808,Albion,NY,undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,non_safety,non_safety,staffing_and_headcount,EXTMISS-170d9c36dbbb0f426b174119,"authorized positions, filled positions, vacancy rate, layoffs, attrition",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-30a6891d517ec437680b0841,MECHEXP-2cf29fb4dc373320ca951d68|MECHEXP-7c64a708f0ab676af50b4c80|MECHEXP-b2a2b2c268725e1c986b2560|MECHEXP-e369d23a987f53fa0948246c,"""Albion"" ""NY"" ""undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57"" non_safety non_safety authorized positions, filled positions, vacancy rate, layoffs, attrition budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Albion"" ""NY"" undated-source-BRMGRS-20260802-dfc4cffc3f03ed51f663fc57 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,13,linked_to_compacted_live_target
RESIDUAL-b661a3c6192467a097beb7ac,EXTTARGET-81753bfcfb9b8072a09289a1,78,external_search_wave_002_exhaustive_residual,EXTSEARCH-4c8915e30033b420d1508640,Alburtis,PA,2018,police,police,payroll_and_earnings,EXTMISS-15f631298cc7845b9cf747d6,"actual wages paid, total earnings, overtime, premiums, retroactive payments",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-0a1781d8acf2fc2b33ef3147|ROOTCOMP-2d21519fe66d04d08535df61,MECHEXP-0c542243d294a0e43b7c677e|MECHEXP-57e606a90c8c407908d52bfd|MECHEXP-667112d0d386e66672c34908|MECHEXP-6eb04f2561a567aad61dfc98|MECHEXP-840fcad6e763cc584b68fb23|MECHEXP-8d71d8af51a8490e99b93eee|MECHEXP-b929f72582040cd4551c1e63|MECHEXP-c6e61478456b8e306c2b770c,"""Alburtis"" ""PA"" ""2018"" police police actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2018 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,14,linked_to_compacted_live_target
RESIDUAL-b0278676fbd0ee943b10f432,EXTTARGET-eaeddf9d21ab6ad2caaa9a85,84,external_search_wave_002_exhaustive_residual,,Alburtis,PA,2018,police,police,urbanicity_and_context,EXTMISS-1153bc2dd1a490f4bcbcb514,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",enables hex-density placement and contextual interpretation,Tier 2,,,"""Alburtis"" ""PA"" ""2018"" police police authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2018 urbanicity_and_context authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime (site:.gov OR site:.us) filetype:pdf",resolved_by_authoritative_bulk_join,residual_search_lane_002,15,target_resolved_by_authoritative_bulk_join
RESIDUAL-2b9afb19e0478d9d13cc437a,EXTTARGET-f0d7434b2b42103487659be6,89,external_search_wave_002_exhaustive_residual,EXTSEARCH-4c8915e30033b420d1508640,Alburtis,PA,2018,police,police,implementation,EXTMISS-c5a83f6210d4a9dde21080f3,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-0a1781d8acf2fc2b33ef3147|ROOTCOMP-2d21519fe66d04d08535df61,MECHEXP-0c542243d294a0e43b7c677e|MECHEXP-57e606a90c8c407908d52bfd|MECHEXP-667112d0d386e66672c34908|MECHEXP-6eb04f2561a567aad61dfc98|MECHEXP-840fcad6e763cc584b68fb23|MECHEXP-8d71d8af51a8490e99b93eee|MECHEXP-b929f72582040cd4551c1e63|MECHEXP-c6e61478456b8e306c2b770c,"""Alburtis"" ""PA"" ""2018"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2018 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,16,linked_to_compacted_live_target
RESIDUAL-ca97283c44bd96b1f64903e5,EXTTARGET-48ca51c2eeef8b0e1f7039e4,95,external_search_wave_002_exhaustive_residual,EXTSEARCH-468e88096ed4ac6417df3d47,Alburtis,PA,2026,unclear,unclear,tenure_and_progression,EXTMISS-b04401c0e43bd08dd2c9c872,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-76a255ce691307d289f3f592,MECHEXP-0f3909de85ceac9445e5d55b|MECHEXP-160cb6af33ac2fc9f1532101|MECHEXP-37bf27b74f9cb2d578ee2510|MECHEXP-85e3f716a4c8fdc860545de1|MECHEXP-cf99b3e4046a82130dec8610,"""Alburtis"" ""PA"" ""2026"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alburtis"" ""PA"" 2026 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,17,linked_to_compacted_live_target
RESIDUAL-40aee60ffdda7f386956f96b,EXTTARGET-2ca0e24e3a9986736c6de942,101,external_search_wave_002_exhaustive_residual,EXTSEARCH-eae2b66079e8e14a98cdace8,Alden,NY,2024,police,police,recruitment_and_retention,EXTMISS-2b26b48dd62dd46314e9aef3,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-2fa1c73170f02db91e2e360f,MECHEXP-111d4838e4b87cc27b3c8256|MECHEXP-4ee19408ad876d1c6dddf987|MECHEXP-786aa81081df79f552dee0ca|MECHEXP-8a1d936fa09873572186e1c2|MECHEXP-c91f5c8bf88dd625dc9fe5de,"""Alden"" ""NY"" ""2024"" police police applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" 2024 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,18,linked_to_compacted_live_target
RESIDUAL-490989b0b292c56fcfad7d74,EXTTARGET-710a3af7952d1dfa65c48643,106,external_search_wave_002_exhaustive_residual,EXTSEARCH-ba2900c5ebd9c9df31865fd6,Alden,NY,2025,unclear,unclear,payroll_and_earnings,EXTMISS-88ce9d2188f2456ca9fe58ef,"actual wages paid, total earnings, overtime, premiums, retroactive payments",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-edc0f8b09da1511681aa28fc,MECHEXP-46287876961e7ceddc901054|MECHEXP-5f148775a99b23f6ab9d0313|MECHEXP-63b5b43b9dda0e5f645f436f|MECHEXP-702c2aa0a0182de7d92cd853|MECHEXP-a4f27e6adc5a6410ae4dd959,"""Alden"" ""NY"" ""2025"" unclear unclear actual wages paid, total earnings, overtime, premiums, retroactive payments budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" 2025 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,19,linked_to_compacted_live_target
RESIDUAL-21725c190dbdef72a8440319,EXTTARGET-40a004068fe0acbf898be6a5,112,external_search_wave_002_exhaustive_residual,,Alden,NY,2025,unclear,unclear,urbanicity_and_context,EXTMISS-f400e59ba8f14d5f892c2e39,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",enables hex-density placement and contextual interpretation,Tier 2,,,"""Alden"" ""NY"" ""2025"" unclear unclear authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" 2025 urbanicity_and_context authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime (site:.gov OR site:.us) filetype:pdf",resolved_by_authoritative_bulk_join,residual_search_lane_002,20,target_resolved_by_authoritative_bulk_join
RESIDUAL-bf159cfcca3fb5831fbd06e7,EXTTARGET-b98c7aee2a5eef01947e1469,118,external_search_wave_002_exhaustive_residual,EXTSEARCH-4da105770582a96dbdd1561d,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,unclear,benefits_and_total_compensation,EXTMISS-5a3ae3790a4912dbed50f0a1,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-5ba8a9e870763c85aee503c9|ROOTCOMP-a94074c554cac3bff42fc96e,MECHEXP-14ac9af2b20edea751533a9c|MECHEXP-53cb85472c49f7f98b9bfc88|MECHEXP-56c3eb7e1fcde3aae011a946|MECHEXP-c494459c4659763e7fb396ae|MECHEXP-ce6698a675d27e85a8b14bfb|MECHEXP-d98fd1fe4f265b12ffcea509|MECHEXP-f6a0f0e1b44d5bbb88e1f95a,"""Alden"" ""NY"" ""undated-source-B4X2500LIVE-20260729-003896"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" undated-source-B4X2500LIVE-20260729-003896 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,21,linked_to_compacted_live_target
RESIDUAL-888c8cf923882e7fc6974df8,EXTTARGET-e8d63c09c56a873de7eb2ed2,123,external_search_wave_002_exhaustive_residual,EXTSEARCH-4da105770582a96dbdd1561d,Alden,NY,undated-source-B4X2500LIVE-20260729-003896,unclear,unclear,tenure_and_progression,EXTMISS-b60a5c2081eeb3f6c6ce2c17,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-5ba8a9e870763c85aee503c9|ROOTCOMP-a94074c554cac3bff42fc96e,MECHEXP-14ac9af2b20edea751533a9c|MECHEXP-53cb85472c49f7f98b9bfc88|MECHEXP-56c3eb7e1fcde3aae011a946|MECHEXP-c494459c4659763e7fb396ae|MECHEXP-ce6698a675d27e85a8b14bfb|MECHEXP-d98fd1fe4f265b12ffcea509|MECHEXP-f6a0f0e1b44d5bbb88e1f95a,"""Alden"" ""NY"" ""undated-source-B4X2500LIVE-20260729-003896"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Alden"" ""NY"" undated-source-B4X2500LIVE-20260729-003896 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,22,linked_to_compacted_live_target
