residual_target_id,raw_target_id,lane_id,original_terminal_status,corrected_terminal_status,correction_reason,resume_required,original_primary_call_completed,original_repair_call_used,candidate_count
RESIDUAL-a16a3804fc321e6f2731e6da,EXTTARGET-bc94cc9721c743a4877c7b9b,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a16a9a77997bc75929f751f0,EXTTARGET-bb8a5b892a6ddc1ea0e1d456,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a16eb3e4cb349ae9dd0a42d0,EXTTARGET-3a9aed8cb1c62dc461adb69c,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a172407168892f6b25f5ccec,EXTTARGET-9c68ee55f43191c3cb982057,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a176b1c51bdf68ba814202bf,EXTTARGET-a4d10027ff026244310b0f32,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a178c81a13f997af938188b2,EXTTARGET-fef265eff4448da6017fa659,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a18c533d7c45b79749bfc7e9,EXTTARGET-5c3f16948a911ca875180cdd,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a18ca0b51c2246ce5cd66e87,EXTTARGET-dec3c8bda233b14652c584e1,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a18cd62bb391a34b61f926a7,EXTTARGET-efaa2f5b76775de1487cd1aa,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a18dcc90fae6866e388f7b25,EXTTARGET-6f80f5224c033d81218908f1,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1905a626cafdfafa2304140,EXTTARGET-2f8d1928d4ece5c11ee62b69,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a193497fb065fd80941ac88b,EXTTARGET-7ea2aff03b099bd08f4c0371,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a198fe97c04226b4dbbb1e55,EXTTARGET-0b742bef8cc9df0b03c6c4b9,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a19bb8597d3333186c4bfb00,EXTTARGET-3e4cf8e3176d1299a093debd,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1a41cf014b9f1f1774eceed,EXTTARGET-ff019e400365289cff4a4747,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1a86d796508a96fb717b526,EXTTARGET-459d2d007170c77c05f3309b,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1ac234e50e912449a02b2e0,EXTTARGET-7699392f08efd5863de0cb43,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1bbc3b1220d9b50e86b5ebf,EXTTARGET-123ebdc1c0414401d20dd81c,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1c444b416aa57afb27cc5a8,EXTTARGET-79fbb5fb76b5a972e5c46f98,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1d3c8e2ad1ad6b8d12ab39c,EXTTARGET-b561a1ef21d643e7b6726555,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1e4ebc4349d7743cc3e83ec,EXTTARGET-2228de169a918cac2ad64071,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1ec49a88ec694f3731e21c4,EXTTARGET-6a5046eca8406346de525369,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1ee588a4731bc93b9305eac,EXTTARGET-d12a12a21274ef9a29760198,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1f41a847b16f32a9663c796,EXTTARGET-4253adfe2e6b4bb5c6e7582d,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1f897032ca9724f166437a6,EXTTARGET-23f29bc361da2e1d887deb67,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1fc30f7db242d5223693a08,EXTTARGET-3a64d3ab9b6d32a8bdc59162,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1fe3eb328b3e2d24caada4c,EXTTARGET-99668fc4cd8c7ebd1527de0d,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a1fe51a99e7d40eae23de5f4,EXTTARGET-63c6a94d39395cad37e346e5,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2021c84941505fc625132c7,EXTTARGET-8bf9241630066954a74bbea0,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a20308ca30a7a8b0865bc7b7,EXTTARGET-03248a2e567bf5b482a821fe,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a208a8921f7ebb63b032ed54,EXTTARGET-aa33dfdc9a986238a988468d,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a20aa16265f22c9b40b7316a,EXTTARGET-843526692f144104c4f351ef,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2106d97d57635d6611e3e93,EXTTARGET-9cf4366eb2b7b1639df15874,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a21356cdf13dacd4c3f47275,EXTTARGET-a73ad58295490d63bc580f1e,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2178260a01ec9de6873b149,EXTTARGET-60296c6e89456362bc605507,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a21bd4851dc0d977167ee780,EXTTARGET-dd0cfd359bfc32f7a87d26a4,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a21fa338435113d9c628b02b,EXTTARGET-ccd0601c72dafc0ad291614f,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a228650fca2fabdaa420cd32,EXTTARGET-d9a0b43c3799e04b6579ce8e,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a22e447eea17fb46c4251ad2,EXTTARGET-ade98a6d2516621cde1a7e63,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2310f4ab90a24b5ab89fb31,EXTTARGET-a358b02eb1acdd237447a342,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a236cf076432e3a007f19a2a,EXTTARGET-f254a6f0e474b9837c7f9b8d,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2418d83551619c399d8492a,EXTTARGET-65fffd56c37a674285d9f47c,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a244556cfe8b97d2e5cb82ff,EXTTARGET-aad17321a1c1e586890838df,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a246470f50cb580a62c0e809,EXTTARGET-219b35a213d3220f4f41e4e6,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a246f5507b864e17e1182554,EXTTARGET-e0f1e601586ec76a9b73b779,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a24edc73a86f74b6db7c0845,EXTTARGET-e18c29a11b56c290a117f4e6,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a24f040039b80ac7c89ad879,EXTTARGET-98ec102db2c27f5b0d02be67,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a258f181f3995c136103aefa,EXTTARGET-bbc42dfe94169200f1d5d78d,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a27b46239641e66c71685a41,EXTTARGET-36a495c03284a9df309e8653,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a27e80acb17dddcf5601b891,EXTTARGET-af9cf01f3f27d649bc31c342,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a284beecde59e834bd10f030,EXTTARGET-599508e47947144b1fa3d750,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2851cb70e73fc7597144d0b,EXTTARGET-bb76edf24fe4c36e8fdbe947,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a289a141f39a260c847ee315,EXTTARGET-de5193b60585a140d78b37b6,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a28e4bf8f0257953845cd37f,EXTTARGET-318007141ee7b5eb5531bffb,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2956f13a232a46ccbb0f3e1,EXTTARGET-13818b800ff2d2846e5f3b97,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a29ccba71d987f29cbad0ab5,EXTTARGET-f8142e20c8e91113025cf910,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a29ce65482b8ce377fb0eb52,EXTTARGET-e01dddc6f4fcceabf3e87060,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2a1a73172da57eb8475e5f5,EXTTARGET-3a992ba7c653d1b572fce30c,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2a33e039e10cf8f8c772936,EXTTARGET-823e3df8bda064f5b9d0477d,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2a90942f56799d66f992227,EXTTARGET-f98f9170a9ccbea58806ba83,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2af8c68d0f9fd63f8869b9b,EXTTARGET-67e3fb0a7e6a35cef0dbe875,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2b14f2519797e544efb39a9,EXTTARGET-ccffab48641afd7f36697333,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2b767261fd513a21566def2,EXTTARGET-7fcb852fe07da6a54b9c7242,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2b9b15689c91cc87ed88f69,EXTTARGET-bb144409478940d10cd3d2f5,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2bf1575a60dcf47a806c298,EXTTARGET-a20725f128bbf93b184ae2f7,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2c1fb3c1403617353b86f40,EXTTARGET-ed8017a20c093cbc375389c6,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2c610848f8bc82b3d283155,EXTTARGET-3095ba09f9a5ee7a0cb5dd63,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2caf4b1a87ec28feb8313b9,EXTTARGET-af78a62b4e13ea5a2a81171d,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2cc553c3c29c8fb0fe656ef,EXTTARGET-c59c8f27bab19579fc25ff01,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2cdec83f73b8a513e97e12a,EXTTARGET-cd0d88e466b633e43b23a772,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2ce5dcf84542d43423a0fee,EXTTARGET-268a9c1a4fc36355269499c4,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2cea04a1410ca227434e90c,EXTTARGET-c928b0481bc63f7e124eb976,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2d135e397017874c9a2fd43,EXTTARGET-c27ee1182ed9031ed49d8844,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2d541aa9089876cea38807b,EXTTARGET-da3e5b1cbd976aadb470c474,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2d6188b689f1048e7a1b6a8,EXTTARGET-26ba0d74002d626802b08f82,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2daa8ddbd8ff9e772c2c705,EXTTARGET-17771d9773f1732c9315e65b,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2e246c25ba60c8fd96ccfbc,EXTTARGET-5403c8b838a4419d264d0936,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2e46dbbfc120302d3d1c333,EXTTARGET-5c61c5ef83a8152dd2a35232,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2ee63d51bf228179647b565,EXTTARGET-b7a0961bdfd82473590b9cc0,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2f12d1fa5492758a4a73c52,EXTTARGET-cde053470211763468ce692a,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2f46c0893dd809947fb2176,EXTTARGET-60b1d178be92fe84f8dd9a0c,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a2f9fbca437a977e877d98b3,EXTTARGET-8e13a5dad1555ce8099a1bb9,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a304b9a534f68b72ff0dc7fc,EXTTARGET-f20000e98b9ff5cdfba600ea,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a305c959b2e19396e14d08ae,EXTTARGET-6ea098ee386949a86de3b5ae,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a311a15bd5b4845d9979258e,EXTTARGET-a1d096f14e583231742bfb4f,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a314d33097cfece3f6a627c4,EXTTARGET-273225d45b9b42f2d2929183,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a319c6d2aeec67037ee44271,EXTTARGET-ce1ac669c2b1aace437828c8,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a31b9785697a56aa186647b0,EXTTARGET-ce3c6b702fbdb05f69fb249d,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a32707ea8360bfe0d775d400,EXTTARGET-90d57df3ce443bc11721cd64,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a33eb4b960cbc1f576b1df37,EXTTARGET-21757beb863ab533c7f8a826,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a3406021afad5269e8fdab74,EXTTARGET-c38f237801f99f578dc02447,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a341e3a507084d3e0acad9b0,EXTTARGET-c6d9d35c1c6d1ce17b8a8b3c,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a342cb50708970e4837504a3,EXTTARGET-53da8e09f39b5602b643d141,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a3444d5e90c5018c812c5b93,EXTTARGET-6cedac466ef1e39d2f2091f7,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a34c3a44d5e8ba0f4d53039f,EXTTARGET-7ce385991473d686939ad1bf,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a3538e6ae929a8afcd204ae6,EXTTARGET-0d1eb334c1f2e25d7917fcef,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a35a19b9ca3600563b9a911c,EXTTARGET-2399654f9b10da88a7a94b86,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a3607dc20ae8e16575572a71,EXTTARGET-b51035a1b18f6184413f60f3,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a362e4b20c76b0443c8d079b,EXTTARGET-a6ef35302cfa58be76b41130,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a363ef1f6a5d128c2315104e,EXTTARGET-cfb1c280caa6d6e31e3313b1,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a36ed9793ec3bbd85e98ef6c,EXTTARGET-5e02d305fcade1800b65e9f0,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a3771d2b755dd1436892dbee,EXTTARGET-9261ee82ac1a9325315e9094,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a37add3fb3dabd7e2f769e38,EXTTARGET-2d47e6bba370c21a96b2353c,residual_search_lane_001,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a37f2480b4c5b64bc8cc60f9,EXTTARGET-669798985d2521595ee6c835,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a382f6db16e7f2bc6d73a41f,EXTTARGET-3e7ca6119c99547fa4cce7e9,residual_search_lane_005,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a3910eca6073a78eb94d3a22,EXTTARGET-c6d59caa5e14c06002ec4009,residual_search_lane_002,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a39657f97e4188eb04f24fa3,EXTTARGET-6801e2a35da3fffecb9bf608,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a39d016adf5d226c578ea1b8,EXTTARGET-85aab606f92aa0ad64a07940,residual_search_lane_004,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a3a8e10ba35905d49861f7a6,EXTTARGET-a8b70cc35a1d4635e17cc8a5,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
RESIDUAL-a3c023270c97f10794d41d9d,EXTTARGET-59e10823fac2c70d0fedc375,residual_search_lane_003,zero_candidate,hosted_search_backend_error,global_category_B_zero_source_transition,true,true,true,0
