qualitative_observation_id,extraction_case_id,document_identity_id,source_review_id,text_table_detection_id,retained_content_hash,pdf_sha256,page_number,bounded_evidence_pointer,mechanism_type,literal_verbatim_evidence_span,span_start,span_end,span_length,span_sha256,span_capture_status,span_failure_reason,span_capture_reason_code,span_candidate_count,span_qa_pass,qa_status,prior_span_capture_status,span_disambiguation_action,span_disambiguation_rule,span_disambiguation_candidate_count,span_disambiguation_top_score,span_disambiguation_score_margin,span_qa_status
lobs_5cf8584bed708bddc4310931,cex_b26471f64f9e384674c41493,doc_d1d97a75226ae2bc738512a8,sr_66f1bcfc906b687ba2b5f6b1,ttd_8e861bd2c1a8288eb2f035d4,46c1e7b4a56098753b7dc4ef91022ad8e2b1d75c13c57e7f91d4b394431b4862,46c1e7b4a56098753b7dc4ef91022ad8e2b1d75c13c57e7f91d4b394431b4862,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf#page=2,collective_bargaining_agreement_terms,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_cb78147efffe3fe28737b910,cex_00d23c20e9f720f5d87d42d1,doc_7a78484a1766689334ac6ae8,sr_f37d0cfb4d8b1c9f28a3ae8f,ttd_7b1876cfb898d2995dbe9c63,4f9bede56759e4d77fda828feda3c131418d2842ebe2156a2080a5545d73dad9,4f9bede56759e4d77fda828feda3c131418d2842ebe2156a2080a5545d73dad9,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf#page=1,collective_bargaining_agreement_terms,wage due to the increased responsibilities; and,1073,1120,47,02de7feb2c6e1caaf576cb1a2e76ac23eea3288d2a86c8a7dbf2913116a8dc97,exact_verified,,literal_mechanism_anchor_segment,1,true,exact_literal_span_verified,exact_verified,preserved_prior_verified,prior_exact_verified_immutable,1,,,span_exact_unique_verified
lobs_acd7d59aaab55c8d142375c6,cex_00d23c20e9f720f5d87d42d1,doc_7a78484a1766689334ac6ae8,sr_f37d0cfb4d8b1c9f28a3ae8f,ttd_7b1876cfb898d2995dbe9c63,4f9bede56759e4d77fda828feda3c131418d2842ebe2156a2080a5545d73dad9,4f9bede56759e4d77fda828feda3c131418d2842ebe2156a2080a5545d73dad9,4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf#page=4,collective_bargaining_agreement_terms,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_24d4b840799b0808ad196e9e,cex_00d23c20e9f720f5d87d42d1,doc_7a78484a1766689334ac6ae8,sr_f37d0cfb4d8b1c9f28a3ae8f,ttd_7b1876cfb898d2995dbe9c63,4f9bede56759e4d77fda828feda3c131418d2842ebe2156a2080a5545d73dad9,4f9bede56759e4d77fda828feda3c131418d2842ebe2156a2080a5545d73dad9,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0489_sr_f37d0cfb4d8b1c9f28a3ae8f.pdf#page=5,implementation_or_effective_date_logic,"CITY OF FAIRBANKS EFFECTIVE APRIL 10, 2023",0,42,42,6003a24ba558c8b36d8b09c3e46da7f66657726b4bca118d502c25374a7b95bb,exact_verified,,literal_mechanism_anchor_segment,1,true,exact_literal_span_verified,exact_verified,preserved_prior_verified,prior_exact_verified_immutable,1,,,span_exact_unique_verified
lobs_673e6f469f6383819adafc05,cex_98090552e5e889272128f1bd,doc_a0b4ee29350014c974598d0c,sr_7779b0eddb1962bddabfa357,ttd_e6600be726ca65db81b0c494,d57b130f86b211bb2323ef9512a9d86376b9fce2db563ff27e675cdb084e4eca,d57b130f86b211bb2323ef9512a9d86376b9fce2db563ff27e675cdb084e4eca,16,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0071_sr_7779b0eddb1962bddabfa357.pdf#page=16,implementation_or_effective_date_logic,These employees shall receive their tool allowance with the first,1663,1728,65,afbd49cc0e121eb4dad8150a7283314103d57d38878d82e6f70885251e7ac9a6,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=5,5,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_ac77bd3dea6ab8d7d6c0b514,cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,sr_5c336396ca5dee10f7c15151,ttd_47afca94785efa8720695f20,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=12,implementation_or_effective_date_logic,"own hand tools shall be paid an annual allowance of $1, 100.00 for the purchase,",507,587,80,95690932f78480c322fd10f32d76d8280b3a66c8ebb25b3b2b921f6e74bfaa5e,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=6,6,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_b9d202876deeb73aa2f4549d,cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,sr_5c336396ca5dee10f7c15151,ttd_47afca94785efa8720695f20,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=12,implementation_or_effective_date_logic,"own hand tools shall be paid an annual allowance of $1, 100.00 for the purchase,",507,587,80,95690932f78480c322fd10f32d76d8280b3a66c8ebb25b3b2b921f6e74bfaa5e,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=6,6,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_6cc637f539064f5afeb513a3,cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,sr_5c336396ca5dee10f7c15151,ttd_47afca94785efa8720695f20,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,11,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=11,implementation_or_effective_date_logic,"As compensation for doing so, they shall receive $275.00 per",1890,1950,60,bce3b1dfe4bf171cc4bf69b6ab2be0b6d88fbacc20122b9e8cad4f831d11237c,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=3,3,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_9e35c62b251ba6c492f43845,cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,sr_5c336396ca5dee10f7c15151,ttd_47afca94785efa8720695f20,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,13,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=13,implementation_or_effective_date_logic,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_ce79cb405b873e74651380ce,cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,sr_5c336396ca5dee10f7c15151,ttd_47afca94785efa8720695f20,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=18,other,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_431a2b8e554eaa7895468a3d,cex_634d8c2916509fe7e7dce92c,doc_032ec138ab96d8e495bb72c3,sr_2b64a90c6f6403d9713a2c99,ttd_fbd5fadbb062e75ec84aacaa,e0c2d5d94fdfacfd92b5214f88775beb5351049844db20a6ed6f6c3258a53c72,e0c2d5d94fdfacfd92b5214f88775beb5351049844db20a6ed6f6c3258a53c72,7,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0034_sr_2b64a90c6f6403d9713a2c99.pdf#page=7,other,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_d98fff5255c457eea15cabb3,cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,sr_b3eafc2ef5bb713329952dbb,ttd_2474baf52a21a32eb2a6f8fc,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,14,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=14,implementation_or_effective_date_logic,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_292d9796370207a0579edcf2,cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,sr_b3eafc2ef5bb713329952dbb,ttd_2474baf52a21a32eb2a6f8fc,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,15,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=15,implementation_or_effective_date_logic,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_3b71a7769a9603c9ab4b1525,cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,sr_b3eafc2ef5bb713329952dbb,ttd_2474baf52a21a32eb2a6f8fc,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,16,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=16,arbitration_or_factfinding_reasoning,Arbitration.,206,218,12,a787a4b78ece0444dd8d60ddca095314ea211c63d9e6f2f60f9d3d97ee75d047,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=20,20,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_6cbf1c39b0f51086f0e11eea,cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,sr_b3eafc2ef5bb713329952dbb,ttd_2474baf52a21a32eb2a6f8fc,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,16,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=16,arbitration_or_factfinding_reasoning,Arbitration.,206,218,12,a787a4b78ece0444dd8d60ddca095314ea211c63d9e6f2f60f9d3d97ee75d047,span_ambiguous_multiple_candidates,,literal_mechanism_anchor_segment;candidate_count=20,20,false,navigation_only_span_not_qa_sufficient,span_ambiguous_multiple_candidates,remains_ambiguous,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_95764190f29134137cd01e50,cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,sr_b3eafc2ef5bb713329952dbb,ttd_2474baf52a21a32eb2a6f8fc,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,21,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=21,collective_bargaining_agreement_terms,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_ae0339ecb94e46a95189a064,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,sr_5d67ae36c41dcdd50c2a7832,ttd_4f6e0236c7b7414d86104f70,87485965edd921e96ee5be8fa69d148fb2d8cb2214b911a37931dfd4ce40098e,87485965edd921e96ee5be8fa69d148fb2d8cb2214b911a37931dfd4ce40098e,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=12,implementation_or_effective_date_logic,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_1dd83b919e4ca906ca171ac2,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,sr_5d67ae36c41dcdd50c2a7832,ttd_4f6e0236c7b7414d86104f70,87485965edd921e96ee5be8fa69d148fb2d8cb2214b911a37931dfd4ce40098e,87485965edd921e96ee5be8fa69d148fb2d8cb2214b911a37931dfd4ce40098e,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=12,other,,,,0,,span_unavailable_or_unverified,no_exact_structured_or_literal_mechanism_match,no_exact_structured_or_literal_mechanism_match,0,false,navigation_only_span_not_qa_sufficient,span_unavailable_or_unverified,remains_unavailable,no_strict_exact_disambiguation_candidate,0,,,navigation_only_span_not_qa_sufficient
lobs_863c3111652bf3c925800421,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,sr_5d67ae36c41dcdd50c2a7832,ttd_4f6e0236c7b7414d86104f70,87485965edd921e96ee5be8fa69d148fb2d8cb2214b911a37931dfd4ce40098e,87485965edd921e96ee5be8fa69d148fb2d8cb2214b911a37931dfd4ce40098e,13,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=13,implementation_or_effective_date_logic,The effective date for change in the accrual rate is the first (1st) day of the month,943,1028,85,e4c35ae6cee0425965781adab78ea0532d3f28e4e8299705adfdaf659dd0bc8f,exact_verified,,literal_mechanism_anchor_segment,1,true,exact_literal_span_verified,exact_verified,preserved_prior_verified,prior_exact_verified_immutable,1,,,span_exact_unique_verified
