cross_side_routing_id,match_id,original_missing_cross_side_flag,cleaned_analysis_use_primary_category,final_blocker_resolution,cross_side_route,source_locator_lineage
BRMCROSSROUTE-e2fae882ef452c7d2913f24c,BRMMATCH-20260803-001b15a94879faeba076ce84,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-16169-01\"", \""final\"": \""https://pentlandtownshipmi.gov/wp-content/uploads/2025/04/2024-03-27-Board-packet.pdf\"", \""original\"": \""https://pentlandtownshipmi.gov/wp-content/uploads/2025/04/2024-03-27-Board-packet.pdf\"", \""scout_target_id\"": \""BRM5-20260731-16169\""}""]"
BRMCROSSROUTE-1c203e4132dc01c8c85d923d,BRMMATCH-20260803-001dfefb86bbd46cee5280ea,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-15415-01\"", \""final\"": \""https://cityofshawneetown.com/documents/603/4-8-24_Police_Committee_Meeting.pdf\"", \""original\"": \""https://cityofshawneetown.com/documents/603/4-8-24_Police_Committee_Meeting.pdf\"", \""scout_target_id\"": \""BRM5-20260731-15415\""}""]"
BRMCROSSROUTE-eb1a71bd61d5044c307deca6,BRMMATCH-20260803-001e599e91c9ccf688d7c5f9,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-01424-02\"", \""final\"": \""https://ghentmn.gov/documents/598/TITLE_III_ADMINISTRATION.pdf\"", \""original\"": \""https://www.ghentmn.gov/documents/598/TITLE_III_ADMINISTRATION.pdf\"", \""scout_target_id\"": \""BRM5-20260731-01424\""}""]"
BRMCROSSROUTE-38f5fa9739b247f5dba56156,BRMMATCH-20260803-001ed84b37cef94f14262389,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18330-02\"", \""final\"": \""https://nottinghamtwp.com/wp-content/uploads/2023/12/January-2-2024-Reorganization-Meeting-Doc.pdf\"", \""original\"": \""https://nottinghamtwp.com/wp-content/uploads/2023/12/January-2-2024-Reorganization-Meeting-Doc.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18330\""}""]"
BRMCROSSROUTE-efed4ad3b0e34a4d036e7a21,BRMMATCH-20260803-0023882e0bdf46d29faca914,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-01052-01\"", \""final\"": \""https://bloomfieldtwp.org/media/seud03zj/general-employees-contract-2026-2028_signature-copy-20260427.pdf\"", \""original\"": \""https://www.bloomfieldtwp.org/media/seud03zj/general-employees-contract-2026-2028_signature-copy-20260427.pdf\"", \""scout_target_id\"": \""BRM5-20260731-01052\""}""]"
BRMCROSSROUTE-3346bb153be0fe3a6b398448,BRMMATCH-20260803-00261d81a0bd86ceb437f8d1,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10464-01\"", \""final\"": \""https://perb.ny.gov/system/files/documents/2024/03/ia89-008-award-4-16-90.pdf\"", \""original\"": \""https://perb.ny.gov/system/files/documents/2024/03/ia89-008-award-4-16-90.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10464\""}""]"
BRMCROSSROUTE-a90e3d5377a1537ea9b4643a,BRMMATCH-20260803-002c400866568bb1741cded0,true,quant_qual_mechanism_linked_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-04265-01\"", \""final\"": \""https://mccmeetingspublic.blob.core.usgovcloudapi.net/wnnbagoil-meet-51ef9d2aa19a46a6bb3b7b546afc4f70/ITEM-Attachment-001-ce6af14bddb3402cbdd022332ba5160a.pdf\"", \""original\"": \""https://mccmeetingspublic.blob.core.usgovcloudapi.net/wnnbagoil-meet-51ef9d2aa19a46a6bb3b7b546afc4f70/ITEM-Attachment-001-ce6af14bddb3402cbdd022332ba5160a.pdf\"", \""scout_target_id\"": \""BRM5-20260731-04265\""}""]"
BRMCROSSROUTE-dcfa16a9305c4bca22e34f14,BRMMATCH-20260803-002d77e81c2f071192776da2,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14711-02\"", \""final\"": \""https://washingtonpa.us/council-meeting-minutes-april-2-2020\"", \""original\"": \""https://washingtonpa.us/council-meeting-minutes-april-2-2020/\"", \""scout_target_id\"": \""BRM5-20260731-14711\""}""]"
BRMCROSSROUTE-8a578ea1a88be1b149ff4d34,BRMMATCH-20260803-002f786196f380f2bf9c37ae,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-13411-03\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0998.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0998.pdf\"", \""scout_target_id\"": \""BRM5-20260731-13411\""}""]"
BRMCROSSROUTE-fe79dd187470147c3214d33c,BRMMATCH-20260803-002fb95dcf76a4a36a117bd3,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-04345-02\"", \""final\"": \""https://highland.in.gov/mt-content/uploads/2022/03/employee-handbook-2010-rev-12.27.2021.pdf\"", \""original\"": \""https://highland.in.gov/mt-content/uploads/2022/03/employee-handbook-2010-rev-12.27.2021.pdf\"", \""scout_target_id\"": \""BRM5-20260731-04345\""}""]"
BRMCROSSROUTE-29db332c5e1b22a71c13a378,BRMMATCH-20260803-0037e6287c5020d526f12e1a,true,same_side_growth_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-00474-01\"", \""final\"": \""https://villageofstonington.com/documents/654/March_15_2023_Finance_Meeting_minutes.pdf\"", \""original\"": \""https://villageofstonington.com/documents/654/March_15_2023_Finance_Meeting_minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-00474\""}""]"
BRMCROSSROUTE-1af7287d150ff72e0fd915dd,BRMMATCH-20260803-00396e2cfa4f664bd2e66162,true,national_readiness_stratum_only,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14292-02\"", \""final\"": \""https://csealocal834.org/wp-content/uploads/2017/09/Village_of_Skaneateles_Draft_Contract_2016-19_semi_final.pdf\"", \""original\"": \""https://csealocal834.org/wp-content/uploads/2017/09/Village_of_Skaneateles_Draft_Contract_2016-19_semi_final.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14292\""}""]"
BRMCROSSROUTE-def0b33092ebc08e2a53f72c,BRMMATCH-20260803-003bfcf9cf9747a5fa37014e,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14152-01\"", \""final\"": \""https://canaannewyork.org/wp-content/uploads/2023/03/2023-Organizational-Resolutions-.pdf\"", \""original\"": \""https://canaannewyork.org/wp-content/uploads/2023/03/2023-Organizational-Resolutions-.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14152\""}""]"
BRMCROSSROUTE-dd22ea8ab65a0ccae17b28ed,BRMMATCH-20260803-0041d42fbc71ea5cc01a6f3c,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10189-01\"", \""final\"": \""https://franklinwi.gov/Files/Agendas/2026/Jan2026/Common-Council-Meeting-Agenda-Packet-1-6-2026.pdf\"", \""original\"": \""https://www.franklinwi.gov/Files/Agendas/2026/Jan2026/Common-Council-Meeting-Agenda-Packet-1-6-2026.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10189\""}""]"
BRMCROSSROUTE-2e783864b2951709f0909a71,BRMMATCH-20260803-004273fcea88fbe221f735db,true,no_cross_side_anchor_available,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17589-03\"", \""final\"": \""https://cityofadamswi.org/wp-content/uploads/2024/12/09-18-2023-Regular-Session-Minutes.pdf\"", \""original\"": \""https://cityofadamswi.org/wp-content/uploads/2024/12/09-18-2023-Regular-Session-Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17589\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17590-01\"", \""final\"": \""https://cityofadamswi.org/wp-content/uploads/2020/01/Personnel-Agenda-2020-01-13_-Officer-Hiring_Union.pdf\"", \""original\"": \""https://cityofadamswi.org/wp-content/uploads/2020/01/Personnel-Agenda-2020-01-13_-Officer-Hiring_Union.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17590\""}""]"
BRMCROSSROUTE-15fe6535e2ed10221499a921,BRMMATCH-20260803-00450edc9c6c31c387537753,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-16102-01\"", \""final\"": \""https://cclp.us/wp-content/uploads/ICSO-LE-CBA-FINAL-12-27-24-12-31-27.pdf\"", \""original\"": \""https://cclp.us/wp-content/uploads/ICSO-LE-CBA-FINAL-12-27-24-12-31-27.pdf\"", \""scout_target_id\"": \""BRM5-20260731-16102\""}""]"
BRMCROSSROUTE-3297e46b5e5e96c6526bb6d2,BRMMATCH-20260803-0048eb551ff9a3deacd14c61,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09808-02\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-CON-01-0666.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-CON-01-0666.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09808\""}""]"
BRMCROSSROUTE-35aee58c8403518953e83acd,BRMMATCH-20260803-00508a192b00d08b3ce75917,true,national_readiness_stratum_only,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-16183-01\"", \""final\"": \""https://resorttownship.gov/wp-content/uploads/2026/04/2026-04-06-Fire-Board-Meeting-Notice-Agenda-and-Budget.pdf\"", \""original\"": \""https://www.resorttownship.gov/wp-content/uploads/2026/04/2026-04-06-Fire-Board-Meeting-Notice-Agenda-and-Budget.pdf\"", \""scout_target_id\"": \""BRM5-20260731-16183\""}""]"
BRMCROSSROUTE-a0644200ebf08bcdbbcde9fb,BRMMATCH-20260803-0051adf24d3bc1947b1a34ca,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10141-02\"", \""final\"": \""https://werc.wi.gov/interest_awards/37996-B.pdf\"", \""original\"": \""https://werc.wi.gov/interest_awards/37996-B.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10141\""}""]"
BRMCROSSROUTE-c9ece6afaf2a7b73af243537,BRMMATCH-20260803-0052443e7cb87eb2fe9798a7,true,national_readiness_stratum_only,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-03080-01\"", \""final\"": \""https://villageofrushville.org/minutes/pdf_137.pdf\"", \""original\"": \""https://villageofrushville.org/minutes/pdf_137.pdf\"", \""scout_target_id\"": \""BRM5-20260731-03080\""}""]"
BRMCROSSROUTE-72b54f2e9fd521c78131c901,BRMMATCH-20260803-0054d350f7b5326b8c6b803c,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09933-02\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-09-0969.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-09-0969.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09933\""}""]"
BRMCROSSROUTE-dc82603983d86eb73491dc53,BRMMATCH-20260803-00559f780095af26fee28268,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18092-01\"", \""final\"": \""https://blairtownship-pa.org/wp-content/uploads/bsk-pdf-manager/2023-10-10_Supervisors%27Minutes_419.pdf\"", \""original\"": \""https://blairtownship-pa.org/wp-content/uploads/bsk-pdf-manager/2023-10-10_Supervisors%27Minutes_419.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18092\""}""]"
BRMCROSSROUTE-354330d0b721fd02322dab3e,BRMMATCH-20260803-0059d2c86bc327f3a7404d03,true,quant_qual_mechanism_linked_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18222-02\"", \""final\"": \""https://hopewelltwp.com/wp-content/uploads/2024/01/Contracted-Services-Agreement.pdf\"", \""original\"": \""https://hopewelltwp.com/wp-content/uploads/2024/01/Contracted-Services-Agreement.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18222\""}""]"
BRMCROSSROUTE-ebd68bf351568b9e62ffdb7b,BRMMATCH-20260803-005aede34a965f3b4d58d9d5,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10428-01\"", \""final\"": \""https://townofcolden.com/site/wp-content/uploads/2020/05/2020-Colden-Final-Budget.pdf\"", \""original\"": \""https://www.townofcolden.com/site/wp-content/uploads/2020/05/2020-Colden-Final-Budget.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10428\""}""]"
BRMCROSSROUTE-ed39f1648b2f18a0abd4d00d,BRMMATCH-20260803-005e78a6c69987928765146c,true,national_readiness_stratum_only,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17288-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0945.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0945.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17288\""}""]"
BRMCROSSROUTE-9b92fd7f7dd59a35396fe26d,BRMMATCH-20260803-005fe53c240332fb6394e8ba,true,same_side_growth_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02213-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2023/23-MED-04-0377.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2023/23-MED-04-0377.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02213\""}""]"
BRMCROSSROUTE-74c2c71b997cc11690884854,BRMMATCH-20260803-006042ce2610bf7e4cceb27e,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09787-04\"", \""final\"": \""https://avonlake.org/files/agenda-minutes/2023/11/11-27-23.pdf\"", \""original\"": \""https://www.avonlake.org/files/agenda-minutes/2023/11/11-27-23.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09787\""}""]"
BRMCROSSROUTE-2cbbff2ebebf0d202ac9fa0b,BRMMATCH-20260803-006399992cc5563bd97d75e0,true,national_readiness_stratum_only,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17994-01\"", \""final\"": \""https://cms8.revize.com/revize/ontariony/Town%20Board%20Agendas/2022/TBM%2010.03.2022%20Agenda.pdf\"", \""original\"": \""https://cms8.revize.com/revize/ontariony/Town%20Board%20Agendas/2022/TBM%2010.03.2022%20Agenda.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17994\""}""]"
BRMCROSSROUTE-f3af8e7c145dc265ea199edb,BRMMATCH-20260803-00639f65170b5def810a0e3d,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17323-02\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-07-0611.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-07-0611.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17323\""}""]"
BRMCROSSROUTE-1fa6b370ebbd7a2c4529c4f3,BRMMATCH-20260803-00692d633cf5759465a7bfdd,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-08515-01\"", \""final\"": \""https://cms7files.revize.com/alleganmi/document_center/Governments/Municipal%20Policy/municipalpolicy.pdf\"", \""original\"": \""https://cms7files.revize.com/alleganmi/document_center/Governments/Municipal%20Policy/municipalpolicy.pdf\"", \""scout_target_id\"": \""BRM5-20260731-08515\""}""]"
BRMCROSSROUTE-e03d13a2fe9bed1ceea695ea,BRMMATCH-20260803-006982474b494402c56aad8d,true,national_readiness_stratum_only,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-03696-01\"", \""final\"": \""https://cms8.revize.com/revize/pattonvillage/2021-2022_Budget.pdf\"", \""original\"": \""https://cms8.revize.com/revize/pattonvillage/2021-2022_Budget.pdf\"", \""scout_target_id\"": \""BRM5-20260731-03696\""}""]"
BRMCROSSROUTE-94f0b11f749beeacb7d2872c,BRMMATCH-20260803-0069c2344d11decdb9011dc0,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-12267-04\"", \""final\"": \""https://baycitymi.gov/DocumentCenter/View/5914/International-Association-of-Firefighters-Local-116-2026---2029\"", \""original\"": \""https://www.baycitymi.gov/DocumentCenter/View/5914/International-Association-of-Firefighters-Local-116-2026---2029\"", \""scout_target_id\"": \""BRM5-20260731-12267\""}""]"
BRMCROSSROUTE-11dad7452158919a1cac302d,BRMMATCH-20260803-006d31da087ed7474356db1e,true,period_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02705-01\"", \""final\"": \""https://franklinwi.gov/Files/Agendas/2025/July2025/Common-Council-Meeting-Agenda-Packet-Revised-7-15-2025.pdf\"", \""original\"": \""https://www.franklinwi.gov/Files/Agendas/2025/July2025/Common-Council-Meeting-Agenda-Packet-Revised-7-15-2025.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02705\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06448-01\"", \""final\"": \""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia19790.pdf\"", \""original\"": \""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia19790.pdf\"", \""scout_target_id\"": \""BRM5-20260731-06448\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10189-02\"", \""final\"": \""https://franklinwi.gov/Files/Agendas/2023/June2023/Common-Council-Special-Meeting-Agenda-Packet-6-27-2023.pdf\"", \""original\"": \""https://www.franklinwi.gov/Files/Agendas/2023/June2023/Common-Council-Special-Meeting-Agenda-Packet-6-27-2023.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10189\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-13937-01\"", \""final\"": \""https://werc.wi.gov/interest_awards/mia32579.pdf\"", \""original\"": \""https://werc.wi.gov/interest_awards/mia32579.pdf\"", \""scout_target_id\"": \""BRM5-20260731-13937\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-13938-02\"", \""final\"": \""https://franklinwi.gov/Files/OfficialNotices/2020/OfficialNoticeCityofFranklinandFireContractInitialExchange-11-5-2020.pdf\"", \""original\"": \""https://www.franklinwi.gov/Files/OfficialNotices/2020/OfficialNoticeCityofFranklinandFireContractInitialExchange-11-5-2020.pdf\"", \""scout_target_id\"": \""BRM5-20260731-13938\""}""]"
BRMCROSSROUTE-d47dd20a141e08660cac0da2,BRMMATCH-20260803-006f0c10bac513a6cc80d2ac,true,quant_qual_mechanism_linked_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10874-01\"", \""final\"": \""https://ralphotownship.org/app/download/16146883/20220913.pdf\"", \""original\"": \""https://www.ralphotownship.org/app/download/16146883/20220913.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10874\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10874-02\"", \""final\"": \""https://ralphotownship.org/app/download/16768904/20251209.pdf\"", \""original\"": \""https://www.ralphotownship.org/app/download/16768904/20251209.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10874\""}""]"
BRMCROSSROUTE-48a65bed6981ff68fd23c800,BRMMATCH-20260803-006f4569c86ae33699d7db27,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-12267-05\"", \""final\"": \""https://baycitymi.gov/DocumentCenter/View/4358/UWUA-Local-482-2020-2024\"", \""original\"": \""https://www.baycitymi.gov/DocumentCenter/View/4358/UWUA-Local-482-2020-2024\"", \""scout_target_id\"": \""BRM5-20260731-12267\""}""]"
