triage_id,candidate_queue_row_id,verification_id,verification_round_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,source_locator,triage_bucket,candidate_priority,verification_lane_id,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,source_owner_type,unit_type_scouted,population,state_candidate_rows_per_covered,matched_set_potential,official_domain_signal,triage_selection_rank,triage_stage,triage_status,triage_status_detail,source_relevance_prelim,source_officialness_prelim,employer_match_prelim,municipality_match_prelim,bargaining_unit_match_prelim,safety_unit_signal_prelim,non_safety_unit_signal_prelim,source_document_type_prelim,source_year_or_period_prelim,wage_table_signal_prelim,wage_growth_signal_prelim,mechanism_language_signal_prelim,extraction_readiness_prelim,priority_for_content_review,recommended_next_action,duplicate_handling_status,oversized_handling_status,manual_review_reason,triage_notes,reviewer,triaged_at,urls_opened,network_calls,documents_downloaded,documents_parsed,pdfs_parsed,ocr_runs,content_artifacts_written,content_triage_round_id,content_triage_merge_id,content_triage_merged_at,content_triage_lane_id,content_triage_stage
TRI-85b4685d9db83f92cf6c,NSCQ-CA-20260720-0404,VER-20c0dba44c1d0222f41a,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_207592,207592,CA,Beaumont,CITY OF BEAUMONT,https://www.beaumontca.gov/DocumentCenter/View/40278,https://www.beaumontca.gov/DocumentCenter/View/40278/SEIU-Side-Letter---3?bidId=,"Side Letter #3 (SEIU Local 721, General Employees) — MOU Side Letter",memorandum_or_settlement,scheduled,reachable_pdf_or_document,application/pdf,https://www.beaumontca.gov/DocumentCenter/View/40278/SEIU-Side-Letter---3?bidId=,medium_priority_later_verify,medium,lane_1,URL-4183f87e4ae17a43b5ea,1,canonical_representative,city,non_safety,,2.546053,yes,likely_official,2140,metadata_only_triaged_not_content_reviewed,medium_priority_content_review,reachable_pdf_or_document candidate retained for later review; metadata only,possibly_relevant,unknown,unknown,unknown,unknown,unknown,unknown,memorandum_or_settlement_candidate_metadata_only,unknown,unknown,unknown,unknown,medium,p2,content_review_download_allowed_later,representative_or_group_review_needed,not_oversized_in_selected_round,,"The routing and candidate labels support later review, but metadata-only triage did not access or validate source content.",script_metadata_only,2026-07-24T17:44:23Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_4,metadata_only_triaged_not_content_reviewed
TRI-58576c5410afee36dfd7,NSCQ-CA-20260720-0405,VER-9d654b439bcb554a7346,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_207592,207592,CA,Beaumont,CITY OF BEAUMONT,https://www.beaumontca.gov/DocumentCenter/View/40030,https://www.beaumontca.gov/DocumentCenter/View/40030/POA-Side-Letter---6?bidId=,"Side Letter #6 to the 2022-2026 Memorandum of Understanding between the City of Beaumont and Beaumont Police Officers' Association (BPOA) — Effective Jan 4, 2022 through Jun 30, 2026",memorandum_or_settlement,scheduled,reachable_pdf_or_document,application/pdf,https://www.beaumontca.gov/DocumentCenter/View/40030/POA-Side-Letter---6?bidId=,high_priority_later_verify,high,lane_1,URL-5dce141f997277c5977c,1,canonical_representative,city,police,,2.546053,yes,likely_official,1186,metadata_only_triaged_not_content_reviewed,medium_priority_content_review,reachable_pdf_or_document candidate retained for later review; metadata only,possibly_relevant,unknown,unknown,unknown,unknown,unknown,unknown,memorandum_or_settlement_candidate_metadata_only,unknown,unknown,unknown,unknown,medium,p2,content_review_download_allowed_later,representative_or_group_review_needed,not_oversized_in_selected_round,,"The routing and candidate labels support later review, but metadata-only triage did not access or validate source content.",script_metadata_only,2026-07-24T17:44:22Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_2,metadata_only_triaged_not_content_reviewed
TRI-996d3e9303a279912b9b,NSCQ-CA-20260720-0406,VER-4ba5fa0a1afd07af0139,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_161276,161276,CA,Gilroy,CITY OF GILROY,https://www.cityofgilroy.org/DocumentCenter/View/16582/GPOA-MOU-July-2025---June-2028-v2-LM-DRAFT?bidId=,https://www.cityofgilroy.org/DocumentCenter/View/16582/GPOA-MOU-July-2025---June-2028-v2-LM-DRAFT?bidId=,"Memorandum of Understanding (GPOA) — July 1, 2018/2025? through June 30, 2022/2028 (Police Unit)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.cityofgilroy.org/DocumentCenter/View/16582/GPOA-MOU-July-2025---June-2028-v2-LM-DRAFT?bidId=,high_priority_later_verify,high,lane_1,URL-a49d823e32c07e537d40,1,canonical_representative,city,police,,2.546053,yes,likely_official,389,metadata_only_triaged_not_content_reviewed,high_priority_content_review,scheduled CBA-labeled PDF with a reachable-document routing outcome; metadata only,likely_relevant,unknown,unknown,unknown,unknown,unknown,unknown,cba_candidate_metadata_only,unknown,unknown,unknown,unknown,medium,p1,content_review_download_allowed_later,representative_or_group_review_needed,not_oversized_in_selected_round,,Prioritize for later authorized content review based only on committed candidate and routing metadata; actual CBA identity and wage content remain unverified.,script_metadata_only,2026-07-24T17:20:24Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_1,metadata_only_triaged_not_content_reviewed
TRI-7663a0ef907665f34c0d,NSCQ-CA-20260720-0407,VER-bde35b3e58809e94887d,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_161276,161276,CA,Gilroy,CITY OF GILROY,https://www.cityofgilroy.org/DocumentCenter/View/14299/Gilroy-Firefighters-IAFF-Local-2805-Salary-Schedule-7125,https://www.cityofgilroy.org/DocumentCenter/View/14299/Gilroy-Firefighters-IAFF-Local-2805-Salary-Schedule-7125,"Local 2805, Fire Unit — Salary Schedule (Exhibit A-4)",wage_schedule_or_compensation_plan,scheduled,reachable_pdf_or_document,application/pdf,https://www.cityofgilroy.org/DocumentCenter/View/14299/Gilroy-Firefighters-IAFF-Local-2805-Salary-Schedule-7125,medium_priority_later_verify,medium,lane_2,URL-c5bfef0f70e5969c77f3,1,canonical_representative,city,fire,,2.546053,yes,likely_official,2018,metadata_only_triaged_not_content_reviewed,medium_priority_content_review,reachable_pdf_or_document candidate retained for later review; metadata only,possibly_relevant,unknown,unknown,unknown,unknown,unknown,unknown,wage_schedule_or_compensation_plan_candidate_metadata_only,unknown,unknown,unknown,unknown,medium,p2,content_review_download_allowed_later,representative_or_group_review_needed,not_oversized_in_selected_round,,"The routing and candidate labels support later review, but metadata-only triage did not access or validate source content.",script_metadata_only,2026-07-24T17:44:22Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_2,metadata_only_triaged_not_content_reviewed
TRI-b9c84536337271b12ca2,NSCQ-CA-20260720-0408,VER-261a73f218f853dfa4ba,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_161276,161276,CA,Gilroy,CITY OF GILROY,https://www.cityofgilroy.org/DocumentCenter/View/15114/AFSCME-General-Unit-Salary-Schedules-for-Period-7125,https://www.cityofgilroy.org/DocumentCenter/View/15114/AFSCME-General-Unit-Salary-Schedules-for-Period-7125,AFSCME General Unit — Salary Schedules (AFSCME General Unit),wage_schedule_or_compensation_plan,scheduled,reachable_pdf_or_document,application/pdf,https://www.cityofgilroy.org/DocumentCenter/View/15114/AFSCME-General-Unit-Salary-Schedules-for-Period-7125,medium_priority_later_verify,medium,lane_3,URL-670e23a37d7b2461f598,1,canonical_representative,city,non_safety,,2.546053,yes,likely_official,2019,metadata_only_triaged_not_content_reviewed,medium_priority_content_review,reachable_pdf_or_document candidate retained for later review; metadata only,possibly_relevant,unknown,unknown,unknown,unknown,unknown,unknown,wage_schedule_or_compensation_plan_candidate_metadata_only,unknown,unknown,unknown,unknown,medium,p2,content_review_download_allowed_later,representative_or_group_review_needed,not_oversized_in_selected_round,,"The routing and candidate labels support later review, but metadata-only triage did not access or validate source content.",script_metadata_only,2026-07-24T17:44:23Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_3,metadata_only_triaged_not_content_reviewed
TRI-73b0fa5e5edd8daa4479,NSCQ-CA-20260720-0409,VER-c714f84fbc825c4e96e5,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_161271,161271,CA,Lompoc,CITY OF LOMPOC,https://www.cityoflompoc.com/home/showpublisheddocument/45853/639130779097500000,https://www.cityoflompoc.com/home/showpublisheddocument/45853/639130779097500000,Memorandum of Understanding Between the City of Lompoc and Lompoc Police Officers’ Association (LPOA),cba,scheduled,blocked_or_forbidden,text/html,https://www.cityoflompoc.com/home/showpublisheddocument/45853/639130779097500000,medium_priority_later_verify,medium,lane_1,URL-2016f7aefe7c3ac0de9b,1,canonical_representative,city,police,,2.546053,yes,likely_official,2242,metadata_only_triaged_not_content_reviewed,blocked_or_unreachable_defer,blocked_or_forbidden routing outcome deferred; metadata only,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cba_candidate_metadata_only,unknown,unknown,unknown,unknown,none,defer,blocked_status_review_later,representative_or_group_review_needed,not_oversized_in_selected_round,routing_outcome_blocked_or_forbidden,The URL-routing exception is not a municipality source-absence finding; metadata-only triage accessed no content.,script_metadata_only,2026-07-24T17:44:22Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_2,metadata_only_triaged_not_content_reviewed
TRI-4ece22fe51a7061fd676,NSCQ-CA-20260720-0410,VER-6ffc6e873ae782d2c11a,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_161271,161271,CA,Lompoc,CITY OF LOMPOC,https://www.cityoflompoc.com/home/showpublisheddocument/35424/638598335327070000,https://www.cityoflompoc.com/home/showpublisheddocument/35424/638598335327070000,Memorandum of Understanding IAFF Local 1906 (Lompoc Firefighters),cba,scheduled,blocked_or_forbidden,text/html,https://www.cityoflompoc.com/home/showpublisheddocument/35424/638598335327070000,high_priority_later_verify,high,lane_3,URL-6f1abcbe4af6eeba3393,1,canonical_representative,city,fire,,2.546053,yes,likely_official,1518,metadata_only_triaged_not_content_reviewed,blocked_or_unreachable_defer,blocked_or_forbidden routing outcome deferred; metadata only,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cba_candidate_metadata_only,unknown,unknown,unknown,unknown,none,defer,blocked_status_review_later,representative_or_group_review_needed,not_oversized_in_selected_round,routing_outcome_blocked_or_forbidden,The URL-routing exception is not a municipality source-absence finding; metadata-only triage accessed no content.,script_metadata_only,2026-07-24T17:44:22Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_2,metadata_only_triaged_not_content_reviewed
TRI-093550249fcff00beeb4,NSCQ-CA-20260720-0411,VER-f3eaf1e6e23847447790,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_161271,161271,CA,Lompoc,CITY OF LOMPOC,https://www.cityoflompoc.com/home/showpublisheddocument/38173/639039731991170000,https://www.cityoflompoc.com/home/showpublisheddocument/38173/639039731991170000,Compensation Plan for City of Lompoc Unrepresented Employees,wage_schedule_or_compensation_plan,scheduled,blocked_or_forbidden,text/html,https://www.cityoflompoc.com/home/showpublisheddocument/38173/639039731991170000,high_priority_later_verify,high,lane_1,URL-da3062ab3921b2584407,1,canonical_representative,city,non_safety,,2.546053,yes,likely_official,1714,metadata_only_triaged_not_content_reviewed,blocked_or_unreachable_defer,blocked_or_forbidden routing outcome deferred; metadata only,unknown,unknown,unknown,unknown,unknown,unknown,unknown,wage_schedule_or_compensation_plan_candidate_metadata_only,unknown,unknown,unknown,unknown,none,defer,blocked_status_review_later,representative_or_group_review_needed,not_oversized_in_selected_round,routing_outcome_blocked_or_forbidden,The URL-routing exception is not a municipality source-absence finding; metadata-only triage accessed no content.,script_metadata_only,2026-07-24T17:44:22Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_2,metadata_only_triaged_not_content_reviewed
TRI-5dd057345e4b487113e2,NSCQ-CA-20260720-0412,VER-4f2d0db0d1e6ef697081,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_161186,161186,CA,Diamond Bar,CITY OF DIAMOND BAR,https://www.diamondbarca.gov/DocumentCenter/View/110,https://www.diamondbarca.gov/DocumentCenter/View/110/Current-Salary-and-Benefits-Schedule-PDF?bidId=,"Compensation & Benefits Plan (FY 2026-2027) — City of Diamond Bar (Resolution 2026-17 Effective June 27, 2026; approved June 2, 2026)",wage_schedule_or_compensation_plan,scheduled,reachable_pdf_or_document,application/pdf,https://www.diamondbarca.gov/DocumentCenter/View/110/Current-Salary-and-Benefits-Schedule-PDF?bidId=,low_priority_later_verify,low,lane_3,URL-b9f8cd23625f5f8f121b,1,canonical_representative,city,non_safety,,2.546053,no,likely_official,2434,metadata_only_triaged_not_content_reviewed,medium_priority_content_review,reachable_pdf_or_document candidate retained for later review; metadata only,possibly_relevant,unknown,unknown,unknown,unknown,unknown,unknown,wage_schedule_or_compensation_plan_candidate_metadata_only,unknown,unknown,unknown,unknown,medium,p2,content_review_download_allowed_later,representative_or_group_review_needed,not_oversized_in_selected_round,,"The routing and candidate labels support later review, but metadata-only triage did not access or validate source content.",script_metadata_only,2026-07-24T17:44:22Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_2,metadata_only_triaged_not_content_reviewed
TRI-eacffec96eb6e4dcb823,NSCQ-CA-20260720-0413,VER-a8996ea38fa525e87955,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_161275,161275,CA,Cupertino,CITY OF CUPERTINO,https://www.cupertino.gov/files/assets/city/v/1/your-city/documents/cea-mou-signed-with-toc.pdf,https://www.cupertino.gov/files/assets/city/v/1/your-city/documents/cea-mou-signed-with-toc.pdf,"Memorandum of Understanding Between City of Cupertino and IFPTE Local 21, Cupertino City Employees’ Association (CEA) (signed)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.cupertino.gov/files/assets/city/v/1/your-city/documents/cea-mou-signed-with-toc.pdf,high_priority_later_verify,high,lane_3,URL-8b68cf69c039150bac90,1,canonical_representative,city,non_safety,,2.546053,no,likely_official,559,metadata_only_triaged_not_content_reviewed,high_priority_content_review,scheduled CBA-labeled PDF with a reachable-document routing outcome; metadata only,likely_relevant,unknown,unknown,unknown,unknown,unknown,unknown,cba_candidate_metadata_only,unknown,unknown,unknown,unknown,medium,p1,content_review_download_allowed_later,representative_or_group_review_needed,not_oversized_in_selected_round,,Prioritize for later authorized content review based only on committed candidate and routing metadata; actual CBA identity and wage content remain unverified.,script_metadata_only,2026-07-24T17:44:23Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_3,metadata_only_triaged_not_content_reviewed
TRI-c73ca685c795441d33f1,NSCQ-CA-20260720-0414,VER-c59473d51cc35a413e1b,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_161275,161275,CA,Cupertino,CITY OF CUPERTINO,https://apps.cupertino.org/pdf/A%20-%20Appointed%20Employee%27s%20Compensation%20Program%20%28Clean%29%20%282%29%20%281%29.pdf,https://apps.cupertino.org/pdf/A%20-%20Appointed%20Employee%27s%20Compensation%20Program%20%28Clean%29%20%282%29%20%281%29.pdf,Appointed Employees’ Compensation Program (Policy No. 1) (City of Cupertino),wage_schedule_or_compensation_plan,context_hold,reachable_pdf_or_document,application/pdf,https://apps.cupertino.org/pdf/A%20-%20Appointed%20Employee%27s%20Compensation%20Program%20%28Clean%29%20%282%29%20%281%29.pdf,context_only_hold,held,lane_2,URL-9a442dac850a353c1896,1,canonical_representative,city,non_safety,,2.546053,no,likely_official,3000,metadata_only_triaged_not_content_reviewed,low_priority_content_review,original context_hold disposition preserved; metadata only,possibly_relevant,unknown,unknown,unknown,unknown,unknown,unknown,wage_schedule_or_compensation_plan_candidate_metadata_only,unknown,unknown,unknown,unknown,low,p3,metadata_review_only,representative_or_group_review_needed,not_oversized_in_selected_round,lower_original_candidate_disposition,The lower candidate disposition was preserved without promotion; metadata-only triage did not access source content.,script_metadata_only,2026-07-24T17:44:23Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_4,metadata_only_triaged_not_content_reviewed
TRI-d0f257dc9a5bfd080134,NSCQ-CA-20260720-0415,VER-c13249f0d1c484711da5,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_211216,211216,CA,Huntington Park,CITY OF HUNTINGTON PARK,https://www.hpca.gov/DocumentCenter/View/12037/GEA-MOU-2024-2029,https://www.hpca.gov/DocumentCenter/View/12037/GEA-MOU-2024-2029,General Employees’ Association Master MOU 2024-2029,cba,insufficient_hold,reachable_pdf_or_document,application/pdf,https://www.hpca.gov/DocumentCenter/View/12037/GEA-MOU-2024-2029,insufficient_hold,held,lane_3,URL-3a5d37149d4afa0a85e9,1,canonical_representative,city,non_safety,,2.546053,yes,likely_official,2693,metadata_only_triaged_not_content_reviewed,needs_manual_review,original insufficient_hold disposition preserved; metadata only,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cba_candidate_metadata_only,unknown,unknown,unknown,unknown,unknown,defer,manual_review,representative_or_group_review_needed,not_oversized_in_selected_round,lower_original_candidate_disposition,The lower candidate disposition was preserved without promotion; metadata-only triage did not access source content.,script_metadata_only,2026-07-24T17:44:22Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_1,metadata_only_triaged_not_content_reviewed
TRI-22153b21d2216613a867,NSCQ-CA-20260720-0416,VER-a541f09525845b362397,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_211216,211216,CA,Huntington Park,CITY OF HUNTINGTON PARK,https://www.hpca.gov/DocumentCenter/View/10565/Non-Represented-Comp-Plan-2023-2033,https://www.hpca.gov/DocumentCenter/View/10565/Non-Represented-Comp-Plan-2023-2033,"Non Represented Compensation Plan effective January 1, 2023 - June 30, 2033",wage_schedule_or_compensation_plan,insufficient_hold,reachable_pdf_or_document,application/pdf,https://www.hpca.gov/DocumentCenter/View/10565/Non-Represented-Comp-Plan-2023-2033,insufficient_hold,held,lane_1,URL-db381b04d7a6a2581fcb,1,canonical_representative,city,non_safety,,2.546053,yes,likely_official,2934,metadata_only_triaged_not_content_reviewed,needs_manual_review,original insufficient_hold disposition preserved; metadata only,unknown,unknown,unknown,unknown,unknown,unknown,unknown,wage_schedule_or_compensation_plan_candidate_metadata_only,unknown,unknown,unknown,unknown,unknown,defer,manual_review,representative_or_group_review_needed,not_oversized_in_selected_round,lower_original_candidate_disposition,The lower candidate disposition was preserved without promotion; metadata-only triage did not access source content.,script_metadata_only,2026-07-24T17:44:22Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_2,metadata_only_triaged_not_content_reviewed
TRI-4804cf6847829a842e0f,NSCQ-CA-20260720-0417,VER-9395c4280ee01e8e4585,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_211216,211216,CA,Huntington Park,CITY OF HUNTINGTON PARK,https://www.hpca.gov/DocumentCenter/View/11672,https://www.hpca.gov/DocumentCenter/View/11672/HPPOA-MOU-07-01-2024-to-06-30-2029?bidId=,"Police Officers Association Master MOU July 1, 2024 to June 30, 2029",cba,insufficient_hold,reachable_pdf_or_document,application/pdf,https://www.hpca.gov/DocumentCenter/View/11672/HPPOA-MOU-07-01-2024-to-06-30-2029?bidId=,insufficient_hold,held,lane_2,URL-b59505dd05a388a7667e,1,canonical_representative,city,police,,2.546053,yes,likely_official,2694,metadata_only_triaged_not_content_reviewed,needs_manual_review,original insufficient_hold disposition preserved; metadata only,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cba_candidate_metadata_only,unknown,unknown,unknown,unknown,unknown,defer,manual_review,representative_or_group_review_needed,not_oversized_in_selected_round,lower_original_candidate_disposition,The lower candidate disposition was preserved without promotion; metadata-only triage did not access source content.,script_metadata_only,2026-07-24T17:44:22Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_2,metadata_only_triaged_not_content_reviewed
TRI-fd25251be4050d575436,NSCQ-CA-20260720-0418,VER-7f17c18ee558e6a35b38,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_211216,211216,CA,Huntington Park,CITY OF HUNTINGTON PARK,https://hpca.gov/DocumentCenter/View/11949/HPPMA-MOU-6-2024-to-6-2029,https://hpca.gov/DocumentCenter/View/11949/HPPMA-MOU-6-2024-to-6-2029,Police Management Association Master MOU 6/2024 to 6/2029,cba,insufficient_hold,reachable_pdf_or_document,application/pdf,https://hpca.gov/DocumentCenter/View/11949/HPPMA-MOU-6-2024-to-6-2029,insufficient_hold,held,lane_3,URL-89ec51cdffca078a6f2b,1,canonical_representative,city,police,,2.546053,yes,likely_official,2695,metadata_only_triaged_not_content_reviewed,needs_manual_review,original insufficient_hold disposition preserved; metadata only,unknown,unknown,unknown,unknown,unknown,unknown,unknown,cba_candidate_metadata_only,unknown,unknown,unknown,unknown,unknown,defer,manual_review,representative_or_group_review_needed,not_oversized_in_selected_round,lower_original_candidate_disposition,The lower candidate disposition was preserved without promotion; metadata-only triage did not access source content.,script_metadata_only,2026-07-24T17:44:23Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_3,metadata_only_triaged_not_content_reviewed
TRI-066ef943c03c81cfe737,NSCQ-CA-20260720-0419,VER-86778649ecd4b25e0747,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_123128,123128,CA,Seaside,CITY OF SEASIDE,https://www.ci.seaside.ca.us/216/Salary-Schedule-PDF,https://www.ci.seaside.ca.us/DocumentCenter/View/14170/Salary-Schedulepdf,CITY OF SEASIDE - FULL-TIME SALARY SCHEDULE - EFFECTIVE 2/5/26,wage_schedule_or_compensation_plan,scheduled,reachable_pdf_or_document,application/pdf,https://www.ci.seaside.ca.us/DocumentCenter/View/14170/Salary-Schedulepdf,high_priority_later_verify,high,lane_2,URL-33280dfbbe68a8ab3f14,3,canonical_representative,city,non_safety,,2.546053,yes,likely_official,791,metadata_only_triaged_not_content_reviewed,medium_priority_content_review,reachable_pdf_or_document candidate retained for later review; metadata only,possibly_relevant,unknown,unknown,unknown,unknown,unknown,unknown,wage_schedule_or_compensation_plan_candidate_metadata_only,unknown,unknown,unknown,unknown,medium,p2,content_review_download_allowed_later,representative_or_group_review_needed,not_oversized_in_selected_round,,"The routing and candidate labels support later review, but metadata-only triage did not access or validate source content.",script_metadata_only,2026-07-24T17:44:23Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_3,metadata_only_triaged_not_content_reviewed
TRI-fa9fb9793a7a1b9d7a40,NSCQ-CA-20260720-0420,VER-194e5ee1db4affc9a91e,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,cog_2025_123128,123128,CA,Seaside,CITY OF SEASIDE,https://www.ci.seaside.ca.us/216/Salary-Schedule-PDF,https://www.ci.seaside.ca.us/DocumentCenter/View/14170/Salary-Schedulepdf,CITY OF SEASIDE - FULL-TIME SALARY SCHEDULE - EFFECTIVE 2/5/26,wage_schedule_or_compensation_plan,duplicate_hold,reachable_pdf_or_document,application/pdf,https://www.ci.seaside.ca.us/DocumentCenter/View/14170/Salary-Schedulepdf,likely_duplicate_hold,held,lane_1,URL-33280dfbbe68a8ab3f14,3,linked_duplicate,city,police,,2.546053,yes,likely_official,2935,metadata_only_triaged_not_content_reviewed,duplicate_defer_to_canonical,original duplicate-hold disposition preserved; metadata only,possibly_relevant,unknown,unknown,unknown,unknown,unknown,unknown,wage_schedule_or_compensation_plan_candidate_metadata_only,unknown,unknown,unknown,unknown,unknown,defer,duplicate_group_review,duplicate_group_review,not_oversized_in_selected_round,original_duplicate_hold,The lower duplicate disposition was preserved; metadata-only triage did not access source content.,script_metadata_only,2026-07-24T17:44:23Z,0,0,0,0,0,0,0,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,CONTENT-TRIAGE-FULL-UNIVERSE-METADATA-MERGE-2026-07-24,2026-07-24T18:05:14Z,lane_3,metadata_only_triaged_not_content_reviewed
