post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_row_count,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,already_canonical_flag,candidate_positive_flag,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
187,201,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,37,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_209082,209082,OH,Troy,CITY OF TROY,municipal,place,26848,1,no,Miami County (39109; primary),75.089,Tier 1,low,22.884,10.000,16.670,11.977,8.557,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.6; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF TROY"" OH official website","""CITY OF TROY"" OH collective bargaining agreement","""CITY OF TROY"" OH police union contract","""CITY OF TROY"" OH fire union contract","""CITY OF TROY"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF TROY (Census government ID 209082; locked municipality ID cog_2025_209082). County context: Miami County (39109; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
188,202,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,38,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_194859,194859,OH,Perrysburg,CITY OF PERRYSBURG,municipal,place,25236,1,no,Wood County (39173; primary),75.088,Tier 1,low,22.768,10.000,16.670,11.977,8.673,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.3; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF PERRYSBURG"" OH official website","""CITY OF PERRYSBURG"" OH collective bargaining agreement","""CITY OF PERRYSBURG"" OH police union contract","""CITY OF PERRYSBURG"" OH fire union contract","""CITY OF PERRYSBURG"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PERRYSBURG (Census government ID 194859; locked municipality ID cog_2025_194859). County context: Wood County (39173; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
189,203,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,39,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_173704,173704,OR,The Dalles,CITY OF THE DALLES,municipal,place,15786,1,no,Wasco County (41065; primary),75.088,Tier 1,low,21.874,10.000,16.964,12.684,8.565,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 91.2; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF THE DALLES"" OR official website","""CITY OF THE DALLES"" OR collective bargaining agreement","""CITY OF THE DALLES"" OR police union contract","""CITY OF THE DALLES"" OR fire union contract","""CITY OF THE DALLES"" OR salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF THE DALLES (Census government ID 173704; locked municipality ID cog_2025_173704). County context: Wasco County (41065; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
190,204,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,40,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_124235,124235,FL,Weston,CITY OF WESTON,municipal,place,68181,1,no,Broward County (12011; primary),75.086,Tier 1,medium,24.361,10.000,17.089,11.950,6.686,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 98.2; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WESTON"" FL official website","""CITY OF WESTON"" FL collective bargaining agreement","""CITY OF WESTON"" FL police union contract","""CITY OF WESTON"" FL fire union contract","""CITY OF WESTON"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WESTON (Census government ID 124235; locked municipality ID cog_2025_124235). County context: Broward County (12011; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
191,205,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,41,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_164540,164540,IA,Council Bluffs,CITY OF COUNCIL BLUFFS,municipal,place,62399,1,no,Pottawattamie County (19155; primary),75.078,Tier 1,low,24.233,10.000,15.961,11.137,8.747,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 98.0; municipal/place; state evidence low; smoothed yield component 16.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF COUNCIL BLUFFS"" IA official website","""CITY OF COUNCIL BLUFFS"" IA collective bargaining agreement","""CITY OF COUNCIL BLUFFS"" IA police union contract","""CITY OF COUNCIL BLUFFS"" IA fire union contract","""CITY OF COUNCIL BLUFFS"" IA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF COUNCIL BLUFFS (Census government ID 164540; locked municipality ID cog_2025_164540). County context: Pottawattamie County (19155; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
192,206,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,42,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_194760,194760,FL,Royal Palm Beach,VILLAGE OF ROYAL PALM BEACH,municipal,place,39489,1,no,Palm Beach County (12099; primary),75.075,Tier 1,medium,23.536,10.000,17.089,11.950,7.500,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 96.5; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""VILLAGE OF ROYAL PALM BEACH"" FL official website","""VILLAGE OF ROYAL PALM BEACH"" FL collective bargaining agreement","""VILLAGE OF ROYAL PALM BEACH"" FL police union contract","""VILLAGE OF ROYAL PALM BEACH"" FL fire union contract","""VILLAGE OF ROYAL PALM BEACH"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF ROYAL PALM BEACH (Census government ID 194760; locked municipality ID cog_2025_194760). County context: Palm Beach County (12099; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
193,207,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,43,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_133208,133208,OR,Coos Bay,CITY OF COOS BAY,municipal,place,15595,1,no,Coos County (41011; primary),75.062,Tier 1,low,21.848,10.000,16.964,12.684,8.565,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 91.1; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF COOS BAY"" OR official website","""CITY OF COOS BAY"" OR collective bargaining agreement","""CITY OF COOS BAY"" OR police union contract","""CITY OF COOS BAY"" OR fire union contract","""CITY OF COOS BAY"" OR salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF COOS BAY (Census government ID 133208; locked municipality ID cog_2025_133208). County context: Coos County (41011; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
194,208,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,44,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_194768,194768,FL,Panama City,CITY OF PANAMA CITY,municipal,place,35660,1,no,Bay County (12005; primary),75.061,Tier 1,medium,23.368,10.000,17.089,11.950,7.654,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 96.0; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF PANAMA CITY"" FL official website","""CITY OF PANAMA CITY"" FL collective bargaining agreement","""CITY OF PANAMA CITY"" FL police union contract","""CITY OF PANAMA CITY"" FL fire union contract","""CITY OF PANAMA CITY"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PANAMA CITY (Census government ID 194768; locked municipality ID cog_2025_194768). County context: Bay County (12005; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
195,209,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,45,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_124286,124286,FL,Sarasota,CITY OF SARASOTA,municipal,place,57602,1,no,Sarasota County (12115; primary),75.054,Tier 1,medium,24.111,10.000,17.089,11.950,6.904,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.7; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF SARASOTA"" FL official website","""CITY OF SARASOTA"" FL collective bargaining agreement","""CITY OF SARASOTA"" FL police union contract","""CITY OF SARASOTA"" FL fire union contract","""CITY OF SARASOTA"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SARASOTA (Census government ID 124286; locked municipality ID cog_2025_124286). County context: Sarasota County (12115; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
196,210,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,46,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_110778,110778,OH,Wadsworth,CITY OF WADSWORTH,municipal,place,24709,1,no,Medina County (39103; primary),75.049,Tier 1,low,22.729,10.000,16.670,11.977,8.673,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.1; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WADSWORTH"" OH official website","""CITY OF WADSWORTH"" OH collective bargaining agreement","""CITY OF WADSWORTH"" OH police union contract","""CITY OF WADSWORTH"" OH fire union contract","""CITY OF WADSWORTH"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WADSWORTH (Census government ID 110778; locked municipality ID cog_2025_110778). County context: Medina County (39103; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
197,211,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,47,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_110697,110697,OH,Athens,CITY OF ATHENS,municipal,place,24673,1,no,Athens County (39009; primary),75.047,Tier 1,low,22.726,10.000,16.670,11.977,8.673,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.1; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ATHENS"" OH official website","""CITY OF ATHENS"" OH collective bargaining agreement","""CITY OF ATHENS"" OH police union contract","""CITY OF ATHENS"" OH fire union contract","""CITY OF ATHENS"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ATHENS (Census government ID 110697; locked municipality ID cog_2025_110697). County context: Athens County (39009; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
198,212,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,48,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_132501,132501,OH,Zanesville,CITY OF ZANESVILLE,municipal,place,24651,1,no,Muskingum County (39119; primary),75.045,Tier 1,low,22.725,10.000,16.670,11.977,8.673,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.1; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ZANESVILLE"" OH official website","""CITY OF ZANESVILLE"" OH collective bargaining agreement","""CITY OF ZANESVILLE"" OH police union contract","""CITY OF ZANESVILLE"" OH fire union contract","""CITY OF ZANESVILLE"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ZANESVILLE (Census government ID 132501; locked municipality ID cog_2025_132501). County context: Muskingum County (39119; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
199,213,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,49,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_176847,176847,WA,Bainbridge Island,CITY OF BAINBRIDGE ISLAND,municipal,place,24254,1,no,Kitsap County (53035; primary),75.041,Tier 1,medium,22.693,10.000,16.923,12.131,8.293,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.0; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BAINBRIDGE ISLAND"" WA official website","""CITY OF BAINBRIDGE ISLAND"" WA collective bargaining agreement","""CITY OF BAINBRIDGE ISLAND"" WA police union contract","""CITY OF BAINBRIDGE ISLAND"" WA fire union contract","""CITY OF BAINBRIDGE ISLAND"" WA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BAINBRIDGE ISLAND (Census government ID 176847; locked municipality ID cog_2025_176847). County context: Kitsap County (53035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
200,214,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,50,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_219548,219548,FL,Riviera Beach,CITY OF RIVIERA BEACH,municipal,place,38663,1,no,Palm Beach County (12099; primary),75.040,Tier 1,medium,23.501,10.000,17.089,11.950,7.500,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 96.4; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF RIVIERA BEACH"" FL official website","""CITY OF RIVIERA BEACH"" FL collective bargaining agreement","""CITY OF RIVIERA BEACH"" FL police union contract","""CITY OF RIVIERA BEACH"" FL fire union contract","""CITY OF RIVIERA BEACH"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF RIVIERA BEACH (Census government ID 219548; locked municipality ID cog_2025_219548). County context: Palm Beach County (12099; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
201,215,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,51,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_114622,114622,WA,Oak Harbor,CITY OF OAK HARBOR,municipal,place,24016,1,no,Island County (53029; primary),75.021,Tier 1,medium,22.674,10.000,16.923,12.131,8.293,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.0; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF OAK HARBOR"" WA official website","""CITY OF OAK HARBOR"" WA collective bargaining agreement","""CITY OF OAK HARBOR"" WA police union contract","""CITY OF OAK HARBOR"" WA fire union contract","""CITY OF OAK HARBOR"" WA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF OAK HARBOR (Census government ID 114622; locked municipality ID cog_2025_114622). County context: Island County (53029; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
