matching_prep_id,municipality,state,region,cluster_type,source_ids_involved,span_ids_involved,side_labels_represented,has_police,has_fire,has_safety_combined,has_non_safety,has_mixed,clear_safety_anchor_count,clear_non_safety_anchor_count,quantitative_record_count,qualitative_mechanism_record_count,growth_continuity_record_count,comparison_seed_record_count,compatible_pay_basis_flag,compatible_period_flag,same_source_flag,same_document_flag,same_page_or_section_flag,same_cycle_flag,same_fiscal_year_flag,same_contract_period_flag,adjacent_period_flag,period_anchor_quality,role_unit_anchor_quality,pay_basis_compatibility,source_family_mix,strongest_match_tier,matching_prep_confidence,matching_blockers,recommended_next_action,cba_non_cba_hint,evidence_category,claim_readiness_bucket,downstream_use_bucket,mechanism_strength_level,source_locator_lineage
BRMMATCHPREP-20260803-1f8e0b3ac358f0b259109e26,Webster,MI,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-27da7ba376593ef535d97332""]","[""BRMSPAN-20260802-451b3994117dbe96de7f0c2c"",""BRMSPAN-20260802-70a765cd0462b69f35fd74f2""]","[""non_safety_direct""]",false,false,false,true,false,0,2,2,1,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""agenda_packet_or_minutes""]",Tier F,moderate,"[""missing_clear_cross_side_anchor""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""quant_base_wage_direct_value""]","[""mixed_quant_qual_claim_ready"",""quantitative_direct_text_claim_ready""]","[""core_finding_candidate""]","[""moderate"",""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-16233-01\"", \""final\"": \""https://cms9files.revize.com/webstertwpmi/2022%20Board%20Minutes.pdf\"", \""original\"": \""https://cms9files.revize.com/webstertwpmi/2022%20Board%20Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-16233\""}""]"
BRMMATCHPREP-20260803-201104d42b9d9512a60214c0,Sewickley,PA,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-90e6edf71300972ca6e73900""]","[""BRMSPAN-20260802-03246e512f69605e570b5b13"",""BRMSPAN-20260802-0d665ec709248a071dbc3cb3"",""BRMSPAN-20260802-0e73073d51c97bd873f3b303"",""BRMSPAN-20260802-1422ae927ec52d6b7e86cb9f"",""BRMSPAN-20260802-22def511931ddfadaced8028"",""BRMSPAN-20260802-22df8176d50ed8d5b97e48ad"",""BRMSPAN-20260802-2c134ba0a63dc80664db5ad0"",""BRMSPAN-20260802-3b129e774f036989a046defd"",""BRMSPAN-20260802-4ff0bd7bf2dd109fcf7ec018"",""BRMSPAN-20260802-501323e2e0a41ea32bd9e047"",""BRMSPAN-20260802-572bd25a04fd6b0b769199b6"",""BRMSPAN-20260802-6e263851a40d7f38b8ee1c79"",""BRMSPAN-20260802-711aada9263254c5f453f514"",""BRMSPAN-20260802-9c90148e92622bd1fed2aab7"",""BRMSPAN-20260802-ab35e5473e3b7d0379fc462f"",""BRMSPAN-20260802-b64a605dda9dac5c13736840"",""BRMSPAN-20260802-c4d545d5ce212b8e41c42542""]","[""police_direct""]",true,false,false,false,false,17,0,15,8,3,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""wage_schedule""]",Tier E,moderate,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",growth_continuity_review,"[""non_cba_or_unresolved_hint""]","[""qual_collective_bargaining"",""qual_market_recruitment_retention_pressure"",""qual_non_base_compensation_mechanism"",""quant_allowance_or_reimbursement"",""quant_overtime_or_holiday_rate"",""quant_percentage_raise_or_cola""]","[""qualitative_mechanism_claim_ready"",""quantitative_direct_text_claim_ready"",""weak_or_not_supported""]","[""core_finding_candidate"",""manual_review_candidate"",""mechanism_summary_candidate"",""supporting_example_candidate""]","[""moderate"",""none"",""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14636-01\"", \""final\"": \""https://sewickleyborough.org/Archive/ViewFile/Item/78\"", \""original\"": \""https://www.sewickleyborough.org/Archive/ViewFile/Item/78\"", \""scout_target_id\"": \""BRM5-20260731-14636\""}""]"
BRMMATCHPREP-20260803-2021c0661bb9396f039c0b53,River Forest,IL,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-9b7101700da56ca3bcc11235""]","[""BRMSPAN-20260802-a10ef470d8e8b7068e12699d"",""BRMSPAN-20260802-d75ae959cfe86e18be4da767""]","[""police_direct""]",true,false,false,false,false,2,0,2,0,1,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""wage_schedule""]",Tier E,moderate,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",growth_continuity_review,"[""non_cba_or_unresolved_hint""]","[""quant_other_compensation_value"",""quant_step_schedule_progression""]","[""directional_hint_only"",""quantitative_direct_text_claim_ready""]","[""core_finding_candidate"",""local_context_candidate""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-07905-01\"", \""final\"": \""https://vrf.us/uploads/cms/documents/departments/2/final_signed_fop_cba_5.1.26-4.30.29.pdf\"", \""original\"": \""https://www.vrf.us/uploads/cms/documents/departments/2/final_signed_fop_cba_5.1.26-4.30.29.pdf\"", \""scout_target_id\"": \""BRM5-20260731-07905\""}""]"
BRMMATCHPREP-20260803-205ae600adcf046f1be4baf2,Berlin,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-3f9bf73097af1c94660c60a6""]","[""BRMSPAN-20260802-8d8c697222122856bbf219aa"",""BRMSPAN-20260802-931e7b007fb6e12a4c813f41""]","[""fire_direct""]",false,true,false,false,false,2,0,1,1,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""wage_schedule""]",Tier F,moderate,"[""missing_clear_cross_side_anchor""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""qual_other_pay_setting_mechanism"",""quant_base_wage_direct_value""]","[""quantitative_direct_text_claim_ready"",""weak_or_not_supported""]","[""exclude_or_write_off"",""supporting_example_candidate""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-13420-02\"", \""final\"": \""https://webgen1files1.revize.com/berlintwpoh/Revised%202024%20Organizational%20meeting%20minutes.pdf\"", \""original\"": \""https://webgen1files1.revize.com/berlintwpoh/Revised%202024%20Organizational%20meeting%20minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-13420\""}""]"
BRMMATCHPREP-20260803-210417844dc3738bf50341fa,West Brownsville,PA,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-81374b474ec8bbb583ba1af6""]","[""BRMSPAN-20260802-12766c4a3368d37c713aa3b1"",""BRMSPAN-20260802-33e78e752964ed638375991a"",""BRMSPAN-20260802-4439446a7431f5593f80db62"",""BRMSPAN-20260802-75d8075c9922552f5f6ac999"",""BRMSPAN-20260802-98362856f91c793b3ab37736"",""BRMSPAN-20260802-e9810b55432e49e5a99fdbe8"",""BRMSPAN-20260802-ebc6868fa6ba3698a73a0b75""]","[""non_safety_direct"",""police_direct""]",true,false,false,true,false,4,3,7,4,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_cross_side,candidate_compatible_unverified,"[""agenda_packet_or_minutes""]",Tier B,high,[],bounded_normalization_and_match_quality_review,"[""non_cba_or_unresolved_hint""]","[""qual_non_base_compensation_mechanism"",""quant_allowance_or_reimbursement"",""quant_base_wage_direct_value""]","[""mixed_quant_qual_claim_ready"",""quantitative_direct_text_claim_ready""]","[""core_finding_candidate"",""mechanism_summary_candidate""]","[""moderate"",""none"",""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-03497-01\"", \""final\"": \""https://westbrownsvillepa.com/document/council-minutes-december-9th-2025\"", \""original\"": \""https://westbrownsvillepa.com/document/council-minutes-december-9th-2025/\"", \""scout_target_id\"": \""BRM5-20260731-03497\""}""]"
BRMMATCHPREP-20260803-2183a6ed97e7ba3c483db68d,Middlefield,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-0ca8cc84266a72b83fb47ac6""]","[""BRMSPAN-20260802-0b0afc31748ffcc3e3e386ab"",""BRMSPAN-20260802-12c12cf975e2f36f78e7fb5e"",""BRMSPAN-20260802-17f5abc919c06dce6832b342"",""BRMSPAN-20260802-2bb134ce43e0a75281227c96"",""BRMSPAN-20260802-6608370b561e1e8b99e90f7e"",""BRMSPAN-20260802-70881b90a69799155dfc779c"",""BRMSPAN-20260802-8bd86ffab7dfafb9f43ec213"",""BRMSPAN-20260802-99119fa03309ac0435c48ee7"",""BRMSPAN-20260802-a31c6b51048126e2639fce4b"",""BRMSPAN-20260802-e1c8c7a34930df530fd8e92a""]","[""police_direct""]",true,false,false,false,false,10,0,8,2,5,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""agenda_packet_or_minutes""]",Tier E,moderate,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",growth_continuity_review,"[""non_cba_or_unresolved_hint""]","[""qual_cola_or_indexing_mechanism"",""qual_non_base_compensation_mechanism"",""quant_cpi_indexed_adjustment"",""quant_other_compensation_value"",""quant_overtime_or_holiday_rate"",""quant_percentage_raise_or_cola""]","[""qualitative_mechanism_claim_ready"",""quantitative_direct_text_claim_ready"",""weak_or_not_supported""]","[""core_finding_candidate"",""exclude_or_write_off"",""local_context_candidate"",""manual_review_candidate"",""mechanism_summary_candidate"",""supporting_example_candidate""]","[""moderate"",""none"",""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09820-01\"", \""final\"": \""https://middlefieldohio.com/wp-content/uploads/2025/03/02.13.2025.pdf\"", \""original\"": \""https://www.middlefieldohio.com/wp-content/uploads/2025/03/02.13.2025.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09820\""}""]"
BRMMATCHPREP-20260803-21c5f89a33d0aef02f99c521,Honor,MI,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-382050745560952bc39b92ec""]","[""BRMSPAN-20260802-7b8c65f0a8b48ea8c8ffe319""]","[""non_safety_direct""]",false,false,false,true,false,0,1,1,0,0,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""wage_schedule""]",Tier G,low,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",defer_or_exclude,"[""cba_arbitration_factfinding_hint""]","[""quant_other_compensation_value""]","[""quantitative_needs_normalization""]","[""quantitative_normalization_candidate""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-08629-01\"", \""final\"": \""https://villageofhonor.org/wp-content/uploads/2025/01/Honor-December-9-2024-Meeting-Minutes.pdf\"", \""original\"": \""https://villageofhonor.org/wp-content/uploads/2025/01/Honor-December-9-2024-Meeting-Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-08629\""}""]"
BRMMATCHPREP-20260803-21eaa3f6f2dfcfe45d0ff4c3,Washington,PA,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-26ea73a3a1fd6c0825c7d2ac""]","[""BRMSPAN-20260802-1a8a4c5a3773ca0bbe3c86a9"",""BRMSPAN-20260802-790a8272c12753cd2bee87be"",""BRMSPAN-20260802-90da3848d65e89aebcd8f90c""]","[""fire_direct"",""police_direct""]",true,true,false,false,false,3,0,2,2,0,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""wage_schedule""]",Tier F,moderate,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""qual_mou_or_settlement"",""quant_other_compensation_value""]","[""local_context_only"",""mixed_quant_qual_claim_ready"",""qualitative_mechanism_claim_ready""]","[""local_context_candidate"",""mechanism_summary_candidate"",""supporting_example_candidate""]","[""moderate"",""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18441-02\"", \""final\"": \""https://washingtonpa.us/council-minutes-september-12-2013\"", \""original\"": \""https://washingtonpa.us/council-minutes-september-12-2013/\"", \""scout_target_id\"": \""BRM5-20260731-18441\""}""]"
BRMMATCHPREP-20260803-222bfd5c7910d1029815cd75,Liberty,MI,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-604b25c296b0be226814a453""]","[""BRMSPAN-20260802-e76c263a847dd0020b016403""]","[""non_safety_direct""]",false,false,false,true,false,0,1,1,0,1,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""agenda_packet_or_minutes""]",Tier E,moderate,"[""missing_clear_cross_side_anchor""]",growth_continuity_review,"[""non_cba_or_unresolved_hint""]","[""quant_percentage_raise_or_cola""]","[""quantitative_direct_text_claim_ready""]","[""core_finding_candidate""]","[""moderate""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-04895-02\"", \""final\"": \""https://libertytownshipwexfordmi.gov/wp-content/uploads/2025/03/2-February-24-Minutes.pdf\"", \""original\"": \""https://www.libertytownshipwexfordmi.gov/wp-content/uploads/2025/03/2-February-24-Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-04895\""}""]"
BRMMATCHPREP-20260803-2243999000a75585b57884be,North Whitehall,PA,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-a1c5e4a7c30fe91f7abe065d""]","[""BRMSPAN-20260802-ee14a186ecc158a7131aeac5""]","[""non_safety_direct""]",false,false,false,true,false,0,1,0,1,0,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""agenda_packet_or_minutes""]",Tier F,moderate,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""qual_collective_bargaining""]","[""qualitative_mechanism_claim_ready""]","[""mechanism_summary_candidate""]","[""moderate""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18328-02\"", \""final\"": \""https://northwhitehall.org/minutes/4dec23.pdf\"", \""original\"": \""https://www.northwhitehall.org/minutes/4dec23.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18328\""}""]"
BRMMATCHPREP-20260803-22bd3d7d45855f03eb72adb7,Urbana,IL,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-91675ace91c40522b785d902""]","[""BRMSPAN-20260802-588d37ee149c33ee84f12e06""]","[""police_direct""]",true,false,false,false,false,1,0,1,0,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""wage_schedule""]",Tier G,low,"[""missing_clear_cross_side_anchor""]",defer_or_exclude,"[""non_cba_or_unresolved_hint""]","[""quant_other_compensation_value""]","[""quantitative_direct_text_claim_ready""]","[""core_finding_candidate""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-04238-01\"", \""final\"": \""https://mccmeetings.blob.core.usgovcloudapi.net/urbanail-pubu/MEET-Packet-e18763c98638444ea81bc3e276ad0e26.pdf\"", \""original\"": \""https://mccmeetings.blob.core.usgovcloudapi.net/urbanail-pubu/MEET-Packet-e18763c98638444ea81bc3e276ad0e26.pdf\"", \""scout_target_id\"": \""BRM5-20260731-04238\""}""]"
BRMMATCHPREP-20260803-22ea799d1638eef7c570b2dc,Hanover,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-2dd91bc62a3522f5a4f5b0be""]","[""BRMSPAN-20260802-177f64f5f7368871d9ee90ed"",""BRMSPAN-20260802-66a32a02a06a74571e6fc7ed"",""BRMSPAN-20260802-6840b950e5b69598a0e9baa8"",""BRMSPAN-20260802-cef55cbc5e903f7eacf17d85""]","[""non_safety_direct""]",false,false,false,true,false,0,4,2,2,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""wage_schedule""]",Tier F,moderate,"[""missing_clear_cross_side_anchor""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""qual_non_base_compensation_mechanism"",""quant_allowance_or_reimbursement""]","[""directional_hint_only"",""qualitative_mechanism_claim_ready""]","[""manual_review_candidate""]","[""central""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09759-01\"", \""final\"": \""https://hanoverohio.net/wp-content/uploads/2024/12/2024-11-13-VOH-Council-Meeting-Minutes-Nov-13-2024.pdf\"", \""original\"": \""https://hanoverohio.net/wp-content/uploads/2024/12/2024-11-13-VOH-Council-Meeting-Minutes-Nov-13-2024.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09759\""}""]"
BRMMATCHPREP-20260803-23359416a0bfb4925e60128a,Grand View-on-Hudson,NY,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-079ed452218eee2ecaa3f7ca""]","[""BRMSPAN-20260802-a3e074e6deb13280d93b1bd0""]","[""police_direct""]",true,false,false,false,false,1,0,1,1,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""cba""]",Tier F,moderate,"[""missing_clear_cross_side_anchor""]",mechanism_attribution_review,"[""cba_arbitration_factfinding_hint""]","[""quant_other_compensation_value""]","[""mixed_quant_qual_claim_ready""]","[""supporting_example_candidate""]","[""moderate""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06735-01\"", \""final\"": \""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/10/56/26/105626199150147161380260627528206291264\"", \""original\"": \""https://ecommons.cornell.edu/bitstreams/f580dfd9-1662-4ab4-a1b0-084ca6e34b25/download\"", \""scout_target_id\"": \""BRM5-20260731-06735\""}""]"
BRMMATCHPREP-20260803-2367a11e79939aaebb9f5caa,Wilma,MN,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-1c56d982ce3e7464c71bc547""]","[""BRMSPAN-20260802-277d46ddf19195406145cd26"",""BRMSPAN-20260802-6b43048478b822ce0345046a"",""BRMSPAN-20260802-c2a505b2c9ba14edf772b8f3"",""BRMSPAN-20260802-d4322c4710ac7aa10efd02f4""]","[""non_safety_direct""]",false,false,false,true,false,0,4,4,1,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""agenda_packet_or_minutes""]",Tier F,moderate,"[""missing_clear_cross_side_anchor""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""quant_base_wage_direct_value""]","[""mixed_quant_qual_claim_ready"",""quantitative_direct_text_claim_ready""]","[""core_finding_candidate"",""supporting_example_candidate""]","[""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-16653-02\"", \""final\"": \""https://wilmatownship.org/2022/03/page/2\"", \""original\"": \""https://www.wilmatownship.org/2022/03/page/2/\"", \""scout_target_id\"": \""BRM5-20260731-16653\""}""]"
BRMMATCHPREP-20260803-2388ccca00fb80338478c4a7,Mayville,MI,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-2125628579efc975e94e7519""]","[""BRMSPAN-20260802-32f221b96c7db39f334d58ff"",""BRMSPAN-20260802-3a0560811d8a36ed1635a65f""]","[""police_direct""]",true,false,false,false,false,2,0,2,1,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""budget_or_pay_plan""]",Tier F,moderate,"[""missing_clear_cross_side_anchor""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""qual_non_base_compensation_mechanism"",""quant_overtime_or_holiday_rate""]","[""quantitative_direct_text_claim_ready""]","[""quantitative_normalization_candidate""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-08663-01\"", \""final\"": \""https://villageofmayville.org/wp-content/uploads/2019/04/Approved-Budget-for-2019-20-1.pdf\"", \""original\"": \""https://villageofmayville.org/wp-content/uploads/2019/04/Approved-Budget-for-2019-20-1.pdf\"", \""scout_target_id\"": \""BRM5-20260731-08663\""}""]"
BRMMATCHPREP-20260803-23d2463939642f6d171ed4f8,Marion,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-38b188176b51057b1f5555d1""]","[""BRMSPAN-20260802-33bafd429dbb5fd0d90127c2""]","[""police_direct""]",true,false,false,false,false,1,0,1,0,1,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""mou_or_memorandum""]",Tier E,moderate,"[""missing_clear_cross_side_anchor""]",growth_continuity_review,"[""cba_arbitration_factfinding_hint""]","[""quant_percentage_raise_or_cola""]","[""quantitative_direct_text_claim_ready""]","[""core_finding_candidate""]","[""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17288-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0945.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0945.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17288\""}""]"
BRMMATCHPREP-20260803-23fcb2937bbc626b98da2020,Cumberland,PA,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-e2706e857560b88a77170f6f""]","[""BRMSPAN-20260802-b3366054303c5ff1e533541c""]","[""police_direct""]",true,false,false,false,false,1,0,0,1,0,0,false,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,needs_review,"[""agenda_packet_or_minutes""]",Tier F,moderate,"[""missing_clear_cross_side_anchor"",""pay_basis_needs_review""]",mechanism_attribution_review,"[""non_cba_or_unresolved_hint""]","[""qual_collective_bargaining""]","[""qualitative_mechanism_claim_ready""]","[""local_context_candidate""]","[""moderate""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06917-01\"", \""final\"": \""https://cumberland.adamscountypa.gov/getmedia/bf39a1f7-096b-42e6-a828-cc54c802f487/December162021.pdf\"", \""original\"": \""https://cumberland.adamscountypa.gov/getmedia/bf39a1f7-096b-42e6-a828-cc54c802f487/December162021.pdf\"", \""scout_target_id\"": \""BRM5-20260731-06917\""}""]"
BRMMATCHPREP-20260803-24069adbc3ecedb7f6c8c8dc,Saranac,NY,Northeast,same_municipality_same_effective_period,"[""BRMGRS-20260802-a2d8a5b1c11ca7974ff965f6""]","[""BRMSPAN-20260802-396e19b09d7f6c01a439ebaa"",""BRMSPAN-20260802-6bab9f289ba7063863320f76""]","[""police_direct""]",true,false,false,false,false,2,0,1,2,0,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""arbitration_award""]",Tier F,moderate,"[""missing_clear_cross_side_anchor""]",mechanism_attribution_review,"[""cba_arbitration_factfinding_hint""]","[""qual_collective_bargaining"",""qual_market_recruitment_retention_pressure""]","[""quantitative_direct_text_claim_ready"",""weak_or_not_supported""]","[""core_finding_candidate"",""local_context_candidate""]","[""weak""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14283-02\"", \""final\"": \""https://perb.ny.gov/system/files/documents/2024/03/ia81-038-award-7-7-82.pdf\"", \""original\"": \""https://perb.ny.gov/system/files/documents/2024/03/ia81-038-award-7-7-82.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14283\""}""]"
BRMMATCHPREP-20260803-2425ff821a06b0f1ddee7380,Minong,WI,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-a3c760ad26b4f0701df9f013""]","[""BRMSPAN-20260802-1b766818a7a39264ecef222e"",""BRMSPAN-20260802-1e9c168b660b23d573f44699"",""BRMSPAN-20260802-217df702c66ec0ca08dbc78b"",""BRMSPAN-20260802-226b35e6356f29797148c49c"",""BRMSPAN-20260802-320e2f2888e4999f63205a3a"",""BRMSPAN-20260802-53b6f4ec992dd770d95c0cc3"",""BRMSPAN-20260802-58e1ba3cf1928929cfc45d3f"",""BRMSPAN-20260802-640188694383e0937cffd7a5"",""BRMSPAN-20260802-846e25ea52601ee7775dcaa5"",""BRMSPAN-20260802-86936beff03ffc8491070734"",""BRMSPAN-20260802-8845940507303104f185ab93"",""BRMSPAN-20260802-8b08f824cf4253d3563c21c1"",""BRMSPAN-20260802-8ed9cff388f9c8498e81a89d"",""BRMSPAN-20260802-9d61151073d2dc2cbadec66b"",""BRMSPAN-20260802-a25e43b1dfdf2eb40fd154bc"",""BRMSPAN-20260802-aa5610a81ac15dcfb1e16cc3"",""BRMSPAN-20260802-ac489d1bc4854a6e54392958"",""BRMSPAN-20260802-ad591cf8d43a3457d7647b52"",""BRMSPAN-20260802-ad6afe964dcebf5f36a4511f"",""BRMSPAN-20260802-d76fda708396eeccf1caec98"",""BRMSPAN-20260802-e2bfd00a36045d9c8ac3de7b""]","[""non_safety_direct"",""police_direct""]",true,false,false,true,false,18,3,15,9,7,1,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_cross_side,candidate_compatible_unverified,"[""budget_or_pay_plan""]",Tier B,high,[],bounded_normalization_and_match_quality_review,"[""non_cba_or_unresolved_hint""]","[""qual_cola_or_indexing_mechanism"",""qual_market_recruitment_retention_pressure"",""qual_mou_or_settlement"",""qual_non_base_compensation_mechanism"",""quant_allowance_or_reimbursement"",""quant_budget_or_pay_plan_amount"",""quant_cpi_indexed_adjustment"",""quant_percentage_raise_or_cola""]","[""qualitative_mechanism_claim_ready"",""quantitative_direct_text_claim_ready"",""weak_or_not_supported""]","[""comparison_review_candidate"",""core_finding_candidate"",""exclude_or_write_off"",""manual_review_candidate"",""mechanism_summary_candidate"",""supporting_example_candidate""]","[""central"",""moderate"",""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14008-01\"", \""final\"": \""https://villageofminong.org/wp-content/uploads/2019/01/JAN-DEC-2025-MINUTES-FINAL-FOR-WEB-POSTING-1.pdf\"", \""original\"": \""https://villageofminong.org/wp-content/uploads/2019/01/JAN-DEC-2025-MINUTES-FINAL-FOR-WEB-POSTING-1.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14008\""}""]"
BRMMATCHPREP-20260803-2454acc829407472612abe43,Lebanon,OH,Midwest,same_municipality_same_effective_period,"[""BRMGRS-20260802-1f5914365ca32cd44183d7ae""]","[""BRMSPAN-20260802-097ef7288d901f9dc2c27357"",""BRMSPAN-20260802-9abce1fa217657e1701c1131""]","[""police_direct""]",true,false,false,false,false,2,0,2,0,1,0,true,true,false,false,false,true,true,true,false,explicit_raw_token,clear_single_side_or_mixed,candidate_compatible_unverified,"[""wage_schedule""]",Tier E,moderate,"[""missing_clear_cross_side_anchor""]",growth_continuity_review,"[""non_cba_or_unresolved_hint""]","[""quant_base_wage_direct_value"",""quant_percentage_raise_or_cola""]","[""quantitative_direct_text_claim_ready""]","[""supporting_example_candidate""]","[""none""]","[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-13541-01\"", \""final\"": \""https://cms8.revize.com/revize/lebanonoh/City%20Council%20Meeting%20Packets/2023/Council%20Packet%20-%20Feb%2014%202023.pdf\"", \""original\"": \""https://cms8.revize.com/revize/lebanonoh/City%20Council%20Meeting%20Packets/2023/Council%20Packet%20-%20Feb%2014%202023.pdf\"", \""scout_target_id\"": \""BRM5-20260731-13541\""}""]"
