source_document_cluster_id,source_rating_id,retained_source_id,municipality,state,region,source_type,source_family,span_ids,span_rating_ids,span_count,side_labels_represented,clear_safety_anchor_count,clear_non_safety_anchor_count,quantitative_record_count,qualitative_mechanism_record_count,growth_continuity_record_count,comparison_seed_record_count,raw_period_anchors,pay_basis_hints,same_document_cross_side_candidate,source_locator_lineage
BRMSRCDOC-20260803-f9f1ef1b3bd885240389eca5,BRMGRS-20260802-0e6891b4f6240d388e76d689,RMSRD-20260802-6b347e33c7bd5cddf072,Cascade,PA,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-3695ca381bcf0836669bba20"",""BRMSPAN-20260802-cfa0ffa3292548a985913b87""]","[""BRMGRT-20260802-f4d4d83a8027097fbb47b42f"",""BRMGRT-20260802-f0714babad352f21a1e0a306""]",2,"[""remains_unclear""]",0,0,0,0,0,0,"[""2024""]","[""hourly"",""monthly""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-03163-02"", ""final"": ""https://cascade-township-pa.org/onewebmedia/Organizational%20and%20Jan%20Monthly%20mtg%202025.pdf"", ""original"": ""https://cascade-township-pa.org/onewebmedia/Organizational%20and%20Jan%20Monthly%20mtg%202025.pdf"", ""scout_target_id"": ""BRM5-20260731-03163""}"
BRMSRCDOC-20260803-60bb84858acfb66f92259e49,BRMGRS-20260802-0e78a8c0719a898d4912e74b,RMSRD-20260802-0c21fde52046df33d025,Lehigh,PA,Northeast,pdf,settlement_agreement,"[""BRMSPAN-20260802-1232324f991c680aa89ac8e0"",""BRMSPAN-20260802-228679a23458bc96c30e62b5"",""BRMSPAN-20260802-856074d487df81b9aa606428""]","[""BRMGRT-20260802-d4485f3cd1f9fb61e9abf39a"",""BRMGRT-20260802-e9d18fc1a9e2fb529f41f232"",""BRMGRT-20260802-d93d814377b0595ea9833fd9""]",3,"[""police_direct""]",3,0,1,2,0,0,"[""August 1, 2025"",""August 12, 2025""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-18252-02"", ""final"": ""https://lehightownship.com/minutes/12aug25.pdf"", ""original"": ""https://www.lehightownship.com/minutes/12aug25.pdf"", ""scout_target_id"": ""BRM5-20260731-18252""}"
BRMSRCDOC-20260803-9da0644381c9f242d3e06353,BRMGRS-20260802-0e8d67d9ed3775a728deebc9,RMSRD-20260802-056b9d27c442ee006d80,Princeville,IL,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-3f9a86e48e5e5aadce95bc4f"",""BRMSPAN-20260802-810f20386dcf469119b00bc8"",""BRMSPAN-20260802-8b7ebe5254eed248a665d9c9""]","[""BRMGRT-20260802-80908f163747b478cb7a3431"",""BRMGRT-20260802-1cbe16851699c1113ca9ae1e"",""BRMGRT-20260802-ddfd7ecb2311f20c743913df""]",3,"[""remains_unclear""]",0,0,0,0,0,0,"[""2020"",""May 19, 2020""]","[""percentage_raise""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-07891-02"", ""final"": ""https://princeville.org/wp-content/uploads/2022/12/May-19-2020-Board-Minutes.pdf"", ""original"": ""https://princeville.org/wp-content/uploads/2022/12/May-19-2020-Board-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-07891""}"
BRMSRCDOC-20260803-68a25eed7a7626a09aaead91,BRMGRS-20260802-0e9ed18f5bcbb0d30c2212d8,RMSRD-20260802-ce86494a4a969bc89274,Newport,PA,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-0aa073e88e044db1811c8f23"",""BRMSPAN-20260802-0fc17a20c8a50f611756ad5e"",""BRMSPAN-20260802-4129e33b513d714b0ee1d766"",""BRMSPAN-20260802-50810a6464bcde15332266f0"",""BRMSPAN-20260802-5babf51932aa918c6ef264df""]","[""BRMGRT-20260802-2739efbfbcc7aed25a1c57a4"",""BRMGRT-20260802-51614ffee255598dcaa2ff2e"",""BRMGRT-20260802-a769cee9c29c7ee1834245d9"",""BRMGRT-20260802-01d95bc2bc985e80c2e1ce2a"",""BRMGRT-20260802-3e0922727f0f1c716d2239b9""]",5,"[""not_applicable"",""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""January 1, 2017"",""May 5, 2015""]","[""stipend"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-10827-02"", ""final"": ""https://newportboro.com/pdfs/mm/2015/20150505_Meeting-Minutes.pdf"", ""original"": ""https://www.newportboro.com/pdfs/mm/2015/20150505_Meeting-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-10827""}"
BRMSRCDOC-20260803-e7aeb2d96c70016a5bceb3e1,BRMGRS-20260802-0f0c71faf583cbe0886923ea,RMSRD-20260802-91953acd8ec49aca0392,Aztalan,WI,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-b9dd152a4fda464bae5efad3""]","[""BRMGRT-20260802-5a8f5efca707cc71cd1b53ee""]",1,"[""remains_unclear""]",0,0,0,0,0,0,"[""December 30, 2021""]","[""hourly""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-02639-01"", ""final"": ""https://townofaztalan.org/_files/ugd/435a3d_258ebf21ffea4178be66b1ef1391dd24.pdf"", ""original"": ""https://www.townofaztalan.org/_files/ugd/435a3d_258ebf21ffea4178be66b1ef1391dd24.pdf"", ""scout_target_id"": ""BRM5-20260731-02639""}"
BRMSRCDOC-20260803-af7d72003f40a32a24abe6ac,BRMGRS-20260802-0f29f6f019ce99a05a2aa1db,RMSRD-20260802-8c074f9066d36e52dd0e,Pewamo,MI,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-60c087c7ff3fabd94705a7c2"",""BRMSPAN-20260802-6b36146fbef56e12aa002fcd"",""BRMSPAN-20260802-956ca1543296e3f65cd571b4"",""BRMSPAN-20260802-bb93fafb89a649cb11b6607f"",""BRMSPAN-20260802-f5ac6fd0302969ddb5b6b35d"",""BRMSPAN-20260802-f78cae7f52731cfc5e27253c""]","[""BRMGRT-20260802-ed4d741d5b745c02acc440b4"",""BRMGRT-20260802-e4a778d9294ce5736c6762de"",""BRMGRT-20260802-b177fc8bcac6b8185f37d5dd"",""BRMGRT-20260802-052141a7cb142728d480588c"",""BRMGRT-20260802-013b978dbfeff0da450f4d9f"",""BRMGRT-20260802-9ef0f8812bf81a4e073f62e6""]",6,"[""not_applicable""]",0,0,0,0,0,0,"[""2020""]","[""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-16171-01"", ""final"": ""https://pewamo.gov/wp-content/uploads/2021/08/March-2020-Minutes.pdf"", ""original"": ""https://pewamo.gov/wp-content/uploads/2021/08/March-2020-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-16171""}"
BRMSRCDOC-20260803-850e5e42218e212750ade3fc,BRMGRS-20260802-0fa96c4f1e1cb9ae60ec66d2,RMSRD-20260802-f407392717370c156258,Trenton,TX,South,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-0cecf2ae52451dcdda2bb59d"",""BRMSPAN-20260802-2964a9153422bb6887a3f407"",""BRMSPAN-20260802-435f6d992a61e756b38fdcca"",""BRMSPAN-20260802-472779f24e0b1050424b2e72"",""BRMSPAN-20260802-595aa03d7b7dcf0432bcb837"",""BRMSPAN-20260802-5c1616d94d1aacc60630cbe6"",""BRMSPAN-20260802-78d9c1aed46a2cda49d0b058"",""BRMSPAN-20260802-7953a04c76b5584c140b2c91"",""BRMSPAN-20260802-79862c04990ebf9ace6e3aff"",""BRMSPAN-20260802-7eddbaa7d73cdd846f03d08c"",""BRMSPAN-20260802-915f08dd92fc6ff63ab3c53d"",""BRMSPAN-20260802-a18458da20f8975934bce75a"",""BRMSPAN-20260802-b110aec04215c743b7d25313"",""BRMSPAN-20260802-cf6c64d6fd7a42a49f613075"",""BRMSPAN-20260802-d081b39df8c944b443a02bbe"",""BRMSPAN-20260802-d6542b08e161a4c4b3442977"",""BRMSPAN-20260802-ed6aff68afa1116503c00706"",""BRMSPAN-20260802-f15cc4ebf1083e566bded74e"",""BRMSPAN-20260802-f307cf236a637940c6a53b0f""]","[""BRMGRT-20260802-80294a93e75e2bbfd3ce5f02"",""BRMGRT-20260802-e3b2911c809826c7be1a7bd0"",""BRMGRT-20260802-e8334019b03cc2f9bee1e61f"",""BRMGRT-20260802-77b80c6f00570daba26eddbd"",""BRMGRT-20260802-f7fd2747042505aa585bca16"",""BRMGRT-20260802-a640e5dc5db28529c9e676a6"",""BRMGRT-20260802-7bc294a67dc60b969b1803ec"",""BRMGRT-20260802-f0e013e9ef87cd730aff50a0"",""BRMGRT-20260802-eeb61af101a7005b7efaa879"",""BRMGRT-20260802-060d912367aadb80a54fc395"",""BRMGRT-20260802-4fbb7f9c6586b394d7d572af"",""BRMGRT-20260802-466eb22e1dc6463020342e9b"",""BRMGRT-20260802-bd040d8aea6d7efc0a449538"",""BRMGRT-20260802-dcacb531d431b7cabc623785"",""BRMGRT-20260802-c84147ee229d70f4c1c94a78"",""BRMGRT-20260802-640e5c8ebe3a2a973200c91d"",""BRMGRT-20260802-795d5a1bf225460b9070c7eb"",""BRMGRT-20260802-11ae0dc35ff12387f9d2948d"",""BRMGRT-20260802-b6061373ff443b341c9051dc""]",19,"[""non_safety_direct"",""police_direct""]",18,1,15,4,3,0,"[""2024"",""2024-2025"",""July 31, 2023"",""September 1, 2024"",""September 25, 2023"",""September 6, 2023""]","[""annual_salary"",""budget_amount"",""cola_cpi"",""hourly"",""percentage_raise"",""unknown_or_mixed""]",true,"{""candidate_id"": ""BRM5C-BRM5-20260731-18692-01"", ""final"": ""https://cityoftrentontx.org/uploads/9/9/9/0/9990741/minutes_2023_-2024__website_.pdf"", ""original"": ""https://www.cityoftrentontx.org/uploads/9/9/9/0/9990741/minutes_2023_-2024__website_.pdf"", ""scout_target_id"": ""BRM5-20260731-18692""}"
BRMSRCDOC-20260803-50d6861902522fff3e518244,BRMGRS-20260802-0fcdb4da51c6dcc12e8f2342,RMSRD-20260802-448eeceed162b52180ec,Tompkins,NY,Northeast,html,wage_schedule,"[""BRMSPAN-20260802-49bc80b4ab30e01686554492"",""BRMSPAN-20260802-c73fcbd9b279336327533b76""]","[""BRMGRT-20260802-bac084abdb6dc5a219c3fa53"",""BRMGRT-20260802-59a9297c66c1c58f0c1588b0""]",2,"[""not_applicable""]",0,0,0,0,0,0,"[""Dec 31, 2025""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-06836-01"", ""final"": ""https://townoftompkins.org/2023/01"", ""original"": ""https://townoftompkins.org/2023/01/"", ""scout_target_id"": ""BRM5-20260731-06836""}"
BRMSRCDOC-20260803-d3289eb35a9becf691a1c972,BRMGRS-20260802-101d91e7178131d67b32276c,RMSRD-20260802-b54d714f07dcdaf3624f,Sands,MI,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-3efe1d1471b25eb0a7263535"",""BRMSPAN-20260802-927212143bd3c029722c8144""]","[""BRMGRT-20260802-2597fc45fb8b791d7d1891d3"",""BRMGRT-20260802-197389d37d9ef0f2b66f072a""]",2,"[""remains_unclear""]",0,0,0,0,0,0,[],"[""cola_cpi""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-04976-01"", ""final"": ""https://sandstownshipmi.gov/download/14857/02-11-2025-regular-board-meeting-minutes-draft.pdf"", ""original"": ""https://www.sandstownshipmi.gov/download/14857/02-11-2025-regular-board-meeting-minutes-draft.pdf"", ""scout_target_id"": ""BRM5-20260731-04976""}"
BRMSRCDOC-20260803-332f94f4b4eb2d4b208b3897,BRMGRS-20260802-10249164d523632602eb0f53,RMSRD-20260802-c57b89c1a2e21115cd40,Almond,WI,Midwest,html,agenda_packet_or_minutes,"[""BRMSPAN-20260802-54d9f17e594725942a27dead"",""BRMSPAN-20260802-995f1a8fc7e378f77db6d240"",""BRMSPAN-20260802-e5b0abd8bcfd582ac7f2b61d""]","[""BRMGRT-20260802-3b8cf2d4197958385147af46"",""BRMGRT-20260802-5b6caa07b217a62d0189efa1"",""BRMGRT-20260802-3daf9254b1ce99692fbdf89c""]",3,"[""fire_direct"",""remains_unclear""]",1,0,1,0,0,0,"[""2025""]","[""hourly"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-13853-02"", ""final"": ""https://villageofalmondwi.gov/2025/06/10/village-of-almond-meeting-minutes-6-9-2025"", ""original"": ""https://villageofalmondwi.gov/2025/06/10/village-of-almond-meeting-minutes-6-9-2025/"", ""scout_target_id"": ""BRM5-20260731-13853""}"
BRMSRCDOC-20260803-99538517356c50843b823ea3,BRMGRS-20260802-1037d839de1e37d7434898fa,RMSRD-20260802-511f0f31bc26b0792e91,Freeport,IL,Midwest,pdf,cba,"[""BRMSPAN-20260802-053cfc2cf28c0bff54fff2cd"",""BRMSPAN-20260802-15d4d916f302b8969f4bee3e"",""BRMSPAN-20260802-4af4f913f8c34de1c3383dcc"",""BRMSPAN-20260802-f35acbb1d7c19d4eef4706ce""]","[""BRMGRT-20260802-43b5751a37723e1d4b619f92"",""BRMGRT-20260802-91f4d7ac64e44951d95da3e9"",""BRMGRT-20260802-7aba05efcc74191db4a58c47"",""BRMGRT-20260802-8bef2e6eb9e94be3bc229587""]",4,"[""not_applicable"",""remains_unclear""]",0,0,0,0,0,0,"[""2017-59""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-00238-01"", ""final"": ""https://cityoffreeport.org/OrdRes/R2017-59%20Resolution%20to%20approve%202017-2020%20Agreement%20with%20AFSCME.pdf"", ""original"": ""https://cityoffreeport.org/OrdRes/R2017-59%20Resolution%20to%20approve%202017-2020%20Agreement%20with%20AFSCME.pdf"", ""scout_target_id"": ""BRM5-20260731-00238""}"
BRMSRCDOC-20260803-0e39133bbb07810461fe8fa0,BRMGRS-20260802-105cf979f62167b78de39880,RMSRD-20260802-29ea601bd61941846643,Stonington,IL,Midwest,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-acffabd9149c7b6b2b55fbec""]","[""BRMGRT-20260802-f86ad6abce47b71a4cc22129""]",1,"[""remains_unclear""]",0,0,0,0,0,0,"[""2024""]","[""hourly""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-00474-02"", ""final"": ""https://villageofstonington.com/documents/654/April_18_2023_Finance_Meeting_minutes.pdf"", ""original"": ""https://villageofstonington.com/documents/654/April_18_2023_Finance_Meeting_minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-00474""}"
BRMSRCDOC-20260803-37e27961d09e35551185517e,BRMGRS-20260802-10653e3bc6a7b1932e9c87d8,RMSRD-20260802-22f52ecd5ad0db473172,Liberty,MO,Midwest,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-208c4db46b6b8c6d134e67f3"",""BRMSPAN-20260802-2815297eb06aa7a4e1bce0c0"",""BRMSPAN-20260802-2ecba155ac94cdb4d9990993"",""BRMSPAN-20260802-8dfa243e54d995418e972262"",""BRMSPAN-20260802-c2b904a290c599516f75b4c1"",""BRMSPAN-20260802-ef7b94c02524facc0ce78e29""]","[""BRMGRT-20260802-714f95d3730fbb6a1221d928"",""BRMGRT-20260802-f3579fb2e3d7c04f8d32c8eb"",""BRMGRT-20260802-1633f738a241614a1c06991f"",""BRMGRT-20260802-a5fb0c202021655c6163aa9e"",""BRMGRT-20260802-baffae5ded09fe4d17aa2e38"",""BRMGRT-20260802-ae8888ccae35d2c38e244da9""]",6,"[""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""August 11, 2025""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-09257-04"", ""final"": ""https://libertymissouri.gov/Archive/ViewFile/Item/3844"", ""original"": ""https://libertymissouri.gov/Archive/ViewFile/Item/3844"", ""scout_target_id"": ""BRM5-20260731-09257""}"
BRMSRCDOC-20260803-954e02b4f43173a736a0189b,BRMGRS-20260802-1070652770ee81377866ad50,RMSRD-20260802-1f2e4f0ea80638118521,Elyria,OH,Midwest,pdf,cba,"[""BRMSPAN-20260802-01f1537352dc8b3bf79e62eb"",""BRMSPAN-20260802-0bcbd254807294d40b5db466"",""BRMSPAN-20260802-185b79526d26c2bc24d9b868"",""BRMSPAN-20260802-20665ed6c27431eb11fa09dc"",""BRMSPAN-20260802-252791d7e093d1529fa7e59e"",""BRMSPAN-20260802-2ad08afde87d9a374f86ca32"",""BRMSPAN-20260802-35c07ed1dbf03993d949cc4a"",""BRMSPAN-20260802-441a235c7cb8eb284bd69323"",""BRMSPAN-20260802-53714a13708ea323dc3e5ce4"",""BRMSPAN-20260802-5ba54b45972b1efe677ab1d9"",""BRMSPAN-20260802-5d0a40d43ca7aec18c1b2572"",""BRMSPAN-20260802-882c967ea2f17361952af35f"",""BRMSPAN-20260802-8c96f388d6ebe704080201ee"",""BRMSPAN-20260802-b999372cd736ae9f823ef9f0"",""BRMSPAN-20260802-c8533585b406d706d3673779"",""BRMSPAN-20260802-cad9914f08e9c814e4f0da74"",""BRMSPAN-20260802-e8acf7a0396607f11c3a621e"",""BRMSPAN-20260802-fa4878099f9086733fc8bb48"",""BRMSPAN-20260802-fec15c1825fadf2592361c32""]","[""BRMGRT-20260802-b239052a27a723d100799323"",""BRMGRT-20260802-21457874d1cf8b066ec08183"",""BRMGRT-20260802-af877089270ef0a28393c1d6"",""BRMGRT-20260802-7d02532ff4005c334823a91a"",""BRMGRT-20260802-e7a3aa1c51f5f01eac46c378"",""BRMGRT-20260802-b480970223f9e4bba95b5163"",""BRMGRT-20260802-9fbb367e622d6daa4f648bc1"",""BRMGRT-20260802-20bb60e680e800313c940a44"",""BRMGRT-20260802-c7e2b5c019eb8d140e16a996"",""BRMGRT-20260802-95b2b0438659ec4569c0db82"",""BRMGRT-20260802-971883fdf3f40b7fa5eef144"",""BRMGRT-20260802-fb5b62e4866c2dce30a018ba"",""BRMGRT-20260802-c3883bcd57a730e38d117f15"",""BRMGRT-20260802-03f4bb7f3cae5f56bb3aea1e"",""BRMGRT-20260802-829c7a6755a676b3429dd98b"",""BRMGRT-20260802-8a04f08d75d0c316b7ac9154"",""BRMGRT-20260802-5932dc2a9512abc76cb28b1f"",""BRMGRT-20260802-823ef297ee1238e317042729"",""BRMGRT-20260802-50c154aca70281395afeec26""]",19,"[""not_applicable"",""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""2017-2018"",""2020"",""2021"",""January 1, 1995"",""September 1, 2020""]","[""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-17210-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-05-0617.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-05-0617.pdf"", ""scout_target_id"": ""BRM5-20260731-17210""}"
BRMSRCDOC-20260803-3824826c74585d7dd964f509,BRMGRS-20260802-108b008862e71ed213ca17a7,RMSRD-20260802-3ec347b52aca6d0055fd,Sauk Centre,MN,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-008c355de8a5d7c45a126f39"",""BRMSPAN-20260802-03f345a2ea89f1e56f8f195f"",""BRMSPAN-20260802-209919bfa6e3e713dac7da4c"",""BRMSPAN-20260802-2a882f9c2deb26e81d458a2e"",""BRMSPAN-20260802-2b91522a766a62555f3d100c"",""BRMSPAN-20260802-4f192963be6b416ca69fe6b8"",""BRMSPAN-20260802-738a485306f3cbd62ca554b3"",""BRMSPAN-20260802-79c82956008dc4a2bb87efc5"",""BRMSPAN-20260802-8876b80b3075ad52dfe343a6"",""BRMSPAN-20260802-891032842dde3e04c9c16e07"",""BRMSPAN-20260802-966592620cacd50e0749d94d"",""BRMSPAN-20260802-9c3079b9e9e12170ffb767a0"",""BRMSPAN-20260802-9cca70092b70ad2d60b53e0a"",""BRMSPAN-20260802-9e7d16f97a17d62b7cb436ba"",""BRMSPAN-20260802-9fca28071860835c1610ee68"",""BRMSPAN-20260802-c7962f3d40360af3ca84bebc"",""BRMSPAN-20260802-d3824c699eecf0ab7de50471"",""BRMSPAN-20260802-f73a348a33ab0040c03f21eb""]","[""BRMGRT-20260802-6418e470c4e0d355d4c2abec"",""BRMGRT-20260802-3bb7643602e44135ccd6dd89"",""BRMGRT-20260802-6b93e46adc2c317ec9a46d13"",""BRMGRT-20260802-a1ba20de7ebdba21a03b1780"",""BRMGRT-20260802-a9b5abd55fc54c733b43733a"",""BRMGRT-20260802-7d89d7a4ea1a7b1b77ba3219"",""BRMGRT-20260802-51eef62c593dc026665b4f78"",""BRMGRT-20260802-7daa0a2eea84b5b9cc6abeca"",""BRMGRT-20260802-e6ba20e96b4e369094322fde"",""BRMGRT-20260802-6e4334ef489d9df01b1bc2fa"",""BRMGRT-20260802-691a245e58113ceae25dd190"",""BRMGRT-20260802-16d4631f7834195a30eb09ce"",""BRMGRT-20260802-a83cbd81322ceef9964ab13c"",""BRMGRT-20260802-89a69133ab0c7b4d1c471ee2"",""BRMGRT-20260802-997e652da9aedb064b0dea27"",""BRMGRT-20260802-78ec173251eb81f204d06b56"",""BRMGRT-20260802-1171f1e82ad938b3294c85d7"",""BRMGRT-20260802-3f36b36519ac4eb351d84f59""]",18,"[""non_safety_direct""]",0,18,11,11,3,0,"[""2024"",""November 17, 2023""]","[""budget_amount"",""overtime_rate"",""percentage_raise"",""stipend"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-01619-01"", ""final"": ""https://saukcentre.govoffice2.com/vertical/sites/%7BD28FAE32-EDE3-421C-BD2D-FA8E76EA5F8C%7D/uploads/12.06.23_City_Council_Meeting_Packet.pdf"", ""original"": ""https://saukcentre.govoffice2.com/vertical/sites/%7BD28FAE32-EDE3-421C-BD2D-FA8E76EA5F8C%7D/uploads/12.06.23_City_Council_Meeting_Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-01619""}"
BRMSRCDOC-20260803-447a1d472fa4af08232c5607,BRMGRS-20260802-109dcb14bfe587ddf84ad7d0,RMSRD-20260802-a999cdb7dfc73e38e337,Hamilton,NC,South,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-13e2db3fcc899517975a77c2"",""BRMSPAN-20260802-1ac85aa7d7cd467ac2320613"",""BRMSPAN-20260802-29db1c734b73ce6f02f928c2"",""BRMSPAN-20260802-2a3a5974ec06dbbf15c28081"",""BRMSPAN-20260802-4a9c90364834b98815ecf736"",""BRMSPAN-20260802-7e360d6a117596380340d409"",""BRMSPAN-20260802-9ac6e82a78907f57ac413db2"",""BRMSPAN-20260802-9cb88aa7e2ac5b3e4463bf4d"",""BRMSPAN-20260802-bbf1c240bfdc00ba1da48826"",""BRMSPAN-20260802-df83879c68730949cd648ad5"",""BRMSPAN-20260802-ee7fa0a0aa47b6f4bf36e064"",""BRMSPAN-20260802-f3ceaf1683b4a11e0465c5d8""]","[""BRMGRT-20260802-5b3d49388da7b82a023381c1"",""BRMGRT-20260802-f5d81edcc1c77d9819cf5501"",""BRMGRT-20260802-0e2c9663651a9ee92bef2861"",""BRMGRT-20260802-c13cc20bfa4ee5d8bc9fd947"",""BRMGRT-20260802-c40250145f2b0484f06d0695"",""BRMGRT-20260802-2c877f073b23d349ed3e165b"",""BRMGRT-20260802-2b05737979244346fbab544e"",""BRMGRT-20260802-03e56a56fe75a05d1bafee48"",""BRMGRT-20260802-fdc76ef82db56e56fabee6af"",""BRMGRT-20260802-1059b1c0209da5452d483f83"",""BRMGRT-20260802-e27457dda857a2e99b13cf82"",""BRMGRT-20260802-f650ddbebd8cabcc5ec23407""]",12,"[""not_applicable"",""remains_unclear""]",0,0,0,0,0,0,"[""2022-2023"",""June 23, 2022""]","[""budget_amount"",""cola_cpi"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-11047-01"", ""final"": ""https://town-of-hamilton.org/images/Documents/Minutes/Minutes062322.pdf"", ""original"": ""https://town-of-hamilton.org/images/Documents/Minutes/Minutes062322.pdf"", ""scout_target_id"": ""BRM5-20260731-11047""}"
BRMSRCDOC-20260803-3e54b1d888396cb3a5109103,BRMGRS-20260802-10faf15c3bec735c607b952f,RMSRD-20260802-2e15fbfa485a413e976d,Nevis,MN,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-6d4e7ae17cc10c3227efbe01"",""BRMSPAN-20260802-c134e4f6bbb540befac9f603"",""BRMSPAN-20260802-da8546a78fed2d0a9051fae5""]","[""BRMGRT-20260802-43c22af8da0cf064a70ac107"",""BRMGRT-20260802-8c20129ffbcd1fdbd1fb5198"",""BRMGRT-20260802-3a5b0a8404ff8ec82a72b1f6""]",3,"[""not_applicable""]",0,0,0,0,0,0,"[""April 1, 2025"",""August 11, 2025""]","[""hourly""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-01559-01"", ""final"": ""https://files.heygov.com/cityofnevismn.com/meetings/me_01k235na7x3ph53zby1wevgg5n/08-11-2025-nevis-city-council-minutes.pdf"", ""original"": ""https://files.heygov.com/cityofnevismn.com/meetings/me_01k235na7x3ph53zby1wevgg5n/08-11-2025-nevis-city-council-minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-01559""}"
BRMSRCDOC-20260803-240d81b172dfbb649438d5a3,BRMGRS-20260802-111f68afe5f0cdace7abc1df,RMSRD-20260802-3139b47644e6ffc5314b,Auburn,IL,Midwest,pdf,mou_or_memorandum,"[""BRMSPAN-20260802-019b910b33f461f7e059b5cc"",""BRMSPAN-20260802-13ab608fc9aadd45b0b665d5"",""BRMSPAN-20260802-1abb7228aa18b9168c5386ee"",""BRMSPAN-20260802-3abfeef5f6bf19d6598fca53"",""BRMSPAN-20260802-4ab0d74220a86be5f2750fc2"",""BRMSPAN-20260802-7e233699363cf953de48c52a"",""BRMSPAN-20260802-b1aa0c87f1ad7f257ec89cda""]","[""BRMGRT-20260802-af6ce372e9361d5413836894"",""BRMGRT-20260802-6fff69728333434d129644a6"",""BRMGRT-20260802-24fcbc55e12ede6676be4371"",""BRMGRT-20260802-b55454e8c37c74d8026a5ada"",""BRMGRT-20260802-97e41cfc9da3154a1601bab0"",""BRMGRT-20260802-9145e7330faca72d6950e375"",""BRMGRT-20260802-ba2daf0d241e0ebfe61e9e1a""]",7,"[""police_direct""]",7,0,5,2,3,0,[],"[""hourly"",""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-11333-01"", ""final"": ""https://auburnillinois.us/files/manual/2294/050624%20Meeting%20Minutes.pdf"", ""original"": ""https://auburnillinois.us/files/manual/2294/050624%20Meeting%20Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-11333""}"
BRMSRCDOC-20260803-ab35da80396a88f8f246aca7,BRMGRS-20260802-11a7da172418351146e89a1f,RMSRD-20260802-fa819fb7a3239fbc108d,Leonidas,MN,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-d94443d2536eb4991200e516""]","[""BRMGRT-20260802-a73574148a3920604822b0f2""]",1,"[""not_applicable""]",0,0,0,0,0,0,"[""2023""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-08980-03"", ""final"": ""https://cityofleonidas.com/wp-content/uploads/2023/11/September-12-2023-Minutes.pdf"", ""original"": ""https://cityofleonidas.com/wp-content/uploads/2023/11/September-12-2023-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-08980""}"
