span_rating_id,source_rating_id,span_id,municipality,state,region,source_family,evidence_category,claim_readiness_bucket,downstream_use_bucket,final_side_relevance_rating,reconciliation_confidence,reconciliation_reason_codes,role_unit_anchor_category,period_cycle_anchor_category,primary_raw_period_anchor,pay_basis_hint,source_locator_lineage
BRMGRT-20260802-5893ea6b84d9d8a43d430bd3,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-d4a434bb6909f8055568d3b7,Warren,MI,Midwest,cba,quant_position_classification_pay_band,quantitative_direct_text_claim_ready,core_finding_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,explicit_contract_period,1989-1992,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-ec669fab55fcfc02bf5318bb,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-f146bea443ecc704a325184c,Warren,MI,Midwest,cba,quant_other_compensation_value,quantitative_needs_normalization,manual_review_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,explicit_contract_period,1989-1992,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-0c33854c96877aa9987be0ee,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-f2541a703109eb5cba1e2885,Warren,MI,Midwest,cba,quant_other_compensation_value,quantitative_needs_normalization,manual_review_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,explicit_contract_period,1989-1992,allowance,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-0183303dcf283d1b64bb17d2,BRMGRS-20260802-6aa4c26c6c4ab3998a8a9cf7,BRMSPAN-20260802-03baa1dc88b5211c1a533a00,Waterloo,WI,Midwest,salary_ordinance,qual_other_pay_setting_mechanism,qualitative_mechanism_claim_ready,supporting_example_candidate,safety_combined_direct,original_rating_preserved,[],safety_combined_role,explicit_effective_date,"May 19, 2022",unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-06613-01"", ""final"": ""https://waterloowi.us/documents/689/EmployeeHandbookApproved06-06-2022AMENDMENTS.pdf"", ""original"": ""https://waterloowi.us/documents/689/EmployeeHandbookApproved06-06-2022AMENDMENTS.pdf"", ""scout_target_id"": ""BRM5-20260731-06613""}"
BRMGRT-20260802-3dcb583c7bd8c018c7091f51,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-00cdfbaa19238fdfe8dc9f42,Norwalk,OH,Midwest,cba,qual_non_base_compensation_mechanism,quantitative_needs_normalization,supporting_example_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-6d666ca7d5b0b9b900886dbb,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-0264c899b6f89b4d3b1a7b7a,Norwalk,OH,Midwest,cba,quant_step_schedule_progression,quantitative_direct_text_claim_ready,quantitative_normalization_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,step_schedule,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-bbee87ad935312f28147d588,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-060df71d2fea68847c5e624b,Norwalk,OH,Midwest,cba,quant_longevity_or_service_pay,quantitative_needs_normalization,supporting_example_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-1e98162fe65c7984722b824d,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-0c2df1673bc06b26d9d1f635,Norwalk,OH,Midwest,cba,qual_non_base_compensation_mechanism,source_navigation_or_reference_only,exclude_or_write_off,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,allowance,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-692c291765b5388f2d48db9b,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-0f8710a05e47dc2bf21d20d9,Norwalk,OH,Midwest,cba,quant_other_compensation_value,quantitative_direct_text_claim_ready,local_context_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,explicit_calendar_year,2022,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-287b005fe09569f4d21ec56e,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-12d19708ba93630bf9d84ac0,Norwalk,OH,Midwest,cba,quant_step_schedule_progression,quantitative_direct_text_claim_ready,quantitative_normalization_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,step_schedule,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-5ce3be962027157f086c653c,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-2668cd990f0259ef7e4f898c,Norwalk,OH,Midwest,cba,quant_stipend_or_premium,quantitative_needs_normalization,supporting_example_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-04e52896ecba61c9ce5792da,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-325974123b54f6001c759bb7,Norwalk,OH,Midwest,cba,qual_strike_no_strike_or_labor_dispute_process,qualitative_mechanism_claim_ready,mechanism_summary_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-cc8f451ef6b5a6c53e065e38,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-39494b570fd4b6f604a10016,Norwalk,OH,Midwest,cba,qual_non_base_compensation_mechanism,quantitative_needs_normalization,supporting_example_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-8a9e22a54902b3403be77b0f,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-3aa62624ad2dc435edfd843b,Norwalk,OH,Midwest,cba,quant_allowance_or_reimbursement,source_navigation_or_reference_only,exclude_or_write_off,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,allowance,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-e28d3e01a61951e90f2124ae,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-436f4dd256005669f774a482,Norwalk,OH,Midwest,cba,qual_strike_no_strike_or_labor_dispute_process,qualitative_mechanism_claim_ready,mechanism_summary_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-ec0200e20a34a12ea9dd30de,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-5d761dd3f8251afd35489231,Norwalk,OH,Midwest,cba,qual_strike_no_strike_or_labor_dispute_process,qualitative_mechanism_claim_ready,local_context_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-194a7273dee6e78e83462205,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-65f7fcbbc954bdce9060fc91,Norwalk,OH,Midwest,cba,quant_other_compensation_value,quantitative_direct_text_claim_ready,local_context_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,explicit_calendar_year,2023,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-83a700b551ac64f07af7c8a4,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-85c353124c1f1825c1a8ed18,Norwalk,OH,Midwest,cba,qual_other_pay_setting_mechanism,qualitative_mechanism_claim_ready,mechanism_summary_candidate,police_direct,original_rating_preserved,[],police_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-dcd2df534fe4dddbe1d4d5b0,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-8a04836b66a0080a1bd26347,Norwalk,OH,Midwest,cba,qual_position_classification_or_civil_service_structure,source_navigation_or_reference_only,manual_review_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-649a2b42c0a27225834a5936,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-8aa75f7feb9e4816090eaf9b,Norwalk,OH,Midwest,cba,quant_overtime_or_holiday_rate,qualitative_mechanism_claim_ready,mechanism_summary_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-1f89fdadc8fc7c5616fe6767,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-909a4c3bff587cc4599023d2,Norwalk,OH,Midwest,cba,qual_market_recruitment_retention_pressure,qualitative_mechanism_claim_ready,mechanism_summary_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-8fad82ba2f69dcc790b366d7,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-9bb0d29ff90ed6740c319439,Norwalk,OH,Midwest,cba,quant_overtime_or_holiday_rate,qualitative_mechanism_claim_ready,mechanism_summary_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-7eca8a41ee1c8281529cff32,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-cb37e3b3a70e4ef127e7da74,Norwalk,OH,Midwest,cba,qual_non_base_compensation_mechanism,qualitative_mechanism_claim_ready,mechanism_summary_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-2e10326d46201037121f7955,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-cf86f2165897c8a740d57337,Norwalk,OH,Midwest,cba,qual_non_base_compensation_mechanism,qualitative_mechanism_claim_ready,mechanism_summary_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-32a4b46d4782a28d1c8557c0,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-d88577882ba7042cab67ced6,Norwalk,OH,Midwest,cba,quant_step_schedule_progression,quantitative_direct_text_claim_ready,quantitative_normalization_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,step_schedule,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-a8cfd6d85f998cafe78cf4f9,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-def22846110170d6642efc1e,Norwalk,OH,Midwest,cba,quant_other_compensation_value,source_navigation_or_reference_only,local_context_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,explicit_effective_date,"January 1, 2022",unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
BRMGRT-20260802-9082f8d27a0940230db57434,BRMGRS-20260802-9a57aeab751fdda4982d4dd1,BRMSPAN-20260802-e1de194c06328e148219738e,Norwalk,OH,Midwest,cba,quant_overtime_or_holiday_rate,qualitative_mechanism_claim_ready,mechanism_summary_candidate,police_direct,high,"[""source_title_anchor:police_direct""]",police_role,missing_period_anchor,,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-17323-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf"", ""scout_target_id"": ""BRM5-20260731-17323""}"
