span_rating_id,source_rating_id,span_id,municipality,state,region,source_family,evidence_category,claim_readiness_bucket,downstream_use_bucket,final_side_relevance_rating,reconciliation_confidence,reconciliation_reason_codes,role_unit_anchor_category,period_cycle_anchor_category,primary_raw_period_anchor,pay_basis_hint,source_locator_lineage
BRMGRT-20260802-672cad918548d59eff5553b6,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-1a77c1ca96d1fe7bf7761fbf,Moorhead,MN,Midwest,cba,quant_overtime_or_holiday_rate,weak_or_not_supported,exclude_or_write_off,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-a729e0eba9478039ae153016,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-1c3c67db468d175af6ffeeaa,Moorhead,MN,Midwest,cba,quant_percentage_raise_or_cola,quantitative_direct_text_claim_ready,core_finding_candidate,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025,percentage_raise,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-78e089e5b4a6dbef7618165f,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-1eca27a3d8ff41c322062abc,Moorhead,MN,Midwest,cba,qual_mou_or_settlement,source_navigation_or_reference_only,exclude_or_write_off,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-b844ecaafce591d76129b140,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-2fe316323b1644de65b33870,Moorhead,MN,Midwest,cba,quant_salary_schedule_table,qualitative_mechanism_claim_ready,mechanism_summary_candidate,non_safety_direct,original_rating_preserved,[],non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-7d297c0b3b96f3a5e2a1fb1f,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-3e554ab357f2c8c319be8d1e,Moorhead,MN,Midwest,cba,quant_percentage_raise_or_cola,quantitative_direct_text_claim_ready,core_finding_candidate,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025,percentage_raise,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-5e6a1212aaddb009b272527c,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-4abfe7521b2e7ee8144827ce,Moorhead,MN,Midwest,cba,qual_market_recruitment_retention_pressure,weak_or_not_supported,exclude_or_write_off,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-e57f983d4b454100b4388fb9,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-4c1f8c012685dc508debfbfd,Moorhead,MN,Midwest,cba,quant_overtime_or_holiday_rate,source_navigation_or_reference_only,manual_review_candidate,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-df18779927d9f89f9649389b,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-4dbfb19696984b920f2f4283,Moorhead,MN,Midwest,cba,quant_other_compensation_value,quantitative_direct_text_claim_ready,quantitative_normalization_candidate,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025,step_schedule,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-0b231c5ab18bee1a78b25ec0,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-71296aa617f67d5f24cbc425,Moorhead,MN,Midwest,cba,qual_non_base_compensation_mechanism,weak_or_not_supported,exclude_or_write_off,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-ad8e1c696643ae9da74f3208,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-73cf613ebd324008ad0c56b9,Moorhead,MN,Midwest,cba,qual_non_base_compensation_mechanism,weak_or_not_supported,exclude_or_write_off,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-c04b13b3a5923d4f341c044f,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-7f91cc29815bd1970bcd9a1e,Moorhead,MN,Midwest,cba,qual_mou_or_settlement,source_navigation_or_reference_only,exclude_or_write_off,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-393d9bd19e4dae51c1063ca4,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-9409654d7940803d87a12607,Moorhead,MN,Midwest,cba,qual_retroactivity_or_implementation_timing,qualitative_mechanism_claim_ready,mechanism_summary_candidate,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-576d673860d641648132056e,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-9f590e8702dfff93fdeedc3f,Moorhead,MN,Midwest,cba,qual_market_recruitment_retention_pressure,qualitative_mechanism_claim_ready,supporting_example_candidate,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-723c36fd4d7a0af906ff4f83,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-a26dcde57c3af5f2e738cf6f,Moorhead,MN,Midwest,cba,qual_mou_or_settlement,source_navigation_or_reference_only,exclude_or_write_off,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-50ce0dc07fa65142042649c5,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-a485b2b6ec5b8d0f9ba1b6ed,Moorhead,MN,Midwest,cba,qual_collective_bargaining,qualitative_mechanism_claim_ready,local_context_candidate,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-4391587e2c55634eb3e113f5,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-aa6e1205bb8c377354c45d46,Moorhead,MN,Midwest,cba,qual_non_base_compensation_mechanism,source_navigation_or_reference_only,manual_review_candidate,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-0fd5055127d51be06a0452f2,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-aec6280910b2c5296fcbf8df,Moorhead,MN,Midwest,cba,quant_overtime_or_holiday_rate,weak_or_not_supported,exclude_or_write_off,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,overtime_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-96df73708dc86bfc43773348,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-bcfbed1761b0e07acfbe033c,Moorhead,MN,Midwest,cba,quant_other_compensation_value,quantitative_direct_text_claim_ready,growth_continuity_candidate,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-80cc9c703f00be2a64134aba,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-c3e39b8dfc1854847e8d490c,Moorhead,MN,Midwest,cba,quant_other_compensation_value,quantitative_direct_text_claim_ready,growth_continuity_candidate,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-5c099d4f67378fe9e7cf9b27,BRMGRS-20260802-ccf26f0e064697502b89f53b,BRMSPAN-20260802-cd1b47d733f144807830b0c2,Moorhead,MN,Midwest,cba,qual_market_recruitment_retention_pressure,weak_or_not_supported,exclude_or_write_off,non_safety_direct,high,"[""source_title_anchor:non_safety_direct""]",non_safety_role,explicit_contract_period,2025-2027,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}"
BRMGRT-20260802-9c396d9495bd45bffbd0ad33,BRMGRS-20260802-f66335c2d753263c268f0c26,BRMSPAN-20260802-5587c09348ed4a251ac59e00,Urbancrest,OH,Midwest,wage_schedule,quant_percentage_raise_or_cola,quantitative_direct_text_claim_ready,core_finding_candidate,non_safety_direct,high,"[""primary_anchor:non_safety_direct""]",non_safety_role,explicit_calendar_year,2026,percentage_raise,"{""candidate_id"": ""BRM5C-BRM5-20260731-06177-01"", ""final"": ""https://villageofurbancrestoh.us/minutes.htm"", ""original"": ""https://villageofurbancrestoh.us/minutes.htm"", ""scout_target_id"": ""BRM5-20260731-06177""}"
BRMGRT-20260802-6fcc2374382a7152611947c5,BRMGRS-20260802-f66335c2d753263c268f0c26,BRMSPAN-20260802-63f268bb7ad9a1b55b6b834d,Urbancrest,OH,Midwest,wage_schedule,quant_percentage_raise_or_cola,quantitative_direct_text_claim_ready,supporting_example_candidate,non_safety_direct,high,"[""primary_anchor:non_safety_direct""]",non_safety_role,explicit_calendar_year,2026,percentage_raise,"{""candidate_id"": ""BRM5C-BRM5-20260731-06177-01"", ""final"": ""https://villageofurbancrestoh.us/minutes.htm"", ""original"": ""https://villageofurbancrestoh.us/minutes.htm"", ""scout_target_id"": ""BRM5-20260731-06177""}"
BRMGRT-20260802-0c28af2f55f9a96ef4ba9deb,BRMGRS-20260802-f66335c2d753263c268f0c26,BRMSPAN-20260802-d3013f36eff3b19409ce3228,Urbancrest,OH,Midwest,wage_schedule,quant_percentage_raise_or_cola,quantitative_direct_text_claim_ready,supporting_example_candidate,non_safety_direct,high,"[""primary_anchor:non_safety_direct""]",non_safety_role,explicit_calendar_year,2026,percentage_raise,"{""candidate_id"": ""BRM5C-BRM5-20260731-06177-01"", ""final"": ""https://villageofurbancrestoh.us/minutes.htm"", ""original"": ""https://villageofurbancrestoh.us/minutes.htm"", ""scout_target_id"": ""BRM5-20260731-06177""}"
BRMGRT-20260802-466eb22e1dc6463020342e9b,BRMGRS-20260802-0fa96c4f1e1cb9ae60ec66d2,BRMSPAN-20260802-a18458da20f8975934bce75a,Trenton,TX,South,agenda_packet_or_minutes,qual_ordinance_or_council_adoption,source_navigation_or_reference_only,exclude_or_write_off,non_safety_direct,high,"[""primary_anchor:non_safety_direct"", ""broad_title_conflict_resolved_by_local_anchor""]",non_safety_role,explicit_effective_date,"July 31, 2023",unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-18692-01"", ""final"": ""https://cityoftrentontx.org/uploads/9/9/9/0/9990741/minutes_2023_-2024__website_.pdf"", ""original"": ""https://www.cityoftrentontx.org/uploads/9/9/9/0/9990741/minutes_2023_-2024__website_.pdf"", ""scout_target_id"": ""BRM5-20260731-18692""}"
BRMGRT-20260802-c3798909f704ad0c66fc37a6,BRMGRS-20260802-008dabf453533f56ac1fca60,BRMSPAN-20260802-00194bf43a9d28d35b55ef7a,Medford,MN,Midwest,agenda_packet_or_minutes,qual_market_recruitment_retention_pressure,local_context_only,exclude_or_write_off,non_safety_direct,original_rating_preserved,[],non_safety_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-05271-02"", ""final"": ""https://medfordminnesota.com/files/5716/1375/0102/Minutes_2020.pdf"", ""original"": ""https://www.medfordminnesota.com/index.php/download_file/1355/154/"", ""scout_target_id"": ""BRM5-20260731-05271""}"
BRMGRT-20260802-deccb6a6f75a7f9c25b66708,BRMGRS-20260802-008dabf453533f56ac1fca60,BRMSPAN-20260802-348f085f3ecf616190ffe541,Medford,MN,Midwest,agenda_packet_or_minutes,qual_market_recruitment_retention_pressure,local_context_only,exclude_or_write_off,non_safety_direct,high,"[""primary_anchor:non_safety_direct""]",non_safety_role,missing_period_anchor,,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-05271-02"", ""final"": ""https://medfordminnesota.com/files/5716/1375/0102/Minutes_2020.pdf"", ""original"": ""https://www.medfordminnesota.com/index.php/download_file/1355/154/"", ""scout_target_id"": ""BRM5-20260731-05271""}"
BRMGRT-20260802-cabaee903f411829e58b6c9b,BRMGRS-20260802-008dabf453533f56ac1fca60,BRMSPAN-20260802-441cdd4db6849cd5cce8c7a6,Medford,MN,Midwest,agenda_packet_or_minutes,quant_other_compensation_value,mixed_quant_qual_claim_ready,core_finding_candidate,non_safety_direct,original_rating_preserved,[],non_safety_role,explicit_effective_date,"June 2, 2020",hourly,"{""candidate_id"": ""BRM5C-BRM5-20260731-05271-02"", ""final"": ""https://medfordminnesota.com/files/5716/1375/0102/Minutes_2020.pdf"", ""original"": ""https://www.medfordminnesota.com/index.php/download_file/1355/154/"", ""scout_target_id"": ""BRM5-20260731-05271""}"
BRMGRT-20260802-5941d36f9771765dc0e1672d,BRMGRS-20260802-2f4ddaba2c9bfd31de1fb99f,BRMSPAN-20260802-763bbb34663ce683acaca72e,Harrietstown,NY,Northeast,mou_or_memorandum,qual_position_classification_or_civil_service_structure,weak_or_not_supported,local_context_candidate,non_safety_direct,high,"[""primary_anchor:non_safety_direct""]",non_safety_role,explicit_calendar_year,2025,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-17946-01"", ""final"": ""https://files.heygov.com/saranaclakeny.gov/meetings/me_01jc63m5v5xqv8z1sawvs26pdp/11-11-2024.pdf"", ""original"": ""https://files.heygov.com/saranaclakeny.gov/meetings/me_01jc63m5v5xqv8z1sawvs26pdp/11-11-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-17946""}"
