span_rating_id,source_rating_id,span_id,municipality,state,region,source_family,evidence_category,claim_readiness_bucket,downstream_use_bucket,final_side_relevance_rating,reconciliation_confidence,reconciliation_reason_codes,role_unit_anchor_category,period_cycle_anchor_category,primary_raw_period_anchor,pay_basis_hint,source_locator_lineage
BRMGRT-20260802-0aabc9a9431408c59f279bbd,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-7a68b48c52148e038678f6a1,Wilkins,PA,Northeast,other_local_government_pay_policy,quant_cpi_indexed_adjustment,weak_or_not_supported,exclude_or_write_off,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2025",cola_cpi,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}"
BRMGRT-20260802-e733cb7b7eac73ac7c7fd66d,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-9886ea1c6ea5c73999e898d8,Wilkins,PA,Northeast,other_local_government_pay_policy,quant_other_compensation_value,quantitative_direct_text_claim_ready,core_finding_candidate,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2025",unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}"
BRMGRT-20260802-56be260c7501e9b3fa439287,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-9aa9c1e26b5239eba8c38e00,Wilkins,PA,Northeast,other_local_government_pay_policy,quant_cpi_indexed_adjustment,weak_or_not_supported,exclude_or_write_off,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2025",cola_cpi,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}"
BRMGRT-20260802-3a168daff7edf339dff79a0d,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-9c21e7b5a88bd38dcd259c96,Wilkins,PA,Northeast,other_local_government_pay_policy,qual_cola_or_indexing_mechanism,weak_or_not_supported,exclude_or_write_off,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2025",cola_cpi,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}"
BRMGRT-20260802-1fb08ce33c531d4502c03782,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-a25d0daf1346c6df8727ca80,Wilkins,PA,Northeast,other_local_government_pay_policy,quant_base_wage_direct_value,quantitative_direct_text_claim_ready,supporting_example_candidate,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2025",hourly,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}"
BRMGRT-20260802-8e27656434ee592f114d2858,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-af106903a9d39d64c150ead1,Wilkins,PA,Northeast,other_local_government_pay_policy,quant_other_compensation_value,quantitative_direct_text_claim_ready,core_finding_candidate,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2025",unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}"
BRMGRT-20260802-503e3c36fade639fde4347c3,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-c59acc2329f526b1de719aab,Wilkins,PA,Northeast,other_local_government_pay_policy,qual_cola_or_indexing_mechanism,weak_or_not_supported,exclude_or_write_off,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2025",cola_cpi,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}"
BRMGRT-20260802-4f7c0eef47d7512abc5acb12,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-c5ed707961353c7a17155134,Wilkins,PA,Northeast,other_local_government_pay_policy,quant_other_compensation_value,quantitative_direct_text_claim_ready,supporting_example_candidate,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,2025,unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}"
BRMGRT-20260802-a9773ae20a63506642ad3f0e,BRMGRS-20260802-377ce5f15533f90571c7ef6c,BRMSPAN-20260802-cec1b6f3338d9bc8f2640370,Wilkins,PA,Northeast,other_local_government_pay_policy,qual_collective_bargaining,weak_or_not_supported,manual_review_candidate,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2025",unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}"
BRMGRT-20260802-6dbe7ddf68134708b3cdc158,BRMGRS-20260802-401ad9312b4d1f6974920be0,BRMSPAN-20260802-2c113502ca76fa15d63bbd04,Siren,WI,Midwest,budget_or_pay_plan,quant_budget_or_pay_plan_amount,quantitative_direct_text_claim_ready,quantitative_normalization_candidate,mixed_direct,original_rating_preserved,[],mixed_role,explicit_effective_date,2026,budget_amount,"{""candidate_id"": ""BRM5C-BRM5-20260731-02839-01"", ""final"": ""https://villageofsirenwi.gov/uploads/2/8/8/0/28802855/board_meeting_minutes_november_2025.pdf"", ""original"": ""https://www.villageofsirenwi.gov/uploads/2/8/8/0/28802855/board_meeting_minutes_november_2025.pdf"", ""scout_target_id"": ""BRM5-20260731-02839""}"
BRMGRT-20260802-ec248ba4abca3dce6e30a633,BRMGRS-20260802-b482a7c0aa54e5c4887950b5,BRMSPAN-20260802-38508552cfeb7f13462bcdee,East Fallowfield,PA,Northeast,mou_or_memorandum,quant_base_wage_direct_value,quantitative_direct_text_claim_ready,supporting_example_candidate,mixed_direct,high,"[""primary_anchor:mixed_direct""]",mixed_role,missing_period_anchor,,hourly,"{""candidate_id"": ""BRM5C-BRM5-20260731-18166-01"", ""final"": ""https://eastfallowfield.org/2015pdf/BOS.Meeting.Packet.12.9.2025_compressed.pdf"", ""original"": ""https://eastfallowfield.org/2015pdf/BOS.Meeting.Packet.12.9.2025_compressed.pdf"", ""scout_target_id"": ""BRM5-20260731-18166""}"
BRMGRT-20260802-5d1b602f2d94f08686975d30,BRMGRS-20260802-be6553c21ebf64d1e3e02da7,BRMSPAN-20260802-51ebcf56d1e4b0f1f5cefa1b,Brighton,PA,Northeast,agenda_packet_or_minutes,quant_other_compensation_value,quantitative_direct_text_claim_ready,core_finding_candidate,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2024",unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-14370-02"", ""final"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""original"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""scout_target_id"": ""BRM5-20260731-14370""}"
BRMGRT-20260802-f048ca3ece7d74d68eda9db6,BRMGRS-20260802-be6553c21ebf64d1e3e02da7,BRMSPAN-20260802-88e7b95a0eed5e22523bffee,Brighton,PA,Northeast,agenda_packet_or_minutes,quant_other_compensation_value,quantitative_direct_text_claim_ready,core_finding_candidate,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2024",monthly,"{""candidate_id"": ""BRM5C-BRM5-20260731-14370-02"", ""final"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""original"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""scout_target_id"": ""BRM5-20260731-14370""}"
BRMGRT-20260802-991b7f557747e7e5c2c696eb,BRMGRS-20260802-be6553c21ebf64d1e3e02da7,BRMSPAN-20260802-c1b377b702d2c2e79caa1b25,Brighton,PA,Northeast,agenda_packet_or_minutes,qual_market_recruitment_retention_pressure,weak_or_not_supported,exclude_or_write_off,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"November 13, 2023",unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-14370-02"", ""final"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""original"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""scout_target_id"": ""BRM5-20260731-14370""}"
BRMGRT-20260802-fbc4f8324e8c89919b40a141,BRMGRS-20260802-be6553c21ebf64d1e3e02da7,BRMSPAN-20260802-e242328c1e24cfdd80d6342f,Brighton,PA,Northeast,agenda_packet_or_minutes,quant_base_wage_direct_value,quantitative_direct_text_claim_ready,core_finding_candidate,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,2023,monthly,"{""candidate_id"": ""BRM5C-BRM5-20260731-14370-02"", ""final"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""original"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""scout_target_id"": ""BRM5-20260731-14370""}"
BRMGRT-20260802-f178b262659a146912d776b1,BRMGRS-20260802-be6553c21ebf64d1e3e02da7,BRMSPAN-20260802-ebacffa9c4e52aeaf71bf0e8,Brighton,PA,Northeast,agenda_packet_or_minutes,quant_other_compensation_value,quantitative_direct_text_claim_ready,core_finding_candidate,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_effective_date,"January 1, 2024",unknown_or_mixed,"{""candidate_id"": ""BRM5C-BRM5-20260731-14370-02"", ""final"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""original"": ""https://brightontwp.org/wp-content/uploads/2023/12/Board-of-Sup-min11.13.2023.pdf"", ""scout_target_id"": ""BRM5-20260731-14370""}"
BRMGRT-20260802-fa115897e9748ee8f87b3ba0,BRMGRS-20260802-698b31fa992a9214017ee739,BRMSPAN-20260802-7c01f1f13965c3186bb4a9f2,Richmond,IL,Midwest,agenda_packet_or_minutes,quant_other_compensation_value,quantitative_needs_normalization,manual_review_candidate,mixed_direct,high,"[""source_title_anchor:mixed_direct""]",mixed_role,explicit_calendar_year,2023,budget_amount,"{""candidate_id"": ""BRM5C-BRM5-20260731-04167-01"", ""final"": ""https://richmond-il.com/wp-content/uploads/2023/06/06-15-2023-Board-Agenda-with-Supporting-Docs.pdf"", ""original"": ""https://richmond-il.com/wp-content/uploads/2023/06/06-15-2023-Board-Agenda-with-Supporting-Docs.pdf"", ""scout_target_id"": ""BRM5-20260731-04167""}"
