span_rating_id,source_rating_id,span_id,municipality,state,region,final_side_relevance_rating,period_cycle_anchor_category,primary_raw_period_anchor,raw_date_effective_period_token_candidates,period_anchor_quality,source_title,page_location_pointer,source_locator_lineage
BRMGRT-20260802-0c4471d66fd61a8d605e226f,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-6ea3b2b5959b4c5606fd2dc5,Warren,MI,Midwest,not_applicable,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),38979,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-834776425884ca513fea01ee,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-80b32f8ef82ddfcdff221b44,Warren,MI,Midwest,police_direct,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),12859,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-d45efa4fc99f4619857c586a,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-835ac87ccd7bdbcb0719ec8f,Warren,MI,Midwest,not_applicable,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),313,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-da4082b7ed480f71c21b629a,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-866e24d465e8e3f0ccb0e6bc,Warren,MI,Midwest,police_direct,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),71627,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-e9c82cd99a09bfb32b600e10,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-9bd9f75b8eae5c28128a41ef,Warren,MI,Midwest,not_applicable,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),980,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-e1968c00454647bbe4a0dc60,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-a548cbc6c8e415de3e8a30f9,Warren,MI,Midwest,not_applicable,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),361,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-cd405cd7eeae768d8ce51a17,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-ae4115f2c58f14fba63a2cd1,Warren,MI,Midwest,police_direct,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),8249,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-bb16c41f3c7d34e7825cd1aa,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-af51ffe16f25bcf1e75f0630,Warren,MI,Midwest,not_applicable,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),361,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-4210009f842923788b559938,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-bd956e95ab5937685acf180a,Warren,MI,Midwest,police_direct,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),8249,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-a63a61ba867ae1a5e18b794c,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-c22e243929bcc8c6e64fff8b,Warren,MI,Midwest,not_applicable,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),980,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-d15a97bba99cb82a676f8ac9,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-c8656b818553f8e826845472,Warren,MI,Midwest,police_direct,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),14432,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-870df5a7fc9dfb51be5b636e,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-c9947c0df905fa3e0082b186,Warren,MI,Midwest,not_applicable,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),980,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-5893ea6b84d9d8a43d430bd3,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-d4a434bb6909f8055568d3b7,Warren,MI,Midwest,police_direct,explicit_contract_period,1989-1992,"[""1989-1992"",""January 1, 1991""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),10717,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-fe3946af06914f2cde6a1703,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-da66622601654a4c66ca5dc3,Warren,MI,Midwest,not_applicable,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),641,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-309a9a842df504ef1c5fcc8a,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-dec48a56e640a2de564bb6da,Warren,MI,Midwest,not_applicable,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),594,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-df8b097dc60b429668b666cd,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-e8c62efb139c99c958e3c922,Warren,MI,Midwest,not_applicable,explicit_contract_period,1989-1992,"[""1989-1992""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),935,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-ec669fab55fcfc02bf5318bb,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-f146bea443ecc704a325184c,Warren,MI,Midwest,police_direct,explicit_contract_period,1989-1992,"[""1989-1992"",""July 1, 1991""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),26237,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-0c33854c96877aa9987be0ee,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-f2541a703109eb5cba1e2885,Warren,MI,Midwest,police_direct,explicit_contract_period,1989-1992,"[""1989-1992"",""July 1, 1989""]",explicit,COLLECTIVE BARGAINING AGREEMENT between City of Warren and Warren Police Command Officers Association (1989-1992),36745,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-deb492e91200bbe0de411e20,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-1193dc85737a5a5283d8d5bf,Kinderhook,NY,Northeast,remains_unclear,missing_period_anchor,,[],missing,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),18187,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-cf167d88f7c23111ee1466f7,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-1bfd28211537b1f8a1f20ac9,Kinderhook,NY,Northeast,write_off,missing_period_anchor,,[],missing,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),2008,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-1d4b9746c52aa9106a6ba4af,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-25571ff861769275c9e0ba2b,Kinderhook,NY,Northeast,remains_unclear,missing_period_anchor,,[],missing,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),17940,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-16d2ecffb189abd1113fe4cc,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-45433a2a9fcc700e8c295edd,Kinderhook,NY,Northeast,remains_unclear,missing_period_anchor,,[],missing,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),25552,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-943c318829029525965c3ef1,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-4e9ba4e190a8e92c4810e302,Kinderhook,NY,Northeast,remains_unclear,missing_period_anchor,,[],missing,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),18187,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-ab1c5556a78ae4d7bd7ca450,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-504ab1304dee97998fbd0268,Kinderhook,NY,Northeast,remains_unclear,explicit_calendar_year,2021,"[""2021"",""2022"",""2023""]",explicit,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),24147,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-d3ca6f841e5431ca5a2add7e,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-5f591893c1a38d3a4620a9fa,Kinderhook,NY,Northeast,remains_unclear,missing_period_anchor,,[],missing,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),25552,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-bc0e05397e69d6dd0c4a3edc,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-628b31e4dbba7ffc7d97d0aa,Kinderhook,NY,Northeast,write_off,missing_period_anchor,,[],missing,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),2008,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-6c1c9c9100819e492859714d,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-64166f9aa98af1a99eaa830a,Kinderhook,NY,Northeast,remains_unclear,missing_period_anchor,,[],missing,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),3603,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-f052df90dd07387a04802e7a,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-6c2263dd18da1a66bc1487c3,Kinderhook,NY,Northeast,remains_unclear,missing_period_anchor,,[],missing,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),17940,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-24ed8ca6ad37e7444d924726,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-75fb7702f491076b6f6f0c91,Kinderhook,NY,Northeast,write_off,missing_period_anchor,,[],missing,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),33350,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-5224d65307ba603571e1f64f,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-7c0aeca8c13c573eba2b3381,Kinderhook,NY,Northeast,remains_unclear,explicit_effective_date,"January 1, 2021","[""January 1, 2021""]",explicit,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),24055,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
