extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,disposition,page_relationship,bounded_evidence_pointer,confidence,reason_codes,short_rationale,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,targeted_qa_reference_id,source_quantitative_observation_id,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane
cex_f481e07c180b3995b1e017c4,doc_8264a2bf61a7b099c6f07ceb,ttd_4df80d336e914010da10421e,sr_73e94f9dd5071f29395eb578,NSCQ-MI-20260720-0114,MI,Romulus,CITY OF ROMULUS,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0141_sr_73e94f9dd5071f29395eb578.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0141_sr_73e94f9dd5071f29395eb578.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0141_sr_73e94f9dd5071f29395eb578.pdf#page=40|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0141_sr_73e94f9dd5071f29395eb578.pdf#page=45,unknown,WOPACKET_CONTAINS_NO_VISIBLE_BASE_OR_NON,"This page packet discusses grievance/promotion procedures and eligibility requirements but shows no visible pay/compensation amounts (wage, rate, salary/step, or explicit non-base pay benefits/allowances).",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_763be2ad7159463ff71d7f4f,doc_4fd11699800de362893447be,ttd_3bd3f6b02541ba1de044a4ec,sr_dcf925fea2a71697db70cf6c,NSCQ-MI-20260720-0040,MI,Wyoming,CITY OF WYOMING,fire,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=23|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=49|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=50,unknown,BOUND_PACKET_PAGES_CONTAIN_ONLY_TABLE_OF|NO_VISIBLE_COMPENSATION_VALUES_FOR_BASE_|NO_VISIBLE_NON_BASE_BENEFIT_TERMS_WITH_E|NO_WAGE_SCHEDULE_NUMERICAL_DATA_PRESENT,"The provided pages are mostly headings/structure and a table-of-contents style index with no specific, visible compensation terms or effective dates/amounts to extract.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_26be31debabd90daa9246cd8,doc_9ac737d5ab546c4892ae5d08,ttd_5dce6d9e629300249563b007,sr_2bda8dc79b8ae343c4f650f7,NSCQ-MI-20260720-0039,MI,Wyoming,CITY OF WYOMING,police,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=22|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=38|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=39,low,BOUND_PACKET_CONTAINS_INDEX_TERMS_ONLY|NO_VISIBLE_NUMERIC_COMPENSATION_VALUES,Pages provided mainly an index/overview of contract topics with section references; no explicit pay-rate/grade step amounts are visible. Non-base compensation topics are identifiable by tokens only.,needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_10dba7e8a7f309dbc82d4dbc,doc_370282174ecf0fbeb0da12c3,ttd_1eceec0f78c5115c4fa34fe4,sr_72462740283d4ae26222e93a,NSCQ-MN-20260720-0013,MN,Duluth,CITY OF DULUTH,fire,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=24|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=45|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=46,low,WCP|TOC,"Provided pages are cover/TOC and definition/disclosure excerpts without any visible compensation amounts, formulas, effective dates, or eligibility/implementation rules tied to wage or non-base pay provisions.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_cfa31a5021ecc19b7b8a8170,doc_7b1811716679f2978995d80b,ttd_114801843023ad0e77b3ca55,sr_087024d4c8ccfa6869c1d77f,NSCQ-MN-20260720-0077,MN,Faribault,CITY OF FARIBAULT,fire,cba,reference_only,points_to_later_evidence,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=3|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=8|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=20,low,PROVISIONAL_EVIDENCE_REQUIRES_VISIBLE_WA,"The packet pages visible here are mostly a table of contents and headings for leave articles; they do not show any pay amounts, wage rates, or non-base wage benefit terms beyond article names.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_e136763a7fd10013b8ac68d9,doc_a83f91e1480489872a391a47,ttd_4ea6fa10feab0c176ee54594,sr_a2e6e0161b39aaa46b9b4b9b,NSCQ-MN-20260720-0079,MN,Faribault,CITY OF FARIBAULT,non_safety,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0233_sr_a2e6e0161b39aaa46b9b4b9b.pdf#page=3|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0233_sr_a2e6e0161b39aaa46b9b4b9b.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0233_sr_a2e6e0161b39aaa46b9b4b9b.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0233_sr_a2e6e0161b39aaa46b9b4b9b.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0233_sr_a2e6e0161b39aaa46b9b4b9b.pdf#page=22,low,WVP5TOC2TOC1TOC3,"The provided page packet contains only table-of-contents references to wage/insurance/uniform/leave articles, but no visible compensation terms, formulas, effective dates, or benefit/overtime value amounts within the bounded excerpts.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_76b29cb8595a7d089497a80f,doc_c3f43085d38cf8180e059919,ttd_5672ab92516977b5ec1b8a80,sr_d775da05246b4d330a9ca5ac,NSCQ-MN-20260720-0131,MN,Hopkins,CITY OF HOPKINS,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0377_sr_d775da05246b4d330a9ca5ac.pdf#page=65,low,CBA_IAFF_1275_2026_MOU_IAFF_1275_7_9_202,"This page packet contains a city council agenda item referencing approval of a 2026 union contract with IAFF #1275, but it does not show any provisional pay/compensation amounts or mechanisms.",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_58591bec8464b5f17856c2bd,doc_a243b0334740625c969ad2e2,ttd_446393b9896cc13b1156b754,sr_453ed604f75fec9f56441ef5,NSCQ-MN-20260720-0056,MN,Maplewood,CITY OF MAPLEWOOD,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0158_sr_453ed604f75fec9f56441ef5.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0158_sr_453ed604f75fec9f56441ef5.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0158_sr_453ed604f75fec9f56441ef5.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0158_sr_453ed604f75fec9f56441ef5.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0158_sr_453ed604f75fec9f56441ef5.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0158_sr_453ed604f75fec9f56441ef5.pdf#page=20,low,WAGE_SCHEDULEMENTIONED_IN_TABLE_OF_CONOT,"This packet includes purpose/definitions and a table of contents referencing a wage schedule page, but no visible pay rates, salary amounts, grades/steps, or effective-date compensation values.",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_fe5ee8fb3e2901e2bc3c2e98,doc_45eecc2cc7fe3ffe07debd13,ttd_9de3fd0da937e787cf4f3c9e,sr_1a84c857414b5d88e9921cc6,NSCQ-MN-20260720-0055,MN,Maplewood,CITY OF MAPLEWOOD,police,cba,reference_only,adjacent_to_evidence,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0076_sr_1a84c857414b5d88e9921cc6.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0076_sr_1a84c857414b5d88e9921cc6.pdf#page=4|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0076_sr_1a84c857414b5d88e9921cc6.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0076_sr_1a84c857414b5d88e9921cc6.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0076_sr_1a84c857414b5d88e9921cc6.pdf#page=16,low,SDF_PAGE_PACKET_CONTAINS_OVERTIME_DEFIN,"This packet shows only a definition/rule for overtime without any pay-rate or monetary compensation terms, so no provisional compensation can be extracted.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_5b450423811da2128f64f1ed,doc_5b561b45cdd4b3ccec51960c,ttd_887310d85da72dd53e72be4d,sr_8eaf904032a9f1985188701e,NSCQ-MN-20260720-0125,MN,Marshall,CITY OF MARSHALL,non_safety,cba,reference_only,points_to_later_evidence,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0186_sr_8eaf904032a9f1985188701e.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0186_sr_8eaf904032a9f1985188701e.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0186_sr_8eaf904032a9f1985188701e.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0186_sr_8eaf904032a9f1985188701e.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0186_sr_8eaf904032a9f1985188701e.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0186_sr_8eaf904032a9f1985188701e.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0186_sr_8eaf904032a9f1985188701e.pdf#page=19,low,WVPAY_VALUES_NOT_VISIBLE_IN_PACKET|TOC_POINTS_TO_APPENDIX_A_WAGE_SCHEDULE_B|ONLY_OVERTIME_DEFINITION_AND_APPROVAL_RE|GRIEVANCE_TIMELINES_PRESENT_BUT_NOT_COMP,The packet does not include the Appendix A wage schedule or any explicit pay rates/steps; only an overtime definition requiring employer approval is visible.,needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_fbf4c917c268029107fa806d,doc_7097aa72462661018a631775,ttd_ffdd6243548cd3b3d8981514,sr_a653c7a8a1962ea3b356bcc5,NSCQ-MN-20260720-0124,MN,Marshall,CITY OF MARSHALL,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0128_sr_a653c7a8a1962ea3b356bcc5.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0128_sr_a653c7a8a1962ea3b356bcc5.pdf#page=3|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0128_sr_a653c7a8a1962ea3b356bcc5.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0128_sr_a653c7a8a1962ea3b356bcc5.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0128_sr_a653c7a8a1962ea3b356bcc5.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0128_sr_a653c7a8a1962ea3b356bcc5.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0128_sr_a653c7a8a1962ea3b356bcc5.pdf#page=18,low,BOUNDING_PACKET_PAGES_CONTAIN_TABLE_OF_3|APPENDIX_A_HOURLY_WAGE_RATES_ONLY_REFERN|NO_VISIBLE_BASE_PAY_OR_EFFECTIVE_DATED_W|OVERTIME_INSURANCE_UNIFORMS_BENEFITS_LE|PROVISIONAL_COMPENSATION_VALUES_NOT,"The provided pages are limited to the agreement title/period, table of contents references (including Appendix A hourly wage rates), and non-wage procedural matter; no visible wage/compensation rates or effective-dated pay provisions appear in the packet.",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_d11f4013a0c62e065fdc969e,doc_451f835fd449cabfe2988696,ttd_f1d5b93634c908e95e6b1eaf,sr_46b9c42f35f3855878bd1240,NSCQ-MN-20260720-0104,MN,Red Wing,CITY OF RED WING,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0393_sr_46b9c42f35f3855878bd1240.pdf#page=4|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0393_sr_46b9c42f35f3855878bd1240.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0393_sr_46b9c42f35f3855878bd1240.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0393_sr_46b9c42f35f3855878bd1240.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0393_sr_46b9c42f35f3855878bd1240.pdf#page=14,low,HTTPION,"Packet includes definitions and grievance/arbitration procedural language (e.g., overtime definition, grievance steps) but no visible pay/compensation amounts, schedules, rates, or effective-dated compensation terms.",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_70aec99dae2eb1e809d9aac2,doc_a218e700b99f71cda4a228c0,ttd_bb9503f46ed5fdb5a5f08f3b,sr_02bcdd1aac35807207f4ff39,NSCQ-MN-20260720-0010,MN,St. Cloud,CITY OF ST CLOUD,non_safety,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0210_sr_02bcdd1aac35807207f4ff39.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0210_sr_02bcdd1aac35807207f4ff39.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0210_sr_02bcdd1aac35807207f4ff39.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0210_sr_02bcdd1aac35807207f4ff39.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0210_sr_02bcdd1aac35807207f4ff39.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0210_sr_02bcdd1aac35807207f4ff39.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0210_sr_02bcdd1aac35807207f4ff39.pdf#page=39,low,S2STOC_2_3_4_5_6_1_2_3_4_5_14_18_13_16_5|TOC_ONLY_NO_VISIBLE_PAY_VALUES,"The provided pages are title/TOC and section headings only; no explicit compensation amounts, rates, steps, or effective-date value tokens are visible to extract.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_84b3a7643a20b710bf2c383e,doc_495c2bb01b63a8aa6a0be843,ttd_74b490c2e8e3dfe8186da294,sr_72a5ab1c7f8b04d3e12b1a76,NSCQ-MO-20260720-0005,MO,Lee's Summit,CITY OF LEES SUMMIT,police,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0063_sr_72a5ab1c7f8b04d3e12b1a76.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0063_sr_72a5ab1c7f8b04d3e12b1a76.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0063_sr_72a5ab1c7f8b04d3e12b1a76.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0063_sr_72a5ab1c7f8b04d3e12b1a76.pdf#page=25|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0063_sr_72a5ab1c7f8b04d3e12b1a76.pdf#page=28|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0063_sr_72a5ab1c7f8b04d3e12b1a76.pdf#page=30|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0063_sr_72a5ab1c7f8b04d3e12b1a76.pdf#page=53|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0063_sr_72a5ab1c7f8b04d3e12b1a76.pdf#page=54,low,WAGE_VALUE_TOKENS_ABSENT|ONLY_TABLE_OF_CONTENTS_OR_SECTION_HEADS|NO_VISIBLE_COMPENSATION_AMOUNTS_OR_FORM_,"The bounded pages show only a labor agreement cover and table-of-contents/section headings; no visible wage amounts, formulas, effective dates, or non-base wage value tokens are present.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_a39dc36e5d0353772358cb6f,doc_ae6ef3ab86de62c0144d9139,ttd_97f97bd4ff7a3bb845850c5a,sr_c3230c5176346f281993f8fc,NSCQ-MT-20260720-0009,MT,Great Falls,CITY OF GREAT FALLS,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0053_sr_c3230c5176346f281993f8fc.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0053_sr_c3230c5176346f281993f8fc.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0053_sr_c3230c5176346f281993f8fc.pdf#page=8|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0053_sr_c3230c5176346f281993f8fc.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0053_sr_c3230c5176346f281993f8fc.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0053_sr_c3230c5176346f281993f8fc.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0053_sr_c3230c5176346f281993f8fc.pdf#page=32,low,WAGE_ARTICLE_PRESENT_IN_TABLE_OF_CONTENT,"The provided pages do not show any explicit wage amounts, pay rates, grades, steps, or wage schedules; only a general payroll calculation rule (26 biweekly pay periods and rounding) appears.",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
