lane_id,shard_id,worker_id,shard_sequence,scout_target_id,municipality_id,municipality,state,region,parse_status,success_status,failure_type,attempt_count,candidate_count,target_input_sha256,target_output_dir,input_tokens,reasoning_tokens,output_tokens,total_tokens,response_id_present
scout_lane_004,broad_4x2500_shard_004,worker_004,13,B4X2500-20260729-07513,cog_2025_164319,Breda,IA,Midwest,parseable,completed_parseable,,1,0,3f4742be8986fca60dc39e9c6a67d42816b417e3f75cc1e4ac40eac3bd49d54f,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0013_B4X2500-20260729-07513/run,27001,1482,1503,28504,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,14,B4X2500-20260729-07514,cog_2025_104485,Brighton,IA,Midwest,parseable,completed_parseable,,1,0,6ee2daad52869fdda5ceba6b2c25363314d8f8935583497fd77afba6e7c124d1,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0014_B4X2500-20260729-07514/run,28386,704,734,29120,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,15,B4X2500-20260729-07515,cog_2025_164555,Buffalo,IA,Midwest,parseable,completed_parseable,,1,4,cef6864910a553cf56c5fcab900cc20ff58b5ccad76e2e7876992364dbbbe938,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0015_B4X2500-20260729-07515/run,25122,1040,2455,27577,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,16,B4X2500-20260729-07516,cog_2025_204492,Calmar,IA,Midwest,parseable,completed_parseable,,1,2,dc762531ad839583b68656b7e5cac513e24e44bfe5bc60c1186d92d46eebf712,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0016_B4X2500-20260729-07516/run,35970,1296,1996,37966,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,17,B4X2500-20260729-07517,cog_2025_185387,Casey,IA,Midwest,parseable,completed_parseable,,1,0,ebc81d98bf0fdafd66cbeb39b02ed812fe14be465f5bf173c0d45cbb4e834c06,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0017_B4X2500-20260729-07517/run,29754,963,993,30747,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,18,B4X2500-20260729-07518,cog_2025_126711,Collins,IA,Midwest,parseable,completed_parseable,,1,2,94e01a63cb19cbd1cefeef0b1b6c0ebd37ded15e5fd5098a46cf5fee77f0acfc,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0018_B4X2500-20260729-07518/run,25602,734,1493,27095,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,19,B4X2500-20260729-07519,cog_2025_211249,Colo,IA,Midwest,parseable,completed_parseable,,1,3,9e56b8e2642155990ddb7383257382b485c452699f334bbfef0ca350cd6de386,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0019_B4X2500-20260729-07519/run,25716,675,1738,27454,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,20,B4X2500-20260729-07520,cog_2025_208075,Correctionville,IA,Midwest,parseable,completed_parseable,,1,1,da7d6f3ace7d7ef8fd9cea3444dc7d829a703fdf0384df38ecef5b19cded5fd3,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0020_B4X2500-20260729-07520/run,31032,791,1235,32267,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,21,B4X2500-20260729-07521,cog_2025_164360,Dallas Center,IA,Midwest,parseable,completed_parseable,,1,1,a45cb1e7ed1e1da5b0583d0542952a7b37576a6087a1ef3f7f747af8be11f4e7,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0021_B4X2500-20260729-07521/run,21149,689,1101,22250,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,22,B4X2500-20260729-07522,cog_2025_104374,De Soto,IA,Midwest,parseable,completed_parseable,,1,0,80920e3ba3e9595432109a135eca12d95183c86ed694f38a5cb98a463f8801fe,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0022_B4X2500-20260729-07522/run,24080,785,815,24895,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,23,B4X2500-20260729-07523,cog_2025_185386,Dike,IA,Midwest,parseable,completed_parseable,,1,2,fd98a44a7e69a609920d9cd4e320ce4fb0b711662bf6f0b0779d26238087d2a8,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0023_B4X2500-20260729-07523/run,27165,735,1551,28716,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,24,B4X2500-20260729-07524,cog_2025_185399,Doon,IA,Midwest,parseable,completed_parseable,,1,0,5298df022550946ae16bbd31933dc81000e9d79c96f27d4123ae8834bed70bc7,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0024_B4X2500-20260729-07524/run,17143,630,660,17803,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,25,B4X2500-20260729-07525,cog_2025_201762,Dunlap,IA,Midwest,parseable,completed_parseable,,1,0,9352044b952eed0c52678fdc09703446ee6b5aa02e36cffc536aaaeae0f2c081,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0025_B4X2500-20260729-07525/run,21104,740,771,21875,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,26,B4X2500-20260729-07526,cog_2025_164370,Earlville,IA,Midwest,parseable,completed_parseable,,1,0,ad61e2955685d0be49276154107b4337fc38e1830187b1a14a7249619b1474b7,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0026_B4X2500-20260729-07526/run,22265,613,644,22909,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,27,B4X2500-20260729-07527,cog_2025_138237,Early,IA,Midwest,parseable,completed_parseable,,1,1,b912d8634c9193765d6adbcb982495113248b3786d59eb3ecaaad8828d7ba813,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0027_B4X2500-20260729-07527/run,20065,817,1213,21278,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,28,B4X2500-20260729-07528,cog_2025_126564,Elk Run Heights,IA,Midwest,parseable,completed_parseable,,1,2,163197d44ad016ae9f4b6a6fd67f5c8cb96c6fc318ffcda331e46311ab30a3dd,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0028_B4X2500-20260729-07528/run,17558,581,1399,18957,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,29,B4X2500-20260729-07529,cog_2025_126636,Elma,IA,Midwest,parseable,completed_parseable,,1,0,e5d263d74a57fcbe30178c9702a4783b47c5db4c1f81f9f112bcbb889665cd18,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0029_B4X2500-20260729-07529/run,13738,459,489,14227,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,30,B4X2500-20260729-07530,cog_2025_185382,Everly,IA,Midwest,parseable,completed_parseable,,1,0,1f742c1a81919d0515d103126323ff26e76869c861ee2e91d0b8e44f54144c03,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0030_B4X2500-20260729-07530/run,34905,1155,1185,36090,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,31,B4X2500-20260729-07531,cog_2025_164384,Farley,IA,Midwest,parseable,completed_parseable,,1,2,005a645789d85f971b9028074edbc5afcf36885854280acd5f79714110b8f8f8,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0031_B4X2500-20260729-07531/run,19970,867,1587,21557,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,32,B4X2500-20260729-07532,cog_2025_211719,Fonda,IA,Midwest,parseable,completed_parseable,,1,0,19652ce27f3f70be023d49860991b1ff967854659730a9646f26444b741c875a,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0032_B4X2500-20260729-07532/run,13784,460,492,14276,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,33,B4X2500-20260729-07533,cog_2025_138230,Fruitland,IA,Midwest,parseable,completed_parseable,,1,3,34e5d09b78d14e7641f666908e84dea42f10dfb5261fe1cf4c7f23d7431ce967,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0033_B4X2500-20260729-07533/run,25500,1110,2305,27805,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,34,B4X2500-20260729-07534,cog_2025_193323,Gladbrook,IA,Midwest,parseable,completed_parseable,,1,0,3788f268d1a3dcc04418141e1edd26b00cd5af4d1ecd4789421f17baf8de5137,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0034_B4X2500-20260729-07534/run,22023,703,733,22756,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,35,B4X2500-20260729-07535,cog_2025_126726,Gowrie,IA,Midwest,parseable,completed_parseable,,1,3,6491a6f2d5b2b553aee3ada020dcb3129d928a1a83b73b31655cd27b271cc379,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0035_B4X2500-20260729-07535/run,27550,708,1845,29395,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,36,B4X2500-20260729-07536,cog_2025_164362,Granger,IA,Midwest,parseable,completed_parseable,,1,0,ffca606a2c46550137933fd93f7ed000611ee5fd9cf46cc402a3353107630dc4,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0036_B4X2500-20260729-07536/run,22004,589,622,22626,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,37,B4X2500-20260729-07537,cog_2025_164418,Hubbard,IA,Midwest,parseable,completed_parseable,,1,2,e1ed7abcda8a7b10103afe3244113fd36ae17f7c35f893d81464a42a878a6475,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0037_B4X2500-20260729-07537/run,24929,885,1547,26476,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,38,B4X2500-20260729-07538,cog_2025_104394,Jewell Junction,IA,Midwest,parseable,completed_parseable,,1,2,816c2e4435d17055446afc8b17bc528c8f406b84de4c2cce7a99f8dc1ded9de7,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0038_B4X2500-20260729-07538/run,24575,925,1642,26217,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,39,B4X2500-20260729-07539,cog_2025_126645,Kellogg,IA,Midwest,parseable,completed_parseable,,1,0,e9ad451fed64aed9f8c919218ae0b8af34eafded120997c723f736a668818526,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0039_B4X2500-20260729-07539/run,22196,679,710,22906,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,40,B4X2500-20260729-07540,cog_2025_164291,Keystone,IA,Midwest,parseable,completed_parseable,,1,0,af380ce94c25828e6c92b5a840b89c1f02fb536afc0f6c4d10e3cb4713380f4c,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0040_B4X2500-20260729-07540/run,22976,526,556,23532,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,41,B4X2500-20260729-07541,cog_2025_104341,La Porte City,IA,Midwest,parseable,completed_parseable,,1,3,1f5308991cb50150bba2403bf2320370fc10ef679e932134f93292d599a2ffa9,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0041_B4X2500-20260729-07541/run,13697,459,1529,15226,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,42,B4X2500-20260729-07542,cog_2025_126609,Lake Park,IA,Midwest,parseable,completed_parseable,,1,2,46810606ac56ac9c0db043ce8274bf68ef968190e7e1a654500f093cc79af199,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0042_B4X2500-20260729-07542/run,26765,1057,1787,28552,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,43,B4X2500-20260729-07543,cog_2025_164552,Lake View,IA,Midwest,parseable,completed_parseable,,1,3,52a2bfc1f645323a15069194cd127f6849471395e179d9902f33fa479621b08c,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0043_B4X2500-20260729-07543/run,26323,1075,2190,28513,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,44,B4X2500-20260729-07544,cog_2025_104332,Lansing,IA,Midwest,parseable,completed_parseable,,1,4,6941f3589c99f274811e03d915b2617508ab2e03084243390814806b860ec141,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0044_B4X2500-20260729-07544/run,30279,1412,2802,33081,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,45,B4X2500-20260729-07545,cog_2025_208054,Laurens,IA,Midwest,parseable,completed_parseable,,1,0,80f40ed634ff2c0b8722fea2bca35b49930bc6f6b7f55c58f8e97fad4c627a3c,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0045_B4X2500-20260729-07545/run,32202,867,897,33099,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,46,B4X2500-20260729-07546,cog_2025_193324,Lenox,IA,Midwest,parseable,completed_parseable,,1,2,b6517dd614dac7776a6c56c7175e3d58d301283d5feaaceee0a51fcdbb61ec92,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0046_B4X2500-20260729-07546/run,36443,1266,2010,38453,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,47,B4X2500-20260729-07547,cog_2025_126703,Long Grove,IA,Midwest,parseable,completed_parseable,,1,0,e09c1e202a8bbf38f3770af30a8362ae9fc9390481e9f3d09445685119db77c4,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0047_B4X2500-20260729-07547/run,21851,768,798,22649,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,48,B4X2500-20260729-07548,cog_2025_164617,Manly,IA,Midwest,parseable,completed_parseable,,1,1,0b688d7c195418dfdedf83ea5ae368956a6450a1e03c92f837c2ab839bcdb811,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0048_B4X2500-20260729-07548/run,25204,862,1287,26491,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,49,B4X2500-20260729-07549,cog_2025_211250,Marengo,IA,Midwest,parseable,completed_parseable,,1,4,4007d9f31f2dccf4a9fa64fb780936574dfe88caaf034e3944b89e1e627a5750,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0049_B4X2500-20260729-07549/run,22855,796,2269,25124,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,50,B4X2500-20260729-07550,cog_2025_104368,Marquette,IA,Midwest,parseable,completed_parseable,,1,0,5c85d099f605f160a824e7bac9352fdc490635058df7fd680ae986a719056987,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0050_B4X2500-20260729-07550/run,19468,747,777,20245,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,51,B4X2500-20260729-07551,cog_2025_126584,Mechanicsville,IA,Midwest,parseable,completed_parseable,,1,2,21a286da836f90dd3bf4cb1d6aaf5fae0c984ff97d984dc02911136ee0e90f3c,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0051_B4X2500-20260729-07551/run,27053,901,1696,28749,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,52,B4X2500-20260729-07552,cog_2025_164498,Melbourne,IA,Midwest,parseable,completed_parseable,,1,2,038e9a365596d8cf7b3240d38627598b3931d6afe3e564cf6eb1a745ecaa9c08,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0052_B4X2500-20260729-07552/run,19106,671,1357,20463,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,53,B4X2500-20260729-07553,cog_2025_138234,Merrill,IA,Midwest,parseable,completed_parseable,,1,1,bb5cc9a3f27198495c7c99907ce328a9624f1fb2570134bfc8d1ebba0babd674,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0053_B4X2500-20260729-07553/run,23466,1056,1449,24915,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,54,B4X2500-20260729-07554,cog_2025_164346,Monona,IA,Midwest,parseable,completed_parseable,,1,2,1e01e0e84a87f2abf344c60c14c2fbb3a8e063c56eb285f9085482d6e6754a89,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0054_B4X2500-20260729-07554/run,20447,678,1366,21813,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,55,B4X2500-20260729-07555,cog_2025_164444,Monroe,IA,Midwest,parseable,completed_parseable,,1,0,0bfdc7638a2ee6add9a217dbcd2316b28767d2f85ba22e92baffa9e7255015b0,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0055_B4X2500-20260729-07555/run,19138,512,542,19680,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,56,B4X2500-20260729-07556,cog_2025_164284,Moravia,IA,Midwest,parseable,completed_parseable,,1,1,663ec9b7c4d46711e3f777fa3e73d6752a6e31729432d978eee448c4e0dbe9d4,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0056_B4X2500-20260729-07556/run,26174,909,1316,27490,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,57,B4X2500-20260729-07557,cog_2025_164479,Morning Sun,IA,Midwest,parseable,completed_parseable,,1,0,b0df842ab47b717c057b3b09ef8234341a7861e381159e3e3983eb108b44eca6,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0057_B4X2500-20260729-07557/run,24278,709,739,25017,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,58,B4X2500-20260729-07558,cog_2025_164293,Norway,IA,Midwest,parseable,completed_parseable,,1,0,b75bd0f3d4a3be0b86fbedd7cf1a52e374b8f4172c74c3f26d30ad3a3a4758b5,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0058_B4X2500-20260729-07558/run,25975,1000,1030,27005,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,59,B4X2500-20260729-07559,cog_2025_164542,Oakland,IA,Midwest,parseable,completed_parseable,,1,0,89932aae0f1bae18570bd6de3870b45ce50ca3e826d5fdf469afb8cf75512c9b,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0059_B4X2500-20260729-07559/run,17872,415,445,18317,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,60,B4X2500-20260729-07560,cog_2025_164454,Oxford,IA,Midwest,parseable,completed_parseable,,1,0,83f590c9440374ccbc9e5ef1d6e3d2ab324a044b9320c98cc19cca8330ba6a85,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0060_B4X2500-20260729-07560/run,24633,771,800,25433,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,61,B4X2500-20260729-07561,cog_2025_164407,Panora,IA,Midwest,parseable,completed_parseable,,1,0,d2a43483e8fae26b39a77586ec270c99efad4a86e8cfce278214844364081a4c,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0061_B4X2500-20260729-07561/run,23687,1508,1538,25225,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,62,B4X2500-20260729-07562,cog_2025_104435,Pleasantville,IA,Midwest,parseable,completed_parseable,,1,2,258bd97cd7524b309392370c3b77e6baf9a33a2d6bb3b5d968dd8d90f26de3de,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0062_B4X2500-20260729-07562/run,26566,1044,1749,28315,yes
scout_lane_004,broad_4x2500_shard_004,worker_004,63,B4X2500-20260729-07563,cog_2025_164531,Pocahontas,IA,Midwest,parseable,completed_parseable,,1,3,12f51b55f655ade88a6610d469b1a2b3b049cbd735c6be62e58ee453126d0821,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_004/targets/0063_B4X2500-20260729-07563/run,17021,762,1962,18983,yes
