mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-cbf96d83178012968aa26981,ROOTCOMP-ae02656e68f7b4755554b89d,Milroy,MN,2025,institutional_channel,settlement_or_mou,non_safety,implemented,high
MECHEXP-f79a0822abecacf964f23115,ROOTCOMP-bee1776ff979360ed40b5668,Milroy,MN,2026,institutional_channel,settlement_or_mou,side_independent,implemented,high
MECHEXP-059d6be6c6b427b54dc5da68,ROOTCOMP-278e2df067cfcbe2104b59f5,Faison,NC,2025,institutional_channel,settlement_or_mou,side_independent,formally_adopted,high
MECHEXP-5387be21821fa0d0bf6d7da1,ROOTCOMP-7c654e237e54ca5e52ce5c81,Randleman,NC,2024,institutional_channel,settlement_or_mou,side_independent,formally_adopted,high
MECHEXP-84115d9be019b86d23132246,ROOTCOMP-059b7e5966365a9991d0191a,Stallings,NC,2018,institutional_channel,settlement_or_mou,police,formally_adopted,high
MECHEXP-b25c5e83e1fde5cfcea40c27,ROOTCOMP-c0c66c12a35faca3819dfcad,Weaverville,NC,2024,institutional_channel,settlement_or_mou,remains_unclear,formally_adopted,high
MECHEXP-6c60c999f707a1d01d3b634d,ROOTCOMP-8e129e3b43908fd2f371af66,Rutland,ND,undated-source-B4X2500LIVE-20260729-003193,institutional_channel,settlement_or_mou,remains_unclear,formally_adopted,high
MECHEXP-98d1d110637862c0e37175d4,ROOTCOMP-52d531d150b31f21c8636063,Millstone,NJ,2025,institutional_channel,settlement_or_mou,remains_unclear,implemented,high
MECHEXP-461ada9202c58960670c660f,ROOTCOMP-5a4531b54bb3d23a6a36693f,Montgomery,NJ,2026,institutional_channel,settlement_or_mou,remains_unclear,implemented,high
MECHEXP-e56f32e4bb8bdf97d523e19f,ROOTCOMP-6202f0690bafd8168431ebd3,Ancram,NY,2022,institutional_channel,settlement_or_mou,side_independent,implemented,high
MECHEXP-cf125c54d5d66f7df426089d,ROOTCOMP-c311975e50c628d0c3b0f2d4,Bronxville,NY,2024,institutional_channel,settlement_or_mou,police,formally_adopted,high
MECHEXP-850c4a19c917efc7994d361b,ROOTCOMP-6f723f25066afdfcc9359486,Esopus,NY,undated-source-BRMGRS-20260802-d4fc138947a682a1acf034d6,institutional_channel,settlement_or_mou,side_independent,formally_adopted,high
MECHEXP-4b05cab7ef6e258cb1b42c11,ROOTCOMP-783230130e594bc04fbe6d3e,Hammondsport,NY,2024,institutional_channel,settlement_or_mou,police,implemented,high
MECHEXP-d8168a6fb19378bb2dfe1f5a,ROOTCOMP-c9863d4428653b2731547e7d,Yorktown,NY,undated-source-B4X2500LIVE-20260729-006509,institutional_channel,settlement_or_mou,police,implemented,high
MECHEXP-93cda44027a9c403e0cedca0,ROOTCOMP-1f99df04e1f36cdb18b4843c,Coventry,OH,2020,institutional_channel,settlement_or_mou,fire,implemented,high
MECHEXP-51f457a97da7807cdac59474,ROOTCOMP-912561d4d96199a1c1a2c9fd,Liberty,OH,2020,institutional_channel,settlement_or_mou,fire,implemented,high
MECHEXP-542f9c9083cd9ab56a6705f1,ROOTCOMP-7b0374aebd53f20879709fb8,Peninsula,OH,2024,institutional_channel,settlement_or_mou,police,implemented,high
MECHEXP-aa49d8799f36b04a66aacc52,ROOTCOMP-529790adf3399f37f357e2a6,Ravenna,OH,2021,institutional_channel,settlement_or_mou,remains_unclear,implemented,high
MECHEXP-e5ccb4391e862b58be849079,ROOTCOMP-b50f3ad7bc05115c212d80f1,Springfield,OH,2021,institutional_channel,settlement_or_mou,police,implemented,high
MECHEXP-fdaf2b055771edfa8ed16a50,ROOTCOMP-f72824b6e50f7b2add3921e5,Springfield,OH,2024,institutional_channel,settlement_or_mou,remains_unclear,implemented,high
MECHEXP-e0c6a5513be99b3c34e6be3d,ROOTCOMP-741b27b82caaba923b2d78b6,Washington,OH,2023,institutional_channel,settlement_or_mou,fire,implemented,high
MECHEXP-563ad59cfb2bb59d7289e008,ROOTCOMP-2811e69027466b42f5e596eb,Weathersfield,OH,2019,institutional_channel,settlement_or_mou,police,implemented,high
MECHEXP-e484de6a82774d3ec9f1e5d6,ROOTCOMP-d8f79bd2f7f331870a843403,Highspire,PA,2025,institutional_channel,settlement_or_mou,remains_unclear,implemented,high
MECHEXP-7ddd51e251d901926b6e2000,ROOTCOMP-a3e5ee5c5ec6cc3443022082,Manor,PA,undated-source-B4X2500LIVE-20260729-004090,institutional_channel,settlement_or_mou,police,implemented,high
MECHEXP-7dd3fdf71738d75bcffa42ad,ROOTCOMP-84b2e6ec7b79b9c13d86a762,Muhlenberg,PA,2015,institutional_channel,settlement_or_mou,police,implemented,high
MECHEXP-3d05e68f779d0cd208a93d71,ROOTCOMP-c68ef057a544de1bfb99a273,Washington,PA,2014,institutional_channel,settlement_or_mou,non_safety,formally_adopted,high
MECHEXP-60faadc88fd9a11fd4ea87d2,ROOTCOMP-68d46a1db38fdb2f13bcd7a5,Washington,PA,2020,institutional_channel,settlement_or_mou,fire,formally_adopted,high
MECHEXP-035c68c904aed02d4493f9e0,ROOTCOMP-13b1a2e22af1bb1435d148e9,Washington,PA,2020,institutional_channel,settlement_or_mou,police,formally_adopted,high
MECHEXP-7a053adf758621abcfe6bfad,ROOTCOMP-3a7101cbf0ebfe143758b4b5,Washington,PA,undated-source-BRMGRS-20260802-26ea73a3a1fd6c0825c7d2ac,institutional_channel,settlement_or_mou,police,formally_adopted,high
MECHEXP-74c09fc3b28c043b3b2b7a88,ROOTCOMP-67e337110e80a6ae267ff723,Washington,PA,undated-source-BRMGRS-20260802-26ea73a3a1fd6c0825c7d2ac,institutional_channel,settlement_or_mou,fire,formally_adopted,high
MECHEXP-802af97c5e67547080143c4e,ROOTCOMP-9b623059cd0570b11719b28b,Washington,PA,undated-source-BRMGRS-20260802-deedcc50a399416457f2557d,institutional_channel,settlement_or_mou,non_safety,formally_adopted,high
MECHEXP-3f7c314e105960858d73cb0d,ROOTCOMP-4423e9a17a882fa8eb109f05,Washington,PA,undated-source-BRMGRS-20260802-deedcc50a399416457f2557d,institutional_channel,settlement_or_mou,police,formally_adopted,high
MECHEXP-c34fd7aa89ed94989bd6cfa9,ROOTCOMP-934877095f5f028cbaf225da,West Conshohocken,PA,2016,institutional_channel,settlement_or_mou,police,implemented,high
MECHEXP-5ed548c980024164049a5dde,ROOTCOMP-1d7365e83c5209dc7cb5da78,Kennebec,SD,2020,institutional_channel,settlement_or_mou,remains_unclear,formally_adopted,high
MECHEXP-b68d5a203d166e30d9f7c59e,ROOTCOMP-a4ac54d78711ececb43c03ab,Bruceton,TN,undated-source-B4X2500LIVE-20260729-007127,institutional_channel,settlement_or_mou,side_independent,formally_adopted,high
MECHEXP-dcacc3569d045dacf3d7cd8d,ROOTCOMP-9e08ad55ce21c4964127e5a2,El Lago,TX,2020,institutional_channel,settlement_or_mou,remains_unclear,implemented,high
MECHEXP-8c44fb01c2482184135d060a,ROOTCOMP-0369954756c5e3d1cf732519,Seymour,TX,undated-source-B4X2500LIVE-20260729-009763,institutional_channel,settlement_or_mou,remains_unclear,formally_adopted,high
MECHEXP-edc0c04d1c1fc03dcf4d2cea,ROOTCOMP-0cc275c5ad799606059286aa,Concrete,WA,2025,institutional_channel,settlement_or_mou,remains_unclear,formally_adopted,high
MECHEXP-db56c6492aa9cc95615ca08a,ROOTCOMP-a53920f15d57896fd9bb708a,Baraboo,WI,2017,institutional_channel,settlement_or_mou,police,formally_adopted,high
MECHEXP-657f7b9c33e5158016557042,ROOTCOMP-5f4bcb791da8f15ca9edbcfa,Baraboo,WI,undated-source-BRMGRS-20260802-230ddf78865eceb7f82c368a,institutional_channel,settlement_or_mou,police,formally_adopted,high
MECHEXP-b5532a3bddd2f95b9cfd53c4,ROOTCOMP-f910f575897b972a52a636a0,Medford,WI,2016,institutional_channel,settlement_or_mou,police,implemented,high
