mechanism_exposure_event_id,root_compensation_event_id,municipality,state,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence
MECHEXP-72b979114797dcaf6859d6c4,ROOTCOMP-338c0675555df392ba810f09,Mackinac Island,MI,undated-source-BRMGRS-20260802-16aa674a1e522d9c436643b0,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-ea1153f4b9d2f7c077a89c74,ROOTCOMP-df9c3027c180405a06b98c46,Markey,MI,2025,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-f02137bac9f28af985cdb9d6,ROOTCOMP-76953a6cd630b1380da0e7f8,Morrice,MI,2020,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-65365a5e5d1dfd3fd353af6c,ROOTCOMP-46af29ad517dfa54ff003989,Morrice,MI,2021,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-44cd16acc5f41b66e67b1a91,ROOTCOMP-e7e3e55cb2dedbdb84dc5416,Negaunee,MI,undated-source-BRMGRS-20260802-20dcebd83c60c631a35b1eb1,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-2cfca29c1d295fb94b208b01,ROOTCOMP-c2cf4cfd8d04c93875ebf09c,Negaunee,MI,undated-source-BRMGRS-20260802-20dcebd83c60c631a35b1eb1,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-8ad20305e871ddc070a98189,ROOTCOMP-4d63aa7f764e6dea78585735,Novi,MI,2025,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-538bef609d7311ce0a88eb23,ROOTCOMP-12af819b8f47364297443260,Pere Marquette charter,MI,2023,compensation_outcome,non_base_compensation_other,non_safety,implemented,high
MECHEXP-9d45dc55ba353205cba755af,ROOTCOMP-dd8d16fa020b89cde923d26b,Shelby,MI,2021,compensation_outcome,non_base_compensation_other,non_safety,implemented,high
MECHEXP-1b570b646a1a00552dd7b77f,ROOTCOMP-0a16bea0f7becf7c34a6d20e,Shelby,MI,2022,compensation_outcome,non_base_compensation_other,non_safety,implemented,high
MECHEXP-f8cb90d9bcf5bf184bee3b30,ROOTCOMP-6e87a30ba0d37e4450b09dbb,Warren,MI,undated-source-BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-1b294d0f1ce2d78a533c6284,ROOTCOMP-e4eb8cb239884fc5b1ec8ac9,Washington,MI,2017,compensation_outcome,non_base_compensation_other,fire,implemented,high
MECHEXP-4f9146036be6d608fccd36f8,ROOTCOMP-12d8903ef99996072151d152,Washington,MI,2018,compensation_outcome,non_base_compensation_other,fire,implemented,high
MECHEXP-69975529bc86a44294b04284,ROOTCOMP-2a70c2c567fe9b80b85929a6,Washington,MI,2019,compensation_outcome,non_base_compensation_other,fire,implemented,high
MECHEXP-448c23e4594b7cbc81886996,ROOTCOMP-08433e5c15095282f9fa2713,Waterloo,MI,2026,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-e84a3ed3199357ba39304087,ROOTCOMP-140a0e4761a7e02d60553407,Baxter,MN,2023,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-6e59655211954cb529796019,ROOTCOMP-62526ea7829911f5301ac802,Baxter,MN,2023,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-66cda5d53573383f7590abfb,ROOTCOMP-b827e8e576c6384badcece77,Belle Plaine,MN,2023,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-b264c533d3dda2b737b669f8,ROOTCOMP-b9aaada94cd8288420b6cf2b,Belle Plaine,MN,2024,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-31c3c0a8fbe3e2bbbe90f5d9,ROOTCOMP-ed50d3ff4778e576730b8cee,Bemidji,MN,2025,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-df8ca8e00a318da0f5dfe910,ROOTCOMP-5a250f6c6086ed0175709efd,Benson,MN,2024,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-856c2e07fe1a532fcba44f4b,ROOTCOMP-c3f76751fb4340f038f5eb53,Chatfield,MN,2023,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-901a44243be39c23f6df3449,ROOTCOMP-7c657ebc57715d0271e60ef7,Crow Wing,MN,2026,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-8499067ec19048206fee8542,ROOTCOMP-0192dc872e997028b3f5a5f5,Dassel,MN,2025,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-59e2ee90cc0fd302a5dc54e9,ROOTCOMP-eb4faa76961092dbe9f53829,Deer River,MN,undated-source-B4X2500LIVE-20260729-005500,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-92ae42cf60eacb90d9fff3b1,ROOTCOMP-f54d07fe14fd2c6769cfa07e,Detroit,MN,2018,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-b2d7771602ccb2bf697a92d9,ROOTCOMP-c8c49eff35ba7ae74f5986c1,Detroit,MN,2023,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-d55365c561b631e7d1748486,ROOTCOMP-ede0b54ac4d8b9a6da0bdfd6,Duluth,MN,2025,compensation_outcome,non_base_compensation_other,fire,implemented,high
MECHEXP-575505d50563bca4952dfa56,ROOTCOMP-ab1f51dd57514fbb832ca89f,Duluth,MN,2026,compensation_outcome,non_base_compensation_other,fire,implemented,high
MECHEXP-863b0800ce2493faedef95e4,ROOTCOMP-bde23d9850391eb62733e041,Fairmont,MN,2022,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-732776d7796a38166aebbd52,ROOTCOMP-ebef6b2c2a31d592ca25b4f9,Floodwood,MN,2023,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-9eaaf87cf04a9b20308054fb,ROOTCOMP-bce4c9279b3ba7127719622b,Foley,MN,undated-source-B4X2500LIVE-20260729-008003,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-8bc1b1ece05b43c2b2246188,ROOTCOMP-01e547a5831218c533c4f281,Greenbush,MN,2020,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-5be0c6fd92f254ff02310380,ROOTCOMP-c026d75d766f118879668f3b,Ideal,MN,2020,compensation_outcome,non_base_compensation_other,fire,implemented,high
MECHEXP-ca108b13d8b980a92b6eebd4,ROOTCOMP-d72d6096e3443db49b91ace8,Lake,MN,2025,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-d140fdae9f4aa7c36f8b6210,ROOTCOMP-a3fcab40d6c49cc5efd79fb1,Lake,MN,undated-source-BRMGRS-20260802-af762117c19981e8234de3cf,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-11ace93ca3ad9c8eac6e71ee,ROOTCOMP-76bc818b77d1c9004c915769,Lake Benton,MN,2025,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-b35167aa3f17ac01db56ac0a,ROOTCOMP-0e83cc2673ea9a6aab944d35,Madelia,MN,undated-source-B4X2500LIVE-20260729-003045,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-e9cd17fbf8f80d0dcd9d6d32,ROOTCOMP-6c516cc061e4eb9307d520e6,Marshall,MN,2024,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-13f17256c0c204bafa3c3386,ROOTCOMP-34b34cc54e6a11078ce18c6d,May,MN,undated-source-BRMGRS-20260802-ba2f2450692b14888432cae4,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-b613bdbd0d014eb97597f458,ROOTCOMP-27351eee24c32dc3ea6053e9,Milaca,MN,undated-source-BRMGRS-20260802-c651a4fa17b469ff71375c4a,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-28798ab17b1705a3c8bf6b6c,ROOTCOMP-f8ea9867438c54d1f034b986,Sauk Centre,MN,2025,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-b2094762806c52c9d825fcd2,ROOTCOMP-f2d986e32408cded5f0f127a,Colerain,NC,2021,compensation_outcome,non_base_compensation_other,non_safety,implemented,high
MECHEXP-ea4e4357a65f8ec13a012572,ROOTCOMP-a53e3aad6e6b9205268abd1b,Harvey Cedars,NJ,2020,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-08344b8f122136b39e9489b6,ROOTCOMP-999266b43191fb06da6b8a33,South Hackensack,NJ,2022,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-f30d24b3d8c7ad73dcfa646e,ROOTCOMP-23d6a67bf33a09fe0098ada9,South Hackensack,NJ,2023,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-bb6fae3f9ad195f378cb3d0f,ROOTCOMP-cbf32911c397e6b64befef08,Upper,NJ,2025,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-4d30156e49b763fe75eed9dc,ROOTCOMP-0aa91aadc78070ed6db1717c,Enfield,NY,2023,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-53f9fc240d78dbf7b2d4349f,ROOTCOMP-43936fabd8bd8493f56575ff,Frankfort,NY,2024,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-4419dacfbbec170b802721e6,ROOTCOMP-7284dcff6642200f245a503e,Geneseo,NY,undated-source-BRMGRS-20260802-67df49212a5290f6803b15cf,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-dfc52fadde6da38e469bda6b,ROOTCOMP-5d0e621bb10d5aa7d1cc739f,Grand View-on-Hudson,NY,undated-source-BRMGRS-20260802-079ed452218eee2ecaa3f7ca,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-26fe9703e48bab39d2ea8816,ROOTCOMP-37797cf379808f7aceb7dda7,Halcott,NY,2022,compensation_outcome,non_base_compensation_other,non_safety,implemented,high
MECHEXP-c0d6bc44175753ab90f0bf65,ROOTCOMP-5e31decffb64e3db3b5da6a4,Hardenburgh,NY,2025,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-1f2cd790ef73b60b8f961514,ROOTCOMP-c030935fad99d83e70a791fd,Harrietstown,NY,2024,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-c1f13b2cbf742c5d24991a75,ROOTCOMP-efc838503340416eb6da4974,Ithaca,NY,2024,compensation_outcome,non_base_compensation_other,non_safety,implemented,high
MECHEXP-c33b61bfea970573b7a00b4f,ROOTCOMP-da7b233f2a3b9a3767b27d54,Mexico,NY,2022,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-b14d828a6783276fd85ed729,ROOTCOMP-138c69daa2166c4f3168534d,New Lebanon,NY,2019,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-0c2ce240e5b282a7c3a86650,ROOTCOMP-e548be1bee735dddef03be23,Plattsburgh,NY,2016,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-4ca29b083a83be3cb41e6288,ROOTCOMP-216aa28ae2c6debda057f783,Putnam Valley,NY,2024,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-1f7b4463106bb4913ccba9d6,ROOTCOMP-e8798b3759f896f51e29727a,Sandy Creek,NY,2022,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-31ba6c470f1bab1ddabb8393,ROOTCOMP-e3a07a2e6933fbbdf21c2691,Theresa,NY,2023,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-2635bb27fdc3be22240b72b3,ROOTCOMP-2d3ad804761258e7da5534e3,Amherst,OH,2023,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-33041414c2c3706dde727b1c,ROOTCOMP-28d2e22d1d82f3ee28d3cf0d,Amherst,OH,2024,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-91b58e03ca6145d4722a5e4f,ROOTCOMP-4b9821631f9292239c4e5590,Amherst,OH,2025,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-5fd3299d0a5bdbc4eaa0a0fc,ROOTCOMP-fc787a13e86a836f219c5e0f,Bay,OH,2021,compensation_outcome,non_base_compensation_other,fire,implemented,high
MECHEXP-0c90f267d4acfa6079f34a29,ROOTCOMP-928a9c1c8abf53fba44b9993,Bay,OH,2021,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-04d702a72ef10b3a278ed56a,ROOTCOMP-cc9919d30ca4d1b847b715f3,Bay,OH,2023,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-5c5541c6c5063cdb316d1f29,ROOTCOMP-01da1d9a43deb7a29342caed,Bazetta,OH,2016,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-b42c24235bcb7cfa53679c53,ROOTCOMP-d03b49c209c3a4f73e6a2769,Bazetta,OH,2020,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-628d4e233c8393541b8673e4,ROOTCOMP-bf1ccef955dbdcc6c89a12cf,Bedford,OH,2023,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-98d74367f0e7a4a13274d8e5,ROOTCOMP-e57eae97e0e59cbc6a3ea557,Bedford,OH,2025,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-f61c0c20683591d89dce9d34,ROOTCOMP-b9ea9982a9b255d807535750,Bedford,OH,2026,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-4334f9a09bd0113b4df7ee50,ROOTCOMP-aa3e9f0ac7e1f48ac0b1f7ef,Berlin,OH,2021,compensation_outcome,non_base_compensation_other,remains_unclear,formally_adopted,high
MECHEXP-88c32f0a3873e55c62f430c2,ROOTCOMP-0b8a1837188c768862a29cfa,Berlin,OH,2023,compensation_outcome,non_base_compensation_other,non_safety,implemented,high
MECHEXP-0ef05758427391391baf2af4,ROOTCOMP-c108614a939426af0cac13a6,Berlin,OH,2023,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-b3ebc18b99c529604547e878,ROOTCOMP-8ead1466d3fd43ada309f3dc,Butler,OH,2020,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-09778a340ce1ca5512452b3f,ROOTCOMP-74c84ba460ed483c24594364,Butler,OH,undated-source-BRMGRS-20260802-5feb5a1c80793ddbf12b1d6d,compensation_outcome,non_base_compensation_other,fire,implemented,high
MECHEXP-ddf39e967d30abf5f0b7f9f6,ROOTCOMP-caf1561fc01b9db6aac29ea0,Chardon,OH,2024,compensation_outcome,non_base_compensation_other,non_safety,implemented,high
MECHEXP-4bdde4a3c1e0e782b8bb258b,ROOTCOMP-b7d62c40dcc310ba0717be6b,Chardon,OH,2024,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-a4d283b2583ee01dedc054b6,ROOTCOMP-697f2ae7acf5e4ea892d69ce,Chester,OH,2022,compensation_outcome,non_base_compensation_other,fire,implemented,high
MECHEXP-2cf0bee45a75f59fd44b6986,ROOTCOMP-05a699927ad91ea8d3221293,Chester,OH,2024,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-25e9180e04e0eb9917d30ecb,ROOTCOMP-575b92f882607defdbd495ba,Circleville,OH,2018,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-6ab737ba2218b34a75af607a,ROOTCOMP-7361fda42b1c5e8991bbb5e3,Circleville,OH,2025,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-d9c539d944910e14d371dd6b,ROOTCOMP-4a99419b447aa8be2fc0a730,Clearcreek,OH,2024,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-68acec568b662e8310c3d889,ROOTCOMP-011a45b3a1fc93c7941caf0b,Delaware,OH,2019,compensation_outcome,non_base_compensation_other,police,implemented,high
MECHEXP-fb98a6dda885e804d8293270,ROOTCOMP-0fbddaf3cec6588ead94e017,Delaware,OH,2019,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high
MECHEXP-54c4437520e17f1254aadcf6,ROOTCOMP-30b755749f912907b859da27,Delhi,OH,2020,compensation_outcome,non_base_compensation_other,police,implemented,high
