text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_page_count,text_layer_status,text_table_detection_pilot_id,text_table_detection_lane_id,pilot_selection_rank,page_count_bin,artifact_byte_size_bin,sample_selection_reason
ttd_cb6c8114b01d7b3f1affcce9,pr_5c5b16498f1e610bc88be9e6,sr_cce036c472225b516a902d46,NSCQ-OR-20260720-0086,TRI-14354db9b2239e93f192,VER-a567abc53d362a6890cb,SOURCE-REVIEW-BATCH2-500-2026-07-24,OR,Pendleton,CITY OF PENDLETON,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_cce036c472225b516a902d46.pdf,428ede486c756e01d42ce6be5ff0a3cc2d2a80074fcc43e8cfbfe044e456c39d,1115913,application/pdf,32,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,925,26_to_50,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_dcec64a6d9a67a388436c8ed,pr_f251bc9f26ac3110abc6c94e,sr_0b3ec03d896be30f3c38bc8a,NSCQ-OR-20260720-0158,TRI-05ce8be5871a50947614,VER-575d6f01eb821d1f8de6,SOURCE-REVIEW-BATCH2-500-2026-07-24,OR,Hood River,CITY OF HOOD RIVER,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0038_sr_0b3ec03d896be30f3c38bc8a.pdf,089e84464b08cb873a5bcd77d38412e52d1761c4a1ba14ffd38cc8bab54eeb6c,2297262,application/pdf,36,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,926,26_to_50,large_2_to_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_304c1ceb139d07dd68273b54,pr_0dbab1220ef75b25d11958f9,sr_1bf19bcd44a3be6c8f28a7c4,NSCQ-TX-20260720-0031,TRI-5c7498395520913976aa,VER-e83c14e2252e8722a55f,SOURCE-REVIEW-BATCH2-500-2026-07-24,TX,McKinney,CITY OF MCKINNEY,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0119_sr_1bf19bcd44a3be6c8f28a7c4.pdf,b38ae24737568687be2e0d1156e22342ad2ddc46e8f250636366052cdd9445a8,886189,application/pdf,50,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,927,26_to_50,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_c2aec89c4d1fa37a4b151b77,pr_662f24dc0535bd38dea14ddd,sr_6d5ace15262503bd643a943c,NSCQ-WA-20260720-0041,TRI-aedef08dc1c0899425bf,VER-506c129463264ba4f5bf,SOURCE-REVIEW-BATCH2-500-2026-07-24,WA,Kirkland,CITY OF KIRKLAND,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0090_sr_6d5ace15262503bd643a943c.pdf,569d0b6495a2db0db8c103b472fcf01aee30416049fa9ae898b01e027287609d,949555,application/pdf,46,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,928,26_to_50,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_a0eae11494b0ee31dee2f627,pr_fc853e14f3abc8163e586a50,sr_6dbcb7f4d9a05775527afde6,NSCQ-WI-20260720-0013,TRI-04164f729dcad7b2c4ce,VER-d4ddf68e6bd148724aae,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,Green Bay,CITY OF GREEN BAY,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0044_sr_6dbcb7f4d9a05775527afde6.pdf,580abfb52a8b694f5eadae096fc05d4a60fc09ade2bbb7db2962640f63678ee5,848883,application/pdf,42,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,929,26_to_50,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_87a0d4fde942f7a5a52e615f,pr_ea76da2aa7769b6b55159652,sr_9cca204cd0096503685bf4dd,NSCQ-WI-20260720-0166,TRI-fb5e20359c060e38f157,VER-c5689e544471690df0cb,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,Cudahy,CITY OF CUDAHY,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0185_sr_9cca204cd0096503685bf4dd.pdf,4f2117ee47dfd3cfc8ae3efbb2514bdc6f28f117d35b23b0d7efd6ffa67a0c4a,1921758,application/pdf,47,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,930,26_to_50,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_0b141ffac96904f0b9f0ca38,pr_d409edb9267bd01516d3b231,sr_c17c393257b3cfce47e18781,NSCQ-CT-20260720-0061,TRI-25955895f6892a3ce9e6,VER-0b402f95f9707a895938,SOURCE-REVIEW-BATCH2-500-2026-07-24,CT,Manchester,TOWN OF MANCHESTER,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0227_sr_c17c393257b3cfce47e18781.pdf,ae2c942c317267ca0982ec3ac4e20b27f54f569e1faf9d990b571f2e881181b3,2946853,application/pdf,71,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,931,51_to_100,large_2_to_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_46f9d51a34d0f2825d9fd722,pr_083b94a884685f1d67298491,sr_19ed7f2ec0b9a02138298047,NSCQ-FL-20260720-0033,TRI-f5666d88c831495b1e84,VER-abcdb5a3b09e79490ef5,SOURCE-REVIEW-BATCH2-500-2026-07-24,FL,Gainesville,CITY OF GAINESVILLE,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0034_sr_19ed7f2ec0b9a02138298047.pdf,e49fde12e3d1ecae759a558a898f583341916b70ac685761250b198ad6c09bf6,3354898,application/pdf,79,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,932,51_to_100,large_2_to_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_4baeefa3598a2a64d50b0c15,pr_31ee8b4b43cc637f390c769d,sr_9767f548b69a4f2eb7c30837,NSCQ-IL-20260720-0066,TRI-ebcfc3b60758dd3208b7,VER-aa4ccf656c8063119fb1,SOURCE-REVIEW-BATCH2-500-2026-07-24,IL,Moline,CITY OF MOLINE,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0248_sr_9767f548b69a4f2eb7c30837.pdf,04854c63291cfc4ef25e64951b69eda75219b3d7311e7533ae526656e9b55e89,1784054,application/pdf,57,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,933,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_fe5a8abea8cc75262a7efa8f,pr_7583176eba650b0963a24c9b,sr_8fc961ce3bf22ff00f887292,NSCQ-MA-20260720-0113,TRI-7eafac722ddfcc541d04,VER-28192ec2beeb10cc0cd6,SOURCE-REVIEW-BATCH2-500-2026-07-24,MA,Northampton,CITY OF NORTHAMPTON,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0223_sr_8fc961ce3bf22ff00f887292.pdf,7525f1b1a3a2f5670c6bb4a2cf814d7fe066459958eb1def668c1f5194b669ed,1164576,application/pdf,77,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,934,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_facf5a1d351a16e85109dc4a,pr_3c10e346f8eb7617a3bfb169,sr_0fe33e23132aa2eb2c287b93,NSCQ-MI-20260720-0025,TRI-95979be365ce92a48164,VER-0ec48419d156e71d9ed8,SOURCE-REVIEW-BATCH2-500-2026-07-24,MI,Midland,CITY OF MIDLAND,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0221_sr_0fe33e23132aa2eb2c287b93.pdf,2308469119b5d72f7d1f11a9e62d3050ccfa5ee0d98ec18ad716cd0ef4eeaa96,703614,application/pdf,95,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,935,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_1fedddec5406ca00cb97588e,pr_e0ba7c8afb74e09c7bf4ebdb,sr_59aa0a3304588378022a35f0,NSCQ-NE-20260720-0005,TRI-8d9db8d50596f17b18cc,VER-583a7647de5f824b5a24,SOURCE-REVIEW-BATCH2-500-2026-07-24,NE,Lincoln,CITY OF LINCOLN,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0159_sr_59aa0a3304588378022a35f0.pdf,94e9a9a38438d9d5a70e3f97efc196d2a5f9270caf73a42e076164c5dba2b10d,724913,application/pdf,76,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,936,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_c7864ace54a3321c1367651c,pr_f49e153f9362d3d0d343b65d,sr_f0ffc45302a01aeb99cd5274,NSCQ-NV-20260720-0003,TRI-5ed8c38dad207ba627e8,VER-4c2412ac0c0678571590,SOURCE-REVIEW-BATCH2-500-2026-07-24,NV,Henderson,CITY OF HENDERSON,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf,bd9dc2c1723901c8e277229bd23376c07e3063195c4aed6201052f9f661ce079,1680628,application/pdf,78,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,937,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_7645fc626591f9426e0d6c1c,pr_32d87b64715dca0ddfe2069d,sr_74a4c8947f081ee8503a77f1,NSCQ-OH-20260720-0210,TRI-692df31cc6d5a513eb0d,VER-1b914594a22fd052bac2,SOURCE-REVIEW-BATCH2-500-2026-07-24,OH,Solon,CITY OF SOLON,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0137_sr_74a4c8947f081ee8503a77f1.pdf,20a917cef9db9af83cedbdf221435691570d3a9e95f621ba133b02979aba27f7,9401747,application/pdf,62,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,938,51_to_100,very_large_gt_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_925ce8259fce7aa521a1f75d,pr_faeabee1b1566a3f1df17c59,sr_e6351d9a7848419225432909,NSCQ-PA-20260720-0009,TRI-8d9db35543044670cbe2,VER-f81af79d1ea61414cd46,SOURCE-REVIEW-BATCH2-500-2026-07-24,PA,Allentown,CITY OF ALLENTOWN,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0151_sr_e6351d9a7848419225432909.pdf,a5f8d2a8c0c4d8fce427b9718b0b9ebd05de3e80e4a379e77b6459ade89d3fdc,4012918,application/pdf,58,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,939,51_to_100,large_2_to_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_5ad3d74c0dcb1bc28e2f40ff,pr_aacf7f7606d08773bf3f9935,sr_b8702f59a10a34f08a9ea49f,NSCQ-TX-20260720-0011,TRI-fe7e7a0f71e8165347b9,VER-32285b4874a5d174370a,SOURCE-REVIEW-BATCH2-500-2026-07-24,TX,Fort Worth,CITY OF FORT WORTH,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0049_sr_b8702f59a10a34f08a9ea49f.pdf,5eb84ba28f5d71ed466070ff4c6920da51403434893210b3628c858602150eb8,1923673,application/pdf,66,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,940,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_4952ef58bd79c81e7c31dc1e,pr_19f0cf1308b1a763fbab502d,sr_e411ecfbef2a2c5990fad942,NSCQ-WI-20260720-0041,TRI-0a22355548811e06bd11,VER-f8b600a49fe924ec094a,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,Fond du Lac,CITY OF FOND DU LAC,fire,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0114_sr_e411ecfbef2a2c5990fad942.pdf,f9b04575477749f9e7bf8783f399b3f510ee9978ef41e3a1e1c16a647e5bd637,599659,application/pdf,53,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,941,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_9869a8e94aa994a68a4887b8,pr_4f39a417eb868f1bf9fd7b42,sr_89c699b658e78a0160fd07ec,NSCQ-CT-20260720-0038,TRI-f6cd5ebaf751fd10bee0,VER-9076842bb5c09855e5ee,SOURCE-REVIEW-BATCH2-500-2026-07-24,CT,Middletown,CITY OF MIDDLETOWN,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0095_sr_89c699b658e78a0160fd07ec.pdf,0c0ed2c3d9fa415ee0ff918c898f76ba49909c3fcd35d1fd1bf522ea0939bd7c,1534694,application/pdf,106,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,942,over_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_c394bf62f7f7c9776c5a6bd1,pr_d9c97b22e5d634a92e701613,sr_a2a7e3b8899516a174f05d5e,NSCQ-IL-20260720-0037,TRI-59c88aed856faf48816e,VER-34f12a5a4e26e4740e93,SOURCE-REVIEW-BATCH2-500-2026-07-24,IL,Evanston,CITY OF EVANSTON,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0038_sr_a2a7e3b8899516a174f05d5e.pdf,fa6fcc2e08b0a1d1f2b389c8bbc08ef0b478955de1b40cf3491fe27aafa17335,4330641,application/pdf,156,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,943,over_100,large_2_to_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_17bd30113f7ea497abeb883c,pr_88957832b8077080e01b1823,sr_1d4cde5b33a00f4065852362,NSCQ-NV-20260720-0007,TRI-c475be4b8e53e7805ede,VER-3c521bec9a563de67437,SOURCE-REVIEW-BATCH2-500-2026-07-24,NV,North Las Vegas,CITY OF NORTH LAS VEGAS,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0047_sr_1d4cde5b33a00f4065852362.pdf,92eb17c11083200738287cc42e878fb0fae856810bd08f18a23f393e423e3246,885048,application/pdf,109,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,944,over_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_45c5f4e54fc9385580742ac4,pr_b2913ce3eae45fba734b864f,sr_0e04269e961e77cc1ceac12b,NSCQ-WI-20260720-0032,TRI-d99257b8c6fab734b596,VER-9bbe5203b6bfedaee963,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,West Allis,CITY OF WEST ALLIS,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0225_sr_0e04269e961e77cc1ceac12b.pdf,1560593c0e213bc870df8f27790a5116fd6cd3f036b8d3b41752463c3f7e5cf1,1242175,application/pdf,104,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,945,over_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_e84ba18399f30c3bdba5abec,pr_beae8272fa49d2f3b900c0e8,sr_425ec1c96a65ced8db58c100,NSCQ-MN-20260720-0036,TRI-73e3ac6ca3ae300fbf5b,VER-60f220ad9fc0a61b2b4a,SOURCE-REVIEW-BATCH2-500-2026-07-24,MN,Apple Valley,CITY OF APPLE VALLEY,non_safety,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0174_sr_425ec1c96a65ced8db58c100.pdf,3960ae43ffb986b796a1efaeaeb87f94c5799bc89c8a943b593a5c068627e88f,2515209,application/pdf,22,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_3,946,11_to_25,large_2_to_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
