text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_page_count,text_layer_status,text_table_detection_pilot_id,text_table_detection_lane_id,pilot_selection_rank,page_count_bin,artifact_byte_size_bin,sample_selection_reason
ttd_b3462d1d3c1efe2dae8d01c8,pr_05bed34252385f5d4c4aa896,sr_06abe014dd9fb42228a46728,NSCQ-ID-20260720-0003,TRI-d3b2bb58a98d366a8347,VER-98b8cfe17d6d8cad2b9c,SOURCE-REVIEW-BATCH2-500-2026-07-24,ID,Meridian,CITY OF MERIDIAN,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0032_sr_06abe014dd9fb42228a46728.pdf,e6b111248d7388b7b5fe8509cafc9c1cf541d0e41230f4b8618a7749abcc801f,1249035,application/pdf,57,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,19,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_6e8e602b54ea66c7bfd18956,pr_e9344320e6394755769a678c,sr_bc0a55592c5f063b88711d94,NSCQ-IL-20260720-0212,TRI-ec2fc53e9878880b451b,VER-209890e2575bc8ae54dd,SOURCE-REVIEW-BATCH2-500-2026-07-24,IL,Alton,CITY OF ALTON,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0136_sr_bc0a55592c5f063b88711d94.pdf,e408de64c632bc65ee8268d6abe81b2b64f30fc2ab422634d00d8b993082c750,631456,application/pdf,71,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,20,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_46b1dd3c946ef5c698032cd8,pr_f32c1c37e0f3d6e0802fcb0c,sr_1c0fd9f2cdb1d3b8e392f969,NSCQ-ME-20260720-0007,TRI-8aa4324c61895b5190da,VER-0215cc141063d7500ab5,SOURCE-REVIEW-BATCH2-500-2026-07-24,ME,Bangor,CITY OF BANGOR,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0161_sr_1c0fd9f2cdb1d3b8e392f969.pdf,9536fd56c2fa5f57d0484bea1c82fd811ea9bb27c60d4ce601f3614b19c7ad03,733961,application/pdf,72,partial,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,21,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_abee76b9996a1f35166afa1c,pr_a068578d614e93e25683dc03,sr_f4b3f606f951065dc84881cc,NSCQ-MN-20260720-0074,TRI-cccdcc006b38f9273f50,VER-50c015f6a1a99e4fddd4,SOURCE-REVIEW-BATCH2-500-2026-07-24,MN,Richfield,CITY OF RICHFIELD,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0045_sr_f4b3f606f951065dc84881cc.pdf,5583c88ed094dcc2a0f3878868ee3ef071e5dfdb28e45eceaf0f7842176c6247,6988105,application/pdf,87,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,22,51_to_100,very_large_gt_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_3fc09fd0669f66404791ba69,pr_308433ebae4ae2523ec5bc6f,sr_c52a1c35a88042471bb527f8,NSCQ-NH-20260720-0003,TRI-4afd962398372863e85a,VER-1ba26bceb255223c79d3,SOURCE-REVIEW-BATCH2-500-2026-07-24,NH,Manchester,CITY OF MANCHESTER,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0054_sr_c52a1c35a88042471bb527f8.pdf,c0272cc9d3100b19f24fa29518b4dcd67273d7b5eafffe3db9ee0aba11356d2b,6017651,application/pdf,90,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,23,51_to_100,very_large_gt_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_f4bd66c4acc6b283c967150b,pr_ff120551780778dff347ae22,sr_ce1908f26f7b7549b38537d5,NSCQ-NV-20260720-0012,TRI-c14116275e910cdeb257,VER-7a44ddd62907b22f4536,SOURCE-REVIEW-BATCH2-500-2026-07-24,NV,Reno,CITY OF RENO,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0233_sr_ce1908f26f7b7549b38537d5.pdf,d3618ca12122563669bbe0d93bea819261fca2c7350eaad8ad3c54c254e4bcc5,1533617,application/pdf,68,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,24,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_190a01bdecb3ec6d05f5d17e,pr_4c2cd45e445795acd2196fb6,sr_deb449119ea8a5e603bd489d,NSCQ-OK-20260720-0004,TRI-91040afadeb78acb9cac,VER-a8666d0188e2e6845db9,SOURCE-REVIEW-BATCH2-500-2026-07-24,OK,Tulsa,CITY OF TULSA,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0059_sr_deb449119ea8a5e603bd489d.pdf,6dfd5187a4902f54acb99c84736da2539ce37df9b9710d5498310870d8b85c89,1655666,application/pdf,56,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,25,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_185db7f501f3483505d0b532,pr_b5303b27294dbdf2e5400868,sr_60c3827f9bc6b4e984ad36d6,NSCQ-RI-20260720-0015,TRI-9725fe0e29282ef9c8e3,VER-5e7f5f7985161bfbb928,SOURCE-REVIEW-BATCH2-500-2026-07-24,RI,East Providence,CITY OF EAST PROVIDENCE,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0237_sr_60c3827f9bc6b4e984ad36d6.pdf,dc79e4f5c63c7271d325582da04fe649ddea2da7b38fec3b6305cdcecb36a704,409782,application/pdf,60,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,26,51_to_100,small_le_512_kib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_4ede7a7f1e984c95daf9129a,pr_2dead77b962e65d2371b03c5,sr_f22ab398d50974209d6848ab,NSCQ-WA-20260720-0021,TRI-3878c22f5f17a68ad494,VER-f12bf9d6c03d6b229e04,SOURCE-REVIEW-BATCH2-500-2026-07-24,WA,Everett,CITY OF EVERETT,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0139_sr_f22ab398d50974209d6848ab.pdf,42a418bb179dfd152c422a891a32d41ab0fe8861b40ed01af6ae1502b8a88a3c,1086380,application/pdf,65,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,27,51_to_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_80eb17ba44482cf64e43f5dc,pr_c746778e540b5704559620f6,sr_6a6bb11db47e9c4daff8aefb,NSCQ-WI-20260720-0022,TRI-10c34c934766d31762d7,VER-f32d6dab48032a3fc5b4,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,Janesville,CITY OF JANESVILLE,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0020_sr_6a6bb11db47e9c4daff8aefb.pdf,29ecc7f35cf83b6948b1e9c81e264876986b6b36587f5f79625899add92c1918,405820,application/pdf,79,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,28,51_to_100,small_le_512_kib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_3a548a47415bb9db412d0285,pr_b63fbb64fcfea4e693f7820c,sr_f0cd42eda87733d02b2dd437,NSCQ-FL-20260720-0030,TRI-ce382d07f5d324f4bdce,VER-78149bf7100a2566b133,SOURCE-REVIEW-BATCH2-500-2026-07-24,FL,Hollywood,CITY OF HOLLYWOOD,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0137_sr_f0cd42eda87733d02b2dd437.pdf,bc6016aceff50f29f9c85c71a2d1e73039af5a66a7d4793b68ac42bf461d2590,1053601,application/pdf,123,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,29,over_100,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_72971965e203ad7f790244ef,pr_3786a6ca38a522df1ca2d03b,sr_f0cdb8be69d26981d66c4f74,NSCQ-MI-20260720-0044,TRI-05dd1e756c2e9c999076,VER-d37d0c73e1ed1c3bc282,SOURCE-REVIEW-BATCH2-500-2026-07-24,MI,Westland,CITY OF WESTLAND,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0089_sr_f0cdb8be69d26981d66c4f74.pdf,334ab75a7716887883ff1cfa69da4a4add7674557744dac1c73558c58ad97c3e,6270689,application/pdf,126,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,30,over_100,very_large_gt_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_57b2c014f5a6ba1a159d52cb,pr_3525c27657c69960937045cd,sr_5331cd4dbb476c4dbb231714,NSCQ-WI-20260720-0017,TRI-9c86cb12700b09f47f6a,VER-d0fcd038898f0cb7ad50,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,Kenosha,CITY OF KENOSHA,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0173_sr_5331cd4dbb476c4dbb231714.pdf,a6172fd291530227ceef29fb434014e3ca190ca98a7e22a824af743cfa822e43,2165993,application/pdf,114,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,31,over_100,large_2_to_5_mib,complete durable parse_text_layer_later universe under frozen heuristic
ttd_4f53a994cb2bd166c80b78f0,pr_2df4399ae482082d95faf299,sr_0d60608a63f5a0142b7e515b,NSCQ-IA-20260720-0011,TRI-88c0bd3b038afe004f5e,VER-792be8b4821e6c34cef9,SOURCE-REVIEW-BATCH2-500-2026-07-24,IA,Cedar Rapids,CITY OF CEDAR RAPIDS,non_safety,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0060_sr_0d60608a63f5a0142b7e515b.pdf,79d3fecbf90fb9abf2d6e32608c9618de3dd4e8b09f0d1ca94d07c0a8e297cd5,1357426,application/pdf,24,present,TEXT-TABLE-DETECTION-FULL-PARSE-TEXT-2026-07-24,lane_1,32,11_to_25,medium_512_kib_to_2_mib,complete durable parse_text_layer_later universe under frozen heuristic
