verification_id,candidate_queue_row_id,candidate_queue_stable_key,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,candidate_title,candidate_source_type,candidate_priority,candidate_status_before_verification,triage_bucket,duplicate_source_group_id,duplicate_group_size,duplicate_group_role,near_duplicate_candidate_key,population,state_candidate_rows_per_covered,unit_type_scouted,source_owner_type,scout_confidence,triage_score,source_wave,verification_stage
VER-47008303883c5a313dfb,NSCQ-FL-20260720-0025,NSCQ-FL-20260720-0025,cog_2025_161585,161585,FL,Fort Lauderdale,CITY OF FORT LAUDERDALE,https://www.fortlauderdale.gov/home/showpublisheddocument/75059/638187267519170000,"Agreement Between City of Fort Lauderdale and the Federation of Public Employees (a Division of the NFPPE, AFL-CIO, District 1—MEBA) (Effective October 1, 2022 through September 30, 2025)",cba,high,scheduled,high_priority_later_verify,URL-0dd2dd0166feb9183109,1,primary,KEY-3d10972bf95ad4420eb5,184255,1.662069,non_safety,city,medium,100,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-d956fcf98908e4906a51,NSCQ-FL-20260720-0028,NSCQ-FL-20260720-0028,cog_2025_161593,161593,FL,Pembroke Pines,CITY OF PEMBROKE PINES,https://ppines.legistar.com/View.ashx?GUID=9A9782C8-35D6-419F-BCBB-52EE159C1C0C&ID=13312709&M=F,"Collective Bargaining Agreement between The City of Pembroke Pines and Professional Fire Fighters of Pembroke Pines, IAFF Local 2292 — Term of Contract October 1, 2024 – September 30, 2027",cba,high,scheduled,high_priority_later_verify,URL-cb0fab32e79ba561d322,1,primary,KEY-4f1c7c6775e26585f884,171119,1.662069,fire,city,high,73,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-016b5acda96a5ed7814c,NSCQ-FL-20260720-0031,NSCQ-FL-20260720-0031,cog_2025_161586,161586,FL,Hollywood,CITY OF HOLLYWOOD,https://hollywoodfl.legistar.com/View.ashx?GUID=781EA7D3-60F4-4733-9E6B-9C169EEA2208&ID=12056740&M=F,"Collective Bargaining Agreement (GENERAL) between the CITY OF HOLLYWOOD and HOLLYWOOD, FLORIDA, CITY EMPLOYEES LOCAL 2432 OF AFSCME, AFL-CIO (A.K.A. American Federation of State, County and Municipal Employees) — General 2022-25 CBA CLEAN",cba,high,scheduled,high_priority_later_verify,URL-53c5c52e6ce1f445c53a,1,primary,KEY-ded2cf4681f34a7775a8,153859,1.662069,non_safety,city,medium,100,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-8e53e263cfafca8b3926,NSCQ-FL-20260720-0034,NSCQ-FL-20260720-0034,cog_2025_161572,161572,FL,Gainesville,CITY OF GAINESVILLE,https://www.gainesvillefl.gov/files/assets/public/human-resources/documents/communications-workers-of-america-non-supervisory-unit-2022-2024.pdf,Communications Workers of America Local No. 3170 Agreement (Non-Supervisory Unit),cba,high,scheduled,high_priority_later_verify,URL-600976c7c552f2d08357,1,primary,KEY-299a61a69286f191f342,145812,1.662069,non_safety,city,medium,100,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-a489dc7faa84638770bf,NSCQ-FL-20260720-0037,NSCQ-FL-20260720-0037,cog_2025_184735,184735,FL,Palm Bay,CITY OF PALM BAY,https://palmbayfl.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=3332&ItemID=2100,FOP Police Lieutenant’s Unit Collective Bargaining Agreement (10/1/21 - 09/30/24),cba,high,scheduled,high_priority_later_verify,URL-40a69f42bf76b95b24e0,1,primary,KEY-ad8fbdf81a8d7045a47a,135566,1.662069,police,city,medium,79,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-6d465a5cba078a4e5e91,NSCQ-FL-20260720-0045,NSCQ-FL-20260720-0045,cog_2025_184767,184767,FL,Lakeland,CITY OF LAKELAND,https://www.lakelandgov.net/portals/CityClerk/City%20Commission/Agendas/2022/12-19-22/FOP%20Officer%20Contract%20Expires%209%2030%2025%20-%20FINAL%20%28002%29.pdf,"City of Lakeland Police Department and Florida State Fraternal Order of Police, Lakeland Lodge 185 — Collective Bargaining Agreement for Police Officers",cba,high,scheduled,high_priority_later_verify,URL-cb290828807574de5143,1,primary,KEY-1422de145bf3faf71fa5,122264,1.662069,police,city,medium,78,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-e391a6aa1a3a47ecd2eb,NSCQ-FL-20260720-0048,NSCQ-FL-20260720-0048,cog_2025_184767,184767,FL,Lakeland,CITY OF LAKELAND,https://www.lakelandgov.net/portals/CityClerk/City%20Commission/Agendas/2023/09-05-23/09-05-23%20V-B%20Rec%20re%20Ratification%20of%20UWUA%20Successor%20CBA%20-%20Lakeland%20Electric.pdf,City of Lakeland and Utility Workers Union of America and Local 604 — Collective Bargaining Agreement for Lakeland Electric bargaining unit (Successor CBA),cba,high,scheduled,high_priority_later_verify,URL-4bb717ac44933e725fcf,1,primary,KEY-bdeed8040753ed32e37e,122264,1.662069,non_safety,city,medium,97,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-fe49288a2cc3eb3b9a45,NSCQ-FL-20260720-0051,NSCQ-FL-20260720-0051,cog_2025_207684,207684,FL,Clearwater,CITY OF CLEARWATER,https://www.myclearwater.com/files/sharedassets/public/v/1/human-resources/documents/fop-supv-cba-20182021.pdf,"Agreement between CITY OF CLEARWATER, FLORIDA and Florida State Lodge of the Fraternal Order of Police, Clearwater Supervisors bargaining unit (2018–2021)",cba,high,scheduled,high_priority_later_verify,URL-d7fa4f58807b08f8624d,1,primary,KEY-a3349a42c059aec699f5,116850,1.662069,police,city,medium,100,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-3bdf786969887334c0cf,NSCQ-FL-20260720-0054,NSCQ-FL-20260720-0054,cog_2025_161588,161588,FL,Pompano Beach,CITY OF POMPANO BEACH,https://pompano.legistar.com/View.ashx?GUID=B56A5E00-69F0-4B13-B934-B7D80BBCA714&ID=13659363&M=F,Ordinance (File 25-46): Amend Chapter 34 “City Policy” to coincide with the 2024-2027 General Employees Collective Bargaining Agreement (amends pay plan and related HR pay provisions),ordinance_or_policy,high,scheduled,high_priority_later_verify,URL-d05fd5952451fd3844b1,1,primary,KEY-4e9ebfe70c51f71335c6,113619,1.662069,non_safety,city,medium,82,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-b1fae3b6090dc2c481b3,NSCQ-FL-20260720-0058,NSCQ-FL-20260720-0058,cog_2025_161594,161594,FL,Davie,TOWN OF DAVIE,https://www.davie-fl.gov/DocumentCenter/View/16471/FOPA-General-Employees-Collective-Bargaining-Agreement-2021-2024-PDF,"GENERAL EMPLOYEES COLLECTIVE BARGAINING AGREEMENT (Town of Davie) — October 1, 2021 to September 30, 2024",cba,high,scheduled,high_priority_later_verify,URL-caaf0809e7ebb7a942cb,1,primary,KEY-9d60ab75471270748334,107799,1.662069,non_safety,city,medium,89,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-929c3447e089682b95a8,NSCQ-FL-20260720-0063,NSCQ-FL-20260720-0063,cog_2025_101966,101966,FL,Fort Myers,CITY OF FORT MYERS,https://fortmyers.gov/DocumentCenter/View/23865/General-Non-Exempt-Pay-Plan-Effective-October-2024-PDF,"General Non Exempt Pay Plan 1024 (Revised October, 2024)",wage_schedule_or_compensation_plan,high,scheduled,high_priority_later_verify,URL-f148e3006c3f40c3f57f,1,primary,KEY-6b1f6516aded58e1fda9,97372,1.662069,non_safety,city,medium,100,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-acb53dec2fe300591e18,NSCQ-FL-20260720-0067,NSCQ-FL-20260720-0067,cog_2025_193145,193145,FL,Sunrise,CITY OF SUNRISE,https://www.sunrisefl.gov/home/showpublisheddocument/741/638636416709970000,"Collective Bargaining Agreement between City of Sunrise and Local 3080 Metro Broward Professional Firefighters, I.A.F.F. 2024 - 2027",cba,high,scheduled,high_priority_later_verify,URL-17a8a82e185f36ddb95e,1,primary,KEY-4a6c2ab698a795328631,96808,1.662069,fire,city,low,100,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-cbaea9ffab1eb99603a1,NSCQ-FL-20260720-0072,NSCQ-FL-20260720-0072,cog_2025_161711,161711,FL,North Port,CITY OF NORTH PORT,https://cityofnorthport.legistar.com/LegislationDetail.aspx?From=RSS&FullText=1&GUID=50D5CDB5-8998-4FBF-A942-A7D01A81FC2A&ID=5120824,"Collective Bargaining Agreement between the City of North Port and the American Federation of State, County and Municipal Employees (AFSCME) Local 3432 for the period of October 1, 2021 through September 30, 2024",cba,high,scheduled,high_priority_later_verify,URL-5901fd51f8a18c7eef23,1,primary,KEY-5b4e6394c5e311c858cb,88934,1.662069,non_safety,city,medium,100,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,candidate_lead_planned_not_verified
VER-16e066a6f8b3632bd654,NSCQ-FL-20260720-0082,NSCQ-FL-20260720-0082,cog_2025_124291,124291,FL,Daytona Beach,CITY OF DAYTONA BEACH,https://www.daytonabeach.gov/DocumentCenter/View/10915/AFSCME-Contract-2019-2021?bidId=,AFSCME Contract 2019-2021 (Between the City of Daytona Beach and AFSCME Florida Council 79),cba,high,scheduled,high_priority_later_verify,URL-f22cc377f50c6ffb3126,1,primary,KEY-9e9d237c13fd83d0a83b,82485,1.662069,non_safety,city,medium,100,POST-PI-PARALLEL-ROUND1-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-0e826c784f0a550d6310,NSCQ-FL-20260720-0086,NSCQ-FL-20260720-0086,cog_2025_124278,124278,FL,Largo,CITY OF LARGO,https://www.largo.com/PBA%20-%20Officers%20and%20Sergeants%202023-2026.pdf,"Agreement Between Sun Coast Police Benevolent Association, Inc. and the City of Largo",cba,high,scheduled,high_priority_later_verify,URL-d8e0960cb1dc8a379482,1,primary,KEY-99f1d6c9a2c4131c4dec,82248,1.662069,police,city,high,94,POST-PI-PARALLEL-ROUND1-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-329cc344ca087561305a,NSCQ-FL-20260720-0080,NSCQ-FL-20260720-0080,cog_2025_161669,161669,FL,Boynton Beach,CITY OF BOYNTON BEACH,https://www.boynton-beach.org/DocumentCenter/View/1105/IAFF---2023-10-01---2026-09-30,"Executive Board (Agreement Between City of Boynton Beach, Florida and Boynton Beach Association of Fire Fighters Florida Local 1891, IAFF): October 1, 2024 through September 30, 2027",cba,high,scheduled,high_priority_later_verify,URL-f7b8f20723bc0dc9647b,1,primary,KEY-fb93b54ca3f996207836,81267,1.662069,fire,city,medium,100,POST-PI-PARALLEL-ROUND1-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-60af945fa8a3e1ab8c7c,NSCQ-FL-20260720-0096,NSCQ-FL-20260720-0096,cog_2025_214784,214784,FL,Doral,CITY OF DORAL,https://www.cityofdoral.com/files/assets/city/v/2/departments/human-resources/docs/pay_plan-document.pdf,"Classification & Pay Plan (Revised 09/30/2024): October 1, 2024 to September 30, 2025",wage_schedule_or_compensation_plan,high,scheduled,high_priority_later_verify,URL-13ed871b67f3a4a820c8,1,primary,KEY-441c6f94c31eed508161,79359,1.662069,non_safety,city,medium,91,POST-PI-PARALLEL-ROUND1-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-d5e8b54aeba5e7b09e42,NSCQ-FL-20260720-0137,NSCQ-FL-20260720-0137,cog_2025_124239,124239,FL,Tamarac,CITY OF TAMARAC,https://www.tamarac.gov/DocumentCenter/View/10188,FPE Contract (PDF; DocumentCenter View/10188),cba,high,scheduled,high_priority_later_verify,URL-c132f56175fc57fcccc1,1,primary,KEY-0c7d7b43f75bc3cb9971,72372,1.662069,non_safety,city,medium,78,POST-PI-PARALLEL-ROUND1-LANE2-2026-07-23,candidate_lead_planned_not_verified
VER-a130c598f3696b03c054,NSCQ-FL-20260720-0100,NSCQ-FL-20260720-0100,cog_2025_212222,212222,FL,Delray Beach,CITY OF DELRAY BEACH,https://delraybeach.legistar.com/View.ashx?GUID=B0CEC68F-B8BB-46C4-9063-5B28CCB5A8D0&ID=13754744&M=F,"SEIU Collective Bargaining Agreement (City of Delray Beach & Service Employees International Union, Florida Public Services Union, CTW, CLC)",cba,high,scheduled,high_priority_later_verify,URL-ddbe5b87d3faa85f8941,1,primary,KEY-8a344826ad20fb1969a7,67536,1.662069,non_safety,city,medium,100,POST-PI-PARALLEL-ROUND1-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-92fde9d1540e99a22f1d,NSCQ-FL-20260720-0097,NSCQ-FL-20260720-0097,cog_2025_207688,207688,FL,Sanford,CITY OF SANFORD,https://cms5.revize.com/revize/sanford/Document%20Center/Department/Human%20Resources/Human%20Resources%20Department/Sanford%20Police%20Association%20MOUs/Police_Holiday_MOU.pdf,Sanford Police Association MOUs - Police Holiday MOU,memorandum_or_settlement,high,scheduled,high_priority_later_verify,URL-9548b0fff23ff343187b,1,primary,KEY-7401df13678da5633fbb,65394,1.662069,police,city,medium,77,POST-PI-PARALLEL-ROUND1-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-5100bb7feb02a571c109,NSCQ-FL-20260720-0117,NSCQ-FL-20260720-0117,cog_2025_189808,189808,FL,North Miami,CITY OF NORTH MIAMI,https://www.northmiamifl.gov/DocumentCenter/View/5817/Police-Benevolent-Association-Contract---October-1-2021-through-September-30-2024-PDF,"Police Benevolent Association Contract - October 1, 2021 through September 30, 2024",cba,high,scheduled,high_priority_later_verify,URL-ee2cfd7fda6e9dc7efb6,1,primary,KEY-c62f5cf1760de5c9823e,59008,1.662069,police,city,high,100,POST-PI-PARALLEL-ROUND1-LANE1-2026-07-23,candidate_lead_planned_not_verified
VER-94255f21f626b91514f5,NSCQ-FL-20260720-0142,NSCQ-FL-20260720-0142,cog_2025_124286,124286,FL,Sarasota,CITY OF SARASOTA,https://www.sarasotafl.gov/files/assets/city/v/1/hr/documents/union-contracts/iupa-cba_officers-sergeants-csi_100122_093025_fully-executed_12072022.pdf,IUPA Offices and Sergeants Contract for the period 10/1/2022 - 9/30/2025,cba,high,scheduled,high_priority_later_verify,URL-dfb17558006e9066d987,1,primary,KEY-960402e430980029ffc5,57602,1.662069,police,city,medium,91,POST-PI-PARALLEL-ROUND1-LANE2-2026-07-23,candidate_lead_planned_not_verified
