packet_id,retained_source_id,rating_lane_id,stage,attempt,request_id,backend,model,status,schema_valid,input_sha256,input_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_code,raw_prompt_saved,raw_response_saved
BRMGRP-20260802-3d57cc24e263eeb948093b9f,RMSRD-20260802-3863b212a9464974f342,gabriel_rating_lane_001,live,1,resp_04a4e24f57e634e3006a6fbc81eb588197a719c9a7ebd9daf4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4e33b411099c11fb92f7927fa37a862485463f641f9e2b30c6e84ec96809abf8,17903,4899,5390,10289,43.726356,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-3d57cc24e263eeb948093b9f,RMSRD-20260802-3863b212a9464974f342,gabriel_rating_lane_001,live,2,resp_057fdd8bd2825b07006a6fbcaa90fc81939d2ba6045885245f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,3eb5b20afb5e6352de0d4d0963ea9f54454f509e48fff0aae18c624c183cb151,18044,4923,3995,8918,24.456904,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-41621976892163c3e8a2d4c9,RMSRD-20260802-c7d513ef4974126b79cf,gabriel_rating_lane_001,live,1,resp_03aaf03a15778fc3006a6fbc81f608819095443ccd059b2e68,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,d7bda28080fb3b9309d1da099373e973db03eab5e1952f70653386b157022d28,17951,4824,3989,8813,30.835032,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-41621976892163c3e8a2d4c9,RMSRD-20260802-c7d513ef4974126b79cf,gabriel_rating_lane_001,live,2,resp_09950e5664ecb91f006a6fbcaa90848194bd0c8c1fd5b66c79,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,88d89ee7796059ce2bddbbca1ee1c44a6d651311c629c3a44c1a9ec839a31373,18092,4848,4227,9075,29.880437,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-10cc205307b2ff2ce0de98e3,RMSRD-20260802-a15cc305cea123dded87,gabriel_rating_lane_001,live,1,resp_0cde7c0bdc59217f006a6fbc81ea808195af65a9a379028ddd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,c263ecccad8abe63e817b7dafbb2d954dc338326983a0831bd7a64f31f41e7f8,17468,4712,3904,8616,31.086934,,side_relevance_overclassified,false,false
BRMGRP-20260802-10cc205307b2ff2ce0de98e3,RMSRD-20260802-a15cc305cea123dded87,gabriel_rating_lane_001,live,2,resp_06dd08b0b0f1b118006a6fbcaa8e04819787d34485f56db66d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,447e4dff24a8bbc0b10fa5231a436852fee2676e217bf670b6bbb7adcd218458,17609,4736,3834,8570,26.090757,,,false,false
BRMGRP-20260802-25c23e56ef682a8407968877,RMSRD-20260802-2c312c612247300faec5,gabriel_rating_lane_001,live,1,resp_0878367716d82dea006a6fbc81f50c8194ba49ba77ee76318f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,833ad6b80a48bbfd2d9b4db12963e7b98fcd92ad41002aef1e7245a5ca9568d3,16838,4583,4963,9546,33.673661,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-25c23e56ef682a8407968877,RMSRD-20260802-2c312c612247300faec5,gabriel_rating_lane_001,live,2,resp_02dfb6490269a9d6006a6fbcaa90d88196a421f49baac3ac29,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,c8bb366aceee406101a7532ad1cf29675d34a86b9cfa1b53a4475a2b47d09def,16979,4607,5755,10362,38.352279,,source_lineage_changed,false,false
BRMGRP-20260802-9ffd2d7d8c924033401fdc14,RMSRD-20260802-d24e9d21b4c0bb32de61,gabriel_rating_lane_001,live,1,resp_032af4769b4285ba006a6fbcd40474819089fab6aa595d90d7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,c72a1c3438a35ab6344133e51d4b32594dff50c7085d35226536f57d22a28447,16632,4468,5605,10073,39.391435,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-9ffd2d7d8c924033401fdc14,RMSRD-20260802-d24e9d21b4c0bb32de61,gabriel_rating_lane_001,live,2,resp_00b39061fff2e057006a6fbcf85dcc81958f91f1c446ee965c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,6830cd3ca570d2b9025afff3017d8a9e9584c399a2f7b04eb97fbb9479c86f72,16773,4492,4143,8635,26.470217,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-4fc260d82f41b4b04b783c13,RMSRD-20260802-e86320df8586e504cf74,gabriel_rating_lane_001,live,1,resp_061998285ed01eee006a6fbcd400dc81958e037444bbb53116,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4f31fd8346d27c8b67cda44ec30ddf61ff51cfc94322995f7a6e28ff58c5f4c2,17334,4751,3990,8741,26.273634,,,false,false
BRMGRP-20260802-b7a7a877094ff9e46175c35e,RMSRD-20260802-7208500ab0666304fb25,gabriel_rating_lane_001,live,1,resp_0b48a308e860c6f1006a6fbcd400308197a058b129cc042948,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,07a6202fb7a3874aaeb97154f94cff0f7495cca5b5dc94aa1bafe3cebb521f08,17652,4622,4013,8635,29.322752,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-b7a7a877094ff9e46175c35e,RMSRD-20260802-7208500ab0666304fb25,gabriel_rating_lane_001,live,2,resp_0ba87b1e899823ed006a6fbcf85ac4819596fea600a7fb68f3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,677722862f07d2d404d67fc2317beaa47f2dce14c7adaf37a66fd344d98b01e6,17793,4646,4143,8789,26.196408,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-17449a816c9db4082ec1d4c9,RMSRD-20260802-72326ebf42dd5c875a54,gabriel_rating_lane_001,live,1,resp_02054c1c5aaaccd8006a6fbcd404408195bfd3e7cf22143f23,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,45380ddab058d1cab4c0b85e8d093d9f04b697ca1860fdd7ee9a2996559f62cc,18619,5011,4086,9097,28.810089,,,false,false
BRMGRP-20260802-47b68d948720f6a6f5a808f6,RMSRD-20260802-31b6164fd6a2d35a8fdf,gabriel_rating_lane_001,live,1,resp_01aa0a7f90652cd4006a6fbcd4010081949a0ec662fbd8ae73,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,29b3a0cc16cc5546ea7496a3289cd23718ec62cfcaf7a054e04191879fe2c6b9,17827,4660,3746,8406,24.829001,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-47b68d948720f6a6f5a808f6,RMSRD-20260802-31b6164fd6a2d35a8fdf,gabriel_rating_lane_001,live,2,resp_09a86c74ab2557e9006a6fbcf853f08193893cca0f2a922f22,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,8a754dd227fc8d977001bf8f64ff4d931160305fa93f3968a0fc887feb4dcca0,17968,4684,3717,8401,31.569648,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-3ec86ecd34e1042771e99510,RMSRD-20260802-1cc8d596b4f082d28ea4,gabriel_rating_lane_001,live,1,resp_034a2e44fe3288f1006a6fbcd410788197bfc9d5f932d671ad,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,5ff865917a86092a27d986372cc02272a9714abdaff8302f6ec6537953f22540,18371,4891,4788,9679,33.668571,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-3ec86ecd34e1042771e99510,RMSRD-20260802-1cc8d596b4f082d28ea4,gabriel_rating_lane_001,live,2,resp_03efaa040be8c7cd006a6fbcf8560081938512a3dae7bd6cf9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,92a35ccf9512bf8b2bfff586ecd2b6dbf268fcea789a6971e63a0bea5acfcd8b,18512,4915,4663,9578,28.358274,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-17c87170199ceafc81e91c05,RMSRD-20260802-03df43d3c528d02419c5,gabriel_rating_lane_001,live,1,resp_0f8b15b6123c1613006a6fbd17f81c8190b2c36f9f6898c323,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,53ef281f2478996002a6fb040ae979d5b6febee1e48f11ba6b2f5968601d5720,16856,4568,3964,8532,24.333856,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-17c87170199ceafc81e91c05,RMSRD-20260802-03df43d3c528d02419c5,gabriel_rating_lane_001,live,2,resp_0b2d725e4d09b553006a6fbd38a56c8196806dcd4542c11331,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,008075248521fceda68ee735650f3bea68e462cc9dd593258b620d278ba509e1,16997,4592,5337,9929,33.783365,,,false,false
BRMGRP-20260802-ab9e8d1097a0b328988d1402,RMSRD-20260802-7bb9893fc7638c706384,gabriel_rating_lane_001,live,1,resp_04f89becc0a4c5b0006a6fbd17fbf0819589f4411ffeb82e53,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,3bf3c05b9351f54f6a7f56332241f1684731873cc029abd49ecbc2fd737a7c26,16943,4518,5289,9807,32.696819,,direct_qualitative_support_without_mechanism_signal,false,false
BRMGRP-20260802-ab9e8d1097a0b328988d1402,RMSRD-20260802-7bb9893fc7638c706384,gabriel_rating_lane_001,live,2,resp_044b7ffc07c14e78006a6fbd38a62c81958561080c4f1d39c9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,aa9662f8f4c6703e1436ad5b0c9b0d224d1d8973c866f3c69918caffc6ab31b5,17084,4542,3813,8355,26.560086,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-935f3ea95b8bb6a2da477ed9,RMSRD-20260802-d41d8fee3ee3a5842650,gabriel_rating_lane_001,live,1,resp_043d74899129a91f006a6fbd17f4fc8195a126491b1ae3a47d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,e623101425efdd365aee48d0a6dee644a949f1cfcb67153c5f0c5b97d39de73f,17600,5190,4119,9309,25.348354,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-935f3ea95b8bb6a2da477ed9,RMSRD-20260802-d41d8fee3ee3a5842650,gabriel_rating_lane_001,live,2,resp_0f75b5c0204d814f006a6fbd38a798819495ea68b652b54499,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e7b32fa1e3534165abab4773d04c6f46a5aaf448ebfac1f37f4a690c67d6be8e,17741,5214,4952,10166,30.341513,,,false,false
BRMGRP-20260802-c31168a2539d11962ee4d9c2,RMSRD-20260802-ad51baec03b599f4d8dc,gabriel_rating_lane_001,live,1,resp_0c57b7533706fee3006a6fbd17f3c88190b09ccb1155e740c0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,6e92f1d8ed7750b0688ff6ded3880731034083f1cdb7451f07334c26cc29807a,15835,4347,4126,8473,25.300130,,span_order_or_membership_changed,false,false
BRMGRP-20260802-c31168a2539d11962ee4d9c2,RMSRD-20260802-ad51baec03b599f4d8dc,gabriel_rating_lane_001,live,2,resp_069116f428e11470006a6fbd38a76c8195bad75c0123499d2e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,d65651235372af63f3110a76fcf271aed8d08d325888fcee2c85b17cd8240369,15976,4371,3587,7958,23.163404,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-347525c2c17196f896a2ddd6,RMSRD-20260802-a94fe3ba19a172636bb7,gabriel_rating_lane_001,live,1,resp_099a7f9bdc68d75f006a6fbd17f5bc8195bb64a5d07c3a6edc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,9f8c7e571f5035867d6e920f4a247b2feffc6938404a80ef7c3f811e0381267f,16494,4404,4965,9369,29.915398,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-347525c2c17196f896a2ddd6,RMSRD-20260802-a94fe3ba19a172636bb7,gabriel_rating_lane_001,live,2,resp_0c51b80d99ec8b85006a6fbd38a6c881909874542aac38aceb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,19baa930d37add5f8ffed6f0542238f86691f571c71b3ea15c56cdfa5440c50b,16635,4428,3647,8075,23.249352,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-d22dfe923d30812c045df434,RMSRD-20260802-983efcfd209eba0842ad,gabriel_rating_lane_001,live,1,resp_0efa64fcbf88c868006a6fbd17f9588196a9981a7a82899ee8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4a2d76fb4456ad2e4429cb861e32eb2378d44b76f246234412484e2a555993b1,17210,4633,3782,8415,23.557116,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-d22dfe923d30812c045df434,RMSRD-20260802-983efcfd209eba0842ad,gabriel_rating_lane_001,live,2,resp_0031ddff9cf7e9d8006a6fbd38a6f481968a655f23e4b07e1c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,47024d4d3da83ec7e89b1734acc1d2c440066f1af2954a6f798ccd50adeeca50,17351,4657,4080,8737,34.713925,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-e28d1fce2da2d8f75725b916,RMSRD-20260802-5c545ac86ad6e984f280,gabriel_rating_lane_001,live,1,resp_047b83438725aff1006a6fbd5e85fc819686c33762cd9bc817,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,9efc2482cdbb6a02dbe50848788d0d53d15fae8a5d45ea2395ab7796691e521d,15398,4195,3638,7833,26.360268,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-e28d1fce2da2d8f75725b916,RMSRD-20260802-5c545ac86ad6e984f280,gabriel_rating_lane_001,live,2,resp_0a2c66f0297ec499006a6fbd7e31fc8193bc038114ea6d6a54,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,9adec74179338bdb911b0f31544af8641ee21648a8793de071cb17c19f4281fa,15539,4219,3692,7911,23.512905,,direct_qualitative_support_without_mechanism_signal,false,false
BRMGRP-20260802-956e2cc80f2c52e131221e13,RMSRD-20260802-9fc83e2f74afa02a3579,gabriel_rating_lane_001,live,1,resp_04acad9dce1d0d08006a6fbd5e88ec819090c1e6331da37890,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,885e6657d18a9a55c42f4cd824e3562f884fc5f14571b193bdd2548ab348f491,16398,4348,5173,9521,34.756157,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-956e2cc80f2c52e131221e13,RMSRD-20260802-9fc83e2f74afa02a3579,gabriel_rating_lane_001,live,2,resp_06be873e855bf6da006a6fbd7e38b08190b01bb1d61be39e42,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,da40ae28f02d822d84ba44b3fa96848289689aa054b9a1ae5b7c9db19426148d,16539,4372,4062,8434,25.739053,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-fb5b8eaa8c9aa42b7d42d404,RMSRD-20260802-0264b4ccb17a0066a731,gabriel_rating_lane_001,live,1,resp_039f9a2bf3a69e96006a6fbd5e88288190b84ecb3e8ee76d8d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,3d10267e84ba5e20b44851fe9a0782f51b2a7bdc0912379642a10fb3d51a943d,15929,4287,3772,8059,26.125723,,span_order_or_membership_changed,false,false
BRMGRP-20260802-fb5b8eaa8c9aa42b7d42d404,RMSRD-20260802-0264b4ccb17a0066a731,gabriel_rating_lane_001,live,2,resp_0db09cda5af41d16006a6fbd7e33788195aa26435e71cded82,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,94ebceeff57945e7224b2fdc4132773d87effecf14d0086cf92ba8e744eb7bd9,16070,4311,3899,8210,24.869069,,direct_quantitative_support_without_quantitative_signal,false,false
BRMGRP-20260802-a5bb2582628c293363d9102f,RMSRD-20260802-847dfe7cf86f2457868a,gabriel_rating_lane_001,live,1,resp_04d99f1f0301b775006a6fbd5e8b74819081ee9913ee5e1cca,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,dc18eedc8d6701232803bf6fdc1f308657542a857df4c15615633d75177dacaf,15615,4307,4001,8308,26.939813,,,false,false
BRMGRP-20260802-18422ec9d8414e3b75077808,RMSRD-20260802-fd8f1ecd97a59fd3530f,gabriel_rating_lane_001,live,1,resp_0c11f78bf8dbb1bc006a6fbd5e86ac81908c503b774253a45f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,78a10a3a0e91ffddef330f6b1f6a03d242ab8ae66e345befe4088608c5359e9b,16359,4367,3556,7923,25.458791,,side_relevance_overclassified,false,false
