source_rating_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,span_count,quantitative_input_span_count,qualitative_input_span_count,input_span_ids_sha256,packet_id,packet_input_sha256,packet_input_char_count,rating_lane_id,rating_lane_sequence
BRMGRS-20260802-8df62993d1b37a56b60c498e,RMSRD-20260802-3024f170ebbb67b6eb1f,RMSRD-20260802-3024f170ebbb67b6eb1f,BRM5C-BRM5-20260731-14053-01,Saukville,WI,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,26,12,14,e42a4bf510eb7151b699cb733b5278184c427cb259b85e66359a47fa77c8dac1,BRMGRP-20260802-36dddb3d396c0e6bf98c79c3,d0726f09e0b316d350a77e28cab5ded58a57a44f03241f03e778bbc4e8d11f4f,16996,gabriel_rating_lane_001,11
BRMGRS-20260802-550e1faaf2a3e8ea9f07ce63,RMSRD-20260802-1858e1c52f4c7b2d2cac,RMSRD-20260802-1858e1c52f4c7b2d2cac,BRM5C-BRM5-20260731-16317-01,Crow Wing,MN,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,25,12,13,34a1743ef95c28e25c02c1ae85f78fda67058515471f11634951a861635e34c6,BRMGRP-20260802-e5da4a02cbdb64009c0ef257,3676725a0bdb2ac2c24b7fa69b2fdf17aa0a742e980eac305d0e3f25000be284,16518,gabriel_rating_lane_001,12
BRMGRS-20260802-cadbfa31d8123e0415ca44eb,RMSRD-20260802-1729290abad86f0d41aa,RMSRD-20260802-1729290abad86f0d41aa,BRM5C-BRM5-20260731-17388-04,Springfield,OH,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,25,11,14,f0323751d1cfd1c0c052243065e1462be95ebdea9068f151bb1e8e71b5622eff,BRMGRP-20260802-0e51bf06168db7a18f986301,32ccfc082f9505b57c096e0531230e21123ddf1f22818859fa682fc64368578b,17327,gabriel_rating_lane_001,13
BRMGRS-20260802-c869d5a758f65b7fea78c42f,RMSRD-20260802-ab5cc6813be42edb5fd7,RMSRD-20260802-ab5cc6813be42edb5fd7,BRM5C-BRM5-20260731-17312-01,Muskingum,OH,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,25,11,14,f822fcca85b9baac2c57b48b1536311a264de44a4db376dfe36d671017c306a2,BRMGRP-20260802-0d17c8a11f6f34eb1d8abb4c,d2db8bc339d4c952e9350f3aefd393a10d03ae371e1843cf14b9e5ac93f200ac,17250,gabriel_rating_lane_001,14
BRMGRS-20260802-1263318c150ea981cc818db1,RMSRD-20260802-3863b212a9464974f342,RMSRD-20260802-3863b212a9464974f342,BRM5C-BRM5-20260731-10902-01,Scott,PA,Northeast,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,25,12,13,003737b01ee0fe1100be73ae2de79b9f0dd578316f157610cb65ba766cb120bc,BRMGRP-20260802-3d57cc24e263eeb948093b9f,f78099575a558061a97c1a56f8a138cd79d4dfecb1b3acaf5548e6f12a728523,16674,gabriel_rating_lane_001,15
BRMGRS-20260802-f3d1ffb85508cb7b3ec3c913,RMSRD-20260802-c7d513ef4974126b79cf,RMSRD-20260802-c7d513ef4974126b79cf,BRM5C-BRM5-20260731-04265-01,Winnebago,IL,Midwest,pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,,25,16,9,692558cf53e55c012898068f616b8a9a94ee37261d117b65d0e88a11239c3b44,BRMGRP-20260802-41621976892163c3e8a2d4c9,c9ccc35dd57097d42944812445fab8e486d74021191a4c446f65b6287b95f440,16722,gabriel_rating_lane_001,16
BRMGRS-20260802-6aa4c26c6c4ab3998a8a9cf7,RMSRD-20260802-a15cc305cea123dded87,RMSRD-20260802-a15cc305cea123dded87,BRM5C-BRM5-20260731-06613-01,Waterloo,WI,Midwest,pdf,salary_ordinance,high_priority_verification_ready,non_cba_or_unresolved_hint,,25,12,13,55b3d382d98afd902bb7c7e7df904774f0e22c4786b24f0f258b621e67e50777,BRMGRP-20260802-10cc205307b2ff2ce0de98e3,aa6d3f48cae5c3fcd59d435e38a1fb9c19f3685ae58f3848f64d5de811389d27,16239,gabriel_rating_lane_001,17
BRMGRS-20260802-14917abc014aae0e5b68e35e,RMSRD-20260802-2c312c612247300faec5,RMSRD-20260802-2c312c612247300faec5,BRM5C-BRM5-20260731-10174-01,Ellsworth,WI,Midwest,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,24,14,10,0e2978857cfa1119439a2a4e9c7640253bac64b9a3feb481b5a4c7f85f0872fa,BRMGRP-20260802-25c23e56ef682a8407968877,4340f36d5db659153f39f8e0c0a811de6785824632f29759721d22d4428436e7,15609,gabriel_rating_lane_001,18
BRMGRS-20260802-fd08f34dde9d86bd7505684f,RMSRD-20260802-d24e9d21b4c0bb32de61,RMSRD-20260802-d24e9d21b4c0bb32de61,BRM5C-BRM5-20260731-06379-02,Baraboo,WI,Midwest,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,24,9,15,ac22a86133dbecda30afbb676f4aaa1e98951370fd8fcacfe1d8be60dbe20f61,BRMGRP-20260802-9ffd2d7d8c924033401fdc14,94d2cd8d853cb391b226dd8dd6f677c9153de791d9a46852b894fd6097a87950,15403,gabriel_rating_lane_001,19
BRMGRS-20260802-f01236b700542891a1aba100,RMSRD-20260802-e86320df8586e504cf74,RMSRD-20260802-e86320df8586e504cf74,BRM5C-BRM5-20260731-11457-03,Geneva,IL,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal;fiscal_constraint_signal,24,11,13,7bd5d91febabcefdb35cb5b0bbef321b67982759213bc0c5f347283b349ca3ca,BRMGRP-20260802-4fc260d82f41b4b04b783c13,49815bb9dc23dee002b625d520894773781d1aae3a29f5c2cda25e4796755bb9,16105,gabriel_rating_lane_001,20
BRMGRS-20260802-ace3aed0420026be0eb9b2c9,RMSRD-20260802-7208500ab0666304fb25,RMSRD-20260802-7208500ab0666304fb25,BRM5C-BRM5-20260731-14292-02,Skaneateles,NY,Northeast,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,24,12,12,67e3bb6417605115093eb1352ae3ac9f1b269c08b065a9be9a1415fd8eb5a95b,BRMGRP-20260802-b7a7a877094ff9e46175c35e,1baff2fce645a4cd68331e58dd00a35affb3da11994c07debe68334eb4e4888b,16423,gabriel_rating_lane_001,21
BRMGRS-20260802-9a57aeab751fdda4982d4dd1,RMSRD-20260802-72326ebf42dd5c875a54,RMSRD-20260802-72326ebf42dd5c875a54,BRM5C-BRM5-20260731-17323-01,Norwalk,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,24,12,12,1140ee22031c120d770eff5cd5d6cbe8a194afdd4faaea08138a96ef018bc8ce,BRMGRP-20260802-17449a816c9db4082ec1d4c9,5cdd489175bad30feb698ad53207cecf47a1026644e87b23807159eaeb78ae2e,17390,gabriel_rating_lane_001,22
BRMGRS-20260802-99cd0402d4d6cbe49db332ac,RMSRD-20260802-31b6164fd6a2d35a8fdf,RMSRD-20260802-31b6164fd6a2d35a8fdf,BRM5C-BRM5-20260731-10354-01,Watertown,WI,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,24,12,12,9ccbe6daeb3aef0bec050dff0fe0d2bc644679e3617295a27dd8d8ac9022556e,BRMGRP-20260802-47b68d948720f6a6f5a808f6,3e2d667e3593ba07f6d7bfb9366718dd45ecf7ae0fc8843fa64bd76d13b700a9,16598,gabriel_rating_lane_001,23
BRMGRS-20260802-086c546cf61412bae946fb30,RMSRD-20260802-1cc8d596b4f082d28ea4,RMSRD-20260802-1cc8d596b4f082d28ea4,BRM5C-BRM5-20260731-08072-03,Hammond,IN,Midwest,pdf,salary_ordinance,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,24,13,11,26e27d3e6c16cc824922a54371d70819765b6a35f0676155a5145528bd2cdc81,BRMGRP-20260802-3ec86ecd34e1042771e99510,ff79be8a2c3f2ec83472a82d5a17abf98844a963ef3d1b0f82be8a2cb43827d1,17142,gabriel_rating_lane_001,24
BRMGRS-20260802-cb50e2dcb29ef3102e5d3c0d,RMSRD-20260802-03df43d3c528d02419c5,RMSRD-20260802-03df43d3c528d02419c5,BRM5C-BRM5-20260731-02433-01,Tuscarawas,OH,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,24,12,12,5793248639e57c963a18fd45a2de9cff47e49cd96cd203e26bd8575bf434a705,BRMGRP-20260802-17c87170199ceafc81e91c05,605be6eb15beb37d082507306bc6d99d5c4f56d390f4ca65cfba21bfeba6e8a4,15627,gabriel_rating_lane_001,25
BRMGRS-20260802-a324af0cc77419d0a1e4e3ad,RMSRD-20260802-7bb9893fc7638c706384,RMSRD-20260802-7bb9893fc7638c706384,BRM5C-BRM5-20260731-03379-01,Plymouth,PA,Northeast,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,24,10,14,d697885393ec1eb0ca6f670824591c0a603f70eb04343c8758cafedbb895eee8,BRMGRP-20260802-ab9e8d1097a0b328988d1402,0f116d9dc425f77c849f28b98ee1a2d2625e3659a3b35686b42629b5aab7b58a,15714,gabriel_rating_lane_001,26
BRMGRS-20260802-fefb93d0bfa11a0f8ea0e7c8,RMSRD-20260802-d41d8fee3ee3a5842650,RMSRD-20260802-d41d8fee3ee3a5842650,BRM5C-BRM5-20260731-07143-01,Richland,PA,Northeast,pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal;fiscal_constraint_signal,23,15,8,ddf9ac47f5bf68e8c0984af22027a7d62f5e5c30486171f2718dd901c080fe1d,BRMGRP-20260802-935f3ea95b8bb6a2da477ed9,70ecde5ae263b8c5294784499bbbea012b329922cac31d763080f210049b3d2d,16371,gabriel_rating_lane_001,27
BRMGRS-20260802-16aa674a1e522d9c436643b0,RMSRD-20260802-ad51baec03b599f4d8dc,RMSRD-20260802-ad51baec03b599f4d8dc,BRM5C-BRM5-20260731-12401-01,Mackinac Island,MI,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,23,8,15,91a23066e833ae4a79001cb2e9656e8620f3bc94a9e4040fd3f40b76f3c3fdbe,BRMGRP-20260802-c31168a2539d11962ee4d9c2,1de38c0b5aff66b75bcd914ff4132556ac576970640a38fa9c32c4268457536f,14606,gabriel_rating_lane_001,28
BRMGRS-20260802-2b2998e1e1c4115f1754bea0,RMSRD-20260802-a94fe3ba19a172636bb7,RMSRD-20260802-a94fe3ba19a172636bb7,BRM5C-BRM5-20260731-10541-01,Rosendale,NY,Northeast,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,23,13,10,5f163cf7ea6fde49a70d5e8b57198b37c1b9c3782026f4a4df16d80512376df6,BRMGRP-20260802-347525c2c17196f896a2ddd6,68240dda9f4da20d913de44170ad0baa34285f61f3beed866b6f0ebc15bbede6,15265,gabriel_rating_lane_001,29
BRMGRS-20260802-32275fce28364b2f44c3ed0b,RMSRD-20260802-983efcfd209eba0842ad,RMSRD-20260802-983efcfd209eba0842ad,BRM5C-BRM5-20260731-01404-02,Fairmont,MN,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,23,8,15,282da2a28e02bd6043142b6c35f1955c3a1bc9e264c1664994e5aeb61d2dce23,BRMGRP-20260802-d22dfe923d30812c045df434,19f1042bf67a7ec8151e0d5bcf9feae4aae44f41ed7b2abd76da5ecd91cc30f1,15981,gabriel_rating_lane_001,30
BRMGRS-20260802-d3284278c6a5a7778977bc02,RMSRD-20260802-5c545ac86ad6e984f280,RMSRD-20260802-5c545ac86ad6e984f280,BRM5C-BRM5-20260731-10397-02,Batavia,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,22,13,9,29698a7f96ada32667c461f444608fb78125e7e644bd6d65aca3fb489ebec3bd,BRMGRP-20260802-e28d1fce2da2d8f75725b916,19efe8e7b89a3d937e7c95d9f81d32fd6a3e46c5fad511f12f542cb4b23f7c28,14169,gabriel_rating_lane_001,31
BRMGRS-20260802-3da028110257d1fb76bab0f4,RMSRD-20260802-9fc83e2f74afa02a3579,RMSRD-20260802-9fc83e2f74afa02a3579,BRM5C-BRM5-20260731-06749-02,Huntington Bay,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,22,12,10,88607cc4ffe1352b51c14e6db338d8d00ce5dc26531314398c4945bd36165639,BRMGRP-20260802-956e2cc80f2c52e131221e13,c00e958731044cb6b1bbcdeab01370c28b01bb580633677391597a1d82eb9b04,15169,gabriel_rating_lane_001,32
BRMGRS-20260802-0519ec359389d05900dd7d38,RMSRD-20260802-0264b4ccb17a0066a731,RMSRD-20260802-0264b4ccb17a0066a731,BRM5C-BRM5-20260731-14215-02,Kinderhook,NY,Northeast,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,22,10,12,8c8471d26101ab436c81582b5ef678f2ff4dff7234ea686513587ca99f49553b,BRMGRP-20260802-fb5b8eaa8c9aa42b7d42d404,643d71a54e28ff1c6645e73983ca32e779b764fb367e4e929392f0381ff63ae8,14700,gabriel_rating_lane_001,33
BRMGRS-20260802-d9a410b9974a3f54bfd3c94e,RMSRD-20260802-847dfe7cf86f2457868a,RMSRD-20260802-847dfe7cf86f2457868a,BRM5C-BRM5-20260731-02242-02,Dover,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,22,9,13,af7d7104a36af2aa723589c268acfb207b3b1a426fa75344215cdf33b2123d2e,BRMGRP-20260802-a5bb2582628c293363d9102f,6653aadbcc61718011664372f7e8f6ece011c7458c0aba5a2317cff8d788ad28,14386,gabriel_rating_lane_001,34
BRMGRS-20260802-64e4a7a68c4e4d198f8c5bf3,RMSRD-20260802-fd8f1ecd97a59fd3530f,RMSRD-20260802-fd8f1ecd97a59fd3530f,BRM5C-BRM5-20260731-02345-04,Monroe,OH,Midwest,pdf,factfinding_report,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,22,15,7,27dc6a7adfcf498e1c942c9268785bdc77c980efad67fb5877748a0f8a3858a1,BRMGRP-20260802-18422ec9d8414e3b75077808,eaf9fdefd3be2cbc23dbf338fecf978f449d7f8ec3dbe1b7dd5984b0df6883d9,15130,gabriel_rating_lane_001,35
BRMGRS-20260802-db963b0a661de4c6b638a01b,RMSRD-20260802-5dcd3c94a793c58e9599,RMSRD-20260802-5dcd3c94a793c58e9599,BRM5C-BRM5-20260731-14642-01,Shippingport,PA,Northeast,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,22,12,10,487487dc938a0cea62486648568f5b89fe5edf68ad54ece0daefa14e917b8c9e,BRMGRP-20260802-762a941cf650cabd794ac6af,24f0b5bd2aea80da5e36ff2d5d8e918d79656784d776848a04d6780dfc9839b6,14170,gabriel_rating_lane_001,36
BRMGRS-20260802-9f716d125a37e242e2fe04b2,RMSRD-20260802-d3e8ebb2122483cac772,RMSRD-20260802-d3e8ebb2122483cac772,BRM5C-BRM5-20260731-16374-01,Freeborn,MN,Midwest,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,21,4,17,b231737605faefec22ee7bf673f338b5de0e5a1b466d8f38f5fc036a9144ddbf,BRMGRP-20260802-64de5b4e2f9ddda3166e7303,7e1dc9a58a0b2c24f0bc771be34b2c18b477024e9f3996ef4776ca89039f3df8,14012,gabriel_rating_lane_001,37
BRMGRS-20260802-883db23b989cde1460b78a97,RMSRD-20260802-d68e68e0ec6dbf0d7bad,RMSRD-20260802-d68e68e0ec6dbf0d7bad,BRM5C-BRM5-20260731-14007-02,Milton,WI,Midwest,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,21,4,17,e400da460cd4e474af49907ef3d94d2d60e20e2db43d99f8c6b3edc069e5824c,BRMGRP-20260802-9b23c5e7cd17e05cd10f4f49,0902a6b041df6ed590cf55c055187a66e323be3a1cb92663e5be6ebca1a53f48,13854,gabriel_rating_lane_001,38
BRMGRS-20260802-6f739953465bd33b9c980a9f,RMSRD-20260802-4eb21d2fbbb521ce6462,RMSRD-20260802-4eb21d2fbbb521ce6462,BRM5C-BRM5-20260731-10959-01,Upper St. Clair,PA,Northeast,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,,21,17,4,66a740f0be9fbbe465862bd23414178524a242cb1104a8d665885695350f93fb,BRMGRP-20260802-bf8fa48988b285424cb6c6de,c9fb964896028543853b2a4aecf254206b6fb2b3ac9a307669f58ae5ab8effc2,13976,gabriel_rating_lane_001,39
BRMGRS-20260802-ccf26f0e064697502b89f53b,RMSRD-20260802-2e1d11aaac9104b1dbe0,RMSRD-20260802-2e1d11aaac9104b1dbe0,BRM5C-BRM5-20260731-16504-01,Moorhead,MN,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,21,9,12,ce7fefc11bdebb08f4dd907b66270c4417a5b4ccd68322ad619a1d1f927d1da5,BRMGRP-20260802-059bc4a2a4e51ed885732367,4dc49b98048ede9a4ee331f532e99ee867ea068f53d33100d0ed4ec68294fba1,14100,gabriel_rating_lane_001,40
BRMGRS-20260802-cd7022c2e7556f9ef542cffb,RMSRD-20260802-2be3a1c382846692d665,RMSRD-20260802-2be3a1c382846692d665,BRM5C-BRM5-20260731-13468-03,Delaware,OH,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,21,6,15,0d5731c036035baa0c324d99fc96762c5db577886b979d530413ed5e56a0c1fb,BRMGRP-20260802-29f00d93784a14559aefc489,665a1aff270bdd423a8431004f7b0701699ddeee1931f0aa0b3e86e928ae2044,14633,gabriel_rating_lane_001,41
BRMGRS-20260802-916169b3627cc40db4262a81,RMSRD-20260802-c00e76fe1321e8543758,RMSRD-20260802-c00e76fe1321e8543758,BRM5C-BRM5-20260731-13492-02,Granville,OH,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,21,10,11,ec1e8ad977e85363bd0e3cf6c4265fc5a151b011482bf69f06d7cf61f663d147,BRMGRP-20260802-22ecbea5c9e036df0d8386d2,b437cfdcf0d8629b5273f8dec216c2b46c5b168c1ce6d93dbca1e8c7f4870d11,14554,gabriel_rating_lane_001,42
BRMGRS-20260802-230ddf78865eceb7f82c368a,RMSRD-20260802-9d338d4600ab2b81f0dc,RMSRD-20260802-9d338d4600ab2b81f0dc,BRM5C-BRM5-20260731-06379-01,Baraboo,WI,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,21,10,11,aced456af0f59e007a62955535513a5eec501b77a2468abafb311f586adf6fe7,BRMGRP-20260802-fb83044f0bd8fcc3b3324473,91d9a5c36aa7a55860d661bb6085adf24cb4f9386ccbb2570afd4038849cf3c2,14325,gabriel_rating_lane_001,43
BRMGRS-20260802-8478357459ef3557f39b3358,RMSRD-20260802-15052db7ad0cfe071d02,RMSRD-20260802-15052db7ad0cfe071d02,BRM5C-BRM5-20260731-09846-02,Oxford,OH,Midwest,pdf,mou_or_memorandum,high_priority_verification_ready,non_cba_or_unresolved_hint,,21,9,12,398b7a916fede1c39eb50b7a35e479fbee1500f98e27616b313e36bd59d35d1c,BRMGRP-20260802-016b079793c5b2fd972d5465,8659969d22c65af095ca682ca78c6a75e33e2cf24d89209d5e31f3b234d20e5a,14092,gabriel_rating_lane_001,44
BRMGRS-20260802-e83499937e30857c426cd3e0,RMSRD-20260802-20525fbc2f1d66160fcc,RMSRD-20260802-20525fbc2f1d66160fcc,BRM5C-BRM5-20260731-12148-01,Ottawa,KS,Midwest,pdf,personnel_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,21,7,14,37a3af1c7b25eb814590c5f1ed95aba53d6a56cee4abf7e0614b5ef7fee14416,BRMGRP-20260802-3f31b59c544eedaa3127dcbb,fe302ee403119073eb72e46e0529fc8c7ddc95ae60918e7559b98090b277e11d,13805,gabriel_rating_lane_001,45
BRMGRS-20260802-af61e0a5697be06d766417d3,RMSRD-20260802-82165cc0cd23850b97df,RMSRD-20260802-82165cc0cd23850b97df,BRM5C-BRM5-20260731-06000-01,Franklin,OH,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,21,12,9,a048934d362886df6afc076bcb55a89735f03373757e87d07386f991c7edde56,BRMGRP-20260802-5ee3d692f5a1e92100eba47d,34d37537263ff88550c3a52048ba3cd513c0941932074da9b60770f1475a191a,14540,gabriel_rating_lane_001,46
