centroid_latitude,centroid_longitude,compensation_outcome,confidence_high_count,confidence_moderate_count,corroborated_event_count,disclosure_flags,geography_panel,hex_cell_id,implementation_event_count,implementation_status_scope,institutional_channel,mechanism_view_name,one_time_event_count,pressure_channel,projected_hex_center_x,projected_hex_center_y,recurring_event_count,root_compensation_event_count,rural_event_count,side,timing_channel,unique_cycle_count,unique_municipality_count,unknown_urbanicity_count,urban_event_count
61.573919,-159.246921,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122702,1,formally_adopted|implemented|paid_or_observed,budget_pay_plan_process,institutional_channel:budget_pay_plan_process,0,,0.0,0.0,1,1,1,side_independent,,1,1,0,0
61.573919,-159.246921,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122702,1,formally_adopted|implemented|paid_or_observed,ordinance_council_adoption,institutional_channel:ordinance_council_adoption,0,,0.0,0.0,1,1,1,side_independent,,1,1,0,0
61.573919,-159.246921,step_progression,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122702,1,formally_adopted|implemented|paid_or_observed,,compensation_outcome:step_progression,0,,0.0,0.0,1,1,1,side_independent,,1,1,0,0
61.573919,-159.246921,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122702,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:ordinance_adoption,0,,0.0,0.0,1,1,1,side_independent,ordinance_adoption,1,1,0,0
61.573919,-159.246921,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122702,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:recurring,0,,0.0,0.0,1,1,1,side_independent,recurring,1,1,0,0
61.573919,-159.246921,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122702,1,formally_adopted|implemented|paid_or_observed,,pressure_channel:fiscal_constraint,0,fiscal_constraint,0.0,0.0,1,1,1,side_independent,,1,1,0,0
61.573919,-159.246921,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122702,1,formally_adopted|implemented|paid_or_observed,none_identified,institutional_channel:none_identified,1,,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
61.573919,-159.246921,retroactive_pay,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122702,1,formally_adopted|implemented|paid_or_observed,,compensation_outcome:retroactive_pay,1,,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
61.573919,-159.246921,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122702,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:one_time,1,,0.0,0.0,0,1,1,remains_unclear,one_time,1,1,0,0
61.573919,-159.246921,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122702,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:retroactive,1,,0.0,0.0,0,1,1,remains_unclear,retroactive,1,1,0,0
55.215515,-162.775546,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_137163,1,formally_adopted|implemented|paid_or_observed,none_identified,institutional_channel:none_identified,0,,0.0,0.0,1,1,1,remains_unclear,,1,1,0,0
55.215515,-162.775546,across_the_board_raise,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_137163,1,formally_adopted|implemented|paid_or_observed,,compensation_outcome:across_the_board_raise,0,,0.0,0.0,1,1,1,remains_unclear,,1,1,0,0
55.215515,-162.775546,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_137163,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:recurring,0,,0.0,0.0,1,1,1,remains_unclear,recurring,1,1,0,0
55.215515,-162.775546,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_137163,1,formally_adopted|implemented|paid_or_observed,,pressure_channel:none_identified,0,none_identified,0.0,0.0,1,1,1,remains_unclear,,1,1,0,0
58.205148,-157.521978,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_203929,1,formally_adopted|implemented|paid_or_observed,none_identified,institutional_channel:none_identified,1,,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
58.205148,-157.521978,retroactive_pay,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_203929,1,formally_adopted|implemented|paid_or_observed,,compensation_outcome:retroactive_pay,1,,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
58.205148,-157.521978,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_203929,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:one_time,1,,0.0,0.0,0,1,1,remains_unclear,one_time,1,1,0,0
58.205148,-157.521978,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_203929,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:retroactive,1,,0.0,0.0,0,1,1,remains_unclear,retroactive,1,1,0,0
58.205148,-157.521978,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_203929,1,formally_adopted|implemented|paid_or_observed,,pressure_channel:none_identified,1,none_identified,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
59.737057,-154.902414,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_100234,1,formally_adopted|implemented|paid_or_observed,none_identified,institutional_channel:none_identified,0,,0.0,0.0,1,1,1,remains_unclear,,1,1,0,0
59.737057,-154.902414,across_the_board_raise,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_100234,1,formally_adopted|implemented|paid_or_observed,,compensation_outcome:across_the_board_raise,0,,0.0,0.0,1,1,1,remains_unclear,,1,1,0,0
59.737057,-154.902414,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_100234,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:recurring,0,,0.0,0.0,1,1,1,remains_unclear,recurring,1,1,0,0
59.737057,-154.902414,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_100234,1,formally_adopted|implemented|paid_or_observed,,pressure_channel:none_identified,0,none_identified,0.0,0.0,1,1,1,remains_unclear,,1,1,0,0
57.867012,-152.856248,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_160773,1,formally_adopted|implemented|paid_or_observed,none_identified,institutional_channel:none_identified,0,,0.0,0.0,1,2,1,safety_combined,,1,1,0,0
57.867012,-152.856248,stipend_or_premium,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_160773,1,formally_adopted|implemented|paid_or_observed,,compensation_outcome:stipend_or_premium,0,,0.0,0.0,1,1,1,safety_combined,,1,1,0,0
57.867012,-152.856248,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_160773,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:recurring,0,,0.0,0.0,1,1,1,safety_combined,recurring,1,1,0,0
57.867012,-152.856248,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_160773,1,formally_adopted|implemented|paid_or_observed,,pressure_channel:none_identified,0,none_identified,0.0,0.0,1,2,1,safety_combined,,1,1,0,0
57.867012,-152.856248,retroactive_pay,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_160773,1,formally_adopted|implemented|paid_or_observed,,compensation_outcome:retroactive_pay,0,,0.0,0.0,0,1,1,safety_combined,,1,1,0,0
57.867012,-152.856248,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_160773,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:payroll_effective_date,0,,0.0,0.0,0,1,1,safety_combined,payroll_effective_date,1,1,0,0
57.867012,-152.856248,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_160773,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:retroactive,0,,0.0,0.0,0,1,1,safety_combined,retroactive,1,1,0,0
59.052942,-160.396855,,0,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122710,1,formally_adopted|implemented|paid_or_observed,none_identified,institutional_channel:none_identified,0,,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
59.052942,-160.396855,retroactive_pay,0,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122710,1,formally_adopted|implemented|paid_or_observed,,compensation_outcome:retroactive_pay,0,,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
59.052942,-160.396855,,0,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122710,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:retroactive,0,,0.0,0.0,0,1,1,remains_unclear,retroactive,1,1,0,0
59.052942,-160.396855,,0,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_122710,1,formally_adopted|implemented|paid_or_observed,,pressure_channel:none_identified,0,none_identified,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
56.082115,-133.067469,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_247336,1,formally_adopted|implemented|paid_or_observed,none_identified,institutional_channel:none_identified,0,,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
56.082115,-133.067469,retroactive_pay,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_247336,1,formally_adopted|implemented|paid_or_observed,,compensation_outcome:retroactive_pay,0,,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
56.082115,-133.067469,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_247336,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:payroll_effective_date,0,,0.0,0.0,0,1,1,remains_unclear,payroll_effective_date,1,1,0,0
56.082115,-133.067469,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_247336,1,formally_adopted|implemented|paid_or_observed,,timing_implementation:retroactive,0,,0.0,0.0,0,1,1,remains_unclear,retroactive,1,1,0,0
56.082115,-133.067469,,1,0,0,event_counts_are_documentary_not_prevalence,alaska_inset,ALASKA_INSET-cog_2025_247336,1,formally_adopted|implemented|paid_or_observed,,pressure_channel:none_identified,0,none_identified,0.0,0.0,0,1,1,remains_unclear,,1,1,0,0
