geography_panel,hex_cell_id,implementation_event_count,mechanism_view_name,root_compensation_event_count,scale_group,shared_grid,side_view
lower_48,CONUS50--00024-+00027,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00024-+00027,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00024-+00027,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00024-+00027,1,timing_implementation:budget_appropriation,1,timing_implementation:budget_appropriation,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00024-+00027,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00024-+00027,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00024-+00027,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00029-+00038,2,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00029-+00038,1,compensation_outcome:benefit_cost_change,1,compensation_outcome:benefit_cost_change,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00029-+00038,2,compensation_outcome:retroactive_pay,2,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00029-+00038,2,timing_implementation:payroll_effective_date,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00029-+00038,2,timing_implementation:retroactive,2,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00029-+00038,2,pressure_channel:none_identified,2,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00029-+00038,1,timing_implementation:one_time,1,timing_implementation:one_time,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00016-+00007,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00016-+00007,1,compensation_outcome:overtime,1,compensation_outcome:overtime,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00016-+00007,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00016-+00007,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00007,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00007,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00007,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00007,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00007,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00006-+00021,3,institutional_channel:budget_pay_plan_process,3,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00006-+00021,3,compensation_outcome:no_direct_compensation_outcome,3,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00006-+00021,4,timing_implementation:payroll_effective_date,4,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00006-+00021,3,pressure_channel:fiscal_constraint,3,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00004-+00021,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00004-+00021,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00004-+00021,1,timing_implementation:budget_appropriation,1,timing_implementation:budget_appropriation,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00004-+00021,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00004-+00021,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00004-+00021,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00018-+00037,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00018-+00037,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00018-+00037,1,compensation_outcome:cola_cpi_adjustment,1,compensation_outcome:cola_cpi_adjustment,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00018-+00037,1,timing_implementation:budget_appropriation,1,timing_implementation:budget_appropriation,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00018-+00037,1,timing_implementation:ordinance_adoption,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50--00018-+00037,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00009-+00020,2,institutional_channel:budget_pay_plan_process,2,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00009-+00020,1,compensation_outcome:step_progression,1,compensation_outcome:step_progression,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00009-+00020,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00009-+00020,2,pressure_channel:fiscal_constraint,2,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00009-+00020,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00009-+00020,1,timing_implementation:one_time,1,timing_implementation:one_time,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00009-+00020,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00006-+00021,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00006-+00021,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00006-+00021,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00006-+00021,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00008-+00021,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00008-+00021,2,compensation_outcome:no_direct_compensation_outcome,2,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00008-+00021,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00008-+00021,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00008-+00021,1,institutional_channel:none_identified,1,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00008-+00021,1,timing_implementation:unclear,1,timing_implementation:unclear,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00008-+00021,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00007-+00019,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00007-+00019,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00007-+00019,1,compensation_outcome:no_direct_compensation_outcome,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00007-+00019,1,timing_implementation:ordinance_adoption,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00007-+00019,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00007-+00019,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00017,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00017,1,compensation_outcome:no_direct_compensation_outcome,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00017,1,timing_implementation:unclear,1,timing_implementation:unclear,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00017,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00016,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00016,1,compensation_outcome:no_direct_compensation_outcome,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00016,1,timing_implementation:unclear,1,timing_implementation:unclear,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00016,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00016,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00016,1,compensation_outcome:no_direct_compensation_outcome,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00016,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00016,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00018,2,institutional_channel:budget_pay_plan_process,2,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00018,1,compensation_outcome:no_direct_compensation_outcome,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00018,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00018,2,pressure_channel:fiscal_constraint,2,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00018,1,institutional_channel:settlement_or_mou,1,institutional_channel:settlement_or_mou,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00018,1,compensation_outcome:longevity,1,compensation_outcome:longevity,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00018,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00017,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00017,1,compensation_outcome:across_the_board_raise,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00017,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00017,1,pressure_channel:none_identified,1,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00020,2,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00020,1,compensation_outcome:non_base_compensation_other,1,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00020,2,timing_implementation:payroll_effective_date,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00020,1,pressure_channel:vacancy_pressure,1,pressure_channel:vacancy_pressure,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00023,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00023,1,compensation_outcome:cola_cpi_adjustment,1,compensation_outcome:cola_cpi_adjustment,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00023,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00023,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00019,1,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00019,1,compensation_outcome:across_the_board_raise,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00019,1,compensation_outcome:cola_cpi_adjustment,1,compensation_outcome:cola_cpi_adjustment,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00019,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00019,1,pressure_channel:none_identified,2,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00019,1,compensation_outcome:benefit_cost_change,1,compensation_outcome:benefit_cost_change,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00019,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00019,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00019,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00020,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00020,1,timing_implementation:one_time,1,timing_implementation:one_time,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00020,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00011-+00020,1,pressure_channel:market_recruitment_retention,1,pressure_channel:market_recruitment_retention,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00022,1,institutional_channel:ordinance_council_adoption,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00022,1,compensation_outcome:no_direct_compensation_outcome,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00022,1,timing_implementation:ordinance_adoption,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00022,3,pressure_channel:none_identified,3,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00019,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00019,1,compensation_outcome:no_direct_compensation_outcome,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00019,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00019,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00018,2,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00018,2,compensation_outcome:retroactive_pay,2,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00018,2,timing_implementation:payroll_effective_date,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00018,2,timing_implementation:retroactive,2,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00014-+00018,2,pressure_channel:none_identified,2,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00022,3,institutional_channel:none_identified,3,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00022,3,compensation_outcome:non_base_compensation_other,3,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00022,3,timing_implementation:payroll_effective_date,3,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00015-+00019,2,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00015-+00019,1,compensation_outcome:across_the_board_raise,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00015-+00019,2,timing_implementation:payroll_effective_date,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00015-+00019,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00015-+00019,2,pressure_channel:none_identified,2,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00010-+00022,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00025,2,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00025,1,compensation_outcome:no_direct_compensation_outcome,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00025,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00025,2,pressure_channel:market_recruitment_retention,2,pressure_channel:market_recruitment_retention,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00025,1,compensation_outcome:holiday_pay,1,compensation_outcome:holiday_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00012-+00025,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00015-+00019,1,compensation_outcome:retroactive_pay,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00015-+00019,1,timing_implementation:retroactive,1,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00013-+00019,2,institutional_channel:budget_pay_plan_process,2,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00013-+00019,2,compensation_outcome:no_direct_compensation_outcome,2,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00013-+00019,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00013-+00019,2,pressure_channel:fiscal_constraint,2,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00013-+00019,1,timing_implementation:ordinance_adoption,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00001-+00029,4,institutional_channel:budget_pay_plan_process,4,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00001-+00029,2,institutional_channel:ordinance_council_adoption,2,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00001-+00029,4,compensation_outcome:no_direct_compensation_outcome,4,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00001-+00029,2,timing_implementation:ordinance_adoption,2,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00001-+00029,4,pressure_channel:fiscal_constraint,4,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00002-+00029,2,institutional_channel:none_identified,2,institutional_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00002-+00029,1,compensation_outcome:benefit_cost_change,1,compensation_outcome:benefit_cost_change,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00002-+00029,2,compensation_outcome:retroactive_pay,2,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00002-+00029,2,timing_implementation:payroll_effective_date,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00002-+00029,2,timing_implementation:retroactive,2,timing_implementation:retroactive,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00002-+00029,2,pressure_channel:none_identified,2,pressure_channel:none_identified,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00002-+00029,1,compensation_outcome:step_progression,1,compensation_outcome:step_progression,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00002-+00029,1,timing_implementation:recurring,1,timing_implementation:recurring,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00003-+00026,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00003-+00026,1,compensation_outcome:no_direct_compensation_outcome,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00003-+00026,1,timing_implementation:payroll_effective_date,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00003-+00026,1,pressure_channel:fiscal_constraint,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed,non_safety
lower_48,CONUS50-+00001-+00027,1,institutional_channel:budget_pay_plan_process,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed,non_safety
