canonical_external_ingestion_id,external_administrative_observation_id,source_excerpt_or_table_row,source_SHA_256,source_page,source_table_id,source_row,source_character_start,source_character_end,proposed_analytical_role,linked_claim_ids,reason_for_cross_examination,conflict_flags,ambiguity_flags,expected_consequence_if_upheld,expected_consequence_if_rejected,recommended_review_type,adjudication_performed
EXTINGEST-986bbe54b82a42b08e2395f5,EXTOBS-97d5397afa79e4ad95d9bcd0,Human Services,47ff8dd3e17116f016482b35440ae70a5698e6fc135aa98478dcc3cec9dad92b,327,,,587602,587616,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-13c192fe947d6c94f496c22d,EXTOBS-e44a47d38c2762e4ffd29a1a,2012,0a7d025df19d36bd4126eec07f9bc7782ff402dc6fcb97b5da8a1dce3cd77319,,,,8189,8193,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-18a340ddb044a719fad7ecc5,EXTOBS-ca61c79f031699c2b8987dc4,"Environmental Conservation, Department of",40b493bb91fe39c3445fe1a7263517c53b1fa29d836a7e62a21332ea3335c4b7,,html_table_1,27,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-eb165c6a5f4e25405b711c9f,EXTOBS-e6736fcbec4ebadc47881c59,"2001,",512238a0a413ffd07ecfa32f8272510508621c9a887d22be468154c2d5eb0ac2,99,,,189072,189077,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-86023da5218c915fca8180dd,EXTOBS-6256c3a22fd53b66fc929ed3,"1,298",1ec25f6cd2a7a846fefa4b8ce641ec6dfd9d59f89c311638b674a0fb3e65d8aa,98,,,211676,211681,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-75ebef64bf8d0de13111eac3,EXTOBS-155c67958c70bd397d58d977,"1,713",0f1b369a785d466bfec4542b902c98941dd8ee830cca60ccf23a1429f4a27f28,18,,,156016,156021,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-eff3e63980e575f0ed653315,EXTOBS-baedcdf2ada70058202b26a8,1,c9403208a3684aabf277584705f22bff45c8b9b41ff1ff7b4d25a025d5e14f96,258,,,1042906,1042907,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-6b0a7131c01ef64756f42b27,EXTOBS-538e602d849456c10a4a4da1,873.58,3b91816bb2abc9b2b8856b96e484fecba88d697c004048095b739d762a26166a,107,,,264888,264894,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-0b817855ff3f674e3716543d,EXTOBS-72cfc38be070a16c9e122a30,"995,244",39bff442c2e33aa8d2a6ceb70863f48e467136d210d1dd4be44638360805f009,27,,,48661,48668,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-cf0749a523e504732db2ebcb,EXTOBS-2d7d386679383567d58ad337,Park Operations & Maintenance - EFF,38a6e932c8a55a4fa278b5aec241284942b2543e0ca6900d964268ceb9c44f04,,html_table_1,6297,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-82ec050f3d82866259fd5c28,EXTOBS-6dc3192dc146d933f4e7c053,102,b210713a76d03bb49d0555d68d66f5d6d75cb1cdc786ff0b35e929c0e66866dc,269,,,529415,529418,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-54efb3a2bf20d760b8b3c1c2,EXTOBS-928def0f6232a421bb58f878,"Committee Name:
Justice Budget Subcommittee",7e9704d172299cf3b48d3851974a5eb544a2a26d2606da32b209a08ec55d1b02,,html_table_1,1214,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-7ac6d750cf25c3f551dfcb90,EXTOBS-4560c25f439ea0ea1dec271a,"543,930",6cfab6928662377c5e8a4a798b5884aa95cf4c8eb3fd9905df6bca1f8d8701a6,125,,,172351,172358,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-be97fe36fdf5c490f6cd1b80,EXTOBS-f44683c36753b14f1a3b98a6,10,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,,,,1074839,1074841,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-ec995804b12b45f27bf52b02,EXTOBS-ddb2ce3d89cd2b17e38b5a20,2024,6b22257f140b78307823657d3fe313ff6f420eede273bdad7ff7507d99bb12d8,201,,,421637,421641,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-4d58d8f6d5b4ebabb975924d,EXTOBS-e607cb39f8663da8cc163f52,Workers’ Compensation Program – 2015 Training Classes,23b54592d9539ab8950eb1d316ec88ccecd5a850efcb087c5499bd14d4ea1e19,,html_table_1,55,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-2c7493ffae56f2f3e70ad626,EXTOBS-e8e91bc2cfe86621abb22326,42,db34c5275f86a21b2151b30cbc960adc0385a05a06d0b80fc88a6e23c4f90184,95,,,241181,241183,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-8fe9048524d433dfad259509,EXTOBS-94d3cc8b1f88376feace2a14,keywords[4],3e00c294d281131da58b183b567c91d7c00ee1267696cdc093cd594906afa649,,embedded_1,25,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-79fb0ada2e006a7a47b1895d,EXTOBS-f1d41bb74f46bf548ebf2187,Psychologist 2,c0c9cda80f661cf2dd1828c83c5a6522aebea9fbbbe8bc3da499a33d006e4e8e,,html_table_1,554,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-a3eef5a942f3ac012cfe7c40,EXTOBS-794c979c6f8587599171d236,658.94,cbafbc2cd3791d39478f3180413100e325169175d2e849dd7991124bc89071f3,51,,,71307,71313,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-62065cdf4cb2a60a24a81a9a,EXTOBS-ac13c74c16ff3c5ddb92afb2,"49,193",e7067648aba56629e5eeb16aca293869e5d764bd07bdfdd964e99f39f27dfd2b,171,,,456967,456973,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-8c35118509b8b5c3f01397c3,EXTOBS-4e63e35c744b8776c8219574,2024,03a8e56268ed552942887806a6be4549201f41e03084daf167e9cf78f5377f59,16,,,31726,31730,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-69684ea4dcd9b404a846a69a,EXTOBS-30f82f9b80f9cb83347d0387,18-023- Shade Tree Commission,78e181e96c453da29e154b7372fd7a4899aa1706c59b926b7c350d8270c0de0a,,html_table_10,231,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-2105d498ba08aaae557ad097,EXTOBS-ed64aaa7eb3f38c8ae211b4f,Cleaner (Creedmoor Addiction Treatment Center),020bbf33667b772062edfef533e98320542fef680ff36677c3a0075e2e6d40ee,,html_table_1,1538,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-055aaa6fed3cdf69165feb31,EXTOBS-b36908990b882c1dac1162ed,-2027,4c196e64c2a58ed061922b05516e927c3639c67cd5f4a28b85d60fe0c772a8b0,,,,44414,44419,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-32635ec6ca274d168e25f380,EXTOBS-3c641af929e11e9e9232717a,"$256,914.68",4c196e64c2a58ed061922b05516e927c3639c67cd5f4a28b85d60fe0c772a8b0,,html_table_25,18,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-afd8665400b8df87e838df43,EXTOBS-aaa8a4759aaa85a3eb1c7a98,828.00,0a54d000fa9366565d6880598d59ce64214edca8e0ab6da4ee646ea6796a5ebf,253,,,361124,361130,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-7d156f1e4fef6e5e2abd483e,EXTOBS-5635642cfeb24052b95521b6,"391,600",db45b833a2d89b6e8296390b48110486550856f0fb8399b9ccebfa589f9c9e3a,185,,,327443,327450,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-7c34b6aa225be529a66ed262,EXTOBS-f5c9011a518ebf77eca6484e,2,a2034d0b8d3a6c63c624905be74d05c98f3db45753f22612b321621f64334ec5,178,,,465931,465932,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-318135c8213f81ba01062041,EXTOBS-82090c2ec569c2613461f78e,20,8b63e6c123d61420d55a4e55fe1ae99fe1fee845646d6975605e6f1aa08f19d6,888,,,2647040,2647042,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-8caa31a4063773eb9f1a55ec,EXTOBS-6f0c369b9882e142f4b4f6df,-22,ff0a8aa3f57ff8ffc68add199dadd7f6401721fe2cf31c042264220b17eacf71,,,,4566567,4566570,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-ed43ccb76136c19bad5bc906,EXTOBS-a75ab8ccbc128e1bb6b6505b,11450,8b63e6c123d61420d55a4e55fe1ae99fe1fee845646d6975605e6f1aa08f19d6,48,,,141685,141690,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-abe7966cec7c9b7a4ad73651,EXTOBS-084ab5ad61f8c24fdef28972,0,d2dcb1d4f926733185aeb046bca46d59720b25c08d7004e79b74eb9307a988e9,23,,,34258,34259,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-3af4e49ca7dd77086a18bc5e,EXTOBS-dbe539e2d5286e966c372d71,1,116c9c009468b78c8f25459e9d246515587131c7f2abb10491757d91ce5e2da6,,,,51,52,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-5d9e88a34cbc86f8ca085f98,EXTOBS-8072932030f06485ce65758e,"Request Form Title:
Specialized Treatment Education and Prevention (STEPS) - Women's Residential Integrated Treatment Services
-
Attestation Form",f0e1333ef7a3ec66ef2c2622a43a4504005e292cd1f59600108a7d6357a3f9ac,,html_table_1,275,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-f57aa192b3adf1cf5c809e5c,EXTOBS-7f63068efd9939d8605a4091,Nancy Miller,acd274fc2180b9572f26ca17e610a9618a9eec898749a246d48b7d1253b756d9,,html_table_1,421,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-0cb609a2c59a0858b93b2950,EXTOBS-7ddca372f42b381f0c2b3220,Address:,6d8eede2ee8588b20a62996d7bf4f498e4534632425ac89b71acce039f7e5857,,html_table_9824,3,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-966bbb1dc3f79efe9ac80c73,EXTOBS-d13c4674933be7869a786c39,DEP,927f9b7378eaaec92d546510d5c0a865f5184a39fe4be576fb287db24c564011,,html_table_121,51,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-1a8789a44778e5cafedcd60c,EXTOBS-17cf5741571a32732463bcbb,PRF - Utility Improvements,38a6e932c8a55a4fa278b5aec241284942b2543e0ca6900d964268ceb9c44f04,,html_table_1,5896,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-3cdcd3dd140cfd73171ff733,EXTOBS-5bf54b07f7cab32ad9ef42fd,2019,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,,,,1148478,1148482,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-6ec11d3dd6f08fb31756d45f,EXTOBS-8bfebef09c1077e9f7e5b88b,400,6b4307cf67d12eaa758ce9c3eb81fad6f8562a398818a70e4de9c4a918ea92da,30,,,66695,66698,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-e99bcc50cdc2fad1fd2e9955,EXTOBS-4f0baaa305ec0e3f53d83b90,$1.50,5a421e071224e57735108a9347550b48c5af22696c01dc957b3e32cb460019fd,110,,,516232,516237,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-6b17f23ac58e74243904c402,EXTOBS-e1d42ef039351e8ac4b91bec,"$              800,000",66390250364c3d50f7e00551f8f14125cced351fc7a2035f22252adc137a95cd,29,,,305959,305981,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-f476c0e760813b209d940be0,EXTOBS-4e26c778f52c09d43e5da718,Continued,8a9612ac6c5ba849f7fcb46c381d41ab157fc6183b237c7e7f462cd29c655da6,4,,,6805,6814,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-f3759ff148b4f2022fc3c4e3,EXTOBS-a8aeee5089cf577242427930,State appropriation.......,5d7f33112c29ccf82f512ff1f8687e591a2f0cfa3a3fcff92a755868d101bf33,,html_table_10,111,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-7ce72ccfff1336bc92f79d3b,EXTOBS-b40f95d858052522382d5645,"$20,000",5b25bb585b28bf2ab25212e5ba769eaa29bf2108a24352e30f22bfa5f7694b1f,8,,,11256,11263,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-acad227abd6ad281d5bedb43,EXTOBS-5a8c75694719be97b48dccdf,2024,dc02db03c875739c91ca3de330f786cd7f48fccc5f1a00e690e492acd635c574,92,,,80601,80605,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-80df56321ef5b31b7e4bf8f2,EXTOBS-98c2dc5978e0396fe3cd544c,01/01/20,df20c3d13fe568917eafe7d59b70f2d7ceaf0e2c3ae3a2e90f63343fab551b58,,,,135917,135925,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-0c164bdf66796dd0ab7063ce,EXTOBS-e5107432baece3cf7cf6d922,"August 3, 2010 - Unofficial Primary Election Results (PDF)",315ffaf3330bc185882f66cd277a7f71ed685700ef84856efa09aaab6c14b96c,,html_table_1,29,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-d4a7d8ea062b343174f180dd,EXTOBS-b7ccf758a5e34ad545be7c7d,9,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,,,,945744,945745,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-3e913f76292685fbab9e1a26,EXTOBS-822d16d4734740b0f35f9edd,00,4f88c8d589eee054eb4076e060c8eae1a2fb5e698d5b0caad78ecf9c30ff596c,191,,,1280403,1280405,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-7a5f52602909311423faf84f,EXTOBS-28a0ef048ef6f12e28bfeaca,1.00,7d26011c1d4b1c980a6b0f2fda5a286305d1dbc6d538b3dc8c27bdf6992c37d5,103,,,492808,492812,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-ee85dc2a75f912c06289fa87,EXTOBS-9c1a30eef2b24f59de03e283,$250,8e6f61e8073af2fe0ed33baeb5c558613a572de3fbffb440c9ec57f5962fd6b1,207,,,317246,317250,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-39809338e8cd6f694fcf678d,EXTOBS-13427ac220357a5b916a8191,DEC 31 2023,4f88c8d589eee054eb4076e060c8eae1a2fb5e698d5b0caad78ecf9c30ff596c,229,,,1526717,1526728,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-b6f0fc0a4a28d0133428e135,EXTOBS-b344a1504106b85586201461,14,75f637f11b18ee2ce9074d497850dd4cc51067dc71acfe727850c854d4d96702,55,,,161287,161289,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-f6da9241f032004096cb6358,EXTOBS-b1cbb0e4efa75f6cd921a876,"Committee Name:
Agriculture & Natural Resources Budget Subcommittee",7e9704d172299cf3b48d3851974a5eb544a2a26d2606da32b209a08ec55d1b02,,html_table_1,1989,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-15a00b8c2fee9a496ff2643f,EXTOBS-407d384528df585ea7d9e5cc,West Pleasant View CDP,c4bd6bfc739e09aa96648a5bf818be14a42966e09a1c595abb2ec911970be36a,,html_table_1,206,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-bc2f0489398277d70894d3ee,EXTOBS-db76519096ac7e258028aa0d,"1,",9f87c87b5852273415f4b6115984aca130186a88a8a80a53d50c560371c0de06,,,,152253,152255,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-ce537dcc8c808ea8aba2e076,EXTOBS-cf7e77d53eea4fd5c17a8190,"Barstow, City of",6b0bc06d55ff4509bf6d3c453403e44cf5c049fe18782346f67b48e078ef2213,,html_table_1,42,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-4dda3e0e5dbde501cc2e7cb7,EXTOBS-145ef2aa227c2249704a3c3b,5,2f7c8611e67fb484543b9532cf316572776288a4bfa3f814426a0ace69bf7fb9,63,,,108911,108912,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-6c7f4062d6c1e9cd5c036e06,EXTOBS-c82acd01f7cb8047aab3e7d3,044,b5d2b98348a6ed9a8e0f932c01bcfaad9e39e928bb1d6c851796aa8cb9d85090,1199,,,2074742,2074745,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-e7b5b9393c110e0d67aa04da,EXTOBS-a67977b7644c8dbec83e2bed,Adoption Subsidy,38a6e932c8a55a4fa278b5aec241284942b2543e0ca6900d964268ceb9c44f04,,html_table_1,5978,,,local_comparison_candidate,,headline_or_local_comparison_candidate,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
