canonical_external_ingestion_id,external_administrative_observation_id,source_excerpt_or_table_row,source_SHA_256,source_page,source_table_id,source_row,source_character_start,source_character_end,proposed_analytical_role,linked_claim_ids,reason_for_cross_examination,conflict_flags,ambiguity_flags,expected_consequence_if_upheld,expected_consequence_if_rejected,recommended_review_type,adjudication_performed
EXTINGEST-653dbede8586096c93dfeca8,EXTOBS-38ba81627139a39cd3566709,2021,01ed3946e3a4a7816c11c7ef1fdf1e4e522eb8d638be9bef4d4725ef4c058c0a,21,,,85226,85230,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-00e99a652839a261d7883947,EXTOBS-f0ee58bb70d23e86ea5c0342,"September 30, 2021",2040c68da385d5280768e2d3b07057b8d8a03f5926ef27bad0e419b3f441d301,208,,,228598,228616,local_comparison_candidate,MECH-03,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-9078df096254525b9600ddf7,EXTOBS-92b4302fadd7702849cac9d6,153,673acb0cb7c12b6912431513fcd6d8fb140b0c8f41b483b397fd5fd4b376add2,61,,,155403,155406,implementation_confirmation_candidate,MECH-08,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-0ee1d617947371d9c34537ef,EXTOBS-f1fde8d0289c294beced2b2c,22,526b2b80df551738be01977461681e063a78f0e3aaa57c1e1887029daf90bf8b,,,,265967,265969,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-60f6ea9f14053fc9587471e6,EXTOBS-d9411ae855bce41a718da712,"Yvette D. Clarke, Gale A. Brewer, Leroy G. Comrie, Jr., Letitia James, G. Oliver Koppell, Michael C. Nelson, Annabel Palma, Bill Perkins, James Sanders, Jr., Larry B. Seabrook, Christine C. Quinn",8c0c8b1c2faec462f97dc14573bd206c993ced622225fc3dbf531a595cdbc937,,html_table_1,8,,,implementation_confirmation_candidate,MECH-08,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-1169b40109fb9b6cd4985c0b,EXTOBS-0b2badc2d4438103d4344b32,69,83333ab4c36fbf80473d67e2620cb461a13c70d965c7285fa497d18b255a2531,21,,,65957,65959,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-433ff672e344fde75ac91d16,EXTOBS-d16b3a1a15193a407eb53ebd,"-810,",5633a6a16a107e44497defdf9903b84b48447eaa9146b1fb10c6b903138406f2,,,,971495,971500,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-ebc84486893cb77d03e80a97,EXTOBS-e17c68cb309c09dd83842ce8,2024,cc07b72c9ba9f37672dbc8889b0ea45ac6f4d529c8f6ff0ef03676b7f2b091a4,,html_table_1,1326,,,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-4a4314c2e0e6afa9f9fce1f8,EXTOBS-228396ece1488cb30919e739,7,122a008b302869b3f7801cd772bc1917baee49a298fd97e77ed51173071ba7ef,104,,,216711,216712,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-25e00e9440e3af3adce8d050,EXTOBS-5ac286b44847792b595bbc8f,Step 17,ed2a11d5ce8295cbac019b46b97696b2ed864623453d160c7cb7e9c111be8980,,html_table_37,18,,,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-8f53e4953f59404c0929cb76,EXTOBS-2f73b60d75693e389db38b8b,2019,ecc31a5d851b4882edcd7e545742d30aac9a82a7395a4e3a411889f0a0106ac2,203,,,1786444,1786448,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-a9068c952f071b1321bc5273,EXTOBS-7b39fc37daf5ef60167a34ec,"2022,",1338d80ae12f43b237631480cc76d92ce4de3a30bd9c4380957e6fa06a2b6d07,357,,,1695943,1695948,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-96cbbf9dfe3ba2e69217e9ec,EXTOBS-b25f55824a57398a552067da,29,8b63e6c123d61420d55a4e55fe1ae99fe1fee845646d6975605e6f1aa08f19d6,375,,,1090465,1090467,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-ae7b6a3f851c1745ce21ba31,EXTOBS-0ad766eb0021390f98ba2766,2009,012d1adaa140e0abd23db4c63d9c7909fb779ddf6ce4c61de6ae33eaad693c81,,,,902983,902987,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-ddaf6d8c1b954cc91f9c96c7,EXTOBS-5de75116012dacd4d2fac49f,6/30/20,130d8e575ebaddad5aa3bcf61c4a3b6a491fb31e84ff1956c5ea5559e7c5fb2e,29,,,28953,28960,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-be121e716dcfabb67bc94578,EXTOBS-ceeda8374a3d6f0b1dd07aff,992.41,7354b2dc9e2a7756344c7aa55f094b40371b0fdb6d8aac892e63f882f5296717,167,,,389882,389888,local_comparison_candidate,MECH-03,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-1a1eab8f0ff636bf546573c4,EXTOBS-2460de0afdc501df32283c38,Step 10,ed2a11d5ce8295cbac019b46b97696b2ed864623453d160c7cb7e9c111be8980,,html_table_4,11,,,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-9744ff3de490243bfe26caa3,EXTOBS-e4cfed14b97c938a0d661152,416,64dc4f8836db8e8482d7cae4dee9ada333eab72dc581712f8c659d90a161a214,185,,,244885,244888,local_comparison_candidate,MECH-03,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-95163f6a61623e8368700022,EXTOBS-ffbd214a8d172bbe4d1bf1fc,2016,ba0dc2252e23bef00085b5c813f81d4c7d86717265aa6abc4d81b4d9a0405857,219,,,544187,544191,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-5867a9584da9a5cbbd6bccfe,EXTOBS-e104c6703acb22c0801a8473,76,f012046e71a54eeb366df1307b358ed9997334d0a130a5201aaaa28e339d973a,230,,,439686,439688,local_comparison_candidate,MECH-03,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-adf38e004523cc166b52ee4b,EXTOBS-b360936a36cd7b0e864198d9,31,855254c020e5fcd09124d1b287016bb5553018f7acc1947745216c23164c46a6,52,,,160645,160647,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-0eaf3f5af8664ac6f8ea924e,EXTOBS-8ed33f014914a5d1f65ae179,2021,61c0e17881e79e606ea82993247725da9280ab7807b5d87aea0c9ea21486dac8,3,,,7048,7052,implementation_confirmation_candidate,MECH-08,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-845936e0dfa185bcd2c2256f,EXTOBS-e2fc1e69da8482a5ada41a47,1977,3bb6c54eb19e4c5c8f5f8f35aceefb982ab061731b226fdae171ceca8ba10768,,,,55897,55901,implementation_confirmation_candidate,MECH-08,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-98eff81a989fa57e938cbd69,EXTOBS-f5b9aa4c923f92e19f0feb3f,1999,9eba24ee01666e0a37fc34a3c89d96244bfb5ca780e46f0936f32ecdc3e55fea,,,,142639023,142639027,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-07813c758022a56811720d89,EXTOBS-1c31fb3426386dc8094bc80b,2027,0dd4be1def5acab6de57c3b22acb2d00b774e341c6a510db3dd40dbed504fb52,367,,,2086932,2086936,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-94c0329f601dc81926748722,EXTOBS-3aa4dc1b2bbe1f8479da2ba9,2018,dc8418daeaca7f2221384eebeecc2a61bfd6b8c94b857ffd7774d4f4069c607d,29,,,70829,70833,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-d2a219adec7d3e36f4adc1c0,EXTOBS-67397a616f9a3b9fa2a1103b,$200.00,964d6258d99af884dc5886f90d1575d39fe3ce52ad61d50ef764a6a48baa1804,39,,,125128,125135,local_comparison_candidate,MECH-03,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-ea3f2ab5c5b38272c5f62c8c,EXTOBS-d00f49de3a91c62b9e56bd48,"1,182",360da46404c79e970a2904f7e9176f1943c3aa82d44494ccba1dd5ee7a0c3e4f,94,,,202891,202896,local_comparison_candidate,MECH-03,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-dbcccf088df889c3b2834d77,EXTOBS-ac77e9dabef8a17c018ea94f,2019,ecc31a5d851b4882edcd7e545742d30aac9a82a7395a4e3a411889f0a0106ac2,1041,,,9549737,9549741,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-f3ecf7ae745fbe574c7e0c08,EXTOBS-51964bbe53e6ebb88a758dea,000,467e600ba9e446778b120e564b00620b179bc5921079341d3d0c64c65aaaba92,162,,,1219784,1219787,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-a32426c797bdf015ee16afa6,EXTOBS-7cf4d2fa4fa28383452e9869,-09,efe2b360216b596e22b1be4a2b56a9f745b53b786e600e3bed11d78085c6af7d,,,,150726,150729,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-14ab504d316a63e4d4f75f78,EXTOBS-32fd6bb1c64404a6e48cc831,2021,a82b6373eb4bf2907803a4b2267b318ba47216a1bce0d9b8c17b23ec4a492542,101,,,282136,282140,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-27b5001187ac66f60ac92846,EXTOBS-e434c91fec9c6ac6f4b365c8,2026,5724a31b2347ceeb6869eb3d0f3b8e525dda35f6c7a741e8b3a36f317da690f5,,,,1902,1906,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-b7f214c5ed7254805cede5c5,EXTOBS-19f72b6069da4d623e00f893,"-229089,",582fa950ef74b262cda77077ac5f987c08ca811068d715545ee8c51d1e195939,,,,77347,77355,local_comparison_candidate,MECH-03,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-ab5d8c7db6c304f30c2d4a2e,EXTOBS-411a38765976f7534d7c2b5c,"$12,242",35553c71ee32caa7ca40efa677ecfa91feb4b8a7d528eb74a0fc33b996eb219e,114,,,200553,200560,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-f39c7382eefc8998ae547c64,EXTOBS-94cefa62b2ca1eb53020e751,7,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,,,,941905,941906,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-95a6e377a4bda74ebd8b5926,EXTOBS-35d3dfacfb06294d17ba2ebe,10,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,,455104,455106,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-e9c9a85cfa667aff26bb2c28,EXTOBS-11aabafd57a01440451edd18,"5,9005,9003,861217",201761fb2c6898555531609366f339b96dbd3492b82ad1506b36ca327b2e7a31,246,,,336464,336482,local_comparison_candidate,MECH-03,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-e16876d5a3e2626ee1262f94,EXTOBS-7605297ca645dd91173686c9,2,72255ec1374c2a024194683497c8487eda2ee3cffe8b6a1b7f60d1c81742b8f2,,,,819517,819518,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-33f252a5080084645620afd7,EXTOBS-b084b78c0c829e792d08350b,2001,21e69836d52adb82249c6ff1b3d6923e7e70c67ae24263f37f62952be7e83d55,124,,,223492,223496,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-5ad72b8c7b42bca8062bfd3e,EXTOBS-ea73eda1a231cf50048ed530,"30,",24da7e9a7ae15dd92a732b2f584c61bd863b7b8e066a9e1135d2ec2e64481c88,191,,,432455,432458,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-d6c851ec8f35085af868a989,EXTOBS-4acfa61393f571e4164f8f23,2025,c81c26460e527a165e7bff1d741278ff443c81df77fb69abe50b9f7a4f7254d1,915,,,3016703,3016707,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-327e9ad552d6715bf417175d,EXTOBS-a69bbbe8d64fb531954f5c88,"January 1, 2019",845a484eb4e94af8e3a8e3c9c57d0f07164b2ccc28761a0eee0b4fe7dd545ef4,28,,,33197,33212,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-dbff9b493766542bca8cf09a,EXTOBS-489acf96259d17b37bf05e55,"2002,",65afe4cf34bcdc70723d526ec9f415d8be83f1b409e26e4e05bb0771d892e703,,,,53960,53965,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-8b5b16d84add1b1cf8435fc8,EXTOBS-a1d6df3bc26b5d639b84e3a0,2021,f79979946e1396a7fe8ac1b71d6cf36753624a82ff35ec6c6ec289766c7a06d8,43,,,92720,92724,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-2b0607d8b76460139effcf9d,EXTOBS-e43b38b8fcff1266466c33a2,124,9eba24ee01666e0a37fc34a3c89d96244bfb5ca780e46f0936f32ecdc3e55fea,,,,153167919,153167922,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-d7598b5a16788f1e8439207e,EXTOBS-2e8ec5499709a352a676c36f,2024,cc120d105199ebe706ec22fb6e60a7a299b4a182dee9d0310318de7a8c1a8fa7,,,,22060,22064,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-584c14d217b91959cf74ba2c,EXTOBS-9ce2e4e7896d35987fb74d31,1999,9eba24ee01666e0a37fc34a3c89d96244bfb5ca780e46f0936f32ecdc3e55fea,,,,76421112,76421116,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-24d4d835599f246d55eac7c9,EXTOBS-af2dc8c24300dcfa4fce3826,7,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,,1201531,1201532,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-89d7dd2ed1e7bc493c38d14e,EXTOBS-60b1f24ebac7798e195ddc13,11.2,e2abbc5fa78daf261427bc257386bd254e7b825d14c2e6706eb66ff6f1e00475,11,,,24740,24744,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-4627a7c1645f1e7c5215b8e4,EXTOBS-83bf8fc47883d79c8d992ec1,2,a15a36e82e362d2dd61aa88599c9aa20b6735f83bf5bfc7bd5af1e75d46b26c1,121,,,273043,273044,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-16f1670b79d15ef5e33492af,EXTOBS-300031dedf3de9422a912fa0,2025,ad7980295175214669bf95762e8da838a49080594d00a74209aae97ab0b92d5f,166,,,322043,322047,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-cef6b9e49f3be6b51342767e,EXTOBS-4a0baed0dcc9fc6cf50933b6,2021,d13b128da123a3d049857739b3a530820d73b48e617247585639fed597c3c3b6,162,,,446877,446881,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-e6c8a1a162bc5d4e2d713bd5,EXTOBS-55680c0cce6f1ce59609367f," Budget Office
Responses to FY13 Budget Questions",e7b03f17123dbf17ccc4dea155acefb1c5879734948b04686b28fd3a36b407ca,,html_table_1,4497,,,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-1708db9c7fac77fc4fb0e07a,EXTOBS-fd1af066aa6de16a911f4265,"2003,",9eba24ee01666e0a37fc34a3c89d96244bfb5ca780e46f0936f32ecdc3e55fea,,,,131442131,131442136,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-b31a3e29089df6581a649cec,EXTOBS-6ed4b7d0f4117f7a79fc8e01,2026,98c9d6bc2f0f85f6c1f2c1b2d737ea53f964aa434133b7b37c4a554d11bb44c2,82,,,190656,190660,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-7607f2cdd2fbab8f7bdf50a4,EXTOBS-b88bda3e47ad6c38ffaa9204,3,d8cf2af2d370ce6cf014b1f3d13caefda803fce2f3316cb0ce7239d90fc19f45,122,,,294908,294909,local_comparison_candidate,MECH-03,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-14176bad030f3cf9aa31c7a5,EXTOBS-3b99978dffd8fdde27e5ce6b,3,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,,,,1057432,1057433,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-0c0af4fb7e26096063f1f968,EXTOBS-e4b1287c9634a14db81c851a,0.02113,90004bcccf7691dabf882ae2209b807137b8f595de242da02ef63f72ad000a4a,96,,,270339,270346,local_comparison_candidate,MECH-07,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-fb51b4f887b6dd1cdf5244b3,EXTOBS-d8a1263feafa5304ec8c8472,-2005,5d1821163bfb1ad80559d8a20d97ca793d626d74e9bdecf655bbe7955f1eb445,,,,14201,14206,implementation_confirmation_candidate,MECH-08,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-852b7480b6833325bc41da61,EXTOBS-2299807ac14558bf689d340d,Ordinance 1542 - Amending The Code of the City of Colby for Electric Rates,1b1cc96cff249e262005333f2e75caa4b5fc2b653f888ae45d729d48207a2db3,,html_table_1,167,,,implementation_confirmation_candidate,MECH-08,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-e6e6832cfb7fa48e9ac0e09b,EXTOBS-1d162e9c9be5ac26dfbfcf6e,-8,61eb0616ae985b9c27c547645d58b405d3b6af33608938c440842117ab2a485b,5,,,53982,53984,implementation_confirmation_candidate,MECH-08,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-843a69c543c005a889a368ff,EXTOBS-9a78859791083481f4798f60,2007,fc2045322b80cc8506797c13b4e208f74dd29c2aa89884285de9410033836f01,,html_table_18,8,,,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-e42a9891b86c46c2fcd94e6d,EXTOBS-cc49b678d062222039401829,2019,77e673c0d12df4cd39079fec7c7eb74001026c568cb42d43c82e82455a1ab778,907,,,3786183,3786187,local_comparison_candidate,MECH-09,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-e2203a6c732f56f6bc47049b,EXTOBS-e4f61fdeabc594f4a0b05629,9,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,,1278209,1278210,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
EXTINGEST-8b27f1afe766cfa5cb535b6d,EXTOBS-4728954d65e4d25b7b411a74,-2023,467e600ba9e446778b120e564b00620b179bc5921079341d3d0c64c65aaaba92,162,,,1267794,1267799,growth_candidate,MECH-04,exact_claim_id_linked_direct_observation,,,retains candidate for later claim comparison,removes candidate from later analytical support,direct manual source review,False
