span_extraction_id,stage,attempt,request_id,backend,model,status,schema_valid,input_chars,span_chars,context_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_code,raw_prompt_saved,raw_response_saved
SPAN321-9a41d241e1209e1506b8dc57,live,2,resp_0bcbd39721fedae7006a66cbc0662c819390e56d30a13e490a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2350,591,320,836,369,1205,6.919421,,,false,false
SPAN321-58869f127fdb324fd6822623,live,2,resp_0db7ac94b20cc53a006a66cbc265588197afa44c8ca1c0937c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1972,213,320,776,324,1100,9.413632,,,false,false
SPAN321-063964e97cef3cc39e18b1c6,live,1,resp_0b9293cbc6171144006a66cbc621e8819084024cfb512fec86,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2335,709,320,873,229,1102,2.136313,,,false,false
SPAN321-e3c5b8f0183976b188af0f51,live,1,resp_088949703461d3a1006a66cbc61eec81938ebcde7924dbc68e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2335,709,320,833,318,1151,2.839678,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-da96acdb71addd0442d5eefd,live,1,resp_010954486541c98e006a66cbc620d08197878fc228061d9a92,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2334,708,320,833,334,1167,3.107644,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-2f74d5eabc9b2a348914c8eb,live,1,resp_03e8148431b70c99006a66cbc6262c81978330a2d534daceac,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1936,310,320,740,284,1024,2.719494,,,false,false
SPAN321-57a13e83705a8c76801cf3db,live,1,resp_07c6fe7a6f7e4978006a66cbc839fc81949a6e7475117dff5e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2234,608,320,799,294,1093,4.868025,,,false,false
SPAN321-9f2419a2d6983b229245963e,live,1,resp_0919acfe50f9637c006a66cbc8ccd481969e2ec24841b042c6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2098,472,320,767,258,1025,5.125355,,,false,false
SPAN321-fb83ae748b85cea5e573239b,live,1,resp_0e3d77f62b367248006a66cbc8ec088194b6f83416b2442c08,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2283,657,320,956,198,1154,4.928786,,,false,false
SPAN321-fb258d6e9b50f5c6ab7d72b0,live,1,resp_040a1a0110cda75b006a66cbc92f608195948eecb33f88b51e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2285,659,320,957,290,1247,5.673173,,,false,false
SPAN321-d08f86624f2bdd3f259cc18a,live,1,resp_078861271b6f748d006a66cbcaf03081959db2e59f8ddf8f9c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2286,660,320,953,164,1117,6.768405,,,false,false
SPAN321-82d05b88167ab86a4a003ace,live,1,resp_03a035675c0a694b006a66cbcb01a481909770e89ec5c912b1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1921,295,320,724,220,944,7.163793,,,false,false
SPAN321-4de4118e145e3702ceaadc59,live,1,resp_07e549c95321bc38006a66cbcb33288197b7fd864b96ac5e53,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2245,619,320,795,315,1110,7.968771,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-833f985956829f72a727d81d,live,1,resp_0cd9e40da9480474006a66cbcbd5ac819681b5c536e040760f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2335,709,320,703,236,939,7.907184,,,false,false
SPAN321-cba64e40d9d5f749eb52bb9d,live,1,resp_03e362624990d458006a66cbccd9508196b82d6bc37a4b0086,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1936,310,320,740,210,950,8.798437,,,false,false
SPAN321-0bce01772ac1a38e471b36b4,live,1,resp_046c390b8fce64c0006a66cbcd3b7c819082273cc8ac34b4e4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2335,709,320,825,310,1135,9.825459,,,false,false
SPAN321-5afcf29168958549c39916f3,live,1,resp_014db4e9b0acf830006a66cbcdf954819792ce80e4cfdceaa4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2020,394,320,777,217,994,10.108015,,,false,false
SPAN321-e84f831b080b3eb4de65c7fa,live,1,resp_0da936e0d4c25db2006a66cbce09548195aec0537bb6ea9fb6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2134,508,320,815,320,1135,10.717214,,,false,false
SPAN321-299618a61e89af6de3f6ca89,live,1,resp_01b5dcc1f413f57d006a66cbcee134819481d8b5a762ae0ce0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2123,497,320,765,260,1025,11.250185,,,false,false
SPAN321-f1af03b0e039d16792056f9d,live,1,resp_030fb2cf8147236f006a66cbcfe230819487d08b93aaad654d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2190,564,320,783,379,1162,12.809034,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-5c800c707430a9aedff0795a,live,1,resp_074a1da7b2b911cd006a66cbd03354819396a838f486dd64ab,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2334,708,320,823,283,1106,12.725122,,,false,false
SPAN321-962de228127d8a33c488b9e7,live,1,resp_08e8e6b378a2ad1e006a66cbd0ce408195bfbe8a00f0eeb08d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2334,708,320,835,188,1023,12.775584,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-3a9091e22e1694f9d840b7b2,live,1,resp_0d46a066263de3a6006a66cbd151788197b88d36f100340472,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2335,709,320,840,204,1044,13.509857,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-bd54ab3ad3276644f6e1e833,live,1,resp_0b3bfd19244ef61d006a66cbd2cec081909924c7213978c325,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2296,670,320,825,237,1062,15.038603,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-4526854fb9b8c8752eca39c2,live,1,resp_05fbab543bb6d3ca006a66cbd2eb9c8196893665c4c996df5e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2345,719,320,828,368,1196,15.963035,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-25dbeb313c87f9476fdae4b3,live,1,resp_01c19b8625172fb0006a66cbd2e4d88193b554e492f09291b3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2278,652,320,811,236,1047,15.180114,,,false,false
SPAN321-2c00567d73edd9ae9f534636,live,1,resp_08d00446ac4ca75d006a66cbd396a481958cc4be8e831277da,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2344,718,320,822,352,1174,16.341570,,,false,false
SPAN321-e3c5b8f0183976b188af0f51,live,2,resp_0d40335e044d83d1006a66cbd67bf48195b6dcd107ce9a3ecb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2468,709,320,859,466,1325,3.651620,,,false,false
SPAN321-da96acdb71addd0442d5eefd,live,2,resp_09bda41d19b1e744006a66cbd67b908193a23098559b5413a8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2467,708,320,859,293,1152,2.559473,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-4de4118e145e3702ceaadc59,live,2,resp_084ef1e19e4ecfc1006a66cbd677d88194827c098bb71d86d3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2378,619,320,821,261,1082,2.849455,,,false,false
SPAN321-f1af03b0e039d16792056f9d,live,2,resp_0513e4c5ac280079006a66cbd678748197a684e1954f2ad8d9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2323,564,320,809,355,1164,3.003648,,,false,false
SPAN321-962de228127d8a33c488b9e7,live,2,resp_0476dba43fa0a27b006a66cbd8fe7c8196bd4c8661401fb83a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2467,708,320,861,375,1236,6.003697,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-3a9091e22e1694f9d840b7b2,live,2,resp_01f9ca982d29e9e1006a66cbd943588197ac9e180aabbc501e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2468,709,320,866,288,1154,5.351759,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-bd54ab3ad3276644f6e1e833,live,2,resp_0d74d52a43285f9d006a66cbd974ec81909dedc502e6890fc0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2429,670,320,851,370,1221,5.926757,,,false,false
SPAN321-4526854fb9b8c8752eca39c2,live,2,resp_0baee996ccd1245c006a66cbda15108196bd31ddf708b887e3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2478,719,320,854,287,1141,6.207737,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-db3415e611e61906ba3520a3,live,1,resp_0705585f765e950e006a66cbdcb638819385d11b6d3be66b1b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2342,716,320,815,385,1200,4.550801,,,false,false
SPAN321-85a5507cabba9cb25d41b9b9,live,1,resp_0d052a927373cff9006a66cbdcb564819791306bd1d11d50e5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2346,720,320,822,324,1146,2.981757,,,false,false
SPAN321-07a166277f5a4b7ed831ae0a,live,1,resp_0da4902220faeb06006a66cbdcb1388196af39f9ed05c35db3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2335,709,320,669,174,843,1.882239,,,false,false
SPAN321-acef157131ee44f3b82482cb,live,1,resp_0adb239111e6b5cc006a66cbdcb01c8193af5e1d90afda83d4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2336,710,320,670,176,846,2.073655,,,false,false
SPAN321-5c4b0c54dc5afd664fb6f90c,live,1,resp_0420d832ec51201f006a66cbde8f088190a6a2e53d02802355,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2335,709,320,667,182,849,3.919421,,,false,false
SPAN321-e03612162e867c3b82d36dd3,live,1,resp_0a48e5c8da9c16d8006a66cbdeb8bc81909f07d86c56f5d919,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2334,708,320,665,179,844,4.474688,,,false,false
SPAN321-26086a3ca8610dab381d5c54,live,1,resp_09cc2091f8a3ec33006a66cbdf9f1c8193b648b2c89dc22c52,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2336,710,320,667,257,924,5.577150,,,false,false
SPAN321-dd81a1c25038ff7bdb5a5f32,live,1,resp_02ffddecd1934b87006a66cbe09a4081909db4ce521e019e79,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2148,522,320,779,293,1072,7.278219,,,false,false
SPAN321-16f9ab77dab50febed4c19be,live,1,resp_0116174b2e3fa922006a66cbe123e48197b57f3f65bba585a5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1941,315,320,761,210,971,7.104479,,,false,false
SPAN321-d9bf2a62dec67d5e2a67ae9d,live,1,resp_05c5fc69a1ee57dd006a66cbe1339081908b53f68670c9ec2c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1981,355,320,766,253,1019,7.108021,,,false,false
SPAN321-1fb5e5bc113d60408b67cee7,live,1,resp_0b98df6a0d47e719006a66cbe23b9081968ec33d84abdb45d1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,1970,344,320,739,349,1088,8.555283,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-d18f83e5dc7994d8c955188a,live,1,resp_0bc21a5ef0dffc59006a66cbe3c10481969c319c78c9c27882,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1889,263,320,747,364,1111,10.646625,,,false,false
SPAN321-1c00bb27def91f66480edaef,live,1,resp_0ed0f84c9690f6f1006a66cbe3c36081969c5b98be1f60bdb6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1733,107,320,657,167,824,9.358555,,,false,false
SPAN321-4e219abe043d034bb997a577,live,1,resp_0d17befdf8af5c32006a66cbe3f07c81939fe0c410020c012f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2096,470,320,771,211,982,9.631216,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-0004d7b5fd173a889f6f813d,live,1,resp_03ba9034f96e9ea4006a66cbe53a3481978d1dd26fc14091a3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2212,586,320,797,342,1139,11.905302,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-db128eaf4ab2e2c63a87ece0,live,1,resp_08a2f39d13afe7fd006a66cbe603388196984d670670c6d3e4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2491,865,320,857,176,1033,11.432891,,,false,false
SPAN321-0dd97e46d8db02fe7643324e,live,1,resp_00f0639922900578006a66cbe64c888196946acd9683a330fe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2334,708,320,818,173,991,11.613372,,,false,false
SPAN321-00d666cfc659fa0f74f0ee02,live,1,resp_04bc4cbcb26f498b006a66cbe752d88196b623eeb09d7a7729,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2095,469,320,787,246,1033,13.079754,,,false,false
SPAN321-ce1eb4e1b46012f47e29dfe6,live,1,resp_0250e0ac175fd46b006a66cbe821a081969e7264a1595ce388,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2132,506,320,797,244,1041,14.184839,,,false,false
SPAN321-f0c7623012a33b132cb22c9a,live,1,resp_09bfebf969681b0b006a66cbe844fc819699762dfa1e01b61e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2383,757,320,853,182,1035,13.802717,,,false,false
SPAN321-a4dfc94ab2aa3e39cac854f6,live,1,resp_061ea2fead78b1c7006a66cbe8904481949e533e9d51b4a2ea,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1804,178,320,714,320,1034,15.268454,,,false,false
SPAN321-3f73e087e7dcf0601222a45e,live,1,resp_047d8608fe5cf172006a66cbe9c7ac8190a0598a812fff185b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1984,358,320,756,240,996,15.360825,,,false,false
SPAN321-26950780c5db63eb2f3a10a0,live,1,resp_0ed8776dad6fb0e5006a66cbea74f481938474d2399d1e8fb7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1948,322,320,689,225,914,16.127678,,,false,false
SPAN321-0012e82800f6b4f760a46774,live,1,resp_000e3d912e1914a2006a66cbeadb788195a41817149273cecc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2273,647,320,747,239,986,16.595064,,,false,false
SPAN321-c2ac187a6064e42f97ea1dd0,live,1,resp_0c210ce1f4c14842006a66cbebeaa48193bc485bcd9f251e76,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2285,659,320,817,183,1000,17.232207,,,false,false
SPAN321-1fb5e5bc113d60408b67cee7,live,2,resp_03ab2ab98ae13401006a66cbedee88819685d891f5596f1390,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2103,344,320,765,199,964,2.192029,,,false,false
SPAN321-4e219abe043d034bb997a577,live,2,resp_0570124fbdc4fe25006a66cbedf7288196bad248018c04a52d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2229,470,320,797,197,994,2.119111,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-0004d7b5fd173a889f6f813d,live,2,resp_02201da25562e435006a66cbedf32481908f4f8c68185a3d30,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2345,586,320,823,293,1116,2.805787,,,false,false
SPAN321-657f221b063a3b6fd2414f84,live,1,resp_0f9c4e8ff1fec0fb006a66cbf0eb9081909cdd914d3a517c5d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2285,659,320,814,283,1097,3.518940,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN321-ce36bbd191cbe69d94688332,live,1,resp_08ac3a954dc3c989006a66cbf0c7208193933590197cd7aa78,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2158,532,320,785,174,959,1.896722,,,false,false
SPAN321-2339ac77830b20a153408866,live,1,resp_09d4191cd0a57120006a66cbf0c198819599f50157b2febee9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2336,710,320,714,254,968,2.449218,,,false,false
SPAN321-44096ac0b40800b9d2db7d32,live,1,resp_09aecc5d27d8150e006a66cbf0c1448190b22456d6323b06e9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2335,709,320,799,214,1013,2.037003,,,false,false
SPAN321-289ad6abf84437f3b1680956,live,1,resp_05e4beb334ac1603006a66cbf29c1c8193933de6b4a515a9d6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2335,709,320,706,262,968,4.460389,,,false,false
SPAN321-6914904f4410cd56a20db3d8,live,1,resp_04c8e40668bc54f4006a66cbf2c0e88196bdcbc40cb811b71a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2336,710,320,710,219,929,4.183070,,,false,false
SPAN321-316639e2c45c09f7f3a6a932,live,1,resp_0d92262e073e69e0006a66cbf32cdc81978ef09e9ff644fd1d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2335,709,320,718,252,970,4.862882,,,false,false
SPAN321-120e2edfe36aaa24497600d3,live,1,resp_0d1d9a3e7eee4fb8006a66cbf438e88194b82e82acdf1d03bc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2521,895,320,735,288,1023,5.983685,,,false,false
