span_rating_id,span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,rated_mechanism_family,documentary_mechanism_support,direct_text_support,provisional_causal_candidate_support,direction_of_pressure,evidence_strength,claim_relevance,quote_used,quote_exact_substring,reason_code,claim_boundary,no_wage_gap_claim,no_final_causal_claim,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,gabriel_backend,gabriel_model,gabriel_request_id,gabriel_attempt_count,notes
SPANR201-e0cae3b5a814186510ab7277,SPAN321-1d4c96d9b413105da802ea38,TXT321-44fea28ec6d6dfd9e0af,RS429-251407d41bc1a2f00fd0,TS4L-53cb55b2ec502323e8ee,lane_4,tier_b,verification_ready_medium,https://bellairetx.civicweb.net/document/231703/_p%20style%3D_text-align_justify%3B__Workshop%20to%20disc.pdf?handle=EF86C73AAA394E4CAE4988157DEEC09B,"Bellaire TX CivicWeb Workshop to Discuss (salary ranges; includes ranges for Police, Police hours variants, Communications, Fire)",Bellaire,TX,safety_and_non_safety_compensation_units,"Police, Communications, Fire",,Referenced in 2024 council workshop materials (salary/range workshop; exact effective period not confirmed from search snippet),2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-44fea28ec6d6dfd9e0af.txt,cc47013912de7b49bc9b4ca6a459c6b545a4f6c7ad260414ad1dc964b3c25879,c9deab1b8096aea6cbf0e2f92c4662b5d3d56ce8884f4dbfac4cdfc0efec1d9c,"BACKGROUND/SUMMARY:
On October 27, 2023, the City of Bellaire engaged Paypoint HR, LLC (""Paypoint"") to conduct a
classification study and total compensation study for the City. Paypoint completed the studies and
will be presenting its findings to City Council for consideration and discussion.",429,722,0e1039349142e910a527d377a5255007111cb2ccd78b3f729ada2badc87acb0c,"by Melanie Glaze, Director of Human Resources.

RECOMMENDATION:
Melanie Glaze, Director of Human Resources, recommends that City Council conduct the workshop.

","

PREVIOUS COUNCIL ACTION:
None.

FISCAL IMPACT:
None.

CITY ATTORNEY REVIEW:
☐

Yes

☑

No

Page 2 of 30

Compensation Study
and
Classification Study

Backgrou",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,moderate,moderate,not_supported,neutral_or_unclear,moderate,documentary_mechanism_claim,classification study and total compensation study,true,explicit_compensation_study_peer_comparison_mechanism_implied,Refers to engaging a pay-related classification and compensation study for Council review; does not state market comparisons explicitly.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0c708371a135da9f006a66cc26291c8197b7bb420bbda2c32d,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-b18a5e45191e9693add007e2,SPAN321-30ee73c77cf78be564b416c6,TXT321-44fea28ec6d6dfd9e0af,RS429-251407d41bc1a2f00fd0,TS4L-53cb55b2ec502323e8ee,lane_4,tier_b,verification_ready_medium,https://bellairetx.civicweb.net/document/231703/_p%20style%3D_text-align_justify%3B__Workshop%20to%20disc.pdf?handle=EF86C73AAA394E4CAE4988157DEEC09B,"Bellaire TX CivicWeb Workshop to Discuss (salary ranges; includes ranges for Police, Police hours variants, Communications, Fire)",Bellaire,TX,safety_and_non_safety_compensation_units,"Police, Communications, Fire",,Referenced in 2024 council workshop materials (salary/range workshop; exact effective period not confirmed from search snippet),2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-44fea28ec6d6dfd9e0af.txt,cc47013912de7b49bc9b4ca6a459c6b545a4f6c7ad260414ad1dc964b3c25879,c9deab1b8096aea6cbf0e2f92c4662b5d3d56ce8884f4dbfac4cdfc0efec1d9c,"y Council for consideration and discussion.

PREVIOUS COUNCIL ACTION:
None.

FISCAL IMPACT:
None.

CITY ATTORNEY REVIEW:
☐

Yes

☑

No

Page 2 of 30

Compensation Study
and
Classification Study

Background
Page 3 of 30

Key reasons the Compensation Study and Classification
Study were completed.
 Market Alignment: Ensuring the City’s compensation

structure is in line with industry standards and trends.

 Equity and Fairness: Evaluating internal pay equity to

ensure fairness across all positions and levels within the
City.

 Retention and Recruitment: Enhancing the ability to

attract and retain top talent by offering competitive
compensation packages.

 E",679,1347,95f6830abfe011dc46d81ddd7401321bea85504fa721629e325b905b4bb555bc,"aypoint"") to conduct a
classification study and total compensation study for the City. Paypoint completed the studies and
will be presenting its findings to Cit","mployee Satisfaction: Addressing concerns regarding

compensation and classification to boost employee
morale and satisfaction.

Page 4 of 30

Scope of Work
Cla",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,not_supported,not_supported,not_supported,not_applicable,not_supported,context_only,Council for consideration and discussion.,true,procedural_council_consideration_no_market_term,"Merely notes Council discussion; does not mention market alignment, industry standards, comparability, or competitive compensation.",true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_09953fec46767dc7006a66cc2622488193a3b4e3a21a619f2e,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-e374ef9cc38a9d8c0e3c306e,SPAN321-b9febdaabe993a0c472ab3a4,TXT321-44fea28ec6d6dfd9e0af,RS429-251407d41bc1a2f00fd0,TS4L-53cb55b2ec502323e8ee,lane_4,tier_b,verification_ready_medium,https://bellairetx.civicweb.net/document/231703/_p%20style%3D_text-align_justify%3B__Workshop%20to%20disc.pdf?handle=EF86C73AAA394E4CAE4988157DEEC09B,"Bellaire TX CivicWeb Workshop to Discuss (salary ranges; includes ranges for Police, Police hours variants, Communications, Fire)",Bellaire,TX,safety_and_non_safety_compensation_units,"Police, Communications, Fire",,Referenced in 2024 council workshop materials (salary/range workshop; exact effective period not confirmed from search snippet),2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-44fea28ec6d6dfd9e0af.txt,cc47013912de7b49bc9b4ca6a459c6b545a4f6c7ad260414ad1dc964b3c25879,c9deab1b8096aea6cbf0e2f92c4662b5d3d56ce8884f4dbfac4cdfc0efec1d9c,"tion and discussion.

PREVIOUS COUNCIL ACTION:
None.

FISCAL IMPACT:
None.

CITY ATTORNEY REVIEW:
☐

Yes

☑

No

Page 2 of 30

Compensation Study
and
Classification Study

Background
Page 3 of 30

Key reasons the Compensation Study and Classification
Study were completed.
 Market Alignment: Ensuring the City’s compensation

structure is in line with industry standards and trends.

 Equity and Fairness: Evaluating internal pay equity to

ensure fairness across all positions and levels within the
City.

 Retention and Recruitment: Enhancing the ability to

attract and retain top talent by offering competitive
compensation packages.

 Employee Satisfaction: Add",702,1372,19519f223f5f91dfd98c250a92e924469633ef8b56e6a99eae41981a3c4e1471,"classification study and total compensation study for the City. Paypoint completed the studies and
will be presenting its findings to City Council for considera","ressing concerns regarding

compensation and classification to boost employee
morale and satisfaction.

Page 4 of 30

Scope of Work
Classification Study
 Estab",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,weak,weak,not_supported,neutral_or_unclear,weak,not_claim_ready,tion and discussion.,true,market_competition_discussion_context_only,Only a generic “discussion” reference; no explicit market/comparability mechanism terms in this span.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0de01e3f70f76489006a66cc26804881908329d9b94739bd00,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-55de8c2afe8ff6ea5670eaa6,SPAN321-97f5c358367ad907ab2c684f,TXT321-44fea28ec6d6dfd9e0af,RS429-251407d41bc1a2f00fd0,TS4L-53cb55b2ec502323e8ee,lane_4,tier_b,verification_ready_medium,https://bellairetx.civicweb.net/document/231703/_p%20style%3D_text-align_justify%3B__Workshop%20to%20disc.pdf?handle=EF86C73AAA394E4CAE4988157DEEC09B,"Bellaire TX CivicWeb Workshop to Discuss (salary ranges; includes ranges for Police, Police hours variants, Communications, Fire)",Bellaire,TX,safety_and_non_safety_compensation_units,"Police, Communications, Fire",,Referenced in 2024 council workshop materials (salary/range workshop; exact effective period not confirmed from search snippet),2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-44fea28ec6d6dfd9e0af.txt,cc47013912de7b49bc9b4ca6a459c6b545a4f6c7ad260414ad1dc964b3c25879,c9deab1b8096aea6cbf0e2f92c4662b5d3d56ce8884f4dbfac4cdfc0efec1d9c,", electronic maintenance

system that the Human Resources Department will use to keep the
classification system current and equitable.

Scope of Work
Compensation Study
Page 5 of 30

• Review current compensation plan and understand current

challenges in recruiting and retaining employees.

• Recommend comparable labor markets, including both

private and public sector employers for total compensation
(compensation and benefits) study.

• Analyze benefits data to provide a comparison of total

compensation for Bellaire and comparators.

• Recommend an appropriate salary range for each position

based on the classification plan, the compensation survey
results",1897,2565,eb87d77c1a586b308ab652561f59613e440f11550a87826f1326ea6332cd2b85,"ssification grade methodology and proposed

recommended strategies for the City.

 Draft updated job descriptions.
 Provide straightforward, easily understood",", and the internal relationships and equality. Prepare a
new salary structure based on the results of the survey and
best practices.

Results of Study
Page 6 of",MARKET_WAGE_STUDY,wage_compensation_study,high,market_or_comparability_pressure,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,challenges in recruiting and retaining employees.,true,explicit_recruitment_retention_and_market_comparators,Compensation Study scope referencing recruitment/retention challenges and market comparability via comparable labor markets,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_07f81b04c98f4a6a006a66cc27e6a48196bd4cad7215078f97,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-5ecb215856267678789e46c5,SPAN321-b005b0bbeb3a7a73cd660f85,TXT321-7221a67b160ac7bf19d4,RS429-3562f188f529e2642700,TS4L-669720ef20a6058e3d34,lane_4,tier_b,verification_ready_medium,https://storage.googleapis.com/proudcity/palmviewtx/uploads/2022/04/Municipal-Budget-2020.pdf,Municipal Budget 2020 — City of Palmview (Employee Salary Schedule section),Palmview,TX,safety_and_non_safety_compensation_units,Public safety (Police and Fire) + other city positions (salary schedule),,Budget document labeled 2020 (contains an Employee Salary Schedule section),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-7221a67b160ac7bf19d4.txt,83c0202a38192315dcc734d92fed12fe16b863c8973321fb4ccb3caba859b43a,424f9ae2ca729afc1255c0efc2dd545a5092ddc0160dfd8846e8e9d3f4467886,"es the City job before vesting, the Employee forfeits the right to the
portion contributed by the City. The City’s estimated cost in contributions to the plan is $180,000 a
year. 1
We are proposing a multi-year Salary and Retirement Plan to ensure a competitive salary and fringe
benefits packet to recruit, retain, and reward employees.
Proposed Salary & Retirement Plan
2016-2026
FISCAL YEAR
2016
2017
2018
2019
2020
2021
2022
2023
…
2026",61678,62118,ea848b0f60ad9bd3d57570782c02adb7abcc7f266c42f0625387285b02a75a97,"the Employee leaves the City job, is
vested and leaves the deposits with TMRS, the Employee keeps the right to the full retirement
benefit. If the Employee leav","

SALARY
3.0%

RETIREMENT
1:1

DEPOSIT RATE
5.0%

1.5:1 or…

6.0%

…

…

…
2:1

…
7.0%

3.0%
3.0%
3.0%

Please note, this is a proposed plan that will need to b",MARKET_COMPETITIVENESS,pay_competitiveness,high,market_or_comparability_pressure,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,"ensure a competitive salary and fringe
benefits packet to recruit, retain, and reward employees.",true,market_competitive_recruit_retain_reward_language,Competitiveness framing for recruitment/retention/reward; no wage gap or causal outcome claimed.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_098e2b6a0f6033a3006a66cc2e1d5c8194b8c77b0e332ee7c4,2,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-c4d79f6a1793f18fb9a1ca16,SPAN321-af80d7e82fc871ce8be59e76,TXT321-1da11d7fb74b6dbda38e,RS429-37d509202897eb8b798c,TS4L-a886e0c411c01094fbb0,lane_4,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-09-1111.pdf,Fact-Finding Report (SERB) — 24-MED-09-1111 (includes Lawrence Township; wage/market-comparability narrative and figures),Lawrence,OH,safety_and_non_safety_compensation_units,"Police (Sergeants) — Lawrence Township (Stark County, OH)",Lawrence Township police bargaining context (fact-finding report format; specific unit may be represented in the report),Fact-finding report dated 2024 (explicit figures and discussion include a multi-year/annual settlement comparison context),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-1da11d7fb74b6dbda38e.txt,65b584dcd07adc89b4d2e921cc026b46baac8afdfe5343be05154aefd3de4a26,c6f7fad117ff0182eeb1039c8790eb185ec565ff2233056c3227349aec881742,"third year of the Agreement ($4,978 per officer x4), for a total of $52,869 for the life of the new
Agreement. That is not a significant amount of money to compensate the Sergeants for their extra
responsibilities and provide them with a comparable wage as paid in comparable jurisdictions.
For all of these reasons, the Union’s wage proposals should be recommended.
The Position of the Township
The Township proposes current contract language which provides for a 15% rank
14",24149,24625,ddfac1a80c1083a735a8a911c076dd30c2c655e0e9830dfcea66f64edbb91636,"r of the Agreement ($4,603 per officer, with roll-up included),
$19,148 for the second year ($4,787 per officer x4, with roll-up included), and $19,912 for the
","

Ranking

differential.
The bargaining-unit employees’ competence and worthiness are not at issue.

The

Township very much appreciates the service of these pu",MARKET_COMPARABLE_COMMUNITIES,comparable_communities,medium,market_or_comparability_pressure,strong,strong,weak,neutral_or_unclear,strong,direct_text_claim,provide them with a comparable wage as paid in comparable jurisdictions.,true,wage_comparability_to_other_jurisdictions,"Comparability framing for wages via external jurisdictions, not a quantified wage gap or causal finding.",true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0f61364ea3756b32006a66cc3560ec8190a638dfb6000f37f7,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-8e4e01724542b7c9f04b1fcd,SPAN321-6a6e64dafd4c7c93ebe4db5b,TXT321-1da11d7fb74b6dbda38e,RS429-37d509202897eb8b798c,TS4L-a886e0c411c01094fbb0,lane_4,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-09-1111.pdf,Fact-Finding Report (SERB) — 24-MED-09-1111 (includes Lawrence Township; wage/market-comparability narrative and figures),Lawrence,OH,safety_and_non_safety_compensation_units,"Police (Sergeants) — Lawrence Township (Stark County, OH)",Lawrence Township police bargaining context (fact-finding report format; specific unit may be represented in the report),Fact-finding report dated 2024 (explicit figures and discussion include a multi-year/annual settlement comparison context),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-1da11d7fb74b6dbda38e.txt,65b584dcd07adc89b4d2e921cc026b46baac8afdfe5343be05154aefd3de4a26,c6f7fad117ff0182eeb1039c8790eb185ec565ff2233056c3227349aec881742,"The Township believes the comparable jurisdictions for wage and benefit comparisons
should be only townships and should not include other cities as argued by the Union. This
conclusion is based upon the fact that townships generate their revenues differently than cities,
who can generate additional revenues from income taxes. They, therefore, can afford higher wages
and benefits. The following are the townships in Stark County and contiguous counties that the
Township believes to be most comparable to Perry Township:",26696,27218,9c651630afe736be6a488d72bb65e93cbfe45d72ae17597699f1333a5839cd64,"e wage scale
and was reflected by the Employer as an increase benefiting the Patrol Officers in each year of a step increase and in
subsequent year wages.

15

","

TOWNSHIPS IN STARK AND CONTIGUOUS COUNTIES
SORTED BY MAXIMUM ANNUAL RATE

Agency
Jackson Township
Copley Township
Bath Township
Brimfield Township
Sagamore Hi",MARKET_COMPARABLE_COMMUNITIES,comparable_communities,medium,market_or_comparability_pressure,strong,strong,weak,neutral_or_unclear,strong,direct_text_claim,comparable jurisdictions for wage and benefit comparisons,true,wage_benefit_comparability_scope_argument,Limited to specifying which jurisdictions to use for wage/benefit comparisons; not evidence of any wage adjustment outcome.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_02fd09288306d19d006a66cc357e708190a53d2ffa3efd9e13,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-081892bbfdbd44a5454edc16,SPAN321-9366309188b3e9e9744b9d1d,TXT321-1da11d7fb74b6dbda38e,RS429-37d509202897eb8b798c,TS4L-a886e0c411c01094fbb0,lane_4,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-09-1111.pdf,Fact-Finding Report (SERB) — 24-MED-09-1111 (includes Lawrence Township; wage/market-comparability narrative and figures),Lawrence,OH,safety_and_non_safety_compensation_units,"Police (Sergeants) — Lawrence Township (Stark County, OH)",Lawrence Township police bargaining context (fact-finding report format; specific unit may be represented in the report),Fact-finding report dated 2024 (explicit figures and discussion include a multi-year/annual settlement comparison context),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-1da11d7fb74b6dbda38e.txt,65b584dcd07adc89b4d2e921cc026b46baac8afdfe5343be05154aefd3de4a26,c6f7fad117ff0182eeb1039c8790eb185ec565ff2233056c3227349aec881742,". The Township recognizes that maintaining
the current fifteen percent (15%) differential will not cause the Sergeants to be the highest paid
amongst the Union’s hand-picked comparable jurisdictions, but they will remain being paid above
the average wage rate, and wage differential of comparable jurisdictions.
Discussion, Findings and Recommendation
The Township is currently in excellent financial condition as measured by its healthy
General Fund carryover balance. There is little argument that the Township can absorb increased
salaries for its police and recognizes that healthy increases are needed due to the need to recruit
and retain Police Officers and likewise to advance the salaries of the Sergeants resulting from their
rank differential, but i",31754,32514,4a5c871cd071a5eeabf8986e562878df610867909ac87db2ef90851e75c48634,"oper market rate.
The Township can responsibly implement wage increases reflected in the fifteen percent
(15%) wage differential in each of the next three years","t believes it must be prudent in the amount of any wage increases it agrees
to give the Police Officers and Sergeants over a three-year period because of limite",MARKET_COMPARABLE_COMMUNITIES,comparable_communities,medium,market_or_comparability_pressure,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,"maintaining
the current fifteen percent (15%) differential will not cause the Sergeants to be the highest paid
amongst the Union’s hand-picked comparable jurisdictions",true,hand_picked_comparable_jurisdictions_reference,Comparable-jurisdiction benchmark used to justify sustaining wage differential (not a causation claim).,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0c914cfde42418c0006a66cc44ec048195b939f64393aa398b,2,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-6e39a8a720989b76961d86bd,SPAN321-085a11666c4861a22206568e,TXT321-e1f1bbc7892b75c0698f,RS429-5ae4c771afffd9a33c20,TS4L-2b78cb0b5f05c8511918,lane_4,tier_b,verification_ready_high,https://www.northboroughma.gov/sites/g/files/vyhlif12221/f/uploads/fire_cba_fy23-fy25_final_w_attachments_0.pdf,Northborough MA — Northborough Firefighters Local 3057 CBA (FY23–FY25) (incl. wage schedule/market adjustment tables),Northborough,MA,safety_and_non_safety_compensation_units,Public Safety (Fire) — Firefighters,Northborough Firefighters Local 3057,FY2023–FY2025 (effective wage changes include FY2023/FY2024/FY2025 step and market adjustment tables),2014-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-e1f1bbc7892b75c0698f.txt,0feb7b3e2d724e3afa7654a09d26f0224a5237a05c6da88fa7b5b121f92c835f,c08ca74f7c09f82b9a858099089eaf0ee723732ce7b7cd8afb447eb22b91bde6,"t shall be counted towards
determination of seniority under this Agreement with the exception of Article XXXVII,
Reductions in Force.
ARTICLE XVII: WAGES
A. Increase as follows the hourly wage of each employee as well as all steps of each pay
grade:
Market Adjustments as defined below:
FY2023: Market adjustment as displayed below-",30968,31300,bdb22c559dac5274dea98cd9a5d9c5fe2a83dad4bf2991707647bdcaad81c431," the
Northborough Fire Department. Additionally for employees hired before July 1, 2019 fifty
percent (50%) of call service with the Northborough Fire Departmen","

10

Step 1
Step 2
Step 3
Step 4
Step 5

FY2023 Market Adjustment
0.25
0.26
0.28
0.29
0.31

FY2024: Market adjustment as displayed below-

Step 1
Step 2
Step 3",MARKET_ADJUSTMENT,market_adjustment,high,market_or_comparability_pressure,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,Market Adjustments as defined below:,true,explicit_market_adjustment_wage_schedule,"Supports presence of market-adjustment wage mechanism; does not state comparisons, peers, or causal effects.",true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0e874a2826fac277006a66cc355ef08190bf36b388df180b6a,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-f81a916a7455df8a909e00f9,SPAN321-d68b60d1776b7ef74e83d04f,TXT321-e1f1bbc7892b75c0698f,RS429-5ae4c771afffd9a33c20,TS4L-2b78cb0b5f05c8511918,lane_4,tier_b,verification_ready_high,https://www.northboroughma.gov/sites/g/files/vyhlif12221/f/uploads/fire_cba_fy23-fy25_final_w_attachments_0.pdf,Northborough MA — Northborough Firefighters Local 3057 CBA (FY23–FY25) (incl. wage schedule/market adjustment tables),Northborough,MA,safety_and_non_safety_compensation_units,Public Safety (Fire) — Firefighters,Northborough Firefighters Local 3057,FY2023–FY2025 (effective wage changes include FY2023/FY2024/FY2025 step and market adjustment tables),2014-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-e1f1bbc7892b75c0698f.txt,0feb7b3e2d724e3afa7654a09d26f0224a5237a05c6da88fa7b5b121f92c835f,c08ca74f7c09f82b9a858099089eaf0ee723732ce7b7cd8afb447eb22b91bde6,"of each pay
grade:
Market Adjustments as defined below:
FY2023: Market adjustment as displayed below-

10

Step 1
Step 2
Step 3
Step 4
Step 5

FY2023 Market Adjustment
0.25
0.26
0.28
0.29
0.31

FY2024: Market adjustment as displayed below-

Step 1
Step 2
Step 3
Step 4
Step 5
Firefighters:
Effective 7/1/22
Effective 7/1/23
Effective 7/1/24

FY2024 Market Adjustment
0.26
0.27
0.28
0.30
0.32

Firefighter Base Pay Increase of 2%
Firefighter Base Pay Increase of 2%
Firefighter Base Pay Increase of 2%

Firefighter Wages
Step 1
Step 2
Step 3
Step 4
Step 5

FY2023
$ 25.84
$ 27.14
$ 28.48
$ 30.18
$ 31.70

11

FY2024
$ 26.62
$ 27.96
$ 29.35
$ 31.09
$ 32.66

FY2025
$
27",31199,31866,0177f2d95782c5068606fef5a0fbc576727b24143e48fa7630e18b0f4b6cceda,"ent with the exception of Article XXXVII,
Reductions in Force.
ARTICLE XVII: WAGES
A. Increase as follows the hourly wage of each employee as well as all steps ",".15
$
28.52
$
29.94
$
31.71
$
33.31

Captains:
Market Adjustments as defined below:
FY2023: Market adjustment as displayed belowFY2023 Market Adjustment
0.33
St",MARKET_ADJUSTMENT,market_adjustment,high,market_or_comparability_pressure,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,Market Adjustments as defined below:,true,explicit_market_adjustment_language,Wage rate schedule includes explicit “Market Adjustments” term,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_012276f93a2be796006a66cc377c248190aafd20b7eba345bb,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
